date_obj,Magic%20string price
2016-04-05,2726
2016-04-06,2726
2016-04-07,2726
2016-04-08,2591
2016-04-09,2591
2016-04-10,2591
2016-04-11,2591
2016-04-12,2591
2016-04-13,2591
2016-04-14,2591
2016-04-15,2461
2016-04-16,2461
2016-04-17,2461
2016-04-18,2461
2016-04-19,2461
2016-04-20,2461
2016-04-21,2338
2016-04-22,2338
2016-04-23,2338
2016-04-24,2338
2016-04-25,2338
2016-04-26,2338
2016-04-27,2304
2016-04-28,2304
2016-04-29,2304
2016-04-30,2304
2016-05-01,2304
2016-05-02,2304
2016-05-03,2304
2016-05-04,2304
2016-05-05,2245
2016-05-06,2245
2016-05-07,2245
2016-05-08,2245
2016-05-09,2245
2016-05-10,2245
2016-05-11,2149
2016-05-12,2149
2016-05-13,2149
2016-05-14,2149
2016-05-15,2149
2016-05-16,2056
2016-05-17,2056
2016-05-18,2056
2016-05-19,2056
2016-05-22,1963
2016-05-23,1963
2016-05-24,1963
2016-05-25,1963
2016-05-26,1963
2016-05-27,1963
2016-05-28,1870
2016-05-29,1870
2016-05-30,1870
2016-05-31,1870
2016-06-01,1870
2016-06-02,1779
2016-06-03,1779
2016-06-04,1779
2016-06-05,1779
2016-06-06,1779
2016-06-07,1779
2016-06-08,1701
2016-06-09,1701
2016-06-10,1701
2016-06-11,1701
2016-06-12,1701
2016-06-13,1701
2016-06-14,1636
2016-06-15,1636
2016-06-16,1636
2016-06-17,1636
2016-06-18,1636
2016-06-19,1636
2016-06-20,1568
2016-06-21,1568
2016-06-22,1568
2016-06-23,1568
2016-06-24,1568
2016-06-25,1568
2016-06-26,1516
2016-06-27,1516
2016-06-28,1516
2016-06-29,1516
2016-06-30,1516
2016-07-01,1485
2016-07-02,1485
2016-07-03,1485
2016-07-04,1485
2016-07-05,1485
2016-07-06,1485
2016-07-07,1485
2016-07-08,1410
2016-07-09,1410
2016-07-10,1410
2016-07-11,1410
2016-07-12,1410
2016-07-13,1410
2016-07-14,1339
2016-07-15,1339
2016-07-16,1339
2016-07-17,1339
2016-07-18,1339
2016-07-23,1299
2016-07-24,1299
2016-07-25,1299
2016-07-26,1299
2016-07-27,1299
2016-07-28,1299
2016-07-29,1278
2016-07-30,1278
2016-07-31,1278
2016-08-01,1278
2016-08-02,1278
2016-08-03,1278
2016-08-04,1278
2016-08-05,1278
2016-08-06,1228
2016-08-07,1228
2016-08-08,1228
2016-08-09,1228
2016-08-10,1228
2016-08-11,1228
2016-08-12,1228
2016-08-13,1228
2016-08-14,1166
2016-08-15,1166
2016-08-16,1166
2016-08-17,1166
2016-08-18,1166
2016-08-19,1166
2016-08-20,1166
2016-08-21,1166
2016-08-22,1166
2016-08-23,1107
2016-08-24,1107
2016-08-25,1107
2016-08-26,1107
2016-08-28,1107
2016-08-31,1107
2016-09-01,1052
2016-09-02,1052
2016-09-03,1052
2016-09-04,1052
2016-09-05,1052
2016-09-06,1052
2016-09-07,1052
2016-09-08,1052
2016-09-09,1052
2016-09-10,1015
2016-09-11,1015
2016-09-12,1015
2016-09-13,1015
2016-09-14,1015
2016-09-15,1015
2016-09-16,1015
2016-09-17,1015
2016-09-18,1015
2016-09-19,1015
2016-09-20,1015
2016-09-21,969
2016-09-22,969
2016-09-23,969
2016-09-24,969
2016-09-25,969
2016-09-26,969
2016-09-27,969
2016-09-28,969
2016-09-29,969
2016-09-30,931
2016-10-01,931
2016-10-02,931
2016-10-03,931
2016-10-04,931
2016-10-05,931
2016-10-06,931
2016-10-07,931
2016-10-08,931
2016-10-09,931
2016-10-10,931
2016-10-11,897
2016-10-12,897
2016-10-13,897
2016-10-14,897
2016-10-15,897
2016-10-16,897
2016-10-17,897
2016-10-18,897
2016-10-19,897
2016-10-20,897
2016-10-21,876
2016-10-22,876
2016-10-23,876
2016-10-24,876
2016-10-25,876
2016-10-26,876
2016-10-27,876
2016-10-28,876
2016-10-29,876
2016-10-30,876
2016-10-31,882
2016-11-01,882
2016-11-02,882
2016-11-03,882
2016-11-04,882
2016-11-05,882
2016-11-06,882
2016-11-07,882
2016-11-08,852
2016-11-09,852
2016-11-10,852
2016-11-11,852
2016-11-12,852
2016-11-13,852
2016-11-14,852
2016-12-07,786
2016-12-08,786
2016-12-09,786
2016-12-10,786
2016-12-11,786
2016-12-12,786
2016-12-13,786
2016-12-14,802
2016-12-15,802
2016-12-16,802
2016-12-17,802
2016-12-18,802
2016-12-19,802
2016-12-20,802
2016-12-21,802
2016-12-22,802
2016-12-23,819
2016-12-24,819
2016-12-25,819
2016-12-26,819
2016-12-27,819
2016-12-28,819
2016-12-29,819
2016-12-30,819
2016-12-31,852
2017-01-01,852
2017-01-02,852
2017-01-03,852
2017-01-04,852
2017-01-05,852
2017-01-06,852
2017-01-07,841
2017-01-08,841
2017-01-09,841
2017-01-10,841
2017-01-11,841
2017-01-12,841
2017-01-13,841
2017-01-14,875
2017-01-15,875
2017-01-16,875
2017-01-17,875
2017-01-18,875
2017-01-19,875
2017-01-20,875
2017-01-21,883
2017-01-22,883
2017-01-27,912
2017-01-28,912
2017-01-29,912
2017-01-30,912
2017-01-31,912
2017-02-01,890
2017-02-02,890
2017-02-03,890
2017-02-04,890
2017-02-05,890
2017-02-06,890
2017-02-07,860
2017-02-08,860
2017-02-09,860
2017-02-10,860
2017-02-11,860
2017-02-12,860
2017-02-13,899
2017-02-14,899
2017-02-15,899
2017-02-16,899
2017-02-18,899
2017-02-19,899
2017-02-20,928
2017-02-21,928
2017-02-22,928
2017-02-23,928
2017-02-24,928
2017-02-25,928
2017-02-26,928
2017-02-27,928
2017-02-28,914
2017-03-01,914
2017-03-02,914
2017-03-03,914
2017-03-04,914
2017-03-05,914
2017-03-06,880
2017-03-07,880
2017-03-08,880
2017-03-09,880
2017-03-10,880
2017-03-11,880
2017-03-12,880
2017-03-13,839
2017-03-14,839
2017-03-15,839
2017-03-16,839
2017-03-17,839
2017-03-18,839
2017-03-19,839
2017-03-20,824
2017-03-21,824
2017-03-22,824
2017-03-23,824
2017-03-24,824
2017-03-25,824
2017-03-26,824
2017-03-27,824
2017-03-28,792
2017-03-29,792
2017-03-30,792
2017-03-31,792
2017-04-01,792
2017-04-02,792
2017-04-03,792
2017-04-04,763
2017-04-12,767
2017-04-13,767
2017-04-14,767
2017-04-15,767
2017-04-16,767
2017-04-17,767
2017-04-18,767
2017-04-19,757
2017-04-20,757
2017-04-21,757
2017-04-22,757
2017-04-23,757
2017-04-24,757
2017-04-25,782
2017-04-26,782
2017-04-27,782
2017-04-28,782
2017-04-29,782
2017-04-30,782
2017-05-01,782
2017-05-02,782
2017-05-03,820
2017-05-04,820
2017-05-05,820
2017-05-06,820
2017-05-07,820
2017-05-08,820
2017-05-09,851
2017-05-10,851
2017-05-11,851
2017-05-12,851
2017-05-13,851
2017-05-14,851
2017-05-15,851
2017-05-16,872
2017-05-17,872
2017-05-18,872
2017-05-19,872
2017-05-20,872
2017-05-21,872
2017-05-22,872
2017-05-23,914
2017-05-24,914
2017-05-25,914
2017-05-26,914
2017-05-27,914
2017-05-28,914
2017-05-29,960
2017-05-30,960
2017-05-31,960
2017-06-01,960
2017-06-02,960
2017-06-03,960
2017-06-06,979
2017-06-07,979
2017-06-08,979
2017-06-09,979
2017-06-10,979
2017-06-11,1027
2017-06-12,1027
2017-06-13,1027
2017-06-14,1027
2017-06-15,1027
2017-06-16,1027
2017-06-17,1027
2017-06-18,1073
2017-06-19,1073
2017-06-20,1073
2017-06-21,1073
2017-06-22,1073
2017-06-23,1073
2017-06-24,1073
2017-06-25,1073
2017-06-26,1123
2017-06-27,1123
2017-06-28,1123
2017-06-29,1123
2017-06-30,1123
2017-07-01,1123
2017-07-02,1123
2017-07-03,1174
2017-07-04,1174
2017-07-05,1174
2017-07-06,1174
2017-07-07,1174
2017-07-08,1174
2017-07-13,1221
2017-07-14,1221
2017-07-15,1221
2017-07-16,1221
2017-07-17,1282
2017-07-18,1282
2017-07-19,1282
2017-07-20,1282
2017-07-21,1282
2017-07-22,1282
2017-07-23,1282
2017-07-24,1344
2017-07-25,1344
2017-07-26,1344
2017-07-27,1344
2017-07-28,1344
2017-07-29,1344
2017-07-30,1323
2017-07-31,1323
2017-08-01,1323
2017-08-02,1323
2017-08-03,1323
2017-08-04,1323
2017-08-05,1359
2017-08-06,1359
2017-08-09,1359
2017-08-10,1359
2017-08-11,1426
2017-08-12,1426
2017-08-13,1426
2017-08-14,1426
2017-08-15,1426
2017-08-16,1426
2017-08-17,1426
2017-08-18,1426
2017-08-19,1478
2017-08-20,1478
2017-08-21,1478
2017-08-22,1478
2017-08-23,1478
2017-08-24,1478
2017-08-25,1478
2017-08-26,1529
2017-08-27,1529
2017-08-28,1529
2017-08-29,1529
2017-08-30,1529
2017-08-31,1529
2017-09-01,1529
2017-09-02,1573
2017-09-03,1573
2017-09-04,1573
2017-09-05,1573
2017-09-06,1573
2017-09-07,1573
2017-09-08,1573
2017-09-09,1573
2017-09-10,1562
2017-09-11,1562
2017-09-12,1562
2017-09-13,1562
2017-09-14,1562
2017-09-15,1562
2017-09-16,1562
2017-09-17,1639
2017-09-19,1639
2017-09-20,1639
2017-09-21,1639
2017-09-22,1639
2017-09-23,1639
2017-09-24,1718
2017-09-25,1718
2017-09-26,1718
2017-09-27,1718
2017-09-28,1718
2017-09-29,1718
2017-09-30,1718
2017-10-01,1803
2017-10-02,1803
2017-10-03,1803
2017-10-04,1803
2017-10-05,1803
2017-10-06,1803
2017-10-07,1803
2017-10-08,1803
2017-10-09,1888
2017-10-10,1888
2017-10-11,1888
2017-10-12,1888
2017-10-13,1888
2017-10-14,1888
2017-10-15,1888
2017-10-16,1888
2017-10-17,1888
2017-10-18,1961
2017-10-19,1961
2017-10-20,1961
2017-10-21,1961
2017-10-22,1961
2017-10-23,1961
2017-10-24,1961
2017-10-25,1961
2017-10-26,1961
2017-10-27,1982
2017-10-28,1982
2017-10-29,1982
2017-10-30,1982
2017-10-31,1982
2017-11-01,1982
2017-11-02,1982
2017-11-03,1982
2017-11-04,1982
2017-11-05,1982
2017-11-06,2003
2017-11-07,2003
2017-11-08,2003
2017-11-09,2003
2017-11-10,2003
2017-11-11,2003
2017-11-12,2003
2017-11-13,2003
2017-11-14,2003
2017-11-15,2036
2017-11-16,2036
2017-11-17,2036
2017-11-18,2036
2017-11-19,2036
2017-11-20,2036
2017-11-21,2036
2017-11-22,2036
2017-11-23,2036
2017-11-24,2134
2017-11-25,2134
2017-11-26,2134
2017-11-27,2134
2017-11-28,2134
2017-11-29,2134
2017-11-30,2134
2017-12-01,2134
2017-12-02,2134
2017-12-03,2240
2017-12-04,2240
2017-12-05,2240
2017-12-06,2240
2017-12-07,2240
2017-12-08,2240
2017-12-09,2240
2017-12-10,2240
2017-12-11,2240
2017-12-12,2240
2017-12-14,2332
2017-12-15,2332
2017-12-17,2332
2017-12-18,2332
2017-12-19,2332
2017-12-20,2332
2017-12-21,2391
2017-12-22,2391
2017-12-23,2391
2017-12-24,2391
2017-12-25,2391
2017-12-26,2391
2017-12-27,2391
2017-12-28,2391
2017-12-29,2391
2017-12-30,2504
2017-12-31,2504
2018-01-01,2504
2018-01-02,2504
2018-01-03,2504
2018-01-04,2504
2018-01-05,2504
2018-01-06,2565
2018-01-07,2565
2018-01-08,2565
2018-01-09,2565
2018-01-10,2565
2018-01-11,2565
2018-01-12,2565
2018-01-13,2565
2018-01-14,2654
2018-01-15,2654
2018-01-16,2654
2018-01-17,2654
2018-01-18,2654
2018-01-19,2654
2018-01-20,2767
2018-01-21,2767
2018-01-22,2767
2018-01-23,2767
2018-01-25,2895
2018-01-26,2895
2018-01-27,2895
2018-01-28,2999
2018-01-29,2999
2018-01-31,2999
2018-02-01,2948
2018-02-02,2948
2018-02-03,2948
2018-02-04,2998
2018-02-05,2998
2018-02-06,2998
2018-02-07,2998
2018-02-08,3004
2018-02-09,3004
2018-02-10,3004
2018-02-11,3028
2018-02-12,3028
2018-02-13,3028
2018-02-14,3028
2018-02-15,3111
2018-02-16,3111
2018-02-17,3111
2018-02-18,3111
2018-02-19,3106
2018-02-20,3106
2018-02-21,3106
2018-02-22,3106
2018-02-23,3026
2018-02-24,3026
2018-02-25,3026
2018-02-26,3026
2018-02-27,2893
2018-02-28,2893
2018-03-01,2893
2018-03-02,2893
2018-03-03,2790
2018-03-04,2790
2018-03-05,2790
2018-03-06,2790
2018-03-07,2677
2018-03-08,2677
2018-03-09,2677
2018-03-10,2677
2018-03-11,2677
2018-03-12,2553
2018-03-13,2553
2018-03-14,2553
2018-03-15,2553
2018-03-16,2553
2018-03-17,2443
2018-03-18,2443
2018-03-19,2443
2018-03-20,2443
2018-03-21,2320
2018-03-23,2320
2018-03-24,2320
2018-03-26,2229
2018-03-27,2229
2018-03-28,2229
2018-03-29,2158
2018-03-30,2158
2018-03-31,2158
2018-04-01,2158
2018-04-02,2158
2018-04-03,2052
2018-04-04,2052
2018-04-05,2052
2018-04-06,2052
2018-04-07,2052
2018-04-08,1957
2018-04-09,1957
2018-04-10,1957
2018-04-11,1957
2018-04-12,1957
2018-04-13,1892
2018-04-14,1892
2018-04-15,1892
2018-04-16,1892
2018-04-17,1812
2018-04-18,1812
2018-04-19,1812
2018-04-20,1812
2018-04-21,1812
2018-04-22,1745
2018-04-23,1745
2018-04-24,1745
2018-04-25,1745
2018-04-26,1745
2018-04-27,1663
2018-04-28,1663
2018-04-29,1663
2018-04-30,1663
2018-05-01,1663
2018-05-04,1637
2018-05-05,1637
2018-05-06,1637
2018-05-07,1555
2018-05-08,1555
2018-05-09,1555
2018-05-10,1555
2018-05-11,1555
2018-05-12,1477
2018-05-13,1477
2018-05-14,1477
2018-05-15,1477
2018-05-16,1477
2018-05-17,1403
2018-05-18,1403
2018-05-19,1403
2018-05-20,1346
2018-05-21,1346
2018-05-22,1346
2018-05-23,1346
2018-05-24,1284
2018-05-25,1284
2018-05-26,1284
2018-05-27,1284
2018-05-28,1284
2018-05-29,1222
2018-05-30,1222
2018-05-31,1222
2018-06-01,1222
2018-06-02,1222
2018-06-03,1271
2018-06-04,1271
2018-06-05,1271
2018-06-06,1271
2018-06-07,1209
2018-06-08,1209
2018-06-09,1209
2018-06-10,1209
2018-06-11,1209
2018-06-12,1148
2018-06-13,1148
2018-06-14,1148
2018-06-15,1148
2018-06-16,1091
2018-06-17,1091
2018-06-18,1091
2018-06-19,1091
2018-06-20,1036
2018-06-21,1036
2018-06-22,1036
2018-06-23,1036
2018-06-24,984
2018-06-25,984
2018-06-26,984
2018-06-27,984
2018-06-28,984
2018-06-29,938
2018-06-30,938
2018-07-01,938
2018-07-02,938
2018-07-03,938
2018-07-04,927
2018-07-05,927
2018-07-06,927
2018-07-07,927
2018-07-08,927
2018-07-09,885
2018-07-10,885
2018-07-11,885
2018-07-12,885
2018-07-13,885
2018-07-14,885
2018-07-15,847
2018-07-16,847
2018-07-17,847
2018-07-18,847
2018-07-19,806
2018-07-20,806
2018-07-21,806
2018-07-22,806
2018-07-23,814
2018-07-24,814
2018-07-26,814
2018-07-27,814
2018-07-28,853
2018-07-29,853
2018-07-30,853
2018-07-31,817
2018-08-01,817
2018-08-02,817
2018-08-03,817
2018-08-04,781
2018-08-05,781
2018-08-06,781
2018-08-07,781
2018-08-08,787
2018-08-09,787
2018-08-10,787
2018-08-11,787
2018-08-12,790
2018-08-14,790
2018-08-16,773
2018-08-17,773
2018-08-18,773
2018-08-19,773
2018-08-20,782
2018-08-21,782
2018-08-22,782
2018-08-23,782
2018-08-24,795
2018-08-25,795
2018-08-26,795
2018-08-27,795
2018-08-28,768
2018-08-29,768
2018-08-30,768
2018-08-31,768
2018-09-01,741
2018-09-02,741
2018-09-03,741
2018-09-04,707
2018-09-05,707
2018-09-06,707
2018-09-07,707
2018-09-08,710
2018-09-09,710
2018-09-10,710
2018-09-11,710
2018-09-12,722
2018-09-13,722
2018-09-14,722
2018-09-15,722
2018-09-16,702
2018-09-17,702
2018-09-18,702
2018-09-19,702
2018-09-20,677
2018-09-21,677
2018-09-22,677
2018-09-23,644
2018-09-24,644
2018-09-25,644
2018-09-26,623
2018-09-27,623
2018-09-28,623
2018-09-29,623
2018-09-30,591
2018-10-02,591
2018-10-03,577
2018-10-04,577
2018-10-05,577
2018-10-06,577
2018-10-07,557
2018-10-08,557
2018-10-09,557
2018-10-10,578
2018-10-11,578
2018-10-12,578
2018-10-13,583
2018-10-14,583
2018-10-15,583
2018-10-16,583
2018-10-17,562
2018-10-18,562
2018-10-19,562
2018-10-20,562
2018-10-21,584
2018-10-22,584
2018-10-23,584
2018-10-24,584
2018-10-25,593
2018-10-26,593
2018-10-27,593
2018-10-28,606
2018-10-29,606
2018-10-30,606
2018-10-31,606
2018-11-01,604
2018-11-03,604
2018-11-04,579
2018-11-05,579
2018-11-06,551
2018-11-07,551
2018-11-08,551
2018-11-09,546
2018-11-10,546
2018-11-11,543
2018-11-12,543
2018-11-13,521
2018-11-14,521
2018-11-15,521
2018-11-16,509
2018-11-17,509
2018-11-18,529
2018-11-19,529
2018-11-20,516
2018-11-21,516
2018-11-22,525
2018-11-23,525
2018-11-24,531
2018-11-25,558
2018-11-26,558
2018-11-27,582
2018-11-28,582
2018-11-29,582
2018-12-01,564
2018-12-02,564
2018-12-03,542
2018-12-04,542
2018-12-05,516
2018-12-07,516
2018-12-09,503
2018-12-10,502
2018-12-11,502
2018-12-12,478
2018-12-13,478
2018-12-14,464
2018-12-15,464
2018-12-16,453
2018-12-17,453
2018-12-18,434
2018-12-19,434
2018-12-20,412
2018-12-21,412
2018-12-22,395
2018-12-23,395
2018-12-24,383
2018-12-25,383
2018-12-26,383
2018-12-27,367
2018-12-28,367
2018-12-29,358
2018-12-30,358
2018-12-31,359
2019-01-01,359
2019-01-02,344
2019-01-03,344
2019-01-04,331
2019-01-05,331
2019-01-06,342
2019-01-08,342
2019-01-10,352
2019-01-11,370
2019-01-12,387
2019-01-13,406
2019-01-14,406
2019-01-15,407
2019-01-16,407
2019-01-17,416
2019-01-18,416
2019-01-19,402
2019-01-20,402
2019-01-21,404
2019-01-22,404
2019-01-23,403
2019-01-24,403
2019-01-25,404
2019-01-26,404
2019-01-27,409
2019-01-28,409
2019-01-29,423
2019-01-30,423
2019-01-31,419
2019-02-01,419
2019-02-02,409
2019-02-03,409
2019-02-04,395
2019-02-05,395
2019-02-06,389
2019-02-07,376
2019-02-08,376
2019-02-09,371
2019-02-10,371
2019-02-11,352
2019-02-12,352
2019-02-13,337
2019-02-14,337
2019-02-15,324
2019-02-16,324
2019-02-17,326
2019-02-18,326
2019-02-19,315
2019-02-20,315
2019-02-21,299
2019-02-22,299
2019-02-23,288
2019-02-24,288
2019-02-25,290
2019-02-26,290
2019-02-27,290
2019-02-28,290
2019-03-01,295
2019-03-02,295
2019-03-03,298
2019-03-04,298
2019-03-05,308
2019-03-06,308
2019-03-07,316
2019-03-08,316
2019-03-09,316
2019-03-10,314
2019-03-11,314
2019-03-12,328
2019-03-13,328
2019-03-14,328
2019-03-15,322
2019-03-16,322
2019-03-17,313
2019-03-18,313
2019-03-19,313
2019-03-20,304
2019-03-21,304
2019-03-22,304
2019-03-23,312
2019-03-24,312
2019-03-25,312
2019-03-26,327
2019-03-27,327
2019-03-28,327
2019-03-29,344
2019-03-30,344
2019-03-31,344
2019-04-01,338
2019-04-02,338
2019-04-03,324
2019-04-04,324
2019-04-05,324
2019-04-06,314
2019-04-07,314
2019-04-08,312
2019-04-09,312
2019-04-10,312
2019-04-11,301
2019-04-12,301
2019-04-13,287
2019-04-14,287
2019-04-15,296
2019-04-16,296
2019-04-17,296
2019-04-18,283
2019-04-19,283
2019-04-20,283
2019-04-21,278
2019-04-22,278
2019-04-23,269
2019-04-24,269
2019-04-25,264
2019-04-26,264
2019-04-27,264
2019-04-28,260
2019-04-29,260
2019-04-30,260
2019-05-01,270
2019-05-02,270
2019-05-03,281
2019-05-04,281
2019-05-05,281
2019-05-06,287
2019-05-07,287
2019-05-08,287
2019-05-09,286
2019-05-10,286
2019-05-11,286
2019-05-12,283
2019-05-13,283
2019-05-14,278
2019-05-15,278
2019-05-16,278
2019-05-17,291
2019-05-18,291
2019-05-19,306
2019-05-20,306
2019-05-21,306
2019-05-22,319
2019-05-23,319
2019-05-24,319
2019-05-25,335
2019-05-26,335
2019-05-27,352
2019-05-28,352
2019-05-29,366
2019-05-30,366
2019-05-31,366
2019-06-01,366
2019-06-02,353
