date_obj,Villager%20robe%20(brown) price
2016-11-01,16638
2016-11-02,16638
2016-11-03,16638
2016-11-04,16638
2016-11-05,16638
2016-11-06,16638
2016-11-07,16638
2016-11-08,16638
2016-11-09,16638
2016-11-10,16638
2016-11-11,16638
2016-11-12,16638
2016-11-13,16638
2016-11-14,16638
2016-12-08,16638
2016-12-09,16638
2016-12-10,16638
2016-12-11,16638
2016-12-12,16638
2016-12-13,16638
2016-12-14,16638
2016-12-15,16638
2016-12-16,16638
2016-12-17,16638
2016-12-18,16638
2016-12-19,16638
2016-12-20,16638
2016-12-21,16638
2016-12-22,16638
2016-12-23,16638
2016-12-24,16638
2016-12-25,16638
2016-12-26,16080
2016-12-27,16080
2016-12-28,16080
2016-12-29,16080
2016-12-30,16080
2016-12-31,16080
2017-01-01,16080
2017-01-02,16080
2017-01-03,16080
2017-01-04,16080
2017-01-05,16080
2017-01-06,16080
2017-01-07,16080
2017-01-08,16080
2017-01-09,16080
2017-01-10,16080
2017-01-11,16080
2017-01-12,16080
2017-01-13,16080
2017-01-14,16080
2017-01-15,16080
2017-01-16,16080
2017-01-17,16080
2017-01-18,16080
2017-01-19,16080
2017-01-20,16080
2017-01-21,16080
2017-01-22,16080
2017-01-27,16080
2017-01-28,16080
2017-01-29,16080
2017-01-30,16080
2017-01-31,16080
2017-02-01,16080
2017-02-02,16080
2017-02-03,16080
2017-02-04,16080
2017-02-05,16080
2017-02-06,16080
2017-02-07,16080
2017-02-08,16080
2017-02-09,16080
2017-02-10,16080
2017-02-11,16080
2017-02-12,15284
2017-02-13,15284
2017-02-14,15284
2017-02-15,15284
2017-02-16,15284
2017-02-18,15284
2017-02-19,15284
2017-02-20,15284
2017-02-21,15284
2017-02-22,15284
2017-02-23,15284
2017-02-24,15284
2017-02-25,15284
2017-02-26,15284
2017-02-27,15284
2017-02-28,15284
2017-03-01,15284
2017-03-02,15284
2017-03-03,15284
2017-03-04,15284
2017-03-05,15284
2017-03-06,15284
2017-03-07,15284
2017-03-08,15284
2017-03-09,15284
2017-03-10,15284
2017-03-11,15284
2017-03-12,15284
2017-03-13,15284
2017-03-14,15284
2017-03-15,15284
2017-03-16,15284
2017-03-17,15284
2017-03-18,15284
2017-03-19,15284
2017-03-20,15284
2017-03-21,15284
2017-03-22,15284
2017-03-23,15284
2017-03-24,15284
2017-03-25,15284
2017-03-26,15284
2017-03-27,15284
2017-03-28,15284
2017-03-29,15284
2017-03-30,15284
2017-03-31,14596
2017-04-01,14596
2017-04-02,14596
2017-04-03,14596
2017-04-04,14596
2017-04-12,14596
2017-04-13,14596
2017-04-14,14596
2017-04-15,14596
2017-04-16,14596
2017-04-17,14596
2017-04-18,14596
2017-04-19,14596
2017-04-20,14596
2017-04-21,14596
2017-04-22,14596
2017-04-23,14596
2017-04-24,14596
2017-04-25,14596
2017-04-26,14596
2017-04-27,14596
2017-04-28,14596
2017-04-29,14596
2017-04-30,14596
2017-05-01,14596
2017-05-02,14596
2017-05-03,14596
2017-05-04,14596
2017-05-05,14596
2017-05-06,14596
2017-05-07,14596
2017-05-08,14596
2017-05-09,14596
2017-05-10,14596
2017-05-11,14596
2017-05-12,14596
2017-05-13,14596
2017-05-14,14596
2017-05-15,14596
2017-05-16,14596
2017-05-17,14596
2017-05-18,14596
2017-05-19,14596
2017-05-20,13959
2017-05-21,13959
2017-05-22,13959
2017-05-23,13959
2017-05-24,13959
2017-05-25,13959
2017-05-26,13959
2017-05-27,13959
2017-05-28,13959
2017-05-29,13959
2017-05-30,13959
2017-05-31,13959
2017-06-01,13959
2017-06-02,13959
2017-06-03,13959
2017-06-06,13959
2017-06-07,13959
2017-06-08,13959
2017-06-09,13959
2017-06-10,13959
2017-06-11,13959
2017-06-12,13959
2017-06-13,13959
2017-06-14,13959
2017-06-15,13959
2017-06-16,13959
2017-06-17,13959
2017-06-18,13959
2017-06-19,13959
2017-06-20,13959
2017-06-21,13959
2017-06-22,13959
2017-06-23,13959
2017-06-24,13959
2017-06-25,13959
2017-06-26,13959
2017-06-27,13959
2017-06-28,13959
2017-06-29,13959
2017-06-30,13959
2017-07-01,13959
2017-07-02,13959
2017-07-03,13959
2017-07-04,13959
2017-07-05,13959
2017-07-06,13959
2017-07-07,13959
2017-07-08,13959
2017-07-13,13310
2017-07-14,13310
2017-07-15,13310
2017-07-16,13310
2017-07-17,13310
2017-07-18,13310
2017-07-19,13310
2017-07-20,13310
2017-07-21,13310
2017-07-22,13310
2017-07-23,13310
2017-07-24,13310
2017-07-25,13310
2017-07-26,13310
2017-07-27,13310
2017-07-28,13310
2017-07-29,13310
2017-07-30,13310
2017-07-31,13310
2017-08-01,13310
2017-08-02,13310
2017-08-03,13310
2017-08-04,13310
2017-08-05,13310
2017-08-06,13310
2017-08-09,13310
2017-08-10,13310
2017-08-11,13310
2017-08-12,13310
2017-08-13,13310
2017-08-14,13310
2017-08-15,13310
2017-08-16,13310
2017-08-17,13310
2017-08-18,13310
2017-08-19,13310
2017-08-20,13310
2017-08-21,13310
2017-08-22,13310
2017-08-23,13310
2017-08-24,13310
2017-08-25,13310
2017-08-26,13310
2017-08-27,13310
2017-08-28,13310
2017-08-29,13310
2017-08-30,12661
2017-08-31,12661
2017-09-01,12661
2017-09-02,12661
2017-09-03,12661
2017-09-04,12661
2017-09-05,12661
2017-09-06,12661
2017-09-07,12661
2017-09-08,12661
2017-09-09,12661
2017-09-10,12661
2017-09-11,12661
2017-09-12,12661
2017-09-13,12661
2017-09-14,12661
2017-09-15,12661
2017-09-16,12661
2017-09-17,12661
2017-09-18,12661
2017-09-19,12661
2017-09-20,12661
2017-09-21,12661
2017-09-22,12661
2017-09-23,12661
2017-09-24,12661
2017-09-25,12661
2017-09-26,12661
2017-09-27,12661
2017-09-28,12661
2017-09-29,12661
2017-09-30,12661
2017-10-01,12661
2017-10-02,12661
2017-10-03,12661
2017-10-04,12661
2017-10-05,12661
2017-10-06,12661
2017-10-07,12661
2017-10-08,12661
2017-10-09,12661
2017-10-10,12661
2017-10-11,12661
2017-10-12,12661
2017-10-13,12661
2017-10-14,12661
2017-10-15,12661
2017-10-16,12661
2017-10-17,12661
2017-10-18,12661
2017-10-19,12661
2017-10-20,12077
2017-10-21,12077
2017-10-22,12077
2017-10-23,12077
2017-10-24,12077
2017-10-25,12077
2017-10-26,12077
2017-10-27,12077
2017-10-28,12077
2017-10-29,12077
2017-10-30,12077
2017-10-31,12077
2017-11-01,12077
2017-11-02,12077
2017-11-03,12077
2017-11-04,12077
2017-11-05,12077
2017-11-06,12077
2017-11-07,12077
2017-11-08,12077
2017-11-09,12077
2017-11-10,12077
2017-11-11,12077
2017-11-12,12077
2017-11-13,12077
2017-11-14,12077
2017-11-15,12077
2017-11-16,12077
2017-11-17,12077
2017-11-18,12077
2017-11-19,12077
2017-11-20,12077
2017-11-21,12077
2017-11-22,12077
2017-11-23,12077
2017-11-24,12077
2017-11-25,12077
2017-11-26,12077
2017-11-27,12077
2017-11-28,12077
2017-11-29,12077
2017-11-30,12077
2017-12-01,12077
2017-12-02,12077
2017-12-03,12077
2017-12-04,12077
2017-12-05,12077
2017-12-06,12077
2017-12-07,12077
2017-12-08,12077
2017-12-09,12077
2017-12-10,12077
2017-12-11,12077
2017-12-12,12077
2017-12-13,12077
2017-12-14,12077
2017-12-15,11488
2017-12-16,11488
2017-12-17,11488
2017-12-18,11488
2017-12-19,11488
2017-12-20,11488
2017-12-21,11488
2017-12-22,11488
2017-12-23,11488
2017-12-24,11488
2017-12-25,11488
2017-12-26,11488
2017-12-27,11488
2017-12-28,11488
2017-12-29,11488
2017-12-30,11488
2017-12-31,11488
2018-01-01,11488
2018-01-02,11488
2018-01-03,11488
2018-01-04,11488
2018-01-05,11488
2018-01-06,11488
2018-01-07,11488
2018-01-08,11488
2018-01-09,11488
2018-01-10,11488
2018-01-11,11488
2018-01-12,11488
2018-01-13,11488
2018-01-14,11488
2018-01-15,11488
2018-01-16,11488
2018-01-17,11488
2018-01-18,11488
2018-01-19,11488
2018-01-20,11488
2018-01-21,11488
2018-01-22,11488
2018-01-23,11488
2018-01-24,11053
2018-01-25,11053
2018-01-26,11053
2018-01-27,11053
2018-01-28,11053
2018-01-29,11053
2018-01-30,11053
2018-02-01,11053
2018-02-02,11053
2018-02-03,11053
2018-02-04,11053
2018-02-05,11053
2018-02-06,11053
2018-02-07,11053
2018-02-08,11053
2018-02-09,11053
2018-02-10,11053
2018-02-11,11053
2018-02-12,11053
2018-02-13,11053
2018-02-14,11053
2018-02-15,11053
2018-02-16,11053
2018-02-17,10503
2018-02-18,10503
2018-02-19,10503
2018-02-20,10503
2018-02-21,10503
2018-02-22,10503
2018-02-23,10503
2018-02-24,10503
2018-02-25,10503
2018-02-26,10503
2018-02-27,10503
2018-02-28,10503
2018-03-01,10503
2018-03-02,10503
2018-03-03,10503
2018-03-04,10503
2018-03-05,10503
2018-03-06,10503
2018-03-07,10503
2018-03-08,10503
2018-03-09,10503
2018-03-10,10503
2018-03-11,9994
2018-03-12,9994
2018-03-13,9994
2018-03-14,9994
2018-03-15,9994
2018-03-16,9994
2018-03-17,9994
2018-03-18,9994
2018-03-19,9994
2018-03-20,9994
2018-03-21,9994
2018-03-23,9994
2018-03-24,9994
2018-03-26,9994
2018-03-27,9994
2018-03-28,9994
2018-03-29,9994
2018-03-30,9994
2018-03-31,9994
2018-04-01,9994
2018-04-02,9507
2018-04-03,9507
2018-04-04,9507
2018-04-05,9507
2018-04-06,9507
2018-04-08,9507
2018-04-09,9507
2018-04-10,9507
2018-04-11,9507
2018-04-12,9507
2018-04-13,9507
2018-04-14,9507
2018-04-16,9507
2018-04-17,9507
2018-04-18,9507
2018-04-19,9507
2018-04-20,9507
2018-04-21,9507
2018-04-22,9507
2018-04-23,9507
2018-04-24,9507
2018-04-25,9507
2018-04-26,9507
2018-04-27,9507
2018-04-28,9507
2018-04-29,9303
2018-04-30,9303
2018-05-02,9303
2018-05-03,9303
2018-05-04,9303
2018-05-05,9303
2018-05-06,9303
2018-05-07,9303
2018-05-08,9303
2018-05-09,9303
2018-05-10,9303
2018-05-11,9303
2018-05-12,9303
2018-05-13,9303
2018-05-14,9303
2018-05-15,9303
2018-05-16,9303
2018-05-17,9303
2018-05-18,9303
2018-05-19,9303
2018-05-20,9303
2018-05-21,9303
2018-05-22,9303
2018-05-23,9303
2018-05-24,9303
2018-05-25,9303
2018-05-26,9303
2018-05-27,9303
2018-05-28,9478
2018-05-29,9478
2018-05-30,9478
2018-05-31,9478
2018-06-01,9478
2018-06-02,9478
2018-06-03,9478
2018-06-04,9478
2018-06-05,9478
2018-06-06,9478
2018-06-07,9478
2018-06-08,9478
2018-06-09,9478
2018-06-10,9478
2018-06-11,9478
2018-06-12,9478
2018-06-13,9478
2018-06-14,9478
2018-06-15,9478
2018-06-16,9478
2018-06-17,9478
2018-06-18,9478
2018-06-19,9478
2018-06-20,9478
2018-06-21,9478
2018-06-22,9478
2018-06-23,9281
2018-06-24,9281
2018-06-25,9281
2018-06-26,9281
2018-06-27,9281
2018-06-28,9281
2018-06-29,9281
2018-06-30,9281
2018-07-01,9281
2018-07-02,9281
2018-07-03,9281
2018-07-04,9281
2018-07-05,9281
2018-07-06,9281
2018-07-07,9281
2018-07-08,9281
2018-07-09,9281
2018-07-10,9281
2018-07-11,9281
2018-07-12,9281
2018-07-13,9281
2018-07-14,9281
2018-07-15,9281
2018-07-16,9281
2018-07-17,9281
2018-07-18,9281
2018-07-19,9281
2018-07-20,9281
2018-07-21,9281
2018-07-22,9281
2018-07-23,9281
2018-07-24,9281
2018-07-25,9281
2018-07-26,9281
2018-07-27,9281
2018-07-28,9281
2018-07-29,9281
2018-07-30,9281
2018-07-31,9065
2018-08-01,9065
2018-08-02,9065
2018-08-03,9065
2018-08-04,9065
2018-08-05,9065
2018-08-06,9065
2018-08-07,9065
2018-08-08,9065
2018-08-09,9065
2018-08-10,9065
2018-08-11,9065
2018-08-12,9065
2018-08-14,9065
2018-08-16,9065
2018-08-17,9065
2018-08-18,9065
2018-08-19,9065
2018-08-20,8875
2018-08-21,8875
2018-08-22,8875
2018-08-23,8875
2018-08-24,8875
2018-08-25,8875
2018-08-26,8875
2018-08-27,8875
2018-08-28,8875
2018-08-29,8875
2018-08-30,8875
2018-08-31,8875
2018-09-01,8875
2018-09-02,8875
2018-09-03,8875
2018-09-04,8875
2018-09-05,8875
2018-09-06,8875
2018-09-07,8588
2018-09-08,8588
2018-09-09,8588
2018-09-10,8588
2018-09-11,8588
2018-09-12,8588
2018-09-13,8588
2018-09-14,8588
2018-09-15,8588
2018-09-16,8588
2018-09-17,8588
2018-09-18,8588
2018-09-19,8588
2018-09-20,8588
2018-09-21,8588
2018-09-22,8588
2018-09-23,8588
2018-09-24,8588
2018-09-25,8588
2018-09-26,8588
2018-09-27,8588
2018-09-28,8588
2018-09-29,8588
2018-09-30,8588
2018-10-02,8588
2018-10-03,8172
2018-10-04,8172
2018-10-05,8172
2018-10-06,8172
2018-10-07,8172
2018-10-08,8172
2018-10-09,8172
2018-10-10,8172
2018-10-11,8172
2018-10-12,8172
2018-10-13,8172
2018-10-14,8172
2018-10-15,8172
2018-10-16,8172
2018-10-17,8172
2018-10-18,8172
2018-10-19,8172
2018-10-20,8172
2018-10-21,8172
2018-10-22,8172
2018-10-23,7773
2018-10-24,7773
2018-10-25,7773
2018-10-26,7773
2018-10-27,7773
2018-10-28,7773
2018-10-29,7773
2018-10-30,7773
2018-10-31,7773
2018-11-01,7773
2018-11-03,7773
2018-11-04,7773
2018-11-05,7773
2018-11-06,7773
2018-11-07,7773
2018-11-08,7773
2018-11-09,7773
2018-11-10,7773
2018-11-11,7442
2018-11-12,7442
2018-11-13,7442
2018-11-14,7442
2018-11-15,7442
2018-11-16,7442
2018-11-17,7442
2018-11-18,7442
2018-11-19,7442
2018-11-20,7442
2018-11-21,7442
2018-11-22,7442
2018-11-23,7442
2018-11-24,7442
2018-11-25,7442
2018-11-26,7385
2018-11-27,7385
2018-11-28,7385
2018-12-01,7385
2018-12-02,7385
2018-12-03,7385
2018-12-04,7385
2018-12-05,7385
2018-12-07,7385
2018-12-09,7385
2018-12-10,7385
2018-12-11,7385
2018-12-13,7032
2018-12-14,7032
2018-12-15,7032
2018-12-16,7032
2018-12-17,7032
2018-12-18,7032
2018-12-19,7032
2018-12-20,7032
2018-12-21,7032
2018-12-22,7032
2018-12-23,7032
2018-12-24,7032
2018-12-25,7032
2018-12-26,7032
2018-12-27,7032
2018-12-28,7032
2018-12-29,7032
2018-12-30,7032
2018-12-31,7032
2019-01-01,7032
2019-01-02,7032
2019-01-03,6888
2019-01-04,6888
2019-01-05,6888
2019-01-06,6888
2019-01-08,6888
2019-01-10,6888
2019-01-11,6888
2019-01-12,6888
2019-01-13,6888
2019-01-14,6888
2019-01-15,6888
2019-01-16,6888
2019-01-17,6888
2019-01-18,6888
2019-01-19,6888
2019-01-20,6641
2019-01-21,6641
2019-01-22,6641
2019-01-23,6641
2019-01-25,6641
2019-01-26,6641
2019-01-27,6641
2019-01-28,6641
2019-01-29,6641
2019-01-30,6641
2019-01-31,6641
2019-02-01,6662
2019-02-02,6662
2019-02-03,6662
2019-02-04,6662
2019-02-05,6662
2019-02-06,6662
2019-02-07,6662
2019-02-08,6662
2019-02-09,6662
2019-02-10,6662
2019-02-11,6662
2019-02-12,6662
2019-02-13,6662
2019-02-14,6662
2019-02-15,6662
2019-02-16,6662
2019-02-17,6390
2019-02-18,6390
2019-02-19,6390
2019-02-20,6390
2019-02-21,6390
2019-02-22,6390
2019-02-23,6390
2019-02-24,6390
2019-02-25,6390
2019-02-26,6390
2019-02-27,6390
2019-02-28,6390
2019-03-01,6390
2019-03-02,6390
2019-03-03,6390
2019-03-04,6390
2019-03-05,6390
2019-03-06,6390
2019-03-07,6390
2019-03-08,6390
2019-03-09,6390
2019-03-10,6390
2019-03-11,6390
2019-03-12,6390
2019-03-13,6362
2019-03-14,6362
2019-03-15,6362
2019-03-16,6362
2019-03-17,6362
2019-03-18,6362
2019-03-19,6362
2019-03-20,6362
2019-03-21,6362
2019-03-22,6362
2019-03-23,6362
2019-03-24,6362
2019-03-25,6362
2019-03-26,6362
2019-03-27,6362
2019-03-28,6362
2019-03-29,6178
2019-03-30,6178
2019-03-31,6178
2019-04-01,6178
2019-04-02,6178
2019-04-03,6178
2019-04-04,6178
2019-04-05,6178
2019-04-06,6178
2019-04-07,6178
2019-04-08,6178
