date_obj,Grimy%20ranarr%20weed price
2015-07-08,5856
2015-07-09,5937
2015-07-10,5928
2015-07-11,5903
2015-07-12,5959
2015-07-13,5895
2015-07-14,5824
2015-07-15,5783
2015-07-16,5755
2015-07-17,5749
2015-07-18,5748
2015-07-19,5732
2015-07-20,5763
2015-07-21,5880
2015-07-22,5906
2015-07-23,5935
2015-07-24,5944
2015-07-25,5983
2015-07-26,6029
2015-07-27,6009
2015-07-28,6011
2015-07-29,6046
2015-07-30,6086
2015-07-31,6129
2015-08-01,6125
2015-08-02,6081
2015-08-03,6023
2015-08-04,6080
2015-08-05,6083
2015-08-06,6164
2015-08-07,6210
2015-08-08,6180
2015-08-09,6160
2015-08-10,6186
2015-08-11,6195
2015-08-12,6178
2015-08-13,6164
2015-08-14,6168
2015-08-15,6189
2015-08-16,6237
2015-08-17,6274
2015-08-18,6446
2015-08-19,6626
2015-08-20,6737
2015-08-21,6759
2015-08-22,6773
2015-08-23,6795
2015-08-24,6855
2015-08-25,6868
2015-08-26,6839
2015-08-27,6869
2015-08-28,6923
2015-08-29,7158
2015-08-30,7281
2015-08-31,7372
2015-09-01,7422
2015-09-02,7457
2015-09-03,7597
2015-09-04,7671
2015-09-05,7449
2015-09-06,7463
2015-09-07,7340
2015-09-08,7337
2015-09-09,7240
2015-09-10,7241
2015-09-11,7122
2015-09-12,7088
2015-09-13,6983
2015-09-14,6971
2015-09-15,6893
2015-09-16,6823
2015-09-17,6753
2015-09-18,6670
2015-09-19,6764
2015-09-20,6745
2015-09-21,6799
2015-09-22,6809
2015-09-23,6821
2015-09-24,6869
2015-09-25,6928
2015-09-27,7064
2015-09-28,7077
2015-09-29,7178
2015-09-30,7364
2015-10-05,7277
2015-10-06,7308
2015-10-07,7342
2015-10-08,7388
2015-10-09,7413
2015-10-10,7432
2015-10-11,7432
2015-10-12,7497
2015-10-13,7461
2015-10-14,7492
2015-10-15,7515
2015-10-16,7496
2015-10-17,7588
2015-10-18,7563
2015-10-19,7598
2015-10-20,7687
2015-10-22,8061
2015-10-23,8080
2015-10-24,8103
2015-10-25,7910
2015-10-26,7914
2015-10-27,7942
2015-10-29,8032
2015-10-30,8040
2015-10-31,8002
2015-11-01,8037
2015-11-02,7982
2015-11-03,7887
2015-11-04,7853
2015-11-05,7775
2015-11-06,7699
2015-11-07,7581
2015-11-08,7421
2015-11-09,7462
2015-11-10,7506
2015-11-11,7492
2015-11-12,7545
2015-11-13,7581
2015-11-14,7616
2015-11-15,7535
2015-11-16,7577
2015-11-17,7596
2015-11-18,7687
2015-11-19,7750
2015-11-20,7715
2015-11-21,7726
2015-11-22,7663
2015-11-23,7797
2015-11-24,7819
2015-11-25,7886
2015-11-26,7898
2015-11-27,7980
2015-11-28,8125
2015-11-29,8176
2015-11-30,8269
2015-12-01,8379
2015-12-02,8446
2015-12-03,8662
2015-12-04,8799
2015-12-05,8921
2015-12-06,8909
2015-12-07,9059
2015-12-08,9109
2015-12-09,9061
2015-12-10,9044
2015-12-11,9062
2015-12-12,9025
2015-12-13,9002
2015-12-14,9018
2015-12-15,9038
2015-12-16,9079
2015-12-17,9146
2015-12-18,9279
2015-12-19,9218
2015-12-20,9190
2015-12-21,9186
2015-12-22,9166
2015-12-23,9258
2015-12-24,9228
2015-12-25,9238
2015-12-26,9189
2015-12-27,9066
2015-12-28,8961
2015-12-29,8781
2015-12-31,8491
2016-01-01,8456
2016-01-02,8527
2016-01-03,8444
2016-01-04,8520
2016-01-05,8609
2016-01-06,8721
2016-01-07,8758
2016-01-08,8754
2016-01-09,8790
2016-01-10,8831
2016-01-11,8777
2016-01-12,8863
2016-01-13,8906
2016-01-14,8959
2016-01-15,9037
2016-01-16,9017
2016-01-17,9061
2016-01-18,9096
2016-01-19,9222
2016-01-20,9264
2016-01-21,9330
2016-01-22,9485
2016-01-23,9641
2016-01-24,9759
2016-01-25,9703
2016-01-26,9788
2016-01-27,9842
2016-01-28,10079
2016-01-29,10024
2016-01-30,9967
2016-01-31,9915
2016-02-01,9883
2016-02-02,9791
2016-02-03,9727
2016-02-04,9772
2016-02-05,9905
2016-02-06,9935
2016-02-07,9835
2016-02-08,9845
2016-02-09,9891
2016-02-10,9958
2016-02-11,9986
2016-02-12,10141
2016-02-13,10225
2016-02-14,10154
2016-02-15,10125
2016-02-16,10141
2016-02-17,10032
2016-02-18,10079
2016-02-19,10117
2016-02-20,9988
2016-02-21,9855
2016-02-22,9857
2016-02-23,9856
2016-02-24,9886
2016-02-25,9836
2016-02-26,9718
2016-02-27,9522
2016-02-28,9401
2016-02-29,9382
2016-03-01,9398
2016-03-02,9403
2016-03-03,9391
2016-03-04,9405
2016-03-05,9342
2016-03-06,9150
2016-03-07,9109
2016-03-08,9062
2016-03-09,9049
2016-03-10,8905
2016-03-11,8955
2016-03-12,8981
2016-03-13,8993
2016-03-14,8907
2016-03-15,8915
2016-03-16,8944
2016-03-17,8936
2016-03-18,8828
2016-03-19,8864
2016-03-20,8821
2016-03-21,8894
2016-03-22,8907
2016-03-23,8921
2016-03-24,8925
2016-03-25,8937
2016-03-26,8865
2016-03-27,8850
2016-03-28,8818
2016-03-29,8877
2016-03-30,8906
2016-03-31,8865
2016-04-01,8795
2016-04-02,8715
2016-04-03,8621
2016-04-04,8549
2016-04-05,8582
2016-04-06,8597
2016-04-07,8622
2016-04-08,8632
2016-04-09,8601
2016-04-10,8547
2016-04-11,8553
2016-04-12,8559
2016-04-13,8589
2016-04-14,8636
2016-04-15,8670
2016-04-16,8646
2016-04-17,8591
2016-04-18,8499
2016-04-19,8478
2016-04-20,8415
2016-04-21,8423
2016-04-22,8427
2016-04-23,8404
2016-04-24,8219
2016-04-25,8194
2016-04-26,8254
2016-04-27,8309
2016-04-28,8343
2016-04-29,8381
2016-04-30,8357
2016-05-01,8392
2016-05-02,8432
2016-05-03,8555
2016-05-04,8659
2016-05-05,8689
2016-05-06,8675
2016-05-07,8677
2016-05-08,8706
2016-05-09,8662
2016-05-10,8675
2016-05-11,8719
2016-05-12,8787
2016-05-13,8883
2016-05-14,8909
2016-05-15,8870
2016-05-16,8894
2016-05-17,8945
2016-05-18,8998
2016-05-19,9032
2016-05-22,8849
2016-05-23,8814
2016-05-24,8920
2016-05-25,9023
2016-05-26,9067
2016-05-27,8965
2016-05-28,8891
2016-05-29,8846
2016-05-30,8849
2016-05-31,8821
2016-06-01,8799
2016-06-02,8835
2016-06-03,8860
2016-06-04,8829
2016-06-05,8793
2016-06-06,8729
2016-06-07,8849
2016-06-08,8851
2016-06-09,8869
2016-06-10,8928
2016-06-11,9025
2016-06-12,9090
2016-06-13,9114
2016-06-14,9118
2016-06-15,9179
2016-06-16,9238
2016-06-17,9341
2016-06-18,9381
2016-06-19,9384
2016-06-20,9368
2016-06-21,9333
2016-06-22,9366
2016-06-23,9406
2016-06-24,9425
2016-06-25,9361
2016-06-26,9144
2016-06-27,9189
2016-06-28,9183
2016-06-29,9157
2016-06-30,9107
2016-07-01,9058
2016-07-02,9031
2016-07-03,9007
2016-07-04,9034
2016-07-05,9073
2016-07-06,9169
2016-07-07,9224
2016-07-08,9225
2016-07-09,9247
2016-07-10,9311
2016-07-11,9355
2016-07-12,9341
2016-07-13,9324
2016-07-14,9270
2016-07-15,9271
2016-07-16,9192
2016-07-17,9216
2016-07-18,9224
2016-07-23,9198
2016-07-24,9111
2016-07-25,9116
2016-07-26,9114
2016-07-27,9091
2016-07-28,9070
2016-07-29,9056
2016-07-30,9050
2016-07-31,9050
2016-08-01,9056
2016-08-02,9009
2016-08-03,9000
2016-08-04,9021
2016-08-05,9034
2016-08-06,8969
2016-08-07,8762
2016-08-08,8701
2016-08-09,8620
2016-08-10,8605
2016-08-11,8523
2016-08-12,8471
2016-08-13,8463
2016-08-14,8481
2016-08-15,8436
2016-08-16,8409
2016-08-17,8342
2016-08-18,8250
2016-08-19,8172
2016-08-20,7929
2016-08-21,7814
2016-08-22,7715
2016-08-23,7794
2016-08-24,7794
2016-08-25,7722
2016-08-26,7773
2016-08-28,7683
2016-08-31,7791
2016-09-01,7705
2016-09-02,7723
2016-09-03,7746
2016-09-04,7722
2016-09-05,7700
2016-09-06,7665
2016-09-07,7563
2016-09-08,7361
2016-09-09,7252
2016-09-10,6993
2016-09-11,6960
2016-09-12,7004
2016-09-13,7029
2016-09-14,7174
2016-09-15,7246
2016-09-16,7226
2016-09-17,7277
2016-09-18,7272
2016-09-19,7289
2016-09-20,7238
2016-09-21,7153
2016-09-22,7000
2016-09-23,6934
2016-09-24,6898
2016-09-25,6768
2016-09-26,6616
2016-09-27,6444
2016-09-28,6351
2016-09-29,6280
2016-09-30,6396
2016-10-01,6421
2016-10-02,6462
2016-10-03,6513
2016-10-04,6688
2016-10-05,7020
2016-10-06,7135
2016-10-07,7139
2016-10-08,7046
2016-10-09,6997
2016-10-10,6891
2016-10-11,6779
2016-10-12,6813
2016-10-13,6887
2016-10-14,6803
2016-10-15,6787
2016-10-16,6753
2016-10-17,6721
2016-10-18,6768
2016-10-19,6805
2016-10-20,6812
2016-10-21,6845
2016-10-22,6958
2016-10-23,6927
2016-10-24,6945
2016-10-25,6953
2016-10-26,6893
2016-10-27,6890
2016-10-28,6947
2016-10-29,6947
2016-10-30,6949
2016-10-31,6927
2016-11-01,6941
2016-11-02,6952
2016-11-03,7010
2016-11-04,7121
2016-11-05,7174
2016-11-06,7214
2016-11-07,7273
2016-11-08,7238
2016-11-09,7112
2016-11-10,7066
2016-11-11,7071
2016-11-12,7077
2016-11-13,7096
2016-11-14,7104
2016-11-15,7177
2016-12-07,6696
2016-12-08,6703
2016-12-09,6795
2016-12-10,6830
2016-12-11,6776
2016-12-12,6795
2016-12-13,6836
2016-12-14,6846
2016-12-15,6869
2016-12-16,6883
2016-12-17,6870
2016-12-18,6818
2016-12-19,6767
2016-12-20,6800
2016-12-21,6853
2016-12-22,6905
2016-12-23,6896
2016-12-24,6861
2016-12-25,6760
2016-12-26,6787
2016-12-27,6778
2016-12-28,6759
2016-12-29,6697
2016-12-30,6669
2016-12-31,6620
2017-01-01,6626
2017-01-02,6685
2017-01-03,6762
2017-01-04,6808
2017-01-05,6618
2017-01-06,6567
2017-01-07,6707
2017-01-08,6739
2017-01-09,6742
2017-01-10,6801
2017-01-11,6890
2017-01-12,6911
2017-01-13,6862
2017-01-14,6763
2017-01-15,6777
2017-01-16,6787
2017-01-17,6764
2017-01-18,6699
2017-01-19,6603
2017-01-20,6606
2017-01-21,6642
2017-01-22,6650
2017-01-23,6660
2017-01-27,6624
2017-01-28,6663
2017-01-29,6695
2017-01-30,6751
2017-01-31,6762
2017-02-01,6729
2017-02-02,6748
2017-02-03,6792
2017-02-04,6863
2017-02-05,6874
2017-02-06,6879
2017-02-07,6942
2017-02-08,6874
2017-02-09,6837
2017-02-10,6890
2017-02-11,6977
2017-02-12,6987
2017-02-13,7004
2017-02-14,7026
2017-02-15,7022
2017-02-16,7051
2017-02-18,7089
2017-02-19,7043
2017-02-20,6997
2017-02-21,6918
2017-02-22,6894
2017-02-23,6728
2017-02-24,6650
2017-02-25,6624
2017-02-26,6684
2017-02-27,6853
2017-02-28,7013
2017-03-01,7105
2017-03-02,7193
2017-03-03,7289
2017-03-04,7314
2017-03-05,7361
2017-03-06,7264
2017-03-07,7259
2017-03-08,7199
2017-03-09,7170
2017-03-10,7175
2017-03-11,7090
2017-03-12,7091
2017-03-13,7027
2017-03-14,7161
2017-03-15,7255
2017-03-16,7144
2017-03-17,7177
2017-03-18,7286
2017-03-19,7285
2017-03-20,7156
2017-03-21,7123
2017-03-22,7157
2017-03-23,7138
2017-03-24,7078
2017-03-25,7103
2017-03-26,7056
2017-03-27,7053
2017-03-28,7020
2017-03-29,7080
2017-03-30,7175
2017-03-31,7140
2017-04-01,7053
2017-04-02,7101
2017-04-03,7100
2017-04-04,7112
2017-04-12,7291
2017-04-13,7350
2017-04-14,7396
2017-04-15,7358
2017-04-16,7338
2017-04-17,7394
2017-04-18,7398
2017-04-19,7354
2017-04-20,7311
2017-04-21,7332
2017-04-22,7366
2017-04-23,7422
2017-04-24,7388
2017-04-25,7436
2017-04-26,7533
2017-04-27,7772
2017-04-28,7873
2017-04-29,7860
2017-04-30,7956
2017-05-01,8056
2017-05-02,7975
2017-05-03,7968
2017-05-04,8019
2017-05-05,8377
2017-05-06,8588
2017-05-07,8632
2017-05-08,8798
2017-05-09,9039
2017-05-10,9131
2017-05-11,8990
2017-05-12,8707
2017-05-13,8665
2017-05-14,8707
2017-05-15,8727
2017-05-16,8751
2017-05-17,8733
2017-05-18,8697
2017-05-19,8645
2017-05-20,8641
2017-05-21,8729
2017-05-22,8681
2017-05-23,8755
2017-05-24,8624
2017-05-25,8461
2017-05-26,8479
2017-05-27,8377
2017-05-28,8232
2017-05-29,8248
2017-05-30,8284
2017-05-31,8360
2017-06-01,8368
2017-06-02,8132
2017-06-03,7930
2017-06-04,7927
2017-06-05,7972
2017-06-06,7963
2017-06-07,7891
2017-06-08,7858
2017-06-09,7734
2017-06-10,7664
2017-06-11,7582
2017-06-12,7394
2017-06-13,7157
2017-06-14,7345
2017-06-15,7544
2017-06-16,7453
2017-06-17,7395
2017-06-18,7572
2017-06-19,7670
2017-06-20,7739
2017-06-21,7787
2017-06-22,7803
2017-06-23,7861
2017-06-24,7786
2017-06-25,7734
2017-06-26,7738
2017-06-27,7787
2017-06-28,7811
2017-06-29,7782
2017-06-30,7762
2017-07-01,7727
2017-07-02,7591
2017-07-03,7521
2017-07-04,7547
2017-07-05,7489
2017-07-06,7531
2017-07-07,7543
2017-07-08,7486
2017-07-13,7429
2017-07-14,7374
2017-07-15,7273
2017-07-16,7212
2017-07-17,7296
2017-07-18,7523
2017-07-19,7523
2017-07-20,7653
2017-07-21,7662
2017-07-22,7747
2017-07-23,7958
2017-07-24,8119
2017-07-25,8123
2017-07-26,8144
2017-07-27,8202
2017-07-28,8245
2017-07-29,8220
2017-07-30,8281
2017-07-31,8340
2017-08-01,8391
2017-08-02,8551
2017-08-03,8730
2017-08-04,8774
2017-08-05,8802
2017-08-06,8785
2017-08-09,8605
2017-08-10,8567
2017-08-11,8469
2017-08-12,8350
2017-08-13,8399
2017-08-14,8441
2017-08-15,8414
2017-08-16,8593
2017-08-17,8776
2017-08-18,8860
2017-08-19,8865
2017-08-20,8844
2017-08-21,8825
2017-08-22,8793
2017-08-23,8743
2017-08-24,8728
2017-08-25,8580
2017-08-26,8414
2017-08-27,8420
2017-08-28,8477
2017-08-29,8489
2017-08-30,8470
2017-08-31,8491
2017-09-01,8491
2017-09-02,8374
2017-09-03,8420
2017-09-04,8368
2017-09-05,8515
2017-09-06,8538
2017-09-07,8511
2017-09-08,8538
2017-09-09,8486
2017-09-10,8405
2017-09-11,8295
2017-09-12,8243
2017-09-13,8129
2017-09-14,7905
2017-09-15,7701
2017-09-16,7599
2017-09-17,7449
2017-09-18,7332
2017-09-19,7372
2017-09-20,7293
2017-09-21,7243
2017-09-22,7247
2017-09-23,7253
2017-09-24,7373
2017-09-25,7254
2017-09-26,7215
2017-09-27,7218
2017-09-28,7173
2017-09-29,7112
2017-09-30,7091
2017-10-01,7104
2017-10-02,7107
2017-10-03,7132
2017-10-04,7125
2017-10-05,7106
2017-10-06,7144
2017-10-07,7128
2017-10-08,7087
2017-10-09,6914
2017-10-10,6925
2017-10-11,6931
2017-10-12,6996
2017-10-13,6976
2017-10-14,6850
2017-10-15,6817
2017-10-16,6815
2017-10-17,6803
2017-10-18,6854
2017-10-19,6882
2017-10-20,6816
2017-10-21,6829
2017-10-22,6809
2017-10-23,6755
2017-10-24,6760
2017-10-25,6752
2017-10-26,6708
2017-10-27,6650
2017-10-28,6621
2017-10-29,6562
2017-10-30,6595
2017-10-31,6614
2017-11-01,6653
2017-11-02,6649
2017-11-03,6621
2017-11-04,6649
2017-11-05,6583
2017-11-06,6585
2017-11-07,6577
2017-11-08,6598
2017-11-09,6552
2017-11-10,6418
2017-11-11,6294
2017-11-12,6243
2017-11-13,6268
2017-11-14,6329
2017-11-15,6348
2017-11-16,6290
2017-11-17,6234
2017-11-18,6223
2017-11-19,6285
2017-11-20,6390
2017-11-21,6388
2017-11-22,6429
2017-11-23,6345
2017-11-24,6285
2017-11-25,6270
2017-11-26,6287
2017-11-27,6353
2017-11-28,6397
2017-11-29,6448
2017-11-30,6510
2017-12-01,6524
2017-12-02,6561
2017-12-03,6591
2017-12-04,6673
2017-12-05,6798
2017-12-06,6795
2017-12-07,6917
2017-12-08,6933
2017-12-09,6754
2017-12-10,6670
2017-12-11,6700
2017-12-12,6752
2017-12-13,6762
2017-12-14,6758
2017-12-15,6720
2017-12-16,6685
2017-12-17,6667
2017-12-18,6651
2017-12-19,6571
2017-12-20,6624
2017-12-21,6664
2017-12-22,6693
2017-12-23,6684
2017-12-24,6615
2017-12-25,6600
2017-12-26,6560
2017-12-27,6552
2017-12-28,6517
2017-12-29,6524
2017-12-30,6469
2017-12-31,6380
2018-01-01,6448
2018-01-02,6493
2018-01-03,6501
2018-01-04,6487
2018-01-05,6503
2018-01-06,6596
2018-01-07,6651
2018-01-08,6830
2018-01-09,6999
2018-01-10,7038
2018-01-11,7013
2018-01-12,6933
2018-01-13,6927
2018-01-14,7016
2018-01-15,7073
2018-01-16,7085
2018-01-17,7040
2018-01-18,6953
2018-01-19,6912
2018-01-20,6956
2018-01-21,7006
2018-01-22,7030
2018-01-23,7068
2018-01-25,7130
2018-01-26,7143
2018-01-27,7066
2018-01-28,7068
2018-01-29,7148
2018-01-30,7151
2018-01-31,7182
2018-02-01,7178
2018-02-02,7201
2018-02-03,7234
2018-02-04,7200
2018-02-05,7205
2018-02-06,7173
2018-02-07,7165
2018-02-08,7174
2018-02-09,7337
2018-02-10,7440
2018-02-11,7644
2018-02-12,7845
2018-02-13,7983
2018-02-14,7961
2018-02-15,7861
2018-02-16,7867
2018-02-17,7954
2018-02-18,8123
2018-02-19,8139
2018-02-20,8182
2018-02-21,8188
2018-02-22,8190
2018-02-23,8260
2018-02-24,8265
2018-02-25,8133
2018-02-26,7957
2018-02-27,7971
2018-02-28,8007
2018-03-01,7985
2018-03-02,7917
2018-03-03,7893
2018-03-04,7900
2018-03-05,7860
2018-03-06,7814
2018-03-07,7970
2018-03-08,8031
2018-03-09,7989
2018-03-10,7940
2018-03-11,7909
2018-03-12,7931
2018-03-13,7948
2018-03-14,7860
2018-03-15,7676
2018-03-16,7656
2018-03-17,7719
2018-03-18,7713
2018-03-19,7670
2018-03-20,7495
2018-03-21,7397
2018-03-23,7491
2018-03-24,7425
2018-03-25,7308
2018-03-26,7133
2018-03-27,7166
2018-03-28,7358
2018-03-29,7320
2018-03-30,7284
2018-03-31,7191
2018-04-01,7147
2018-04-02,7127
2018-04-03,7223
2018-04-04,7266
2018-04-05,7279
2018-04-06,7217
2018-04-07,7163
2018-04-08,7133
2018-04-09,7129
2018-04-10,7191
2018-04-11,7160
2018-04-12,7143
2018-04-13,7162
2018-04-14,7169
2018-04-15,7197
2018-04-16,7210
2018-04-17,7249
2018-04-18,7253
2018-04-19,7326
2018-04-20,7352
2018-04-21,7338
2018-04-22,7283
2018-04-23,7250
2018-04-24,7173
2018-04-25,7131
2018-04-26,7213
2018-04-27,7212
2018-04-28,7185
2018-04-29,7156
2018-04-30,7196
2018-05-01,7250
2018-05-03,7305
2018-05-04,7310
2018-05-05,7314
2018-05-06,7414
2018-05-07,7406
2018-05-08,7373
2018-05-09,7474
2018-05-10,7574
2018-05-11,7604
2018-05-12,7522
2018-05-13,7492
2018-05-14,7455
2018-05-15,7469
2018-05-16,7524
2018-05-17,7518
2018-05-18,7503
2018-05-19,7473
2018-05-20,7477
2018-05-21,7519
2018-05-22,7555
2018-05-23,7684
2018-05-24,7786
2018-05-25,7799
2018-05-26,7746
2018-05-27,7718
2018-05-28,7701
2018-05-29,7817
2018-05-30,7882
2018-05-31,7853
2018-06-01,7752
2018-06-02,7655
2018-06-03,7635
2018-06-04,7658
2018-06-05,7711
2018-06-06,7656
2018-06-07,7495
2018-06-08,7403
2018-06-09,7327
2018-06-10,7371
2018-06-11,7392
2018-06-12,7366
2018-06-13,7272
2018-06-14,7139
2018-06-15,7166
2018-06-16,7187
2018-06-17,7220
2018-06-18,7223
2018-06-19,7185
2018-06-20,7093
2018-06-21,7053
2018-06-22,7012
2018-06-23,7020
2018-06-24,7017
2018-06-25,7010
2018-06-26,7023
2018-06-27,7031
2018-06-28,7062
2018-06-29,7101
2018-06-30,7107
2018-07-01,7160
2018-07-02,7158
2018-07-03,7155
2018-07-04,7095
2018-07-05,7050
2018-07-06,7029
2018-07-07,7067
2018-07-08,7055
2018-07-09,7071
2018-07-10,7038
2018-07-11,7065
2018-07-12,7085
2018-07-13,7139
2018-07-14,7214
2018-07-15,7202
2018-07-16,7207
2018-07-17,7214
2018-07-18,7214
2018-07-19,7235
2018-07-20,7226
2018-07-21,7227
2018-07-22,7200
2018-07-23,7205
2018-07-24,7216
2018-07-25,7230
2018-07-26,7206
2018-07-27,7218
2018-07-28,7251
2018-07-29,7347
2018-07-30,7359
2018-07-31,7370
2018-08-01,7382
2018-08-02,7375
2018-08-03,7401
2018-08-04,7443
2018-08-05,7452
2018-08-06,7455
2018-08-07,7487
2018-08-08,7520
2018-08-09,7523
2018-08-10,7537
2018-08-11,7581
2018-08-12,7648
2018-08-14,7655
2018-08-16,7565
2018-08-17,7567
2018-08-18,7574
2018-08-19,7607
2018-08-20,7587
2018-08-21,7555
2018-08-22,7594
2018-08-23,7633
2018-08-24,7723
2018-08-25,7776
2018-08-26,7808
2018-08-27,7813
2018-08-28,7839
2018-08-29,7878
2018-08-30,7902
2018-08-31,7893
2018-09-01,7962
2018-09-02,7970
2018-09-03,7969
2018-09-04,7964
2018-09-05,7963
2018-09-06,7976
2018-09-07,7877
2018-09-08,7821
2018-09-09,7764
2018-09-10,7695
2018-09-11,7665
2018-09-12,7637
2018-09-13,7629
2018-09-14,7662
2018-09-15,7699
2018-09-16,7753
2018-09-17,7797
2018-09-18,7897
2018-09-19,7922
2018-09-20,7940
2018-09-21,7956
2018-09-22,7907
2018-09-23,7820
2018-09-24,7770
2018-09-25,7814
2018-09-26,7822
2018-09-27,7885
2018-09-28,7903
2018-09-29,7835
2018-09-30,7804
2018-10-01,7767
2018-10-02,7745
2018-10-03,7727
2018-10-04,7736
2018-10-05,7767
2018-10-06,7759
2018-10-07,7743
2018-10-08,7731
2018-10-09,7731
2018-10-10,7734
2018-10-11,7833
2018-10-12,7886
2018-10-13,8019
2018-10-14,8023
2018-10-15,8104
2018-10-16,8160
2018-10-17,8162
2018-10-18,8114
2018-10-19,8111
2018-10-20,8154
2018-10-21,8158
2018-10-22,8197
2018-10-23,8223
2018-10-24,8359
2018-10-25,8494
2018-10-26,8597
2018-10-27,8684
2018-10-28,8823
2018-10-29,8883
2018-10-30,9078
2018-10-31,9165
2018-11-01,9144
2018-11-03,8920
2018-11-04,8847
2018-11-05,8832
2018-11-06,8824
2018-11-07,8738
2018-11-08,8686
2018-11-09,8626
2018-11-10,8455
2018-11-11,8368
2018-11-12,8180
2018-11-13,8143
2018-11-14,8143
2018-11-15,8147
2018-11-16,8187
2018-11-17,8199
2018-11-18,8194
2018-11-19,8186
2018-11-20,8183
2018-11-21,8198
2018-11-22,8078
2018-11-23,7923
2018-11-24,7875
2018-11-25,7867
2018-11-26,7801
2018-11-27,7779
2018-11-28,7739
2018-11-29,7699
2018-12-01,7675
2018-12-02,7691
2018-12-03,7780
2018-12-04,7862
2018-12-05,7902
2018-12-07,7932
2018-12-09,7970
2018-12-10,8009
2018-12-11,8066
2018-12-12,8108
2018-12-13,8150
2018-12-14,8178
2018-12-15,8210
2018-12-16,8234
2018-12-17,8238
2018-12-18,8202
2018-12-19,8213
2018-12-20,8205
2018-12-21,8171
2018-12-22,8169
2018-12-23,8138
2018-12-24,8076
2018-12-25,8018
2018-12-26,8025
2018-12-27,8066
2018-12-28,8149
2018-12-29,8141
2018-12-30,8116
2018-12-31,8069
2019-01-01,8039
2019-01-02,8012
2019-01-03,7965
2019-01-04,7924
2019-01-05,7910
2019-01-06,7927
2019-01-08,7971
2019-01-10,7619
2019-01-11,7728
2019-01-12,7800
2019-01-13,7863
2019-01-14,7938
2019-01-15,7997
2019-01-16,8053
2019-01-17,8032
2019-01-18,7936
2019-01-19,7854
2019-01-20,7818
2019-01-21,7814
2019-01-22,7788
2019-01-23,7793
2019-01-24,7771
2019-01-25,7756
2019-01-26,7719
2019-01-27,7704
2019-01-28,7621
2019-01-29,7636
2019-01-30,7674
2019-01-31,7735
2019-02-01,7780
2019-02-02,7796
2019-02-03,7779
2019-02-04,7740
2019-02-05,7683
2019-02-06,7687
2019-02-07,7694
2019-02-08,7704
2019-02-09,7701
2019-02-10,7689
2019-02-11,7660
2019-02-12,7685
2019-02-13,7641
2019-02-14,7580
2019-02-15,7553
2019-02-16,7550
2019-02-17,7463
2019-02-18,7375
2019-02-19,7294
2019-02-20,7189
2019-02-21,7199
2019-02-22,7151
2019-02-23,7060
2019-02-24,6968
2019-02-25,6926
2019-02-26,6861
2019-02-27,6885
2019-02-28,6931
2019-03-01,6947
2019-03-02,6976
2019-03-03,6901
2019-03-04,6838
2019-03-05,6859
2019-03-06,6853
2019-03-07,6785
2019-03-08,6750
2019-03-09,6694
2019-03-10,6637
2019-03-11,6613
2019-03-12,6622
2019-03-13,6646
2019-03-14,6718
2019-03-15,6800
2019-03-16,6881
2019-03-17,6905
2019-03-18,6880
2019-03-19,6866
2019-03-20,6836
2019-03-21,6833
2019-03-22,6818
2019-03-23,6792
2019-03-24,6782
2019-03-25,6779
