date_obj,Bronze%20set%20(sk) price
2015-03-26,5484
2015-03-27,5484
2015-03-28,5484
2015-03-29,5484
2015-03-30,5484
2015-03-31,5484
2015-04-01,5484
2015-04-02,5484
2015-04-03,5484
2015-04-04,5484
2015-04-05,5484
2015-04-06,5484
2015-04-07,5484
2015-04-08,5484
2015-04-09,5223
2015-04-10,5223
2015-04-11,5223
2015-04-12,5223
2015-04-13,5223
2015-04-14,5223
2015-04-15,5223
2015-04-16,5223
2015-04-17,5223
2015-04-18,5223
2015-04-19,5223
2015-04-20,5223
2015-04-21,5223
2015-04-22,5223
2015-04-23,5223
2015-04-24,5223
2015-04-25,5223
2015-04-26,5223
2015-04-27,5223
2015-04-28,5223
2015-04-29,5223
2015-04-30,4970
2015-05-01,4970
2015-05-02,4970
2015-05-03,4970
2015-05-04,4970
2015-05-05,4970
2015-05-06,4970
2015-05-07,4970
2015-05-08,4970
2015-05-09,4970
2015-05-10,4970
2015-05-11,4970
2015-05-12,4970
2015-05-13,4970
2015-05-14,4970
2015-05-15,4970
2015-05-16,4970
2015-05-17,4970
2015-05-18,4970
2015-05-19,4970
2015-05-20,4970
2015-05-21,4970
2015-05-22,4724
2015-05-23,4724
2015-05-24,4724
2015-05-25,4724
2015-05-26,4724
2015-05-27,4724
2015-05-28,4724
2015-05-29,4724
2015-05-30,4724
2015-05-31,4724
2015-06-01,4724
2015-06-02,4724
2015-06-03,4724
2015-06-04,4724
2015-06-05,4724
2015-06-06,4520
2015-06-07,4520
2015-06-08,4520
2015-06-09,4520
2015-06-10,4520
2015-06-11,4520
2015-06-12,4520
2015-06-13,4520
2015-06-14,4520
2015-06-15,4520
2015-06-16,4520
2015-06-17,4520
2015-06-18,4520
2015-06-19,4298
2015-06-20,4298
2015-06-21,4298
2015-06-22,4298
2015-06-23,4298
2015-06-24,4298
2015-06-25,4298
2015-06-26,4298
2015-06-27,4298
2015-06-28,4298
2015-06-29,4298
2015-06-30,4298
2015-07-01,4107
2015-07-02,4107
2015-07-03,4107
2015-07-04,4107
2015-07-05,4107
2015-07-06,4107
2015-07-07,4107
2015-07-08,4107
2015-07-09,4107
2015-07-10,4107
2015-07-11,4107
2015-07-12,4107
2015-07-13,4107
2015-07-14,3907
2015-07-15,3907
2015-07-16,3907
2015-07-17,3907
2015-07-18,3907
2015-07-19,3907
2015-07-20,3907
2015-07-21,3907
2015-07-22,3907
2015-07-23,3907
2015-07-24,3907
2015-07-25,3718
2015-07-26,3718
2015-07-27,3718
2015-07-28,3718
2015-07-29,3718
2015-07-30,3718
2015-07-31,3718
2015-08-01,3718
2015-08-02,3718
2015-08-03,3718
2015-08-04,3541
2015-08-05,3541
2015-08-06,3541
2015-08-07,3541
2015-08-08,3541
2015-08-09,3541
2015-08-10,3541
2015-08-11,3541
2015-08-12,3541
2015-08-13,3541
2015-08-14,3375
2015-08-15,3375
2015-08-16,3375
2015-08-17,3375
2015-08-18,3375
2015-08-19,3375
2015-08-20,3375
2015-08-21,3375
2015-08-22,3375
2015-08-23,3375
2015-08-24,3375
2015-08-25,3216
2015-08-26,3216
2015-08-27,3216
2015-08-28,3216
2015-08-29,3216
2015-08-30,3216
2015-08-31,3216
2015-09-01,3216
2015-09-02,3216
2015-09-03,3216
2015-09-04,3216
2015-09-05,3059
2015-09-06,3059
2015-09-07,3059
2015-09-08,3059
2015-09-09,3059
2015-09-10,3059
2015-09-11,3059
2015-09-12,3059
2015-09-13,3059
2015-09-14,3059
2015-09-15,3059
2015-09-16,3059
2015-09-17,2916
2015-09-18,2916
2015-09-19,2916
2015-09-20,2916
2015-09-21,2916
2015-09-22,2916
2015-09-23,2916
2015-09-24,2916
2015-09-25,2916
2015-09-27,2916
2015-09-28,2916
2015-09-29,2775
2015-09-30,2775
2015-10-05,2775
2015-10-06,2775
2015-10-07,2775
2015-10-08,2775
2015-10-09,2643
2015-10-10,2643
2015-10-11,2643
2015-10-12,2643
2015-10-13,2643
2015-10-14,2643
2015-10-15,2643
2015-10-16,2643
2015-10-17,2643
2015-10-18,2643
2015-10-19,2518
2015-10-20,2518
2015-10-22,2518
2015-10-23,2518
2015-10-24,2518
2015-10-25,2518
2015-10-26,2518
2015-10-27,2518
2015-10-29,2518
2015-10-30,2518
2015-10-31,2518
2015-11-01,2518
2015-11-02,2402
2015-11-03,2402
2015-11-04,2402
2015-11-05,2402
2015-11-06,2402
2015-11-07,2402
2015-11-08,2402
2015-11-09,2402
2015-11-10,2402
2015-11-11,2402
2015-11-12,2402
2015-11-13,2402
2015-11-14,2296
2015-11-15,2296
2015-11-16,2296
2015-11-17,2296
2015-11-18,2296
2015-11-19,2296
2015-11-20,2296
2015-11-21,2296
2015-11-22,2296
2015-11-23,2296
2015-11-24,2296
2015-11-25,2296
2015-11-26,2296
2015-11-27,2185
2015-11-28,2185
2015-11-29,2185
2015-11-30,2185
2015-12-01,2185
2015-12-02,2185
2015-12-03,2185
2015-12-04,2185
2015-12-05,2185
2015-12-06,2185
2015-12-07,2080
2015-12-08,2080
2015-12-09,2080
2015-12-10,2080
2015-12-11,2080
2015-12-12,2080
2015-12-13,2080
2015-12-14,2080
2015-12-15,2080
2015-12-16,1985
2015-12-17,1985
2015-12-18,1985
2015-12-19,1985
2015-12-20,1985
2015-12-21,1985
2015-12-22,1985
2015-12-23,1985
2015-12-24,1985
2015-12-25,1892
2015-12-26,1892
2015-12-27,1892
2015-12-28,1892
2015-12-29,1892
2015-12-30,1892
2015-12-31,1892
2016-01-01,1892
2016-01-02,1892
2016-01-03,1803
2016-01-04,1803
2016-01-05,1803
2016-01-06,1803
2016-01-07,1803
2016-01-08,1803
2016-01-09,1803
2016-01-10,1803
2016-01-11,1717
2016-01-12,1717
2016-01-13,1717
2016-01-14,1717
2016-01-15,1717
2016-01-16,1717
2016-01-17,1717
2016-01-18,1637
2016-01-19,1637
2016-01-20,1637
2016-01-21,1637
2016-01-22,1637
2016-01-23,1637
2016-01-24,1637
2016-01-25,1637
2016-01-26,1637
2016-01-27,1559
2016-01-28,1559
2016-01-29,1559
2016-01-30,1559
2016-01-31,1559
2016-02-01,1559
2016-02-02,1559
2016-02-03,1559
2016-02-04,1486
2016-02-05,1486
2016-02-06,1486
2016-02-07,1486
2016-02-08,1486
2016-02-09,1486
2016-02-10,1486
2016-02-11,1486
2016-02-12,1486
2016-02-13,1415
2016-02-14,1415
2016-02-15,1415
2016-02-16,1415
2016-02-17,1415
2016-02-18,1415
2016-02-19,1415
2016-02-20,1415
2016-02-21,1348
2016-02-22,1348
2016-02-23,1348
2016-02-24,1348
2016-02-25,1348
2016-02-26,1348
2016-02-27,1348
2016-02-28,1348
2016-02-29,1348
2016-03-01,1282
2016-03-02,1282
2016-03-03,1282
2016-03-04,1282
2016-03-05,1282
2016-03-06,1282
2016-03-07,1282
2016-03-08,1282
2016-03-09,1282
2016-03-10,1241
2016-03-11,1241
2016-03-12,1241
2016-03-13,1241
2016-03-14,1241
2016-03-15,1241
2016-03-16,1241
2016-03-17,1241
2016-03-18,1241
2016-03-19,1241
2016-03-20,1241
2016-03-21,1241
2016-03-22,1194
2016-03-23,1194
2016-03-24,1194
2016-03-25,1194
2016-03-26,1194
2016-03-27,1194
2016-03-28,1194
2016-03-29,1194
2016-03-30,1163
2016-03-31,1163
2016-04-01,1163
2016-04-02,1163
2016-04-03,1163
2016-04-04,1163
2016-04-05,1163
2016-04-06,1163
2016-04-07,1163
2016-04-08,1163
2016-04-09,1135
2016-04-10,1135
2016-04-11,1135
2016-04-12,1135
2016-04-13,1135
2016-04-14,1135
2016-04-15,1135
2016-04-16,1135
2016-04-17,1135
2016-04-18,1093
2016-04-19,1093
2016-04-20,1093
2016-04-21,1093
2016-04-22,1093
2016-04-23,1093
2016-04-24,1093
2016-04-25,1093
2016-04-26,1093
2016-04-27,1093
2016-04-28,1059
2016-04-29,1059
2016-04-30,1059
2016-05-01,1059
2016-05-02,1059
2016-05-03,1059
2016-05-04,1059
2016-05-05,1059
2016-05-06,1059
2016-05-07,1017
2016-05-08,1017
2016-05-09,1017
2016-05-10,1017
2016-05-11,1017
2016-05-12,1017
2016-05-13,1017
2016-05-14,1017
2016-05-15,989
2016-05-16,989
2016-05-17,989
2016-05-18,989
2016-05-19,989
2016-05-22,969
2016-05-23,969
2016-05-24,969
2016-05-25,969
2016-05-26,969
2016-05-27,969
2016-05-28,969
2016-05-29,923
2016-05-30,923
2016-05-31,923
2016-06-01,923
2016-06-02,923
2016-06-03,923
2016-06-04,880
2016-06-05,880
2016-06-06,880
2016-06-07,880
2016-06-08,880
2016-06-09,880
2016-06-10,838
2016-06-11,838
2016-06-12,838
2016-06-13,838
2016-06-14,838
2016-06-15,838
2016-06-16,838
2016-06-17,799
2016-06-18,799
2016-06-19,799
2016-06-20,799
2016-06-21,799
2016-06-22,799
2016-06-23,799
2016-06-24,789
2016-06-25,789
2016-06-26,789
2016-06-27,789
2016-06-28,789
2016-06-29,789
2016-06-30,789
2016-07-01,762
2016-07-02,762
2016-07-03,762
2016-07-04,762
2016-07-05,762
2016-07-06,762
2016-07-07,762
2016-07-08,725
2016-07-09,725
2016-07-10,725
2016-07-11,725
2016-07-12,725
2016-07-13,725
2016-07-14,725
2016-07-15,704
2016-07-16,704
