date_obj,White%20gloves price
2015-03-26,3285
2015-03-27,3285
2015-03-28,3285
2015-03-29,3121
2015-03-30,3121
2015-03-31,3033
2015-04-01,3033
2015-04-02,3033
2015-04-03,3073
2015-04-04,3073
2015-04-05,3073
2015-04-06,3061
2015-04-07,3061
2015-04-08,3061
2015-04-09,3061
2015-04-10,2962
2015-04-11,2962
2015-04-12,2962
2015-04-13,2875
2015-04-14,2875
2015-04-15,2875
2015-04-16,2875
2015-04-17,2734
2015-04-18,2734
2015-04-19,2734
2015-04-20,2734
2015-04-21,2597
2015-04-22,2597
2015-04-23,2597
2015-04-24,2597
2015-04-25,2468
2015-04-26,2468
2015-04-27,2468
2015-04-28,2344
2015-04-29,2344
2015-04-30,2344
2015-05-01,2344
2015-05-02,2226
2015-05-03,2226
2015-05-04,2226
2015-05-05,2226
2015-05-06,2114
2015-05-07,2114
2015-05-08,2114
2015-05-09,2114
2015-05-10,2008
2015-05-11,2008
2015-05-12,2008
2015-05-13,2008
2015-05-14,1907
2015-05-15,1907
2015-05-16,1907
2015-05-17,1907
2015-05-18,1811
2015-05-19,1811
2015-05-20,1811
2015-05-21,1811
2015-05-22,1723
2015-05-23,1723
2015-05-24,1723
2015-05-25,1639
2015-05-26,1639
2015-05-27,1639
2015-05-28,1557
2015-05-29,1557
2015-05-30,1479
2015-05-31,1479
2015-06-01,1407
2015-06-02,1407
2015-06-03,1407
2015-06-04,1340
2015-06-05,1340
2015-06-06,1278
2015-06-07,1278
2015-06-08,1278
2015-06-09,1216
2015-06-10,1216
2015-06-11,1216
2015-06-12,1225
2015-06-13,1225
2015-06-14,1225
2015-06-15,1225
2015-06-16,1225
2015-06-17,1225
2015-06-18,1232
2015-06-19,1232
2015-06-20,1232
2015-06-21,1246
2015-06-22,1246
2015-06-23,1246
2015-06-24,1198
2015-06-25,1198
2015-06-26,1198
2015-06-27,1198
2015-06-28,1138
2015-06-29,1138
2015-06-30,1138
2015-07-01,1123
2015-07-02,1123
2015-07-03,1123
2015-07-04,1142
2015-07-05,1142
2015-07-06,1142
2015-07-07,1196
2015-07-08,1196
2015-07-09,1196
2015-07-10,1250
2015-07-11,1250
2015-07-12,1250
2015-07-13,1308
2015-07-14,1308
2015-07-15,1308
2015-07-16,1293
2015-07-17,1293
2015-07-18,1293
2015-07-19,1236
2015-07-20,1236
2015-07-21,1236
2015-07-22,1215
2015-07-23,1215
2015-07-24,1215
2015-07-25,1204
2015-07-26,1204
2015-07-27,1204
2015-07-28,1191
2015-07-29,1191
2015-07-30,1191
2015-07-31,1205
2015-08-01,1205
2015-08-02,1205
2015-08-03,1180
2015-08-04,1180
2015-08-05,1180
2015-08-06,1153
2015-08-07,1153
2015-08-08,1153
2015-08-09,1146
2015-08-10,1146
2015-08-11,1146
2015-08-12,1148
2015-08-13,1148
2015-08-14,1148
2015-08-15,1154
2015-08-16,1154
2015-08-17,1154
2015-08-18,1153
2015-08-19,1153
2015-08-20,1153
2015-08-21,1141
2015-08-22,1141
2015-08-23,1141
2015-08-24,1137
2015-08-25,1137
2015-08-26,1137
2015-08-27,1129
2015-08-28,1129
2015-08-29,1129
2015-08-30,1129
2015-08-31,1128
2015-09-01,1128
2015-09-02,1128
2015-09-03,1130
2015-09-04,1130
2015-09-05,1130
2015-09-06,1132
2015-09-07,1132
2015-09-08,1132
2015-09-09,1121
2015-09-10,1121
2015-09-11,1121
2015-09-12,1133
2015-09-13,1133
2015-09-14,1133
2015-09-15,1149
2015-09-16,1149
2015-09-17,1149
2015-09-18,1149
2015-09-19,1127
2015-09-20,1127
2015-09-21,1127
2015-09-22,1127
2015-09-23,1101
2015-09-24,1101
2015-09-25,1101
2015-09-27,1079
2015-09-28,1079
2015-09-29,1079
2015-09-30,1054
2015-10-05,1039
2015-10-06,1039
2015-10-07,1039
2015-10-08,1037
2015-10-09,1037
2015-10-10,1037
2015-10-11,1023
2015-10-12,1023
2015-10-13,1023
2015-10-14,1023
2015-10-15,1020
2015-10-16,1020
2015-10-17,1020
2015-10-18,1020
2015-10-19,1016
2015-10-20,1016
2015-10-22,1016
2015-10-23,995
2015-10-24,995
2015-10-25,995
2015-10-26,1003
2015-10-27,1003
2015-10-29,1003
2015-10-30,987
2015-10-31,987
2015-11-01,987
2015-11-02,987
2015-11-03,987
2015-11-04,987
2015-11-05,987
2015-11-06,987
2015-11-07,996
2015-11-08,996
2015-11-09,996
2015-11-10,996
2015-11-11,1001
2015-11-12,1001
2015-11-13,1001
2015-11-14,1001
2015-11-15,990
2015-11-16,990
2015-11-17,990
2015-11-18,990
2015-11-19,963
2015-11-20,963
2015-11-21,963
2015-11-22,986
2015-11-23,986
2015-11-24,986
2015-11-25,986
2015-11-26,993
2015-11-27,993
2015-11-28,993
2015-11-29,995
2015-11-30,995
2015-12-01,995
2015-12-02,995
2015-12-03,995
2015-12-04,995
2015-12-05,995
2015-12-06,1002
2015-12-07,1002
2015-12-08,1002
2015-12-09,1003
2015-12-10,1003
2015-12-11,1003
2015-12-13,1010
2015-12-14,1010
2015-12-15,1010
2015-12-16,1024
2015-12-17,1024
2015-12-18,1024
2015-12-19,1024
2015-12-20,990
2015-12-21,990
2015-12-22,990
2015-12-23,1007
2015-12-24,1007
2015-12-25,1007
2015-12-26,1007
2015-12-27,1002
2015-12-28,1002
2015-12-29,1002
2015-12-30,1012
2015-12-31,1012
2016-01-01,1012
2016-01-02,1012
2016-01-03,1007
2016-01-04,1007
2016-01-05,1007
2016-01-06,988
2016-01-07,988
2016-01-08,988
2016-01-09,988
2016-01-10,975
2016-01-11,975
2016-01-12,975
2016-01-13,962
2016-01-14,962
2016-01-15,962
2016-01-16,970
2016-01-17,970
2016-01-18,970
2016-01-19,964
2016-01-20,964
2016-01-21,964
2016-01-22,978
2016-01-23,978
2016-01-24,978
2016-01-25,990
2016-01-26,990
2016-01-27,990
2016-01-28,990
2016-01-29,1002
2016-01-30,1002
2016-01-31,1002
2016-02-01,997
2016-02-02,997
2016-02-03,997
2016-02-04,948
2016-02-05,948
2016-02-06,948
2016-02-07,931
2016-02-08,931
2016-02-09,931
2016-02-10,926
2016-02-11,926
2016-02-12,926
2016-02-13,935
2016-02-14,935
2016-02-15,935
2016-02-16,948
2016-02-17,948
2016-02-18,948
2016-02-19,965
2016-02-20,965
2016-02-21,978
2016-02-22,978
2016-02-23,978
2016-02-24,978
2016-02-25,994
2016-02-26,994
2016-02-27,994
2016-02-28,981
2016-02-29,981
2016-03-01,981
2016-03-02,985
2016-03-03,985
2016-03-04,985
2016-03-05,938
2016-03-06,938
2016-03-07,938
2016-03-08,891
2016-03-09,891
2016-03-10,891
2016-03-11,874
2016-03-12,874
2016-03-13,874
2016-03-14,848
2016-03-15,848
2016-03-16,848
2016-03-17,836
2016-03-18,836
2016-03-19,836
2016-03-20,845
2016-03-21,845
2016-03-22,845
2016-03-23,845
2016-03-24,863
2016-03-25,863
2016-03-26,863
2016-03-27,886
2016-03-28,886
2016-03-29,904
2016-03-30,904
2016-03-31,904
2016-04-01,927
2016-04-02,927
2016-04-03,927
2016-04-04,930
2016-04-05,930
2016-04-06,930
2016-04-07,930
2016-04-08,930
2016-04-09,930
2016-04-10,928
2016-04-11,928
2016-04-12,928
2016-04-13,928
2016-04-14,944
2016-04-15,944
2016-04-16,944
2016-04-17,959
2016-04-18,959
2016-04-19,959
2016-04-20,973
2016-04-21,973
2016-04-22,973
2016-04-23,973
2016-04-24,951
2016-04-25,951
2016-04-26,951
2016-04-27,967
2016-04-28,967
2016-04-29,967
2016-04-30,971
2016-05-01,971
2016-05-02,971
2016-05-03,979
2016-05-04,979
2016-05-05,979
2016-05-06,935
2016-05-07,935
2016-05-08,935
2016-05-09,904
2016-05-10,904
2016-05-11,904
2016-05-12,867
2016-05-13,867
2016-05-14,867
2016-05-15,871
2016-05-16,871
2016-05-17,871
2016-05-18,875
2016-05-19,875
2016-05-22,893
2016-05-23,913
2016-05-24,913
2016-05-25,913
2016-05-26,933
2016-05-27,933
2016-05-28,933
2016-05-29,954
2016-05-30,954
2016-05-31,954
2016-06-01,961
2016-06-02,961
2016-06-03,961
2016-06-04,972
2016-06-05,972
2016-06-06,972
2016-06-07,1001
2016-06-08,1001
2016-06-09,1001
2016-06-10,1019
2016-06-11,1019
2016-06-12,1019
2016-06-13,976
2016-06-14,976
2016-06-15,957
2016-06-16,957
2016-06-17,951
2016-06-18,951
2016-06-19,951
2016-06-20,955
2016-06-21,955
2016-06-22,955
2016-06-23,963
2016-06-24,963
2016-06-25,963
2016-06-26,971
2016-06-27,971
2016-06-28,971
2016-06-29,962
2016-06-30,962
2016-07-01,974
2016-07-02,974
2016-07-03,974
2016-07-04,971
2016-07-05,971
2016-07-06,971
2016-07-07,980
2016-07-08,980
2016-07-09,980
2016-07-10,945
2016-07-11,945
2016-07-12,945
2016-07-13,904
2016-07-14,904
2016-07-15,904
2016-07-16,877
2016-07-17,877
2016-07-18,877
2016-07-24,882
2016-07-25,895
2016-07-26,895
2016-07-27,895
2016-07-28,895
2016-07-29,912
2016-07-30,912
2016-07-31,912
2016-08-01,912
2016-08-02,938
2016-08-03,938
2016-08-04,938
2016-08-05,938
2016-08-06,943
2016-08-07,943
2016-08-08,943
2016-08-09,938
2016-08-10,938
2016-08-11,938
2016-08-12,938
2016-08-13,918
2016-08-14,918
2016-08-15,918
2016-08-16,918
2016-08-17,902
2016-08-18,902
2016-08-19,902
2016-08-20,902
2016-08-21,925
2016-08-22,925
2016-08-23,925
2016-08-24,925
2016-08-25,936
2016-08-26,936
2016-08-28,936
2016-08-31,956
2016-09-01,956
2016-09-02,956
2016-09-03,967
2016-09-04,967
2016-09-05,967
2016-09-06,967
2016-09-07,964
2016-09-08,964
2016-09-09,964
2016-09-10,964
2016-09-11,962
2016-09-12,962
2016-09-13,962
2016-09-14,966
2016-09-15,966
2016-09-16,966
2016-09-17,966
2016-09-18,963
2016-09-19,963
2016-09-20,963
2016-09-21,963
2016-09-22,942
2016-09-23,942
2016-09-24,942
2016-09-25,942
2016-09-26,942
2016-09-27,949
2016-09-28,949
2016-09-29,949
2016-09-30,949
2016-10-01,978
2016-10-02,978
2016-10-03,978
2016-10-04,978
2016-10-05,978
2016-10-06,1002
2016-10-07,1002
2016-10-08,1002
2016-10-09,1002
2016-10-10,973
2016-10-11,973
2016-10-12,973
2016-10-13,973
2016-10-14,952
2016-10-15,952
2016-10-16,952
2016-10-17,952
2016-10-18,948
2016-10-19,948
2016-10-20,948
2016-10-21,948
2016-10-22,940
2016-10-23,940
2016-10-24,940
2016-10-25,940
2016-10-26,941
2016-10-27,941
2016-10-28,941
2016-10-29,941
2016-10-30,941
2016-10-31,951
2016-11-01,951
2016-11-02,951
2016-11-03,951
2016-11-04,958
2016-11-05,958
2016-11-06,958
2016-11-07,958
2016-11-08,941
2016-11-09,941
2016-11-10,941
2016-11-11,941
2016-11-12,924
2016-11-13,924
2016-11-14,924
2016-12-08,1011
2016-12-09,1011
2016-12-10,1011
2016-12-11,1011
2016-12-12,977
2016-12-13,977
2016-12-14,977
2016-12-15,977
2016-12-16,981
2016-12-17,981
2016-12-18,981
2016-12-19,981
2016-12-20,986
2016-12-21,986
2016-12-22,986
2016-12-23,981
2016-12-24,981
2016-12-25,981
2016-12-26,981
2016-12-27,965
2016-12-28,965
2016-12-29,965
2016-12-30,987
2016-12-31,987
2017-01-01,987
2017-01-02,1021
2017-01-03,1021
2017-01-04,1021
2017-01-05,1021
2017-01-06,1070
2017-01-07,1070
2017-01-08,1070
2017-01-09,1079
2017-01-10,1079
2017-01-11,1079
2017-01-12,1092
2017-01-13,1092
2017-01-14,1092
2017-01-15,1104
2017-01-16,1104
2017-01-17,1104
2017-01-18,1083
2017-01-19,1083
2017-01-20,1083
2017-01-21,1076
2017-01-22,1076
2017-01-27,1095
2017-01-28,1095
2017-01-29,1095
2017-01-30,1103
2017-01-31,1103
2017-02-01,1119
2017-02-02,1119
2017-02-03,1119
2017-02-04,1097
2017-02-05,1097
2017-02-06,1097
2017-02-07,1097
2017-02-08,1100
2017-02-09,1100
2017-02-10,1100
2017-02-11,1096
2017-02-12,1096
2017-02-13,1096
2017-02-14,1096
2017-02-15,1096
2017-02-16,1096
2017-02-18,1110
2017-02-19,1110
2017-02-20,1110
2017-02-21,1121
2017-02-22,1121
2017-02-23,1121
2017-02-24,1121
2017-02-25,1136
2017-02-26,1136
2017-02-27,1136
2017-02-28,1175
2017-03-01,1175
2017-03-02,1175
2017-03-03,1175
2017-03-04,1190
2017-03-05,1190
2017-03-06,1190
2017-03-07,1196
2017-03-08,1196
2017-03-09,1196
2017-03-10,1196
2017-03-11,1209
2017-03-12,1209
2017-03-13,1209
2017-03-14,1217
2017-03-15,1217
2017-03-16,1217
2017-03-17,1221
2017-03-18,1221
2017-03-19,1221
2017-03-20,1223
2017-03-21,1223
2017-03-22,1223
2017-03-23,1223
2017-03-24,1194
2017-03-25,1194
2017-03-26,1194
2017-03-27,1194
2017-03-28,1180
2017-03-29,1180
2017-03-30,1180
2017-03-31,1165
2017-04-01,1165
2017-04-02,1165
2017-04-03,1134
2017-04-04,1134
2017-04-12,1107
2017-04-13,1107
2017-04-14,1063
2017-04-15,1063
2017-04-16,1063
2017-04-17,1052
2017-04-18,1052
2017-04-19,1052
2017-04-20,1052
2017-04-21,1047
2017-04-22,1047
2017-04-23,1047
2017-04-24,1024
2017-04-25,1024
2017-04-26,1024
2017-04-27,1032
2017-04-28,1032
2017-04-29,1032
2017-04-30,1023
2017-05-01,1023
2017-05-02,1023
2017-05-03,1036
2017-05-04,1036
2017-05-05,1036
2017-05-06,1033
2017-05-07,1033
2017-05-08,1033
2017-05-09,1032
2017-05-10,1032
2017-05-11,1032
2017-05-12,1016
2017-05-13,1016
2017-05-14,1016
2017-05-15,1016
2017-05-16,1004
2017-05-17,1004
2017-05-18,1004
2017-05-19,1004
2017-05-20,988
2017-05-21,988
2017-05-22,988
2017-05-23,988
2017-05-24,967
2017-05-25,967
2017-05-26,967
2017-05-27,967
2017-05-28,958
2017-05-29,958
2017-05-30,958
2017-05-31,951
2017-06-01,951
2017-06-02,951
2017-06-03,944
2017-06-06,958
2017-06-07,958
2017-06-08,984
2017-06-09,984
2017-06-10,989
2017-06-11,989
2017-06-12,989
2017-06-13,1000
2017-06-14,1000
2017-06-15,1000
2017-06-16,1006
2017-06-17,1006
2017-06-18,1006
2017-06-19,1006
2017-06-20,982
2017-06-21,982
2017-06-22,982
2017-06-23,982
2017-06-24,969
2017-06-25,969
2017-06-26,969
2017-06-27,946
2017-06-28,946
2017-06-29,946
2017-06-30,946
2017-07-01,913
2017-07-02,913
2017-07-03,913
2017-07-04,910
2017-07-05,910
2017-07-06,910
2017-07-07,910
2017-07-08,910
2017-07-13,900
2017-07-14,900
2017-07-15,900
2017-07-16,900
2017-07-17,860
2017-07-18,860
2017-07-19,860
2017-07-20,832
2017-07-21,832
2017-07-22,832
2017-07-23,796
2017-07-24,796
2017-07-25,796
2017-07-26,796
2017-07-27,777
2017-07-28,777
2017-07-29,777
2017-07-30,759
2017-07-31,759
2017-08-01,759
2017-08-02,728
2017-08-03,728
2017-08-04,728
2017-08-05,702
2017-08-06,702
2017-08-09,685
2017-08-10,685
2017-08-11,667
2017-08-12,667
2017-08-13,667
2017-08-14,683
2017-08-15,683
2017-08-16,683
2017-08-17,715
2017-08-18,715
2017-08-19,715
2017-08-20,698
2017-08-21,698
2017-08-22,698
2017-08-23,722
2017-08-24,722
2017-08-25,722
2017-08-26,722
2017-08-27,759
2017-08-28,759
2017-08-29,759
2017-08-30,759
2017-08-31,784
2017-09-01,784
2017-09-02,784
2017-09-03,784
2017-09-04,792
2017-09-05,792
2017-09-06,792
2017-09-07,816
2017-09-08,816
2017-09-09,816
2017-09-10,847
2017-09-11,847
2017-09-12,847
2017-09-13,847
2017-09-14,854
2017-09-15,854
2017-09-16,854
2017-09-17,854
2017-09-18,865
2017-09-19,865
2017-09-20,865
2017-09-21,881
2017-09-22,881
2017-09-23,881
2017-09-24,883
2017-09-25,883
2017-09-26,883
2017-09-27,883
2017-09-28,892
2017-09-29,892
2017-09-30,892
2017-10-01,892
2017-10-02,903
2017-10-03,903
2017-10-04,903
2017-10-05,903
2017-10-06,923
2017-10-07,923
2017-10-08,923
2017-10-09,937
2017-10-10,937
2017-10-11,937
2017-10-12,937
2017-10-13,911
2017-10-14,911
2017-10-15,911
2017-10-16,911
2017-10-17,878
2017-10-18,878
2017-10-19,878
2017-10-20,878
2017-10-21,864
2017-10-22,864
2017-10-23,864
2017-10-24,847
2017-10-25,847
2017-10-26,847
2017-10-27,847
2017-10-28,845
2017-10-29,845
2017-10-30,845
2017-10-31,845
2017-11-01,845
2017-11-02,845
2017-11-03,845
2017-11-04,849
2017-11-05,849
2017-11-06,849
2017-11-07,849
2017-11-08,849
2017-11-09,846
2017-11-10,846
2017-11-11,846
2017-11-12,846
2017-11-13,874
2017-11-14,874
2017-11-15,874
2017-11-16,874
2017-11-17,893
2017-11-18,893
2017-11-19,893
2017-11-20,893
2017-11-21,911
2017-11-22,911
2017-11-23,911
2017-11-24,911
2017-11-25,925
2017-11-26,925
2017-11-27,925
2017-11-28,925
2017-11-29,936
2017-11-30,936
2017-12-01,936
2017-12-02,936
2017-12-03,913
2017-12-04,913
2017-12-05,913
2017-12-06,913
2017-12-07,928
2017-12-08,928
2017-12-09,928
2017-12-10,928
2017-12-11,941
2017-12-12,941
2017-12-13,941
2017-12-14,941
2017-12-15,935
2017-12-16,935
2017-12-17,935
2017-12-18,935
2017-12-19,939
2017-12-20,939
2017-12-21,939
2017-12-22,939
2017-12-23,949
2017-12-24,949
2017-12-25,949
2017-12-26,949
2017-12-27,924
2017-12-28,924
2017-12-29,924
2017-12-30,924
2017-12-31,929
2018-01-01,929
2018-01-02,929
2018-01-03,934
2018-01-04,934
2018-01-05,934
2018-01-06,937
2018-01-07,937
2018-01-08,937
2018-01-09,891
2018-01-10,891
2018-01-11,891
2018-01-12,858
2018-01-13,858
2018-01-14,858
2018-01-15,857
2018-01-16,857
2018-01-17,857
2018-01-18,854
2018-01-19,854
2018-01-20,854
2018-01-21,854
2018-01-22,824
2018-01-23,824
2018-01-24,807
2018-01-25,807
2018-01-26,807
2018-01-27,813
2018-01-28,813
2018-01-29,815
2018-01-30,815
2018-02-01,800
2018-02-02,800
2018-02-03,761
2018-02-04,761
2018-02-05,741
2018-02-06,741
2018-02-07,730
2018-02-08,730
2018-02-09,693
2018-02-10,693
2018-02-11,664
2018-02-12,664
2018-02-13,660
2018-02-14,660
2018-02-15,671
2018-02-16,671
2018-02-17,692
2018-02-18,692
2018-02-19,706
2018-02-20,706
2018-02-21,731
2018-02-22,731
2018-02-23,747
2018-02-24,747
2018-02-25,751
2018-02-26,751
2018-02-27,757
2018-02-28,757
2018-03-01,757
2018-03-02,793
2018-03-03,793
2018-03-04,793
2018-03-05,812
2018-03-06,812
2018-03-07,822
2018-03-08,822
2018-03-09,825
2018-03-10,825
2018-03-11,841
2018-03-12,841
2018-03-13,861
2018-03-14,861
2018-03-15,861
2018-03-16,874
2018-03-17,874
2018-03-18,866
2018-03-19,866
2018-03-20,871
2018-03-21,871
2018-03-23,885
2018-03-24,885
2018-03-26,894
2018-03-27,903
2018-03-28,903
2018-03-29,903
2018-03-30,922
2018-03-31,922
2018-04-01,922
2018-04-02,933
2018-04-03,933
2018-04-04,921
2018-04-05,921
2018-04-06,921
2018-04-08,913
2018-04-09,892
2018-04-10,892
2018-04-11,895
2018-04-12,895
2018-04-13,895
2018-04-14,921
2018-04-16,921
2018-04-17,923
2018-04-18,923
2018-04-19,923
2018-04-20,917
2018-04-21,917
2018-04-22,917
2018-04-23,926
2018-04-24,926
2018-04-25,926
2018-04-26,928
2018-04-27,928
2018-04-28,928
2018-04-29,923
2018-04-30,923
2018-05-02,929
2018-05-03,929
2018-05-04,929
2018-05-05,947
2018-05-06,947
2018-05-08,963
2018-05-09,963
2018-05-10,968
2018-05-11,968
2018-05-12,976
2018-05-13,976
2018-05-14,976
2018-05-15,949
2018-05-16,949
2018-05-17,949
2018-05-18,947
2018-05-19,947
2018-05-20,899
2018-05-21,899
2018-05-22,899
2018-05-23,876
2018-05-24,876
2018-05-25,876
2018-05-26,870
2018-05-27,870
2018-05-28,884
2018-05-29,884
2018-05-30,884
2018-05-31,893
2018-06-01,893
2018-06-02,902
2018-06-03,902
2018-06-04,902
2018-06-05,893
2018-06-06,893
2018-06-07,893
2018-06-08,879
2018-06-09,879
2018-06-10,863
2018-06-11,863
2018-06-12,863
2018-06-13,856
2018-06-14,856
2018-06-15,856
2018-06-16,853
