date_obj,Sandworms price
2016-01-08,90
2016-01-09,90
2016-01-10,90
2016-01-11,90
2016-01-12,90
2016-01-13,90
2016-01-14,93
2016-01-15,93
2016-01-16,93
2016-01-17,93
2016-01-18,93
2016-01-19,93
2016-01-20,93
2016-01-21,93
2016-01-22,93
2016-01-23,93
2016-01-24,93
2016-01-25,93
2016-01-26,93
2016-01-27,93
2016-01-28,93
2016-01-29,93
2016-01-30,93
2016-01-31,93
2016-02-01,93
2016-02-02,93
2016-02-03,93
2016-02-04,93
2016-02-05,93
2016-02-06,93
2016-02-07,93
2016-02-08,95
2016-02-09,95
2016-02-10,95
2016-02-11,95
2016-02-12,95
2016-02-13,95
2016-02-14,95
2016-02-15,95
2016-02-16,95
2016-02-17,95
2016-02-18,95
2016-02-19,95
2016-02-20,95
2016-02-21,95
2016-02-22,95
2016-02-23,95
2016-02-24,95
2016-02-25,95
2016-02-26,95
2016-02-27,95
2016-02-28,95
2016-02-29,95
2016-03-01,95
2016-03-02,95
2016-03-03,95
2016-03-04,95
2016-03-05,95
2016-03-06,95
2016-03-07,95
2016-03-08,95
2016-03-09,95
2016-03-10,95
2016-03-11,95
2016-03-12,97
2016-03-13,97
2016-03-14,97
2016-03-15,97
2016-03-16,97
2016-03-17,97
2016-03-18,97
2016-03-19,97
2016-03-20,97
2016-03-21,97
2016-03-22,97
2016-03-23,97
2016-03-24,97
2016-03-25,97
2016-03-26,97
2016-03-27,97
2016-03-28,97
2016-03-29,97
2016-03-30,97
2016-03-31,97
2016-04-01,97
2016-04-02,97
2016-04-03,97
2016-04-04,97
2016-04-05,97
2016-04-06,97
2016-04-07,97
2016-04-08,97
2016-04-09,97
2016-04-10,97
2016-04-11,97
2016-04-12,97
2016-04-13,98
2016-04-14,98
2016-04-15,98
2016-04-16,98
2016-04-17,98
2016-04-18,98
2016-04-19,98
2016-04-20,98
2016-04-21,98
2016-04-22,98
2016-04-23,98
2016-04-24,98
2016-04-25,98
2016-04-26,98
2016-04-27,98
2016-04-28,98
2016-04-29,98
2016-04-30,98
2016-05-01,98
2016-05-02,98
2016-05-03,98
2016-05-04,98
2016-05-05,98
2016-05-06,98
2016-05-07,98
2016-05-08,98
2016-05-09,98
2016-05-10,98
2016-05-11,98
2016-05-12,98
2016-05-13,98
2016-05-14,98
2016-05-15,98
2016-05-16,98
2016-05-17,98
2016-05-18,98
2016-05-19,98
2016-05-22,98
2016-05-23,98
2016-05-24,98
2016-05-25,98
2016-05-26,98
2016-05-27,98
2016-05-28,98
2016-05-29,98
2016-05-30,98
2016-05-31,98
2016-06-01,98
2016-06-02,98
2016-06-03,98
2016-06-04,98
2016-06-05,98
2016-06-06,98
2016-06-07,98
2016-06-08,98
2016-06-09,98
2016-06-10,98
2016-06-11,98
2016-06-12,98
2016-06-13,98
2016-06-14,100
2016-06-15,100
2016-06-16,100
2016-06-17,100
2016-06-18,100
2016-06-19,100
2016-06-20,100
2016-06-21,100
2016-06-22,100
2016-06-23,100
2016-06-24,100
2016-06-25,100
2016-06-26,100
2016-06-27,100
2016-06-28,100
2016-06-29,100
2016-06-30,100
2016-07-01,100
2016-07-02,100
2016-07-03,100
2016-07-04,100
2016-07-05,100
2016-07-06,100
2016-07-07,100
2016-07-08,100
2016-07-09,100
2016-07-10,100
2016-07-11,100
2016-07-12,100
2016-07-13,100
2016-07-14,100
2016-07-15,100
2016-07-16,100
2016-07-17,100
2016-07-18,100
2016-07-23,100
2016-07-24,100
2016-07-25,99
2016-07-26,99
2016-07-27,99
2016-07-28,99
2016-07-29,99
2016-07-30,99
2016-07-31,99
2016-08-01,99
2016-08-02,99
2016-08-03,99
2016-08-04,99
2016-08-05,99
2016-08-06,99
2016-08-07,99
2016-08-08,99
2016-08-09,100
2016-08-10,100
2016-08-11,100
2016-08-12,100
2016-08-13,100
2016-08-14,100
2016-08-15,100
2016-08-16,100
2016-08-18,100
2016-08-19,100
2016-08-20,100
2016-08-21,100
2016-08-22,100
2016-08-23,100
2016-08-24,100
2016-08-25,100
2016-08-26,100
2016-08-28,99
2016-08-31,99
2016-09-01,99
2016-09-02,99
2016-09-03,99
2016-09-04,99
2016-09-05,99
2016-09-06,99
2016-09-07,99
2016-09-08,99
2016-09-09,99
2016-09-10,99
2016-09-11,100
2016-09-12,100
2016-09-13,100
2016-09-14,100
2016-09-15,100
2016-09-16,100
2016-09-17,100
2016-09-18,100
2016-09-19,100
2016-09-20,100
2016-09-21,100
2016-09-22,100
2016-09-23,100
2016-09-24,100
2016-09-25,100
2016-09-26,100
2016-09-27,100
2016-09-28,100
2016-09-29,102
2016-09-30,102
2016-10-01,102
2016-10-02,102
2016-10-03,102
2016-10-04,102
2016-10-05,102
2016-10-06,102
2016-10-07,102
2016-10-08,102
2016-10-09,102
2016-10-10,102
2016-10-11,102
2016-10-12,102
2016-10-13,102
2016-10-14,102
2016-10-15,102
2016-10-16,102
2016-10-17,102
2016-10-18,102
2016-10-19,102
2016-10-20,102
2016-10-21,102
2016-10-22,102
2016-10-23,102
2016-10-24,102
2016-10-25,102
2016-10-26,102
2016-10-27,102
2016-10-28,102
2016-10-29,102
2016-10-30,102
2016-10-31,102
2016-11-01,104
2016-11-02,104
2016-11-03,104
2016-11-04,104
2016-11-05,104
2016-11-06,104
2016-11-07,104
2016-11-08,104
2016-11-09,104
2016-11-10,104
2016-11-11,104
2016-11-12,104
2016-11-13,104
2016-11-14,104
2016-12-08,104
2016-12-09,104
2016-12-10,104
2016-12-11,104
2016-12-12,104
2016-12-13,104
2016-12-14,104
2016-12-15,104
2016-12-16,104
2016-12-17,104
2016-12-18,104
2016-12-19,104
2016-12-20,104
2016-12-21,104
2016-12-22,104
2016-12-23,104
2016-12-24,104
2016-12-25,104
2016-12-26,101
2016-12-27,101
2016-12-28,101
2016-12-29,101
2016-12-30,101
2016-12-31,101
2017-01-01,101
2017-01-02,101
2017-01-03,101
2017-01-04,101
2017-01-05,101
2017-01-06,101
2017-01-07,102
2017-01-08,102
2017-01-09,102
2017-01-10,102
2017-01-11,102
2017-01-12,102
2017-01-13,102
2017-01-14,102
2017-01-15,102
2017-01-16,102
2017-01-17,102
2017-01-18,102
2017-01-19,102
2017-01-20,102
2017-01-21,102
2017-01-22,102
2017-01-27,102
2017-01-28,105
2017-01-29,105
2017-01-30,105
2017-01-31,105
2017-02-01,105
2017-02-02,105
2017-02-03,105
2017-02-04,105
2017-02-05,105
2017-02-06,105
2017-02-07,105
2017-02-08,105
2017-02-09,105
2017-02-10,105
2017-02-11,105
2017-02-12,105
2017-02-13,105
2017-02-14,105
2017-02-15,105
2017-02-16,105
2017-02-18,105
2017-02-19,105
