date_obj,Purple%20elegant%20legs price
2015-03-26,42496
2015-03-27,42496
2015-03-28,40461
2015-03-29,38631
2015-03-30,36921
2015-03-31,35189
2015-04-01,35189
2015-04-02,33429
2015-04-03,33429
2015-04-04,31757
2015-04-05,31757
2015-04-06,30248
2015-04-07,28901
2015-04-08,28901
2015-04-09,27505
2015-04-10,27505
2015-04-11,26269
2015-04-12,25056
2015-04-13,23916
2015-04-14,23916
2015-04-15,22720
2015-04-16,21610
2015-04-17,20693
2015-04-18,20693
2015-04-19,19679
2015-04-20,19679
2015-04-21,19679
2015-04-22,18757
2015-04-23,18757
2015-04-24,17874
2015-04-25,17874
2015-04-26,17033
2015-04-27,17033
2015-04-28,16379
2015-04-29,16379
2015-04-30,15599
2015-05-01,15599
2015-05-02,14819
2015-05-03,14819
2015-05-04,14135
2015-05-05,14135
2015-05-06,13428
2015-05-07,13428
2015-05-08,12756
2015-05-09,12756
2015-05-10,12151
2015-05-11,12151
2015-05-12,11593
2015-05-13,11593
2015-05-14,11013
2015-05-15,11013
2015-05-16,10502
2015-05-17,10014
2015-05-18,10014
2015-05-19,9549
2015-05-20,9549
2015-05-21,9549
2015-05-22,9095
2015-05-23,9095
2015-05-24,9095
2015-05-25,8709
2015-05-26,8709
2015-05-27,8709
2015-05-28,8273
2015-05-29,8273
2015-05-30,7875
2015-05-31,7875
2015-06-01,7527
2015-06-02,7527
2015-06-03,7527
2015-06-04,7150
2015-06-05,7150
2015-06-06,6866
2015-06-07,6866
2015-06-08,6866
2015-06-09,6624
2015-06-10,6624
2015-06-11,6624
2015-06-12,6551
2015-06-13,6551
2015-06-14,6305
2015-06-15,6305
2015-06-16,6305
2015-06-17,6089
2015-06-18,6089
2015-06-19,5932
2015-06-20,5932
2015-06-21,5932
2015-06-22,5767
2015-06-23,5767
2015-06-24,5767
2015-06-25,5630
2015-06-26,5630
2015-06-27,5630
2015-06-28,5484
2015-06-29,5484
2015-06-30,5484
2015-07-01,5334
2015-07-02,5334
2015-07-03,5334
2015-07-04,5292
2015-07-05,5292
2015-07-06,5292
2015-07-07,5292
2015-07-08,5237
2015-07-09,5237
2015-07-10,5237
2015-07-11,5237
2015-07-12,5024
2015-07-13,5024
2015-07-14,5024
2015-07-15,4882
2015-07-16,4882
2015-07-17,4882
2015-07-18,5050
2015-07-19,5050
2015-07-20,5050
2015-07-21,4921
2015-07-22,4921
2015-07-23,4921
2015-07-24,4877
2015-07-25,4877
2015-07-26,4877
2015-07-27,4798
2015-07-28,4798
2015-07-29,4798
2015-07-30,4676
2015-07-31,4676
2015-08-01,4676
2015-08-02,4663
2015-08-03,4663
2015-08-04,4663
2015-08-05,4808
2015-08-06,4808
2015-08-07,4808
2015-08-08,5033
2015-08-09,5033
2015-08-10,5091
2015-08-11,5091
2015-08-12,5091
2015-08-13,5316
2015-08-14,5316
2015-08-15,5582
2015-08-16,5582
2015-08-17,5826
2015-08-18,5826
2015-08-19,5826
2015-08-20,5999
2015-08-21,5999
2015-08-22,5999
2015-08-23,6273
2015-08-24,6273
2015-08-25,6273
2015-08-26,6485
2015-08-27,6485
2015-08-28,6485
2015-08-29,6759
2015-08-30,6759
2015-08-31,6759
2015-09-01,6846
2015-09-02,6846
2015-09-03,6846
2015-09-04,6867
2015-09-05,6867
2015-09-06,6867
2015-09-07,6867
2015-09-08,6860
2015-09-09,6860
2015-09-10,6860
2015-09-11,7023
2015-09-12,7023
2015-09-13,7023
2015-09-14,7304
2015-09-15,7304
2015-09-16,7304
2015-09-17,7460
2015-09-18,7460
2015-09-19,7460
2015-09-20,7460
2015-09-21,7714
2015-09-22,7714
2015-09-23,7714
2015-09-24,7714
2015-09-25,7914
2015-09-27,7914
2015-09-28,7939
2015-09-29,7939
2015-09-30,7939
2015-10-05,7569
2015-10-06,7569
2015-10-07,7411
2015-10-08,7411
2015-10-09,7411
2015-10-10,7411
2015-10-11,7123
2015-10-12,7123
2015-10-13,7123
2015-10-14,6909
2015-10-15,6909
2015-10-16,6909
2015-10-17,6909
2015-10-18,6622
2015-10-19,6622
2015-10-20,6622
2015-10-22,6378
2015-10-23,6378
2015-10-24,6378
2015-10-25,6062
2015-10-26,6062
2015-10-27,6062
2015-10-29,5785
2015-10-30,5785
2015-10-31,5785
2015-11-01,5785
2015-11-02,5541
2015-11-03,5541
2015-11-04,5541
2015-11-05,5541
2015-11-06,5443
2015-11-07,5443
2015-11-08,5443
2015-11-09,5428
2015-11-10,5428
2015-11-11,5428
2015-11-12,5428
2015-11-13,5174
2015-11-14,5174
2015-11-15,5174
2015-11-16,5047
2015-11-17,5047
2015-11-18,5047
2015-11-19,4924
2015-11-20,4924
2015-11-21,4924
2015-11-22,5011
2015-11-23,5011
2015-11-24,5011
2015-11-25,5040
2015-11-26,5040
2015-11-27,5040
2015-11-28,4876
2015-11-29,4876
2015-11-30,4876
2015-12-01,4654
2015-12-02,4654
2015-12-03,4654
2015-12-04,4440
2015-12-05,4440
2015-12-06,4440
2015-12-07,4401
2015-12-08,4401
2015-12-09,4401
2015-12-10,4372
2015-12-11,4372
2015-12-12,4372
2015-12-13,4302
2015-12-14,4302
2015-12-15,4302
2015-12-16,4171
2015-12-17,4171
2015-12-18,4171
2015-12-19,4129
2015-12-20,4129
2015-12-21,4091
2015-12-22,4091
2015-12-23,4091
2015-12-24,4032
2015-12-25,4032
2015-12-26,4032
2015-12-27,4001
2015-12-28,4001
2015-12-29,4056
2015-12-30,4056
2015-12-31,4056
2016-01-01,4056
2016-01-02,4018
2016-01-03,4018
2016-01-04,3925
2016-01-05,3925
2016-01-06,3925
2016-01-07,3857
2016-01-08,3857
2016-01-09,3857
2016-01-10,3787
2016-01-11,3787
2016-01-12,3787
2016-01-13,3707
2016-01-14,3707
2016-01-15,3650
2016-01-16,3650
2016-01-17,3650
2016-01-18,3642
2016-01-19,3642
2016-01-20,3642
2016-01-21,3536
2016-01-22,3536
2016-01-23,3536
2016-01-24,3446
2016-01-25,3446
2016-01-26,3446
2016-01-27,3446
2016-01-28,3446
2016-01-29,3552
2016-01-30,3552
2016-01-31,3552
2016-02-01,3666
2016-02-02,3666
2016-02-03,3666
2016-02-04,3614
2016-02-05,3614
2016-02-06,3614
2016-02-07,3674
2016-02-08,3674
2016-02-09,3674
2016-02-10,3769
2016-02-11,3769
2016-02-12,3769
2016-02-13,3752
2016-02-14,3752
2016-02-15,3752
2016-02-16,3721
2016-02-17,3721
2016-02-18,3721
2016-02-19,3721
2016-02-20,3676
2016-02-21,3676
2016-02-22,3676
2016-02-23,3670
2016-02-24,3670
2016-02-25,3827
2016-02-26,3827
2016-02-27,4016
2016-02-28,4016
2016-02-29,4016
2016-03-01,4190
2016-03-02,4190
2016-03-03,4190
2016-03-04,4190
2016-03-05,4166
2016-03-06,4166
2016-03-07,4121
2016-03-08,4121
2016-03-09,4121
2016-03-10,4115
2016-03-11,4115
2016-03-12,4115
2016-03-13,4031
2016-03-14,4031
2016-03-15,4074
2016-03-16,4074
2016-03-17,4097
2016-03-18,4097
2016-03-19,3902
2016-03-20,3902
2016-03-21,3716
2016-03-22,3716
2016-03-23,3556
2016-03-24,3556
2016-03-25,3395
2016-03-26,3395
2016-03-27,3267
2016-03-28,3267
2016-03-29,3262
2016-03-30,3262
2016-03-31,3262
2016-04-01,3262
2016-04-02,3231
2016-04-03,3231
2016-04-04,3214
2016-04-05,3214
2016-04-06,3214
2016-04-07,3189
2016-04-08,3189
2016-04-09,3189
2016-04-10,3132
2016-04-11,3132
2016-04-12,3132
2016-04-13,3144
2016-04-14,3144
2016-04-15,3146
2016-04-16,3146
2016-04-17,3146
2016-04-18,3190
2016-04-19,3190
2016-04-20,3190
2016-04-21,3273
2016-04-22,3273
2016-04-23,3273
2016-04-24,3324
2016-04-25,3324
2016-04-26,3324
2016-04-27,3381
2016-04-28,3381
2016-04-29,3381
2016-04-30,3423
2016-05-01,3423
2016-05-02,3423
2016-05-03,3584
2016-05-04,3584
2016-05-05,3743
2016-05-06,3743
2016-05-07,3743
2016-05-08,3884
2016-05-09,3884
2016-05-10,3884
2016-05-11,3946
2016-05-12,3946
2016-05-13,3956
2016-05-14,3956
2016-05-15,3956
2016-05-16,4047
2016-05-17,4047
2016-05-18,4250
2016-05-19,4250
2016-05-22,4372
2016-05-23,4372
2016-05-24,4460
2016-05-25,4460
2016-05-26,4460
2016-05-27,4404
2016-05-28,4404
2016-05-29,4188
2016-05-30,4188
2016-05-31,4188
2016-06-01,4133
2016-06-02,4133
2016-06-03,4133
2016-06-04,4021
2016-06-05,4021
2016-06-06,3908
2016-06-07,3908
2016-06-08,3908
2016-06-09,3796
2016-06-10,3796
2016-06-11,3796
2016-06-12,3716
2016-06-13,3716
2016-06-14,3716
2016-06-15,3557
2016-06-16,3557
2016-06-17,3498
2016-06-18,3498
2016-06-19,3498
2016-06-20,3443
2016-06-21,3443
2016-06-22,3443
2016-06-23,3373
2016-06-24,3373
2016-06-25,3373
2016-06-26,3481
2016-06-27,3481
2016-06-28,3481
2016-06-29,3586
2016-06-30,3586
2016-07-01,3647
2016-07-02,3647
2016-07-03,3647
2016-07-04,3601
2016-07-05,3601
2016-07-06,3601
2016-07-07,3563
2016-07-08,3563
2016-07-09,3488
2016-07-10,3488
2016-07-11,3536
2016-07-12,3536
2016-07-13,3642
2016-07-14,3642
2016-07-15,3642
2016-07-16,3659
2016-07-17,3659
2016-07-18,3563
2016-07-23,3616
2016-07-24,3598
2016-07-25,3598
2016-07-26,3598
2016-07-27,3485
2016-07-28,3485
2016-07-29,3485
2016-07-30,3400
2016-07-31,3400
2016-08-01,3400
2016-08-02,3331
2016-08-03,3331
2016-08-04,3331
2016-08-05,3302
2016-08-06,3302
2016-08-07,3302
2016-08-08,3253
2016-08-09,3253
2016-08-10,3253
2016-08-11,3150
2016-08-12,3150
2016-08-13,3150
2016-08-14,3104
2016-08-15,3104
2016-08-16,3104
2016-08-17,3062
2016-08-18,3062
2016-08-19,3062
2016-08-20,2994
2016-08-21,2994
2016-08-22,2994
2016-08-23,2914
2016-08-24,2914
2016-08-25,2914
2016-08-26,2914
2016-08-28,2865
2016-08-31,2845
2016-09-01,2845
2016-09-02,2845
2016-09-03,2845
2016-09-04,2874
2016-09-05,2874
2016-09-06,2874
2016-09-07,2925
2016-09-08,2925
2016-09-09,2925
2016-09-10,2925
2016-09-11,2824
2016-09-12,2824
2016-09-13,2824
2016-09-14,2824
2016-09-15,2760
2016-09-16,2760
2016-09-17,2760
2016-09-18,2760
2016-09-19,2735
2016-09-20,2735
2016-09-21,2735
2016-09-22,2735
2016-09-23,2666
2016-09-24,2666
2016-09-25,2666
2016-09-26,2666
2016-09-27,2651
2016-09-28,2651
2016-09-29,2651
2016-09-30,2651
2016-10-01,2646
2016-10-02,2646
2016-10-03,2646
2016-10-04,2646
2016-10-05,2685
2016-10-06,2685
2016-10-07,2685
2016-10-08,2756
2016-10-09,2756
2016-10-10,2756
2016-10-11,2693
2016-10-12,2693
2016-10-13,2693
2016-10-14,2726
2016-10-15,2726
2016-10-16,2726
2016-10-17,2840
2016-10-18,2840
2016-10-19,2840
2016-10-20,2840
2016-10-21,2876
2016-10-22,2876
2016-10-23,2876
2016-10-24,2876
2016-10-25,2925
2016-10-26,2925
2016-10-27,2925
2016-10-28,2925
2016-10-29,2918
2016-10-30,2918
2016-10-31,2918
2016-11-01,2918
2016-11-02,3020
2016-11-03,3020
2016-11-04,3020
