date_obj,Iorwerth%20camp%20teleport price
2016-10-08,1659
2016-10-09,1659
2016-10-10,1712
2016-10-11,1770
2016-10-12,1770
2016-10-13,1829
2016-10-14,1848
2016-10-15,1869
2016-10-16,1869
2016-10-17,1853
2016-10-18,1853
2016-10-19,1833
2016-10-20,1810
2016-10-21,1817
2016-10-22,1817
2016-10-23,1817
2016-10-24,1770
2016-10-25,1770
2016-10-26,1755
2016-10-27,1755
2016-10-28,1743
2016-10-29,1695
2016-10-30,1624
2016-10-31,1667
2016-11-01,1667
2016-11-02,1709
2016-11-03,1709
2016-11-04,1733
2016-11-05,1733
2016-11-06,1785
2016-11-07,1814
2016-11-08,1794
2016-11-09,1798
2016-11-10,1772
2016-11-11,1772
2016-11-12,1756
2016-11-13,1756
2016-11-14,1759
2016-11-15,1762
2016-12-07,1927
2016-12-08,1972
2016-12-09,2013
2016-12-10,2013
2016-12-11,2016
2016-12-12,2016
2016-12-13,2008
2016-12-14,2021
2016-12-15,2021
2016-12-16,2016
2016-12-17,2015
2016-12-18,2015
2016-12-19,1990
2016-12-20,1973
2016-12-21,1987
2016-12-22,1935
2016-12-23,1922
2016-12-24,1922
2016-12-25,1919
2016-12-26,1910
2016-12-27,1943
2016-12-28,1984
2016-12-29,2003
2016-12-30,1990
2016-12-31,1974
2017-01-01,1952
2017-01-02,1951
2017-01-03,1965
2017-01-04,1990
2017-01-05,1913
2017-01-06,1914
2017-01-07,1900
2017-01-08,1914
2017-01-09,1863
2017-01-10,1785
2017-01-11,1748
2017-01-12,1735
2017-01-13,1767
2017-01-14,1787
2017-01-15,1782
2017-01-16,1736
2017-01-17,1698
2017-01-18,1698
2017-01-19,1676
2017-01-20,1682
2017-01-21,1696
2017-01-22,1708
2017-01-23,1727
2017-01-27,1708
2017-01-28,1730
2017-01-29,1749
2017-01-30,1780
2017-01-31,1820
2017-02-01,1840
2017-02-02,1821
2017-02-03,1823
2017-02-04,1743
2017-02-05,1715
2017-02-06,1717
2017-02-07,1692
2017-02-08,1663
2017-02-09,1663
2017-02-10,1579
2017-02-11,1500
2017-02-12,1453
2017-02-13,1422
2017-02-14,1406
2017-02-15,1368
2017-02-16,1437
2017-02-18,1509
2017-02-19,1585
2017-02-20,1628
2017-02-21,1648
2017-02-22,1651
2017-02-23,1618
2017-02-24,1567
2017-02-25,1529
2017-02-26,1516
2017-02-27,1509
2017-02-28,1497
2017-03-01,1467
2017-03-02,1436
2017-03-03,1373
2017-03-04,1338
2017-03-05,1361
2017-03-06,1356
2017-03-07,1337
2017-03-08,1338
2017-03-09,1350
2017-03-10,1353
2017-03-11,1352
2017-03-12,1341
2017-03-13,1364
2017-03-14,1354
2017-03-15,1381
2017-03-16,1380
2017-03-17,1401
2017-03-18,1397
2017-03-19,1393
2017-03-20,1390
2017-03-21,1343
2017-03-22,1320
2017-03-23,1305
2017-03-24,1316
2017-03-25,1316
2017-03-26,1374
2017-03-27,1443
2017-03-28,1483
2017-03-29,1470
2017-03-30,1471
2017-03-31,1472
2017-04-01,1484
2017-04-02,1496
2017-04-03,1529
2017-04-04,1589
2017-04-12,1461
2017-04-13,1518
2017-04-14,1593
2017-04-15,1664
2017-04-16,1729
2017-04-17,1802
2017-04-18,1893
2017-04-19,1988
2017-04-20,2085
2017-04-21,2189
2017-04-22,2290
2017-04-23,2271
2017-04-24,2301
2017-04-25,2352
2017-04-26,2352
2017-04-27,2234
2017-04-28,2122
2017-04-29,2015
2017-04-30,1914
2017-05-01,1978
2017-05-02,1927
2017-05-03,1830
2017-05-04,1854
2017-05-05,1896
2017-05-06,1933
2017-05-07,1859
2017-05-08,1773
2017-05-09,1707
2017-05-10,1621
2017-05-11,1539
2017-05-12,1488
2017-05-13,1485
2017-05-14,1536
2017-05-15,1568
2017-05-16,1603
2017-05-17,1650
2017-05-18,1722
2017-05-19,1772
2017-05-20,1797
2017-05-21,1797
2017-05-22,1792
2017-05-23,1734
2017-05-24,1654
2017-05-25,1608
2017-05-26,1540
2017-05-27,1467
2017-05-28,1401
2017-05-29,1390
2017-05-30,1404
2017-05-31,1418
2017-06-01,1488
2017-06-02,1543
2017-06-03,1568
2017-06-04,1599
2017-06-05,1619
2017-06-06,1649
2017-06-07,1654
2017-06-08,1654
2017-06-09,1629
2017-06-10,1587
2017-06-11,1510
2017-06-12,1440
2017-06-13,1389
2017-06-14,1370
2017-06-15,1318
2017-06-16,1269
2017-06-17,1230
2017-06-18,1227
2017-06-19,1227
2017-06-20,1265
2017-06-21,1283
2017-06-22,1283
2017-06-23,1294
2017-06-24,1265
2017-06-25,1264
2017-06-26,1219
2017-06-27,1187
2017-06-28,1181
2017-06-29,1168
2017-06-30,1171
2017-07-01,1171
2017-07-02,1187
2017-07-03,1228
2017-07-04,1274
2017-07-05,1274
2017-07-06,1338
2017-07-07,1338
2017-07-08,1405
2017-07-13,1514
2017-07-14,1539
2017-07-15,1539
2017-07-16,1602
2017-07-17,1657
2017-07-18,1725
2017-07-19,1769
2017-07-20,1836
2017-07-21,1924
2017-07-22,2015
2017-07-23,2116
2017-07-24,2222
2017-07-25,2327
2017-07-26,2249
2017-07-27,2168
2017-07-28,2101
2017-07-29,2010
2017-07-30,1948
2017-07-31,1948
2017-08-01,1917
2017-08-02,1880
2017-08-03,1831
2017-08-04,1861
2017-08-05,1872
2017-08-06,1896
2017-08-09,2035
2017-08-10,2093
2017-08-11,2171
2017-08-12,2212
2017-08-13,2252
2017-08-14,2330
2017-08-15,2410
2017-08-16,2398
2017-08-17,2497
2017-08-18,2497
2017-08-19,2609
2017-08-20,2720
2017-08-21,2856
2017-08-22,2934
2017-08-23,2895
2017-08-24,2796
2017-08-25,2659
2017-08-26,2572
2017-08-27,2685
2017-08-28,2819
2017-08-29,2868
2017-08-30,2806
2017-08-31,2676
2017-09-01,2547
2017-09-03,2631
2017-09-04,2714
2017-09-05,2784
2017-09-06,2924
2017-09-07,2969
2017-09-08,2969
2017-09-09,2845
2017-09-10,2750
2017-09-11,2727
2017-09-12,2727
2017-09-13,2712
2017-09-14,2636
2017-09-15,2636
2017-09-16,2509
2017-09-17,2398
2017-09-18,2279
2017-09-19,2277
2017-09-20,2254
2017-09-21,2243
2017-09-22,2276
2017-09-23,2276
2017-09-24,2336
2017-09-25,2399
2017-09-26,2415
2017-09-27,2423
2017-09-28,2527
2017-09-29,2654
2017-09-30,2787
2017-10-01,2897
2017-10-02,2981
2017-10-03,2981
2017-10-04,3068
2017-10-05,3191
2017-10-06,3304
2017-10-07,3337
2017-10-08,3314
2017-10-09,3353
2017-10-10,3371
2017-10-11,3371
2017-10-12,3402
2017-10-13,3475
2017-10-14,3478
2017-10-15,3478
2017-10-16,3510
2017-10-17,3510
2017-10-18,3633
2017-10-19,3745
2017-10-20,3884
2017-10-21,3994
2017-10-22,4108
2017-10-23,4199
2017-10-24,4009
2017-10-25,3808
2017-10-26,3646
2017-10-27,3655
2017-10-28,3655
2017-10-29,3636
2017-10-30,3631
2017-10-31,3785
2017-11-01,3785
2017-11-02,3717
2017-11-03,3620
2017-11-04,3542
2017-11-05,3364
2017-11-06,3257
2017-11-07,3195
2017-11-08,3043
2017-11-09,2895
2017-11-10,2792
2017-11-11,2718
2017-11-12,2629
2017-11-13,2526
2017-11-14,2565
2017-11-15,2625
2017-11-16,2737
2017-11-17,2793
2017-11-18,2785
2017-11-19,2725
2017-11-20,2675
2017-11-21,2652
2017-11-22,2612
2017-11-23,2521
2017-11-24,2476
2017-11-25,2439
2017-11-26,2333
2017-11-27,2333
2017-11-28,2379
2017-11-29,2373
2017-11-30,2351
2017-12-01,2269
2017-12-02,2201
2017-12-03,2159
2017-12-04,2057
2017-12-05,1974
2017-12-06,1935
2017-12-07,1903
2017-12-08,1903
2017-12-09,1919
2017-12-10,1998
2017-12-11,1941
2017-12-12,1917
2017-12-13,1900
2017-12-14,1920
2017-12-15,1945
2017-12-16,1941
2017-12-17,1849
2017-12-18,1908
2017-12-19,2004
2017-12-20,2105
2017-12-21,2211
2017-12-22,2322
2017-12-23,2439
2017-12-24,2561
2017-12-25,2666
2017-12-26,2776
2017-12-27,2904
2017-12-28,3050
2017-12-29,3181
2017-12-30,3313
2017-12-31,3429
2018-01-01,3492
2018-01-02,3337
2018-01-03,3191
2018-01-04,3032
2018-01-05,2880
2018-01-06,2899
2018-01-07,2926
2018-01-08,3000
2018-01-09,3078
2018-01-10,2955
2018-01-11,2858
2018-01-12,2775
2018-01-13,2764
2018-01-14,2875
2018-01-15,2808
2018-01-16,2694
2018-01-17,2729
2018-01-18,2742
2018-01-19,2742
2018-01-20,2758
2018-01-21,2838
2018-01-22,2969
2018-01-23,3118
2018-01-25,3278
2018-01-26,3312
2018-01-27,3396
2018-01-28,3424
2018-01-29,3434
2018-01-30,3439
2018-01-31,3475
2018-02-01,3444
2018-02-02,3383
2018-02-03,3370
2018-02-04,3296
2018-02-05,3270
2018-02-06,3258
2018-02-07,3259
2018-02-08,3215
2018-02-09,3206
2018-02-10,3208
2018-02-11,3200
2018-02-12,3134
2018-02-13,3060
2018-02-14,3044
2018-02-15,3040
2018-02-16,3030
2018-02-17,2940
2018-02-18,2959
2018-02-19,2935
2018-02-20,2902
2018-02-21,2868
2018-02-22,2867
2018-02-23,2853
2018-02-24,2792
2018-02-25,2728
2018-02-26,2666
2018-02-27,2613
2018-02-28,2600
2018-03-01,2609
2018-03-02,2569
2018-03-03,2664
2018-03-04,2772
2018-03-05,2879
2018-03-06,2855
2018-03-07,2768
2018-03-09,2705
2018-03-10,2659
2018-03-11,2614
2018-03-12,2523
2018-03-13,2470
2018-03-14,2412
2018-03-15,2372
2018-03-16,2315
2018-03-17,2276
2018-03-18,2271
2018-03-20,2287
2018-03-21,2286
2018-03-23,2214
2018-03-24,2190
2018-03-25,2155
2018-03-26,2158
2018-03-27,2158
2018-03-28,2164
2018-03-29,2174
2018-03-30,2190
2018-03-31,2243
2018-04-01,2286
2018-04-02,2303
2018-04-03,2326
2018-04-04,2330
2018-04-05,2378
2018-04-06,2394
2018-04-07,2513
2018-04-08,2516
2018-04-09,2533
2018-04-10,2539
2018-04-11,2534
2018-04-12,2531
2018-04-13,2521
2018-04-14,2636
2018-04-15,2648
2018-04-16,2515
2018-04-17,2529
2018-04-18,2656
2018-04-19,2789
2018-04-20,2863
2018-04-21,2719
2018-04-22,2583
2018-04-23,2489
2018-04-24,2421
2018-04-25,2347
2018-04-26,2457
2018-04-27,2566
2018-04-28,2586
2018-04-29,2716
2018-04-30,2852
2018-05-01,2995
2018-05-03,3123
2018-05-04,3052
2018-05-05,2971
2018-05-07,2960
2018-05-08,2966
2018-05-09,2901
2018-05-10,2843
2018-05-11,2700
2018-05-12,2613
2018-05-13,2601
2018-05-14,2622
2018-05-15,2644
2018-05-16,2558
2018-05-17,2521
2018-05-18,2620
2018-05-19,2751
2018-05-20,2889
2018-05-21,3034
2018-05-22,3186
2018-05-23,3346
2018-05-24,3501
2018-05-25,3563
2018-05-26,3742
2018-05-27,3930
2018-05-28,4127
2018-05-29,4285
2018-05-30,4285
2018-05-31,4315
2018-06-01,4366
2018-06-02,4287
2018-06-03,4072
2018-06-04,3997
2018-06-05,4113
2018-06-06,4237
2018-06-07,4056
2018-06-08,3855
2018-06-09,3662
2018-06-10,3503
2018-06-11,3460
2018-06-12,3308
2018-06-13,3183
2018-06-14,3023
2018-06-15,2871
2018-06-16,2727
2018-06-17,2609
2018-06-18,2630
2018-06-19,2702
2018-06-20,2702
2018-06-22,2761
2018-06-23,2651
2018-06-24,2612
2018-06-25,2618
2018-06-26,2579
2018-06-27,2519
2018-06-28,2486
2018-06-29,2450
2018-06-30,2438
2018-07-01,2427
2018-07-02,2415
2018-07-03,2382
2018-07-04,2380
2018-07-05,2348
2018-07-06,2341
2018-07-07,2321
2018-07-08,2369
2018-07-09,2474
2018-07-10,2540
2018-07-11,2599
2018-07-12,2692
2018-07-13,2640
2018-07-14,2579
2018-07-15,2467
2018-07-16,2347
2018-07-17,2238
2018-07-18,2277
2018-07-19,2344
2018-07-20,2317
2018-07-21,2352
2018-07-22,2470
2018-07-23,2478
2018-07-24,2432
2018-07-25,2422
2018-07-26,2386
2018-07-27,2476
2018-07-28,2600
2018-07-29,2727
2018-07-30,2678
2018-07-31,2667
2018-08-01,2661
2018-08-02,2720
2018-08-03,2701
2018-08-04,2626
2018-08-05,2575
2018-08-06,2614
2018-08-07,2622
2018-08-08,2626
2018-08-09,2693
2018-08-10,2718
2018-08-11,2751
2018-08-12,2791
2018-08-14,2991
2018-08-16,3133
2018-08-17,3249
2018-08-18,3297
2018-08-19,3264
2018-08-20,3334
2018-08-21,3381
2018-08-22,3429
2018-08-23,3465
2018-08-24,3460
2018-08-25,3539
2018-08-26,3671
2018-08-27,3770
2018-08-28,3930
2018-08-29,4025
2018-08-30,4226
2018-08-31,4265
2018-09-01,4163
2018-09-02,4057
2018-09-03,4027
2018-09-04,4008
2018-09-05,4188
2018-09-06,4388
2018-09-07,4515
2018-09-08,4449
2018-09-09,4397
2018-09-10,4335
2018-09-11,4440
2018-09-12,4405
2018-09-13,4377
2018-09-14,4403
2018-09-15,4398
2018-09-16,4404
2018-09-17,4324
2018-09-18,4327
2018-09-19,4315
2018-09-20,4331
2018-09-21,4325
2018-09-22,4224
2018-09-23,4012
2018-09-24,3853
2018-09-25,3764
2018-09-26,3613
2018-09-27,3560
2018-09-28,3604
2018-09-29,3609
2018-09-30,3706
2018-10-01,3831
2018-10-02,3943
2018-10-03,4115
2018-10-04,4321
2018-10-05,4452
2018-10-06,4672
2018-10-07,4906
2018-10-08,5152
2018-10-09,5037
2018-10-10,4920
2018-10-11,4704
2018-10-12,4540
2018-10-13,4556
2018-10-14,4784
2018-10-15,4879
2018-10-16,4658
2018-10-17,4436
2018-10-18,4238
2018-10-19,4182
2018-10-20,4130
2018-10-21,3951
2018-10-22,3753
2018-10-23,3568
2018-10-24,3680
2018-10-25,3864
2018-10-26,4058
2018-10-27,4202
2018-10-28,4212
2018-10-29,4086
2018-10-30,3943
2018-10-31,3830
2018-11-01,3718
2018-11-03,3407
2018-11-04,3291
2018-11-05,3133
2018-11-06,3006
2018-11-07,2899
2018-11-08,2770
2018-11-09,2790
2018-11-10,2710
2018-11-11,2666
2018-11-12,2592
2018-11-13,2535
2018-11-14,2620
2018-11-15,2673
2018-11-16,2807
2018-11-17,2948
2018-11-18,3091
2018-11-19,3190
2018-11-20,3239
2018-11-21,3236
2018-11-22,3301
2018-11-23,3415
2018-11-24,3481
2018-11-25,3454
2018-11-26,3396
2018-11-27,3412
2018-11-28,3500
2018-11-29,3595
2018-12-01,3797
2018-12-02,3841
2018-12-03,3832
2018-12-04,3777
2018-12-05,3721
2018-12-07,3668
2018-12-09,3668
2018-12-10,3667
2018-12-11,3659
2018-12-12,3538
2018-12-13,3568
2018-12-14,3516
2018-12-15,3592
2018-12-16,3756
2018-12-17,3849
2018-12-18,3908
2018-12-19,3949
2018-12-20,4037
2018-12-21,4197
2018-12-22,4312
2018-12-23,4436
2018-12-24,4658
2018-12-25,4891
2018-12-26,5081
2018-12-27,5148
2018-12-28,5177
2018-12-29,5245
2018-12-30,5218
2018-12-31,5049
2019-01-01,4851
2019-01-02,4741
2019-01-03,4685
2019-01-04,4685
2019-01-05,4646
2019-01-06,4455
2019-01-08,4238
2019-01-10,3872
2019-01-11,3753
2019-01-12,3634
2019-01-13,3639
2019-01-14,3627
2019-01-15,3623
2019-01-16,3662
2019-01-17,3836
2019-01-18,4026
2019-01-19,4221
2019-01-20,4381
2019-01-21,4552
2019-01-22,4772
2019-01-23,4776
2019-01-24,4569
2019-01-25,4718
2019-01-26,4601
2019-01-27,4514
2019-01-28,4559
2019-01-29,4784
2019-01-30,5014
2019-01-31,5216
2019-02-01,5060
2019-02-02,4807
2019-02-03,4600
2019-02-04,4669
2019-02-05,4644
2019-02-06,4743
2019-02-07,4746
2019-02-08,4851
2019-02-09,4829
2019-02-10,4996
2019-02-11,5227
2019-02-12,5195
2019-02-13,5046
2019-02-14,4952
2019-02-15,4795
2019-02-16,4704
2019-02-17,4724
2019-02-18,4780
2019-02-19,4857
2019-02-20,4807
2019-02-21,4756
2019-02-22,4733
2019-02-23,4731
2019-02-24,4838
2019-02-25,5044
2019-02-26,5294
2019-02-27,5559
2019-02-28,5548
2019-03-01,5753
2019-03-02,5598
2019-03-03,5450
2019-03-04,5210
2019-03-05,4949
2019-03-06,4701
2019-03-07,4465
2019-03-08,4272
2019-03-09,4421
2019-03-10,4550
2019-03-11,4375
2019-03-12,4156
2019-03-13,3981
2019-03-14,4060
2019-03-15,4135
2019-03-16,4295
2019-03-17,4219
2019-03-18,4192
2019-03-19,3994
2019-03-20,4039
2019-03-21,4178
2019-03-22,4387
2019-03-23,4474
2019-03-24,4535
2019-03-25,4518
2019-03-26,4501
2019-03-27,4554
2019-03-28,4580
2019-03-29,4564
