date_obj,Black%20scimitar price
2019-03-20,1910
2019-03-21,1943
2019-03-22,1973
2019-03-23,1984
2019-03-24,1992
2019-03-25,1903
2019-03-26,1876
2019-03-27,1877
2019-03-28,1894
2019-03-29,1845
2019-03-30,1765
2019-03-31,1779
2019-04-01,1764
2019-04-02,1779
2019-04-03,1858
2019-04-04,1927
2019-04-05,1906
2019-04-06,1907
2019-04-07,1911
2019-04-08,1895
2019-04-09,1904
2019-04-10,1906
2019-04-11,1912
2019-04-12,1919
2019-04-13,1971
2019-04-14,2070
2019-04-15,2174
2019-04-16,2248
2019-04-17,2357
2019-04-18,2402
2019-04-19,2310
2019-04-20,2195
2019-04-21,2093
2019-04-22,2002
2019-04-23,1909
2019-04-24,1844
2019-04-25,1779
2019-04-26,1705
2019-04-27,1639
2019-04-28,1557
2019-04-29,1479
2019-04-30,1405
2019-05-01,1334
2019-05-02,1306
2019-05-03,1358
2019-05-04,1424
2019-05-05,1478
2019-05-06,1543
2019-05-07,1604
2019-05-08,1627
2019-05-09,1673
2019-05-10,1686
2019-05-11,1721
2019-05-12,1724
2019-05-13,1717
2019-05-14,1737
2019-05-15,1757
2019-05-16,1787
2019-05-17,1796
2019-05-18,1827
2019-05-19,1877
2019-05-20,1912
2019-05-21,1957
2019-05-22,2035
2019-05-23,2129
2019-05-24,2177
2019-05-25,2225
2019-05-26,2318
2019-05-27,2390
2019-05-28,2413
2019-05-29,2371
2019-05-30,2355
2019-05-31,2361
2019-06-01,2428
2019-06-02,2381
2019-06-03,2315
2019-06-04,2230
2019-06-05,2192
2019-06-06,2119
2019-06-07,2013
2019-06-08,1914
2019-06-09,1818
2019-06-10,1759
2019-06-11,1716
2019-06-12,1764
2019-06-13,1786
2019-06-14,1807
2019-06-15,1835
2019-06-16,1835
2019-06-17,1823
2019-06-18,1838
2019-06-19,1849
2019-06-20,1886
2019-06-21,1926
2019-06-22,1921
2019-06-23,1905
2019-06-24,1876
2019-06-25,1881
2019-06-26,1853
2019-06-27,1852
2019-06-28,1908
2019-06-29,1941
2019-06-30,1988
2019-07-01,1977
2019-07-02,1995
2019-07-03,2041
2019-07-04,2041
2019-07-05,1995
2019-07-06,1981
2019-07-07,2039
2019-07-08,2131
2019-07-09,2223
2019-07-10,2325
2019-07-11,2425
2019-07-12,2496
2019-07-13,2537
2019-07-14,2590
2019-07-15,2696
2019-07-16,2752
2019-07-17,2808
2019-07-18,2714
2019-07-19,2618
2019-07-20,2488
2019-07-21,2363
2019-07-22,2244
2019-07-23,2143
2019-07-24,2071
2019-07-25,2103
2019-07-26,2031
2019-07-27,1997
2019-07-28,2002
2019-07-29,1939
2019-07-30,1883
2019-07-31,1816
2019-08-01,1826
2019-08-02,1829
2019-08-03,1793
2019-08-04,1765
2019-08-05,1768
2019-08-06,1797
2019-08-07,1813
2019-08-08,1859
2019-08-09,1827
2019-08-10,1837
2019-08-11,1882
2019-08-12,1860
2019-08-13,1889
2019-08-14,1910
2019-08-15,1880
2019-08-16,1883
2019-08-17,1862
2019-08-18,1878
2019-08-19,1899
2019-08-20,1933
2019-08-21,1925
2019-08-22,1918
2019-08-23,1924
2019-08-24,1933
2019-08-24,1933
2019-08-25,1922
2019-08-25,1922
2019-08-26,1925
2019-08-27,1914
2019-08-27,1914
2019-08-28,1913
2019-08-29,1915
2019-08-30,1868
2019-08-31,1879
2019-09-01,1901
2019-09-02,1853
2019-09-03,1815
2019-09-04,1870
2019-09-05,1885
2019-09-06,1842
2019-09-07,1831
2019-09-08,1799
2019-09-09,1781
2019-09-10,1801
2019-09-11,1813
2019-09-12,1792
2019-09-13,1817
2019-09-14,1786
2019-09-15,1814
2019-09-16,1842
2019-09-17,1876
2019-09-18,1858
2019-09-19,1820
2019-09-20,1826
2019-09-21,1814
2019-09-22,1809
2019-09-23,1822
2019-09-24,1825
2019-09-25,1776
2019-09-26,1799
2019-09-27,1813
2019-09-28,1816
2019-09-29,1827
2019-09-30,1827
2019-10-01,1788
2019-10-02,1819
2019-10-03,1834
2019-10-04,1835
2019-10-05,1808
2019-10-06,1800
2019-10-07,1819
2019-10-08,1810
2019-10-09,1856
2019-10-10,1810
2019-10-11,1749
2019-10-12,1743
2019-10-13,1740
2019-10-14,1699
2019-10-15,1686
2019-10-16,1702
2019-10-17,1698
2019-10-18,1738
2019-10-19,1770
2019-10-20,1793
2019-10-21,1810
2019-10-22,1816
2019-10-23,1808
2019-10-24,1792
2019-10-25,1789
2019-10-26,1764
2019-10-27,1752
2019-10-28,1745
2019-10-29,1729
2019-10-30,1728
2019-10-31,1736
2019-11-01,1733
2019-11-02,1753
2019-11-03,1792
2019-11-04,1873
2019-11-05,1953
2019-11-06,2009
2019-11-07,1946
2019-11-08,1883
2019-11-09,1847
2019-11-10,1863
2019-11-11,1843
2019-11-12,1833
2019-11-13,1860
2019-11-14,1895
2019-11-15,1870
2019-11-16,1856
2019-11-17,1832
2019-11-18,1843
2019-11-19,1819
2019-11-20,1800
2019-11-21,1788
2019-11-22,1783
2019-11-23,1826
2019-11-24,1819
2019-11-25,1799
2019-11-26,1786
2019-11-27,1769
2019-11-28,1755
2019-11-29,1779
2019-11-30,1781
2019-12-01,1775
2019-12-02,1783
2019-12-03,1803
2019-12-04,1776
2019-12-05,1737
2019-12-06,1673
2019-12-07,1618
2019-12-08,1634
2019-12-09,1672
2019-12-10,1624
2019-12-11,1564
2019-12-12,1528
2019-12-13,1520
2019-12-14,1528
2019-12-15,1512
2019-12-16,1510
2019-12-17,1529
2019-12-18,1538
2019-12-19,1569
2019-12-20,1559
2019-12-21,1579
2019-12-22,1574
2019-12-23,1597
2019-12-24,1597
2019-12-25,1592
2019-12-26,1614
2019-12-27,1586
2019-12-28,1516
2019-12-29,1488
2019-12-30,1480
2019-12-31,1511
2020-01-01,1585
2020-01-02,1633
2020-01-03,1706
2020-01-04,1783
2020-01-05,1856
2020-01-06,1889
2020-01-07,1964
2020-01-08,1968
2020-01-09,1974
2020-01-10,1976
2020-01-11,1979
2020-01-12,1924
2020-01-13,1852
2020-01-14,1832
2020-01-15,1805
2020-01-16,1755
2020-01-17,1700
2020-01-18,1629
2020-01-19,1618
2020-01-20,1548
2020-01-21,1557
2020-01-22,1549
2020-01-23,1625
2020-01-24,1698
2020-01-25,1735
2020-01-26,1692
2020-01-27,1617
2020-01-28,1628
2020-01-29,1635
2020-01-30,1613
2020-01-31,1566
2020-02-01,1517
2020-02-02,1565
2020-02-03,1612
2020-02-04,1639
2020-02-05,1626
2020-02-06,1581
2020-02-07,1572
2020-02-08,1597
2020-02-09,1613
2020-02-10,1668
2020-02-11,1688
2020-02-12,1714
2020-02-13,1734
2020-02-14,1771
2020-02-15,1855
2020-02-16,1854
2020-02-17,1816
2020-02-18,1775
2020-02-19,1738
2020-02-20,1719
2020-02-21,1698
2020-02-22,1692
2020-02-23,1716
2020-02-24,1728
2020-02-25,1725
2020-02-26,1726
2020-02-27,1736
2020-02-28,1732
2020-02-29,1683
2020-03-01,1668
2020-03-02,1613
2020-03-03,1625
2020-03-04,1659
2020-03-05,1683
2020-03-06,1695
2020-03-07,1701
2020-03-08,1634
2020-03-09,1624
2020-03-10,1600
2020-03-11,1580
2020-03-12,1571
2020-03-13,1552
2020-03-14,1496
2020-03-15,1474
2020-03-16,1436
2020-03-17,1432
2020-03-18,1388
2020-03-19,1364
2020-03-20,1395
2020-03-21,1421
2020-03-22,1432
2020-03-23,1435
2020-03-24,1444
2020-03-25,1449
2020-03-26,1451
2020-03-27,1447
2020-03-28,1437
2020-03-29,1423
2020-03-30,1454
2020-03-31,1485
2020-04-01,1517
2020-04-02,1531
2020-04-03,1581
2020-04-04,1645
2020-04-05,1725
2020-04-06,1757
2020-04-07,1669
2020-04-08,1585
2020-04-09,1514
2020-04-10,1438
2020-04-11,1366
2020-04-12,1327
2020-04-13,1304
2020-04-14,1299
2020-04-15,1355
2020-04-16,1413
2020-04-17,1422
2020-04-18,1431
2020-04-19,1409
2020-04-20,1432
2020-04-21,1413
2020-04-22,1383
2020-04-23,1426
2020-04-24,1498
2020-04-25,1573
2020-04-26,1585
2020-04-27,1582
2020-04-28,1662
2020-04-29,1733
2020-04-30,1797
2020-05-01,1804
2020-05-02,1797
2020-05-03,1738
2020-05-04,1662
2020-05-05,1638
2020-05-06,1645
2020-05-07,1638
2020-05-08,1598
2020-05-09,1595
2020-05-10,1569
2020-05-11,1540
2020-05-12,1529
2020-05-13,1517
