date_obj,Raw%20summer%20pie price
2015-03-26,3254
2015-03-27,3254
2015-03-28,3254
2015-03-29,3254
2015-03-30,3254
2015-03-31,3254
2015-04-01,3254
2015-04-02,3254
2015-04-03,3254
2015-04-04,3254
2015-04-05,3254
2015-04-06,3254
2015-04-07,3254
2015-04-08,3254
2015-04-09,3254
2015-04-10,3254
2015-04-11,3254
2015-04-12,3254
2015-04-13,3254
2015-04-14,3254
2015-04-15,3254
2015-04-16,3254
2015-04-17,3254
2015-04-18,3254
2015-04-19,3254
2015-04-20,3254
2015-04-21,3254
2015-04-22,3254
2015-04-23,3254
2015-04-24,3254
2015-04-25,3254
2015-04-26,3254
2015-04-27,3254
2015-04-28,3254
2015-04-29,3254
2015-04-30,3254
2015-05-01,3254
2015-05-02,3254
2015-05-03,3254
2015-05-04,3254
2015-05-05,3112
2015-05-06,3112
2015-05-07,3112
2015-05-08,3112
2015-05-09,3112
2015-05-10,3112
2015-05-11,3112
2015-05-12,3112
2015-05-13,3112
2015-05-14,3112
2015-05-15,3112
2015-05-16,3112
2015-05-17,3112
2015-05-18,3112
2015-05-19,3112
2015-05-20,3112
2015-05-21,3112
2015-05-22,3112
2015-05-23,3112
2015-05-24,3112
2015-05-25,3112
2015-05-26,3112
2015-05-27,3112
2015-05-28,3112
2015-05-29,3112
2015-05-30,3112
2015-05-31,3112
2015-06-01,3112
2015-06-02,3112
2015-06-03,3112
2015-06-04,3112
2015-06-05,3112
2015-06-06,3112
2015-06-07,3112
2015-06-08,3112
2015-06-09,3112
2015-06-10,3112
2015-06-11,3112
2015-06-12,3112
2015-06-13,3112
2015-06-14,3112
2015-06-15,2960
2015-06-16,2960
2015-06-17,2960
2015-06-18,2960
2015-06-19,2960
2015-06-20,2960
2015-06-21,2960
2015-06-22,2960
2015-06-23,2960
2015-06-24,2960
2015-06-25,2960
2015-06-26,2960
2015-06-27,2960
2015-06-28,2960
2015-06-29,2960
2015-06-30,2960
2015-07-01,2960
2015-07-02,2960
2015-07-03,2960
2015-07-04,2960
2015-07-05,2960
2015-07-06,2960
2015-07-07,2960
2015-07-08,2960
2015-07-09,2960
2015-07-10,2960
2015-07-11,2960
2015-07-12,2960
2015-07-13,2960
2015-07-14,2960
2015-07-15,2960
2015-07-16,2960
2015-07-17,2960
2015-07-18,2960
2015-07-19,2960
2015-07-20,2960
2015-07-21,2960
2015-07-22,2960
2015-07-23,2960
2015-07-24,2960
2015-07-25,2960
2015-07-26,2960
2015-07-27,2960
2015-07-28,2960
2015-07-29,2960
2015-07-30,2817
2015-07-31,2817
2015-08-01,2817
2015-08-02,2817
2015-08-03,2817
2015-08-04,2817
2015-08-05,2817
2015-08-06,2817
2015-08-07,2817
2015-08-08,2817
2015-08-09,2817
2015-08-10,2817
2015-08-11,2817
2015-08-12,2817
2015-08-13,2817
2015-08-14,2817
2015-08-15,2817
2015-08-16,2817
2015-08-17,2817
2015-08-18,2817
2015-08-19,2817
2015-08-20,2817
2015-08-21,2817
2015-08-22,2817
2015-08-23,2817
2015-08-24,2817
2015-08-25,2817
2015-08-26,2817
2015-08-27,2817
2015-08-28,2817
2015-08-29,2817
2015-08-30,2817
2015-08-31,2817
2015-09-01,2817
2015-09-02,2817
2015-09-03,2817
2015-09-04,2817
2015-09-05,2817
2015-09-06,2817
2015-09-07,2817
2015-09-08,2817
2015-09-09,2817
2015-09-10,2817
2015-09-11,2817
2015-09-12,2676
2015-09-13,2676
2015-09-14,2676
2015-09-15,2676
2015-09-16,2676
2015-09-17,2676
2015-09-18,2676
2015-09-19,2676
2015-09-20,2676
2015-09-21,2676
2015-09-22,2676
2015-09-23,2676
2015-09-24,2676
2015-09-25,2676
2015-09-27,2676
2015-09-28,2676
2015-09-29,2676
2015-09-30,2676
2015-10-05,2676
2015-10-06,2676
2015-10-07,2676
2015-10-08,2676
2015-10-09,2676
2015-10-10,2676
2015-10-11,2676
2015-10-12,2676
2015-10-13,2676
2015-10-14,2676
2015-10-15,2676
2015-10-16,2676
2015-10-17,2676
2015-10-18,2676
2015-10-19,2676
2015-10-20,2676
2015-10-22,2676
2015-10-23,2676
2015-10-24,2676
2015-10-25,2548
2015-10-26,2548
2015-10-27,2548
2015-10-29,2548
2015-10-30,2548
2015-10-31,2548
2015-11-01,2548
2015-11-02,2548
2015-11-03,2548
2015-11-04,2548
2015-11-05,2548
2015-11-06,2548
2015-11-07,2548
2015-11-08,2548
2015-11-09,2548
2015-11-10,2548
2015-11-11,2548
2015-11-12,2548
2015-11-13,2548
2015-11-14,2548
2015-11-15,2548
2015-11-16,2548
2015-11-17,2548
2015-11-18,2548
2015-11-19,2548
2015-11-20,2548
2015-11-21,2548
2015-11-22,2548
2015-11-23,2548
2015-11-24,2548
2015-11-25,2548
2015-11-26,2548
2015-11-27,2548
2015-11-28,2548
2015-11-29,2548
2015-11-30,2548
2015-12-01,2548
2015-12-02,2548
2015-12-03,2548
2015-12-04,2548
2015-12-05,2548
2015-12-06,2548
2015-12-07,2548
2015-12-08,2423
2015-12-09,2423
2015-12-10,2423
2015-12-11,2423
2015-12-12,2423
2015-12-13,2423
2015-12-14,2423
2015-12-15,2423
2015-12-16,2423
2015-12-17,2423
2015-12-18,2423
2015-12-19,2423
2015-12-20,2423
2015-12-21,2423
2015-12-22,2423
2015-12-23,2423
2015-12-24,2423
2015-12-25,2423
2015-12-26,2423
2015-12-27,2423
2015-12-28,2423
2015-12-29,2423
2015-12-30,2423
2015-12-31,2423
2016-01-01,2423
2016-01-02,2423
2016-01-03,2372
2016-01-04,2372
2016-01-05,2372
2016-01-06,2372
2016-01-07,2372
2016-01-08,2372
2016-01-09,2372
2016-01-10,2372
2016-01-11,2372
2016-01-12,2372
2016-01-13,2372
2016-01-14,2372
2016-01-15,2372
2016-01-16,2372
2016-01-17,2372
2016-01-18,2372
2016-01-19,2372
2016-01-20,2372
2016-01-21,2372
2016-01-22,2372
2016-01-23,2372
2016-01-24,2372
2016-01-25,2372
2016-01-26,2372
2016-01-27,2253
2016-01-28,2253
2016-01-29,2253
2016-01-30,2253
2016-01-31,2253
2016-02-01,2253
2016-02-02,2253
2016-02-03,2253
2016-02-04,2253
2016-02-05,2253
2016-02-06,2253
2016-02-07,2253
2016-02-08,2253
2016-02-09,2253
2016-02-10,2253
2016-02-11,2253
2016-02-12,2253
2016-02-13,2253
2016-02-14,2253
2016-02-15,2253
2016-02-16,2253
2016-02-17,2253
2016-02-18,2253
2016-02-19,2253
2016-02-20,2140
2016-02-21,2140
2016-02-22,2140
2016-02-23,2140
2016-02-24,2140
2016-02-25,2140
2016-02-26,2140
2016-02-27,2140
2016-02-28,2140
2016-02-29,2140
2016-03-01,2140
2016-03-03,2140
2016-03-04,2140
2016-03-05,2140
2016-03-06,2140
2016-03-07,2140
2016-03-08,2140
2016-03-09,2140
2016-03-10,2140
2016-03-11,2140
2016-03-12,2140
2016-03-13,2140
2016-03-14,2033
2016-03-15,2033
2016-03-16,2033
2016-03-17,2033
2016-03-18,2033
2016-03-19,2033
2016-03-20,2033
2016-03-21,2033
2016-03-22,2033
2016-03-23,2033
2016-03-24,2033
2016-03-25,2033
2016-03-26,2033
2016-03-27,2033
2016-03-28,2033
2016-03-29,2033
2016-03-30,2033
2016-03-31,2033
2016-04-01,2033
2016-04-02,2033
2016-04-03,2033
2016-04-04,2033
2016-04-05,2033
2016-04-06,1931
2016-04-07,1931
2016-04-08,1931
2016-04-09,1931
2016-04-10,1931
2016-04-11,1931
2016-04-12,1931
2016-04-13,1931
2016-04-14,1931
2016-04-15,1931
2016-04-16,1931
2016-04-17,1931
2016-04-18,1931
2016-04-19,1931
2016-04-20,1931
2016-04-21,1931
2016-04-22,1931
2016-04-23,1931
2016-04-24,1931
2016-04-25,1931
2016-04-26,1931
2016-04-27,1931
2016-04-28,1837
2016-04-29,1837
2016-04-30,1837
2016-05-01,1837
2016-05-02,1837
2016-05-03,1837
2016-05-04,1837
2016-05-05,1837
2016-05-06,1837
2016-05-07,1837
2016-05-08,1837
2016-05-09,1837
2016-05-10,1837
2016-05-11,1837
2016-05-12,1837
2016-05-13,1837
2016-05-14,1837
2016-05-15,1837
2016-05-16,1837
2016-05-17,1745
2016-05-18,1745
2016-05-19,1745
2016-05-22,1745
2016-05-23,1745
2016-05-24,1745
2016-05-25,1745
2016-05-26,1745
2016-05-27,1745
2016-05-28,1745
2016-05-29,1745
2016-05-30,1745
2016-05-31,1745
2016-06-01,1661
2016-06-02,1661
2016-06-03,1661
2016-06-04,1661
2016-06-05,1661
2016-06-06,1661
2016-06-07,1661
2016-06-08,1661
2016-06-09,1661
2016-06-10,1661
2016-06-11,1661
2016-06-12,1661
2016-06-13,1661
2016-06-14,1661
2016-06-15,1661
2016-06-16,1661
2016-06-17,1580
2016-06-18,1580
2016-06-19,1580
2016-06-20,1580
2016-06-21,1580
2016-06-22,1580
2016-06-23,1580
2016-06-24,1580
2016-06-25,1580
2016-06-26,1580
2016-06-27,1580
2016-06-28,1580
2016-06-29,1580
2016-06-30,1580
2016-07-01,1580
2016-07-02,1580
2016-07-03,1580
2016-07-04,1580
2016-07-05,1516
2016-07-06,1516
2016-07-07,1516
2016-07-08,1516
2016-07-09,1516
2016-07-10,1516
2016-07-11,1516
2016-07-12,1516
2016-07-13,1516
2016-07-14,1516
2016-07-15,1516
2016-07-16,1516
2016-07-17,1516
2016-07-18,1516
2016-07-23,1516
2016-07-24,1516
2016-07-25,1460
2016-07-26,1460
2016-07-27,1460
2016-07-28,1460
2016-07-29,1460
2016-07-30,1460
2016-07-31,1460
2016-08-01,1460
2016-08-02,1460
2016-08-03,1460
2016-08-04,1460
2016-08-05,1460
2016-08-06,1460
2016-08-07,1460
2016-08-08,1460
2016-08-09,1460
2016-08-10,1460
2016-08-11,1460
2016-08-12,1460
2016-08-13,1460
2016-08-14,1460
2016-08-15,1500
2016-08-16,1500
2016-08-17,1500
2016-08-18,1500
2016-08-19,1500
2016-08-20,1500
2016-08-21,1500
2016-08-22,1500
2016-08-23,1500
2016-08-24,1500
2016-08-25,1500
2016-08-26,1500
2016-08-28,1500
2016-08-31,1500
2016-09-01,1500
2016-09-02,1500
2016-09-03,1500
2016-09-04,1573
2016-09-05,1573
2016-09-06,1573
2016-09-07,1573
2016-09-08,1573
2016-09-09,1573
2016-09-10,1573
2016-09-11,1573
2016-09-12,1573
2016-09-13,1573
2016-09-14,1573
2016-09-15,1573
2016-09-16,1573
2016-09-17,1573
2016-09-18,1573
2016-09-19,1573
2016-09-20,1573
2016-09-21,1573
2016-09-22,1573
2016-09-23,1573
2016-09-24,1573
2016-09-25,1642
2016-09-26,1642
2016-09-27,1642
2016-09-28,1642
2016-09-29,1642
2016-09-30,1642
2016-10-01,1642
2016-10-02,1642
2016-10-03,1642
2016-10-04,1642
2016-10-05,1642
2016-10-06,1642
2016-10-07,1642
2016-10-08,1642
2016-10-09,1642
2016-10-10,1642
2016-10-11,1642
2016-10-12,1702
2016-10-13,1702
2016-10-14,1702
2016-10-15,1702
2016-10-16,1702
2016-10-17,1702
2016-10-18,1702
2016-10-19,1702
2016-10-20,1702
2016-10-21,1702
2016-10-22,1702
2016-10-23,1702
2016-10-24,1771
2016-10-25,1771
2016-10-26,1771
