date_obj,Red%20d'hide%20chaps%20(t) price
2019-04-05,2953
2019-04-06,2953
2019-04-07,2963
2019-04-08,3006
2019-04-09,3070
2019-04-10,3108
2019-04-11,3162
2019-04-12,3085
2019-04-13,2930
2019-04-14,2783
2019-04-15,2656
2019-04-16,2672
2019-04-17,2688
2019-04-18,2735
2019-04-19,2779
2019-04-20,2787
2019-04-21,2817
2019-04-22,2859
2019-04-23,2867
2019-04-24,2909
2019-04-25,2852
2019-04-26,2878
2019-04-27,2878
2019-04-28,2889
2019-04-29,2909
2019-04-30,2869
2019-05-01,2918
2019-05-02,2936
2019-05-03,2969
2019-05-04,3028
2019-05-05,3026
2019-05-06,3050
2019-05-07,3080
2019-05-08,3032
2019-05-09,2951
2019-05-10,2868
2019-05-11,2821
2019-05-12,2916
2019-05-13,3012
2019-05-14,3077
2019-05-15,3127
2019-05-16,3235
2019-05-17,3235
2019-05-18,3312
2019-05-19,3326
2019-05-20,3370
2019-05-21,3278
2019-05-22,3246
2019-05-23,3228
2019-05-24,3195
2019-05-25,3250
2019-05-26,3373
2019-05-27,3339
2019-05-28,3351
2019-05-29,3356
2019-05-30,3290
2019-05-31,3270
2019-06-01,3263
2019-06-02,3196
2019-06-03,3193
2019-06-04,3148
2019-06-05,3010
2019-06-06,2986
2019-06-07,2938
2019-06-08,2948
2019-06-09,2952
2019-06-10,2952
2019-06-11,2911
2019-06-12,2875
2019-06-13,2930
2019-06-14,3019
2019-06-15,3029
2019-06-16,2973
2019-06-17,3002
2019-06-18,3002
2019-06-19,2969
2019-06-20,2946
2019-06-21,2974
2019-06-22,3042
2019-06-23,3057
2019-06-24,2989
2019-06-25,2988
2019-06-26,3075
2019-06-27,3229
2019-06-28,3229
2019-06-29,3363
2019-06-30,3438
2019-07-01,3438
2019-07-02,3469
2019-07-03,3505
2019-07-04,3505
2019-07-05,3531
2019-07-06,3614
2019-07-07,3700
2019-07-08,3846
2019-07-09,3949
2019-07-10,3884
2019-07-11,3820
2019-07-12,3708
2019-07-13,3569
2019-07-14,3449
2019-07-15,3449
2019-07-16,3510
2019-07-17,3609
2019-07-18,3664
2019-07-19,3637
2019-07-20,3637
2019-07-21,3639
2019-07-22,3776
2019-07-23,3884
2019-07-24,3884
2019-07-25,3758
2019-07-26,3689
2019-07-27,3551
2019-07-28,3412
2019-07-29,3248
2019-07-30,3106
2019-07-31,2969
2019-08-01,2833
2019-08-02,2810
2019-08-03,2821
2019-08-04,2821
2019-08-05,2874
2019-08-06,2874
2019-08-07,2856
2019-08-08,2856
2019-08-09,2810
2019-08-10,2789
2019-08-11,2789
2019-08-12,2822
2019-08-13,2767
2019-08-14,2767
2019-08-15,2771
2019-08-16,2714
2019-08-17,2714
2019-08-18,2727
2019-08-19,2716
2019-08-20,2716
2019-08-21,2758
2019-08-22,2737
2019-08-23,2737
2019-08-24,2752
2019-08-24,2752
2019-08-25,2752
2019-08-25,2752
2019-08-26,2762
2019-08-26,2762
2019-08-27,2762
2019-08-27,2762
2019-08-28,2756
2019-08-29,2770
2019-08-30,2781
2019-08-31,2781
2019-09-01,2806
2019-09-02,2806
2019-09-03,2843
2019-09-04,2830
2019-09-05,2830
2019-09-06,2783
2019-09-07,2796
2019-09-08,2759
2019-09-09,2759
2019-09-10,2782
2019-09-11,2817
2019-09-12,2817
2019-09-13,2839
2019-09-14,2802
2019-09-15,2801
2019-09-16,2841
2019-09-17,2877
2019-09-18,2844
2019-09-19,2844
2019-09-20,2862
2019-09-21,2830
2019-09-22,2830
2019-09-23,2849
2019-09-24,2849
2019-09-25,2754
2019-09-26,2684
2019-09-27,2684
2019-09-28,2695
2019-09-29,2695
2019-09-30,2725
2019-10-01,2740
2019-10-02,2740
2019-10-03,2754
2019-10-04,2754
2019-10-05,2699
2019-10-06,2652
2019-10-07,2652
2019-10-08,2694
2019-10-09,2694
2019-10-10,2707
2019-10-11,2707
2019-10-12,2656
2019-10-13,2637
2019-10-14,2637
2019-10-15,2650
2019-10-16,2614
2019-10-17,2614
2019-10-18,2646
2019-10-19,2691
2019-10-20,2691
2019-10-21,2731
2019-10-22,2731
2019-10-23,2777
2019-10-24,2777
2019-10-25,2853
2019-10-26,2844
2019-10-27,2844
2019-10-28,2816
2019-10-29,2816
2019-10-30,2937
2019-10-31,2911
2019-11-01,2911
2019-11-02,2926
2019-11-03,3054
2019-11-04,3088
2019-11-05,3088
2019-11-06,3052
2019-11-07,3052
2019-11-08,3120
2019-11-09,3173
2019-11-10,3241
2019-11-11,3278
2019-11-12,3278
2019-11-13,3259
2019-11-14,3377
2019-11-15,3545
2019-11-16,3670
2019-11-17,3670
2019-11-18,3765
2019-11-19,3765
2019-11-20,3806
2019-11-21,3806
2019-11-22,3783
2019-11-23,3731
2019-11-24,3629
2019-11-25,3510
2019-11-26,3405
2019-11-27,3405
2019-11-28,3436
2019-11-29,3436
2019-11-30,3553
2019-12-01,3553
2019-12-02,3731
2019-12-03,3918
2019-12-04,3918
2019-12-05,4114
2019-12-06,4307
2019-12-07,4514
2019-12-08,4514
2019-12-09,4720
2019-12-10,4956
2019-12-11,4956
2019-12-12,5120
2019-12-13,5230
2019-12-14,5067
2019-12-15,4959
2019-12-16,4959
2019-12-17,4843
2019-12-18,4843
2019-12-19,4939
2019-12-20,4939
2019-12-21,5032
2019-12-22,5152
2019-12-23,5152
2019-12-24,5173
2019-12-25,5081
2019-12-26,5081
2019-12-27,5066
2019-12-28,5204
2019-12-29,5204
2019-12-30,5306
2019-12-31,5445
2020-01-01,5240
2020-01-02,4983
2020-01-03,4770
2020-01-04,4577
2020-01-05,4348
2020-01-06,4348
2020-01-07,4206
2020-01-08,4206
2020-01-09,4130
2020-01-10,4122
2020-01-11,4040
2020-01-12,3877
2020-01-13,3877
2020-01-14,3741
2020-01-15,3623
2020-01-16,3599
2020-01-17,3572
2020-01-18,3572
2020-01-19,3581
2020-01-20,3687
2020-01-21,3687
2020-01-22,3860
2020-01-23,3907
2020-01-24,3711
2020-01-25,3578
2020-01-26,3467
2020-01-27,3310
2020-01-28,3208
2020-01-29,3254
2020-01-30,3254
2020-01-31,3194
2020-02-01,3050
2020-02-02,2948
2020-02-03,2857
2020-02-04,2738
2020-02-05,2650
2020-02-06,2628
2020-02-07,2539
2020-02-08,2497
2020-02-09,2447
2020-02-10,2418
2020-02-11,2418
2020-02-12,2438
2020-02-13,2438
2020-02-14,2496
2020-02-15,2496
2020-02-16,2506
2020-02-17,2584
2020-02-18,2593
2020-02-19,2593
2020-02-20,2593
2020-02-21,2593
2020-02-22,2577
2020-02-23,2600
2020-02-24,2578
2020-02-25,2578
2020-02-26,2608
2020-02-27,2715
2020-02-28,2756
2020-02-29,2756
2020-03-01,2799
2020-03-02,2857
2020-03-03,2823
2020-03-04,2823
2020-03-05,2798
2020-03-06,2733
2020-03-07,2690
2020-03-08,2690
2020-03-09,2756
2020-03-10,2710
2020-03-11,2761
2020-03-12,2740
2020-03-13,2740
2020-03-14,2656
2020-03-15,2625
2020-03-16,2577
2020-03-17,2608
2020-03-18,2596
2020-03-19,2616
2020-03-20,2624
2020-03-21,2658
2020-03-22,2682
2020-03-23,2690
2020-03-24,2701
2020-03-25,2798
2020-03-26,2783
2020-03-27,2727
2020-03-28,2696
2020-03-29,2754
2020-03-30,2744
2020-03-31,2723
2020-04-01,2697
2020-04-02,2743
2020-04-03,2743
2020-04-04,2770
2020-04-05,2887
2020-04-06,3029
2020-04-07,3064
2020-04-08,3039
2020-04-09,2891
2020-04-10,2891
2020-04-11,2815
2020-04-12,2793
2020-04-13,2770
2020-04-14,2780
2020-04-15,2809
2020-04-16,2809
2020-04-17,2853
2020-04-18,2937
2020-04-19,2918
2020-04-20,2833
2020-04-21,2813
2020-04-22,2887
2020-04-23,2902
2020-04-24,2883
2020-04-25,2865
2020-04-26,2838
2020-04-27,2774
2020-04-28,2760
2020-04-29,2712
2020-04-30,2677
2020-05-01,2682
2020-05-02,2704
2020-05-03,2765
2020-05-04,2750
2020-05-05,2785
2020-05-06,2764
2020-05-07,2751
2020-05-08,2764
2020-05-09,2805
2020-05-10,2837
2020-05-11,2825
2020-05-12,2763
2020-05-13,2742
