date_obj,Dragon%20boots price
2019-03-30,429099
2019-03-31,429801
2019-04-01,427597
2019-04-02,427204
2019-04-03,427332
2019-04-04,429771
2019-04-05,429729
2019-04-06,431281
2019-04-07,451044
2019-04-08,449090
2019-04-09,453527
2019-04-10,455725
2019-04-11,455003
2019-04-12,453889
2019-04-13,451762
2019-04-14,449722
2019-04-15,447086
2019-04-16,445031
2019-04-17,444671
2019-04-18,441303
2019-04-19,439075
2019-04-20,436235
2019-04-21,433245
2019-04-22,429374
2019-04-23,426968
2019-04-24,422634
2019-04-25,421188
2019-04-26,420333
2019-04-27,421182
2019-04-28,423743
2019-04-29,426898
2019-04-30,429271
2019-05-01,429955
2019-05-02,430723
2019-05-03,429007
2019-05-04,429440
2019-05-05,427840
2019-05-06,434840
2019-05-07,431758
2019-05-08,429963
2019-05-09,430666
2019-05-10,429356
2019-05-11,429366
2019-05-12,429825
2019-05-13,429171
2019-05-14,428269
2019-05-15,427462
2019-05-16,424883
2019-05-17,424206
2019-05-18,422983
2019-05-19,421125
2019-05-20,419921
2019-05-21,417451
2019-05-22,416062
2019-05-23,414542
2019-05-24,411511
2019-05-25,406863
2019-05-26,403215
2019-05-27,401613
2019-05-28,398204
2019-05-29,396402
2019-05-30,395159
2019-05-31,392990
2019-06-01,391307
2019-06-02,390190
2019-06-03,391463
2019-06-04,389925
2019-06-05,383650
2019-06-06,375911
2019-06-07,371020
2019-06-08,367919
2019-06-09,362873
2019-06-10,362315
2019-06-11,357959
2019-06-12,353554
2019-06-13,349109
2019-06-14,348169
2019-06-15,351218
2019-06-16,350316
2019-06-17,349417
2019-06-18,348194
2019-06-19,346337
2019-06-20,346155
2019-06-21,345094
2019-06-22,344850
2019-06-23,343220
2019-06-24,342935
2019-06-25,340030
2019-06-26,340107
2019-06-27,339908
2019-06-28,342405
2019-06-29,343592
2019-06-30,343879
2019-07-01,343442
2019-07-02,343090
2019-07-03,343402
2019-07-04,346522
2019-07-05,362921
2019-07-06,369306
2019-07-07,367089
2019-07-08,364523
2019-07-09,366354
2019-07-10,365216
2019-07-11,363643
2019-07-12,360626
2019-07-13,358102
2019-07-14,355651
2019-07-15,351889
2019-07-16,348831
2019-07-17,346518
2019-07-18,342693
2019-07-19,339319
2019-07-20,337554
2019-07-21,334055
2019-07-22,332473
2019-07-23,332067
2019-07-24,331144
2019-07-25,343303
2019-07-26,353557
2019-07-27,364729
2019-07-28,365785
2019-07-29,356976
2019-07-30,344592
2019-07-31,333143
2019-08-01,334822
2019-08-02,335013
2019-08-03,333006
2019-08-04,330749
2019-08-05,328004
2019-08-06,328083
2019-08-07,334982
2019-08-08,338763
2019-08-09,337427
2019-08-10,335065
2019-08-11,334450
2019-08-12,333336
2019-08-13,331564
2019-08-14,331152
2019-08-15,336211
2019-08-16,339751
2019-08-17,337672
2019-08-18,336228
2019-08-19,335570
2019-08-20,334895
2019-08-21,334405
2019-08-22,331687
2019-08-23,328749
2019-08-24,327528
2019-08-24,327528
2019-08-25,330961
2019-08-25,330961
2019-08-26,329386
2019-08-27,328491
2019-08-27,328491
2019-08-28,328045
2019-08-29,326000
2019-08-30,325179
2019-08-31,326688
2019-09-01,325196
2019-09-02,324827
2019-09-03,325061
2019-09-04,324380
2019-09-05,322499
2019-09-06,320464
2019-09-07,318880
2019-09-08,319099
2019-09-09,321864
2019-09-10,320703
2019-09-11,317495
2019-09-12,315432
2019-09-13,313807
2019-09-14,311466
2019-09-15,310496
2019-09-16,314043
2019-09-17,319290
2019-09-18,321129
2019-09-19,320090
2019-09-20,317014
2019-09-21,312243
2019-09-22,308103
2019-09-23,304405
2019-09-24,304640
2019-09-25,307031
2019-09-26,306924
2019-09-27,304885
2019-09-28,303162
2019-09-29,304170
2019-09-30,305866
2019-10-01,309802
2019-10-02,312614
2019-10-03,316740
2019-10-04,315159
2019-10-05,317791
2019-10-06,314235
2019-10-07,312404
2019-10-08,309519
2019-10-09,306815
2019-10-10,306617
2019-10-11,307008
2019-10-12,307916
2019-10-13,307274
2019-10-14,306521
2019-10-15,308404
2019-10-16,306254
2019-10-17,304810
2019-10-18,303283
2019-10-19,301111
2019-10-20,300858
2019-10-21,298297
2019-10-22,296893
2019-10-23,297052
2019-10-24,298137
2019-10-25,298742
2019-10-26,297877
2019-10-27,297965
2019-10-28,297877
2019-10-29,297626
2019-10-30,298782
2019-10-31,299874
2019-11-01,306195
2019-11-02,313379
2019-11-03,315060
2019-11-04,316374
2019-11-05,318391
2019-11-06,318272
2019-11-07,330598
2019-11-08,337753
2019-11-09,342188
2019-11-10,343385
2019-11-11,343283
2019-11-12,341146
2019-11-13,341784
2019-11-14,341901
2019-11-15,339706
2019-11-16,333563
2019-11-17,332359
2019-11-18,327849
2019-11-19,325523
2019-11-20,321212
2019-11-21,318937
2019-11-22,313751
2019-11-23,311016
2019-11-24,307583
2019-11-25,304992
2019-11-26,305360
2019-11-27,302602
2019-11-28,303295
2019-11-29,303563
2019-11-30,306249
2019-12-01,314161
2019-12-02,312293
2019-12-03,311223
2019-12-04,310604
2019-12-05,309836
2019-12-06,308126
2019-12-07,306539
2019-12-08,306265
2019-12-09,303599
2019-12-10,304068
2019-12-11,303909
2019-12-12,304839
2019-12-13,307928
2019-12-14,314460
2019-12-15,317999
2019-12-16,316140
2019-12-17,319835
2019-12-18,328543
2019-12-19,323165
2019-12-20,318050
2019-12-21,311836
2019-12-22,308095
2019-12-23,305725
2019-12-24,305064
2019-12-25,308087
2019-12-26,306772
2019-12-27,311178
2019-12-28,315372
2019-12-29,314070
2019-12-30,311167
2019-12-31,307455
2020-01-01,303575
2020-01-02,305087
2020-01-03,307116
2020-01-04,307216
2020-01-05,306210
2020-01-06,305788
2020-01-07,306553
2020-01-08,306108
2020-01-09,304581
2020-01-10,304407
2020-01-11,305877
2020-01-12,305529
2020-01-13,303681
2020-01-14,305525
2020-01-15,306089
2020-01-16,306156
2020-01-17,306264
2020-01-18,306176
2020-01-19,305564
2020-01-20,304382
2020-01-21,303619
2020-01-22,302875
2020-01-23,300857
2020-01-24,299137
2020-01-25,297662
2020-01-26,297313
2020-01-27,298858
2020-01-28,299580
2020-01-29,298615
2020-01-30,298323
2020-01-31,297782
2020-02-01,299832
2020-02-02,299194
2020-02-03,298938
2020-02-04,298311
2020-02-05,297706
2020-02-06,295187
2020-02-07,294343
2020-02-08,289262
2020-02-09,287424
2020-02-10,288142
2020-02-11,288992
2020-02-12,289140
2020-02-13,289390
2020-02-14,287463
2020-02-15,286234
2020-02-16,284088
2020-02-17,283608
2020-02-18,283954
2020-02-19,284777
2020-02-20,285999
2020-02-21,286694
2020-02-22,285896
2020-02-23,283125
2020-02-24,281589
2020-02-25,279302
2020-02-26,280570
2020-02-27,281801
2020-02-28,281718
2020-02-29,282435
2020-03-01,283955
2020-03-02,284165
2020-03-03,293566
2020-03-04,298271
2020-03-05,298017
2020-03-06,298095
2020-03-07,291708
2020-03-08,288337
2020-03-09,288154
2020-03-10,291852
2020-03-11,293561
2020-03-12,293027
2020-03-13,292052
2020-03-14,291420
2020-03-15,290348
2020-03-16,289622
2020-03-17,289822
2020-03-18,290047
2020-03-19,289658
2020-03-20,289918
2020-03-21,290931
2020-03-22,297583
2020-03-23,302179
2020-03-24,307178
2020-03-25,315640
2020-03-26,317742
2020-03-27,316227
2020-03-28,315008
2020-03-29,312786
2020-03-30,311235
2020-03-31,310312
2020-04-01,308511
2020-04-02,307487
2020-04-03,306674
2020-04-04,305182
2020-04-05,304474
2020-04-06,304727
2020-04-07,303909
2020-04-08,302298
2020-04-09,301489
2020-04-10,301775
2020-04-11,303225
2020-04-12,307028
2020-04-13,305229
2020-04-14,304103
2020-04-15,302459
2020-04-16,301540
2020-04-17,300509
2020-04-18,300464
2020-04-19,299790
2020-04-20,298294
2020-04-21,298240
2020-04-22,304312
2020-04-23,319514
2020-04-24,335463
2020-04-25,352236
2020-04-26,365961
2020-04-27,382575
2020-04-28,385598
2020-04-29,391150
2020-04-30,388077
2020-05-01,386333
2020-05-02,383038
2020-05-03,377475
2020-05-04,372472
2020-05-05,367298
2020-05-06,363186
2020-05-07,361457
2020-05-08,358855
2020-05-09,355526
2020-05-10,353081
2020-05-11,352315
2020-05-12,350739
2020-05-13,349565
