date_obj,Earth%20battlestaff price
2016-09-18,9089
2016-09-19,9148
2016-09-20,9148
2016-09-21,9161
2016-09-22,9202
2016-09-23,9248
2016-09-24,9067
2016-09-25,9204
2016-09-26,9205
2016-09-27,9211
2016-09-28,9184
2016-09-29,9176
2016-09-30,9161
2016-10-01,9179
2016-10-02,9178
2016-10-03,9172
2016-10-04,9135
2016-10-05,9175
2016-10-06,9182
2016-10-07,9178
2016-10-08,9145
2016-10-09,9138
2016-10-10,9148
2016-10-11,9200
2016-10-12,9193
2016-10-13,9171
2016-10-14,9197
2016-10-15,9136
2016-10-16,9156
2016-10-17,9177
2016-10-18,9185
2016-10-19,9188
2016-10-20,9159
2016-10-21,9163
2016-10-22,9131
2016-10-23,9131
2016-10-24,9160
2016-10-25,9168
2016-10-26,9209
2016-10-27,9200
2016-10-28,9218
2016-10-29,9204
2016-10-30,9143
2016-10-31,9189
2016-11-01,9220
2016-11-02,9210
2016-11-03,9173
2016-11-04,9201
2016-11-05,9232
2016-11-06,9203
2016-11-07,9214
2016-11-08,9175
2016-11-09,9165
2016-11-10,9206
2016-11-11,9187
2016-11-12,9174
2016-11-13,9136
2016-11-14,9118
2016-11-15,9142
2016-12-07,9164
2016-12-08,9147
2016-12-09,9145
2016-12-10,9139
2016-12-11,9106
2016-12-12,9098
2016-12-13,9154
2016-12-14,9189
2016-12-15,9180
2016-12-16,9280
2016-12-17,9178
2016-12-18,9128
2016-12-19,9125
2016-12-20,9132
2016-12-21,9153
2016-12-22,9142
2016-12-23,9133
2016-12-24,9136
2016-12-25,9162
2016-12-26,9152
2016-12-27,9158
2016-12-28,9126
2016-12-29,9148
2016-12-30,9148
2016-12-31,9169
2017-01-01,9175
2017-01-02,9155
2017-01-03,9074
2017-01-04,9091
2017-01-05,9086
2017-01-06,9085
2017-01-07,9109
2017-01-08,9131
2017-01-09,9183
2017-01-10,9212
2017-01-11,9215
2017-01-12,9246
2017-01-13,9236
2017-01-14,9212
2017-01-15,9242
2017-01-16,9224
2017-01-17,9217
2017-01-18,9116
2017-01-19,9173
2017-01-20,9138
2017-01-21,9163
2017-01-22,9115
2017-01-23,9096
2017-01-27,9135
2017-01-28,9114
2017-01-29,9156
2017-01-30,9185
2017-01-31,9167
2017-02-01,9171
2017-02-02,9171
2017-02-03,9165
2017-02-04,9136
2017-02-05,9144
2017-02-06,9141
2017-02-07,9128
2017-02-08,9119
2017-02-09,9136
2017-02-10,9133
2017-02-11,9127
2017-02-12,9111
2017-02-13,9116
2017-02-14,9078
2017-02-15,9092
2017-02-16,9087
2017-02-18,9103
2017-02-19,9107
2017-02-20,9107
2017-02-21,9108
2017-02-22,9095
2017-02-23,9077
2017-02-24,9116
2017-02-25,9105
2017-02-26,9087
2017-02-27,9094
2017-02-28,9096
2017-03-01,9119
2017-03-02,9100
2017-03-03,9097
2017-03-04,9123
2017-03-05,9129
2017-03-06,9131
2017-03-07,9192
2017-03-08,9175
2017-03-09,9163
2017-03-10,9179
2017-03-11,9221
2017-03-12,9194
2017-03-13,9153
2017-03-14,9134
2017-03-15,9153
2017-03-16,9140
2017-03-17,9120
2017-03-18,9137
2017-03-19,9134
2017-03-20,9141
2017-03-21,9129
2017-03-22,9128
2017-03-23,9140
2017-03-24,9129
2017-03-25,9133
2017-03-26,9144
2017-03-27,9142
2017-03-28,9137
2017-03-29,9144
2017-03-30,9152
2017-03-31,9135
2017-04-01,9148
2017-04-02,9145
2017-04-03,9141
2017-04-04,9130
2017-04-12,9127
2017-04-13,9142
2017-04-14,9165
2017-04-15,9205
2017-04-16,9220
2017-04-17,9170
2017-04-18,9150
2017-04-19,9144
2017-04-20,9078
2017-04-21,9088
2017-04-22,9054
2017-04-23,9045
2017-04-24,9084
2017-04-25,9090
2017-04-26,9093
2017-04-27,9106
2017-04-28,9138
2017-04-29,9125
2017-04-30,9096
2017-05-01,9106
2017-05-02,9106
2017-05-03,9102
2017-05-04,9114
2017-05-05,9116
2017-05-06,9122
2017-05-07,9128
2017-05-08,9132
2017-05-09,9147
2017-05-10,9126
2017-05-11,9122
2017-05-12,9098
2017-05-13,9107
2017-05-14,9114
2017-05-15,9111
2017-05-16,9088
2017-05-17,9087
2017-05-18,9094
2017-05-19,9087
2017-05-20,9084
2017-05-21,9088
2017-05-22,9101
2017-05-23,9118
2017-05-24,9121
2017-05-25,9087
2017-05-26,9020
2017-05-27,9059
2017-05-28,9071
2017-05-29,9084
2017-05-30,9101
2017-05-31,9097
2017-06-01,9094
2017-06-02,9079
2017-06-03,9084
2017-06-04,9086
2017-06-05,9091
2017-06-06,9102
2017-06-07,9090
2017-06-08,9089
2017-06-09,9087
2017-06-10,9092
2017-06-11,9093
2017-06-12,9093
2017-06-13,9094
2017-06-14,9092
2017-06-15,9084
2017-06-16,9095
2017-06-17,9084
2017-06-18,9111
2017-06-19,9055
2017-06-20,9084
2017-06-21,9090
2017-06-22,9091
2017-06-23,9090
2017-06-24,9082
2017-06-25,9096
2017-06-26,9086
2017-06-27,9088
2017-06-28,9069
2017-06-29,9060
2017-06-30,9079
2017-07-01,9011
2017-07-02,9049
2017-07-03,9069
2017-07-04,9080
2017-07-05,9081
2017-07-06,9083
2017-07-07,9088
2017-07-08,9083
2017-07-13,9043
2017-07-14,9085
2017-07-15,9102
2017-07-16,9097
2017-07-17,9094
2017-07-18,9102
2017-07-19,9101
2017-07-20,9101
2017-07-21,9096
2017-07-22,9100
2017-07-23,9094
2017-07-24,9094
2017-07-25,9100
2017-07-26,9103
2017-07-27,9085
2017-07-28,9104
2017-07-29,9091
2017-07-30,9095
2017-07-31,9097
2017-08-01,9105
2017-08-02,9101
2017-08-03,9098
2017-08-04,9084
2017-08-05,9093
2017-08-06,9085
2017-08-09,9095
2017-08-10,9104
2017-08-11,9109
2017-08-12,9094
2017-08-13,9088
2017-08-14,9077
2017-08-15,9094
2017-08-16,9094
2017-08-17,9103
2017-08-18,9095
2017-08-19,9098
2017-08-20,9090
2017-08-21,9091
2017-08-22,9094
2017-08-23,9092
2017-08-24,9091
2017-08-25,9085
2017-08-26,9070
2017-08-27,9087
2017-08-28,9094
2017-08-29,9095
2017-08-30,9094
2017-08-31,9091
2017-09-01,9092
2017-09-03,9098
2017-09-04,9093
2017-09-05,9096
2017-09-06,9097
2017-09-07,9105
2017-09-08,9101
2017-09-09,9088
2017-09-10,9079
2017-09-11,9079
2017-09-12,9091
2017-09-13,9089
2017-09-14,9083
2017-09-15,9091
2017-09-16,9080
2017-09-17,9087
2017-09-18,9086
2017-09-19,9082
2017-09-20,9075
2017-09-21,9088
2017-09-22,9090
2017-09-23,9081
2017-09-24,9039
2017-09-25,9075
2017-09-26,9097
2017-09-27,9087
2017-09-28,9094
2017-09-29,9069
2017-09-30,9088
2017-10-01,9069
2017-10-02,9083
2017-10-03,9083
2017-10-04,9091
2017-10-05,9073
2017-10-06,9082
2017-10-07,9086
2017-10-08,9074
2017-10-09,9068
2017-10-10,9112
2017-10-11,9064
2017-10-12,9074
2017-10-13,9029
2017-10-14,9072
2017-10-15,9054
2017-10-16,9053
2017-10-17,9055
2017-10-18,9074
2017-10-19,9075
2017-10-20,9082
2017-10-21,9061
2017-10-22,9050
2017-10-23,9059
2017-10-24,9067
2017-10-25,9077
2017-10-26,9075
2017-10-27,9080
2017-10-28,9066
2017-10-29,9069
2017-10-30,9078
2017-10-31,9083
2017-11-01,9086
2017-11-02,9087
2017-11-03,9089
2017-11-04,9089
2017-11-05,9086
2017-11-06,9079
2017-11-07,9085
2017-11-08,9075
2017-11-09,9080
2017-11-10,9083
2017-11-11,9078
2017-11-12,9078
2017-11-13,9068
2017-11-14,9075
2017-11-15,9078
2017-11-16,9077
2017-11-17,9058
2017-11-18,9048
2017-11-19,9042
2017-11-20,9061
2017-11-21,9072
2017-11-22,9067
2017-11-23,9082
2017-11-24,9084
2017-11-25,9081
2017-11-26,9051
2017-11-27,9014
2017-11-28,9079
2017-11-29,9080
2017-11-30,9095
2017-12-01,9088
2017-12-02,9094
2017-12-03,9084
2017-12-04,9069
2017-12-05,9094
2017-12-06,9081
2017-12-07,9083
2017-12-08,9082
2017-12-09,9088
2017-12-10,9086
2017-12-11,9097
2017-12-12,9092
2017-12-13,9082
2017-12-14,9084
2017-12-15,9083
2017-12-16,9085
2017-12-17,9095
2017-12-18,9096
2017-12-19,9088
2017-12-20,9095
2017-12-21,9096
2017-12-22,9093
2017-12-23,9093
2017-12-24,9091
2017-12-25,9079
2017-12-26,9046
2017-12-27,9066
2017-12-28,9032
2017-12-29,9055
2017-12-30,9055
2017-12-31,9076
2018-01-01,9073
2018-01-02,9059
2018-01-03,9038
2018-01-04,9055
2018-01-05,9065
2018-01-06,9067
2018-01-07,9098
2018-01-08,9077
2018-01-09,9082
2018-01-10,9080
2018-01-11,9095
2018-01-12,9071
2018-01-13,9077
2018-01-14,9077
2018-01-15,9083
2018-01-16,9065
2018-01-17,9091
2018-01-18,9073
2018-01-19,9077
2018-01-20,9074
2018-01-21,9077
2018-01-22,9079
2018-01-23,9072
2018-01-25,9080
2018-01-26,9101
2018-01-27,9074
2018-01-28,9088
2018-01-29,9105
2018-01-30,9099
2018-01-31,9098
2018-02-01,9103
2018-02-02,9082
2018-02-03,9095
2018-02-04,9089
2018-02-05,9090
2018-02-06,9093
2018-02-07,9087
2018-02-08,9092
2018-02-09,9096
2018-02-10,9101
2018-02-11,9064
2018-02-12,9060
2018-02-13,9057
2018-02-14,9066
2018-02-15,9071
2018-02-16,9039
2018-02-17,9072
2018-02-18,9057
2018-02-19,9048
2018-02-20,9037
2018-02-21,9070
2018-02-22,9068
2018-02-23,9071
2018-02-24,9084
2018-02-25,9090
2018-02-26,9116
2018-02-27,9100
2018-02-28,9081
2018-03-01,9077
2018-03-02,9077
2018-03-03,9083
2018-03-04,9111
2018-03-05,9077
2018-03-06,9092
2018-03-07,9114
2018-03-09,9073
2018-03-10,9086
2018-03-11,9103
2018-03-12,9085
2018-03-13,9089
2018-03-14,9073
2018-03-15,9078
2018-03-16,9080
2018-03-17,9079
2018-03-18,9081
2018-03-20,9079
2018-03-21,9087
2018-03-23,9085
2018-03-24,9076
2018-03-25,9081
2018-03-26,9088
2018-03-27,9092
2018-03-28,9079
2018-03-29,9084
2018-03-30,9086
2018-03-31,9066
2018-04-01,9076
2018-04-02,9090
2018-04-03,9089
2018-04-04,9116
2018-04-05,9100
2018-04-06,9071
2018-04-07,9071
2018-04-08,9074
2018-04-09,9090
2018-04-10,9104
2018-04-11,9090
2018-04-12,9096
2018-04-13,9126
2018-04-14,9046
2018-04-15,9068
2018-04-16,9104
2018-04-17,9095
2018-04-18,9084
2018-04-19,9105
2018-04-20,9079
2018-04-21,9076
2018-04-22,9072
2018-04-23,9070
2018-04-24,9071
2018-04-25,9126
2018-04-26,9089
2018-04-27,9056
2018-04-28,9100
2018-04-29,9090
2018-04-30,9095
2018-05-01,9116
2018-05-03,9099
2018-05-04,9083
2018-05-05,9072
2018-05-07,9072
2018-05-08,9052
2018-05-09,9077
2018-05-10,9067
2018-05-11,9041
2018-05-12,9077
2018-05-13,9080
2018-05-14,9086
2018-05-15,9092
2018-05-16,9028
2018-05-17,9129
2018-05-18,9095
2018-05-19,9082
2018-05-20,9085
2018-05-21,9082
2018-05-22,9047
2018-05-23,9074
2018-05-24,9077
2018-05-25,9082
2018-05-26,9090
2018-05-27,9092
2018-05-28,9085
2018-05-29,9097
2018-05-30,9093
2018-05-31,9100
2018-06-01,9094
2018-06-02,9102
2018-06-03,9086
2018-06-04,9086
2018-06-05,9076
2018-06-06,9072
2018-06-07,9049
2018-06-08,9044
2018-06-09,9064
2018-06-10,9079
2018-06-11,9080
2018-06-12,9084
2018-06-13,9051
2018-06-14,9052
2018-06-15,9068
2018-06-16,9072
2018-06-17,9075
2018-06-18,9084
2018-06-19,9091
2018-06-20,9082
2018-06-21,9077
2018-06-22,9081
2018-06-23,9079
2018-06-24,9072
2018-06-25,9085
2018-06-26,9114
2018-06-27,9095
2018-06-28,9087
2018-06-29,9079
2018-06-30,9088
2018-07-01,9100
2018-07-02,9097
2018-07-03,9102
2018-07-04,9082
2018-07-05,9078
2018-07-06,9081
2018-07-07,9084
2018-07-08,9087
2018-07-09,9091
2018-07-10,9091
2018-07-11,9132
2018-07-12,9121
2018-07-13,9085
2018-07-14,9095
2018-07-15,9081
2018-07-16,9083
2018-07-17,9091
2018-07-18,9112
2018-07-19,9095
2018-07-20,9089
2018-07-21,9096
2018-07-22,9091
2018-07-23,9089
2018-07-24,9091
2018-07-25,9095
2018-07-26,9087
2018-07-27,9079
2018-07-28,9094
2018-07-29,9096
2018-07-30,9087
2018-07-31,9087
2018-08-01,9114
2018-08-02,9099
2018-08-03,9075
2018-08-04,9082
2018-08-05,9088
2018-08-06,9087
2018-08-07,9081
2018-08-08,9084
2018-08-09,9066
2018-08-10,9043
2018-08-11,9030
2018-08-12,9036
2018-08-14,9044
2018-08-16,9057
2018-08-17,9032
2018-08-18,9059
2018-08-19,9053
2018-08-20,9060
2018-08-21,9061
2018-08-22,9066
2018-08-23,9055
2018-08-24,9038
2018-08-25,9063
2018-08-26,9065
2018-08-27,9056
2018-08-28,9026
2018-08-29,9039
2018-08-30,9055
2018-08-31,9055
2018-09-01,9036
2018-09-02,9028
2018-09-03,9042
2018-09-04,9057
2018-09-05,9043
2018-09-06,9061
2018-09-07,9061
2018-09-08,9064
2018-09-09,9063
2018-09-10,9073
2018-09-11,9073
2018-09-12,9097
2018-09-13,9067
2018-09-14,9079
2018-09-15,9065
2018-09-16,9074
2018-09-17,9065
2018-09-18,9092
2018-09-19,9049
2018-09-20,9027
2018-09-21,9047
2018-09-22,9070
2018-09-23,9060
2018-09-24,9121
2018-09-25,9055
2018-09-26,9057
2018-09-27,9048
2018-09-28,9051
2018-09-29,9048
2018-09-30,9037
2018-10-01,9042
2018-10-02,9048
2018-10-03,9063
2018-10-04,9044
2018-10-05,9051
2018-10-06,9028
2018-10-07,9033
2018-10-08,9035
2018-10-09,9036
2018-10-10,9047
2018-10-11,9039
2018-10-12,9048
2018-10-13,9037
2018-10-14,9045
2018-10-15,9043
2018-10-16,9051
2018-10-17,9055
2018-10-18,9056
2018-10-19,9052
2018-10-20,9051
2018-10-21,9050
2018-10-22,9033
2018-10-23,9048
2018-10-24,9064
2018-10-25,9072
2018-10-26,9066
2018-10-27,9071
2018-10-28,9065
2018-10-29,9021
2018-10-30,9116
2018-10-31,9078
2018-11-01,9065
2018-11-03,9069
2018-11-04,9047
2018-11-05,9037
2018-11-06,9029
2018-11-07,9016
2018-11-08,9035
2018-11-09,9034
2018-11-10,9036
2018-11-11,8974
2018-11-12,9006
2018-11-13,9017
2018-11-14,9014
2018-11-15,8942
2018-11-16,8996
2018-11-17,8993
2018-11-18,9002
2018-11-19,9016
2018-11-20,9018
2018-11-21,9027
2018-11-22,8975
2018-11-23,8998
2018-11-24,9012
2018-11-25,9026
2018-11-26,9027
2018-11-27,9029
2018-11-28,9029
2018-11-29,9038
2018-12-01,9026
2018-12-03,9038
2018-12-04,9026
2018-12-05,9017
2018-12-07,9027
2018-12-09,9003
2018-12-10,9045
2018-12-11,9073
2018-12-12,9041
2018-12-13,9040
2018-12-14,9041
2018-12-15,9043
2018-12-16,9054
2018-12-17,9039
2018-12-18,9060
2018-12-19,9051
2018-12-20,9046
2018-12-21,9082
2018-12-22,9054
2018-12-23,9045
2018-12-24,9049
2018-12-25,9037
2018-12-26,9012
2018-12-27,9029
2018-12-28,9022
2018-12-29,9040
2018-12-30,9044
2018-12-31,9029
2019-01-01,8982
2019-01-02,9004
2019-01-03,9018
2019-01-04,9017
2019-01-05,9025
2019-01-06,9022
2019-01-08,9030
2019-01-10,9034
2019-01-11,9014
2019-01-12,9015
2019-01-13,9032
2019-01-14,9045
2019-01-15,9032
2019-01-16,9029
2019-01-17,9031
2019-01-18,9030
2019-01-19,9019
2019-01-20,9013
2019-01-21,9025
2019-01-22,9024
2019-01-23,9024
2019-01-24,9017
2019-01-25,9021
2019-01-26,9020
2019-01-27,9027
2019-01-28,9035
2019-01-29,9049
2019-01-30,9046
2019-01-31,9038
2019-02-01,9050
2019-02-02,9050
2019-02-03,9062
2019-02-04,9060
2019-02-05,9051
2019-02-06,9055
2019-02-07,9048
2019-02-08,9063
2019-02-09,9059
2019-02-10,9058
2019-02-11,9065
2019-02-12,9065
2019-02-13,9065
2019-02-14,9059
2019-02-15,9079
2019-02-16,9080
2019-02-17,9061
2019-02-18,9058
2019-02-19,9062
2019-02-20,9074
2019-02-21,9066
2019-02-22,9075
2019-02-23,9084
2019-02-24,9083
2019-02-25,9085
2019-02-26,9065
2019-02-27,9064
2019-02-28,9033
2019-03-01,9051
2019-03-02,9063
2019-03-03,9073
2019-03-04,9068
2019-03-05,9078
2019-03-06,9091
2019-03-07,9099
2019-03-08,9086
2019-03-09,9085
2019-03-10,9037
2019-03-11,9024
2019-03-12,9043
2019-03-13,9044
2019-03-14,9047
2019-03-15,9035
2019-03-16,9033
2019-03-17,9008
2019-03-18,9024
2019-03-19,9008
2019-03-20,9041
2019-03-21,9043
2019-03-22,9038
2019-03-23,9039
2019-03-24,9042
2019-03-25,9052
2019-03-26,9064
2019-03-27,9086
2019-03-28,9076
2019-03-29,9068
2019-03-30,9065
