date_obj,Adamant%20kiteshield price
2019-03-16,3007
2019-03-17,3020
2019-03-18,2992
2019-03-19,3004
2019-03-20,3015
2019-03-21,3023
2019-03-22,3036
2019-03-23,3024
2019-03-24,3024
2019-03-25,3018
2019-03-26,3027
2019-03-27,3041
2019-03-28,3029
2019-03-29,3022
2019-03-30,2996
2019-03-31,3001
2019-04-01,2970
2019-04-02,2993
2019-04-03,2998
2019-04-04,3023
2019-04-05,3020
2019-04-06,3016
2019-04-07,3018
2019-04-08,3019
2019-04-09,3007
2019-04-10,3026
2019-04-11,2976
2019-04-12,2952
2019-04-13,2918
2019-04-14,2931
2019-04-15,2956
2019-04-16,2955
2019-04-17,2966
2019-04-18,2969
2019-04-19,2946
2019-04-20,2963
2019-04-21,2956
2019-04-22,2967
2019-04-23,2983
2019-04-24,2979
2019-04-25,2969
2019-04-26,2979
2019-04-27,2983
2019-04-28,2968
2019-04-29,2980
2019-04-30,2973
2019-05-01,2974
2019-05-02,2964
2019-05-03,2961
2019-05-04,2995
2019-05-05,3014
2019-05-06,3027
2019-05-07,3019
2019-05-08,3002
2019-05-09,3003
2019-05-10,3004
2019-05-11,3010
2019-05-12,3017
2019-05-13,3003
2019-05-14,3012
2019-05-15,3012
2019-05-16,3033
2019-05-17,3051
2019-05-18,3011
2019-05-19,3037
2019-05-20,3010
2019-05-21,3002
2019-05-22,2957
2019-05-23,2983
2019-05-24,2990
2019-05-25,2973
2019-05-26,2950
2019-05-27,2946
2019-05-28,2961
2019-05-29,2972
2019-05-30,2983
2019-05-31,2992
2019-06-01,2982
2019-06-02,2984
2019-06-03,2995
2019-06-04,3001
2019-06-05,2999
2019-06-06,2965
2019-06-07,2999
2019-06-08,2978
2019-06-09,2976
2019-06-10,2981
2019-06-11,2964
2019-06-12,2980
2019-06-13,2994
2019-06-14,2983
2019-06-15,2980
2019-06-16,2981
2019-06-17,2975
2019-06-18,2958
2019-06-19,2980
2019-06-20,2972
2019-06-21,2963
2019-06-22,2919
2019-06-23,2938
2019-06-24,2942
2019-06-25,2951
2019-06-26,2973
2019-06-27,2962
2019-06-28,2986
2019-06-29,2980
2019-06-30,3007
2019-07-01,2982
2019-07-02,2989
2019-07-03,2996
2019-07-04,2991
2019-07-05,2997
2019-07-06,2971
2019-07-07,2968
2019-07-08,2984
2019-07-09,2999
2019-07-10,2954
2019-07-11,2970
2019-07-12,2995
2019-07-13,2987
2019-07-14,2993
2019-07-15,3008
2019-07-16,2990
2019-07-17,2991
2019-07-18,2989
2019-07-19,2980
2019-07-20,2967
2019-07-21,2972
2019-07-22,3011
2019-07-23,2958
2019-07-24,2973
2019-07-25,2998
2019-07-26,2964
2019-07-27,2946
2019-07-28,2953
2019-07-29,2922
2019-07-30,2964
2019-07-31,2976
2019-08-01,2987
2019-08-02,2927
2019-08-03,2958
2019-08-04,2971
2019-08-05,2976
2019-08-06,2971
2019-08-07,2971
2019-08-08,2983
2019-08-09,2973
2019-08-10,2938
2019-08-11,2955
2019-08-12,2963
2019-08-13,2970
2019-08-14,2949
2019-08-15,2930
2019-08-16,2972
2019-08-17,2982
2019-08-18,2925
2019-08-19,2967
2019-08-20,2971
2019-08-21,2967
2019-08-22,2924
2019-08-23,2964
2019-08-23,2964
2019-08-24,2953
2019-08-24,2953
2019-08-25,2916
2019-08-25,2916
2019-08-26,2928
2019-08-27,2980
2019-08-27,2980
2019-08-28,2997
2019-08-29,2937
2019-08-30,2953
2019-08-31,2988
2019-09-01,2980
2019-09-02,2929
2019-09-03,2927
2019-09-04,2928
2019-09-05,2952
2019-09-06,3008
2019-09-07,2997
2019-09-08,3010
2019-09-09,2934
2019-09-10,2897
2019-09-11,2940
2019-09-12,2952
2019-09-13,2996
2019-09-14,2997
2019-09-15,2977
2019-09-16,2989
2019-09-17,2956
2019-09-18,2958
2019-09-19,2992
2019-09-20,3022
2019-09-21,2980
2019-09-22,2969
2019-09-23,3001
2019-09-24,2985
2019-09-25,2958
2019-09-26,2947
2019-09-27,2917
2019-09-28,2916
2019-09-29,2872
2019-09-30,2877
2019-10-01,2893
2019-10-02,2882
2019-10-03,2893
2019-10-04,2925
2019-10-05,2953
2019-10-06,2948
2019-10-07,2900
2019-10-08,2892
2019-10-09,2875
2019-10-10,2917
2019-10-11,2900
2019-10-12,2842
2019-10-13,2892
2019-10-14,2923
2019-10-15,2925
2019-10-16,2955
2019-10-17,2969
2019-10-18,2983
2019-10-19,2954
2019-10-20,2949
2019-10-21,2963
2019-10-22,2998
2019-10-23,2954
2019-10-24,2945
2019-10-25,2940
2019-10-26,2938
2019-10-27,2968
2019-10-28,2949
2019-10-29,2922
2019-10-30,2920
2019-10-31,2948
2019-11-01,2949
2019-11-02,2958
2019-11-03,2941
2019-11-04,2924
2019-11-05,2941
2019-11-06,2920
2019-11-07,2922
2019-11-08,2941
2019-11-09,2946
2019-11-10,2893
2019-11-11,2921
2019-11-12,2948
2019-11-13,2975
2019-11-14,2908
2019-11-15,2949
2019-11-16,2942
2019-11-17,2954
2019-11-18,2933
2019-11-19,2940
2019-11-20,2941
2019-11-21,2904
2019-11-22,2936
2019-11-23,2938
2019-11-24,2891
2019-11-25,2933
2019-11-26,2945
2019-11-27,2951
2019-11-28,2941
2019-11-29,2878
2019-11-30,2915
2019-12-01,2915
2019-12-02,2922
2019-12-03,2935
2019-12-04,2960
2019-12-05,2952
2019-12-06,2937
2019-12-07,2933
2019-12-08,2937
2019-12-09,2917
2019-12-10,2951
2019-12-11,2965
2019-12-12,2926
2019-12-13,2936
2019-12-14,2952
2019-12-15,2951
2019-12-16,2950
2019-12-17,2976
2019-12-18,2964
2019-12-19,2958
2019-12-20,2962
2019-12-21,2953
2019-12-22,2946
2019-12-23,2931
2019-12-24,2908
2019-12-25,2901
2019-12-26,2936
2019-12-27,2942
2019-12-28,2966
2019-12-29,2963
2019-12-30,2947
2019-12-31,2935
2020-01-01,2890
2020-01-02,2912
2020-01-03,2911
2020-01-04,2916
2020-01-05,2912
2020-01-06,2919
2020-01-07,2950
2020-01-08,2934
2020-01-09,2918
2020-01-10,2935
2020-01-11,2925
2020-01-12,2951
2020-01-13,2978
2020-01-14,2987
2020-01-15,2964
2020-01-16,2938
2020-01-17,2941
2020-01-18,2908
2020-01-19,2915
2020-01-20,2948
2020-01-21,2924
2020-01-22,2931
2020-01-23,2951
2020-01-24,2949
2020-01-25,2966
2020-01-26,2937
2020-01-27,2962
2020-01-28,2963
2020-01-29,2955
2020-01-30,2922
2020-01-31,2908
2020-02-01,2916
2020-02-02,2943
2020-02-03,2945
2020-02-04,2977
2020-02-05,2962
2020-02-06,2936
2020-02-07,2932
2020-02-08,2918
2020-02-09,2907
2020-02-10,2904
2020-02-11,2915
2020-02-12,2949
2020-02-13,2922
2020-02-14,2915
2020-02-15,2913
2020-02-16,2909
2020-02-17,2874
2020-02-18,2919
2020-02-19,2856
2020-02-20,2895
2020-02-21,2925
2020-02-22,2925
2020-02-23,2916
2020-02-24,2912
2020-02-25,2977
2020-02-26,2991
2020-02-27,2939
2020-02-28,2911
2020-02-29,2881
2020-03-01,2882
2020-03-02,2950
2020-03-03,2957
2020-03-04,2938
2020-03-05,2920
2020-03-06,2919
2020-03-07,2935
2020-03-08,2939
2020-03-09,2940
2020-03-10,2929
2020-03-11,2926
2020-03-12,2935
2020-03-13,2923
2020-03-14,2934
2020-03-15,2958
2020-03-16,2913
2020-03-17,2936
2020-03-18,2939
2020-03-19,2933
2020-03-20,2912
2020-03-21,2917
2020-03-22,2915
2020-03-23,2936
2020-03-24,2937
2020-03-25,2936
2020-03-26,2916
2020-03-27,2921
2020-03-28,2925
2020-03-29,2920
2020-03-30,2933
2020-03-31,2936
2020-04-01,2900
2020-04-02,2930
2020-04-03,2965
2020-04-04,2936
2020-04-05,2957
2020-04-06,2934
2020-04-07,2903
2020-04-08,2934
2020-04-09,2927
2020-04-10,2937
2020-04-11,2936
2020-04-12,2953
2020-04-13,2931
2020-04-14,2953
2020-04-15,2958
2020-04-16,2952
2020-04-17,2947
2020-04-18,2957
2020-04-19,2960
2020-04-20,2965
2020-04-21,2973
2020-04-22,2949
2020-04-23,2939
2020-04-24,2933
2020-04-25,2959
2020-04-26,2993
2020-04-27,2995
2020-04-28,2968
2020-04-29,2970
2020-04-30,2941
2020-05-01,2935
2020-05-02,2931
2020-05-03,2952
2020-05-04,2941
2020-05-05,2968
2020-05-06,2971
2020-05-07,2973
2020-05-08,2972
2020-05-09,2965
2020-05-10,2996
2020-05-11,2961
2020-05-12,2959
2020-05-13,2980
