date_obj,Cooked%20karambwan price
2019-06-23,619
2019-06-24,615
2019-06-25,606
2019-06-26,594
2019-06-27,589
2019-06-28,586
2019-06-29,584
2019-06-30,581
2019-07-01,581
2019-07-02,582
2019-07-03,582
2019-07-04,576
2019-07-05,578
2019-07-06,581
2019-07-07,587
2019-07-08,586
2019-07-09,582
2019-07-10,580
2019-07-11,577
2019-07-12,574
2019-07-13,571
2019-07-14,568
2019-07-15,568
2019-07-16,572
2019-07-17,582
2019-07-18,586
2019-07-19,582
2019-07-20,579
2019-07-21,569
2019-07-22,574
2019-07-23,581
2019-07-24,597
2019-07-25,590
2019-07-26,596
2019-07-27,595
2019-07-28,588
2019-07-29,586
2019-07-30,587
2019-07-31,601
2019-08-01,610
2019-08-02,603
2019-08-03,602
2019-08-04,617
2019-08-05,623
2019-08-06,630
2019-08-07,636
2019-08-08,653
2019-08-09,659
2019-08-10,684
2019-08-11,693
2019-08-12,673
2019-08-13,643
2019-08-14,631
2019-08-15,619
2019-08-16,638
2019-08-17,655
2019-08-18,670
2019-08-19,662
2019-08-20,662
2019-08-21,660
2019-08-22,655
2019-08-23,673
2019-08-24,665
2019-08-24,665
2019-08-25,645
2019-08-25,645
2019-08-26,629
2019-08-26,629
2019-08-27,624
2019-08-27,624
2019-08-28,628
2019-08-29,625
2019-08-30,616
2019-08-31,610
2019-09-01,606
2019-09-02,606
2019-09-03,603
2019-09-04,598
2019-09-05,594
2019-09-06,591
2019-09-07,582
2019-09-08,570
2019-09-09,557
2019-09-10,540
2019-09-11,519
2019-09-12,516
2019-09-13,523
2019-09-14,536
2019-09-15,540
2019-09-16,563
2019-09-17,582
2019-09-18,591
2019-09-19,586
2019-09-20,581
2019-09-21,572
2019-09-22,573
2019-09-23,569
2019-09-24,567
2019-09-25,568
2019-09-26,562
2019-09-27,554
2019-09-28,547
2019-09-29,540
2019-09-30,535
2019-10-01,543
2019-10-02,549
2019-10-03,559
2019-10-04,571
2019-10-05,575
2019-10-06,571
2019-10-07,556
2019-10-08,552
2019-10-09,551
2019-10-10,545
2019-10-11,536
2019-10-12,539
2019-10-13,545
2019-10-14,573
2019-10-15,595
2019-10-16,589
2019-10-17,580
2019-10-18,572
2019-10-19,569
2019-10-20,563
2019-10-21,574
2019-10-22,573
2019-10-23,578
2019-10-24,577
2019-10-25,575
2019-10-26,585
2019-10-27,593
2019-10-28,612
2019-10-29,621
2019-10-30,624
2019-10-31,615
2019-11-01,596
2019-11-02,587
2019-11-03,579
2019-11-04,571
2019-11-05,579
2019-11-06,583
2019-11-07,593
2019-11-08,620
2019-11-09,614
2019-11-10,611
2019-11-11,605
2019-11-12,605
2019-11-13,607
2019-11-14,614
2019-11-15,619
2019-11-16,622
2019-11-17,622
2019-11-18,623
2019-11-19,622
2019-11-20,622
2019-11-21,618
2019-11-22,623
2019-11-23,620
2019-11-24,619
2019-11-25,620
2019-11-26,615
2019-11-27,612
2019-11-28,607
2019-11-29,598
2019-11-30,605
2019-12-01,615
2019-12-02,626
2019-12-03,637
2019-12-04,637
2019-12-05,629
2019-12-06,622
2019-12-07,616
2019-12-08,610
2019-12-09,605
2019-12-10,597
2019-12-11,595
2019-12-12,595
2019-12-13,597
2019-12-14,617
2019-12-15,642
2019-12-16,655
2019-12-17,660
2019-12-18,659
2019-12-19,653
2019-12-20,650
2019-12-21,663
2019-12-22,697
2019-12-23,718
2019-12-24,729
2019-12-25,765
2019-12-26,788
2019-12-27,806
2019-12-28,821
2019-12-29,796
2019-12-30,766
2019-12-31,736
2020-01-01,713
2020-01-02,697
2020-01-03,682
2020-01-04,669
2020-01-05,660
2020-01-06,653
2020-01-07,652
2020-01-08,659
2020-01-09,654
2020-01-10,654
2020-01-11,656
2020-01-12,665
2020-01-13,680
2020-01-14,691
2020-01-15,704
2020-01-16,706
2020-01-17,696
2020-01-18,683
2020-01-19,677
2020-01-20,671
2020-01-21,665
2020-01-22,658
2020-01-23,657
2020-01-24,661
2020-01-25,675
2020-01-26,692
2020-01-27,704
2020-01-28,726
2020-01-29,747
2020-01-30,781
2020-01-31,816
2020-02-01,845
2020-02-02,873
2020-02-03,866
2020-02-04,849
2020-02-05,828
2020-02-06,790
2020-02-07,750
2020-02-08,712
2020-02-09,676
2020-02-10,659
2020-02-11,670
2020-02-12,669
2020-02-13,670
2020-02-14,680
2020-02-15,680
2020-02-16,677
2020-02-17,677
2020-02-18,671
2020-02-19,667
2020-02-20,695
2020-02-21,724
2020-02-22,757
2020-02-23,755
2020-02-24,734
2020-02-25,727
2020-02-26,724
2020-02-27,720
2020-02-28,721
2020-02-29,725
2020-03-01,752
2020-03-02,788
2020-03-03,783
2020-03-04,776
2020-03-05,767
2020-03-06,758
2020-03-07,747
2020-03-08,743
2020-03-09,737
2020-03-10,735
2020-03-11,734
2020-03-12,727
2020-03-13,723
2020-03-14,728
2020-03-15,729
2020-03-16,729
2020-03-17,734
2020-03-18,733
2020-03-19,721
2020-03-20,714
2020-03-21,718
2020-03-22,726
2020-03-23,727
2020-03-24,725
2020-03-25,723
2020-03-26,733
2020-03-27,737
2020-03-28,724
2020-03-29,727
2020-03-30,742
2020-03-31,750
2020-04-01,785
2020-04-02,808
2020-04-03,833
2020-04-04,836
2020-04-05,812
2020-04-06,804
2020-04-07,798
2020-04-08,794
2020-04-09,790
2020-04-10,787
2020-04-11,805
2020-04-12,816
2020-04-13,792
2020-04-14,784
2020-04-15,767
2020-04-16,731
2020-04-17,716
2020-04-18,697
2020-04-19,692
2020-04-20,687
2020-04-21,670
2020-04-22,659
2020-04-23,662
2020-04-24,676
2020-04-25,689
2020-04-26,710
2020-04-27,698
2020-04-28,691
2020-04-29,688
2020-04-30,691
2020-05-01,698
2020-05-02,695
2020-05-03,692
2020-05-04,685
2020-05-05,681
2020-05-06,671
2020-05-07,659
2020-05-08,643
2020-05-09,629
2020-05-10,621
2020-05-11,605
2020-05-12,597
2020-05-13,573
