date_obj,Green%20elegant%20legs price
2015-07-06,30151
2015-07-07,29788
2015-07-08,29788
2015-07-09,29788
2015-07-10,29525
2015-07-11,29525
2015-07-12,29525
2015-07-13,29265
2015-07-14,29265
2015-07-15,29265
2015-07-16,29336
2015-07-17,29336
2015-07-18,29336
2015-07-19,29696
2015-07-20,29696
2015-07-21,29696
2015-07-22,30564
2015-07-23,30564
2015-07-24,30564
2015-07-25,31157
2015-07-26,31157
2015-07-27,31157
2015-07-28,31157
2015-07-29,30535
2015-07-30,30535
2015-07-31,30535
2015-08-01,30535
2015-08-02,29581
2015-08-03,29581
2015-08-04,29581
2015-08-05,29081
2015-08-06,29081
2015-08-07,29081
2015-08-08,28634
2015-08-09,28634
2015-08-10,28634
2015-08-11,29934
2015-08-12,29934
2015-08-13,29934
2015-08-14,30792
2015-08-15,30792
2015-08-16,30792
2015-08-17,30555
2015-08-18,30555
2015-08-19,30555
2015-08-20,30360
2015-08-21,30360
2015-08-22,30360
2015-08-23,30803
2015-08-24,30803
2015-08-25,30803
2015-08-26,32104
2015-08-27,32104
2015-08-28,32104
2015-08-29,33345
2015-08-30,33345
2015-08-31,33345
2015-09-01,34531
2015-09-02,34531
2015-09-03,34531
2015-09-04,34531
2015-09-05,35466
2015-09-06,35466
2015-09-07,35466
2015-09-08,35410
2015-09-09,35410
2015-09-10,35410
2015-09-11,37181
2015-09-12,37181
2015-09-13,37181
2015-09-14,38290
2015-09-15,38290
2015-09-16,38290
2015-09-17,37740
2015-09-18,37740
2015-09-19,37740
2015-09-20,37659
2015-09-21,37659
2015-09-22,37659
2015-09-23,36727
2015-09-24,36727
2015-09-25,36727
2015-09-27,37376
2015-09-28,37376
2015-09-29,37376
2015-09-30,37401
2015-10-05,36159
2015-10-06,36159
2015-10-07,36159
2015-10-08,35591
2015-10-09,35591
2015-10-10,35591
2015-10-11,37123
2015-10-12,37123
2015-10-13,37123
2015-10-14,37123
2015-10-15,37703
2015-10-16,37703
2015-10-17,37703
2015-10-18,37703
2015-10-19,37703
2015-10-20,37175
2015-10-22,37175
2015-10-23,35959
2015-10-24,35959
2015-10-25,35959
2015-10-26,35011
2015-10-27,35011
2015-10-29,35011
2015-10-30,33293
2015-10-31,33293
2015-11-01,33293
2015-11-02,32009
2015-11-03,32009
2015-11-04,32009
2015-11-05,32009
2015-11-06,30767
2015-11-07,30767
2015-11-08,30767
2015-11-09,30767
2015-11-10,29817
2015-11-11,29817
2015-11-12,29817
2015-11-13,29817
2015-11-14,29406
2015-11-15,29406
2015-11-16,29406
2015-11-17,29406
2015-11-18,28742
2015-11-19,28742
2015-11-20,28742
2015-11-21,28680
2015-11-22,28680
2015-11-23,28680
2015-11-24,28458
2015-11-25,28458
2015-11-26,28458
2015-11-27,28774
2015-11-28,28774
2015-11-29,28774
2015-11-30,28968
2015-12-01,28968
2015-12-02,28968
2015-12-03,28826
2015-12-04,28826
2015-12-05,28826
2015-12-06,28667
2015-12-07,28667
2015-12-08,28667
2015-12-09,28383
2015-12-10,28383
2015-12-11,28383
2015-12-12,28383
2015-12-13,28362
2015-12-14,28362
2015-12-15,28362
2015-12-16,28390
2015-12-17,28390
2015-12-18,28390
2015-12-19,28390
2015-12-20,29046
2015-12-21,29046
2015-12-22,29046
2015-12-23,28983
2015-12-24,28983
2015-12-25,28983
2015-12-26,28983
2015-12-27,29859
2015-12-28,29859
2015-12-29,29859
2015-12-30,30650
2015-12-31,30650
2016-01-01,30650
2016-01-02,30650
2016-01-03,31497
2016-01-04,31497
2016-01-05,31497
2016-01-06,31556
2016-01-07,31556
2016-01-08,31556
2016-01-09,31556
2016-01-10,31343
2016-01-11,31343
2016-01-12,31343
2016-01-13,30308
2016-01-14,30308
2016-01-15,30308
2016-01-16,30369
2016-01-17,30369
2016-01-18,30369
2016-01-19,31526
2016-01-20,31526
2016-01-21,31526
2016-01-22,33059
2016-01-23,33059
2016-01-24,33059
2016-01-25,32990
2016-01-26,32990
2016-01-27,32990
2016-01-28,32990
2016-01-29,31984
2016-01-30,31984
2016-01-31,31984
2016-02-01,31319
2016-02-02,31319
2016-02-03,31319
2016-02-04,30412
2016-02-05,30412
2016-02-06,30412
2016-02-07,30083
2016-02-08,30083
2016-02-09,30083
2016-02-10,29387
2016-02-11,29387
2016-02-12,29387
2016-02-13,28229
2016-02-14,28229
2016-02-15,28229
2016-02-16,28229
2016-02-17,27642
2016-02-18,27642
2016-02-19,27642
2016-02-20,27122
2016-02-21,27122
2016-02-22,27122
2016-02-23,27293
2016-02-24,27293
2016-02-25,26912
2016-02-26,26912
2016-02-27,26912
2016-02-28,26926
2016-02-29,26926
2016-03-01,26926
2016-03-02,26521
2016-03-03,26521
2016-03-04,26521
2016-03-05,26560
2016-03-06,26560
2016-03-07,26560
2016-03-08,26746
2016-03-09,26746
2016-03-10,26746
2016-03-11,26733
2016-03-12,26733
2016-03-13,26733
2016-03-14,26675
2016-03-15,26675
2016-03-16,27209
2016-03-17,27209
2016-03-18,27209
2016-03-19,27953
2016-03-20,27953
2016-03-21,27953
2016-03-22,29186
2016-03-23,29186
2016-03-24,29186
2016-03-25,30423
2016-03-26,30423
2016-03-27,30423
2016-03-28,29954
2016-03-29,29954
2016-03-30,29954
2016-03-31,29954
2016-04-01,29815
2016-04-02,29815
2016-04-03,31170
2016-04-04,31170
2016-04-05,32630
2016-04-06,32630
2016-04-07,32630
2016-04-08,34133
2016-04-09,34133
2016-04-10,34344
2016-04-11,34344
2016-04-12,34344
2016-04-13,34203
2016-04-14,34203
2016-04-15,34780
2016-04-16,34780
2016-04-17,34780
2016-04-18,34370
2016-04-19,34370
2016-04-20,34370
2016-04-21,33981
2016-04-22,33981
2016-04-23,33981
2016-04-24,33981
2016-04-25,33597
2016-04-26,33597
2016-04-27,33597
2016-04-28,33383
2016-04-29,33383
2016-04-30,33383
2016-05-01,33383
2016-05-02,32781
2016-05-03,32781
2016-05-04,32781
2016-05-05,31853
2016-05-06,31853
2016-05-07,31853
2016-05-08,31853
2016-05-09,30913
2016-05-10,30913
2016-05-11,30913
2016-05-12,30913
2016-05-13,29819
2016-05-14,29819
2016-05-15,29819
2016-05-16,29212
2016-05-17,29212
2016-05-18,29212
2016-05-19,28830
2016-05-22,28830
2016-05-23,28664
2016-05-24,28664
2016-05-25,28664
2016-05-26,29474
2016-05-27,29474
2016-05-28,29474
2016-05-29,28638
2016-05-30,28638
2016-05-31,28638
2016-06-01,29381
2016-06-02,29381
2016-06-03,29381
2016-06-04,30778
2016-06-05,30778
2016-06-06,30778
2016-06-07,31863
2016-06-08,31863
2016-06-09,31863
2016-06-10,33391
2016-06-11,33391
2016-06-12,33391
2016-06-13,33391
2016-06-14,35041
2016-06-15,35041
2016-06-16,35041
2016-06-17,36698
2016-06-18,36698
2016-06-19,36698
2016-06-20,38013
2016-06-21,38013
2016-06-22,38013
2016-06-23,39319
2016-06-24,39319
2016-06-25,39319
2016-06-26,39031
2016-06-27,39031
2016-06-28,39031
2016-06-29,40073
2016-06-30,40073
2016-07-01,40073
2016-07-02,39926
2016-07-03,39926
2016-07-04,41123
2016-07-05,41123
2016-07-06,42710
2016-07-07,42710
2016-07-08,44435
2016-07-09,44435
2016-07-10,44435
2016-07-11,42944
2016-07-12,42944
2016-07-13,42944
2016-07-14,41854
2016-07-15,41854
2016-07-16,40951
2016-07-17,40951
2016-07-18,40187
2016-07-23,39511
2016-07-24,39511
2016-07-25,39267
2016-07-26,39267
2016-07-27,39267
2016-07-28,39074
2016-07-29,39074
2016-07-30,39005
2016-07-31,39005
2016-08-01,39005
2016-08-02,39005
2016-08-03,38963
2016-08-04,38963
2016-08-05,38963
2016-08-06,38963
2016-08-07,38548
2016-08-08,38548
2016-08-09,38548
2016-08-10,39035
2016-08-11,39035
2016-08-12,39035
2016-08-13,39035
2016-08-14,38783
2016-08-15,38783
2016-08-16,38783
2016-08-17,38752
2016-08-18,38752
2016-08-19,38752
2016-08-20,38539
2016-08-21,38539
2016-08-22,38539
2016-08-23,38539
2016-08-24,38500
2016-08-25,38500
2016-08-26,38500
2016-08-28,38404
2016-08-31,38404
2016-09-01,38274
2016-09-02,38274
2016-09-03,38274
2016-09-04,38274
2016-09-05,38274
2016-09-06,39058
2016-09-07,39058
2016-09-08,39058
2016-09-09,39058
2016-09-10,39270
2016-09-11,39270
2016-09-12,39270
2016-09-13,39270
2016-09-14,39270
2016-09-15,38695
2016-09-16,38695
2016-09-17,38695
2016-09-18,38695
2016-09-19,39495
2016-09-20,39495
2016-09-21,39495
2016-09-22,39495
2016-09-23,39081
2016-09-24,39081
2016-09-25,39081
2016-09-26,39081
2016-09-27,39081
2016-09-28,38417
2016-09-29,38417
2016-09-30,38417
2016-10-01,38417
2016-10-02,38816
2016-10-03,38816
2016-10-04,38816
2016-10-05,38816
2016-10-06,38549
2016-10-07,38549
2016-10-08,38549
2016-10-09,38549
2016-10-10,38505
2016-10-11,38505
2016-10-12,38505
2016-10-13,38505
2016-10-14,37900
2016-10-15,37900
2016-10-16,37900
2016-10-17,36518
2016-10-18,36518
2016-10-19,36518
2016-10-20,36518
2016-10-21,35369
2016-10-22,35369
2016-10-23,35369
2016-10-24,35369
2016-10-25,35369
2016-10-26,35069
2016-10-27,35069
2016-10-28,35069
2016-10-29,35069
2016-10-30,35069
2016-10-31,34562
2016-11-01,34562
2016-11-02,34562
2016-11-03,34562
2016-11-04,34595
2016-11-05,34595
2016-11-06,34595
2016-11-07,34595
2016-11-08,34595
2016-11-09,34204
2016-11-10,34204
2016-11-11,34204
2016-11-12,34204
2016-11-13,34204
2016-11-14,34188
2016-11-15,34188
2016-12-07,33413
2016-12-08,34544
2016-12-09,34544
2016-12-10,34544
2016-12-11,34544
2016-12-12,33866
2016-12-13,33866
2016-12-14,33866
2016-12-15,33215
2016-12-16,33215
2016-12-17,33215
2016-12-18,33215
2016-12-19,33215
2016-12-20,31626
2016-12-21,31626
2016-12-22,31626
2016-12-23,31751
2016-12-24,31751
2016-12-25,31751
2016-12-26,31751
2016-12-27,31751
2016-12-28,32241
2016-12-29,32241
2016-12-30,32241
2016-12-31,32241
2017-01-01,33047
2017-01-02,33047
2017-01-03,33047
2017-01-04,34066
2017-01-05,34066
2017-01-06,34066
2017-01-07,34066
2017-01-08,34067
2017-01-09,34067
2017-01-10,34067
2017-01-11,34380
2017-01-12,34380
2017-01-13,34380
2017-01-14,34824
2017-01-15,34824
2017-01-16,34824
2017-01-17,33677
2017-01-18,33677
2017-01-19,33677
2017-01-20,32082
2017-01-21,32082
2017-01-22,32082
2017-01-23,31789
2017-01-27,30950
2017-01-28,30950
2017-01-29,31268
2017-01-30,31268
2017-01-31,31268
2017-02-01,30454
2017-02-02,30454
2017-02-03,30454
2017-02-04,30454
2017-02-05,29478
2017-02-06,29478
2017-02-07,29478
2017-02-08,29478
2017-02-09,28130
2017-02-10,28130
2017-02-11,26755
2017-02-12,26755
2017-02-13,26755
2017-02-14,25417
2017-02-15,25417
2017-02-16,25417
2017-02-18,24694
2017-02-19,24694
2017-02-20,24278
2017-02-21,24278
2017-02-22,24278
2017-02-23,24278
2017-02-24,23994
2017-02-25,23994
2017-02-26,23994
2017-02-27,24026
2017-02-28,24026
2017-03-01,24026
2017-03-02,23652
2017-03-03,23652
2017-03-04,23652
2017-03-05,24436
2017-03-06,24436
2017-03-07,24147
2017-03-08,24147
2017-03-09,24147
2017-03-10,24337
2017-03-11,24337
2017-03-12,24337
2017-03-13,25155
2017-03-14,25155
2017-03-15,25155
2017-03-16,26345
2017-03-17,26345
2017-03-18,26345
2017-03-19,27237
2017-03-20,27237
2017-03-21,27237
2017-03-22,27328
2017-03-23,27328
2017-03-24,27328
2017-03-25,28434
2017-03-26,28434
2017-03-27,28434
2017-03-28,28967
2017-03-29,28967
2017-03-30,30183
2017-03-31,30183
2017-04-01,30902
2017-04-02,30902
2017-04-03,30902
2017-04-04,31995
2017-04-12,33701
2017-04-13,34349
2017-04-14,34349
2017-04-15,34349
2017-04-16,35492
2017-04-17,35492
2017-04-18,35492
2017-04-19,36469
2017-04-20,36469
2017-04-21,36469
2017-04-22,38068
2017-04-23,38068
2017-04-24,38068
2017-04-25,39810
2017-04-26,39810
2017-04-27,39810
2017-04-28,39810
2017-04-29,41740
2017-04-30,41740
2017-05-01,41740
2017-05-02,43788
2017-05-03,43788
2017-05-04,43788
2017-05-05,44480
2017-05-06,44480
2017-05-07,44480
2017-05-08,44480
2017-05-09,44886
2017-05-10,44886
2017-05-11,44886
2017-05-12,44886
2017-05-13,44401
2017-05-14,44401
2017-05-15,44401
2017-05-16,44401
2017-05-17,44691
2017-05-18,44691
2017-05-19,44691
2017-05-20,45056
2017-05-21,45056
2017-05-22,45056
2017-05-23,45056
2017-05-24,44620
2017-05-25,44620
2017-05-26,44620
2017-05-27,44620
2017-05-28,44580
2017-05-29,44580
2017-05-30,44580
2017-05-31,43191
2017-06-01,43191
2017-06-02,43191
2017-06-03,43191
2017-06-04,43294
2017-06-05,43294
2017-06-06,43294
2017-06-07,45116
2017-06-08,45116
2017-06-09,45116
2017-06-10,47372
2017-06-11,47372
2017-06-12,47372
2017-06-13,47290
2017-06-14,47290
2017-06-15,47290
2017-06-16,47565
2017-06-17,47565
2017-06-18,47565
2017-06-19,47565
2017-06-20,47389
2017-06-21,47389
2017-06-22,47389
2017-06-23,47389
2017-06-24,48108
2017-06-25,48108
2017-06-26,48108
2017-06-27,48108
2017-06-28,48385
2017-06-29,48385
2017-06-30,48385
2017-07-01,48385
2017-07-02,48794
2017-07-03,48794
2017-07-04,48794
2017-07-05,48794
2017-07-06,49709
2017-07-07,49709
2017-07-08,49709
2017-07-13,49959
2017-07-14,49347
2017-07-15,49347
2017-07-16,49347
2017-07-17,49347
2017-07-18,47582
2017-07-19,47582
2017-07-20,47582
2017-07-21,47582
2017-07-22,45283
2017-07-23,45283
2017-07-24,45283
2017-07-25,45283
2017-07-26,43018
2017-07-27,43018
2017-07-28,43018
2017-07-29,41909
2017-07-30,41909
2017-07-31,41909
2017-08-01,41909
2017-08-02,41168
2017-08-03,41168
2017-08-04,41168
2017-08-05,41168
2017-08-06,39949
2017-08-09,39949
2017-08-10,38702
2017-08-11,38702
2017-08-12,38702
2017-08-13,38702
2017-08-14,38702
2017-08-15,38221
2017-08-16,38221
2017-08-17,38221
2017-08-18,36910
2017-08-19,36910
2017-08-20,36910
2017-08-21,36910
2017-08-22,35074
2017-08-23,35074
2017-08-24,35074
2017-08-25,35074
2017-08-26,33527
2017-08-27,33527
2017-08-28,33527
2017-08-29,33527
2017-08-30,32943
2017-08-31,32943
2017-09-01,32943
2017-09-02,31330
2017-09-03,31330
2017-09-04,31330
2017-09-05,31330
2017-09-06,29946
2017-09-07,29946
2017-09-08,29946
2017-09-09,28904
2017-09-10,28904
2017-09-11,28904
2017-09-12,27983
2017-09-13,27983
2017-09-14,27983
2017-09-15,27983
2017-09-16,26809
2017-09-17,26809
2017-09-18,26809
2017-09-19,26809
2017-09-20,25626
2017-09-21,25626
2017-09-22,25626
2017-09-23,24453
2017-09-24,24453
2017-09-25,24453
2017-09-26,23682
2017-09-27,23682
2017-09-28,23682
2017-09-29,23682
2017-09-30,23228
2017-10-01,23228
2017-10-02,23228
2017-10-03,23228
2017-10-04,23228
2017-10-05,22470
2017-10-06,22470
2017-10-07,22470
2017-10-08,22470
2017-10-09,21346
2017-10-10,21346
2017-10-11,21346
2017-10-12,21346
2017-10-13,20336
2017-10-14,20336
2017-10-15,20336
2017-10-16,19436
2017-10-17,19436
2017-10-18,19436
2017-10-19,19436
2017-10-20,19436
2017-10-21,18606
2017-10-22,18606
2017-10-23,18606
2017-10-24,17896
2017-10-25,17896
2017-10-26,17896
2017-10-27,17337
2017-10-28,17337
2017-10-29,17337
2017-10-30,17337
2017-10-31,17233
2017-11-01,17233
2017-11-02,17233
2017-11-03,17233
2017-11-04,17234
2017-11-05,17234
2017-11-06,17234
2017-11-07,17234
2017-11-08,17670
2017-11-09,17670
2017-11-10,17670
2017-11-11,17670
2017-11-12,18203
2017-11-13,18203
2017-11-14,18203
2017-11-15,18203
2017-11-16,18731
2017-11-17,18731
2017-11-18,18731
2017-11-19,18731
2017-11-20,18731
2017-11-21,18875
2017-11-22,18875
2017-11-23,18875
2017-11-24,18875
2017-11-25,18875
2017-11-26,18953
2017-11-27,18953
2017-11-28,18953
2017-11-29,18953
2017-11-30,18953
2017-12-01,19192
2017-12-02,19192
2017-12-03,19192
2017-12-04,19192
2017-12-05,19332
2017-12-06,19332
2017-12-07,19332
2017-12-08,19332
2017-12-09,19332
2017-12-10,19435
2017-12-11,19435
2017-12-12,19435
2017-12-13,19435
2017-12-14,19435
2017-12-15,19388
2017-12-16,19388
2017-12-17,19388
2017-12-18,19388
2017-12-19,19388
2017-12-20,19506
2017-12-21,19506
2017-12-22,19506
2017-12-23,19506
2017-12-24,19330
2017-12-25,19330
2017-12-26,19330
2017-12-27,19330
2017-12-28,19330
2017-12-29,19218
2017-12-30,19218
2017-12-31,19218
2018-01-01,19218
2018-01-02,19290
2018-01-03,19290
2018-01-04,19290
2018-01-05,19205
2018-01-06,19205
2018-01-07,19205
2018-01-08,18933
2018-01-09,18933
2018-01-10,18933
2018-01-11,18933
2018-01-12,18788
2018-01-13,18788
2018-01-14,18788
2018-01-15,18746
2018-01-16,18746
2018-01-17,18746
2018-01-18,18858
2018-01-19,18858
2018-01-20,18858
2018-01-21,18858
2018-01-22,18806
2018-01-23,18806
2018-01-25,18806
2018-01-26,18642
2018-01-27,18642
2018-01-28,18642
2018-01-29,18528
2018-01-30,18528
2018-01-31,18528
2018-02-01,18528
2018-02-02,18408
2018-02-03,18408
2018-02-04,18408
2018-02-05,18602
2018-02-06,18602
2018-02-07,18602
2018-02-08,18602
2018-02-09,18575
2018-02-10,18575
2018-02-11,18575
2018-02-12,18575
2018-02-13,18479
2018-02-14,18479
2018-02-15,18479
2018-02-16,19112
2018-02-17,19112
2018-02-18,19112
2018-02-19,20033
2018-02-20,20033
2018-02-21,20033
2018-02-22,21003
2018-02-23,21003
2018-02-24,21003
2018-02-25,22034
2018-02-26,22034
2018-02-27,22034
2018-02-28,22034
2018-03-01,23136
2018-03-02,23136
2018-03-03,23136
2018-03-04,23136
2018-03-05,24293
2018-03-06,24293
2018-03-07,24293
2018-03-08,25452
2018-03-09,25452
2018-03-10,25452
2018-03-11,26348
2018-03-12,26348
2018-03-13,26348
2018-03-14,27494
2018-03-15,27494
2018-03-16,27494
2018-03-17,28869
2018-03-18,28869
2018-03-19,28869
2018-03-20,28869
2018-03-21,28941
2018-03-23,28941
2018-03-24,28941
2018-03-25,28583
2018-03-26,28583
2018-03-27,28583
2018-03-28,28394
2018-03-29,28394
2018-03-30,28394
2018-03-31,28394
2018-04-01,28394
2018-04-02,28339
2018-04-03,28339
2018-04-04,28339
2018-04-05,28339
2018-04-06,28354
2018-04-07,28354
2018-04-08,28354
2018-04-09,28354
2018-04-10,28354
2018-04-11,28104
2018-04-12,28104
2018-04-13,28104
2018-04-14,28104
2018-04-15,27811
2018-04-16,27811
2018-04-17,27811
2018-04-18,27811
2018-04-19,27845
2018-04-20,27845
2018-04-21,27845
2018-04-22,28158
2018-04-23,28158
2018-04-24,28158
2018-04-25,28158
2018-04-26,28158
2018-04-27,28536
2018-04-28,28536
2018-04-29,28536
2018-04-30,28536
2018-05-01,28579
2018-05-04,28579
2018-05-05,28761
2018-05-06,28761
2018-05-07,28761
2018-05-08,28761
2018-05-09,28761
2018-05-10,28947
2018-05-11,28947
2018-05-12,28947
2018-05-13,28947
2018-05-14,29256
2018-05-15,29256
2018-05-16,29256
2018-05-17,29256
2018-05-18,29382
2018-05-19,29382
2018-05-20,29382
2018-05-21,29491
2018-05-22,29491
2018-05-23,29491
2018-05-24,29491
2018-05-25,29621
2018-05-26,29621
2018-05-27,29621
2018-05-28,29854
2018-05-29,29854
2018-05-30,29854
2018-05-31,29854
2018-06-01,29986
2018-06-02,29986
2018-06-03,29986
2018-06-04,29986
2018-06-05,31010
2018-06-06,31010
2018-06-07,31010
2018-06-08,31010
2018-06-09,31010
2018-06-10,30051
2018-06-11,30051
2018-06-12,30051
2018-06-13,30051
2018-06-14,29871
2018-06-15,29871
2018-06-16,29871
2018-06-17,29871
2018-06-18,29708
2018-06-19,29708
2018-06-20,29708
2018-06-21,29708
2018-06-22,29340
2018-06-23,29340
2018-06-24,29340
2018-06-25,29340
2018-06-26,29464
2018-06-27,29464
2018-06-28,29464
2018-06-29,29464
2018-06-30,29983
2018-07-01,29983
2018-07-02,29983
2018-07-03,29983
2018-07-04,29983
2018-07-05,29983
2018-07-06,29392
2018-07-07,29392
2018-07-08,29392
2018-07-09,29392
2018-07-10,29242
2018-07-11,29242
2018-07-12,29242
2018-07-13,29242
2018-07-14,29242
2018-07-15,29188
2018-07-16,29188
2018-07-17,29188
2018-07-18,30383
2018-07-19,30383
2018-07-20,30383
2018-07-21,30383
2018-07-22,31077
2018-07-23,31077
2018-07-24,31077
2018-07-25,31845
2018-07-26,31845
2018-07-27,31845
2018-07-28,31845
2018-07-29,32089
2018-07-30,32089
2018-07-31,32089
2018-08-01,31665
2018-08-02,31665
2018-08-03,31665
2018-08-04,32211
2018-08-05,32211
2018-08-06,32211
2018-08-07,32211
2018-08-08,32505
2018-08-09,32505
2018-08-10,32505
2018-08-11,32505
2018-08-12,33874
2018-08-14,34535
2018-08-16,34535
2018-08-17,34415
2018-08-18,34415
2018-08-19,34415
2018-08-20,34666
2018-08-21,34666
2018-08-22,34666
2018-08-23,35901
2018-08-24,35901
2018-08-25,35901
2018-08-26,35675
2018-08-27,35675
2018-08-28,35675
2018-08-29,35490
2018-08-30,35490
2018-08-31,35490
2018-09-01,34958
2018-09-02,34958
2018-09-03,34958
2018-09-04,35339
2018-09-05,35339
2018-09-06,35339
2018-09-07,34656
2018-09-08,34656
2018-09-09,34656
2018-09-10,34730
2018-09-11,34730
2018-09-12,34730
2018-09-13,34730
2018-09-14,35169
2018-09-15,35169
2018-09-16,35169
2018-09-17,35169
2018-09-18,34287
2018-09-19,34287
2018-09-20,34287
2018-09-21,34287
2018-09-22,33845
2018-09-23,33845
2018-09-24,33845
2018-09-25,33845
2018-09-26,34444
2018-09-27,34444
2018-09-28,34444
2018-09-29,34444
2018-09-30,34444
2018-10-01,34393
2018-10-02,34393
2018-10-03,34393
2018-10-04,34393
2018-10-05,34418
2018-10-06,34418
2018-10-07,34418
2018-10-08,34399
2018-10-09,34399
2018-10-10,34399
2018-10-11,34437
2018-10-12,34437
2018-10-13,34437
2018-10-14,34437
2018-10-15,35573
2018-10-16,35573
2018-10-17,35573
2018-10-18,36607
2018-10-19,36607
2018-10-20,36607
2018-10-21,36607
2018-10-22,38307
2018-10-23,38307
2018-10-24,38307
2018-10-25,40173
2018-10-26,40173
2018-10-27,40173
2018-10-28,42038
2018-10-29,42038
2018-10-30,42038
2018-10-31,44050
2018-11-01,44050
2018-11-03,46035
2018-11-04,46035
2018-11-05,48131
2018-11-06,48131
2018-11-07,48131
2018-11-08,50067
2018-11-09,50067
2018-11-10,52347
2018-11-11,52347
2018-11-12,54805
2018-11-13,54805
2018-11-14,57174
2018-11-15,57174
2018-11-16,58825
2018-11-17,58825
2018-11-18,60149
2018-11-19,60149
2018-11-20,62195
2018-11-21,62195
2018-11-22,63451
2018-11-23,63451
2018-11-24,64081
2018-11-25,64081
2018-11-26,63656
2018-11-27,63656
2018-11-28,62922
2018-11-29,62922
2018-12-01,63647
2018-12-02,63869
2018-12-03,63869
2018-12-04,63922
2018-12-05,63922
2018-12-07,62608
2018-12-09,60672
2018-12-10,60788
2018-12-11,60788
2018-12-12,60788
2018-12-13,59423
2018-12-14,59423
2018-12-15,57562
2018-12-16,57562
2018-12-17,55175
2018-12-18,55175
2018-12-19,52679
2018-12-20,52679
2018-12-21,50456
2018-12-22,50456
2018-12-23,48246
2018-12-24,48246
2018-12-25,45982
2018-12-26,45982
2018-12-27,43933
2018-12-28,43933
2018-12-29,42330
2018-12-30,42330
2018-12-31,40972
2019-01-01,40972
2019-01-02,40972
2019-01-03,39171
2019-01-04,39171
2019-01-05,38665
2019-01-06,38665
2019-01-08,37967
2019-01-10,36744
2019-01-11,36744
2019-01-12,36744
2019-01-13,35403
2019-01-14,35403
2019-01-15,34328
2019-01-16,34328
2019-01-17,34328
2019-01-18,33533
2019-01-19,33533
2019-01-20,32653
2019-01-21,32653
2019-01-22,32653
2019-01-23,32341
2019-01-24,32341
2019-01-25,32341
2019-01-26,32185
2019-01-27,32185
2019-01-28,31921
2019-01-29,31921
2019-01-30,31684
2019-01-31,31684
2019-02-01,31095
2019-02-02,31095
2019-02-03,30206
2019-02-04,30206
2019-02-05,29041
2019-02-06,29041
2019-02-07,29041
2019-02-08,27785
2019-02-09,27785
2019-02-10,27785
2019-02-11,26839
2019-02-12,26839
2019-02-13,26839
2019-02-14,26125
2019-02-15,26125
2019-02-16,25493
2019-02-17,25493
2019-02-18,25493
2019-02-19,24659
2019-02-20,24659
2019-02-21,23805
2019-02-22,23805
2019-02-23,23805
2019-02-24,23652
2019-02-25,23652
2019-02-26,23363
2019-02-27,23363
2019-02-28,23363
2019-03-01,23229
2019-03-02,23229
2019-03-03,23229
2019-03-04,22747
2019-03-05,22747
2019-03-06,22134
2019-03-07,22134
2019-03-08,22134
2019-03-09,22134
2019-03-10,21429
2019-03-11,21429
2019-03-12,21429
2019-03-13,20920
2019-03-14,20920
2019-03-15,20920
2019-03-16,20754
2019-03-17,20754
2019-03-18,21227
2019-03-19,21227
2019-03-20,21227
2019-03-21,21307
2019-03-22,21307
2019-03-23,21307
2019-03-24,20888
2019-03-25,20888
2019-03-26,20888
