date_obj,Mystic%20smoke%20staff price
2016-06-26,3130780
2016-06-27,3072914
2016-06-28,3023680
2016-06-29,3068020
2016-06-30,3163197
2016-07-01,3236519
2016-07-02,3236519
2016-07-03,3373534
2016-07-04,3482278
2016-07-05,3482278
2016-07-06,3493431
2016-07-07,3493431
2016-07-08,3397098
2016-07-09,3414157
2016-07-10,3372128
2016-07-11,3285582
2016-07-12,3285582
2016-07-13,3259669
2016-07-14,3259669
2016-07-15,3189550
2016-07-16,3189550
2016-07-17,3124949
2016-07-18,2975703
2016-07-23,2868751
2016-07-24,2868142
2016-07-25,2868142
2016-07-26,2896303
2016-07-27,2896303
2016-07-28,2918450
2016-07-29,3013242
2016-07-30,3034001
2016-07-31,3034001
2016-08-01,3007643
2016-08-02,3013894
2016-08-03,3013894
2016-08-04,2922041
2016-08-05,2922041
2016-08-06,2891852
2016-08-07,2853379
2016-08-08,2853379
2016-08-09,2888796
2016-08-10,2888796
2016-08-11,2880374
2016-08-12,2880374
2016-08-13,2814929
2016-08-14,2814929
2016-08-15,2766949
2016-08-16,2766949
2016-08-17,2717834
2016-08-18,2717834
2016-08-19,2618181
2016-08-20,2547156
2016-08-21,2547156
2016-08-22,2524036
2016-08-23,2470475
2016-08-24,2470475
2016-08-25,2484493
2016-08-26,2484493
2016-08-28,2416675
2016-08-31,2186362
2016-09-01,2167314
2016-09-02,2167314
2016-09-03,2207967
2016-09-04,2218398
2016-09-05,2278266
2016-09-06,2350278
2016-09-07,2350278
2016-09-08,2465370
2016-09-09,2465370
2016-09-10,2521445
2016-09-11,2521445
2016-09-12,2643985
2016-09-13,2749656
2016-09-14,2749656
2016-09-15,2764292
2016-09-16,2764292
2016-09-17,2822181
2016-09-18,2822181
2016-09-19,2947741
2016-09-20,2947741
2016-09-21,3060428
2016-09-22,2947686
2016-09-23,2830556
2016-09-24,2830556
2016-09-25,2912227
2016-09-26,2912227
2016-09-27,3038291
2016-09-28,3157185
2016-09-29,3157185
2016-09-30,3140734
2016-10-01,3158840
2016-10-02,3158840
2016-10-03,3214836
2016-10-04,3214836
2016-10-05,3170815
2016-10-06,3170815
2016-10-07,3224646
2016-10-08,3335809
2016-10-09,3335809
2016-10-10,3423841
2016-10-11,3438431
2016-10-12,3438431
2016-10-13,3320669
2016-10-14,3178894
2016-10-15,3188750
2016-10-16,3188750
2016-10-17,3162263
2016-10-18,3162263
2016-10-19,3220199
2016-10-20,3220199
2016-10-21,3271000
2016-10-22,3271000
2016-10-23,3288106
2016-10-24,3224205
2016-10-25,3224205
2016-10-26,3173995
2016-10-27,3173995
2016-10-28,3059357
2016-10-29,2953638
2016-10-30,2953638
2016-10-31,2826092
2016-11-01,2826092
2016-11-02,2773809
2016-11-03,2773809
2016-11-04,2831376
2016-11-05,2831376
2016-11-06,2924103
2016-11-07,2924103
2016-11-08,2890344
2016-11-09,2867924
2016-11-10,2758713
2016-11-11,2758713
2016-11-12,2695171
2016-11-13,2695171
2016-11-14,2599423
2016-12-07,3026083
2016-12-08,3088968
2016-12-09,3030680
2016-12-10,3030680
2016-12-11,3005616
2016-12-12,3005616
2016-12-13,3003144
2016-12-14,3032337
2016-12-15,3032337
2016-12-16,3095312
2016-12-17,3066683
2016-12-18,3066683
2016-12-19,3069697
2016-12-20,3062815
2016-12-21,3127065
2016-12-22,3127065
2016-12-23,3213230
2016-12-24,3213230
2016-12-25,3206427
2016-12-26,3208204
2016-12-27,3273597
2016-12-28,3295517
2016-12-29,3320037
2016-12-30,3374732
2016-12-31,3351108
2017-01-01,3363559
2017-01-02,3431619
2017-01-03,3496688
2017-01-04,3440477
2017-01-05,3273515
2017-01-06,3109839
2017-01-07,2979632
2017-01-08,2885331
2017-01-09,2862290
2017-01-10,2924920
2017-01-11,2896970
2017-01-12,2916618
2017-01-13,2916618
2017-01-14,2958449
2017-01-15,2961147
2017-01-16,2944820
2017-01-17,2941437
2017-01-18,2991181
2017-01-19,3050903
2017-01-20,3078041
2017-01-21,3102173
2017-01-22,3100921
2017-01-27,3114358
2017-01-28,3088303
2017-01-29,3042082
2017-01-30,3016178
2017-01-31,3002488
2017-02-01,2988300
2017-02-02,2981527
2017-02-03,2986877
2017-02-04,3003580
2017-02-05,3000071
2017-02-06,2990308
2017-02-07,3056708
2017-02-08,3121484
2017-02-09,3121484
2017-02-10,3110082
2017-02-11,3093981
2017-02-12,3093981
2017-02-13,3078579
2017-02-14,3039517
2017-02-15,3039924
2017-02-16,3016169
2017-02-18,3006772
2017-02-19,2972887
2017-02-20,2911876
2017-02-21,2904079
2017-02-22,2904079
2017-02-23,2864902
2017-02-24,2848945
2017-02-25,2749024
2017-02-26,2682685
2017-02-27,2687506
2017-02-28,2683628
2017-03-01,2673576
2017-03-02,2671988
2017-03-03,2671988
2017-03-04,2710790
2017-03-05,2758214
2017-03-06,2786468
2017-03-07,2796147
2017-03-08,2792883
2017-03-09,2800642
2017-03-10,2810154
2017-03-11,2788831
2017-03-12,2769477
2017-03-13,2772192
2017-03-14,2783903
2017-03-15,2780034
2017-03-16,2769610
2017-03-17,2759667
2017-03-18,2758665
2017-03-19,2748412
2017-03-20,2741116
2017-03-21,2752065
2017-03-22,2770559
2017-03-23,2804391
2017-03-24,2836274
2017-03-25,2901417
2017-03-26,2931195
2017-03-27,2965375
2017-03-28,2998382
2017-03-29,3039456
2017-03-30,3078669
2017-03-31,3102319
2017-04-01,3096729
2017-04-02,3083538
2017-04-03,3129404
2017-04-04,3151034
2017-04-12,3288349
2017-04-13,3235108
2017-04-14,3073761
2017-04-15,2927075
2017-04-16,2937228
2017-04-17,2966001
2017-04-18,3048335
2017-04-19,3048550
2017-04-20,3063273
2017-04-21,3061622
2017-04-22,3029828
2017-04-23,3062223
2017-04-24,3084934
2017-04-25,3127804
2017-04-26,3127804
2017-04-27,3121944
2017-04-28,3073992
2017-04-29,3060542
2017-04-30,3049278
2017-05-01,3030901
2017-05-02,3011457
2017-05-03,2991712
2017-05-04,2972377
2017-05-05,3020768
2017-05-06,3012342
2017-05-07,2956703
2017-05-08,2904015
2017-05-09,2898552
2017-05-10,2860392
2017-05-11,2853289
2017-05-12,2779935
2017-05-13,2684693
2017-05-14,2664848
2017-05-15,2660210
2017-05-16,2647713
2017-05-17,2647713
2017-05-18,2626852
2017-05-19,2626852
2017-05-20,2546214
2017-05-21,2546214
2017-05-22,2498050
2017-05-23,2463412
2017-05-24,2469828
2017-05-25,2351344
2017-05-26,2234513
2017-05-27,2150170
2017-05-28,2190009
2017-05-29,2126886
2017-05-30,2133514
2017-05-31,2144765
2017-06-01,2078930
2017-06-02,2036577
2017-06-03,2036577
2017-06-06,1931953
2017-06-07,1901711
2017-06-08,1901711
2017-06-09,1899970
2017-06-10,1969111
2017-06-11,1947140
2017-06-12,1917229
2017-06-13,1908240
2017-06-14,1908337
2017-06-15,1930500
2017-06-16,1933834
2017-06-17,1993150
2017-06-18,2077169
2017-06-19,2077169
2017-06-20,2117293
2017-06-21,2086451
2017-06-22,2095531
2017-06-23,2095531
2017-06-24,2160636
2017-06-25,2149680
2017-06-26,2144409
2017-06-27,2191177
2017-06-28,2247169
2017-06-29,2338130
2017-06-30,2340565
2017-07-01,2340565
2017-07-02,2366377
2017-07-03,2406328
2017-07-04,2399412
2017-07-05,2399412
2017-07-06,2338935
2017-07-07,2338935
2017-07-08,2365345
2017-07-13,2471992
2017-07-14,2504500
2017-07-15,2504500
2017-07-16,2481194
2017-07-17,2434955
2017-07-18,2406969
2017-07-19,2352064
2017-07-20,2279942
2017-07-21,2225000
2017-07-22,2187004
2017-07-23,2200663
2017-07-24,2245682
2017-07-25,2300811
2017-07-26,2396625
2017-07-27,2438707
2017-07-28,2481460
2017-07-29,2481460
2017-07-30,2413640
2017-07-31,2413640
2017-08-01,2295236
2017-08-02,2280089
2017-08-03,2264399
2017-08-04,2312524
2017-08-05,2292832
2017-08-06,2326588
2017-08-09,2259067
2017-08-10,2197710
2017-08-11,2201761
2017-08-12,2195704
2017-08-13,2212306
2017-08-14,2175342
2017-08-15,2178948
2017-08-16,2199398
2017-08-17,2203866
2017-08-18,2203866
2017-08-19,2143088
2017-08-20,2122595
2017-08-22,2091707
2017-08-23,2054120
2017-08-24,1997879
2017-08-25,1990194
2017-08-26,1937273
2017-08-27,1899992
2017-08-28,1920275
2017-08-29,1920275
2017-08-30,1999038
2017-08-31,1982421
2017-09-01,1982421
2017-09-02,1925799
2017-09-03,1925799
2017-09-04,1960918
2017-09-05,1951140
2017-09-06,1948731
2017-09-07,1961294
2017-09-08,1961294
2017-09-09,1981893
2017-09-10,2038352
2017-09-11,2060445
2017-09-12,2060445
2017-09-13,2089835
2017-09-14,2104244
2017-09-15,2104244
2017-09-16,2105847
2017-09-17,2084685
2017-09-19,2091134
2017-09-20,2146189
2017-09-21,2133862
2017-09-22,2126193
2017-09-23,2126193
2017-09-24,2130324
2017-09-25,2216181
2017-09-26,2234049
2017-09-27,2234049
2017-09-28,2287776
2017-09-29,2394006
2017-09-30,2463996
2017-10-01,2523548
2017-10-02,2498909
2017-10-03,2498909
2017-10-04,2453231
2017-10-05,2427862
2017-10-06,2385029
2017-10-07,2403760
2017-10-08,2438672
2017-10-09,2449791
2017-10-10,2394699
2017-10-11,2394699
2017-10-12,2370498
2017-10-13,2352487
2017-10-14,2290868
2017-10-15,2290868
2017-10-16,2259187
2017-10-17,2259187
2017-10-18,2237090
2017-10-19,2196622
2017-10-20,2144056
2017-10-21,2093255
2017-10-22,2072652
2017-10-23,2104994
2017-10-24,2139384
2017-10-25,2192573
2017-10-26,2160224
2017-10-27,2113759
2017-10-28,2113759
2017-10-29,2092699
2017-10-30,2090071
2017-10-31,2104990
2017-11-01,2104990
2017-11-02,2098131
2017-11-03,2086946
2017-11-04,2088804
2017-11-05,2099206
2017-11-06,2110599
2017-11-07,2136849
2017-11-08,2123272
2017-11-09,2090175
2017-11-10,2125299
2017-11-11,2120423
2017-11-12,2089579
2017-11-13,2108598
2017-11-14,2108598
2017-11-15,2120163
2017-11-16,2135160
2017-11-17,2073286
2017-11-18,2055800
2017-11-19,2070132
2017-11-20,2058606
2017-11-21,2039552
2017-11-22,2027035
2017-11-23,2024215
2017-11-24,1989549
2017-11-25,2024366
2017-11-26,2007506
2017-11-27,2007506
2017-11-28,1986281
2017-11-29,1991444
2017-11-30,2019385
2017-12-01,2008825
2017-12-02,1998395
2017-12-03,2004044
2017-12-04,2038232
2017-12-05,2076892
2017-12-06,2078139
2017-12-07,2091554
2017-12-08,2091554
2017-12-09,2129315
2017-12-10,2149810
2017-12-11,2160773
2017-12-12,2157814
2017-12-14,2170691
2017-12-15,2203243
2017-12-17,2271207
2017-12-18,2336965
2017-12-19,2336965
2017-12-20,2370304
2017-12-21,2369505
2017-12-22,2360908
2017-12-23,2351496
2017-12-24,2323194
2017-12-25,2269521
2017-12-26,2263907
2017-12-27,2269621
2017-12-28,2289397
2017-12-29,2327863
2017-12-30,2379751
2017-12-31,2486429
2018-01-01,2574392
2018-01-02,2458954
2018-01-03,2429723
2018-01-04,2334859
2018-01-05,2270482
2018-01-06,2272729
2018-01-07,2276926
2018-01-08,2253038
2018-01-09,2193933
2018-01-10,2167904
2018-01-11,2167557
2018-01-12,2192959
2018-01-13,2223894
2018-01-14,2290412
2018-01-15,2331567
2018-01-16,2389612
2018-01-17,2458923
2018-01-18,2501730
2018-01-19,2501730
2018-01-20,2555062
2018-01-21,2611344
2018-01-22,2601256
2018-01-23,2533740
2018-01-25,2402954
2018-01-26,2395190
2018-01-27,2433329
2018-01-28,2497426
2018-01-29,2493433
2018-01-31,2481260
2018-02-01,2487262
2018-02-02,2447437
2018-02-03,2436943
2018-02-04,2406482
2018-02-05,2399919
2018-02-06,2404143
2018-02-07,2377009
2018-02-08,2349129
2018-02-09,2387918
2018-02-10,2408105
2018-02-11,2410444
2018-02-12,2398925
2018-02-13,2398398
2018-02-14,2439123
2018-02-15,2516543
2018-02-16,2526029
2018-02-17,2538918
2018-02-18,2554433
2018-02-19,2658375
2018-02-20,2738493
2018-02-21,2834099
2018-02-22,2953311
2018-02-23,3040259
2018-02-24,3058793
2018-02-25,3044746
2018-02-26,3089606
2018-02-27,3052615
2018-03-01,2925099
2018-03-02,2946526
2018-03-03,2919379
2018-03-04,2891731
2018-03-05,2830384
2018-03-06,2779963
2018-03-07,2687395
2018-03-08,2671911
2018-03-09,2601397
2018-03-10,2540573
2018-03-11,2574354
2018-03-12,2597682
2018-03-13,2622278
2018-03-14,2618610
2018-03-15,2612124
2018-03-16,2624205
2018-03-17,2658367
2018-03-18,2666536
2018-03-19,2705314
2018-03-20,2723182
2018-03-21,2752462
2018-03-23,2735436
2018-03-24,2728242
2018-03-26,2706484
2018-03-27,2732833
2018-03-28,2713709
2018-03-29,2757102
2018-03-30,2809941
2018-03-31,2809061
2018-04-01,2836592
2018-04-02,2917877
2018-04-03,2949108
2018-04-04,2940109
2018-04-05,2994740
2018-04-06,3002597
2018-04-07,2995125
2018-04-08,2968514
2018-04-09,2941559
2018-04-10,2902117
2018-04-11,2877858
2018-04-12,2843795
2018-04-13,2829269
2018-04-14,2831345
2018-04-15,2836749
2018-04-16,2869428
2018-04-17,2865103
2018-04-18,2868916
2018-04-19,2895950
2018-04-20,2880279
2018-04-21,2856858
2018-04-22,2842039
2018-04-23,2825600
2018-04-24,2851786
2018-04-25,2903807
2018-04-26,2954096
2018-04-27,2956993
2018-04-28,2913274
2018-04-29,2918136
2018-04-30,2957254
2018-05-01,3047133
2018-05-04,3049343
2018-05-05,3016662
2018-05-06,2999919
2018-05-07,2974792
2018-05-08,2947391
2018-05-09,2946827
2018-05-10,2866373
2018-05-11,2816860
2018-05-12,2734021
2018-05-13,2700097
2018-05-14,2689900
2018-05-15,2717701
2018-05-16,2699762
2018-05-17,2733750
2018-05-18,2738094
2018-05-19,2753491
2018-05-20,2758537
2018-05-21,2771021
2018-05-22,2805581
2018-05-23,2859353
2018-05-24,2902861
2018-05-25,2900473
2018-05-26,2998405
2018-05-27,3031087
2018-05-28,3099909
2018-05-29,3101424
2018-05-30,3108420
2018-05-31,3160569
2018-06-01,3182195
2018-06-02,3170256
2018-06-03,3134545
2018-06-04,3136370
2018-06-05,3110072
2018-06-06,3029840
2018-06-07,2878982
2018-06-08,2765379
2018-06-09,2703304
2018-06-10,2650044
2018-06-11,2574410
2018-06-12,2500387
2018-06-13,2390377
2018-06-14,2323944
2018-06-15,2340325
2018-06-16,2320163
2018-06-17,2360792
2018-06-18,2415122
2018-06-19,2425500
2018-06-20,2443047
2018-06-21,2448702
2018-06-22,2420338
2018-06-23,2409182
2018-06-24,2416856
2018-06-25,2456431
2018-06-26,2492555
2018-06-27,2456969
2018-06-28,2519705
2018-06-29,2611200
2018-06-30,2691552
2018-07-01,2774507
2018-07-02,2823158
2018-07-03,2863389
2018-07-04,2895448
2018-07-05,2863998
2018-07-06,2870895
2018-07-07,2859758
2018-07-08,2848686
2018-07-09,2880261
2018-07-10,2921072
2018-07-11,2981581
2018-07-12,2961902
2018-07-13,2955743
2018-07-14,2974851
2018-07-15,2962288
2018-07-16,2917409
2018-07-17,2875751
2018-07-18,2852591
2018-07-19,2797071
2018-07-20,2797859
2018-07-21,2813959
2018-07-22,2751085
2018-07-23,2749561
2018-07-24,2775382
2018-07-25,2754397
2018-07-26,2757274
2018-07-27,2725759
2018-07-28,2712293
2018-07-29,2691713
2018-07-30,2696605
2018-07-31,2730948
2018-08-01,2724791
2018-08-02,2748281
2018-08-03,2750664
2018-08-04,2801060
2018-08-05,2908527
2018-08-06,2990183
2018-08-07,3045220
2018-08-08,3093429
2018-08-09,3111261
2018-08-10,3087359
2018-08-11,3090374
2018-08-12,3060777
2018-08-14,2989223
2018-08-16,2889925
2018-08-17,2807379
2018-08-18,2841045
2018-08-19,2873789
2018-08-20,2862607
2018-08-21,2856295
2018-08-22,2870480
2018-08-23,2947429
2018-08-24,3018983
2018-08-25,3017094
2018-08-26,3000123
2018-08-27,2954828
2018-08-28,2938381
2018-08-29,2969160
2018-08-30,2993227
2018-08-31,3079874
2018-09-01,3115276
2018-09-02,3224337
2018-09-03,3311112
2018-09-04,3351988
2018-09-05,3322010
2018-09-06,3338273
2018-09-07,3361830
2018-09-08,3380423
2018-09-09,3360033
2018-09-10,3347170
2018-09-11,3316873
2018-09-12,3290361
2018-09-13,3240036
2018-09-14,3175588
2018-09-15,3190710
2018-09-16,3167106
2018-09-17,3160830
2018-09-18,3136155
2018-09-19,3129586
2018-09-20,3126602
2018-09-21,3142761
2018-09-22,3175102
2018-09-23,3177177
2018-09-24,3163532
2018-09-25,3120526
2018-09-26,3105493
2018-09-27,3107114
2018-09-28,3107974
2018-09-29,3116959
2018-09-30,3148692
2018-10-02,3106524
2018-10-03,3085166
2018-10-04,3050065
2018-10-05,3051572
2018-10-06,3028468
2018-10-07,3031582
2018-10-08,3025777
2018-10-09,3031458
2018-10-10,3016176
2018-10-11,2972527
2018-10-12,2964105
2018-10-13,2956282
2018-10-14,2946585
2018-10-15,2938007
2018-10-16,2925310
2018-10-17,2921933
2018-10-18,2907879
2018-10-19,2907118
2018-10-20,2826062
2018-10-21,2836922
2018-10-22,2871346
2018-10-23,2881887
2018-10-24,2885568
2018-10-25,2873542
2018-10-26,2874585
2018-10-27,2857648
2018-10-28,2850059
2018-10-29,2789285
2018-10-30,2814249
2018-10-31,2797397
2018-11-01,2802823
2018-11-03,2923971
2018-11-04,3026777
2018-11-05,3126235
2018-11-06,3241650
2018-11-07,3359439
2018-11-08,3455324
2018-11-09,3596874
2018-11-10,3744631
2018-11-11,3925604
2018-11-12,4080442
2018-11-13,4041546
2018-11-15,3951957
2018-11-16,3929159
2018-11-17,3913709
2018-11-18,3911902
2018-11-19,3899788
2018-11-20,3869409
2018-11-21,3857234
2018-11-22,3835429
2018-11-23,3766609
2018-11-24,3750550
2018-11-25,3875821
2018-11-26,3938665
2018-11-27,4061352
