date_obj,Black%202h%20sword price
2015-11-11,1165
2015-11-12,1165
2015-11-13,1131
2015-11-14,1131
2015-11-15,1106
2015-11-16,1106
2015-11-17,1106
2015-11-18,1106
2015-11-19,1122
2015-11-20,1122
2015-11-21,1103
2015-11-22,1098
2015-11-23,1098
2015-11-24,1086
2015-11-25,1095
2015-11-26,1095
2015-11-27,1079
2015-11-28,1079
2015-11-29,1095
2015-11-30,1095
2015-12-01,1106
2015-12-02,1106
2015-12-03,1089
2015-12-04,1089
2015-12-05,1073
2015-12-06,1073
2015-12-07,1050
2015-12-08,1050
2015-12-09,1052
2015-12-10,1052
2015-12-11,1064
2015-12-12,1064
2015-12-13,1056
2015-12-14,1056
2015-12-15,1029
2015-12-16,1029
2015-12-17,1068
2015-12-18,1068
2015-12-19,1087
2015-12-20,1105
2015-12-21,1105
2015-12-22,1081
2015-12-23,1081
2015-12-24,1067
2015-12-25,1067
2015-12-26,1052
2015-12-27,1036
2015-12-28,1036
2015-12-29,997
2015-12-30,997
2015-12-31,986
2016-01-01,986
2016-01-02,1020
2016-01-03,1036
2016-01-04,1075
2016-01-05,1075
2016-01-06,1118
2016-01-07,1118
2016-01-08,1151
2016-01-09,1151
2016-01-10,1197
2016-01-11,1197
2016-01-12,1163
2016-01-13,1163
2016-01-14,1120
2016-01-15,1120
2016-01-16,1065
2016-01-17,1065
2016-01-18,1017
2016-01-19,1017
2016-01-20,1003
2016-01-21,1003
2016-01-22,1053
2016-01-23,1053
2016-01-24,1056
2016-01-25,1033
2016-01-26,1033
2016-01-27,1028
2016-01-28,1028
2016-01-29,1015
2016-01-30,1015
2016-01-31,1002
2016-02-01,1002
2016-02-02,1020
2016-02-03,1020
2016-02-04,1041
2016-02-05,1041
2016-02-06,1055
2016-02-07,1055
2016-02-08,1082
2016-02-09,1082
2016-02-10,1127
2016-02-11,1127
2016-02-12,1135
2016-02-13,1109
2016-02-14,1109
2016-02-15,1085
2016-02-16,1085
2016-02-17,1061
2016-02-18,1061
2016-02-19,1011
2016-02-20,1011
2016-02-21,990
2016-02-22,990
2016-02-23,972
2016-02-24,972
2016-02-25,989
2016-02-26,989
2016-02-27,1004
2016-02-28,1004
2016-02-29,1009
2016-03-01,1009
2016-03-02,992
2016-03-03,992
2016-03-04,978
2016-03-05,978
2016-03-06,991
2016-03-07,991
2016-03-08,1010
2016-03-09,1010
2016-03-10,1014
2016-03-11,1014
2016-03-12,1001
2016-03-13,1001
2016-03-14,1011
2016-03-15,1011
2016-03-16,1035
2016-03-17,1035
2016-03-18,1014
2016-03-19,1014
2016-03-20,994
2016-03-21,994
2016-03-22,980
2016-03-23,973
2016-03-24,973
2016-03-25,956
2016-03-26,948
2016-03-27,948
2016-03-28,963
2016-03-29,963
2016-03-30,1009
2016-03-31,1009
2016-04-01,1044
2016-04-02,1044
2016-04-03,1034
2016-04-04,1034
2016-04-05,1018
2016-04-06,985
2016-04-07,985
2016-04-08,983
2016-04-09,983
2016-04-10,1016
2016-04-11,1016
2016-04-12,1020
2016-04-13,1020
2016-04-14,1019
2016-04-15,1019
2016-04-16,1007
2016-04-17,1007
2016-04-18,993
2016-04-19,993
2016-04-20,987
2016-04-21,987
2016-04-22,987
2016-04-23,979
2016-04-24,979
2016-04-25,963
2016-04-26,963
2016-04-27,978
2016-04-28,978
2016-04-29,977
2016-04-30,977
2016-05-01,964
2016-05-02,964
2016-05-03,1001
2016-05-04,1001
2016-05-05,1049
2016-05-06,1049
2016-05-07,1016
2016-05-08,1016
2016-05-09,1003
2016-05-10,1003
2016-05-11,995
2016-05-12,995
2016-05-13,997
2016-05-14,997
2016-05-15,992
2016-05-16,992
2016-05-17,988
2016-05-18,988
2016-05-19,997
2016-05-22,991
2016-05-23,996
2016-05-24,996
2016-05-25,973
2016-05-26,973
2016-05-27,973
2016-05-28,973
2016-05-29,978
2016-05-30,978
2016-05-31,988
2016-06-01,1007
2016-06-02,1007
2016-06-03,1000
2016-06-04,990
2016-06-05,990
2016-06-06,970
2016-06-07,970
2016-06-08,949
2016-06-09,947
2016-06-10,947
2016-06-11,952
2016-06-12,970
2016-06-13,970
2016-06-14,1012
2016-06-15,1012
2016-06-16,993
2016-06-17,990
2016-06-18,990
2016-06-19,978
2016-06-20,978
2016-06-21,980
2016-06-22,955
2016-06-23,971
2016-06-24,971
2016-06-25,996
2016-06-26,996
2016-06-27,1010
2016-06-28,1010
2016-06-29,1019
2016-06-30,1019
2016-07-01,994
2016-07-02,994
2016-07-03,985
2016-07-04,982
2016-07-05,982
2016-07-06,955
2016-07-07,955
2016-07-08,963
2016-07-09,963
2016-07-10,952
2016-07-11,942
2016-07-12,942
2016-07-13,951
2016-07-14,951
2016-07-15,982
2016-07-16,982
2016-07-17,1018
2016-07-18,1018
2016-07-23,991
2016-07-24,991
2016-07-25,997
2016-07-26,997
2016-07-27,987
2016-07-28,987
2016-07-29,1000
2016-07-30,1000
2016-07-31,1016
2016-08-01,1016
2016-08-02,1032
2016-08-03,1032
2016-08-04,1043
2016-08-05,1043
2016-08-06,1031
2016-08-07,1031
2016-08-08,1020
2016-08-09,1020
2016-08-10,1009
2016-08-11,1009
2016-08-12,1009
2016-08-13,976
2016-08-14,976
2016-08-15,988
2016-08-16,988
2016-08-17,1008
2016-08-18,1008
2016-08-19,990
2016-08-20,990
2016-08-21,1001
2016-08-22,1001
2016-08-23,1011
2016-08-24,1011
2016-08-25,1002
2016-08-26,1002
2016-08-28,1000
2016-08-31,993
2016-09-01,993
2016-09-02,980
2016-09-03,980
2016-09-04,959
2016-09-05,959
2016-09-06,940
2016-09-07,940
2016-09-08,940
2016-09-09,949
2016-09-10,949
2016-09-11,944
2016-09-12,944
2016-09-13,934
2016-09-14,934
2016-09-15,961
2016-09-16,961
2016-09-17,978
2016-09-18,978
2016-09-19,1022
2016-09-20,1022
2016-09-21,1022
2016-09-22,1044
2016-09-23,1044
2016-09-24,1044
2016-09-25,1024
2016-09-26,1024
2016-09-27,1027
2016-09-28,1027
2016-09-29,1027
2016-09-30,1009
2016-10-01,1009
2016-10-02,987
2016-10-03,987
2016-10-04,987
2016-10-05,996
2016-10-06,996
2016-10-07,996
2016-10-08,986
2016-10-09,986
2016-10-10,986
2016-10-11,1002
2016-10-12,1002
2016-10-13,1043
2016-10-14,1043
2016-10-15,1092
2016-10-16,1092
2016-10-17,1084
2016-10-18,1084
2016-10-19,1084
2016-10-20,1081
2016-10-21,1081
2016-10-22,1072
2016-10-23,1072
2016-10-24,1091
2016-10-25,1091
2016-10-26,1090
2016-10-27,1090
2016-10-28,1090
2016-10-29,1074
2016-10-30,1074
2016-10-31,1068
2016-11-01,1068
2016-11-02,1054
2016-11-03,1054
2016-11-04,1036
2016-11-05,1036
2016-11-06,1020
2016-11-07,1020
2016-11-08,1034
2016-11-09,1034
2016-11-10,994
2016-11-11,994
2016-11-12,1003
2016-11-13,1003
2016-11-14,1007
2016-11-15,1007
2016-12-07,1009
2016-12-08,1009
2016-12-09,993
2016-12-10,993
2016-12-11,966
2016-12-12,966
2016-12-13,954
2016-12-14,954
2016-12-15,942
2016-12-16,942
2016-12-17,974
2016-12-18,974
2016-12-19,990
2016-12-20,990
2016-12-21,1007
2016-12-22,1007
2016-12-23,1016
2016-12-24,1016
2016-12-25,1023
2016-12-26,1023
2016-12-27,1024
2016-12-28,1024
2016-12-29,1028
2016-12-30,1028
2016-12-31,1021
2017-01-01,1021
2017-01-02,1028
2017-01-03,1028
2017-01-04,1036
2017-01-05,1036
2017-01-06,1070
2017-01-07,1079
2017-01-08,1079
2017-01-09,1061
2017-01-10,1061
2017-01-11,1030
2017-01-12,1040
2017-01-13,1040
2017-01-14,1058
2017-01-15,1058
2017-01-16,1031
2017-01-17,1025
2017-01-18,1025
2017-01-19,1025
2017-01-20,1025
2017-01-21,993
2017-01-22,993
2017-01-23,991
2017-01-27,986
2017-01-28,1006
2017-01-29,1006
2017-01-30,996
2017-01-31,996
2017-02-01,1031
2017-02-02,1031
2017-02-03,1083
2017-02-04,1133
2017-02-05,1133
2017-02-06,1151
2017-02-07,1151
2017-02-08,1123
2017-02-09,1123
2017-02-10,1094
2017-02-11,1057
2017-02-12,1057
2017-02-13,1036
2017-02-14,1011
2017-02-15,1011
2017-02-16,1010
2017-02-18,1015
2017-02-19,1019
2017-02-20,1019
2017-02-21,987
2017-02-22,987
2017-02-23,1018
2017-02-24,1018
2017-02-25,1025
2017-02-26,1025
2017-02-27,999
2017-02-28,972
2017-03-01,972
2017-03-02,967
2017-03-03,967
2017-03-04,985
2017-03-05,985
2017-03-06,996
2017-03-07,996
2017-03-08,994
2017-03-09,994
2017-03-10,1043
2017-03-11,1043
2017-03-12,1095
2017-03-13,1107
2017-03-14,1107
2017-03-15,1136
2017-03-16,1136
2017-03-17,1118
2017-03-18,1118
2017-03-19,1075
2017-03-20,1075
2017-03-21,1054
2017-03-22,1054
2017-03-23,1021
2017-03-24,1021
2017-03-25,990
2017-03-26,990
2017-03-27,986
2017-03-28,986
2017-03-29,1000
2017-03-30,1000
2017-03-31,978
2017-04-01,978
2017-04-02,962
2017-04-03,950
2017-04-04,950
2017-04-12,981
2017-04-13,965
2017-04-14,965
2017-04-15,965
2017-04-16,978
2017-04-17,978
2017-04-18,994
2017-04-19,994
2017-04-20,981
2017-04-21,981
2017-04-22,975
2017-04-23,975
2017-04-24,978
2017-04-25,971
2017-04-26,971
2017-04-27,968
2017-04-28,968
2017-04-29,1003
2017-04-30,1003
2017-05-01,1001
2017-05-02,1001
2017-05-03,1007
2017-05-04,1007
2017-05-05,1014
2017-05-06,1014
2017-05-07,1000
2017-05-08,1000
2017-05-09,978
2017-05-10,978
2017-05-11,959
2017-05-12,959
2017-05-13,952
2017-05-14,952
2017-05-15,943
2017-05-16,943
2017-05-17,958
2017-05-18,958
2017-05-19,972
2017-05-20,972
2017-05-21,981
2017-05-22,981
2017-05-23,999
2017-05-24,999
2017-05-25,983
2017-05-26,983
2017-05-27,963
2017-05-28,963
2017-05-29,959
2017-05-30,959
2017-05-31,975
2017-06-01,975
2017-06-02,970
2017-06-03,970
2017-06-04,950
2017-06-05,950
2017-06-06,977
2017-06-07,977
2017-06-08,977
2017-06-09,977
2017-06-10,971
2017-06-11,971
2017-06-12,983
2017-06-13,983
2017-06-14,991
2017-06-15,991
2017-06-16,992
2017-06-17,992
2017-06-18,1002
2017-06-19,1002
2017-06-20,1010
2017-06-21,1010
2017-06-22,1021
2017-06-23,1021
2017-06-24,1021
2017-06-25,1021
2017-06-26,1004
2017-06-27,1004
2017-06-28,976
2017-06-29,976
2017-06-30,962
2017-07-01,962
2017-07-02,962
2017-07-03,961
2017-07-04,961
2017-07-05,945
2017-07-06,945
2017-07-07,966
2017-07-08,966
2017-07-13,957
2017-07-14,987
2017-07-15,987
2017-07-16,992
2017-07-17,992
2017-07-18,1002
2017-07-19,1002
2017-07-20,1006
2017-07-21,1006
2017-07-22,994
2017-07-23,994
2017-07-24,1010
2017-07-25,1010
2017-07-26,1001
2017-07-27,1001
2017-07-28,974
2017-07-29,974
2017-07-30,995
2017-07-31,995
2017-08-01,996
2017-08-02,1002
2017-08-03,1002
2017-08-04,992
2017-08-05,1000
2017-08-06,1000
2017-08-07,988
2017-08-08,988
2017-08-09,975
2017-08-10,975
2017-08-11,1006
2017-08-12,1006
2017-08-13,997
2017-08-14,997
2017-08-15,974
2017-08-16,974
2017-08-17,966
2017-08-18,966
2017-08-19,971
2017-08-20,994
2017-08-21,994
2017-08-22,971
2017-08-23,971
2017-08-24,968
2017-08-25,968
2017-08-26,984
2017-08-27,984
2017-08-28,987
2017-08-29,987
2017-08-30,1002
2017-08-31,1002
2017-09-01,1043
2017-09-02,1008
2017-09-03,1008
2017-09-04,965
2017-09-05,965
2017-09-06,967
2017-09-07,967
2017-09-08,980
2017-09-09,985
2017-09-10,985
2017-09-11,979
2017-09-12,979
2017-09-13,1004
2017-09-14,1004
2017-09-15,1012
2017-09-16,1012
2017-09-17,1000
2017-09-18,1000
2017-09-19,974
2017-09-20,974
2017-09-22,961
2017-09-23,954
2017-09-24,954
2017-09-25,966
2017-09-26,966
2017-09-27,985
2017-09-28,985
2017-09-29,970
2017-09-30,970
2017-10-01,995
2017-10-02,995
2017-10-03,1045
2017-10-04,1045
2017-10-05,1063
2017-10-06,1063
2017-10-07,1064
2017-10-08,1064
2017-10-09,1041
2017-10-10,1041
2017-10-11,1042
2017-10-12,1042
2017-10-13,1041
2017-10-14,1041
2017-10-15,1009
2017-10-16,1009
2017-10-17,1009
2017-10-18,978
2017-10-19,978
2017-10-20,966
2017-10-21,966
2017-10-22,959
2017-10-23,959
2017-10-24,962
2017-10-25,962
2017-10-26,971
2017-10-27,971
2017-10-28,971
2017-10-29,970
2017-10-30,970
2017-10-31,964
2017-11-01,964
2017-11-02,964
2017-11-03,961
2017-11-04,961
2017-11-05,966
2017-11-06,966
2017-11-07,966
2017-11-08,963
2017-11-09,963
2017-11-10,975
2017-11-11,975
2017-11-12,962
2017-11-13,962
2017-11-14,972
2017-11-15,972
2017-11-16,970
2017-11-17,970
2017-11-18,962
2017-11-19,962
2017-11-20,946
2017-11-21,946
2017-11-22,964
2017-11-23,964
2017-11-24,980
2017-11-25,980
2017-11-26,1002
2017-11-27,1002
2017-11-28,1010
2017-11-29,1010
2017-11-30,1034
2017-12-01,1015
2017-12-02,1015
2017-12-03,1022
2017-12-04,1022
2017-12-05,1055
2017-12-06,1055
2017-12-07,1045
2017-12-08,1045
2017-12-09,1015
2017-12-10,1015
2017-12-11,996
2017-12-12,996
2017-12-13,1015
2017-12-14,1015
2017-12-15,1005
2017-12-16,1005
2017-12-17,987
2017-12-18,986
2017-12-19,986
2017-12-20,961
2017-12-21,961
2017-12-22,980
2017-12-23,980
2017-12-24,978
2017-12-25,978
2017-12-26,979
2017-12-27,979
2017-12-28,997
2017-12-29,997
2017-12-30,991
2017-12-31,991
2018-01-01,980
2018-01-02,980
2018-01-03,958
2018-01-04,958
2018-01-05,962
2018-01-06,962
2018-01-07,969
2018-01-08,969
2018-01-09,957
2018-01-10,957
2018-01-11,976
2018-01-12,976
2018-01-13,977
2018-01-14,977
2018-01-15,966
2018-01-16,950
2018-01-17,950
2018-01-18,959
2018-01-19,959
2018-01-20,964
2018-01-21,964
2018-01-22,981
2018-01-23,981
2018-01-24,995
2018-01-25,995
2018-01-26,977
2018-01-27,957
2018-01-28,976
2018-01-29,992
2018-01-30,976
2018-01-31,953
2018-02-01,953
2018-02-02,946
2018-02-03,958
2018-02-04,960
2018-02-05,960
2018-02-06,995
2018-02-07,995
2018-02-08,995
2018-02-09,990
2018-02-10,990
2018-02-11,998
2018-02-12,1027
2018-02-13,1043
2018-02-14,1012
2018-02-15,973
2018-02-16,946
2018-02-17,945
2018-02-18,942
2018-02-19,961
2018-02-20,961
2018-02-21,953
2018-02-22,953
2018-02-23,979
2018-02-24,979
2018-02-25,996
2018-02-26,1008
2018-02-27,1011
2018-02-28,1011
2018-03-01,1017
2018-03-02,1035
2018-03-03,995
2018-03-04,995
2018-03-05,991
2018-03-06,971
2018-03-07,990
2018-03-08,990
2018-03-09,971
2018-03-10,988
2018-03-11,967
2018-03-12,994
2018-03-13,994
2018-03-14,1024
2018-03-15,1024
2018-03-16,1068
2018-03-17,1090
2018-03-18,1080
2018-03-19,1080
2018-03-20,1053
2018-03-21,1053
2018-03-22,1034
2018-03-23,1034
2018-03-24,993
2018-03-25,965
2018-03-26,965
2018-03-27,965
2018-03-28,965
2018-03-29,982
2018-03-30,982
2018-03-31,995
2018-04-01,995
2018-04-02,990
2018-04-03,979
2018-04-04,963
2018-04-05,963
2018-04-06,979
2018-04-07,979
2018-04-08,971
2018-04-09,968
2018-04-10,968
2018-04-11,956
2018-04-12,961
2018-04-13,961
2018-04-14,975
2018-04-15,976
2018-04-16,976
2018-04-17,978
2018-04-18,978
2018-04-19,992
2018-04-20,992
2018-04-21,992
2018-04-22,992
2018-04-23,970
2018-04-24,970
2018-04-25,964
2018-04-26,964
2018-04-27,958
2018-04-28,987
2018-04-29,992
2018-04-30,999
2018-05-01,1043
2018-05-02,1043
2018-05-03,1060
2018-05-04,1060
2018-05-05,1029
2018-05-06,1029
2018-05-07,1070
2018-05-08,1070
2018-05-09,1065
2018-05-10,1050
2018-05-11,1050
2018-05-12,1018
2018-05-13,1018
2018-05-14,979
2018-05-15,998
2018-05-16,1016
2018-05-17,1008
2018-05-18,1046
2018-05-19,1054
2018-05-20,1049
2018-05-21,1071
2018-05-22,1071
2018-05-23,1055
2018-05-24,1055
2018-05-25,1062
2018-05-26,1018
2018-05-27,1018
2018-05-28,998
2018-05-29,967
2018-05-30,967
2018-05-31,969
2018-06-01,962
2018-06-02,960
2018-06-03,960
2018-06-04,973
2018-06-05,968
2018-06-06,962
2018-06-07,962
2018-06-08,972
2018-06-09,972
2018-06-10,979
2018-06-11,979
2018-06-12,1005
2018-06-13,989
2018-06-14,968
2018-06-15,968
2018-06-16,960
2018-06-17,967
2018-06-18,977
2018-06-19,989
2018-06-20,989
2018-06-21,976
2018-06-22,981
2018-06-23,981
2018-06-24,976
2018-06-25,1007
2018-06-26,1007
2018-06-27,988
2018-06-28,975
2018-06-29,980
2018-06-30,980
2018-07-01,984
2018-07-02,984
2018-07-03,974
2018-07-04,974
2018-07-05,970
2018-07-06,977
2018-07-07,972
2018-07-08,972
2018-07-09,969
2018-07-10,974
2018-07-11,972
2018-07-12,965
2018-07-13,974
2018-07-14,968
2018-07-15,968
2018-07-16,973
2018-07-17,973
2018-07-18,996
2018-07-19,977
2018-07-20,974
2018-07-21,972
2018-07-22,967
2018-07-23,977
2018-07-24,981
2018-07-25,978
2018-07-26,966
2018-07-27,970
2018-07-28,970
2018-07-29,972
2018-07-30,970
2018-07-31,984
2018-08-01,984
2018-08-02,974
2018-08-03,977
2018-08-04,994
2018-08-05,989
2018-08-06,969
2018-08-07,971
2018-08-08,964
2018-08-09,964
2018-08-10,981
2018-08-11,987
2018-08-12,999
2018-08-14,1007
2018-08-16,1008
2018-08-17,988
2018-08-18,970
2018-08-19,963
2018-08-20,953
2018-08-21,967
2018-08-22,983
2018-08-23,984
2018-08-24,938
2018-08-25,938
2018-08-26,950
2018-08-27,989
2018-08-28,994
2018-08-29,990
2018-08-30,1003
2018-08-31,1007
2018-09-01,985
2018-09-02,956
2018-09-03,950
2018-09-04,952
2018-09-05,959
2018-09-06,959
2018-09-07,967
2018-09-08,971
2018-09-09,977
2018-09-10,986
2018-09-11,985
2018-09-12,969
2018-09-13,976
2018-09-14,981
2018-09-15,956
2018-09-16,956
2018-09-17,944
2018-09-18,943
2018-09-19,941
2018-09-20,939
2018-09-21,955
2018-09-22,967
2018-09-23,950
2018-09-24,936
2018-09-25,936
2018-09-26,973
2018-09-27,975
2018-09-28,978
2018-09-29,1022
2018-09-30,1050
2018-10-01,1010
2018-10-02,976
2018-10-03,957
2018-10-04,957
2018-10-05,985
2018-10-06,991
2018-10-07,990
2018-10-08,1010
2018-10-09,1014
2018-10-10,1033
2018-10-11,1024
2018-10-12,1018
2018-10-13,1038
2018-10-14,1003
2018-10-15,965
2018-10-16,977
2018-10-17,985
2018-10-18,949
2018-10-19,952
2018-10-20,952
2018-10-21,968
2018-10-22,970
2018-10-23,970
2018-10-24,943
2018-10-25,949
2018-10-26,950
2018-10-27,960
2018-10-28,946
2018-10-29,946
2018-10-30,966
2018-10-31,970
2018-11-01,955
2018-11-03,1039
2018-11-04,1090
2018-11-05,1137
2018-11-06,1182
2018-11-07,1191
2018-11-08,1223
2018-11-09,1282
2018-11-10,1344
2018-11-11,1395
2018-11-12,1390
2018-11-13,1334
2018-11-15,1230
2018-11-16,1194
2018-11-17,1163
2018-11-18,1148
2018-11-19,1151
2018-11-20,1110
2018-11-21,1057
2018-11-22,1026
2018-11-23,1011
2018-11-24,993
2018-11-25,975
2018-11-26,976
2018-11-27,957
2018-11-28,946
2018-11-29,932
2018-12-01,948
2018-12-02,949
2018-12-03,961
2018-12-04,959
2018-12-05,950
2018-12-07,943
2018-12-09,931
2018-12-10,924
2018-12-11,928
2018-12-12,934
2018-12-13,926
2018-12-14,942
2018-12-15,947
2018-12-16,944
2018-12-17,953
2018-12-18,941
2018-12-19,927
2018-12-20,939
2018-12-21,948
2018-12-22,950
2018-12-23,945
2018-12-24,946
2018-12-25,950
2018-12-26,943
2018-12-27,946
2018-12-28,965
2018-12-29,990
2018-12-30,999
2018-12-31,968
2019-01-01,932
2019-01-02,913
2019-01-03,899
2019-01-04,908
2019-01-05,893
2019-01-06,902
2019-01-08,918
2019-01-10,919
2019-01-11,937
2019-01-12,940
2019-01-13,934
2019-01-14,929
2019-01-15,936
2019-01-16,939
2019-01-17,934
2019-01-18,931
2019-01-19,922
2019-01-20,917
2019-01-21,934
2019-01-22,951
2019-01-23,955
2019-01-24,935
2019-01-25,967
2019-01-26,980
2019-01-27,969
2019-01-28,979
2019-01-29,987
2019-01-30,956
2019-01-31,930
2019-02-01,925
2019-02-02,926
2019-02-03,924
2019-02-04,931
2019-02-05,931
2019-02-06,936
2019-02-07,943
2019-02-08,953
2019-02-09,962
2019-02-10,961
2019-02-11,966
2019-02-12,964
2019-02-13,959
2019-02-14,954
2019-02-15,953
2019-02-16,942
2019-02-17,958
2019-02-18,966
2019-02-19,987
2019-02-20,967
2019-02-21,965
2019-02-22,969
2019-02-23,963
2019-02-24,964
2019-02-25,974
2019-02-26,966
2019-02-27,941
2019-02-28,942
2019-03-01,948
2019-03-02,953
2019-03-03,954
2019-03-04,957
2019-03-05,961
2019-03-06,961
2019-03-07,980
2019-03-08,957
2019-03-09,955
2019-03-10,943
2019-03-11,951
2019-03-12,951
2019-03-13,948
2019-03-14,964
2019-03-15,1000
2019-03-16,992
2019-03-17,978
2019-03-18,985
2019-03-19,982
2019-03-20,989
2019-03-21,1000
2019-03-22,989
2019-03-23,995
2019-03-24,978
2019-03-25,957
2019-03-26,972
2019-03-27,935
2019-03-28,938
2019-03-29,938
2019-03-30,938
2019-03-31,949
2019-04-01,948
2019-04-02,937
2019-04-03,956
2019-04-04,939
2019-04-05,929
2019-04-06,945
2019-04-07,939
2019-04-08,935
2019-04-09,944
2019-04-10,962
2019-04-11,945
2019-04-12,930
2019-04-13,921
2019-04-14,932
2019-04-15,930
2019-04-16,916
2019-04-17,923
2019-04-18,943
2019-04-19,946
2019-04-20,956
2019-04-21,957
2019-04-22,951
2019-04-23,960
2019-04-24,971
2019-04-25,960
2019-04-26,975
2019-04-27,994
2019-04-28,986
2019-04-29,977
2019-04-30,986
2019-05-01,1026
2019-05-02,1020
2019-05-03,995
2019-05-04,995
2019-05-05,985
2019-05-06,967
2019-05-07,982
2019-05-08,1006
2019-05-09,1009
2019-05-10,1013
2019-05-11,1018
2019-05-12,1018
2019-05-13,1004
2019-05-14,1012
2019-05-15,1014
2019-05-16,1010
2019-05-17,994
2019-05-18,1002
2019-05-19,1006
2019-05-20,1004
2019-05-21,1002
2019-05-22,1005
2019-05-23,1005
2019-05-24,1006
2019-05-25,994
2019-05-26,1016
2019-05-27,1007
2019-05-28,1007
2019-05-29,1011
2019-05-30,1008
2019-05-31,1013
2019-06-01,1009
2019-06-02,1010
2019-06-03,1007
2019-06-04,1000
2019-06-05,993
2019-06-06,997
2019-06-07,981
2019-06-08,961
2019-06-09,932
2019-06-10,932
