date_obj,Holy%20sandals price
2019-02-20,812288
2019-02-21,800195
2019-02-22,786760
2019-02-23,788000
2019-02-24,768986
2019-02-25,782524
2019-02-26,776395
2019-02-27,785766
2019-02-28,767645
2019-03-01,750469
2019-03-02,757438
2019-03-03,779291
2019-03-04,790236
2019-03-05,802498
2019-03-06,801077
2019-03-07,790062
2019-03-08,806610
2019-03-09,835261
2019-03-10,874850
2019-03-11,907179
2019-03-12,891262
2019-03-13,868313
2019-03-14,838736
2019-03-15,812847
2019-03-16,796211
2019-03-17,772314
2019-03-18,769331
2019-03-19,758291
2019-03-20,743075
2019-03-21,739577
2019-03-22,736850
2019-03-23,757372
2019-03-24,757613
2019-03-25,752476
2019-03-26,745103
2019-03-27,710720
2019-03-28,713788
2019-03-29,715588
2019-03-30,740989
2019-03-31,736438
2019-04-01,745216
2019-04-02,770794
2019-04-03,786167
2019-04-04,797059
2019-04-05,802981
2019-04-06,782084
2019-04-07,785862
2019-04-08,787789
2019-04-09,785247
2019-04-10,781639
2019-04-11,765533
2019-04-12,750213
2019-04-13,732886
2019-04-14,722151
2019-04-15,701970
2019-04-16,680492
2019-04-17,654409
2019-04-18,627451
2019-04-19,605313
2019-04-20,586843
2019-04-21,587634
2019-04-22,595109
2019-04-23,583578
2019-04-24,586909
2019-04-25,580751
2019-04-26,597217
2019-04-27,610277
2019-04-28,624893
2019-04-29,636325
2019-04-30,628002
2019-05-01,627775
2019-05-02,611800
2019-05-03,607841
2019-05-04,614034
2019-05-05,606247
2019-05-06,615150
2019-05-07,626700
2019-05-08,628300
2019-05-09,635381
2019-05-10,634879
2019-05-11,641152
2019-05-12,646118
2019-05-13,661861
2019-05-14,661529
2019-05-15,659733
2019-05-16,669757
2019-05-17,666715
2019-05-18,680940
2019-05-19,698128
2019-05-20,726666
2019-05-21,741500
2019-05-22,742112
2019-05-23,731796
2019-05-24,727236
2019-05-25,724469
2019-05-26,750089
2019-05-27,744427
2019-05-28,729023
2019-05-29,721342
2019-05-30,715186
2019-05-31,711532
2019-06-01,717362
2019-06-02,726598
2019-06-03,726934
2019-06-04,734061
2019-06-05,721488
2019-06-06,712017
2019-06-07,707356
2019-06-08,712496
2019-06-09,706779
2019-06-10,697565
2019-06-11,697740
2019-06-12,699554
2019-06-13,704633
2019-06-14,706029
2019-06-15,712955
2019-06-16,708591
2019-06-17,704983
2019-06-18,714030
2019-06-19,703205
2019-06-20,697172
2019-06-21,694170
2019-06-22,686904
2019-06-23,680387
2019-06-24,674764
2019-06-25,660707
2019-06-26,647698
2019-06-27,635915
2019-06-28,644197
2019-06-29,645189
2019-06-30,649876
2019-07-01,646532
2019-07-02,661745
2019-07-03,664350
2019-07-04,659118
2019-07-05,659731
2019-07-06,661909
2019-07-07,671712
2019-07-08,664101
2019-07-09,672865
2019-07-10,693981
2019-07-11,685805
2019-07-12,682422
2019-07-13,691970
2019-07-14,711684
2019-07-15,743952
2019-07-16,742667
2019-07-17,729923
2019-07-18,755644
2019-07-19,774468
2019-07-20,772386
2019-07-21,799309
2019-07-22,829405
2019-07-23,848005
2019-07-24,828820
2019-07-25,794728
2019-07-26,772083
2019-07-27,754608
2019-07-28,742296
2019-07-29,716435
2019-07-30,696996
2019-07-31,698223
2019-08-01,700564
2019-08-02,703860
2019-08-03,710295
2019-08-04,722390
2019-08-05,722391
2019-08-06,720679
2019-08-07,719609
2019-08-08,717214
2019-08-09,718745
2019-08-10,720538
2019-08-11,714082
2019-08-12,714042
2019-08-13,716971
2019-08-14,718216
2019-08-15,717613
2019-08-16,715720
2019-08-17,711790
2019-08-18,716103
2019-08-19,714465
2019-08-20,715222
2019-08-21,714852
2019-08-22,714499
2019-08-23,702445
2019-08-24,705516
2019-08-24,705516
2019-08-25,710971
2019-08-25,710971
2019-08-26,709165
2019-08-26,709165
2019-08-27,706658
2019-08-27,706658
2019-08-28,694613
2019-08-29,704244
2019-08-30,722094
2019-08-31,734162
2019-09-01,737980
2019-09-02,732608
2019-09-03,738587
2019-09-04,752111
2019-09-05,770018
2019-09-06,785022
2019-09-07,796313
2019-09-08,792668
2019-09-09,801049
2019-09-10,812290
2019-09-11,828106
2019-09-12,844213
2019-09-13,842341
2019-09-14,834248
2019-09-15,840918
2019-09-16,822549
2019-09-17,810395
2019-09-18,792109
2019-09-19,776013
2019-09-20,754372
2019-09-21,729529
2019-09-22,713444
2019-09-23,711357
2019-09-24,693618
2019-09-25,689450
2019-09-26,695158
2019-09-27,687620
2019-09-28,706724
2019-09-29,729114
2019-09-30,732061
2019-10-01,729959
2019-10-02,720616
2019-10-03,709081
2019-10-04,698886
2019-10-05,690124
2019-10-06,689925
2019-10-07,699458
2019-10-08,701757
2019-10-09,706061
2019-10-10,715122
2019-10-11,725679
2019-10-12,723012
2019-10-13,705469
2019-10-14,702169
2019-10-15,695960
2019-10-16,693668
2019-10-17,687983
2019-10-18,690693
2019-10-19,699553
2019-10-20,700294
2019-10-21,700323
2019-10-22,688357
2019-10-23,680882
2019-10-24,670578
2019-10-25,667697
2019-10-26,684254
2019-10-27,703762
2019-10-28,725997
2019-10-29,742255
2019-10-30,769610
2019-10-31,771876
2019-11-01,761838
2019-11-02,749141
2019-11-03,741996
2019-11-04,733813
2019-11-05,720975
2019-11-06,699983
2019-11-07,678529
2019-11-08,680761
2019-11-09,699229
2019-11-10,710166
2019-11-11,716232
2019-11-12,728831
2019-11-13,727973
2019-11-14,736226
2019-11-15,730576
2019-11-16,724624
2019-11-17,729682
2019-11-18,724789
2019-11-19,714699
2019-11-20,709261
2019-11-21,702481
2019-11-22,686697
2019-11-23,676293
2019-11-24,687516
2019-11-25,698119
2019-11-26,709683
2019-11-27,709803
2019-11-28,730498
2019-11-29,751996
2019-11-30,776977
2019-12-01,806802
2019-12-02,833788
2019-12-03,819163
2019-12-04,808517
2019-12-05,808518
2019-12-06,820151
2019-12-07,826121
2019-12-08,844604
2019-12-09,873844
2019-12-10,896808
2019-12-11,891709
2019-12-12,891282
2019-12-13,894249
2019-12-14,914877
2019-12-15,916705
2019-12-16,907782
2019-12-17,894097
2019-12-18,872515
2019-12-19,855883
2019-12-20,845940
2019-12-21,849201
2019-12-22,825274
2019-12-23,810636
2019-12-24,808093
2019-12-25,836305
2019-12-26,860304
2019-12-27,879143
2019-12-28,895502
2019-12-29,900722
2019-12-30,923238
2019-12-31,920436
2020-01-01,950221
2020-01-02,967971
2020-01-03,962728
2020-01-04,940996
2020-01-05,946473
2020-01-06,950523
2020-01-07,939383
2020-01-08,979493
2020-01-09,989458
2020-01-10,981681
2020-01-11,999076
2020-01-12,990082
2020-01-13,985713
2020-01-14,982805
2020-01-15,981931
2020-01-16,980058
2020-01-17,972504
2020-01-18,980198
2020-01-19,977674
2020-01-20,982390
2020-01-21,992128
2020-01-22,1021687
2020-01-23,1007303
2020-01-24,1024557
2020-01-25,1016731
2020-01-26,1002140
2020-01-27,992850
2020-01-28,993806
2020-01-29,980974
2020-01-30,962658
2020-01-31,939341
2020-02-01,926735
2020-02-02,936146
2020-02-03,938296
2020-02-04,948289
2020-02-05,938180
2020-02-06,917150
2020-02-07,889356
2020-02-08,872935
2020-02-09,856304
2020-02-10,832578
2020-02-11,818207
2020-02-12,813966
2020-02-13,816681
2020-02-14,826920
2020-02-15,844723
2020-02-16,857248
2020-02-17,848466
2020-02-18,849422
2020-02-19,852634
2020-02-20,870604
2020-02-21,869720
2020-02-22,876478
2020-02-23,883529
2020-02-24,889032
2020-02-25,887143
2020-02-26,886710
2020-02-27,894358
2020-02-28,912562
2020-02-29,906645
2020-03-01,926170
2020-03-02,936845
2020-03-03,940651
2020-03-04,915153
2020-03-05,894217
2020-03-06,890965
2020-03-07,905026
2020-03-08,919724
2020-03-09,928657
2020-03-10,921453
2020-03-11,918661
2020-03-12,916817
2020-03-13,921680
2020-03-14,950022
2020-03-15,968371
2020-03-16,987416
2020-03-17,976379
2020-03-18,978448
2020-03-19,1008597
2020-03-20,984903
2020-03-21,968834
2020-03-22,966179
2020-03-23,966300
2020-03-24,967606
2020-03-25,1003834
2020-03-26,1017000
2020-03-27,1057211
2020-03-28,1042860
2020-03-29,1043157
2020-03-30,997012
2020-03-31,998075
2020-04-01,1013732
2020-04-02,1028071
2020-04-03,1021475
2020-04-04,1002925
2020-04-05,980071
2020-04-06,978021
2020-04-07,991899
2020-04-08,1001224
2020-04-09,993355
2020-04-10,983572
2020-04-11,974070
2020-04-12,985788
2020-04-13,1008730
2020-04-14,994047
2020-04-15,987265
2020-04-16,987213
2020-04-17,1000234
2020-04-18,992222
2020-04-19,978720
2020-04-20,984137
2020-04-21,1011424
2020-04-22,1029003
2020-04-23,1038884
2020-04-24,1050851
2020-04-25,1060887
2020-04-26,1046936
2020-04-27,1053046
2020-04-28,1067664
2020-04-29,1104615
2020-04-30,1145860
2020-05-01,1177365
2020-05-02,1187505
2020-05-03,1184119
2020-05-04,1164378
2020-05-05,1171254
2020-05-06,1188379
2020-05-07,1198031
2020-05-08,1191274
2020-05-09,1194536
2020-05-10,1216903
2020-05-11,1210324
2020-05-12,1203061
2020-05-13,1207930
