date_obj,Bandos%20mitre price
2019-03-20,21027
2019-03-21,20915
2019-03-22,20902
2019-03-23,20815
2019-03-24,20472
2019-03-25,20646
2019-03-26,20266
2019-03-27,19823
2019-03-28,19153
2019-03-29,19052
2019-03-30,19399
2019-03-31,19444
2019-04-01,19354
2019-04-02,18544
2019-04-03,18360
2019-04-04,18021
2019-04-05,17307
2019-04-06,16935
2019-04-07,16911
2019-04-08,17233
2019-04-09,17447
2019-04-10,17154
2019-04-11,17069
2019-04-12,17055
2019-04-13,16926
2019-04-14,16729
2019-04-15,16555
2019-04-16,16278
2019-04-17,15789
2019-04-18,15287
2019-04-19,14953
2019-04-20,14671
2019-04-21,14401
2019-04-22,14282
2019-04-23,14236
2019-04-24,14265
2019-04-25,13776
2019-04-26,14129
2019-04-27,14045
2019-04-28,13524
2019-04-29,13291
2019-04-30,13051
2019-05-01,12894
2019-05-02,12576
2019-05-03,12485
2019-05-04,12424
2019-05-05,12638
2019-05-06,12875
2019-05-07,12952
2019-05-08,13090
2019-05-09,13163
2019-05-10,13292
2019-05-11,13493
2019-05-12,13911
2019-05-13,14259
2019-05-14,14665
2019-05-15,15038
2019-05-16,15268
2019-05-17,15657
2019-05-18,15803
2019-05-19,16187
2019-05-20,16738
2019-05-21,17541
2019-05-22,18402
2019-05-23,18833
2019-05-24,19164
2019-05-25,19558
2019-05-26,19834
2019-05-27,20243
2019-05-28,20541
2019-05-29,21103
2019-05-30,21881
2019-05-31,22493
2019-06-01,22801
2019-06-02,23473
2019-06-03,23696
2019-06-04,24388
2019-06-05,25390
2019-06-06,25820
2019-06-07,26105
2019-06-08,26595
2019-06-09,27021
2019-06-10,26952
2019-06-11,27145
2019-06-12,26829
2019-06-13,26687
2019-06-14,26402
2019-06-15,26825
2019-06-16,27106
2019-06-17,26752
2019-06-18,25579
2019-06-19,24516
2019-06-20,23730
2019-06-21,22830
2019-06-22,22756
2019-06-23,23396
2019-06-24,23196
2019-06-25,23645
2019-06-26,24457
2019-06-27,23656
2019-06-28,22740
2019-06-29,22293
2019-06-30,22259
2019-07-01,21754
2019-07-02,20982
2019-07-03,20887
2019-07-04,21060
2019-07-05,21203
2019-07-06,20973
2019-07-07,20874
2019-07-08,20747
2019-07-09,20147
2019-07-10,19599
2019-07-11,19522
2019-07-12,19503
2019-07-13,19414
2019-07-14,19283
2019-07-15,19080
2019-07-16,19115
2019-07-17,19090
2019-07-18,18392
2019-07-19,18263
2019-07-20,18755
2019-07-21,18944
2019-07-22,19071
2019-07-23,19843
2019-07-24,20054
2019-07-25,20208
2019-07-26,20718
2019-07-27,20910
2019-07-28,20966
2019-07-29,20830
2019-07-30,20475
2019-07-31,19703
2019-08-01,19435
2019-08-02,18991
2019-08-03,18651
2019-08-04,19064
2019-08-05,19077
2019-08-06,18669
2019-08-07,18348
2019-08-08,18680
2019-08-09,18544
2019-08-10,18294
2019-08-11,17696
2019-08-12,17276
2019-08-13,16611
2019-08-14,16142
2019-08-15,15930
2019-08-16,15548
2019-08-17,16212
2019-08-18,16226
2019-08-19,16217
2019-08-20,15960
2019-08-21,15667
2019-08-22,15646
2019-08-23,15495
2019-08-24,15800
2019-08-24,15800
2019-08-25,16156
2019-08-25,16156
2019-08-26,16211
2019-08-27,16424
2019-08-27,16424
2019-08-28,16672
2019-08-29,16350
2019-08-30,16545
2019-08-31,16244
2019-09-01,16352
2019-09-02,16868
2019-09-03,16834
2019-09-04,17119
2019-09-05,17129
2019-09-06,16638
2019-09-07,16649
2019-09-08,16792
2019-09-09,16539
2019-09-10,16260
2019-09-11,15855
2019-09-12,15872
2019-09-13,16075
2019-09-14,16028
2019-09-15,15997
2019-09-16,16033
2019-09-17,16023
2019-09-18,15874
2019-09-19,16132
2019-09-20,16355
2019-09-21,16581
2019-09-22,16836
2019-09-23,16682
2019-09-24,16682
2019-09-25,16527
2019-09-26,16344
2019-09-27,16032
2019-09-28,15729
2019-09-29,15861
2019-09-30,15922
2019-10-01,15509
2019-10-02,14979
2019-10-03,15235
2019-10-04,15693
2019-10-05,15745
2019-10-06,15907
2019-10-07,16060
2019-10-08,16504
2019-10-09,16718
2019-10-10,17060
2019-10-11,17091
2019-10-12,17254
2019-10-13,17008
2019-10-14,16689
2019-10-15,16855
2019-10-16,16646
2019-10-17,16450
2019-10-18,16395
2019-10-19,16666
2019-10-20,16867
2019-10-21,16165
2019-10-22,15433
2019-10-23,15148
2019-10-24,14903
2019-10-25,14759
2019-10-26,14933
2019-10-27,14808
2019-10-28,14426
2019-10-29,14163
2019-10-30,14112
2019-10-31,14223
2019-11-01,14521
2019-11-02,14549
2019-11-03,14678
2019-11-04,14962
2019-11-05,14408
2019-11-06,14470
2019-11-07,14698
2019-11-08,14988
2019-11-09,14816
2019-11-10,14847
2019-11-11,15010
2019-11-12,15352
2019-11-13,15113
2019-11-14,14736
2019-11-15,15053
2019-11-16,14818
2019-11-17,14630
2019-11-18,14498
2019-11-19,14866
2019-11-20,15105
2019-11-21,15076
2019-11-22,15008
2019-11-23,14997
2019-11-24,14676
2019-11-25,14580
2019-11-26,14604
2019-11-27,14511
2019-11-28,14594
2019-11-29,14229
2019-11-30,13958
2019-12-01,14198
2019-12-02,14338
2019-12-03,14468
2019-12-04,14531
2019-12-05,14671
2019-12-06,14665
2019-12-07,14740
2019-12-08,14414
2019-12-09,14459
2019-12-10,14422
2019-12-11,13890
2019-12-12,14397
2019-12-13,14517
2019-12-14,14817
2019-12-15,15148
2019-12-16,15362
2019-12-17,15125
2019-12-18,14441
2019-12-19,14362
2019-12-20,14766
2019-12-21,14500
2019-12-22,13998
2019-12-23,13803
2019-12-24,14034
2019-12-25,14237
2019-12-26,14519
2019-12-27,14953
2019-12-28,15285
2019-12-29,15406
2019-12-30,15766
2019-12-31,15992
2020-01-01,16640
2020-01-02,17128
2020-01-03,17548
2020-01-04,17392
2020-01-05,17198
2020-01-06,16689
2020-01-07,16581
2020-01-08,16708
2020-01-09,16734
2020-01-10,16653
2020-01-11,16810
2020-01-12,17348
2020-01-13,17372
2020-01-14,17254
2020-01-15,17370
2020-01-16,17295
2020-01-17,17207
2020-01-18,17071
2020-01-19,17333
2020-01-20,17837
2020-01-21,18167
2020-01-22,18260
2020-01-23,17886
2020-01-24,17464
2020-01-25,17088
2020-01-26,17521
2020-01-27,17618
2020-01-28,17443
2020-01-29,17116
2020-01-30,17317
2020-01-31,17016
2020-02-01,16431
2020-02-02,15734
2020-02-03,14947
2020-02-04,14568
2020-02-05,14579
2020-02-06,14336
2020-02-07,14037
2020-02-08,13629
2020-02-09,13430
2020-02-10,13446
2020-02-11,13523
2020-02-12,13727
2020-02-13,13622
2020-02-14,13171
2020-02-15,13588
2020-02-16,13610
2020-02-17,13461
2020-02-18,13370
2020-02-19,13463
2020-02-20,13491
2020-02-21,13055
2020-02-22,13048
2020-02-23,13253
2020-02-24,13559
2020-02-25,13651
2020-02-26,13645
2020-02-27,13445
2020-02-28,13491
2020-02-29,13269
2020-03-01,13398
2020-03-02,13576
2020-03-03,13757
2020-03-04,13740
2020-03-05,13942
2020-03-06,14122
2020-03-07,14110
2020-03-08,13848
2020-03-09,13987
2020-03-10,14253
2020-03-11,14230
2020-03-12,14327
2020-03-13,14459
2020-03-14,14467
2020-03-15,14618
2020-03-16,15039
2020-03-17,15084
2020-03-18,15156
2020-03-19,15617
2020-03-20,15975
2020-03-21,16109
2020-03-22,16708
2020-03-23,17360
2020-03-24,17674
2020-03-25,17798
2020-03-26,18181
2020-03-27,18413
2020-03-28,18287
2020-03-29,17907
2020-03-30,17510
2020-03-31,17000
2020-04-01,16911
2020-04-02,16703
2020-04-03,16456
2020-04-04,16446
2020-04-05,16309
2020-04-06,16493
2020-04-07,16494
2020-04-08,16670
2020-04-09,16270
2020-04-10,15936
2020-04-11,15801
2020-04-12,15863
2020-04-13,15790
2020-04-14,16036
2020-04-15,15931
2020-04-16,16050
2020-04-17,16225
2020-04-18,16487
2020-04-19,16370
2020-04-20,16564
2020-04-21,16410
2020-04-22,16164
2020-04-23,15852
2020-04-24,15564
2020-04-25,15256
2020-04-26,15228
2020-04-27,15139
2020-04-28,14864
2020-04-29,15094
2020-04-30,15667
2020-05-01,15922
2020-05-02,16080
2020-05-03,16507
2020-05-04,16848
2020-05-05,16784
2020-05-06,16423
2020-05-07,16267
2020-05-08,15926
2020-05-09,15895
2020-05-10,15886
2020-05-11,16105
2020-05-12,16049
2020-05-13,15853
