date_obj,Verac's%20flail price
2019-04-03,148668
2019-04-04,145250
2019-04-05,145714
2019-04-06,147043
2019-04-07,146077
2019-04-08,146462
2019-04-09,147406
2019-04-10,151241
2019-04-11,149139
2019-04-12,145097
2019-04-13,142783
2019-04-14,140068
2019-04-15,136272
2019-04-16,131220
2019-04-17,125042
2019-04-18,118822
2019-04-19,116787
2019-04-20,118654
2019-04-21,121393
2019-04-22,122175
2019-04-23,126464
2019-04-24,131681
2019-04-25,135990
2019-04-26,138817
2019-04-27,144160
2019-04-28,147361
2019-04-29,149245
2019-04-30,148835
2019-05-01,151852
2019-05-02,155994
2019-05-03,157573
2019-05-04,162537
2019-05-05,170664
2019-05-06,178222
2019-05-07,173237
2019-05-08,169391
2019-05-09,163220
2019-05-10,161256
2019-05-11,156774
2019-05-12,150497
2019-05-13,151727
2019-05-14,159015
2019-05-15,161322
2019-05-16,167764
2019-05-17,173698
2019-05-18,168203
2019-05-19,163637
2019-05-20,158659
2019-05-21,151804
2019-05-22,147586
2019-05-23,149245
2019-05-24,151753
2019-05-25,154222
2019-05-26,154588
2019-05-27,158123
2019-05-28,164453
2019-05-29,171303
2019-05-30,173026
2019-05-31,170519
2019-06-01,164408
2019-06-02,158554
2019-06-03,159790
2019-06-04,157815
2019-06-05,157539
2019-06-06,159530
2019-06-07,158056
2019-06-08,157138
2019-06-09,156541
2019-06-10,157910
2019-06-11,154478
2019-06-12,152321
2019-06-13,154968
2019-06-14,151817
2019-06-15,152314
2019-06-16,154826
2019-06-17,156581
2019-06-18,155640
2019-06-19,154443
2019-06-20,155305
2019-06-21,153358
2019-06-22,154869
2019-06-23,157249
2019-06-24,156524
2019-06-25,157697
2019-06-26,155809
2019-06-27,156702
2019-06-28,161818
2019-06-29,157004
2019-06-30,160045
2019-07-01,161648
2019-07-02,165361
2019-07-03,163597
2019-07-04,166799
2019-07-05,162758
2019-07-06,167049
2019-07-07,169131
2019-07-08,176429
2019-07-09,183739
2019-07-10,176514
2019-07-11,170217
2019-07-12,162140
2019-07-13,157372
2019-07-14,155726
2019-07-15,161904
2019-07-16,164525
2019-07-17,166221
2019-07-18,164563
2019-07-19,163215
2019-07-20,155795
2019-07-21,150196
2019-07-22,147780
2019-07-23,142434
2019-07-24,142921
2019-07-25,138847
2019-07-26,145122
2019-07-27,149789
2019-07-28,156366
2019-07-29,159827
2019-07-30,157109
2019-07-31,156560
2019-08-01,162467
2019-08-02,162658
2019-08-03,166301
2019-08-04,161555
2019-08-05,158764
2019-08-06,158651
2019-08-07,162626
2019-08-08,167047
2019-08-09,166102
2019-08-10,166244
2019-08-11,169979
2019-08-12,168666
2019-08-13,173457
2019-08-14,171791
2019-08-15,167957
2019-08-16,164771
2019-08-17,169201
2019-08-18,176577
2019-08-19,183414
2019-08-20,182866
2019-08-21,180279
2019-08-22,172747
2019-08-23,167037
2019-08-24,161189
2019-08-24,161189
2019-08-25,153129
2019-08-25,153129
2019-08-26,147181
2019-08-26,147181
2019-08-27,152218
2019-08-27,152218
2019-08-28,159406
2019-08-29,165559
2019-08-30,165250
2019-08-31,162286
2019-09-01,168618
2019-09-02,174433
2019-09-03,180441
2019-09-04,179905
2019-09-05,171857
2019-09-06,165717
2019-09-07,163593
2019-09-08,162826
2019-09-09,163398
2019-09-10,159679
2019-09-11,163745
2019-09-12,168207
2019-09-13,167102
2019-09-14,162017
2019-09-15,160440
2019-09-16,155148
2019-09-17,151665
2019-09-18,150748
2019-09-19,153622
2019-09-20,152027
2019-09-21,152592
2019-09-22,155984
2019-09-23,157066
2019-09-24,158086
2019-09-25,162976
2019-09-26,168775
2019-09-27,168607
2019-09-28,161805
2019-09-29,154275
2019-09-30,153289
2019-10-01,152884
2019-10-02,154291
2019-10-03,152867
2019-10-04,152605
2019-10-05,151630
2019-10-06,151441
2019-10-07,150999
2019-10-08,153797
2019-10-09,154410
2019-10-10,155096
2019-10-11,157211
2019-10-12,154931
2019-10-13,154047
2019-10-14,155684
2019-10-15,152810
2019-10-16,159656
2019-10-17,163162
2019-10-18,165573
2019-10-19,159930
2019-10-20,165015
2019-10-21,160737
2019-10-22,161844
2019-10-23,155939
2019-10-24,151631
2019-10-25,155056
2019-10-26,154465
2019-10-27,150679
2019-10-28,147907
2019-10-29,143550
2019-10-30,145932
2019-10-31,148570
2019-11-01,152332
2019-11-02,151947
2019-11-03,152933
2019-11-04,154097
2019-11-05,161502
2019-11-06,158502
2019-11-07,155640
2019-11-08,155450
2019-11-09,152104
2019-11-10,151892
2019-11-11,148067
2019-11-12,143306
2019-11-13,143611
2019-11-14,145561
2019-11-15,145249
2019-11-16,147244
2019-11-17,147261
2019-11-18,149957
2019-11-19,153208
2019-11-20,158943
2019-11-21,163847
2019-11-22,167422
2019-11-23,167802
2019-11-24,168873
2019-11-25,165069
2019-11-26,161710
2019-11-27,153882
2019-11-28,148970
2019-11-29,146269
2019-11-30,147566
2019-12-01,152713
2019-12-02,157331
2019-12-03,164324
2019-12-04,172528
2019-12-05,179210
2019-12-06,179789
2019-12-07,178295
2019-12-08,173739
2019-12-09,170867
2019-12-10,164140
2019-12-11,160599
2019-12-12,157164
2019-12-13,158262
2019-12-14,154200
2019-12-15,155454
2019-12-16,161587
2019-12-17,163814
2019-12-18,161464
2019-12-19,164553
2019-12-20,164957
2019-12-21,166422
2019-12-22,164246
2019-12-23,165687
2019-12-24,160136
2019-12-25,155880
2019-12-26,157205
2019-12-27,152622
2019-12-28,146269
2019-12-29,150479
2019-12-30,156607
2019-12-31,163634
2020-01-01,169717
2020-01-02,177701
2020-01-03,178553
2020-01-04,179076
2020-01-05,170722
2020-01-06,162227
2020-01-07,156080
2020-01-08,154504
2020-01-09,155119
2020-01-10,154176
2020-01-11,150079
2020-01-12,154363
2020-01-13,162020
2020-01-14,168208
2020-01-15,172827
2020-01-16,164965
2020-01-17,158987
2020-01-18,157664
2020-01-19,158905
2020-01-20,159111
2020-01-21,157783
2020-01-22,156220
2020-01-23,156786
2020-01-24,152700
2020-01-25,152862
2020-01-26,157615
2020-01-27,163387
2020-01-28,171462
2020-01-29,177282
2020-01-30,174267
2020-01-31,167597
2020-02-01,163915
2020-02-02,160489
2020-02-03,158457
2020-02-04,154027
2020-02-05,150688
2020-02-06,157968
2020-02-07,152863
2020-02-08,149493
2020-02-09,149124
2020-02-10,149121
2020-02-11,147362
2020-02-12,147775
2020-02-13,150777
2020-02-14,147253
2020-02-15,150802
2020-02-16,154027
2020-02-17,157486
2020-02-18,152397
2020-02-19,156158
2020-02-20,163785
2020-02-21,169630
2020-02-22,171855
2020-02-23,172220
2020-02-24,170944
2020-02-25,166878
2020-02-26,159988
2020-02-27,155806
2020-02-28,149883
2020-02-29,148358
2020-03-01,150305
2020-03-02,152077
2020-03-03,158935
2020-03-04,164996
2020-03-05,173205
2020-03-06,173589
2020-03-07,172291
2020-03-08,168631
2020-03-09,165647
2020-03-10,157551
2020-03-11,151825
2020-03-12,149408
2020-03-13,151413
2020-03-14,151198
2020-03-15,150485
2020-03-16,151220
2020-03-17,153294
2020-03-18,148636
2020-03-19,149909
2020-03-20,153764
2020-03-21,155284
2020-03-22,160834
2020-03-23,163486
2020-03-24,165215
2020-03-25,169634
2020-03-26,175583
2020-03-27,173721
2020-03-28,166491
2020-03-29,160089
2020-03-30,152122
2020-03-31,147267
2020-04-01,148547
2020-04-02,149663
2020-04-03,152624
2020-04-04,155031
2020-04-05,153497
2020-04-06,153081
2020-04-07,151668
2020-04-08,151383
2020-04-09,151328
2020-04-10,149277
2020-04-11,151244
2020-04-12,150867
2020-04-13,152246
2020-04-14,153331
2020-04-15,158709
2020-04-16,158601
2020-04-17,154173
2020-04-18,151679
2020-04-19,154946
2020-04-20,152600
2020-04-21,150255
2020-04-22,148134
2020-04-23,144013
2020-04-24,141516
2020-04-25,146854
2020-04-26,147224
2020-04-27,148892
2020-04-28,146349
2020-04-29,145119
2020-04-30,142087
2020-05-01,140783
2020-05-02,138786
2020-05-03,135463
2020-05-04,130090
2020-05-05,125333
2020-05-06,120089
2020-05-07,118577
2020-05-08,114390
2020-05-09,116940
2020-05-10,122717
2020-05-11,126523
2020-05-12,131866
2020-05-13,132848
