date_obj,Gold%20necklace price
2015-08-09,191
2015-08-10,191
2015-08-11,191
2015-08-12,191
2015-08-13,191
2015-08-14,190
2015-08-15,190
2015-08-16,190
2015-08-17,189
2015-08-18,189
2015-08-19,189
2015-08-20,185
2015-08-21,185
2015-08-22,185
2015-08-23,186
2015-08-24,186
2015-08-25,186
2015-08-26,186
2015-08-27,185
2015-08-28,185
2015-08-29,185
2015-08-30,188
2015-08-31,188
2015-09-01,188
2015-09-02,181
2015-09-03,181
2015-09-04,181
2015-09-05,182
2015-09-06,182
2015-09-07,182
2015-09-08,187
2015-09-09,187
2015-09-10,187
2015-09-11,191
2015-09-12,191
2015-09-13,191
2015-09-14,193
2015-09-15,193
2015-09-16,193
2015-09-17,190
2015-09-18,190
2015-09-19,190
2015-09-20,190
2015-09-21,188
2015-09-22,188
2015-09-23,188
2015-09-24,188
2015-09-25,189
2015-09-27,189
2015-09-28,188
2015-09-29,188
2015-09-30,188
2015-10-05,189
2015-10-06,189
2015-10-07,189
2015-10-08,194
2015-10-09,194
2015-10-10,194
2015-10-11,196
2015-10-12,196
2015-10-13,196
2015-10-14,196
2015-10-15,192
2015-10-16,192
2015-10-17,192
2015-10-18,192
2015-10-19,191
2015-10-20,191
2015-10-22,191
2015-10-23,193
2015-10-24,193
2015-10-25,193
2015-10-26,196
2015-10-27,196
2015-10-29,196
2015-10-30,192
2015-10-31,192
2015-11-01,192
2015-11-02,192
2015-11-03,192
2015-11-04,192
2015-11-05,198
2015-11-06,198
2015-11-07,198
2015-11-08,204
2015-11-09,204
2015-11-10,204
2015-11-11,203
2015-11-12,203
2015-11-13,203
2015-11-14,203
2015-11-15,211
2015-11-16,211
2015-11-17,211
2015-11-18,211
2015-11-19,215
2015-11-20,215
2015-11-21,215
2015-11-22,219
2015-11-23,219
2015-11-24,219
2015-11-25,225
2015-11-26,225
2015-11-27,225
2015-11-28,225
2015-11-29,223
2015-11-30,223
2015-12-01,223
2015-12-02,231
2015-12-03,231
2015-12-04,231
2015-12-05,231
2015-12-06,235
2015-12-07,235
2015-12-08,235
2015-12-09,241
2015-12-10,241
2015-12-11,241
2015-12-12,244
2015-12-13,244
2015-12-14,244
2015-12-15,245
2015-12-16,245
2015-12-17,245
2015-12-18,246
2015-12-19,246
2015-12-20,246
2015-12-21,241
2015-12-22,241
2015-12-23,241
2015-12-24,239
2015-12-25,239
2015-12-26,239
2015-12-27,234
2015-12-28,234
2015-12-29,234
2015-12-30,227
2015-12-31,227
2016-01-01,227
2016-01-02,227
2016-01-03,222
2016-01-04,222
2016-01-05,222
2016-01-06,225
2016-01-07,225
2016-01-08,225
2016-01-09,230
2016-01-10,230
2016-01-11,230
2016-01-12,228
2016-01-13,228
2016-01-14,228
2016-01-15,228
2016-01-16,228
2016-01-17,228
2016-01-18,229
2016-01-19,229
2016-01-20,229
2016-01-21,229
2016-01-22,235
2016-01-23,235
2016-01-24,235
2016-01-25,238
2016-01-26,238
2016-01-27,238
2016-01-28,238
2016-01-29,233
2016-01-30,233
2016-01-31,233
2016-02-01,223
2016-02-02,223
2016-02-03,223
2016-02-04,223
2016-02-05,223
2016-02-06,223
2016-02-07,219
2016-02-08,219
2016-02-09,219
2016-02-10,215
2016-02-11,215
2016-02-12,215
2016-02-13,208
2016-02-14,208
2016-02-15,208
2016-02-16,202
2016-02-17,202
2016-02-18,202
2016-02-19,196
2016-02-20,196
2016-02-21,199
2016-02-22,199
2016-02-23,199
2016-02-24,205
2016-02-25,205
2016-02-26,205
2016-02-27,208
2016-02-28,208
2016-02-29,208
2016-03-01,205
2016-03-02,205
2016-03-03,205
2016-03-04,210
2016-03-05,210
2016-03-06,207
2016-03-07,207
2016-03-08,207
2016-03-09,208
2016-03-10,208
2016-03-11,208
2016-03-12,204
2016-03-13,204
2016-03-14,204
2016-03-15,206
2016-03-16,206
2016-03-17,206
2016-03-18,201
2016-03-19,201
2016-03-20,199
2016-03-21,199
2016-03-22,199
2016-03-23,206
2016-03-24,206
2016-03-25,206
2016-03-26,209
2016-03-27,209
2016-03-28,213
2016-03-29,213
2016-03-30,213
2016-03-31,217
2016-04-01,217
2016-04-02,217
2016-04-03,221
2016-04-04,221
2016-04-05,221
2016-04-06,213
2016-04-07,213
2016-04-08,213
2016-04-09,213
2016-04-10,213
2016-04-11,213
2016-04-12,216
2016-04-13,216
2016-04-14,216
2016-04-15,217
2016-04-16,217
2016-04-17,217
2016-04-18,220
2016-04-19,220
2016-04-20,220
2016-04-21,220
2016-04-22,220
2016-04-23,220
2016-04-24,219
2016-04-25,219
2016-04-26,222
2016-04-27,222
2016-04-28,222
2016-04-29,223
2016-04-30,223
2016-05-01,223
2016-05-02,221
2016-05-03,221
2016-05-04,221
2016-05-05,220
2016-05-06,220
2016-05-07,220
2016-05-08,230
2016-05-09,230
2016-05-10,228
2016-05-11,228
2016-05-12,228
2016-05-13,223
2016-05-14,223
2016-05-15,220
2016-05-16,220
2016-05-17,220
2016-05-18,220
2016-05-19,220
2016-05-22,213
2016-05-23,211
2016-05-24,211
2016-05-25,211
2016-05-26,207
2016-05-27,207
2016-05-28,207
2016-05-29,208
2016-05-30,208
2016-05-31,208
2016-06-01,207
2016-06-02,207
2016-06-03,207
2016-06-04,214
2016-06-05,214
2016-06-06,210
2016-06-07,210
2016-06-08,210
2016-06-09,203
2016-06-10,203
2016-06-11,203
2016-06-12,198
2016-06-13,198
2016-06-14,201
2016-06-15,201
2016-06-16,201
2016-06-17,209
2016-06-18,209
2016-06-19,216
2016-06-20,216
2016-06-21,216
2016-06-22,212
2016-06-23,212
2016-06-24,212
2016-06-25,217
2016-06-26,217
2016-06-27,217
2016-06-28,218
2016-06-29,218
2016-06-30,218
2016-07-01,222
2016-07-02,222
2016-07-03,222
2016-07-04,215
2016-07-05,215
2016-07-06,217
2016-07-07,217
2016-07-08,219
2016-07-09,219
2016-07-10,219
2016-07-11,219
2016-07-12,217
2016-07-13,217
2016-07-14,218
2016-07-15,218
2016-07-16,219
2016-07-17,219
2016-07-18,217
2016-07-23,223
2016-07-24,217
2016-07-25,217
2016-07-26,217
2016-07-27,214
2016-07-28,214
2016-07-29,214
2016-07-30,211
2016-07-31,211
2016-08-01,211
2016-08-02,214
2016-08-03,214
2016-08-04,214
2016-08-05,213
2016-08-06,213
2016-08-07,213
2016-08-08,213
2016-08-09,213
2016-08-10,213
2016-08-11,207
2016-08-12,207
2016-08-13,207
2016-08-14,209
2016-08-15,209
2016-08-16,209
2016-08-17,204
2016-08-18,204
2016-08-19,204
2016-08-20,199
2016-08-21,199
2016-08-22,199
2016-08-23,198
2016-08-24,198
2016-08-25,198
2016-08-26,198
2016-08-28,201
2016-08-31,208
2016-09-01,208
2016-09-02,208
2016-09-03,213
2016-09-04,213
2016-09-05,213
2016-09-06,215
2016-09-07,215
2016-09-08,215
2016-09-09,215
2016-09-10,218
2016-09-11,218
2016-09-12,218
2016-09-13,218
2016-09-14,222
2016-09-15,222
2016-09-16,222
2016-09-17,222
2016-09-18,229
2016-09-19,229
2016-09-20,229
2016-09-21,229
2016-09-22,226
2016-09-23,226
2016-09-24,226
2016-09-25,226
2016-09-26,219
2016-09-27,219
2016-09-28,219
2016-09-29,219
2016-09-30,216
2016-10-01,216
2016-10-02,216
2016-10-03,216
2016-10-04,207
2016-10-05,207
2016-10-06,207
2016-10-07,207
2016-10-08,207
2016-10-09,207
2016-10-10,207
2016-10-11,202
2016-10-12,202
2016-10-13,202
2016-10-14,192
2016-10-15,192
2016-10-16,192
2016-10-17,186
2016-10-18,186
2016-10-19,186
2016-10-20,186
2016-10-21,187
2016-10-22,187
2016-10-23,187
2016-10-24,185
2016-10-25,185
2016-10-26,185
2016-10-27,184
2016-10-28,184
2016-10-29,184
2016-10-30,180
2016-10-31,180
2016-11-01,180
2016-11-02,172
2016-11-03,172
2016-11-04,172
2016-11-05,166
2016-11-06,166
2016-11-07,166
2016-11-08,161
2016-11-09,161
2016-11-10,161
2016-11-11,161
2016-11-12,161
2016-11-13,161
2016-11-14,164
2016-11-15,164
2016-12-07,160
2016-12-08,160
2016-12-09,160
2016-12-10,160
2016-12-11,164
2016-12-12,164
2016-12-13,164
2016-12-14,170
2016-12-15,170
2016-12-16,170
2016-12-17,171
2016-12-18,171
2016-12-19,171
2016-12-20,173
2016-12-21,173
2016-12-22,173
2016-12-23,173
2016-12-24,173
2016-12-25,173
2016-12-26,170
2016-12-27,170
2016-12-28,164
2016-12-29,164
2016-12-30,164
2016-12-31,163
2017-01-01,163
2017-01-02,164
2017-01-03,164
2017-01-04,157
2017-01-05,157
2017-01-06,157
2017-01-07,150
2017-01-08,150
2017-01-09,146
2017-01-10,146
2017-01-11,148
2017-01-12,148
2017-01-13,148
2017-01-14,155
2017-01-15,155
2017-01-16,156
2017-01-17,156
2017-01-18,161
2017-01-19,161
2017-01-20,161
2017-01-21,163
2017-01-22,163
2017-01-23,164
2017-01-27,166
2017-01-28,166
2017-01-29,160
2017-01-30,160
2017-01-31,160
2017-02-01,153
2017-02-02,153
2017-02-03,151
2017-02-04,151
2017-02-05,149
2017-02-06,149
2017-02-07,149
2017-02-08,155
2017-02-09,155
2017-02-10,162
2017-02-11,162
2017-02-12,159
2017-02-13,159
2017-02-14,154
2017-02-15,154
2017-02-16,155
2017-02-18,155
2017-02-19,156
2017-02-20,156
2017-02-21,162
2017-02-22,162
2017-02-23,162
2017-02-24,169
2017-02-25,169
2017-02-26,163
2017-02-27,163
2017-02-28,160
2017-03-01,160
2017-03-02,152
2017-03-03,152
2017-03-04,150
2017-03-05,150
2017-03-06,148
2017-03-07,148
2017-03-08,148
2017-03-09,155
2017-03-10,155
2017-03-11,160
2017-03-12,160
2017-03-13,157
2017-03-14,157
2017-03-15,156
2017-03-16,156
2017-03-17,156
2017-03-18,156
2017-03-19,156
2017-03-20,160
2017-03-21,160
2017-03-22,160
2017-03-23,164
2017-03-24,164
2017-03-25,164
2017-03-26,164
2017-03-27,164
2017-03-28,168
2017-03-29,168
2017-03-30,172
2017-03-31,172
2017-04-01,173
2017-04-02,173
2017-04-03,172
2017-04-04,172
2017-04-12,182
2017-04-13,186
2017-04-14,186
2017-04-15,186
2017-04-16,186
2017-04-17,186
2017-04-18,183
2017-04-19,183
2017-04-20,183
2017-04-21,185
2017-04-22,185
2017-04-23,185
2017-04-24,187
2017-04-25,187
2017-04-26,192
2017-04-27,192
2017-04-28,194
2017-04-29,194
2017-04-30,189
2017-05-01,189
2017-05-02,189
2017-05-03,188
2017-05-04,188
2017-05-05,190
2017-05-06,190
2017-05-07,190
2017-05-08,185
2017-05-09,185
2017-05-10,183
2017-05-11,183
2017-05-12,180
2017-05-13,180
2017-05-14,175
2017-05-15,175
2017-05-16,175
2017-05-17,178
2017-05-18,178
2017-05-19,178
2017-05-20,174
2017-05-21,174
2017-05-22,174
2017-05-23,169
2017-05-24,169
2017-05-25,169
2017-05-26,163
2017-05-27,163
2017-05-28,163
2017-05-29,158
2017-05-30,158
2017-05-31,158
2017-06-01,153
2017-06-02,153
2017-06-03,153
2017-06-04,150
2017-06-05,150
2017-06-06,155
2017-06-07,155
2017-06-08,155
2017-06-09,157
2017-06-10,157
2017-06-11,162
2017-06-12,162
2017-06-13,162
2017-06-14,162
2017-06-15,160
2017-06-16,160
2017-06-17,160
2017-06-18,153
2017-06-19,153
2017-06-20,148
2017-06-21,148
2017-06-22,148
2017-06-23,147
2017-06-24,147
2017-06-25,142
2017-06-26,142
2017-06-27,140
2017-06-28,140
2017-06-29,138
2017-06-30,138
2017-07-01,138
2017-07-02,135
2017-07-03,135
2017-07-04,130
2017-07-05,130
2017-07-06,123
2017-07-07,123
2017-07-08,123
2017-07-13,114
2017-07-14,118
2017-07-15,118
2017-07-16,118
2017-07-17,121
2017-07-18,121
2017-07-19,118
2017-07-20,118
2017-07-21,118
2017-07-22,118
2017-07-23,120
2017-07-24,120
2017-07-25,125
2017-07-26,125
2017-07-27,130
2017-07-28,130
2017-07-29,130
2017-07-30,130
2017-07-31,130
2017-08-01,125
2017-08-02,126
2017-08-03,126
2017-08-04,126
2017-08-05,124
2017-08-06,124
2017-08-09,126
2017-08-10,126
2017-08-11,126
2017-08-12,126
2017-08-13,127
2017-08-14,127
2017-08-15,127
2017-08-16,127
2017-08-17,125
2017-08-18,125
2017-08-19,125
2017-08-20,125
2017-08-21,120
2017-08-22,120
2017-08-23,119
2017-08-24,119
2017-08-25,119
2017-08-26,119
2017-08-27,119
2017-08-28,125
2017-08-29,125
2017-08-30,130
2017-08-31,130
2017-09-01,130
2017-09-02,135
2017-09-03,135
2017-09-04,137
2017-09-05,137
2017-09-06,133
2017-09-07,133
2017-09-08,127
2017-09-09,127
2017-09-10,129
2017-09-11,129
2017-09-12,129
2017-09-13,130
2017-09-14,130
2017-09-15,129
2017-09-16,129
2017-09-17,124
2017-09-18,124
2017-09-19,128
2017-09-20,128
2017-09-21,132
2017-09-22,132
2017-09-23,137
2017-09-24,137
2017-09-25,139
2017-09-26,139
2017-09-27,139
2017-09-28,136
2017-09-29,136
2017-09-30,141
2017-10-01,141
2017-10-02,139
2017-10-03,139
2017-10-04,139
2017-10-05,138
2017-10-06,138
2017-10-07,140
2017-10-08,140
2017-10-09,138
2017-10-10,138
2017-10-11,138
2017-10-12,136
2017-10-13,136
2017-10-14,134
2017-10-15,134
2017-10-16,132
2017-10-17,132
2017-10-18,130
2017-10-19,130
2017-10-20,130
2017-10-21,132
2017-10-22,132
2017-10-23,137
2017-10-24,137
2017-10-25,140
2017-10-26,140
2017-10-27,141
2017-10-28,141
2017-10-29,137
2017-10-30,137
2017-10-31,134
2017-11-01,134
2017-11-02,134
2017-11-03,132
2017-11-04,135
2017-11-05,135
2017-11-06,134
2017-11-07,134
2017-11-08,134
2017-11-09,136
2017-11-10,136
2017-11-11,136
2017-11-12,136
2017-11-13,136
2017-11-14,132
2017-11-15,132
2017-11-16,131
2017-11-17,131
2017-11-18,132
2017-11-19,132
2017-11-20,133
2017-11-21,133
2017-11-22,135
2017-11-23,135
2017-11-24,136
2017-11-25,136
2017-11-26,137
2017-11-27,137
2017-11-28,137
2017-11-29,138
2017-11-30,138
2017-12-01,140
2017-12-02,140
2017-12-03,142
2017-12-04,142
2017-12-05,138
2017-12-06,138
2017-12-07,135
2017-12-08,135
2017-12-09,136
2017-12-10,136
2017-12-11,134
2017-12-12,134
2017-12-13,129
2017-12-14,129
2017-12-15,127
2017-12-16,127
2017-12-17,125
2017-12-18,122
2017-12-19,122
2017-12-20,118
2017-12-21,118
2017-12-22,117
2017-12-23,117
2017-12-24,121
2017-12-25,121
2017-12-26,124
2017-12-27,124
2017-12-28,126
2017-12-29,126
2017-12-30,127
2017-12-31,127
2018-01-01,132
2018-01-02,132
2018-01-03,132
2018-01-04,132
2018-01-05,128
2018-01-06,128
2018-01-07,122
2018-01-08,122
2018-01-09,120
2018-01-10,120
2018-01-11,119
2018-01-12,119
2018-01-13,115
2018-01-14,115
2018-01-15,110
2018-01-16,110
2018-01-17,113
2018-01-18,113
2018-01-19,116
2018-01-20,116
2018-01-21,116
2018-01-22,116
2018-01-23,118
2018-01-24,118
2018-01-25,120
2018-01-26,120
2018-01-27,119
2018-01-28,120
2018-01-29,119
2018-01-30,119
2018-01-31,119
2018-02-01,121
2018-02-02,121
2018-02-03,127
2018-02-04,127
2018-02-05,133
2018-02-06,133
2018-02-07,136
2018-02-08,136
2018-02-09,138
2018-02-10,138
2018-02-11,137
2018-02-12,134
2018-02-13,134
2018-02-14,129
2018-02-15,129
2018-02-16,128
2018-02-17,128
2018-02-18,128
2018-02-19,129
2018-02-20,129
2018-02-21,130
2018-02-22,130
2018-02-23,131
2018-02-24,131
2018-02-25,131
2018-02-26,131
2018-02-27,132
2018-02-28,132
2018-03-01,125
2018-03-02,122
2018-03-03,121
2018-03-04,121
2018-03-05,120
2018-03-06,120
2018-03-07,125
2018-03-08,125
2018-03-09,131
2018-03-10,131
2018-03-11,133
2018-03-12,133
2018-03-13,129
2018-03-14,129
2018-03-15,125
2018-03-16,125
2018-03-17,123
2018-03-18,123
2018-03-19,123
2018-03-20,125
2018-03-21,125
2018-03-23,130
2018-03-24,134
2018-03-25,136
2018-03-26,136
2018-03-27,140
2018-03-28,140
2018-03-29,144
2018-03-30,144
2018-03-31,144
2018-04-01,144
2018-04-02,140
2018-04-03,140
2018-04-04,143
2018-04-05,143
2018-04-06,146
2018-04-07,146
2018-04-08,143
2018-04-09,143
2018-04-10,144
2018-04-11,144
2018-04-12,145
2018-04-13,145
2018-04-14,144
2018-04-15,143
2018-04-16,143
2018-04-17,141
2018-04-18,141
2018-04-19,138
2018-04-20,138
2018-04-21,137
2018-04-22,137
2018-04-23,132
2018-04-24,132
2018-04-25,130
2018-04-26,130
2018-04-27,129
2018-04-28,129
2018-04-29,131
2018-04-30,131
2018-05-01,138
2018-05-03,144
2018-05-04,144
2018-05-05,150
2018-05-06,150
2018-05-07,144
2018-05-08,144
2018-05-09,138
2018-05-10,138
2018-05-11,135
2018-05-12,131
2018-05-13,131
2018-05-14,127
2018-05-15,127
2018-05-16,129
2018-05-17,129
2018-05-18,128
2018-05-19,126
2018-05-20,126
2018-05-21,126
2018-05-22,126
2018-05-23,128
2018-05-24,128
2018-05-25,129
2018-05-26,131
2018-05-27,131
2018-05-28,130
2018-05-29,129
2018-05-30,129
2018-05-31,128
2018-06-01,128
2018-06-02,127
2018-06-03,127
2018-06-04,128
2018-06-05,128
2018-06-06,128
2018-06-07,132
2018-06-08,134
2018-06-09,134
2018-06-10,136
2018-06-11,136
2018-06-12,134
2018-06-13,133
2018-06-14,133
2018-06-15,138
2018-06-16,138
2018-06-17,136
2018-06-18,136
2018-06-19,133
2018-06-20,133
2018-06-21,131
2018-06-22,131
2018-06-23,130
2018-06-24,130
2018-06-25,131
2018-06-26,131
2018-06-27,131
2018-06-28,131
2018-06-29,130
2018-06-30,130
2018-07-01,126
2018-07-02,126
2018-07-03,127
2018-07-04,127
2018-07-05,126
2018-07-06,125
2018-07-07,125
2018-07-08,127
2018-07-09,126
2018-07-10,126
2018-07-11,125
2018-07-12,125
2018-07-13,128
2018-07-14,131
2018-07-15,131
2018-07-16,133
2018-07-17,134
2018-07-18,134
2018-07-19,135
2018-07-20,135
2018-07-21,135
2018-07-22,137
2018-07-23,137
2018-07-24,137
2018-07-25,137
2018-07-26,137
2018-07-27,133
2018-07-28,133
2018-07-29,135
2018-07-30,135
2018-07-31,136
2018-08-01,136
2018-08-02,140
2018-08-03,140
2018-08-04,138
2018-08-05,138
2018-08-06,140
2018-08-07,140
2018-08-08,139
2018-08-09,139
2018-08-10,137
2018-08-11,137
2018-08-12,135
2018-08-14,136
2018-08-16,138
2018-08-17,134
2018-08-18,134
2018-08-19,133
2018-08-20,136
2018-08-21,136
2018-08-22,135
2018-08-23,135
2018-08-24,136
2018-08-25,137
2018-08-26,137
2018-08-27,137
2018-08-28,136
2018-08-29,136
2018-08-30,137
2018-08-31,138
2018-09-01,138
2018-09-02,138
2018-09-03,137
2018-09-04,135
2018-09-05,130
2018-09-06,130
2018-09-07,132
2018-09-08,132
2018-09-09,132
2018-09-10,134
2018-09-11,134
2018-09-12,131
2018-09-13,131
2018-09-14,133
2018-09-15,135
2018-09-16,135
2018-09-17,132
2018-09-18,132
2018-09-19,132
2018-09-20,134
2018-09-21,134
2018-09-22,133
2018-09-23,131
2018-09-24,130
2018-09-25,130
2018-09-26,131
2018-09-27,131
2018-09-28,135
2018-09-29,135
2018-09-30,135
2018-10-01,132
2018-10-02,130
2018-10-03,132
2018-10-04,132
2018-10-05,131
2018-10-06,128
2018-10-07,128
2018-10-08,124
2018-10-09,123
2018-10-10,118
2018-10-11,120
2018-10-12,120
2018-10-13,118
2018-10-14,118
2018-10-15,117
2018-10-16,117
2018-10-17,121
2018-10-18,126
2018-10-19,127
2018-10-20,127
2018-10-21,129
2018-10-22,132
2018-10-23,132
2018-10-24,128
2018-10-25,126
2018-10-26,126
2018-10-27,126
2018-10-28,125
2018-10-29,125
2018-10-30,126
2018-10-31,127
2018-11-01,127
2018-11-03,123
2018-11-04,122
2018-11-05,121
2018-11-06,118
2018-11-07,115
2018-11-08,115
2018-11-09,113
2018-11-10,112
2018-11-11,111
2018-11-12,109
2018-11-13,109
2018-11-14,113
2018-11-15,113
2018-11-16,107
2018-11-17,101
2018-11-18,97
2018-11-19,96
2018-11-20,100
2018-11-21,104
2018-11-22,107
2018-11-23,106
2018-11-24,102
2018-11-25,105
2018-11-26,105
2018-11-27,104
2018-11-28,108
2018-11-29,110
2018-12-01,116
2018-12-02,112
2018-12-03,109
2018-12-04,109
2018-12-05,107
2018-12-07,112
2018-12-09,109
2018-12-10,109
2018-12-11,109
2018-12-12,113
2018-12-13,114
2018-12-14,116
2018-12-15,114
2018-12-16,114
2018-12-17,115
2018-12-18,117
2018-12-19,119
2018-12-20,122
2018-12-21,122
2018-12-22,120
2018-12-23,118
2018-12-24,116
2018-12-25,113
2018-12-26,111
2018-12-27,113
2018-12-28,115
2018-12-29,110
2018-12-30,107
2018-12-31,112
2019-01-01,111
2019-01-02,110
2019-01-03,108
2019-01-04,108
2019-01-05,110
2019-01-06,110
2019-01-08,105
2019-01-10,105
2019-01-11,104
2019-01-12,105
2019-01-13,105
2019-01-14,106
2019-01-15,108
2019-01-16,107
2019-01-17,109
2019-01-18,108
2019-01-19,106
2019-01-20,108
2019-01-21,107
2019-01-22,107
2019-01-23,107
2019-01-24,106
2019-01-25,105
2019-01-26,104
2019-01-27,105
2019-01-28,106
2019-01-29,106
2019-01-30,104
2019-01-31,103
2019-02-01,102
2019-02-02,103
2019-02-03,103
2019-02-04,102
2019-02-05,104
2019-02-06,106
2019-02-07,107
2019-02-08,110
2019-02-09,115
2019-02-10,116
2019-02-11,114
2019-02-12,113
2019-02-13,114
2019-02-14,114
2019-02-15,111
2019-02-16,109
2019-02-17,108
2019-02-18,110
2019-02-19,113
2019-02-20,113
2019-02-21,113
2019-02-22,116
2019-02-23,120
2019-02-24,125
2019-02-25,123
2019-02-26,121
2019-02-27,118
2019-02-28,116
2019-03-01,119
2019-03-02,122
2019-03-03,125
2019-03-04,126
2019-03-05,130
2019-03-06,131
2019-03-07,135
2019-03-08,135
2019-03-09,141
2019-03-10,148
2019-03-11,154
2019-03-12,149
2019-03-13,142
2019-03-14,140
2019-03-15,137
2019-03-16,132
2019-03-17,127
2019-03-18,127
2019-03-19,124
2019-03-20,122
2019-03-21,121
2019-03-22,121
2019-03-23,120
2019-03-24,123
2019-03-25,123
2019-03-26,128
2019-03-27,128
2019-03-28,135
2019-03-29,139
2019-03-30,139
2019-03-31,137
2019-04-01,133
2019-04-02,132
2019-04-03,129
2019-04-04,126
2019-04-05,123
2019-04-06,123
2019-04-07,119
2019-04-08,116
2019-04-09,113
2019-04-10,114
2019-04-11,120
2019-04-12,122
2019-04-13,115
2019-04-14,113
2019-04-15,113
2019-04-16,115
2019-04-17,114
2019-04-18,114
2019-04-19,114
2019-04-20,112
2019-04-21,111
2019-04-22,111
2019-04-23,112
2019-04-24,114
2019-04-25,118
2019-04-26,116
2019-04-27,116
2019-04-28,114
2019-04-29,115
2019-04-30,114
2019-05-01,112
2019-05-02,112
2019-05-03,110
2019-05-04,109
2019-05-05,109
2019-05-06,110
2019-05-07,110
2019-05-08,111
2019-05-09,111
2019-05-10,114
2019-05-11,115
2019-05-12,116
2019-05-13,118
2019-05-14,122
2019-05-15,123
2019-05-16,122
2019-05-17,121
2019-05-18,120
2019-05-19,119
2019-05-20,120
2019-05-21,119
2019-05-22,119
2019-05-23,120
2019-05-24,119
2019-05-25,119
2019-05-26,119
2019-05-27,122
2019-05-28,127
2019-05-29,128
2019-05-30,126
2019-05-31,123
2019-06-01,120
2019-06-02,117
2019-06-03,115
2019-06-04,114
2019-06-05,112
2019-06-06,114
2019-06-07,114
2019-06-08,113
2019-06-09,112
2019-06-10,112
2019-06-11,114
2019-06-12,115
2019-06-13,118
2019-06-14,120
2019-06-15,125
2019-06-16,123
2019-06-17,123
2019-06-18,122
2019-06-19,117
2019-06-20,116
2019-06-21,117
2019-06-22,122
2019-06-23,125
2019-06-24,127
2019-06-25,126
2019-06-26,122
2019-06-27,120
2019-06-28,120
2019-06-29,119
2019-06-30,122
2019-07-01,122
2019-07-02,120
2019-07-03,122
2019-07-04,125
2019-07-05,130
2019-07-06,132
2019-07-07,133
2019-07-08,132
2019-07-09,129
2019-07-10,129
2019-07-11,129
2019-07-12,128
2019-07-13,128
2019-07-14,126
2019-07-15,126
2019-07-16,128
2019-07-17,132
2019-07-18,134
2019-07-19,134
2019-07-20,135
2019-07-21,136
2019-07-22,139
2019-07-23,144
2019-07-24,144
2019-07-25,145
2019-07-26,143
2019-07-27,141
2019-07-28,139
2019-07-29,136
2019-07-30,133
2019-07-31,127
2019-08-01,122
2019-08-02,118
2019-08-03,116
2019-08-04,115
2019-08-05,116
2019-08-06,118
2019-08-07,122
2019-08-08,127
2019-08-09,132
2019-08-10,133
2019-08-11,128
2019-08-12,125
2019-08-13,120
2019-08-14,120
2019-08-15,121
2019-08-16,125
2019-08-17,125
2019-08-18,130
2019-08-19,132
2019-08-20,134
2019-08-21,135
2019-08-22,135
2019-08-23,131
2019-08-24,131
2019-08-24,131
2019-08-25,131
2019-08-25,131
