date_obj,Dark%20infinity%20colour%20kit price
2019-03-27,32740
2019-03-28,32492
2019-03-29,32130
2019-03-30,32130
2019-03-31,32233
2019-04-01,31958
2019-04-02,31481
2019-04-03,30508
2019-04-04,30057
2019-04-05,29674
2019-04-06,29674
2019-04-07,30045
2019-04-08,30035
2019-04-09,29926
2019-04-10,29926
2019-04-11,29731
2019-04-12,29343
2019-04-13,29241
2019-04-14,29259
2019-04-15,29259
2019-04-16,28808
2019-04-17,28808
2019-04-18,28360
2019-04-19,28266
2019-04-20,27649
2019-04-21,27649
2019-04-22,26937
2019-04-23,26296
2019-04-24,25930
2019-04-25,25220
2019-04-26,24991
2019-04-27,24619
2019-04-28,24112
2019-04-29,24112
2019-04-30,23716
2019-05-01,23716
2019-05-02,23091
2019-05-03,22704
2019-05-04,22340
2019-05-05,22340
2019-05-06,22274
2019-05-07,22344
2019-05-08,22344
2019-05-09,22419
2019-05-10,22144
2019-05-11,21943
2019-05-12,21921
2019-05-13,21710
2019-05-14,21673
2019-05-15,21673
2019-05-16,22571
2019-05-17,22571
2019-05-18,23135
2019-05-19,23794
2019-05-20,24487
2019-05-21,24487
2019-05-22,25391
2019-05-23,26396
2019-05-24,26932
2019-05-25,27542
2019-05-26,27542
2019-05-27,28220
2019-05-28,28887
2019-05-29,29331
2019-05-30,29331
2019-05-31,30287
2019-06-01,30287
2019-06-02,29959
2019-06-03,29914
2019-06-04,29926
2019-06-05,29588
2019-06-06,29588
2019-06-07,29931
2019-06-08,30007
2019-06-09,29909
2019-06-10,29909
2019-06-11,29971
2019-06-12,29971
2019-06-13,29622
2019-06-14,29935
2019-06-15,29935
2019-06-16,30054
2019-06-17,29345
2019-06-18,29345
2019-06-19,29580
2019-06-20,29626
2019-06-21,29414
2019-06-22,29414
2019-06-23,28909
2019-06-24,28909
2019-06-25,28678
2019-06-26,27954
2019-06-27,27486
2019-06-28,27486
2019-06-29,27432
2019-06-30,27545
2019-07-01,27545
2019-07-02,27941
2019-07-03,28331
2019-07-04,28331
2019-07-05,29096
2019-07-06,30018
2019-07-07,31082
2019-07-08,31395
2019-07-09,31040
2019-07-10,31501
2019-07-11,31501
2019-07-12,31969
2019-07-13,31969
2019-07-14,32167
2019-07-15,32167
2019-07-16,32473
2019-07-17,32546
2019-07-18,32546
2019-07-19,32276
2019-07-20,32276
2019-07-21,32007
2019-07-22,31805
2019-07-23,31463
2019-07-24,31463
2019-07-25,30839
2019-07-26,30839
2019-07-27,30737
2019-07-28,30757
2019-07-29,30746
2019-07-30,30485
2019-07-31,30124
2019-08-01,29994
2019-08-02,30261
2019-08-03,30828
2019-08-04,30828
2019-08-05,31205
2019-08-06,31205
2019-08-07,31702
2019-08-08,31702
2019-08-09,32642
2019-08-10,33621
2019-08-11,33621
2019-08-12,34311
2019-08-13,34311
2019-08-14,34990
2019-08-15,35665
2019-08-16,36051
2019-08-17,36051
2019-08-18,37115
2019-08-19,37107
2019-08-20,37107
2019-08-21,37247
2019-08-22,37370
2019-08-23,37370
2019-08-24,38411
2019-08-24,38411
2019-08-25,38411
2019-08-25,38411
2019-08-26,39387
2019-08-27,39387
2019-08-27,39387
2019-08-28,40614
2019-08-29,40614
2019-08-30,41765
2019-08-31,41765
2019-09-01,42982
2019-09-02,42982
2019-09-03,44057
2019-09-04,44057
2019-09-05,45103
2019-09-06,45103
2019-09-07,45767
2019-09-08,46126
2019-09-09,46126
2019-09-10,46382
2019-09-11,46204
2019-09-12,46204
2019-09-13,46977
2019-09-14,47714
2019-09-15,48231
2019-09-16,48333
2019-09-17,48333
2019-09-18,48712
2019-09-19,48479
2019-09-20,48479
2019-09-21,48304
2019-09-22,48304
2019-09-23,47938
2019-09-24,47938
2019-09-25,47060
2019-09-26,46812
2019-09-27,46812
2019-09-28,47211
2019-09-29,47211
2019-09-30,47616
2019-10-01,47586
2019-10-02,47586
2019-10-03,47464
2019-10-04,47464
2019-10-05,47706
2019-10-06,47386
2019-10-07,47386
2019-10-08,47490
2019-10-09,47490
2019-10-10,47491
2019-10-11,47491
2019-10-12,48117
2019-10-13,47921
2019-10-14,48110
2019-10-15,48110
2019-10-16,48903
2019-10-17,48903
2019-10-18,49046
2019-10-19,48791
2019-10-20,48791
2019-10-21,49135
2019-10-22,49135
2019-10-23,48983
2019-10-24,48983
2019-10-25,48769
2019-10-26,48564
2019-10-27,48661
2019-10-28,48633
2019-10-29,48633
2019-10-30,47540
2019-10-31,48065
2019-11-01,48171
2019-11-02,48713
2019-11-03,47977
2019-11-04,47131
2019-11-05,47131
2019-11-06,47331
2019-11-07,47331
2019-11-08,48038
2019-11-09,48533
2019-11-10,48968
2019-11-11,48968
2019-11-12,48805
2019-11-13,48805
2019-11-14,48824
2019-11-15,48408
2019-11-16,48510
2019-11-17,48510
2019-11-18,48675
2019-11-19,48675
2019-11-20,49401
2019-11-21,49401
2019-11-22,49619
2019-11-23,49955
2019-11-24,49265
2019-11-25,49654
2019-11-26,50176
2019-11-27,50176
2019-11-28,50233
2019-11-29,50233
2019-11-30,50457
2019-12-01,50457
2019-12-02,50515
2019-12-03,50274
2019-12-04,50274
2019-12-05,49977
2019-12-06,49977
2019-12-07,50295
2019-12-08,50295
2019-12-09,51077
2019-12-10,50365
2019-12-11,50365
2019-12-12,50777
2019-12-13,50593
2019-12-14,50593
2019-12-15,50697
2019-12-16,50697
2019-12-17,50369
2019-12-18,50369
2019-12-19,50396
2019-12-20,50670
2019-12-21,50549
2019-12-22,50031
2019-12-23,50031
2019-12-24,49821
2019-12-25,49945
2019-12-26,49945
2019-12-27,49628
2019-12-28,49088
2019-12-29,49088
2019-12-30,49385
2019-12-31,49385
2020-01-01,49204
2020-01-02,49753
2020-01-03,49753
2020-01-04,50668
2020-01-05,50698
2020-01-06,50698
2020-01-07,49736
2020-01-08,49736
2020-01-09,48895
2020-01-10,49128
2020-01-11,48956
2020-01-12,48956
2020-01-13,48726
2020-01-14,48726
2020-01-15,47860
2020-01-16,47388
2020-01-17,47388
2020-01-18,46901
2020-01-19,47318
2020-01-20,47318
2020-01-21,46559
2020-01-22,46559
2020-01-23,45239
2020-01-24,44931
2020-01-25,44931
2020-01-26,44529
2020-01-27,44508
2020-01-28,44508
2020-01-29,44026
2020-01-30,44026
2020-01-31,44167
2020-02-01,43392
2020-02-02,43351
2020-02-03,42401
2020-02-04,42274
2020-02-05,42274
2020-02-06,42212
2020-02-07,42036
2020-02-08,42036
2020-02-09,42090
2020-02-10,42197
2020-02-11,42197
2020-02-12,41618
2020-02-13,41618
2020-02-14,41059
2020-02-15,41059
2020-02-16,40694
2020-02-17,39395
2020-02-18,39395
2020-02-19,38358
2020-02-20,36882
2020-02-21,36882
2020-02-22,35658
2020-02-23,35658
2020-02-24,34199
2020-02-25,34199
2020-02-26,33029
2020-02-27,33029
2020-02-28,31817
2020-02-29,31817
2020-03-01,30246
2020-03-02,29002
2020-03-03,27606
2020-03-04,27606
2020-03-05,26370
2020-03-06,25559
2020-03-07,25559
2020-03-08,24614
2020-03-09,24614
2020-03-10,23670
2020-03-11,23670
2020-03-12,23342
2020-03-13,23342
2020-03-14,22982
2020-03-15,22982
2020-03-16,22557
2020-03-17,22557
2020-03-18,21921
2020-03-19,21921
2020-03-20,21399
2020-03-21,20759
2020-03-22,20450
2020-03-23,20450
2020-03-24,19990
2020-03-25,19990
2020-03-26,19412
2020-03-27,18849
2020-03-28,18307
2020-03-29,17565
2020-03-30,16831
2020-03-31,16412
2020-04-01,16258
2020-04-02,15679
2020-04-03,15679
2020-04-04,15414
2020-04-05,15414
2020-04-06,14892
2020-04-07,14442
2020-04-08,14174
2020-04-09,13916
2020-04-10,13916
2020-04-11,13517
2020-04-12,13188
2020-04-13,12585
2020-04-14,12004
2020-04-15,11403
2020-04-16,10869
2020-04-17,10341
2020-04-18,9823
2020-04-19,9409
2020-04-20,9120
2020-04-21,9033
2020-04-22,8810
2020-04-23,8810
2020-04-24,8581
2020-04-25,8272
2020-04-26,8009
2020-04-27,7881
2020-04-28,7506
2020-04-29,7506
2020-04-30,7274
2020-05-01,7274
2020-05-02,7088
2020-05-03,6936
2020-05-04,6860
2020-05-05,6755
2020-05-06,6737
2020-05-07,6699
2020-05-08,6699
2020-05-09,6601
2020-05-10,6339
2020-05-11,6339
2020-05-12,6316
2020-05-13,6321
