date_obj,Iron%20platebody%20(t) price
2017-01-14,197011
2017-01-15,195935
2017-01-16,194335
2017-01-17,192686
2017-01-18,191172
2017-01-19,182047
2017-01-20,174456
2017-01-21,171145
2017-01-22,172272
2017-01-27,185473
2017-01-28,183944
2017-01-29,185618
2017-01-30,186862
2017-01-31,187203
2017-02-01,186353
2017-02-02,186509
2017-02-03,183771
2017-02-04,184824
2017-02-05,185427
2017-02-06,191615
2017-02-07,191864
2017-02-08,195586
2017-02-09,195586
2017-02-10,200057
2017-02-11,204148
2017-02-12,203668
2017-02-13,207151
2017-02-14,209254
2017-02-15,209254
2017-02-16,209030
2017-02-18,207728
2017-02-19,215003
2017-02-20,222718
2017-02-21,225588
2017-02-22,225588
2017-02-23,222932
2017-02-24,220863
2017-02-25,217603
2017-02-26,215711
2017-02-27,210308
2017-02-28,208365
2017-03-01,209130
2017-03-02,207904
2017-03-03,209269
2017-03-04,210754
2017-03-05,206349
2017-03-06,200876
2017-03-07,197788
2017-03-08,194754
2017-03-09,194754
2017-03-10,194879
2017-03-11,194466
2017-03-12,195755
2017-03-13,193688
2017-03-14,189921
2017-03-15,190281
2017-03-16,191513
2017-03-17,192290
2017-03-18,195063
2017-03-19,193782
2017-03-20,194289
2017-03-21,198433
2017-03-22,200463
2017-03-23,202063
2017-03-24,201664
2017-03-25,201664
2017-03-26,199354
2017-03-27,198268
2017-03-28,198722
2017-03-29,193569
2017-03-30,190660
2017-03-31,189774
2017-04-01,189097
2017-04-02,189552
2017-04-03,190528
2017-04-04,190918
2017-04-12,185123
2017-04-13,188570
2017-04-14,190450
2017-04-15,192638
2017-04-16,192770
2017-04-17,191000
2017-04-18,190881
2017-04-19,192681
2017-04-20,194899
2017-04-21,191865
2017-04-22,191865
2017-04-23,187231
2017-04-24,185663
2017-04-25,184386
2017-04-26,184386
2017-04-27,183270
2017-04-28,182789
2017-04-29,181446
2017-04-30,179873
2017-05-01,177416
2017-05-02,177987
2017-05-03,175447
2017-05-04,176696
2017-05-05,179814
2017-05-06,179966
2017-05-07,179605
2017-05-08,181689
2017-05-09,186056
2017-05-10,189761
2017-05-11,189608
2017-05-12,188474
2017-05-13,182515
2017-05-14,182515
2017-05-15,179673
2017-05-16,178488
2017-05-17,174339
2017-05-18,169206
2017-05-19,169206
2017-05-20,168641
2017-05-21,168641
2017-05-22,164966
2017-05-23,161528
2017-05-24,161329
2017-05-25,163003
2017-05-26,164010
2017-05-27,166907
2017-05-28,167583
2017-05-29,169859
2017-05-30,167090
2017-05-31,166370
2017-06-01,168407
2017-06-02,167141
2017-06-03,167141
2017-06-04,166606
2017-06-06,165946
2017-06-07,165890
2017-06-08,165890
2017-06-09,168434
2017-06-10,172440
2017-06-11,172926
2017-06-12,171694
2017-06-13,174914
2017-06-14,174886
2017-06-15,178709
2017-06-16,181710
2017-06-17,181710
2017-06-18,186804
2017-06-19,186804
2017-06-20,191074
2017-06-21,190438
2017-06-22,190438
2017-06-23,188220
2017-06-24,189334
2017-06-25,191568
2017-06-26,187157
2017-06-27,189421
2017-06-28,189807
2017-06-29,188509
2017-06-30,187780
2017-07-01,187780
2017-07-02,190774
2017-07-03,194544
2017-07-04,199223
2017-07-05,199223
2017-07-06,200083
2017-07-07,200083
2017-07-08,203312
2017-07-13,195629
2017-07-14,190365
2017-07-15,190365
2017-07-16,182945
2017-07-17,179183
2017-07-18,177110
2017-07-19,174230
2017-07-20,172543
2017-07-21,170898
2017-07-22,172699
2017-07-23,174231
2017-07-24,171860
2017-07-25,174440
2017-07-26,177124
2017-07-27,181069
2017-07-28,187150
2017-07-29,190640
2017-07-30,195237
2017-07-31,195237
2017-08-01,198486
2017-08-02,202516
2017-08-03,206258
2017-08-04,206258
2017-08-05,207799
2017-08-06,214093
2017-08-09,209253
2017-08-10,211334
2017-08-11,214890
2017-08-12,214454
2017-08-13,210224
2017-08-14,211490
2017-08-15,211813
2017-08-16,214049
2017-08-17,216750
2017-08-18,216750
2017-08-19,217829
2017-08-20,220885
2017-08-21,218829
2017-08-22,218840
2017-08-23,218676
2017-08-24,218676
2017-08-25,219361
2017-08-26,220817
2017-08-27,217632
2017-08-28,215883
2017-08-29,215883
2017-08-30,215269
2017-08-31,215269
2017-09-01,214868
2017-09-02,216015
2017-09-03,216015
2017-09-04,215774
2017-09-05,209938
2017-09-06,202558
2017-09-07,201495
2017-09-08,203755
2017-09-09,206670
2017-09-10,208124
2017-09-11,212397
2017-09-12,212397
2017-09-13,218296
2017-09-14,223293
2017-09-15,223293
2017-09-16,228344
2017-09-17,232484
2017-09-19,238795
2017-09-20,242357
2017-09-21,242357
2017-09-22,251325
2017-09-23,251325
2017-09-24,255017
2017-09-25,256224
2017-09-26,260280
2017-09-27,260280
2017-09-28,261767
2017-09-29,264250
2017-09-30,264250
2017-10-01,263989
2017-10-02,254579
2017-10-03,254579
2017-10-04,250661
2017-10-05,250059
2017-10-06,245332
2017-10-07,240708
2017-10-08,236577
2017-10-09,230917
2017-10-10,221910
2017-10-11,221910
2017-10-12,212072
2017-10-13,204549
2017-10-14,196851
2017-10-15,196851
2017-10-16,202113
2017-10-17,202113
2017-10-18,209538
2017-10-19,208017
2017-10-20,204746
2017-10-21,204746
2017-10-22,208010
2017-10-23,208804
2017-10-24,208804
2017-10-25,207695
2017-10-26,199990
2017-10-27,197517
2017-10-28,197517
2017-10-29,195455
2017-10-30,193003
2017-10-31,188879
2017-11-01,188879
2017-11-02,187134
2017-11-03,186829
2017-11-04,187773
2017-11-05,187520
2017-11-06,186685
2017-11-07,186685
2017-11-08,190775
2017-11-09,191030
2017-11-10,187202
2017-11-11,178772
2017-11-12,177427
2017-11-13,175232
2017-11-14,175232
2017-11-15,179076
2017-11-16,184531
2017-11-17,186992
2017-11-18,186992
2017-11-19,189363
2017-11-20,196510
2017-11-21,195366
2017-11-22,195366
2017-11-23,195190
2017-11-24,195190
2017-11-25,189673
2017-11-26,180735
2017-11-27,180735
2017-11-28,175172
2017-11-29,177694
2017-11-30,177694
2017-12-01,181093
2017-12-02,181093
2017-12-03,178577
2017-12-04,178577
2017-12-05,175276
2017-12-06,181530
2017-12-07,183622
2017-12-08,183622
2017-12-09,185466
2017-12-10,183152
2017-12-11,185657
2017-12-12,186910
2017-12-13,186910
2017-12-14,184514
2017-12-15,181004
2017-12-16,181004
2017-12-17,177185
2017-12-18,170586
2017-12-19,163542
2017-12-20,163795
2017-12-21,167422
2017-12-22,170180
2017-12-23,170792
2017-12-24,174098
2017-12-25,172776
2017-12-26,169697
2017-12-27,166045
2017-12-28,164437
2017-12-29,166372
2017-12-30,173144
2017-12-31,179634
2018-01-01,178018
2018-01-02,173861
2018-01-03,171039
2018-01-04,167213
2018-01-05,170653
2018-01-06,169033
2018-01-07,169070
2018-01-08,172141
2018-01-09,172677
2018-01-10,172677
2018-01-11,171230
2018-01-12,166896
2018-01-13,163825
2018-01-14,164015
2018-01-15,161409
2018-01-16,161211
2018-01-17,164853
2018-01-18,167054
2018-01-19,167054
2018-01-20,170273
2018-01-21,174708
2018-01-22,175013
2018-01-23,176891
2018-01-25,169089
2018-01-26,164770
2018-01-27,158841
2018-01-28,154387
2018-01-29,149849
2018-01-30,149186
2018-01-31,146370
2018-02-01,147670
2018-02-02,153865
2018-02-03,156573
2018-02-04,155957
2018-02-05,155957
2018-02-06,156033
2018-02-07,152475
2018-02-08,152475
2018-02-09,149458
2018-02-10,149458
2018-02-11,146506
2018-02-12,146817
2018-02-13,146817
2018-02-14,145036
2018-02-15,142849
2018-02-16,142849
2018-02-17,145652
2018-02-18,148344
2018-02-19,149650
2018-02-20,149650
2018-02-21,151094
2018-02-22,154803
2018-02-23,158612
2018-02-24,158612
2018-02-25,163060
2018-02-26,168712
2018-02-27,172972
2018-02-28,172972
2018-03-01,170182
2018-03-02,165842
2018-03-03,163748
2018-03-04,163748
2018-03-05,159872
2018-03-06,161836
2018-03-07,163144
2018-03-08,163144
2018-03-09,162803
2018-03-10,162803
2018-03-11,159975
2018-03-12,158133
2018-03-13,158254
2018-03-14,157518
2018-03-15,155041
2018-03-16,152196
2018-03-17,152328
2018-03-18,154334
2018-03-19,154334
2018-03-20,158025
2018-03-21,161341
2018-03-23,166957
2018-03-24,172393
2018-03-25,175303
2018-03-26,175303
2018-03-27,177186
2018-03-28,177186
2018-03-29,176789
2018-03-30,176789
2018-03-31,175509
2018-04-01,175509
2018-04-02,173016
2018-04-03,174755
2018-04-04,175500
2018-04-05,175500
2018-04-06,176880
2018-04-07,176880
2018-04-08,174920
2018-04-09,174920
2018-04-10,176156
2018-04-11,174425
2018-04-12,173785
2018-04-13,173785
2018-04-14,171686
2018-04-15,167018
2018-04-16,167018
2018-04-17,164711
2018-04-18,164711
2018-04-19,163331
2018-04-20,169009
2018-04-21,173726
2018-04-22,173726
2018-04-23,175751
2018-04-24,175751
2018-04-25,175958
2018-04-26,175958
2018-04-27,179291
2018-04-28,177560
2018-04-29,174620
2018-04-30,173166
2018-05-01,172392
2018-05-04,176543
2018-05-05,178440
2018-05-06,178440
2018-05-07,182098
2018-05-08,185048
2018-05-09,191539
2018-05-10,195625
2018-05-11,195625
2018-05-12,204028
2018-05-13,204028
2018-05-14,206771
2018-05-15,206771
2018-05-16,206705
2018-05-17,206705
2018-05-18,205572
2018-05-19,212153
2018-05-20,219623
2018-05-21,223879
2018-05-22,223879
2018-05-23,218387
2018-05-24,223326
2018-05-25,223326
2018-05-26,230082
2018-05-27,230082
2018-05-28,240050
2018-05-29,246530
2018-05-30,246530
2018-05-31,254409
2018-06-01,249589
2018-06-02,242958
2018-06-03,242958
2018-06-04,240594
2018-06-05,232508
2018-06-06,225448
2018-06-07,225448
2018-06-08,217088
2018-06-09,217088
2018-06-10,207430
2018-06-11,207430
2018-06-12,205487
2018-06-13,207683
2018-06-14,209297
2018-06-15,209297
2018-06-16,212467
2018-06-17,211707
2018-06-18,211707
2018-06-19,205977
2018-06-20,205977
2018-06-21,206080
2018-06-22,198957
2018-06-23,198957
2018-06-24,192792
2018-06-25,195764
2018-06-26,195764
2018-06-27,195210
2018-06-28,195819
2018-06-29,190213
2018-06-30,190213
2018-07-01,184583
2018-07-02,184583
2018-07-03,180206
2018-07-04,180206
2018-07-05,183024
2018-07-06,185540
2018-07-07,185540
2018-07-08,180434
2018-07-09,174433
2018-07-10,174433
2018-07-11,175368
2018-07-12,175368
2018-07-13,176729
2018-07-14,176872
2018-07-15,176872
2018-07-16,175616
2018-07-17,178189
2018-07-18,178189
2018-07-19,178302
2018-07-20,178494
2018-07-21,176005
2018-07-22,176454
2018-07-23,179301
2018-07-24,179301
2018-07-25,180166
2018-07-26,178654
2018-07-27,176710
2018-07-28,176710
2018-07-29,173595
2018-07-30,173595
2018-07-31,167804
2018-08-01,167804
2018-08-02,162626
2018-08-03,162626
2018-08-04,159645
2018-08-05,155322
2018-08-06,158159
2018-08-07,155372
2018-08-08,155986
2018-08-09,155986
2018-08-10,151858
2018-08-11,151536
2018-08-12,150930
2018-08-14,143648
2018-08-16,138376
2018-08-17,138470
2018-08-18,138470
2018-08-19,138789
2018-08-20,140298
2018-08-21,140298
2018-08-22,139213
2018-08-23,139832
2018-08-24,140772
2018-08-25,144261
2018-08-26,148346
2018-08-27,152950
2018-08-28,155903
2018-08-29,159264
2018-08-30,161278
2018-08-31,166323
2018-09-01,168837
2018-09-02,167335
2018-09-03,167618
2018-09-04,169503
2018-09-05,166605
2018-09-06,166605
2018-09-07,165599
2018-09-08,166013
2018-09-09,166013
2018-09-10,165537
2018-09-11,165537
2018-09-12,167074
2018-09-13,163322
2018-09-14,164334
2018-09-15,163715
2018-09-16,163715
2018-09-17,160467
2018-09-18,157532
2018-09-19,158076
2018-09-20,157386
2018-09-21,157386
2018-09-22,158437
2018-09-23,161586
2018-09-24,164682
2018-09-25,164682
2018-09-26,163324
2018-09-27,163324
2018-09-28,164844
2018-09-29,163693
2018-09-30,163906
2018-10-02,162062
2018-10-03,162988
2018-10-04,162988
2018-10-05,162396
2018-10-06,159585
2018-10-07,159585
2018-10-08,158147
2018-10-09,160002
2018-10-10,161786
2018-10-11,163535
2018-10-12,163535
2018-10-13,163940
2018-10-14,167781
2018-10-15,171967
2018-10-16,171967
2018-10-17,173594
2018-10-18,178028
2018-10-19,178835
2018-10-20,178835
2018-10-21,184184
2018-10-22,191059
2018-10-23,191059
2018-10-24,197390
2018-10-25,203118
2018-10-26,209967
2018-10-27,219919
2018-10-28,225332
2018-10-29,225332
2018-10-30,228909
2018-10-31,229115
2018-11-01,232154
2018-11-03,252600
2018-11-04,261961
2018-11-05,272379
2018-11-06,280134
2018-11-07,281953
2018-11-08,288130
2018-11-09,297962
2018-11-10,304761
2018-11-11,310576
2018-11-12,317129
2018-11-13,316548
2018-11-14,317238
2018-11-15,313607
2018-11-16,313851
2018-11-17,317157
2018-11-18,311878
2018-11-19,317093
2018-11-20,312008
2018-11-21,309943
2018-11-22,311419
2018-11-23,305414
2018-11-24,305301
2018-11-25,303717
2018-11-26,304020
2018-11-27,305060
2018-11-28,297701
2018-11-29,291610
2018-12-01,279371
2018-12-02,276917
2018-12-03,276917
2018-12-04,269131
2018-12-05,261125
2018-12-07,255643
2018-12-09,254361
2018-12-10,246852
2018-12-11,244462
2018-12-12,243445
2018-12-13,240158
2018-12-14,237610
2018-12-15,230349
2018-12-16,223926
2018-12-17,217196
2018-12-18,215051
2018-12-19,215156
2018-12-20,212154
2018-12-21,209364
2018-12-22,208705
2018-12-23,208370
2018-12-24,208821
2018-12-25,206785
2018-12-26,203698
2018-12-27,204763
2018-12-28,203864
2018-12-29,201943
2018-12-30,197558
2018-12-31,199920
2019-01-01,198663
2019-01-02,197084
2019-01-03,195752
2019-01-04,191571
2019-01-05,191567
2019-01-06,191527
2019-01-08,197190
2019-01-10,190410
2019-01-11,187315
2019-01-12,186699
2019-01-13,189773
2019-01-14,190608
2019-01-15,190514
2019-01-16,193075
2019-01-17,192361
2019-01-18,190300
2019-01-19,187865
2019-01-20,182857
2019-01-21,176662
2019-01-22,170675
2019-01-23,164926
2019-01-24,159604
2019-01-25,156005
2019-01-26,153865
2019-01-27,152926
2019-01-28,151111
2019-01-29,153082
2019-01-30,151734
2019-01-31,151633
2019-02-01,149365
2019-02-02,146989
2019-02-03,145850
2019-02-04,145971
2019-02-05,144270
2019-02-06,142905
2019-02-07,142539
2019-02-08,142499
2019-02-09,144848
2019-02-10,144356
2019-02-11,141676
2019-02-12,138771
2019-02-13,134608
2019-02-14,134608
2019-02-15,132911
2019-02-16,130116
2019-02-17,128817
2019-02-18,128048
2019-02-19,128712
2019-02-20,128068
2019-02-21,127590
2019-02-22,127502
2019-02-23,126343
2019-02-24,127998
2019-02-25,130620
2019-02-26,131496
2019-02-27,132727
2019-02-28,132329
2019-03-01,132686
2019-03-02,132624
2019-03-03,133459
2019-03-04,133797
2019-03-05,136322
2019-03-06,139061
2019-03-07,140079
2019-03-08,140079
2019-03-09,142677
2019-03-10,144518
2019-03-11,146098
2019-03-12,145362
2019-03-13,145362
2019-03-14,140961
2019-03-15,140961
2019-03-16,137031
2019-03-17,137703
2019-03-18,137703
2019-03-19,140151
2019-03-20,141977
2019-03-21,141096
2019-03-22,143336
2019-03-23,141185
2019-03-24,141583
2019-03-25,143428
2019-03-26,145156
2019-03-27,145156
2019-03-28,146678
2019-03-29,143845
2019-03-30,143845
2019-03-31,140019
