date_obj,Guthix%20crozier price
2019-03-26,4320
2019-03-27,4320
2019-03-28,4379
2019-03-29,4364
2019-03-30,4364
2019-03-31,4350
2019-04-01,4347
2019-04-02,4367
2019-04-03,4481
2019-04-04,4497
2019-04-05,4568
2019-04-06,4536
2019-04-07,4582
2019-04-08,4596
2019-04-09,4529
2019-04-10,4436
2019-04-11,4346
2019-04-12,4203
2019-04-13,4095
2019-04-14,4076
2019-04-15,4069
2019-04-16,3999
2019-04-17,3874
2019-04-18,3765
2019-04-19,3729
2019-04-20,3619
2019-04-21,3548
2019-04-22,3466
2019-04-23,3400
2019-04-24,3314
2019-04-25,3236
2019-04-26,3162
2019-04-27,3066
2019-04-28,2975
2019-04-29,3021
2019-04-30,3004
2019-05-01,3054
2019-05-02,3074
2019-05-03,3086
2019-05-04,3178
2019-05-05,3163
2019-05-06,3258
2019-05-07,3342
2019-05-08,3374
2019-05-09,3363
2019-05-10,3312
2019-05-11,3298
2019-05-12,3311
2019-05-13,3250
2019-05-14,3169
2019-05-15,3169
2019-05-16,3146
2019-05-17,3210
2019-05-18,3196
2019-05-19,3196
2019-05-20,3235
2019-05-21,3235
2019-05-22,3189
2019-05-23,3104
2019-05-24,3060
2019-05-25,3027
2019-05-26,2962
2019-05-27,2926
2019-05-28,3043
2019-05-29,2978
2019-05-30,2913
2019-05-31,2859
2019-06-01,2810
2019-06-02,2766
2019-06-03,2755
2019-06-04,2704
2019-06-05,2752
2019-06-06,2832
2019-06-07,2807
2019-06-08,2860
2019-06-09,2813
2019-06-10,2813
2019-06-11,2865
2019-06-12,2997
2019-06-13,3019
2019-06-14,3154
2019-06-15,3154
2019-06-16,3296
2019-06-17,3430
2019-06-18,3576
2019-06-19,3597
2019-06-20,3664
2019-06-21,3682
2019-06-22,3597
2019-06-23,3491
2019-06-24,3568
2019-06-25,3660
2019-06-26,3772
2019-06-27,3863
2019-06-28,3863
2019-06-29,3873
2019-06-30,3908
2019-07-01,3862
2019-07-02,3859
2019-07-03,3839
2019-07-04,3822
2019-07-05,3770
2019-07-06,3706
2019-07-07,3651
2019-07-08,3624
2019-07-09,3614
2019-07-10,3603
2019-07-11,3679
2019-07-12,3741
2019-07-13,3741
2019-07-14,3747
2019-07-15,3833
2019-07-16,3898
2019-07-17,3990
2019-07-18,4190
2019-07-19,4399
2019-07-20,4594
2019-07-21,4823
2019-07-22,5062
2019-07-23,5212
2019-07-24,5132
2019-07-25,5119
2019-07-26,4993
2019-07-27,4762
2019-07-28,4523
2019-07-29,4297
2019-07-30,4149
2019-07-31,3973
2019-08-01,3973
2019-08-02,3854
2019-08-03,3885
2019-08-04,4012
2019-08-05,3938
2019-08-06,3816
2019-08-07,3757
2019-08-08,3757
2019-08-09,3686
2019-08-10,3642
2019-08-11,3614
2019-08-12,3538
2019-08-13,3483
2019-08-14,3388
2019-08-15,3241
2019-08-16,3189
2019-08-17,3189
2019-08-18,3154
2019-08-19,3101
2019-08-20,3137
2019-08-21,3133
2019-08-22,3083
2019-08-23,3129
2019-08-24,3113
2019-08-24,3113
2019-08-25,3113
2019-08-25,3113
2019-08-26,3133
2019-08-26,3133
2019-08-27,3272
2019-08-27,3272
2019-08-28,3410
2019-08-29,3512
2019-08-30,3496
2019-08-31,3496
2019-09-01,3506
2019-09-02,3506
2019-09-03,3487
2019-09-04,3499
2019-09-05,3559
2019-09-06,3559
2019-09-07,3531
2019-09-08,3436
2019-09-09,3436
2019-09-10,3377
2019-09-11,3338
2019-09-12,3338
2019-09-13,3263
2019-09-14,3166
2019-09-15,3088
2019-09-16,3083
2019-09-17,3083
2019-09-18,3087
2019-09-19,3087
2019-09-20,3041
2019-09-21,3051
2019-09-22,3084
2019-09-23,3059
2019-09-24,3059
2019-09-25,3051
2019-09-26,2982
2019-09-27,2982
2019-09-28,2973
2019-09-29,2973
2019-09-30,3014
2019-10-01,3030
2019-10-02,3030
2019-10-03,3034
2019-10-04,3034
2019-10-05,3006
2019-10-06,3024
2019-10-07,3024
2019-10-08,3033
2019-10-09,3033
2019-10-10,3029
2019-10-11,3029
2019-10-12,2950
2019-10-13,2874
2019-10-14,2885
2019-10-15,2885
2019-10-16,2834
2019-10-17,2834
2019-10-18,2775
2019-10-19,2742
2019-10-20,2742
2019-10-21,2812
2019-10-22,2812
2019-10-23,2775
2019-10-24,2687
2019-10-25,2684
2019-10-26,2665
2019-10-27,2661
2019-10-28,2612
2019-10-29,2612
2019-10-30,2547
2019-10-31,2522
2019-11-01,2529
2019-11-02,2565
2019-11-03,2620
2019-11-04,2632
2019-11-05,2632
2019-11-06,2637
2019-11-07,2632
2019-11-08,2645
2019-11-09,2550
2019-11-10,2544
2019-11-11,2541
2019-11-12,2541
2019-11-13,2546
2019-11-14,2546
2019-11-15,2485
2019-11-16,2395
2019-11-17,2395
2019-11-18,2431
2019-11-19,2431
2019-11-20,2380
2019-11-21,2380
2019-11-22,2413
2019-11-23,2437
2019-11-24,2513
2019-11-25,2611
2019-11-26,2618
2019-11-27,2618
2019-11-28,2531
2019-11-29,2531
2019-11-30,2526
2019-12-01,2588
2019-12-02,2630
2019-12-03,2667
2019-12-04,2661
2019-12-05,2661
2019-12-06,2684
2019-12-07,2642
2019-12-08,2692
2019-12-09,2714
2019-12-10,2773
2019-12-11,2773
2019-12-12,2784
2019-12-13,2784
2019-12-14,2793
2019-12-15,2813
2019-12-16,2813
2019-12-17,2804
2019-12-18,2804
2019-12-19,2737
2019-12-20,2755
2019-12-21,2742
2019-12-22,2734
2019-12-23,2734
2019-12-24,2763
2019-12-25,2688
2019-12-26,2688
2019-12-27,2704
2019-12-28,2786
2019-12-29,2786
2019-12-30,2786
2019-12-31,2786
2020-01-01,2783
2020-01-02,2885
2020-01-03,2885
2020-01-04,2830
2020-01-05,2757
2020-01-06,2757
2020-01-07,2746
2020-01-08,2746
2020-01-09,2823
2020-01-10,2940
2020-01-11,2938
2020-01-12,2980
2020-01-13,2980
2020-01-14,2993
2020-01-15,2985
2020-01-16,2925
2020-01-17,2885
2020-01-18,2885
2020-01-19,2836
2020-01-20,2767
2020-01-21,2767
2020-01-22,2846
2020-01-23,2924
2020-01-24,2966
2020-01-25,2966
2020-01-26,2951
2020-01-27,3013
2020-01-28,3059
2020-01-29,3063
2020-01-30,3104
2020-01-31,3117
2020-02-01,3057
2020-02-02,3011
2020-02-03,3029
2020-02-04,3025
2020-02-05,3072
2020-02-06,3082
2020-02-07,3082
2020-02-08,3062
2020-02-09,3016
2020-02-10,3027
2020-02-11,3041
2020-02-12,3059
2020-02-13,3059
2020-02-14,2992
2020-02-15,2850
2020-02-16,2800
2020-02-17,2761
2020-02-18,2782
2020-02-19,2786
2020-02-20,2748
2020-02-21,2748
2020-02-22,2692
2020-02-23,2644
2020-02-24,2595
2020-02-25,2558
2020-02-26,2523
2020-02-27,2502
2020-02-28,2521
2020-02-29,2521
2020-03-01,2522
2020-03-02,2484
2020-03-03,2426
2020-03-04,2426
2020-03-05,2499
2020-03-06,2546
2020-03-07,2571
2020-03-08,2536
2020-03-09,2538
2020-03-10,2555
2020-03-11,2593
2020-03-12,2599
2020-03-13,2635
2020-03-14,2644
2020-03-15,2666
2020-03-16,2655
2020-03-17,2640
2020-03-18,2602
2020-03-19,2535
2020-03-20,2543
2020-03-21,2589
2020-03-22,2651
2020-03-23,2684
2020-03-24,2688
2020-03-25,2708
2020-03-26,2714
2020-03-27,2702
2020-03-28,2637
2020-03-29,2647
2020-03-30,2684
2020-03-31,2693
2020-04-01,2706
2020-04-02,2676
2020-04-03,2676
2020-04-04,2693
2020-04-05,2669
2020-04-06,2647
2020-04-07,2573
2020-04-08,2556
2020-04-09,2595
2020-04-10,2639
2020-04-11,2594
2020-04-12,2555
2020-04-13,2585
2020-04-14,2636
2020-04-15,2623
2020-04-16,2594
2020-04-17,2582
2020-04-18,2604
2020-04-19,2590
2020-04-20,2542
2020-04-21,2578
2020-04-22,2603
2020-04-23,2609
2020-04-24,2639
2020-04-25,2693
2020-04-26,2704
2020-04-27,2707
2020-04-28,2725
2020-04-29,2724
2020-04-30,2750
2020-05-01,2738
2020-05-02,2758
2020-05-03,2802
2020-05-04,2796
2020-05-05,2782
2020-05-06,2737
2020-05-07,2769
2020-05-08,2798
2020-05-09,2830
2020-05-10,2922
2020-05-11,3036
2020-05-12,3017
2020-05-13,3016
