date_obj,Guthan's%20armour%20set price
2018-11-15,5216729
2018-11-16,5246432
2018-11-17,5389894
2018-11-18,5329374
2018-11-19,5242987
2018-11-20,5048116
2018-11-21,4951091
2018-11-22,4827550
2018-11-23,4798170
2018-11-24,4704540
2018-11-25,4648317
2018-11-26,4587748
2018-11-27,4554788
2018-11-28,4511421
2018-11-29,4491138
2018-12-01,4706392
2018-12-02,4827036
2018-12-03,4897879
2018-12-04,4930326
2018-12-07,4817029
2018-12-09,5160620
2018-12-10,5219287
2018-12-11,5243498
2018-12-13,5158476
2018-12-14,5118321
2018-12-15,5098592
2018-12-16,5075536
2018-12-17,5040455
2018-12-18,4994927
2018-12-19,4945388
2018-12-20,4912157
2018-12-21,4811365
2018-12-22,4805899
2018-12-23,4864305
2018-12-24,4915864
2018-12-25,5119439
2018-12-26,5218130
2018-12-27,5445262
2018-12-28,5542777
2018-12-29,5766101
2018-12-30,5693725
2018-12-31,5595701
2019-01-01,5580833
2019-01-02,5555866
2019-01-03,5488204
2019-01-04,5453177
2019-01-05,5495506
2019-01-06,5586937
2019-01-08,5512580
2019-01-10,5223892
2019-01-11,4992145
2019-01-12,4982730
2019-01-13,5052425
2019-01-14,5048089
2019-01-15,5060943
2019-01-16,5086262
2019-01-17,5065060
2019-01-18,5032770
2019-01-19,5090120
2019-01-20,5075961
2019-01-21,5084279
2019-01-22,5080401
2019-01-23,5046631
2019-01-24,5035283
2019-01-25,5016058
2019-01-26,5021502
2019-01-27,4990088
2019-01-29,4862161
2019-01-30,4815912
2019-01-31,4777425
2019-02-01,4740846
2019-02-02,4740923
2019-02-03,4760098
2019-02-04,4707421
2019-02-05,4672853
2019-02-06,4657999
2019-02-07,4549689
2019-02-08,4480080
2019-02-09,4455797
2019-02-10,4378709
2019-02-11,4228215
2019-02-12,4045920
2019-02-13,3892045
2019-02-14,3761797
2019-02-15,3683231
2019-02-16,3781604
2019-02-17,3861866
2019-02-18,3904831
2019-02-19,3898041
2019-02-20,3883761
2019-02-21,3876736
2019-02-22,3826281
2019-02-23,3858860
2019-02-24,3982844
2019-02-25,3924517
2019-02-26,3894197
2019-02-27,3900760
2019-02-28,3787424
2019-03-01,3716152
2019-03-02,3701960
2019-03-03,3672382
2019-03-04,3657574
2019-03-05,3659519
2019-03-06,3676694
2019-03-07,3693248
2019-03-08,3775041
2019-03-09,3800933
2019-03-10,3766580
2019-03-11,3739084
2019-03-12,3697857
2019-03-13,3646354
2019-03-14,3606941
2019-03-15,3573784
2019-03-16,3598006
2019-03-17,3607953
2019-03-18,3627979
2019-03-19,3663843
2019-03-20,3689352
2019-03-21,3648393
2019-03-22,3644099
2019-03-23,3629042
2019-03-24,3606799
2019-03-25,3608846
2019-03-26,3585692
2019-03-27,3569353
2019-03-28,3525340
2019-03-29,3473380
2019-03-30,3467740
2019-03-31,3459599
2019-04-01,3405647
2019-04-02,3335873
2019-04-03,3290584
2019-04-04,3202177
2019-04-05,3189942
2019-04-06,3201959
2019-04-07,3210274
2019-04-08,3216033
2019-04-09,3197924
2019-04-10,3170754
2019-04-11,3157179
2019-04-12,3127882
2019-04-13,3083106
2019-04-14,3029190
2019-04-15,2966382
2019-04-16,2902644
2019-04-17,2761605
2019-04-18,2754402
2019-04-19,2852342
2019-04-20,2916311
2019-04-21,3042491
2019-04-22,3037091
2019-04-23,2993350
2019-04-24,2973690
2019-04-25,2950618
2019-04-26,2996074
2019-04-27,2986466
2019-04-28,3053444
2019-04-29,3024718
2019-04-30,3006217
2019-05-01,3018130
2019-05-02,3052078
2019-05-03,3096493
2019-05-04,3159180
2019-05-05,3158545
2019-05-06,3192111
2019-05-07,3171529
2019-05-08,3136235
2019-05-09,3093026
2019-05-10,3053533
2019-05-11,3053549
2019-05-12,3077590
2019-05-13,3060545
2019-05-14,3058332
2019-05-15,3030148
2019-05-16,2995806
2019-05-17,2982454
2019-05-18,3011698
2019-05-19,3017155
2019-05-20,3038708
2019-05-21,3011351
2019-05-22,3007571
2019-05-23,2971756
2019-05-24,2958282
2019-05-25,2980403
2019-05-26,3021142
2019-05-27,3018382
2019-05-28,2996962
2019-05-29,2968280
2019-05-30,2965905
2019-05-31,2943389
2019-06-01,2955575
2019-06-02,2982905
2019-06-03,2982456
2019-06-04,3012555
2019-06-05,3090002
2019-06-06,3067820
2019-06-07,3063266
2019-06-08,3051349
2019-06-09,3059847
2019-06-10,3031612
2019-06-11,2999610
2019-06-12,2992086
2019-06-13,2969372
2019-06-14,2959807
2019-06-15,2985484
2019-06-16,2992236
2019-06-17,2990444
2019-06-18,2978741
2019-06-19,2962558
2019-06-20,2949634
2019-06-21,2936808
2019-06-22,2949486
2019-06-23,2941135
2019-06-24,2998728
2019-06-25,3038843
2019-06-26,3091498
2019-06-27,3224681
2019-06-28,3361127
2019-06-29,3528993
2019-06-30,3613068
2019-07-01,3697381
2019-07-02,3736481
2019-07-03,3753456
2019-07-04,3781949
2019-07-05,3796952
2019-07-06,3850804
2019-07-07,3812399
2019-07-08,3837879
2019-07-09,3808075
2019-07-10,3778686
2019-07-11,3749510
2019-07-12,3726393
2019-07-13,3740682
2019-07-14,3778917
2019-07-15,3770555
2019-07-16,3755663
2019-07-17,3719620
2019-07-18,3689392
2019-07-19,3649098
2019-07-20,3611544
2019-07-21,3584934
2019-07-22,3536627
2019-07-23,3494171
2019-07-24,3468340
2019-07-25,3375260
2019-07-26,3230567
2019-07-27,3191280
2019-07-28,3140968
2019-07-29,3126249
2019-07-30,3094058
2019-07-31,3066099
2019-08-01,3082416
2019-08-02,3114538
2019-08-03,3164225
2019-08-04,3203304
2019-08-05,3204127
2019-08-06,3228792
2019-08-07,3234701
2019-08-08,3213294
2019-08-09,3217677
2019-08-10,3214304
2019-08-11,3266776
2019-08-12,3265558
2019-08-13,3253466
2019-08-14,3231344
2019-08-15,3213133
2019-08-16,3181711
2019-08-17,3159216
2019-08-18,3144556
2019-08-19,3130120
2019-08-20,3116489
2019-08-21,3099739
2019-08-22,3056894
2019-08-23,3041114
2019-08-24,3004803
2019-08-24,3004803
2019-08-25,3002772
2019-08-25,3002772
2019-08-26,2982464
2019-08-26,2982464
2019-08-27,2959784
2019-08-27,2959784
2019-08-28,2919573
2019-08-29,2896985
2019-08-30,2850529
2019-08-31,2850023
2019-09-01,2858350
2019-09-02,2858086
2019-09-03,2845776
2019-09-04,2849266
2019-09-05,2902134
2019-09-06,2914437
2019-09-07,2958267
2019-09-08,2952571
2019-09-09,2927148
2019-09-10,2919255
2019-09-11,2896102
2019-09-12,2861392
2019-09-13,2850982
2019-09-14,2843429
2019-09-15,2830080
2019-09-16,2831649
2019-09-17,2834527
2019-09-18,2840366
2019-09-19,2816587
2019-09-20,2804539
2019-09-21,2797541
2019-09-22,2784439
2019-09-23,2772034
2019-09-24,2776666
2019-09-25,2776643
2019-09-26,2770876
2019-09-27,2758703
2019-09-28,2787631
2019-09-29,2865851
2019-09-30,2842584
2019-10-01,2836641
2019-10-02,2840468
2019-10-03,2810222
2019-10-04,2816587
2019-10-05,2831916
2019-10-06,2942335
2019-10-07,2954078
2019-10-08,2960084
2019-10-09,2952216
2019-10-10,2942669
2019-10-11,2946140
2019-10-12,2980499
2019-10-13,3042298
2019-10-14,3059188
2019-10-15,3022813
2019-10-16,2980561
2019-10-17,2903527
2019-10-18,2823643
2019-10-19,2778149
2019-10-20,2740826
2019-10-21,2692576
2019-10-22,2646058
2019-10-23,2592156
2019-10-24,2534840
2019-10-25,2524347
2019-10-26,2491262
2019-10-27,2502703
2019-10-28,2466076
2019-10-29,2398228
2019-10-30,2363765
2019-10-31,2334853
2019-11-01,2317699
2019-11-02,2285874
2019-11-03,2249795
2019-11-04,2241659
2019-11-05,2237720
2019-11-06,2235992
2019-11-07,2269966
2019-11-08,2283366
2019-11-09,2283699
2019-11-10,2292825
2019-11-11,2339341
2019-11-12,2382238
2019-11-13,2409950
2019-11-14,2479493
2019-11-15,2564303
2019-11-16,2545029
2019-11-17,2510004
2019-11-18,2463520
2019-11-19,2428450
2019-11-20,2381704
2019-11-21,2351997
2019-11-22,2333144
2019-11-23,2358107
2019-11-24,2412624
2019-11-25,2405192
2019-11-26,2380379
2019-11-27,2390227
2019-11-28,2368467
2019-11-29,2402890
2019-11-30,2401151
2019-12-01,2442281
2019-12-02,2403647
2019-12-03,2378474
2019-12-04,2357319
2019-12-05,2352379
2019-12-06,2358082
2019-12-07,2402420
2019-12-08,2451293
2019-12-09,2429853
2019-12-10,2368328
2019-12-11,2311659
2019-12-12,2327573
2019-12-13,2359381
2019-12-14,2397352
2019-12-15,2477912
2019-12-16,2499061
2019-12-17,2517007
2019-12-18,2479629
2019-12-19,2516026
2019-12-20,2534361
2019-12-21,2534171
2019-12-22,2563011
2019-12-23,2663269
2019-12-24,2708051
2019-12-25,2701180
2019-12-26,2739956
2019-12-27,2751433
2019-12-28,2732216
2019-12-29,2733460
2019-12-30,2678015
2019-12-31,2615411
2020-01-01,2654862
2020-01-02,2686591
2020-01-03,2671135
2020-01-04,2676040
2020-01-05,2754245
2020-01-06,2787710
2020-01-07,2764469
2020-01-08,2740522
2020-01-09,2724737
2020-01-10,2751454
2020-01-11,2839191
2020-01-12,2903638
2020-01-13,2851325
2020-01-14,2869271
2020-01-15,2860419
2020-01-16,2848622
2020-01-17,2869033
2020-01-18,2915227
2020-01-19,2958282
2020-01-20,3071334
2020-01-21,3027320
2020-01-22,2985391
2020-01-23,2931314
2020-01-24,2938058
2020-01-25,2928485
2020-01-26,2940431
2020-01-27,2890380
2020-01-28,2887929
2020-01-29,2871017
2020-01-30,2860255
2020-01-31,2885170
2020-02-01,2955944
2020-02-02,3086148
2020-02-03,3000304
2020-02-04,2963561
2020-02-05,2941698
2020-02-06,2840808
2020-02-07,2821406
2020-02-08,2807779
2020-02-09,2810134
2020-02-10,2794537
2020-02-11,2823609
2020-02-12,2928530
2020-02-13,3065793
2020-02-14,3103659
2020-02-15,3249100
2020-02-16,3313759
2020-02-17,3344509
2020-02-18,3353159
2020-02-19,3348313
2020-02-20,3315619
2020-02-21,3326997
2020-02-22,3355531
2020-02-23,3502512
2020-02-24,3600535
2020-02-25,3576382
2020-02-26,3560866
2020-02-27,3545807
2020-02-28,3572229
2020-02-29,3620545
2020-03-01,3646686
2020-03-02,3613717
2020-03-03,3584658
2020-03-04,3509683
2020-03-05,3473673
2020-03-06,3439956
2020-03-07,3432882
2020-03-08,3425345
2020-03-09,3414133
2020-03-10,3386511
2020-03-11,3329449
2020-03-12,3325221
2020-03-13,3318340
2020-03-14,3354337
2020-03-15,3365262
2020-03-16,3330173
2020-03-17,3319629
2020-03-18,3320693
2020-03-19,3318580
2020-03-20,3433991
2020-03-21,3536730
2020-03-22,3709346
2020-03-23,3817508
2020-03-24,3945241
2020-03-25,4087817
2020-03-26,4190572
2020-03-27,4262546
2020-03-28,4243904
2020-03-29,4242916
2020-03-30,4162840
2020-03-31,4162646
2020-04-01,4128626
2020-04-02,4098595
2020-04-03,4070537
2020-04-04,3981376
2020-04-05,3919057
2020-04-06,3822690
2020-04-07,3737332
2020-04-08,3662529
2020-04-09,3641821
2020-04-10,3605415
2020-04-11,3561189
2020-04-12,3562462
2020-04-13,3509269
2020-04-14,3482528
2020-04-15,3462975
2020-04-16,3392340
2020-04-17,3380053
2020-04-18,3377109
2020-04-19,3360061
2020-04-20,3280659
2020-04-21,3214653
2020-04-22,3202716
2020-04-23,3150150
2020-04-24,3118195
2020-04-25,3063594
2020-04-26,3047727
2020-04-27,3036058
2020-04-28,3005315
2020-04-29,3051299
2020-04-30,3040031
2020-05-01,3072288
2020-05-02,3202898
2020-05-03,3197610
2020-05-04,3190567
2020-05-05,3157787
2020-05-06,3139311
2020-05-07,3194013
2020-05-08,3156648
2020-05-09,3157187
2020-05-10,3134601
2020-05-11,3166317
2020-05-12,3190199
2020-05-13,3182189
