date_obj,Red%20elegant%20skirt price
2017-01-15,1550
2017-01-16,1550
2017-01-17,1528
2017-01-18,1528
2017-01-19,1528
2017-01-20,1528
2017-01-21,1528
2017-01-22,1528
2017-01-27,1507
2017-01-28,1507
2017-01-29,1497
2017-01-30,1497
2017-01-31,1497
2017-02-01,1497
2017-02-02,1497
2017-02-03,1497
2017-02-04,1477
2017-02-05,1477
2017-02-06,1477
2017-02-07,1477
2017-02-08,1477
2017-02-09,1477
2017-02-10,1486
2017-02-11,1486
2017-02-12,1486
2017-02-13,1486
2017-02-14,1486
2017-02-15,1537
2017-02-16,1537
2017-02-18,1537
2017-02-19,1537
2017-02-20,1537
2017-02-21,1537
2017-02-22,1568
2017-02-23,1568
2017-02-24,1568
2017-02-25,1568
2017-02-26,1568
2017-02-27,1568
2017-02-28,1568
2017-03-01,1575
2017-03-02,1575
2017-03-03,1575
2017-03-04,1575
2017-03-05,1575
2017-03-06,1545
2017-03-07,1545
2017-03-08,1545
2017-03-09,1545
2017-03-10,1545
2017-03-11,1549
2017-03-12,1549
2017-03-13,1549
2017-03-14,1549
2017-03-15,1549
2017-03-16,1549
2017-03-17,1602
2017-03-18,1602
2017-03-19,1602
2017-03-20,1602
2017-03-21,1578
2017-03-22,1578
2017-03-23,1578
2017-03-24,1578
2017-03-25,1578
2017-03-26,1578
2017-03-27,1578
2017-03-28,1578
2017-03-29,1562
2017-03-30,1562
2017-03-31,1562
2017-04-01,1562
2017-04-02,1562
2017-04-03,1562
2017-04-04,1609
2017-04-12,1609
2017-04-13,1627
2017-04-14,1627
2017-04-15,1627
2017-04-16,1627
2017-04-17,1627
2017-04-18,1627
2017-04-19,1609
2017-04-20,1609
2017-04-21,1609
2017-04-22,1609
2017-04-23,1609
2017-04-24,1609
2017-04-25,1573
2017-04-26,1573
2017-04-27,1573
2017-04-28,1573
2017-04-29,1573
2017-04-30,1573
2017-05-01,1573
2017-05-02,1547
2017-05-03,1547
2017-05-04,1547
2017-05-05,1547
2017-05-06,1547
2017-05-07,1547
2017-05-08,1564
2017-05-09,1564
2017-05-10,1564
2017-05-11,1564
2017-05-12,1564
2017-05-13,1564
2017-05-14,1564
2017-05-15,1585
2017-05-16,1585
2017-05-17,1585
2017-05-18,1585
2017-05-19,1585
2017-05-20,1585
2017-05-21,1585
2017-05-22,1662
2017-05-23,1662
2017-05-24,1662
2017-05-25,1662
2017-05-26,1662
2017-05-27,1662
2017-05-28,1662
2017-05-29,1662
2017-05-30,1736
2017-05-31,1736
2017-06-01,1736
2017-06-02,1736
2017-06-03,1736
2017-06-06,1697
2017-06-07,1697
2017-06-08,1697
2017-06-09,1697
2017-06-10,1697
2017-06-11,1650
2017-06-12,1650
2017-06-13,1650
2017-06-14,1650
2017-06-15,1650
2017-06-16,1650
2017-06-17,1650
2017-06-18,1675
2017-06-19,1675
2017-06-20,1675
2017-06-21,1675
2017-06-22,1675
2017-06-23,1675
2017-06-24,1675
2017-06-25,1675
2017-06-26,1675
2017-06-27,1675
2017-06-28,1735
2017-06-29,1735
2017-06-30,1735
2017-07-01,1735
2017-07-02,1735
2017-07-03,1735
2017-07-04,1754
2017-07-05,1754
2017-07-06,1754
2017-07-07,1754
2017-07-08,1754
2017-07-13,1756
2017-07-14,1756
2017-07-15,1756
2017-07-16,1756
2017-07-17,1756
2017-07-18,1756
2017-07-19,1756
2017-07-20,1779
2017-07-21,1779
2017-07-22,1779
2017-07-23,1779
2017-07-24,1779
2017-07-25,1779
2017-07-26,1779
2017-07-27,1796
2017-07-28,1796
2017-07-29,1796
2017-07-30,1796
2017-07-31,1796
2017-08-01,1796
2017-08-02,1766
2017-08-03,1766
2017-08-04,1766
2017-08-05,1766
2017-08-06,1766
2017-08-09,1766
2017-08-10,1776
2017-08-11,1776
2017-08-12,1776
2017-08-13,1776
2017-08-14,1776
2017-08-15,1776
2017-08-16,1776
2017-08-17,1776
2017-08-18,1776
2017-08-19,1776
2017-08-20,1767
2017-08-22,1767
2017-08-23,1767
2017-08-24,1767
2017-08-25,1767
2017-08-26,1767
2017-08-27,1767
2017-08-28,1722
2017-08-29,1722
2017-08-30,1722
2017-08-31,1722
2017-09-01,1722
2017-09-02,1722
2017-09-03,1722
2017-09-04,1722
2017-09-05,1722
2017-09-06,1676
2017-09-07,1676
2017-09-08,1676
2017-09-09,1676
2017-09-10,1676
2017-09-11,1676
2017-09-12,1676
2017-09-13,1670
2017-09-14,1670
2017-09-15,1670
2017-09-16,1670
2017-09-17,1670
2017-09-19,1670
2017-09-20,1603
2017-09-21,1603
2017-09-22,1603
2017-09-23,1603
2017-09-24,1603
2017-09-25,1603
2017-09-26,1603
2017-09-27,1603
2017-09-28,1603
2017-09-29,1593
2017-09-30,1593
2017-10-01,1593
2017-10-02,1593
2017-10-03,1593
2017-10-04,1593
2017-10-05,1593
2017-10-06,1571
2017-10-07,1571
2017-10-08,1571
2017-10-09,1571
2017-10-10,1571
2017-10-11,1571
2017-10-12,1551
2017-10-13,1551
2017-10-14,1551
2017-10-15,1551
2017-10-16,1551
2017-10-17,1551
2017-10-18,1551
2017-10-19,1534
2017-10-20,1534
2017-10-21,1534
2017-10-22,1534
2017-10-23,1534
2017-10-24,1534
2017-10-25,1520
2017-10-26,1520
2017-10-27,1520
2017-10-28,1520
2017-10-29,1520
2017-10-30,1520
2017-10-31,1520
2017-11-01,1520
2017-11-02,1520
2017-11-03,1508
2017-11-04,1508
2017-11-05,1508
2017-11-06,1508
2017-11-07,1508
2017-11-09,1508
2017-11-10,1508
2017-11-11,1534
2017-11-12,1534
2017-11-13,1534
2017-11-14,1534
2017-11-15,1534
2017-11-16,1534
2017-11-17,1534
2017-11-18,1534
2017-11-19,1506
2017-11-20,1506
2017-11-21,1506
2017-11-22,1506
2017-11-23,1506
2017-11-24,1506
2017-11-25,1506
2017-11-26,1506
2017-11-27,1506
2017-11-28,1479
2017-11-29,1479
2017-11-30,1479
2017-12-01,1479
2017-12-02,1479
2017-12-03,1479
2017-12-04,1479
2017-12-05,1479
2017-12-06,1479
2017-12-07,1502
2017-12-08,1502
2017-12-09,1502
2017-12-10,1502
2017-12-11,1502
2017-12-12,1502
2017-12-14,1502
2017-12-15,1526
2017-12-16,1526
2017-12-17,1526
2017-12-18,1526
2017-12-19,1526
2017-12-20,1526
2017-12-21,1526
2017-12-22,1526
2017-12-23,1598
2017-12-24,1598
2017-12-25,1598
2017-12-26,1598
2017-12-27,1598
2017-12-28,1598
2017-12-29,1598
2017-12-30,1674
2017-12-31,1674
2018-01-01,1674
2018-01-02,1674
2018-01-03,1674
2018-01-04,1674
2018-01-05,1674
2018-01-06,1674
2018-01-07,1750
2018-01-08,1750
2018-01-09,1750
2018-01-10,1750
2018-01-11,1750
2018-01-12,1750
2018-01-13,1750
2018-01-14,1750
2018-01-15,1833
2018-01-16,1833
2018-01-17,1833
2018-01-18,1833
2018-01-19,1833
2018-01-20,1833
2018-01-21,1833
2018-01-22,1833
2018-01-23,1893
2018-01-24,1893
2018-01-25,1893
2018-01-26,1893
2018-01-27,1893
2018-01-28,1893
2018-01-29,1893
2018-01-31,1893
2018-02-01,1893
2018-02-02,1916
2018-02-03,1916
2018-02-04,1916
2018-02-05,1916
2018-02-06,1916
2018-02-07,1916
2018-02-08,1916
2018-02-09,2006
2018-02-10,2006
2018-02-11,2006
2018-02-12,2006
2018-02-13,2006
2018-02-14,2006
2018-02-15,2006
2018-02-16,2006
2018-02-17,2030
2018-02-18,2030
2018-02-19,2030
2018-02-20,2030
2018-02-21,2030
2018-02-22,2030
2018-02-23,1984
2018-02-24,1984
2018-02-25,1984
2018-02-26,1984
2018-02-27,1984
2018-02-28,1984
2018-03-01,1984
2018-03-02,2010
2018-03-03,2010
2018-03-04,2010
2018-03-05,2010
2018-03-06,2010
2018-03-07,1947
2018-03-08,1947
2018-03-09,1947
2018-03-10,1947
2018-03-11,1947
2018-03-12,1947
2018-03-13,1934
2018-03-14,1934
2018-03-15,1934
2018-03-16,1934
2018-03-17,1934
2018-03-18,1934
2018-03-19,1934
2018-03-20,1892
2018-03-21,1892
2018-03-23,1892
2018-03-24,1892
2018-03-26,1892
2018-03-27,1916
2018-03-28,1916
2018-03-29,1916
2018-03-30,1916
2018-03-31,1916
2018-04-01,1916
2018-04-02,1916
2018-04-03,1916
2018-04-04,1988
2018-04-05,1988
2018-04-06,1988
2018-04-08,1988
2018-04-09,1988
2018-04-10,1988
2018-04-11,1988
2018-04-12,1988
2018-04-13,2004
2018-04-14,2004
2018-04-15,2004
2018-04-16,2004
2018-04-17,2004
2018-04-18,2004
2018-04-19,2004
2018-04-20,2004
2018-04-21,2004
2018-04-22,2004
2018-04-23,2091
2018-04-24,2091
2018-04-25,2091
2018-04-26,2091
2018-04-27,2091
2018-04-28,2091
2018-04-29,2091
2018-04-30,2091
2018-05-01,2145
2018-05-02,2145
2018-05-03,2145
2018-05-04,2145
2018-05-05,2145
2018-05-06,2145
2018-05-07,2145
2018-05-08,2145
2018-05-09,2145
2018-05-10,2233
2018-05-11,2233
2018-05-12,2233
2018-05-13,2233
2018-05-14,2233
2018-05-15,2233
2018-05-16,2233
2018-05-17,2233
2018-05-18,2216
2018-05-19,2216
2018-05-20,2216
2018-05-21,2216
2018-05-22,2216
2018-05-23,2216
2018-05-24,2216
2018-05-25,2297
2018-05-26,2297
2018-05-27,2297
2018-05-28,2297
2018-05-29,2297
2018-05-30,2297
2018-05-31,2297
2018-06-01,2297
2018-06-02,2402
2018-06-03,2402
2018-06-04,2402
2018-06-05,2402
2018-06-06,2402
2018-06-07,2402
2018-06-08,2402
2018-06-09,2402
2018-06-10,2472
2018-06-11,2472
2018-06-12,2472
2018-06-13,2472
2018-06-14,2472
2018-06-15,2472
2018-06-16,2472
2018-06-17,2446
2018-06-18,2446
2018-06-19,2446
2018-06-20,2446
2018-06-21,2446
2018-06-22,2446
2018-06-23,2446
2018-06-24,2424
2018-06-25,2424
2018-06-26,2424
2018-06-27,2424
2018-06-28,2424
2018-06-29,2424
2018-06-30,2424
2018-07-01,2362
2018-07-02,2362
2018-07-03,2362
2018-07-04,2362
2018-07-05,2362
2018-07-06,2362
2018-07-07,2362
2018-07-08,2300
2018-07-09,2300
2018-07-10,2300
2018-07-11,2300
2018-07-12,2300
2018-07-13,2300
2018-07-14,2300
2018-07-15,2300
2018-07-16,2300
2018-07-17,2334
2018-07-18,2334
2018-07-19,2334
2018-07-20,2334
2018-07-21,2334
2018-07-22,2334
2018-07-23,2334
2018-07-24,2322
2018-07-25,2322
2018-07-26,2322
2018-07-27,2322
2018-07-28,2322
2018-07-29,2311
2018-07-30,2311
2018-07-31,2311
2018-08-01,2311
2018-08-02,2311
2018-08-03,2274
2018-08-04,2274
2018-08-05,2274
2018-08-06,2274
2018-08-07,2274
2018-08-08,2250
2018-08-09,2250
2018-08-10,2250
2018-08-11,2250
2018-08-12,2250
2018-08-14,2250
2018-08-16,2344
2018-08-17,2344
2018-08-18,2344
2018-08-19,2344
2018-08-20,2344
2018-08-21,2413
2018-08-22,2413
2018-08-23,2413
2018-08-24,2413
2018-08-25,2413
2018-08-26,2499
2018-08-27,2499
2018-08-28,2499
2018-08-29,2499
2018-08-30,2499
2018-08-31,2383
2018-09-01,2383
2018-09-02,2383
2018-09-03,2383
2018-09-04,2383
2018-09-05,2406
2018-09-06,2406
2018-09-07,2406
2018-09-08,2406
2018-09-09,2406
2018-09-10,2406
2018-09-11,2406
2018-09-12,2441
2018-09-13,2441
2018-09-14,2441
2018-09-15,2441
2018-09-16,2441
2018-09-17,2441
2018-09-18,2463
2018-09-19,2463
2018-09-20,2463
2018-09-21,2463
2018-09-22,2463
2018-09-23,2463
2018-09-24,2540
2018-09-25,2540
2018-09-26,2540
2018-09-27,2540
2018-09-28,2540
2018-09-29,2540
2018-09-30,2540
2018-10-02,2578
2018-10-03,2578
2018-10-04,2578
2018-10-05,2578
2018-10-06,2578
2018-10-07,2699
2018-10-08,2699
2018-10-09,2699
2018-10-10,2699
2018-10-11,2699
2018-10-12,2699
2018-10-13,2832
2018-10-14,2832
2018-10-15,2832
2018-10-16,2832
2018-10-17,2832
2018-10-18,2832
2018-10-19,2832
2018-10-20,2960
2018-10-21,2960
2018-10-22,2960
2018-10-23,2960
2018-10-24,2960
2018-10-25,2960
2018-10-26,3076
2018-10-27,3076
2018-10-28,3076
2018-10-29,3076
2018-10-30,3076
2018-10-31,3076
2018-11-01,3065
2018-11-03,3065
2018-11-04,3065
2018-11-05,2981
2018-11-06,2981
2018-11-07,2981
2018-11-08,2981
2018-11-09,2981
2018-11-10,2973
2018-11-11,2973
2018-11-12,2973
2018-11-13,2973
2018-11-15,3108
2018-11-16,3108
2018-11-17,3244
2018-11-18,3244
2018-11-19,3244
2018-11-20,3340
2018-11-21,3340
2018-11-22,3340
2018-11-23,3340
2018-11-24,3453
2018-11-25,3453
2018-11-26,3453
2018-11-27,3576
2018-11-28,3576
2018-11-29,3576
2018-12-01,3740
2018-12-02,3740
2018-12-03,3740
2018-12-04,3740
2018-12-05,3851
2018-12-07,3851
2018-12-09,3741
2018-12-10,3741
2018-12-11,3741
2018-12-12,3741
2018-12-13,3645
2018-12-14,3645
2018-12-15,3645
2018-12-16,3736
2018-12-17,3736
2018-12-18,3736
2018-12-19,3736
2018-12-20,3711
2018-12-21,3711
2018-12-22,3711
2018-12-23,3711
2018-12-24,3660
2018-12-25,3660
2018-12-26,3660
2018-12-27,3660
2018-12-28,3783
2018-12-29,3783
2018-12-30,3783
2018-12-31,3783
2019-01-01,3700
2019-01-02,3700
2019-01-03,3700
2019-01-04,3700
2019-01-05,3587
2019-01-06,3587
2019-01-08,3587
2019-01-10,3600
2019-01-11,3600
2019-01-12,3600
2019-01-13,3600
2019-01-14,3498
2019-01-15,3498
2019-01-16,3498
2019-01-17,3498
2019-01-18,3526
2019-01-19,3526
2019-01-20,3526
2019-01-21,3526
2019-01-22,3676
2019-01-23,3676
2019-01-24,3676
2019-01-25,3676
2019-01-26,3850
2019-01-27,3850
2019-01-29,3850
2019-01-30,3775
2019-01-31,3775
2019-02-01,3775
2019-02-02,3775
2019-02-03,3617
2019-02-04,3617
2019-02-05,3617
2019-02-06,3617
2019-02-07,3477
2019-02-08,3477
2019-02-09,3477
2019-02-10,3477
2019-02-11,3384
2019-02-12,3384
2019-02-13,3384
2019-02-14,3384
2019-02-15,3263
2019-02-16,3263
2019-02-17,3263
2019-02-18,3263
2019-02-19,3263
2019-02-20,3118
2019-02-21,3118
2019-02-22,3118
2019-02-23,3118
2019-02-24,3005
2019-02-25,3005
2019-02-26,3005
2019-02-27,3005
2019-02-28,3005
2019-03-01,3005
2019-03-02,3005
2019-03-03,2910
2019-03-04,2910
2019-03-05,2910
2019-03-06,2910
2019-03-07,2910
2019-03-08,2809
2019-03-09,2809
2019-03-10,2809
2019-03-11,2809
2019-03-12,2809
2019-03-13,2741
2019-03-14,2741
2019-03-15,2741
2019-03-16,2741
2019-03-17,2833
2019-03-18,2833
2019-03-19,2833
2019-03-20,2833
2019-03-21,2833
2019-03-22,2833
2019-03-23,2771
2019-03-24,2771
2019-03-25,2771
2019-03-26,2771
2019-03-27,2771
2019-03-28,2755
2019-03-29,2755
2019-03-30,2755
2019-03-31,2755
2019-04-01,2724
2019-04-02,2724
2019-04-03,2724
2019-04-04,2724
2019-04-05,2724
2019-04-06,2651
2019-04-07,2651
