date_obj,Gilded%20axe price
2019-04-11,500000
2019-04-11,518933
2019-04-12,542865
2019-04-13,564793
2019-04-14,590107
2019-04-15,15500000
2019-04-16,15500000
2019-04-17,15500000
2019-04-18,16058749
2019-04-19,16058749
2019-04-20,16058749
2019-04-21,16698096
2019-04-22,16698096
2019-04-23,17390776
2019-04-24,17390776
2019-04-25,17390776
2019-04-26,17829564
2019-04-27,17829564
2019-04-28,17829564
2019-04-29,17829564
2019-04-30,17829564
2019-05-01,16965515
2019-05-02,16965515
2019-05-03,16965515
2019-05-04,16965515
2019-05-05,16117239
2019-05-06,16117239
2019-05-07,16117239
2019-05-08,16117239
2019-05-09,16117239
2019-05-10,15376909
2019-05-11,15376909
2019-05-12,15376909
2019-05-13,15376909
2019-05-14,14655761
2019-05-15,14655761
2019-05-16,14655761
2019-05-17,14655761
2019-05-18,14655761
2019-05-19,13922972
2019-05-20,13922972
2019-05-21,13922972
2019-05-22,13922972
2019-05-23,13241305
2019-05-24,13241305
2019-05-25,13241305
2019-05-26,13241305
2019-05-27,13241305
2019-05-28,12651678
2019-05-29,12651678
2019-05-30,12651678
2019-05-31,12651678
2019-06-01,12404584
2019-06-02,12404584
2019-06-03,12404584
2019-06-04,12404584
2019-06-05,12404584
2019-06-06,11872142
2019-06-07,11872142
2019-06-08,11872142
2019-06-09,11278534
2019-06-10,11278534
2019-06-11,11278534
2019-06-12,11278534
2019-06-13,10714607
2019-06-14,10714607
2019-06-15,10714607
2019-06-16,10178876
2019-06-17,10178876
2019-06-18,10178876
2019-06-19,9669932
2019-06-20,9669932
2019-06-21,9209131
2019-06-22,9209131
2019-06-23,9209131
2019-06-24,8772129
2019-06-25,8772129
2019-06-26,8772129
2019-06-27,8333522
2019-06-28,8333522
2019-06-29,8333522
2019-06-30,7917668
2019-07-01,7917668
2019-07-02,7917668
2019-07-03,7917668
2019-07-04,7670013
2019-07-05,7670013
2019-07-06,7670013
2019-07-07,7604265
2019-07-08,7604265
2019-07-09,7604265
2019-07-10,7709736
2019-07-11,7709736
2019-07-12,7709736
2019-07-13,7709736
2019-07-14,7700348
2019-07-15,7700348
2019-07-16,7700348
2019-07-17,7510363
2019-07-18,7510363
2019-07-19,7510363
2019-07-20,7510363
2019-07-21,7564580
2019-07-22,7564580
2019-07-23,7564580
2019-07-24,7564580
2019-07-25,7828905
2019-07-26,7828905
2019-07-27,7828905
2019-07-28,7828905
2019-07-29,8116666
2019-07-30,8116666
2019-07-31,8116666
2019-08-01,8116666
2019-08-02,8116666
2019-08-03,8194549
2019-08-04,8194549
2019-08-05,8194549
2019-08-06,8194549
2019-08-07,8421034
2019-08-08,8421034
2019-08-09,8421034
2019-08-10,8421034
2019-08-11,8599645
2019-08-12,8599645
2019-08-13,8599645
2019-08-14,8599645
2019-08-15,8622424
2019-08-16,8622424
2019-08-17,8622424
2019-08-18,8622424
2019-08-19,8871896
2019-08-20,8871896
2019-08-21,8871896
2019-08-22,8871896
2019-08-23,9069351
2019-08-24,9069351
2019-08-24,9069351
2019-08-25,9069351
2019-08-25,9069351
2019-08-26,9106749
2019-08-26,9106749
2019-08-27,9106749
2019-08-27,9106749
2019-08-28,9106749
2019-08-29,9106749
2019-08-30,9033672
2019-08-31,9033672
2019-09-01,9033672
2019-09-02,9033672
2019-09-03,8994631
2019-09-04,8994631
2019-09-05,8994631
2019-09-06,8994631
2019-09-07,9161190
2019-09-08,9161190
2019-09-09,9161190
2019-09-10,9161190
2019-09-11,9326022
2019-09-12,9326022
2019-09-13,9326022
2019-09-14,9326022
2019-09-15,9522962
2019-09-16,9522962
2019-09-17,9522962
2019-09-18,9179747
2019-09-19,9179747
2019-09-20,9179747
2019-09-21,8838014
2019-09-22,8838014
2019-09-23,8609917
2019-09-24,8609917
2019-09-25,8609917
2019-09-26,8609917
2019-09-27,8312548
2019-09-28,8312548
2019-09-29,8312548
2019-09-30,8312548
2019-10-01,8069405
2019-10-02,8069405
2019-10-03,8069405
2019-10-04,8069405
2019-10-05,7913995
2019-10-06,7913995
2019-10-07,7913995
2019-10-08,7913995
2019-10-09,7725312
2019-10-10,7725312
2019-10-11,7725312
2019-10-12,7526691
2019-10-13,7526691
2019-10-14,7526691
2019-10-15,7414928
2019-10-16,7414928
2019-10-17,7414928
2019-10-18,7345713
2019-10-19,7345713
2019-10-20,7345713
2019-10-21,7285762
2019-10-22,7285762
2019-10-23,7285762
2019-10-24,7285762
2019-10-25,7197742
2019-10-26,7197742
2019-10-27,7197742
2019-10-28,7045254
2019-10-29,7045254
2019-10-30,7045254
2019-10-31,6941310
2019-11-01,6941310
2019-11-02,6941310
2019-11-03,6829305
2019-11-04,6829305
2019-11-05,6829305
2019-11-06,6829305
2019-11-07,6835962
2019-11-08,6835962
2019-11-09,6835962
2019-11-10,6935553
2019-11-11,6935553
2019-11-12,6935553
2019-11-13,6935553
2019-11-14,6935553
2019-11-15,7039202
2019-11-16,7039202
2019-11-17,7039202
2019-11-18,6950001
2019-11-19,6950001
2019-11-20,6950001
2019-11-21,6950001
2019-11-22,6943304
2019-11-23,6943304
2019-11-24,6943304
2019-11-25,6883722
2019-11-26,6883722
2019-11-27,6883722
2019-11-28,6977024
2019-11-29,6977024
2019-11-30,6977024
2019-12-01,6984607
2019-12-02,6984607
2019-12-03,6984607
2019-12-04,6984607
2019-12-05,6915650
2019-12-06,6915650
2019-12-07,6915650
2019-12-08,6915650
2019-12-09,6972356
2019-12-10,6972356
2019-12-11,6972356
2019-12-12,6972356
2019-12-13,6972356
2019-12-14,7006680
2019-12-15,7006680
2019-12-16,7006680
2019-12-17,7032787
2019-12-18,7032787
2019-12-19,7032787
2019-12-20,7032787
2019-12-21,7062828
2019-12-22,7062828
2019-12-23,7062828
2019-12-24,7108570
2019-12-25,7108570
2019-12-26,7108570
2019-12-27,7108570
2019-12-28,7175180
2019-12-29,7175180
2019-12-30,7175180
2019-12-31,7279978
2020-01-01,7279978
2020-01-02,7279978
2020-01-03,7279978
2020-01-04,7279978
2020-01-05,7279978
2020-01-06,7338479
2020-01-07,7338479
2020-01-08,7338479
2020-01-09,7283229
2020-01-10,7283229
2020-01-11,7283229
2020-01-12,7209031
2020-01-13,7209031
2020-01-14,7209031
2020-01-15,7166950
2020-01-16,7166950
2020-01-17,7166950
2020-01-18,7139242
2020-01-19,7139242
2020-01-20,7139242
2020-01-21,7139242
2020-01-22,7097688
2020-01-23,7097688
2020-01-24,7097688
2020-01-25,7081946
2020-01-26,7081946
2020-01-27,7081946
2020-01-28,7012989
2020-01-29,7012989
2020-01-30,7012989
2020-01-31,6932040
2020-02-01,6932040
2020-02-02,6932040
2020-02-03,6877916
2020-02-04,6877916
2020-02-05,6877916
2020-02-06,6877916
2020-02-07,6838927
2020-02-08,6838927
2020-02-09,6838927
2020-02-10,6754598
2020-02-11,6754598
2020-02-12,6754598
2020-02-13,6629343
2020-02-14,6629343
2020-02-15,6629343
2020-02-16,6627031
2020-02-17,6627031
2020-02-18,6627031
2020-02-19,6653197
2020-02-20,6653197
2020-02-21,6653197
2020-02-22,6534974
2020-02-23,6534974
2020-02-24,6534974
2020-02-25,6534974
2020-02-26,6353985
2020-02-27,6353985
2020-02-28,6358990
2020-02-29,6358990
2020-03-01,6358990
2020-03-02,6269533
2020-03-03,6269533
2020-03-04,6269533
2020-03-05,6269533
2020-03-06,6178603
2020-03-07,6178603
2020-03-08,6178603
2020-03-09,6131205
2020-03-10,6131205
2020-03-11,6131205
2020-03-12,6145263
2020-03-13,6145263
2020-03-14,6145263
2020-03-15,6145263
2020-03-16,6232280
2020-03-17,6232280
2020-03-18,6232280
2020-03-19,6298860
2020-03-20,6298860
2020-03-21,6298860
2020-03-22,6557075
2020-03-23,6557075
2020-03-24,6557075
2020-03-25,6566750
2020-03-26,6566750
2020-03-27,6402221
2020-03-28,6402221
2020-03-29,6331645
2020-03-30,6331645
2020-03-31,6281741
2020-04-01,6281741
2020-04-02,6281741
2020-04-03,6281969
2020-04-04,6281969
2020-04-05,6343987
2020-04-06,6343987
2020-04-07,6343987
2020-04-08,6316369
2020-04-09,6316369
2020-04-10,6316369
2020-04-11,6421958
2020-04-12,6421958
2020-04-13,6339429
2020-04-14,6339429
2020-04-15,6313789
2020-04-16,6313789
2020-04-17,6313789
2020-04-18,6281798
2020-04-19,6281798
2020-04-20,6118010
2020-04-21,6118010
2020-04-22,6088551
2020-04-23,6088551
2020-04-24,6088551
2020-04-25,6028888
2020-04-26,6028888
2020-04-27,5997683
2020-04-28,5997683
2020-04-29,5997683
2020-04-30,5868485
2020-05-01,5868485
2020-05-02,5868485
2020-05-03,5814773
2020-05-04,5814773
2020-05-05,5814773
2020-05-06,5731112
2020-05-07,5731112
2020-05-08,5693291
