date_obj,Ochre%20snelm%20(round) price
2015-02-25,9200
2015-02-26,9200
2015-02-27,9200
2015-02-28,9200
2015-03-01,9200
2015-03-02,9200
2015-03-03,9200
2015-03-04,9200
2015-03-05,9200
2015-03-06,9200
2015-03-07,9200
2015-03-08,9200
2015-03-09,9200
2015-03-10,9200
2015-03-11,9200
2015-03-12,9200
2015-03-13,9200
2015-03-14,9200
2015-03-15,9200
2015-03-16,9200
2015-03-17,9200
2015-03-18,9200
2015-03-19,9200
2015-03-20,9200
2015-03-21,9200
2015-03-22,9200
2015-03-23,9200
2015-03-24,9200
2015-03-25,9200
2015-03-26,9200
2015-03-27,9200
2015-03-28,9200
2015-03-29,9200
2015-03-30,9200
2015-03-31,9200
2015-04-01,9200
2015-04-02,9200
2015-04-03,9200
2015-04-04,9200
2015-04-05,9200
2015-04-06,9200
2015-04-07,9200
2015-04-08,9200
2015-04-09,9200
2015-04-10,9200
2015-04-11,9200
2015-04-12,9200
2015-04-13,9200
2015-04-14,9200
2015-04-15,9200
2015-04-16,9200
2015-04-17,9200
2015-04-18,9200
2015-04-19,9200
2015-04-20,8771
2015-04-21,8771
2015-04-22,8771
2015-04-23,8771
2015-04-24,8771
2015-04-25,8771
2015-04-26,8771
2015-04-27,8771
2015-04-28,8771
2015-04-29,8771
2015-04-30,8771
2015-05-01,8771
2015-05-02,8771
2015-05-03,8771
2015-05-04,8771
2015-05-05,8771
2015-05-06,8771
2015-05-07,8771
2015-05-08,8771
2015-05-09,8771
2015-05-10,8771
2015-05-11,8771
2015-05-12,8771
2015-05-13,8771
2015-05-14,8771
2015-05-15,8771
2015-05-16,8771
2015-05-17,8771
2015-05-18,8771
2015-05-19,8771
2015-05-20,8771
2015-05-21,8771
2015-05-22,8771
2015-05-23,8771
2015-05-24,8771
2015-05-25,8771
2015-05-26,8771
2015-05-27,8771
2015-05-28,8357
2015-05-29,8357
2015-05-30,8357
2015-05-31,8357
2015-06-01,8357
2015-06-02,8357
2015-06-03,8357
2015-06-04,8357
2015-06-05,8357
2015-06-06,8357
2015-06-07,8357
2015-06-08,8357
2015-06-09,8357
2015-06-10,8357
2015-06-11,8357
2015-06-12,8357
2015-06-13,8357
2015-06-14,8357
2015-06-15,8357
2015-06-16,8357
2015-06-17,8357
2015-06-18,8357
2015-06-19,8357
2015-06-20,8357
2015-06-21,8357
2015-06-22,8357
2015-06-23,8357
2015-06-24,8357
2015-06-25,8357
2015-06-26,8357
2015-06-27,8357
2015-06-28,8357
2015-06-29,8357
2015-06-30,8357
2015-07-01,8357
2015-07-02,8357
2015-07-03,8357
2015-07-04,7961
2015-07-05,7961
2015-07-06,7961
2015-07-07,7961
2015-07-08,7961
2015-07-09,7961
2015-07-10,7961
2015-07-11,7961
2015-07-12,7961
2015-07-13,7961
2015-07-14,7961
2015-07-15,7961
2015-07-16,7961
2015-07-17,7961
2015-07-18,7961
2015-07-19,7961
2015-07-20,7961
2015-07-21,7961
2015-07-22,7961
2015-07-23,7961
2015-07-24,7961
2015-07-25,7961
2015-07-26,7961
2015-07-27,7961
2015-07-28,7961
2015-07-29,7961
2015-07-30,7961
2015-07-31,7961
2015-08-01,7961
2015-08-02,7961
2015-08-03,7961
2015-08-04,7961
2015-08-05,7961
2015-08-06,7961
2015-08-07,7961
2015-08-08,7961
2015-08-09,7961
2015-08-10,7961
2015-08-11,7583
2015-08-12,7583
2015-08-13,7583
2015-08-14,7583
2015-08-15,7583
2015-08-16,7583
2015-08-17,7583
2015-08-18,7583
2015-08-19,7583
2015-08-20,7583
2015-08-21,7583
2015-08-22,7583
2015-08-23,7583
2015-08-24,7583
2015-08-25,7583
2015-08-26,7583
2015-08-27,7583
2015-08-28,7583
2015-08-29,7583
2015-08-30,7583
2015-08-31,7583
2015-09-01,7583
2015-09-02,7583
2015-09-03,7583
2015-09-04,7583
2015-09-05,7583
2015-09-06,7583
2015-09-07,7583
2015-09-08,7583
2015-09-09,7583
2015-09-10,7583
2015-09-11,7583
2015-09-12,7583
2015-09-13,7583
2015-09-14,7583
2015-09-15,7583
2015-09-16,7583
2015-09-17,7583
2015-09-18,7583
2015-09-19,7218
2015-09-20,7218
2015-09-21,7218
2015-09-22,7218
2015-09-23,7218
2015-09-24,7218
2015-09-25,7218
2015-09-26,7218
2015-09-27,7218
2015-09-28,7218
2015-09-29,7218
2015-09-30,7218
2015-10-01,7218
2015-10-02,7218
2015-10-03,7218
2015-10-04,7218
2015-10-05,7218
2015-10-06,7218
2015-10-07,7218
2015-10-08,7218
2015-10-09,7218
2015-10-10,7218
2015-10-11,7218
2015-10-12,7218
2015-10-13,7218
2015-10-14,7218
2015-10-15,7218
2015-10-16,7218
2015-10-17,7218
2015-10-18,7218
2015-10-19,7218
2015-10-20,7218
2015-10-21,7218
2015-10-22,7218
2015-10-23,7218
2015-10-24,7218
2015-10-25,7218
2015-10-26,7218
2015-10-27,7218
2015-10-28,7218
2015-10-29,7218
2015-10-30,7218
2015-10-31,7218
2015-11-01,7218
2015-11-02,6887
2015-11-03,6887
2015-11-04,6887
2015-11-05,6887
2015-11-06,6887
2015-11-07,6887
2015-11-08,6887
2015-11-09,6887
2015-11-10,6887
2015-11-11,6887
2015-11-12,6887
2015-11-13,6887
2015-11-14,6887
2015-11-15,6887
2015-11-16,6887
2015-11-17,6887
2015-11-18,6887
2015-11-19,6887
2015-11-20,6887
2015-11-21,6887
2015-11-22,6887
2015-11-23,6887
2015-11-24,6887
2015-11-25,6887
2015-11-26,6887
2015-11-27,6887
2015-11-28,6887
2015-11-29,6887
2015-11-30,6887
2015-12-01,6887
2015-12-02,6887
2015-12-03,6887
2015-12-04,6887
2015-12-05,6887
2015-12-06,6887
2015-12-07,6887
2015-12-08,6887
2015-12-09,6887
2015-12-10,6887
2015-12-11,6887
2015-12-12,6887
2015-12-13,6887
2015-12-14,6887
2015-12-15,6887
2015-12-16,6887
2015-12-17,6579
2015-12-18,6579
2015-12-19,6579
2015-12-20,6579
2015-12-21,6579
2015-12-22,6579
2015-12-23,6579
2015-12-24,6579
2015-12-25,6579
2015-12-26,6579
2015-12-27,6579
2015-12-28,6579
2015-12-29,6579
2015-12-30,6579
2015-12-31,6579
2016-01-01,6579
2016-01-02,6579
2016-01-03,6579
2016-01-04,6579
2016-01-05,6579
2016-01-06,6579
2016-01-07,6579
2016-01-08,6579
2016-01-09,6579
2016-01-10,6579
2016-01-11,6579
2016-01-12,6579
2016-01-13,6579
2016-01-14,6579
2016-01-15,6579
2016-01-16,6579
2016-01-17,6579
