date_obj,Bone%20club price
2015-12-27,10796
2015-12-28,10796
2015-12-29,10796
2015-12-30,10796
2015-12-31,10796
2016-01-01,10796
2016-01-02,10796
2016-01-03,10796
2016-01-04,10796
2016-01-05,10796
2016-01-06,10796
2016-01-07,10796
2016-01-08,10796
2016-01-09,10796
2016-01-10,10274
2016-01-11,10274
2016-01-12,10274
2016-01-13,10274
2016-01-14,10274
2016-01-15,10274
2016-01-16,10274
2016-01-17,10274
2016-01-18,10274
2016-01-19,10274
2016-01-20,10274
2016-01-21,10274
2016-01-22,10274
2016-01-23,10274
2016-01-24,10274
2016-01-25,10274
2016-01-26,9784
2016-01-27,9784
2016-01-28,9784
2016-01-29,9784
2016-01-30,9784
2016-01-31,9784
2016-02-01,9784
2016-02-02,9784
2016-02-03,9784
2016-02-04,9784
2016-02-05,9784
2016-02-06,9784
2016-02-07,9784
2016-02-08,9784
2016-02-09,9784
2016-02-10,9307
2016-02-11,9307
2016-02-12,9307
2016-02-13,9307
2016-02-14,9307
2016-02-15,9307
2016-02-16,9307
2016-02-17,9307
2016-02-18,9307
2016-02-19,9307
2016-02-20,9307
2016-02-21,9307
2016-02-22,9307
2016-02-23,8866
2016-02-24,8866
2016-02-25,8866
2016-02-26,8866
2016-02-27,8866
2016-02-28,8866
2016-02-29,8866
2016-03-01,8866
2016-03-02,8866
2016-03-03,8866
2016-03-04,8866
2016-03-05,8866
2016-03-06,8440
2016-03-07,8440
2016-03-08,8440
2016-03-09,8440
2016-03-10,8440
2016-03-11,8440
2016-03-12,8440
2016-03-13,8440
2016-03-14,8440
2016-03-15,8440
2016-03-16,8440
2016-03-17,8440
2016-03-18,8033
2016-03-19,8033
2016-03-20,8033
2016-03-21,8033
2016-03-22,8033
2016-03-23,8033
2016-03-24,8033
2016-03-25,8033
2016-03-26,8033
2016-03-27,8033
2016-03-28,8033
2016-03-29,7654
2016-03-30,7654
2016-03-31,7654
2016-04-01,7654
2016-04-02,7654
2016-04-03,7654
2016-04-04,7654
2016-04-05,7654
2016-04-06,7654
2016-04-07,7654
2016-04-08,7654
2016-04-09,7654
2016-04-10,7654
2016-04-11,7654
2016-04-12,7287
2016-04-13,7287
2016-04-14,7287
2016-04-15,7287
2016-04-16,7287
2016-04-17,7287
2016-04-18,7287
2016-04-19,7287
2016-04-20,7287
2016-04-21,7287
2016-04-22,7287
2016-04-23,7287
2016-04-24,7287
2016-04-25,7287
2016-04-26,6932
2016-04-27,6932
2016-04-28,6932
2016-04-29,6932
2016-04-30,6932
2016-05-01,6932
2016-05-02,6932
2016-05-03,6932
2016-05-04,6932
2016-05-05,6932
2016-05-06,6932
2016-05-07,6932
2016-05-08,6932
2016-05-09,6596
2016-05-10,6596
2016-05-11,6596
2016-05-12,6596
2016-05-13,6596
2016-05-14,6596
2016-05-15,6596
2016-05-16,6596
2016-05-17,6596
2016-05-18,6596
2016-05-19,6596
2016-05-22,6278
2016-05-23,6278
2016-05-24,6278
2016-05-25,6278
2016-05-26,6278
2016-05-27,6278
2016-05-28,6278
2016-05-29,6278
2016-05-30,6278
2016-05-31,6278
2016-06-01,6278
2016-06-02,5977
2016-06-03,5977
2016-06-04,5977
2016-06-05,5977
2016-06-06,5977
2016-06-07,5977
2016-06-08,5977
2016-06-09,5977
2016-06-10,5977
2016-06-11,5977
2016-06-12,5977
2016-06-13,5977
2016-06-14,5696
2016-06-15,5696
2016-06-16,5696
2016-06-17,5696
2016-06-18,5696
2016-06-19,5696
2016-06-20,5696
2016-06-21,5696
2016-06-22,5696
2016-06-23,5696
2016-06-24,5696
2016-06-25,5421
2016-06-26,5421
2016-06-27,5421
2016-06-28,5421
2016-06-29,5421
2016-06-30,5421
2016-07-01,5421
2016-07-02,5421
2016-07-03,5421
2016-07-04,5421
2016-07-05,5421
2016-07-06,5421
2016-07-07,5421
2016-07-08,5421
2016-07-09,5163
2016-07-10,5163
2016-07-11,5163
2016-07-12,5163
2016-07-13,5163
2016-07-14,5163
2016-07-15,5163
2016-07-16,5163
2016-07-17,5163
2016-07-18,5163
2016-07-23,4911
2016-07-24,4911
2016-07-25,4911
2016-07-26,4911
2016-07-27,4911
2016-07-28,4911
2016-07-29,4911
2016-07-30,4911
2016-07-31,4911
2016-08-01,4911
2016-08-02,4911
2016-08-03,4911
2016-08-04,4911
2016-08-05,4911
2016-08-06,4911
2016-08-07,4675
2016-08-08,4675
2016-08-09,4675
2016-08-10,4675
2016-08-11,4675
2016-08-12,4675
2016-08-13,4675
2016-08-14,4675
2016-08-15,4675
2016-08-16,4675
2016-08-17,4675
2016-08-18,4675
2016-08-19,4675
2016-08-20,4675
2016-08-21,4675
2016-08-22,4675
2016-08-23,4675
2016-08-24,4675
2016-08-25,4675
2016-08-26,4675
2016-08-28,4447
2016-08-31,4447
2016-09-01,4447
2016-09-02,4447
2016-09-03,4447
2016-09-04,4447
2016-09-05,4447
2016-09-06,4447
2016-09-07,4447
2016-09-08,4447
2016-09-09,4447
2016-09-10,4447
2016-09-11,4447
2016-09-12,4447
2016-09-13,4447
2016-09-14,4447
2016-09-15,4231
2016-09-16,4231
2016-09-17,4231
2016-09-18,4231
2016-09-19,4231
2016-09-20,4231
2016-09-21,4231
2016-09-22,4231
2016-09-23,4231
2016-09-24,4231
2016-09-25,4231
2016-09-26,4231
2016-09-27,4231
2016-09-28,4231
2016-09-29,4231
2016-09-30,4231
2016-10-01,4231
2016-10-02,4231
2016-10-03,4231
2016-10-04,4231
2016-10-05,4024
2016-10-06,4024
2016-10-07,4024
2016-10-08,4024
2016-10-09,4024
2016-10-10,4024
2016-10-11,4024
2016-10-12,4024
2016-10-13,4024
2016-10-14,4024
2016-10-15,4024
2016-10-16,4024
2016-10-17,3829
2016-10-18,3829
2016-10-19,3829
2016-10-20,3829
2016-10-21,3829
2016-10-22,3829
2016-10-23,3829
2016-10-24,3829
2016-10-25,3829
2016-10-26,3829
2016-10-27,3829
2016-10-28,3829
2016-10-29,3829
2016-10-30,3829
2016-10-31,3829
2016-11-01,3829
2016-11-02,3641
2016-11-03,3641
2016-11-04,3641
2016-11-05,3641
2016-11-06,3641
2016-11-07,3641
2016-11-08,3641
2016-11-09,3641
2016-11-10,3641
2016-11-11,3641
2016-11-12,3641
2016-11-13,3641
2016-11-14,3641
2016-11-15,3641
2016-12-07,3298
2016-12-08,3298
2016-12-09,3298
2016-12-10,3298
2016-12-11,3298
2016-12-12,3298
2016-12-13,3298
2016-12-14,3298
2016-12-15,3138
2016-12-16,3138
2016-12-17,3138
2016-12-18,3138
2016-12-19,3138
2016-12-20,3138
2016-12-21,3138
2016-12-22,3138
2016-12-23,3138
2016-12-24,3138
2016-12-25,3138
2016-12-26,3138
2016-12-27,3138
2016-12-28,2988
2016-12-29,2988
2016-12-30,2988
2016-12-31,2988
2017-01-01,2988
2017-01-02,2988
2017-01-03,2988
2017-01-04,2988
2017-01-05,2988
2017-01-06,2988
2017-01-07,2988
2017-01-08,2988
2017-01-09,2988
2017-01-10,2988
2017-01-11,2850
2017-01-12,2850
2017-01-13,2850
2017-01-14,2850
2017-01-15,2850
2017-01-16,2850
2017-01-17,2850
2017-01-18,2850
2017-01-19,2850
2017-01-20,2850
2017-01-21,2850
2017-01-22,2850
2017-01-23,2713
2017-01-27,2713
2017-01-28,2713
2017-01-29,2713
2017-01-30,2713
2017-01-31,2713
2017-02-01,2713
2017-02-02,2713
2017-02-03,2582
2017-02-04,2582
2017-02-05,2582
2017-02-06,2582
2017-02-07,2582
2017-02-08,2582
2017-02-09,2582
2017-02-10,2582
2017-02-11,2582
2017-02-12,2582
2017-02-13,2582
2017-02-14,2582
2017-02-15,2461
2017-02-16,2461
2017-02-18,2461
2017-02-19,2461
2017-02-20,2461
2017-02-21,2461
2017-02-22,2461
2017-02-23,2461
2017-02-24,2461
2017-02-25,2461
2017-02-26,2461
2017-02-27,2461
2017-02-28,2461
2017-03-01,2461
2017-03-02,2345
2017-03-03,2345
2017-03-04,2345
2017-03-05,2345
2017-03-06,2345
2017-03-07,2345
2017-03-08,2345
2017-03-09,2345
2017-03-10,2345
2017-03-11,2345
2017-03-12,2345
2017-03-13,2237
2017-03-14,2237
2017-03-15,2237
2017-03-16,2237
2017-03-17,2237
2017-03-18,2237
2017-03-19,2237
2017-03-20,2237
2017-03-21,2237
2017-03-22,2237
2017-03-23,2237
2017-03-24,2237
2017-03-25,2237
2017-03-26,2131
2017-03-27,2131
2017-03-28,2131
2017-03-29,2131
2017-03-30,2131
2017-03-31,2131
2017-04-01,2131
2017-04-02,2131
2017-04-03,2131
2017-04-04,2131
2017-04-12,2031
2017-04-13,2031
2017-04-14,2031
2017-04-15,2031
2017-04-16,2031
2017-04-17,2031
2017-04-18,2031
2017-04-19,2031
2017-04-20,1936
2017-04-21,1936
2017-04-22,1936
2017-04-23,1936
2017-04-24,1936
2017-04-25,1936
2017-04-26,1936
2017-04-27,1936
2017-04-28,1936
2017-04-29,1936
2017-04-30,1936
2017-05-01,1936
2017-05-02,1936
2017-05-03,1844
2017-05-04,1844
2017-05-05,1844
2017-05-06,1844
2017-05-07,1844
2017-05-08,1844
2017-05-09,1844
2017-05-10,1844
2017-05-11,1844
2017-05-12,1844
2017-05-13,1844
2017-05-14,1759
2017-05-15,1759
2017-05-16,1759
2017-05-17,1759
2017-05-18,1759
2017-05-19,1759
2017-05-20,1759
2017-05-21,1759
2017-05-22,1759
2017-05-23,1759
2017-05-24,1759
2017-05-25,1759
2017-05-26,1759
2017-05-27,1759
2017-05-28,1759
2017-05-29,1759
2017-05-30,1759
2017-05-31,1679
2017-06-01,1679
2017-06-02,1679
2017-06-03,1679
2017-06-04,1679
2017-06-05,1679
2017-06-06,1679
2017-06-07,1679
2017-06-08,1679
2017-06-09,1679
2017-06-10,1679
2017-06-11,1679
2017-06-12,1679
2017-06-13,1600
2017-06-14,1600
2017-06-15,1600
2017-06-16,1600
2017-06-17,1600
2017-06-18,1600
2017-06-19,1600
2017-06-20,1600
2017-06-21,1600
2017-06-22,1600
2017-06-23,1600
2017-06-24,1600
2017-06-25,1600
2017-06-26,1600
2017-06-27,1600
2017-06-28,1527
2017-06-29,1527
2017-06-30,1527
2017-07-01,1527
2017-07-02,1527
2017-07-03,1527
2017-07-04,1527
2017-07-05,1527
2017-07-06,1527
2017-07-07,1527
2017-07-08,1527
2017-07-13,1527
2017-07-14,1458
2017-07-15,1458
2017-07-16,1458
2017-07-17,1458
2017-07-18,1458
2017-07-19,1458
2017-07-20,1458
2017-07-21,1458
2017-07-22,1458
2017-07-23,1458
2017-07-24,1458
2017-07-25,1458
2017-07-26,1458
2017-07-27,1390
2017-07-28,1390
2017-07-29,1390
2017-07-30,1390
2017-07-31,1390
2017-08-01,1390
2017-08-02,1390
2017-08-03,1390
2017-08-04,1390
2017-08-05,1390
2017-08-06,1390
2017-08-09,1324
2017-08-10,1324
2017-08-11,1324
2017-08-12,1324
2017-08-13,1324
2017-08-14,1324
2017-08-15,1324
2017-08-16,1324
2017-08-17,1324
2017-08-18,1324
2017-08-19,1324
2017-08-20,1324
2017-08-21,1324
2017-08-22,1324
2017-08-23,1324
2017-08-24,1261
2017-08-25,1261
2017-08-26,1261
2017-08-27,1261
2017-08-28,1261
2017-08-29,1261
2017-08-30,1261
2017-08-31,1261
2017-09-01,1261
2017-09-02,1261
2017-09-03,1261
2017-09-04,1261
2017-09-05,1261
2017-09-06,1201
2017-09-07,1201
2017-09-08,1201
2017-09-09,1201
2017-09-10,1201
2017-09-11,1201
2017-09-12,1201
2017-09-13,1201
2017-09-14,1201
2017-09-15,1201
2017-09-16,1201
2017-09-17,1201
2017-09-18,1201
2017-09-19,1201
2017-09-20,1144
2017-09-22,1144
2017-09-23,1144
2017-09-24,1144
2017-09-25,1144
2017-09-26,1144
2017-09-27,1144
2017-09-28,1144
2017-09-29,1144
2017-09-30,1144
2017-10-01,1144
2017-10-02,1144
2017-10-03,1144
2017-10-04,1144
2017-10-05,1144
2017-10-06,1144
2017-10-07,1089
2017-10-08,1089
2017-10-09,1089
2017-10-10,1089
2017-10-11,1089
2017-10-12,1089
2017-10-13,1089
2017-10-14,1089
2017-10-15,1089
2017-10-16,1089
2017-10-17,1089
2017-10-18,1089
2017-10-19,1089
2017-10-20,1089
2017-10-21,1089
2017-10-22,1089
2017-10-23,1089
2017-10-24,1040
2017-10-25,1040
2017-10-26,1040
2017-10-27,1040
2017-10-28,1040
2017-10-29,1040
2017-10-30,1040
2017-10-31,1040
2017-11-01,1040
2017-11-02,1040
2017-11-03,1040
2017-11-04,1040
2017-11-05,1040
2017-11-06,1040
2017-11-07,1040
2017-11-08,1040
2017-11-09,991
2017-11-10,991
2017-11-11,991
2017-11-12,991
2017-11-13,991
2017-11-14,991
2017-11-15,991
2017-11-16,991
2017-11-17,991
2017-11-18,991
2017-11-19,991
2017-11-20,991
2017-11-21,991
2017-11-22,991
2017-11-23,991
2017-11-24,991
2017-11-25,991
2017-11-26,991
2017-11-27,991
2017-11-28,991
2017-11-29,946
2017-11-30,946
2017-12-01,946
2017-12-02,946
2017-12-03,946
2017-12-04,946
2017-12-05,946
2017-12-06,946
2017-12-07,946
2017-12-08,946
2017-12-09,946
2017-12-10,946
2017-12-11,946
2017-12-12,946
2017-12-13,946
2017-12-14,946
2017-12-15,946
2017-12-16,946
2017-12-17,903
2017-12-18,903
2017-12-19,903
2017-12-20,903
2017-12-21,903
2017-12-22,903
2017-12-23,903
2017-12-24,903
2017-12-25,903
2017-12-26,903
2017-12-27,903
2017-12-28,903
2017-12-29,903
2017-12-30,903
2017-12-31,903
2018-01-01,860
2018-01-02,860
2018-01-03,860
2018-01-04,860
2018-01-05,860
2018-01-06,860
2018-01-07,860
2018-01-08,860
2018-01-09,860
2018-01-10,860
2018-01-11,860
2018-01-12,860
2018-01-13,860
2018-01-14,860
2018-01-15,860
2018-01-16,860
2018-01-17,819
2018-01-18,819
2018-01-19,819
2018-01-20,819
2018-01-21,819
2018-01-22,819
2018-01-23,819
2018-01-24,782
2018-01-25,782
2018-01-26,782
2018-01-27,782
2018-01-28,782
2018-01-29,782
2018-01-30,745
2018-01-31,745
2018-02-01,745
2018-02-02,745
2018-02-03,745
2018-02-04,745
2018-02-05,745
2018-02-06,745
2018-02-07,711
2018-02-08,711
2018-02-09,711
2018-02-10,711
2018-02-11,711
2018-02-12,711
2018-02-13,711
2018-02-14,679
2018-02-15,679
2018-02-16,679
2018-02-17,679
2018-02-18,679
2018-02-19,679
2018-02-20,679
2018-02-21,648
2018-02-22,648
2018-02-23,648
2018-02-24,648
2018-02-25,648
2018-02-26,648
2018-02-27,648
2018-02-28,618
2018-03-01,618
2018-03-02,618
2018-03-03,618
2018-03-04,618
2018-03-05,618
2018-03-06,618
2018-03-07,588
2018-03-08,588
2018-03-09,588
2018-03-10,588
2018-03-11,588
2018-03-12,588
2018-03-13,588
2018-03-14,578
2018-03-15,578
2018-03-16,578
2018-03-17,578
2018-03-18,578
2018-03-20,578
2018-03-21,578
2018-03-23,578
2018-03-24,555
2018-03-25,555
2018-03-26,555
2018-03-27,555
2018-03-28,555
2018-03-29,555
2018-03-30,555
2018-03-31,555
2018-04-01,555
2018-04-02,555
2018-04-03,533
2018-04-04,533
2018-04-05,533
2018-04-06,533
2018-04-07,533
2018-04-08,533
2018-04-09,533
2018-04-10,533
2018-04-11,533
2018-04-12,511
2018-04-13,511
2018-04-14,511
2018-04-15,511
2018-04-16,511
2018-04-17,511
2018-04-18,511
2018-04-19,511
2018-04-20,511
2018-04-21,511
2018-04-22,487
2018-04-23,487
2018-04-24,487
2018-04-25,487
2018-04-26,487
2018-04-27,487
2018-04-28,487
2018-04-29,487
2018-04-30,487
2018-05-01,487
2018-05-02,487
2018-05-03,465
2018-05-04,465
2018-05-05,465
2018-05-06,465
2018-05-07,465
2018-05-08,465
2018-05-09,465
2018-05-10,465
2018-05-11,465
2018-05-12,465
2018-05-13,465
2018-05-14,465
2018-05-15,465
2018-05-16,465
2018-05-17,465
2018-05-18,465
2018-05-19,465
2018-05-20,465
2018-05-21,458
2018-05-22,458
2018-05-23,458
2018-05-24,458
2018-05-25,458
2018-05-26,458
2018-05-27,458
2018-05-28,458
2018-05-29,458
2018-05-30,458
2018-05-31,444
2018-06-01,444
2018-06-02,444
2018-06-03,444
2018-06-04,444
2018-06-05,444
2018-06-06,444
2018-06-07,444
2018-06-08,442
2018-06-09,442
2018-06-10,442
2018-06-11,442
2018-06-12,442
2018-06-13,442
2018-06-14,442
2018-06-15,442
2018-06-16,437
2018-06-17,437
2018-06-18,437
2018-06-19,437
2018-06-20,437
2018-06-21,437
2018-06-22,437
2018-06-23,437
2018-06-24,430
2018-06-25,430
2018-06-26,430
2018-06-27,430
2018-06-28,430
2018-06-29,430
2018-06-30,430
2018-07-01,428
2018-07-02,428
2018-07-03,428
2018-07-04,428
2018-07-05,428
2018-07-06,428
2018-07-07,428
2018-07-08,428
2018-07-09,428
2018-07-10,428
2018-07-11,419
2018-07-12,419
2018-07-13,419
2018-07-14,419
2018-07-15,419
2018-07-16,419
2018-07-17,419
2018-07-18,411
2018-07-19,411
2018-07-20,411
2018-07-21,411
2018-07-22,411
2018-07-23,411
2018-07-24,411
2018-07-25,411
2018-07-26,422
2018-07-27,422
2018-07-28,422
2018-07-29,422
2018-07-30,422
2018-07-31,422
2018-08-01,422
2018-08-02,429
2018-08-03,429
2018-08-04,429
2018-08-05,429
2018-08-06,429
2018-08-07,429
2018-08-08,429
2018-08-09,438
2018-08-10,438
2018-08-11,438
2018-08-12,438
2018-08-14,448
2018-08-16,448
2018-08-17,448
2018-08-18,448
2018-08-19,448
2018-08-20,448
2018-08-21,452
2018-08-22,452
2018-08-23,452
2018-08-24,452
2018-08-25,452
2018-08-26,452
2018-08-27,448
2018-08-28,448
2018-08-29,448
2018-08-30,448
2018-08-31,448
2018-09-01,448
2018-09-02,464
2018-09-03,464
2018-09-04,464
2018-09-05,464
2018-09-06,464
2018-09-07,464
2018-09-08,463
2018-09-09,463
2018-09-10,463
2018-09-11,463
2018-09-12,463
2018-09-13,463
2018-09-14,463
2018-09-15,463
2018-09-16,463
2018-09-17,463
2018-09-18,472
2018-09-19,472
2018-09-20,472
2018-09-21,472
2018-09-22,472
2018-09-23,472
2018-09-24,472
2018-09-25,472
2018-09-26,476
2018-09-27,476
2018-09-28,476
2018-09-29,476
2018-09-30,476
2018-10-01,476
2018-10-02,476
2018-10-03,476
2018-10-04,476
2018-10-05,472
2018-10-06,472
2018-10-07,472
2018-10-08,472
2018-10-09,472
2018-10-10,472
2018-10-11,472
2018-10-12,472
2018-10-13,472
2018-10-14,472
2018-10-15,472
2018-10-16,472
2018-10-17,472
2018-10-18,472
2018-10-19,476
2018-10-20,476
2018-10-21,476
2018-10-22,476
2018-10-23,476
2018-10-24,476
2018-10-25,476
2018-10-26,476
2018-10-27,463
2018-10-28,463
2018-10-29,463
2018-10-30,463
2018-10-31,463
2018-11-01,457
2018-11-03,457
2018-11-04,457
2018-11-05,457
2018-11-06,457
2018-11-07,442
2018-11-08,442
2018-11-09,442
2018-11-10,442
2018-11-11,442
2018-11-12,421
2018-11-13,421
2018-11-15,421
2018-11-16,406
2018-11-17,406
2018-11-18,406
2018-11-19,406
2018-11-20,406
2018-11-21,406
2018-11-22,392
2018-11-23,392
2018-11-24,392
2018-11-25,392
2018-11-26,392
2018-11-27,386
2018-11-28,386
2018-11-29,386
2018-12-01,386
2018-12-02,379
2018-12-03,379
2018-12-04,379
2018-12-05,379
2018-12-07,377
2018-12-09,377
2018-12-10,377
2018-12-11,367
2018-12-12,367
2018-12-13,367
2018-12-14,367
2018-12-15,367
2018-12-16,359
2018-12-17,359
2018-12-18,359
2018-12-19,359
2018-12-20,359
2018-12-21,359
2018-12-22,345
2018-12-23,345
2018-12-24,345
2018-12-25,345
2018-12-26,345
2018-12-27,334
2018-12-28,334
2018-12-29,334
2018-12-30,334
2018-12-31,334
2019-01-01,324
2019-01-02,324
2019-01-03,324
2019-01-04,324
2019-01-05,324
2019-01-06,317
2019-01-08,317
2019-01-10,317
2019-01-11,312
2019-01-12,312
2019-01-13,312
2019-01-14,312
2019-01-15,312
2019-01-16,299
2019-01-17,299
2019-01-18,299
2019-01-19,299
2019-01-20,288
2019-01-21,288
2019-01-22,288
2019-01-23,288
2019-01-24,288
2019-01-25,275
2019-01-26,275
2019-01-27,275
2019-01-28,275
2019-01-29,275
2019-01-30,266
2019-01-31,266
2019-02-01,266
2019-02-02,266
2019-02-03,266
2019-02-04,266
2019-02-05,258
2019-02-06,258
2019-02-07,258
2019-02-08,258
2019-02-09,258
2019-02-10,258
2019-02-11,256
2019-02-12,256
2019-02-13,256
2019-02-14,256
2019-02-15,256
2019-02-16,252
2019-02-17,252
2019-02-18,252
2019-02-19,252
2019-02-20,252
2019-02-21,252
2019-02-22,246
2019-02-23,246
2019-02-24,246
2019-02-25,246
2019-02-26,246
2019-02-27,246
2019-02-28,246
2019-03-01,246
2019-03-02,246
2019-03-03,246
2019-03-04,246
2019-03-05,240
2019-03-06,240
2019-03-07,240
2019-03-08,240
2019-03-09,240
2019-03-10,240
2019-03-11,233
2019-03-12,233
2019-03-13,233
2019-03-14,233
2019-03-15,233
2019-03-16,233
2019-03-17,238
2019-03-18,238
2019-03-19,238
2019-03-20,238
2019-03-21,238
2019-03-22,238
2019-03-23,241
2019-03-24,241
2019-03-25,241
2019-03-26,241
2019-03-27,241
2019-03-28,241
2019-03-29,249
2019-03-30,249
2019-03-31,249
2019-04-01,249
2019-04-02,249
2019-04-03,249
2019-04-04,249
2019-04-05,249
2019-04-06,248
2019-04-07,248
2019-04-08,248
2019-04-09,248
2019-04-10,248
2019-04-11,248
2019-04-12,248
2019-04-13,252
2019-04-14,252
2019-04-15,252
2019-04-16,252
2019-04-17,252
2019-04-18,252
2019-04-19,252
2019-04-20,241
2019-04-21,241
2019-04-22,241
2019-04-23,241
2019-04-24,241
2019-04-25,241
2019-04-26,241
2019-04-27,243
2019-04-28,243
2019-04-29,243
2019-04-30,243
2019-05-01,243
2019-05-02,243
2019-05-03,243
2019-05-04,252
2019-05-05,252
2019-05-06,252
2019-05-07,252
2019-05-08,252
2019-05-09,252
2019-05-10,252
2019-05-11,259
2019-05-12,259
2019-05-13,259
2019-05-14,259
2019-05-15,259
2019-05-16,259
2019-05-17,259
2019-05-18,269
2019-05-19,269
2019-05-20,269
2019-05-21,269
