date_obj,Red%20robe%20bottoms price
2015-03-04,14200
2015-03-05,14200
2015-03-06,14200
2015-03-07,14200
2015-03-08,14200
2015-03-09,14200
2015-03-10,13544
2015-03-11,13544
2015-03-12,13544
2015-03-13,13544
2015-03-14,13544
2015-03-15,13544
2015-03-16,13544
2015-03-17,13544
2015-03-18,13544
2015-03-19,13544
2015-03-20,13544
2015-03-21,13544
2015-03-22,13544
2015-03-23,13544
2015-03-24,12892
2015-03-25,12892
2015-03-26,12892
2015-03-27,12892
2015-03-28,12892
2015-03-29,12892
2015-03-30,12892
2015-03-31,12892
2015-04-01,12892
2015-04-02,12892
2015-04-03,12892
2015-04-04,12892
2015-04-05,12892
2015-04-06,12892
2015-04-07,12263
2015-04-08,12263
2015-04-09,12263
2015-04-10,12263
2015-04-11,12263
2015-04-12,12263
2015-04-13,12263
2015-04-14,12263
2015-04-15,12263
2015-04-16,12263
2015-04-17,12263
2015-04-18,12263
2015-04-19,12263
2015-04-20,12263
2015-04-21,12263
2015-04-22,12263
2015-04-23,11658
2015-04-24,11658
2015-04-25,11658
2015-04-26,11658
2015-04-27,11658
2015-04-28,11658
2015-04-29,11658
2015-04-30,11658
2015-05-01,11658
2015-05-02,11658
2015-05-03,11658
2015-05-04,11658
2015-05-05,11658
2015-05-06,11658
2015-05-07,11658
2015-05-08,11658
2015-05-09,11658
2015-05-10,11658
2015-05-11,11658
2015-05-12,11078
2015-05-13,11078
2015-05-14,11078
2015-05-15,11078
2015-05-16,11078
2015-05-17,11078
2015-05-18,11078
2015-05-19,11078
2015-05-20,11078
2015-05-21,11078
2015-05-22,11078
2015-05-23,11078
2015-05-24,11078
2015-05-25,11078
2015-05-26,11078
2015-05-27,11078
2015-05-28,10524
2015-05-29,10524
2015-05-30,10524
2015-05-31,10524
2015-06-01,10524
2015-06-02,10524
2015-06-03,10524
2015-06-04,10524
2015-06-05,10524
2015-06-06,10524
2015-06-07,10524
2015-06-08,10014
2015-06-09,10014
2015-06-10,10014
2015-06-11,10014
2015-06-12,10014
2015-06-13,10014
2015-06-14,10014
2015-06-15,10014
2015-06-16,10014
2015-06-17,10014
2015-06-18,10014
2015-06-19,10014
2015-06-20,10014
2015-06-21,9521
2015-06-22,9521
2015-06-23,9521
2015-06-24,9521
2015-06-25,9521
2015-06-26,9521
2015-06-27,9521
2015-06-28,9521
2015-06-29,9521
2015-06-30,9521
2015-07-01,9521
2015-07-02,9521
2015-07-03,9049
2015-07-04,9049
2015-07-05,9049
2015-07-06,9049
2015-07-07,9049
2015-07-08,9049
2015-07-09,9049
2015-07-10,9049
2015-07-11,9049
2015-07-12,9049
2015-07-13,9049
2015-07-14,9049
2015-07-15,9049
2015-07-16,8602
2015-07-17,8602
2015-07-18,8602
2015-07-19,8602
2015-07-20,8602
2015-07-21,8602
2015-07-22,8602
2015-07-23,8602
2015-07-24,8602
2015-07-25,8602
2015-07-26,8602
2015-07-27,8251
2015-07-28,8251
2015-07-29,8251
2015-07-30,8251
2015-07-31,8251
2015-08-01,8251
2015-08-02,8251
2015-08-03,8251
2015-08-04,8251
2015-08-05,8251
2015-08-06,8251
2015-08-07,8251
2015-08-08,7849
2015-08-09,7849
2015-08-10,7849
2015-08-11,7849
2015-08-12,7849
2015-08-13,7849
2015-08-14,7849
2015-08-15,7849
2015-08-16,7849
2015-08-17,7849
2015-08-18,7849
2015-08-19,7469
2015-08-20,7469
2015-08-21,7469
2015-08-22,7469
2015-08-23,7469
2015-08-24,7469
2015-08-25,7469
2015-08-26,7469
2015-08-27,7469
2015-08-28,7469
2015-08-29,7469
2015-08-30,7469
2015-08-31,7104
2015-09-02,7104
2015-09-07,7104
2015-09-08,7104
2015-09-10,7104
2015-09-14,6757
2015-09-16,6757
2015-09-22,6757
2015-09-23,6757
2015-09-24,6757
2015-09-25,6432
2015-09-27,6432
2015-09-28,6432
2015-09-29,6432
2015-09-30,6432
2015-10-05,6432
2015-10-06,6432
2015-10-07,6432
2015-10-08,6115
2015-10-09,6115
2015-10-10,6115
2015-10-11,6115
2015-10-12,6115
2015-10-13,6115
2015-10-14,6115
2015-10-15,6115
2015-10-16,6115
2015-10-17,6115
2015-10-18,6115
2015-10-19,6115
2015-10-20,6115
2015-10-22,5818
2015-10-23,5818
2015-10-24,5818
2015-10-25,5818
2015-10-26,5818
2015-10-27,5818
2015-10-29,5818
2015-10-30,5818
2015-10-31,5818
2015-11-01,5818
2015-11-02,5818
2015-11-03,5818
2015-11-04,5818
2015-11-05,5537
2015-11-06,5537
2015-11-07,5537
2015-11-08,5537
2015-11-09,5537
2015-11-10,5537
2015-11-11,5537
2015-11-12,5537
2015-11-13,5537
2015-11-14,5537
2015-11-15,5537
2015-11-16,5537
2015-11-17,5537
2015-11-18,5537
2015-11-19,5321
2015-11-20,5321
2015-11-21,5321
2015-11-22,5321
2015-11-23,5321
2015-11-24,5321
2015-11-25,5321
2015-11-26,5321
2015-11-27,5321
2015-11-28,5321
2015-11-29,5321
2015-11-30,5321
2015-12-01,5083
2015-12-02,5083
2015-12-03,5083
2015-12-04,5083
2015-12-05,5083
2015-12-06,5083
2015-12-07,5083
2015-12-08,5083
2015-12-09,5083
2015-12-10,5083
2015-12-11,5083
2015-12-12,5083
2015-12-13,4836
2015-12-14,4836
2015-12-15,4836
2015-12-16,4836
2015-12-17,4836
2015-12-18,4836
2015-12-19,4836
2015-12-20,4836
2015-12-21,4836
2015-12-22,4836
2015-12-23,4836
2015-12-24,4836
2015-12-25,4836
2015-12-26,4636
2015-12-27,4636
2015-12-28,4636
2015-12-29,4636
2015-12-30,4636
2015-12-31,4636
2016-01-01,4636
2016-01-02,4636
2016-01-03,4636
2016-01-04,4636
2016-01-05,4636
2016-01-06,4636
2016-01-07,4423
2016-01-08,4423
2016-01-09,4423
2016-01-10,4423
2016-01-11,4423
2016-01-12,4423
2016-01-13,4423
2016-01-14,4423
2016-01-15,4423
2016-01-16,4423
2016-01-17,4423
2016-01-18,4423
2016-01-19,4204
2016-01-20,4204
2016-01-21,4204
2016-01-22,4204
2016-01-23,4204
2016-01-24,4204
2016-01-25,4204
2016-01-26,4204
2016-01-27,4204
2016-01-28,4204
2016-01-29,4000
2016-01-30,4000
2016-01-31,4000
2016-02-01,4000
2016-02-02,4000
2016-02-03,4000
2016-02-04,4000
2016-02-05,4000
2016-02-06,4000
2016-02-07,4000
2016-02-08,4000
2016-02-09,4000
2016-02-10,4000
2016-02-11,3805
2016-02-12,3805
2016-02-13,3805
2016-02-14,3805
2016-02-15,3805
2016-02-16,3805
2016-02-17,3805
2016-02-18,3805
2016-02-19,3805
2016-02-20,3805
2016-02-21,3805
2016-02-22,3805
2016-02-23,3622
2016-02-24,3622
2016-02-25,3622
2016-02-26,3622
2016-02-27,3622
2016-02-28,3622
2016-02-29,3622
2016-03-01,3622
2016-03-02,3622
2016-03-03,3622
2016-03-04,3622
2016-03-05,3622
2016-03-06,3443
2016-03-07,3443
2016-03-08,3443
2016-03-09,3443
2016-03-10,3443
2016-03-11,3443
2016-03-12,3443
2016-03-13,3443
2016-03-14,3443
2016-03-15,3443
2016-03-16,3443
2016-03-17,3282
2016-03-18,3282
2016-03-19,3282
2016-03-20,3282
2016-03-21,3282
2016-03-22,3282
2016-03-23,3282
2016-03-24,3282
2016-03-25,3282
2016-03-26,3282
2016-03-27,3282
2016-03-28,3117
2016-03-29,3117
2016-03-30,3117
2016-03-31,3117
2016-04-01,3117
2016-04-02,3117
2016-04-03,3117
2016-04-04,3117
2016-04-05,3117
2016-04-06,3117
2016-04-07,3117
2016-04-08,3117
2016-04-09,3117
2016-04-10,2965
2016-04-11,2965
2016-04-12,2965
2016-04-13,2965
2016-04-14,2965
2016-04-15,2965
2016-04-16,2965
2016-04-17,2965
2016-04-18,2965
2016-04-19,2965
2016-04-20,2965
2016-04-21,2823
2016-04-22,2823
2016-04-23,2823
2016-04-24,2823
2016-04-25,2823
2016-04-26,2823
2016-04-27,2823
2016-04-28,2823
2016-04-29,2823
2016-04-30,2823
2016-05-01,2823
2016-05-02,2688
2016-05-03,2688
2016-05-04,2688
2016-05-05,2688
2016-05-06,2688
2016-05-07,2688
2016-05-08,2688
2016-05-09,2688
2016-05-10,2688
2016-05-11,2688
2016-05-12,2688
2016-05-13,2557
2016-05-14,2557
2016-05-15,2557
2016-05-16,2557
2016-05-17,2557
2016-05-18,2557
2016-05-19,2557
2016-05-22,2557
2016-05-23,2557
2016-05-24,2439
2016-05-25,2439
2016-05-26,2439
2016-05-27,2439
2016-05-28,2439
2016-05-29,2439
2016-05-30,2439
2016-05-31,2439
2016-06-01,2439
2016-06-02,2439
2016-06-03,2439
2016-06-04,2321
2016-06-05,2321
2016-06-06,2321
2016-06-07,2321
2016-06-08,2321
2016-06-09,2321
2016-06-10,2321
2016-06-11,2321
2016-06-12,2321
2016-06-13,2321
2016-06-14,2232
2016-06-15,2232
2016-06-16,2232
2016-06-17,2232
2016-06-18,2232
2016-06-19,2232
2016-06-20,2232
2016-06-21,2232
2016-06-22,2232
2016-06-23,2232
2016-06-24,2232
2016-06-25,2147
2016-06-26,2147
2016-06-27,2147
2016-06-28,2147
2016-06-29,2147
2016-06-30,2147
2016-07-01,2147
2016-07-02,2147
2016-07-03,2147
2016-07-04,2147
2016-07-05,2147
2016-07-06,2147
2016-07-07,2147
2016-07-08,2085
2016-07-09,2085
2016-07-10,2085
2016-07-11,2085
2016-07-12,2085
2016-07-13,2085
2016-07-14,2085
2016-07-15,2085
2016-07-16,2085
2016-07-17,2085
2016-07-18,2085
2016-07-23,1987
2016-07-24,1987
2016-07-25,1987
2016-07-26,1987
2016-07-27,1987
2016-07-28,1987
2016-07-29,1987
2016-07-30,1987
2016-07-31,1987
2016-08-01,1888
2016-08-02,1888
2016-08-03,1888
2016-08-04,1888
2016-08-05,1888
2016-08-06,1888
2016-08-07,1888
2016-08-08,1888
