date_obj,Ensouled%20scorpion%20head price
2016-10-17,592
2016-10-18,592
2016-10-19,583
2016-10-20,583
2016-10-21,608
2016-10-22,608
2016-10-23,639
2016-10-24,645
2016-10-25,645
2016-10-26,615
2016-10-27,615
2016-10-28,591
2016-10-29,584
2016-10-30,584
2016-10-31,585
2016-11-01,585
2016-11-02,615
2016-11-03,615
2016-11-04,646
2016-11-05,646
2016-11-06,651
2016-11-07,625
2016-11-08,609
2016-11-09,610
2016-11-10,610
2016-11-11,582
2016-11-12,560
2016-11-13,560
2016-11-14,544
2016-11-15,544
2016-12-07,642
2016-12-08,650
2016-12-09,675
2016-12-10,675
2016-12-11,655
2016-12-12,634
2016-12-13,608
2016-12-14,579
2016-12-15,579
2016-12-16,568
2016-12-17,549
2016-12-18,549
2016-12-19,552
2016-12-20,554
2016-12-21,540
2016-12-22,540
2016-12-23,557
2016-12-24,557
2016-12-25,585
2016-12-26,606
2016-12-27,620
2016-12-28,636
2016-12-29,614
2016-12-30,612
2016-12-31,619
2017-01-01,621
2017-01-02,652
2017-01-03,652
2017-01-04,656
2017-01-05,656
2017-01-06,684
2017-01-07,719
2017-01-08,755
2017-01-09,736
2017-01-10,702
2017-01-11,697
2017-01-12,663
2017-01-13,663
2017-01-14,636
2017-01-15,606
2017-01-16,620
2017-01-17,621
2017-01-18,602
2017-01-19,602
2017-01-20,619
2017-01-21,602
2017-01-22,579
2017-01-23,604
2017-01-27,638
2017-01-28,670
2017-01-29,704
2017-01-30,740
2017-01-31,747
2017-02-01,734
2017-02-02,750
2017-02-03,777
2017-02-04,816
2017-02-05,857
2017-02-06,900
2017-02-07,945
2017-02-08,982
2017-02-09,982
2017-02-10,948
2017-02-11,982
2017-02-12,982
2017-02-13,980
2017-02-14,1018
2017-02-15,1054
2017-02-16,1021
2017-02-18,1041
2017-02-19,1003
2017-02-20,1007
2017-02-21,1004
2017-02-22,987
2017-02-23,972
2017-02-24,972
2017-02-25,930
2017-02-26,956
2017-02-27,936
2017-02-28,936
2017-03-01,949
2017-03-02,916
2017-03-03,873
2017-03-04,866
2017-03-05,895
2017-03-06,900
2017-03-07,916
2017-03-08,941
2017-03-09,953
2017-03-10,993
2017-03-11,1041
2017-03-12,1009
2017-03-13,992
2017-03-14,992
2017-03-15,1042
2017-03-16,1095
2017-03-17,1150
2017-03-18,1148
2017-03-19,1090
2017-03-20,1074
2017-03-21,1047
2017-03-22,999
2017-03-23,961
2017-03-24,996
2017-03-25,996
2017-03-26,996
2017-03-27,981
2017-03-28,1031
2017-03-29,996
2017-03-30,970
2017-03-31,989
2017-04-01,1000
2017-04-02,1000
2017-04-03,978
2017-04-04,1027
2017-04-12,1055
2017-04-13,1098
2017-04-14,1107
2017-04-15,1085
2017-04-16,1069
2017-04-17,1048
2017-04-18,1032
2017-04-19,1023
2017-04-20,1075
2017-04-21,1129
2017-04-22,1127
2017-04-23,1093
2017-04-24,1069
2017-04-25,1050
2017-04-26,1083
2017-04-27,1138
2017-04-28,1195
2017-04-29,1255
2017-04-30,1300
2017-05-01,1313
2017-05-02,1300
2017-05-03,1273
2017-05-04,1209
2017-05-05,1148
2017-05-06,1095
2017-05-07,1083
2017-05-08,1033
2017-05-09,995
2017-05-10,945
2017-05-11,944
2017-05-12,896
2017-05-13,887
2017-05-14,850
2017-05-15,874
2017-05-16,902
2017-05-17,866
2017-05-18,834
2017-05-19,846
2017-05-20,833
2017-05-21,833
2017-05-22,856
2017-05-23,875
2017-05-24,898
2017-05-25,906
2017-05-26,920
2017-05-27,966
2017-05-28,979
2017-05-29,939
2017-05-30,961
2017-05-31,996
2017-06-01,1046
2017-06-02,1099
2017-06-03,1111
2017-06-04,1102
2017-06-05,1053
2017-06-06,1005
2017-06-07,1038
2017-06-08,991
2017-06-09,941
2017-06-10,896
2017-06-11,941
2017-06-12,989
2017-06-13,990
2017-06-14,980
2017-06-15,939
2017-06-16,928
2017-06-17,887
2017-06-18,901
2017-06-19,901
2017-06-20,864
2017-06-21,853
2017-06-22,864
2017-06-23,864
2017-06-24,833
2017-06-25,869
2017-06-26,906
2017-06-27,885
2017-06-28,883
2017-06-29,884
2017-06-30,866
2017-07-01,840
2017-07-02,835
2017-07-03,853
2017-07-04,850
2017-07-05,850
2017-07-06,854
2017-07-07,854
2017-07-08,861
2017-07-13,930
2017-07-14,929
2017-07-15,891
2017-07-16,894
2017-07-17,931
2017-07-18,978
2017-07-19,982
2017-07-20,942
2017-07-21,979
2017-07-22,1028
2017-07-23,1079
2017-07-24,1115
2017-07-25,1171
2017-07-26,1176
2017-07-27,1175
2017-07-28,1139
2017-07-29,1098
2017-07-30,1086
2017-07-31,1086
2017-08-01,1082
2017-08-02,1080
2017-08-03,1044
2017-08-04,1014
2017-08-05,1021
2017-08-06,1073
2017-08-09,985
2017-08-10,971
2017-08-11,967
2017-08-12,939
2017-08-13,970
2017-08-14,958
2017-08-15,977
2017-08-16,986
2017-08-17,1016
2017-08-18,1016
2017-08-19,1024
2017-08-20,1035
2017-08-21,1075
2017-08-22,1117
2017-08-23,1131
2017-08-24,1080
2017-08-25,1035
2017-08-26,992
2017-08-27,1041
2017-08-28,1078
2017-08-29,1072
2017-08-30,1031
2017-08-31,984
2017-09-01,934
2017-09-02,948
2017-09-03,948
2017-09-04,972
2017-09-05,1021
2017-09-06,1041
2017-09-07,1028
2017-09-08,1056
2017-09-09,1030
2017-09-10,983
2017-09-11,935
2017-09-12,895
2017-09-13,926
2017-09-14,940
2017-09-15,940
2017-09-16,978
2017-09-17,993
2017-09-18,971
2017-09-19,964
2017-09-20,953
2017-09-21,1001
2017-09-22,1001
2017-09-23,960
2017-09-24,988
2017-09-25,952
2017-09-26,908
2017-09-27,894
2017-09-28,908
2017-09-29,890
2017-09-30,887
2017-10-01,892
2017-10-02,865
2017-10-03,829
2017-10-04,852
2017-10-05,853
2017-10-06,854
2017-10-07,855
2017-10-08,886
2017-10-09,903
2017-10-10,912
2017-10-11,912
2017-10-12,911
2017-10-13,910
2017-10-14,911
2017-10-15,950
2017-10-16,948
2017-10-17,948
2017-10-18,954
2017-10-19,959
2017-10-20,970
2017-10-21,998
2017-10-22,964
2017-10-23,988
2017-10-24,1036
2017-10-25,1027
2017-10-26,991
2017-10-27,941
2017-10-28,941
2017-10-29,938
2017-10-30,898
2017-10-31,856
2017-11-01,860
2017-11-02,847
2017-11-03,885
2017-11-04,910
2017-11-05,932
2017-11-06,931
2017-11-07,960
2017-11-08,930
2017-11-09,938
2017-11-10,961
2017-11-11,946
2017-11-12,968
2017-11-13,993
2017-11-14,977
2017-11-15,978
2017-11-16,983
2017-11-17,981
2017-11-18,1010
2017-11-19,1029
2017-11-20,1015
2017-11-21,1009
2017-11-22,1006
2017-11-23,1003
2017-11-24,973
2017-11-25,943
2017-11-26,907
2017-11-27,907
2017-11-28,922
2017-11-29,954
2017-11-30,944
2017-12-01,909
2017-12-02,867
2017-12-03,879
2017-12-04,869
2017-12-05,887
2017-12-06,932
2017-12-07,932
2017-12-08,902
2017-12-09,908
2017-12-10,880
2017-12-11,882
2017-12-12,869
2017-12-13,830
2017-12-14,834
2017-12-15,876
2017-12-16,920
2017-12-17,928
2017-12-18,888
2017-12-19,843
2017-12-20,804
2017-12-21,794
2017-12-22,814
2017-12-23,788
2017-12-24,798
2017-12-25,802
2017-12-26,823
2017-12-27,865
2017-12-28,909
2017-12-29,953
2017-12-30,957
2017-12-31,913
2018-01-01,872
2018-01-02,900
2018-01-03,864
2018-01-04,831
2018-01-05,873
2018-01-06,907
2018-01-07,907
2018-01-08,881
2018-01-09,839
2018-01-10,881
2018-01-11,880
2018-01-12,842
2018-01-13,869
2018-01-14,827
2018-01-15,785
2018-01-16,784
2018-01-17,796
2018-01-18,759
2018-01-19,767
2018-01-20,779
2018-01-21,791
2018-01-22,797
2018-01-23,778
2018-01-25,776
2018-01-26,750
2018-01-27,788
2018-01-28,811
2018-01-29,842
2018-01-30,841
2018-01-31,836
2018-02-01,859
2018-02-02,901
2018-02-03,947
2018-02-04,952
2018-02-05,948
2018-02-06,941
2018-02-07,980
2018-02-08,1028
2018-02-09,1080
2018-02-10,1080
2018-02-11,1081
2018-02-12,1026
2018-02-13,1011
2018-02-14,961
2018-02-15,940
2018-02-16,967
2018-02-17,918
2018-02-18,882
2018-02-19,900
2018-02-20,934
2018-02-21,914
2018-02-22,933
2018-02-23,980
2018-02-24,993
2018-02-25,971
2018-02-26,970
2018-02-27,973
2018-02-28,944
2018-03-01,913
2018-03-02,919
2018-03-03,899
2018-03-04,928
2018-03-05,908
2018-03-06,910
2018-03-07,911
2018-03-08,914
2018-03-09,951
2018-03-10,934
2018-03-11,924
2018-03-12,922
2018-03-13,918
2018-03-14,964
2018-03-15,966
2018-03-16,937
2018-03-17,983
2018-03-18,1033
2018-03-20,1140
2018-03-21,1197
2018-03-23,1264
2018-03-24,1260
2018-03-25,1264
2018-03-26,1277
2018-03-27,1226
2018-03-28,1175
2018-03-29,1116
2018-03-30,1060
2018-03-31,1055
2018-04-01,1072
2018-04-02,1074
2018-04-03,1079
2018-04-04,1072
2018-04-05,1078
2018-04-06,1091
2018-04-07,1097
2018-04-08,1101
2018-04-09,1131
2018-04-10,1182
2018-04-11,1152
2018-04-12,1167
2018-04-13,1123
2018-04-14,1080
2018-04-15,1078
2018-04-16,1072
2018-04-17,1112
2018-04-18,1083
2018-04-19,1082
2018-04-20,1089
2018-04-21,1087
2018-04-22,1105
2018-04-23,1144
2018-04-24,1144
2018-04-25,1159
2018-04-26,1144
2018-04-27,1145
2018-04-28,1160
2018-04-29,1159
2018-04-30,1160
2018-05-01,1172
2018-05-03,1160
2018-05-04,1160
2018-05-05,1160
2018-05-07,1160
2018-05-08,1163
2018-05-09,1168
2018-05-10,1159
2018-05-11,1159
2018-05-12,1164
2018-05-13,1162
2018-05-14,1166
2018-05-15,1161
2018-05-16,1160
2018-05-17,1162
2018-05-18,1176
2018-05-19,1159
2018-05-20,1161
2018-05-21,1159
2018-05-22,1159
2018-05-23,1169
2018-05-24,1160
2018-05-25,1200
2018-05-26,1154
2018-05-27,1105
2018-05-28,1049
2018-05-29,1031
2018-05-30,989
2018-05-31,948
2018-06-01,925
2018-06-02,971
2018-06-03,968
2018-06-04,928
2018-06-05,884
2018-06-06,856
2018-06-07,843
2018-06-08,884
2018-06-09,888
2018-06-10,897
2018-06-11,912
2018-06-12,901
2018-06-13,942
2018-06-14,907
2018-06-15,918
2018-06-16,890
2018-06-17,891
2018-06-18,888
2018-06-19,847
2018-06-20,809
2018-06-21,773
2018-06-22,763
2018-06-23,786
2018-06-24,806
2018-06-25,846
2018-06-26,879
2018-06-27,901
2018-06-28,935
2018-06-29,903
2018-06-30,878
2018-07-01,853
2018-07-02,824
2018-07-03,813
2018-07-04,854
2018-07-05,897
2018-07-06,896
2018-07-07,866
2018-07-08,843
2018-07-09,860
2018-07-10,903
2018-07-11,939
2018-07-12,904
2018-07-13,897
2018-07-14,941
2018-07-15,924
2018-07-16,951
2018-07-17,996
2018-07-18,1021
2018-07-19,1000
2018-07-20,998
2018-07-21,1020
2018-07-22,1006
2018-07-23,1008
2018-07-24,1008
2018-07-25,1009
2018-07-26,1012
2018-07-27,1005
2018-07-28,987
2018-07-29,939
2018-07-30,897
2018-07-31,894
2018-08-01,862
2018-08-02,851
2018-08-03,834
2018-08-04,816
2018-08-05,848
2018-08-06,883
2018-08-07,880
2018-08-08,906
2018-08-09,952
2018-08-10,999
2018-08-11,1027
2018-08-12,1006
2018-08-14,948
2018-08-16,950
2018-08-17,902
2018-08-18,857
2018-08-19,833
2018-08-20,840
2018-08-21,852
2018-08-22,821
2018-08-23,855
2018-08-24,898
2018-08-25,871
2018-08-26,831
2018-08-27,796
2018-08-28,779
2018-08-29,806
2018-08-30,781
2018-08-31,775
2018-09-01,773
2018-09-02,794
2018-09-03,830
2018-09-04,797
2018-09-05,797
2018-09-06,800
2018-09-07,806
2018-09-08,801
2018-09-09,777
2018-09-10,753
2018-09-11,749
2018-09-12,734
2018-09-13,713
2018-09-14,727
2018-09-15,740
2018-09-16,733
2018-09-17,754
2018-09-18,792
2018-09-19,798
2018-09-20,821
2018-09-21,835
2018-09-22,858
2018-09-23,871
2018-09-24,896
2018-09-25,871
2018-09-26,874
2018-09-27,910
2018-09-28,902
2018-09-29,936
2018-09-30,961
2018-10-01,942
2018-10-02,961
2018-10-03,951
2018-10-04,917
2018-10-05,895
2018-10-06,863
2018-10-07,828
2018-10-08,810
2018-10-09,821
2018-10-10,787
2018-10-11,801
2018-10-12,801
2018-10-13,818
2018-10-14,829
2018-10-15,870
2018-10-16,910
2018-10-17,933
2018-10-18,980
2018-10-19,1029
2018-10-20,1075
2018-10-21,1026
2018-10-22,1002
2018-10-23,959
2018-10-24,912
2018-10-25,877
2018-10-26,865
2018-10-27,821
2018-10-28,793
2018-10-29,798
2018-10-30,784
2018-10-31,788
2018-11-01,793
2018-11-03,769
2018-11-04,752
2018-11-05,759
2018-11-06,760
2018-11-07,770
2018-11-08,764
2018-11-09,792
2018-11-10,784
2018-11-11,801
2018-11-12,832
2018-11-13,860
2018-11-14,821
2018-11-15,805
2018-11-16,837
2018-11-17,847
2018-11-18,815
2018-11-19,793
2018-11-20,771
2018-11-21,736
2018-11-22,755
2018-11-23,736
2018-11-24,743
2018-11-25,750
2018-11-26,773
2018-11-27,785
2018-11-28,746
2018-11-29,741
2018-12-01,756
2018-12-02,740
2018-12-03,706
2018-12-04,709
2018-12-05,741
2018-12-07,726
2018-12-09,721
2018-12-10,739
2018-12-11,702
2018-12-12,698
2018-12-13,727
2018-12-14,755
2018-12-15,793
2018-12-16,830
2018-12-17,847
2018-12-18,818
2018-12-19,838
2018-12-20,796
2018-12-21,756
2018-12-22,718
2018-12-23,694
2018-12-24,710
2018-12-25,725
2018-12-26,723
2018-12-27,754
2018-12-28,721
2018-12-29,722
2018-12-30,758
2018-12-31,764
2019-01-01,726
2019-01-02,705
2019-01-03,733
2019-01-04,748
2019-01-05,760
2019-01-06,792
2019-01-08,874
2019-01-10,873
2019-01-11,917
2019-01-12,930
2019-01-13,970
2019-01-14,976
2019-01-15,979
2019-01-16,991
2019-01-17,967
2019-01-18,918
2019-01-19,873
2019-01-20,830
2019-01-21,795
2019-01-22,783
2019-01-23,779
2019-01-24,769
2019-01-25,770
2019-01-26,751
2019-01-27,779
2019-01-28,800
2019-01-29,822
2019-01-30,850
2019-01-31,824
2019-02-01,795
2019-02-02,760
2019-02-03,786
2019-02-04,802
2019-02-05,803
2019-02-06,779
2019-02-07,783
2019-02-08,783
2019-02-09,784
2019-02-10,787
2019-02-11,807
2019-02-12,823
2019-02-13,852
2019-02-14,857
2019-02-15,853
2019-02-16,863
2019-02-17,880
2019-02-18,924
2019-02-19,962
2019-02-20,1011
2019-02-21,1050
2019-02-22,998
2019-02-23,961
2019-02-24,912
2019-02-25,870
2019-02-26,901
2019-02-27,879
2019-02-28,851
2019-03-01,841
2019-03-02,843
2019-03-03,844
2019-03-04,872
2019-03-05,831
2019-03-06,809
2019-03-07,823
2019-03-08,840
2019-03-09,858
2019-03-10,858
2019-03-11,880
2019-03-12,882
2019-03-13,908
2019-03-14,912
2019-03-15,880
2019-03-16,856
2019-03-17,843
2019-03-18,821
2019-03-19,816
2019-03-20,798
2019-03-21,802
2019-03-22,824
2019-03-23,834
2019-03-24,860
2019-03-25,887
2019-03-26,866
2019-03-27,844
2019-03-28,839
2019-03-29,858
2019-03-30,883
2019-03-31,905
2019-04-01,912
2019-04-02,866
2019-04-03,885
2019-04-04,896
2019-04-05,890
2019-04-06,845
2019-04-07,832
2019-04-08,810
2019-04-09,819
2019-04-10,805
2019-04-11,830
2019-04-12,840
2019-04-13,856
2019-04-14,863
2019-04-15,861
2019-04-16,875
2019-04-17,875
2019-04-18,885
2019-04-19,915
2019-04-20,903
2019-04-21,903
2019-04-22,909
2019-04-23,894
2019-04-24,859
2019-04-25,851
2019-04-26,862
2019-04-27,906
2019-04-28,937
2019-04-29,982
2019-04-30,1006
2019-05-01,960
2019-05-02,990
2019-05-03,990
2019-05-04,963
2019-05-05,935
2019-05-06,926
2019-05-07,919
2019-05-08,878
2019-05-09,844
2019-05-10,835
2019-05-11,825
2019-05-12,796
2019-05-13,812
2019-05-14,787
2019-05-15,827
2019-05-16,807
2019-05-17,815
2019-05-18,790
2019-05-19,809
2019-05-20,789
2019-05-21,816
2019-05-22,827
2019-05-23,785
2019-05-24,745
2019-05-25,726
2019-05-26,763
2019-05-27,777
2019-05-28,799
2019-05-29,831
2019-05-30,871
2019-05-31,911
2019-06-01,913
2019-06-02,930
2019-06-03,883
2019-06-04,848
2019-06-05,841
2019-06-06,798
2019-06-07,779
2019-06-08,752
2019-06-09,783
2019-06-10,744
2019-06-11,745
2019-06-12,746
2019-06-13,775
2019-06-14,758
2019-06-15,782
2019-06-16,785
2019-06-17,785
2019-06-18,825
2019-06-19,846
2019-06-20,858
2019-06-21,846
2019-06-22,870
2019-06-23,882
2019-06-24,899
2019-06-25,860
2019-06-26,891
2019-06-27,894
2019-06-28,873
2019-06-29,884
2019-06-30,904
2019-07-01,858
2019-07-02,815
2019-07-03,828
2019-07-04,828
2019-07-05,824
2019-07-06,818
2019-07-07,851
2019-07-08,883
2019-07-09,912
2019-07-10,903
2019-07-11,899
2019-07-12,893
2019-07-13,904
2019-07-14,888
2019-07-15,883
2019-07-16,886
2019-07-17,888
2019-07-18,903
2019-07-19,896
2019-07-20,894
2019-07-21,909
2019-07-22,930
2019-07-23,909
2019-07-24,920
2019-07-25,899
2019-07-26,893
2019-07-27,878
2019-07-28,834
2019-07-29,826
2019-07-30,802
2019-07-31,777
2019-08-01,801
2019-08-02,805
2019-08-03,821
2019-08-04,798
2019-08-05,819
2019-08-06,839
2019-08-07,853
2019-08-08,896
2019-08-09,920
2019-08-10,879
2019-08-11,835
2019-08-12,843
2019-08-13,867
2019-08-14,882
2019-08-15,889
2019-08-16,848
2019-08-17,839
2019-08-18,825
2019-08-19,798
2019-08-20,780
2019-08-21,748
2019-08-22,757
2019-08-23,795
2019-08-24,829
2019-08-24,829
2019-08-25,821
2019-08-25,821
2019-08-26,860
2019-08-27,883
2019-08-27,883
2019-08-28,897
2019-08-29,905
2019-08-30,903
2019-08-31,904
2019-09-01,894
2019-09-02,881
2019-09-03,886
2019-09-04,908
2019-09-05,930
2019-09-06,977
2019-09-07,1011
2019-09-08,1014
2019-09-09,1008
2019-09-10,966
2019-09-11,917
2019-09-12,871
2019-09-13,827
2019-09-14,802
2019-09-15,837
2019-09-16,878
2019-09-17,841
2019-09-18,812
2019-09-19,814
2019-09-20,831
2019-09-21,863
2019-09-22,869
2019-09-23,836
2019-09-24,858
2019-09-25,867
2019-09-26,830
2019-09-27,792
2019-09-28,770
2019-09-29,773
2019-09-30,772
2019-10-01,774
2019-10-02,760
2019-10-03,753
2019-10-04,752
2019-10-05,772
2019-10-06,781
2019-10-07,773
2019-10-08,781
2019-10-09,778
2019-10-10,787
2019-10-11,791
2019-10-12,806
2019-10-13,803
2019-10-14,816
2019-10-15,814
2019-10-16,839
2019-10-17,817
2019-10-18,833
2019-10-19,828
2019-10-20,844
2019-10-21,833
2019-10-22,834
2019-10-23,833
2019-10-24,834
2019-10-25,833
2019-10-26,832
2019-10-27,806
2019-10-28,786
2019-10-29,754
2019-10-30,754
2019-10-31,787
2019-11-01,796
2019-11-02,812
2019-11-03,838
2019-11-04,836
2019-11-05,835
2019-11-06,835
2019-11-07,835
2019-11-08,835
2019-11-09,795
2019-11-10,777
2019-11-11,809
2019-11-12,826
2019-11-13,847
2019-11-14,811
2019-11-15,770
2019-11-16,736
2019-11-17,740
2019-11-18,720
2019-11-19,725
2019-11-20,720
2019-11-21,734
2019-11-22,770
2019-11-23,788
2019-11-24,751
2019-11-25,733
2019-11-26,765
2019-11-27,765
2019-11-28,802
2019-11-29,782
2019-11-30,808
2019-12-01,788
2019-12-02,796
2019-12-03,812
2019-12-04,852
2019-12-05,852
2019-12-06,866
2019-12-07,835
2019-12-08,856
2019-12-09,866
2019-12-10,875
2019-12-11,858
2019-12-12,838
2019-12-13,799
2019-12-14,793
2019-12-15,813
2019-12-16,841
2019-12-17,820
2019-12-18,835
2019-12-19,865
2019-12-20,852
2019-12-21,860
2019-12-22,893
2019-12-23,851
2019-12-24,869
2019-12-25,893
2019-12-26,938
2019-12-27,951
2019-12-28,903
2019-12-29,857
2019-12-30,872
2019-12-31,897
2020-01-01,877
2020-01-02,906
2020-01-03,930
2020-01-04,959
2020-01-05,986
2020-01-06,980
2020-01-07,960
2020-01-08,984
2020-01-09,992
2020-01-10,990
2020-01-11,999
2020-01-12,997
2020-01-13,1032
2020-01-14,1055
2020-01-15,1007
2020-01-16,957
2020-01-17,920
2020-01-18,962
2020-01-19,976
2020-01-20,977
2020-01-21,980
2020-01-22,968
2020-01-23,978
2020-01-24,969
2020-01-25,925
2020-01-26,880
2020-01-27,901
2020-01-28,922
2020-01-29,911
2020-01-30,934
2020-01-31,896
2020-02-01,884
2020-02-02,860
2020-02-03,875
2020-02-04,853
2020-02-05,835
2020-02-06,813
2020-02-07,774
2020-02-08,806
2020-02-09,832
2020-02-10,870
2020-02-11,841
2020-02-12,866
2020-02-13,860
2020-02-14,874
2020-02-15,883
2020-02-16,928
2020-02-17,960
2020-02-18,949
2020-02-19,911
2020-02-20,889
2020-02-21,891
2020-02-22,868
2020-02-23,882
2020-02-24,890
2020-02-25,914
2020-02-26,915
2020-02-27,894
2020-02-28,918
2020-02-29,964
2020-03-01,987
2020-03-02,1037
2020-03-03,1025
2020-03-04,1015
2020-03-05,995
2020-03-06,945
2020-03-07,934
2020-03-08,924
2020-03-09,971
2020-03-10,994
2020-03-11,972
2020-03-12,981
2020-03-13,982
2020-03-14,982
2020-03-15,982
2020-03-16,970
2020-03-17,956
2020-03-18,958
2020-03-19,984
2020-03-20,1015
2020-03-21,991
2020-03-22,965
2020-03-23,947
2020-03-24,987
2020-03-25,1026
2020-03-26,1044
2020-03-27,1093
2020-03-28,1041
2020-03-29,1021
2020-03-30,1041
2020-03-31,1094
2020-04-01,1144
2020-04-02,1144
2020-04-03,1118
2020-04-04,1062
2020-04-05,1008
2020-04-06,977
2020-04-07,976
2020-04-08,960
2020-04-09,996
2020-04-10,1023
2020-04-11,1049
2020-04-12,1090
2020-04-13,1145
2020-04-14,1144
2020-04-15,1120
2020-04-16,1085
2020-04-17,1038
2020-04-18,1042
2020-04-19,1064
2020-04-20,1104
2020-04-21,1121
2020-04-22,1136
2020-04-23,1092
2020-04-24,1093
2020-04-25,1147
2020-04-26,1202
2020-04-27,1168
2020-04-28,1127
2020-04-29,1143
