date_obj,Zamorak%20godsword%20ornament%20kit price
2016-10-29,16234157
2016-10-30,15422449
2016-10-31,15422449
2016-11-01,15422449
2016-11-02,15422449
2016-11-03,15422449
2016-11-04,14651326
2016-11-05,14651326
2016-11-06,14651326
2016-11-07,14651326
2016-11-08,14651326
2016-11-09,13918759
2016-11-10,13918759
2016-11-11,13918759
2016-11-12,13918759
2016-11-13,13918759
2016-11-14,13222821
2016-12-08,11336915
2016-12-09,11336915
2016-12-10,10770069
2016-12-11,10770069
2016-12-12,10770069
2016-12-13,10770069
2016-12-14,10231565
2016-12-15,10231565
2016-12-16,10231565
2016-12-17,10231565
2016-12-18,10231565
2016-12-19,9719986
2016-12-20,9719986
2016-12-21,9719986
2016-12-22,9719986
2016-12-23,9233986
2016-12-24,9233986
2016-12-25,9233986
2016-12-26,9233986
2016-12-27,9233986
2016-12-28,8782941
2016-12-29,8782941
2016-12-30,8782941
2016-12-31,8782941
2017-01-01,8343793
2017-01-02,8343793
2017-01-03,8343793
2017-01-04,7934770
2017-01-05,7934770
2017-01-06,7934770
2017-01-07,7540948
2017-01-08,7540948
2017-01-09,7540948
2017-01-10,7169656
2017-01-11,7169656
2017-01-12,6815070
2017-01-13,6815070
2017-01-14,6815070
2017-01-15,6476558
2017-01-16,6476558
2017-01-17,6476558
2017-01-18,6155183
2017-01-19,6155183
2017-01-20,6155183
2017-01-21,6155183
2017-01-22,6155183
2017-01-27,5560606
2017-01-28,5560606
2017-01-29,5560606
2017-01-30,5560606
2017-01-31,5560606
2017-02-01,5282575
2017-02-02,5282575
2017-02-03,5282575
2017-02-04,5282575
2017-02-05,5020417
2017-02-06,5020417
2017-02-07,5020417
2017-02-08,5020417
2017-02-09,5020417
2017-02-10,4769396
2017-02-11,4769396
2017-02-12,4769396
2017-02-13,4532947
2017-02-14,4532947
2017-02-15,4532947
2017-02-16,4532947
2017-02-18,4306299
2017-02-19,4306299
2017-02-20,4306299
2017-02-21,4090984
2017-02-22,4090984
2017-02-23,4090984
2017-02-24,4090984
2017-02-25,3886434
2017-02-26,3886434
2017-02-27,3886434
2017-02-28,3886434
2017-03-01,3692112
2017-03-02,3692112
2017-03-03,3692112
2017-03-04,3507506
2017-03-05,3507506
2017-03-06,3507506
2017-03-07,3507506
2017-03-08,3333227
2017-03-09,3333227
2017-03-10,3333227
2017-03-11,3333227
2017-03-12,3169915
2017-03-13,3169915
2017-03-14,3169915
2017-03-15,3011419
2017-03-16,3011419
2017-03-17,3011419
2017-03-18,3011419
2017-03-19,2860848
2017-03-20,2860848
2017-03-21,2860848
2017-03-22,2860848
2017-03-23,2717805
2017-03-24,2717805
2017-03-25,2717805
2017-03-26,2717805
2017-03-27,2581914
2017-03-28,2581914
2017-03-29,2581914
2017-03-30,2581914
2017-03-31,2452818
2017-04-01,2452818
2017-04-02,2452818
2017-04-03,2452818
2017-04-04,2330177
2017-04-12,1699870
2017-04-13,1699870
2017-04-14,1699870
2017-04-15,1756367
2017-04-16,1756367
2017-04-17,1756367
2017-04-18,1810607
2017-04-19,1810607
2017-04-20,1810607
2017-04-21,1810607
2017-04-22,1868919
2017-04-23,1868919
2017-04-24,1868919
2017-04-25,1957686
2017-04-26,1957686
2017-04-27,1957686
2017-04-28,1957686
2017-04-29,1957686
2017-04-30,1916503
2017-05-01,1916503
2017-05-02,1916503
2017-05-03,1916503
2017-05-04,1847438
2017-05-05,1847438
2017-05-06,1847438
2017-05-07,1847438
2017-05-08,1847438
2017-05-09,1780993
2017-05-10,1780993
2017-05-11,1780993
2017-05-12,1780993
2017-05-13,1703883
2017-05-14,1703883
2017-05-15,1703883
2017-05-16,1703883
2017-05-17,1703883
2017-05-18,1639307
2017-05-19,1639307
2017-05-20,1639307
2017-05-21,1639307
2017-05-22,1576445
2017-05-23,1576445
2017-05-24,1576445
2017-05-25,1576445
2017-05-26,1504340
2017-05-27,1504340
2017-05-28,1504340
2017-05-29,1504340
2017-05-30,1504340
2017-05-31,1431338
2017-06-01,1431338
2017-06-02,1431338
2017-06-03,1431338
2017-06-06,1369093
2017-06-07,1302663
2017-06-08,1302663
2017-06-09,1302663
2017-06-10,1302663
2017-06-11,1237529
2017-06-12,1237529
2017-06-13,1237529
2017-06-14,1237529
2017-06-15,1176931
2017-06-16,1176931
2017-06-17,1176931
2017-06-18,1118084
2017-06-19,1118084
2017-06-20,1118084
2017-06-21,1118084
2017-06-22,1062179
2017-06-23,1062179
2017-06-24,1062179
2017-06-25,1062179
2017-06-26,1009070
2017-06-27,1009070
2017-06-28,1009070
2017-06-29,1009070
2017-06-30,958899
2017-07-01,958899
2017-07-02,958899
2017-07-03,929622
2017-07-04,929622
2017-07-05,929622
2017-07-06,974695
2017-07-07,974695
2017-07-08,974695
2017-07-13,1069056
2017-07-14,1069056
2017-07-15,1120662
2017-07-16,1120662
2017-07-17,1173737
2017-07-18,1173737
2017-07-19,1173737
2017-07-20,1231376
2017-07-21,1231376
2017-07-22,1231376
2017-07-23,1289383
2017-07-24,1289383
2017-07-25,1289383
2017-07-26,1289383
2017-07-27,1345982
2017-07-28,1345982
2017-07-29,1345982
2017-07-30,1398424
2017-07-31,1398424
2017-08-01,1398424
2017-08-02,1442540
2017-08-03,1442540
2017-08-04,1442540
2017-08-05,1442540
2017-08-06,1493607
2017-08-09,1493607
2017-08-10,1552127
2017-08-11,1552127
2017-08-12,1552127
2017-08-13,1552127
2017-08-14,1552127
2017-08-15,1587571
2017-08-16,1587571
2017-08-17,1587571
2017-08-18,1587571
2017-08-19,1580620
2017-08-20,1580620
2017-08-21,1580620
2017-08-22,1513477
2017-08-23,1513477
2017-08-24,1513477
2017-08-25,1449651
2017-08-26,1449651
2017-08-27,1449651
2017-08-28,1380836
2017-08-29,1380836
2017-08-30,1380836
2017-08-31,1380836
2017-09-01,1380836
2017-09-02,1316473
2017-09-03,1316473
2017-09-04,1316473
2017-09-05,1316473
2017-09-06,1253228
2017-09-07,1253228
2017-09-08,1253228
2017-09-09,1253228
2017-09-10,1203691
2017-09-11,1203691
2017-09-12,1203691
2017-09-13,1203691
2017-09-14,1203691
2017-09-15,1159903
2017-09-16,1159903
2017-09-17,1159903
2017-09-18,1168356
2017-09-19,1168356
2017-09-20,1168356
2017-09-21,1219676
2017-09-22,1219676
2017-09-23,1219676
2017-09-24,1219676
2017-09-25,1188834
2017-09-26,1188834
2017-09-27,1188834
2017-09-28,1188834
2017-09-29,1133841
2017-09-30,1133841
2017-10-01,1133841
2017-10-02,1107281
2017-10-03,1107281
2017-10-04,1107281
2017-10-05,1120083
2017-10-06,1120083
2017-10-07,1120083
2017-10-08,1092453
2017-10-09,1092453
2017-10-10,1092453
2017-10-11,1092453
2017-10-12,1058623
2017-10-13,1058623
2017-10-14,1068403
2017-10-15,1068403
2017-10-16,1068403
2017-10-17,1116383
2017-10-18,1116383
2017-10-19,1116383
2017-10-20,1116383
2017-10-21,1147651
2017-10-22,1147651
2017-10-23,1147651
2017-10-24,1175394
2017-10-25,1175394
2017-10-26,1175394
2017-10-27,1195358
2017-10-28,1195358
2017-10-29,1195358
2017-10-30,1151476
2017-10-31,1151476
2017-11-01,1151476
2017-11-02,1151476
2017-11-03,1111523
2017-11-04,1111523
2017-11-05,1111523
2017-11-06,1077393
2017-11-07,1077393
2017-11-08,1077393
2017-11-09,1042223
2017-11-10,1042223
2017-11-11,1042223
2017-11-12,1042223
2017-11-13,1025886
2017-11-14,1025886
2017-11-15,1025886
2017-11-16,997769
2017-11-17,997769
2017-11-18,997769
2017-11-19,972346
2017-11-20,972346
2017-11-21,972346
2017-11-22,972346
2017-11-23,944955
2017-11-24,944955
2017-11-25,944955
2017-11-26,898944
2017-11-27,898944
2017-11-28,898944
2017-11-29,861855
2017-11-30,861855
2017-12-01,861855
2017-12-02,826270
2017-12-03,826270
2017-12-04,826270
2017-12-05,824149
2017-12-06,824149
2017-12-07,824149
2017-12-08,824149
2017-12-09,808208
2017-12-10,808208
2017-12-11,808208
2017-12-12,780083
2017-12-13,780083
2017-12-14,780083
2017-12-15,780083
2017-12-16,748013
2017-12-17,748013
2017-12-18,748013
2017-12-19,748013
2017-12-20,720656
2017-12-21,720656
2017-12-22,720656
2017-12-23,718305
2017-12-24,718305
2017-12-25,718305
2017-12-26,703899
2017-12-27,703899
2017-12-28,719722
2017-12-29,719722
2017-12-30,753116
2017-12-31,753116
2018-01-01,753116
2018-01-02,786110
2018-01-03,786110
2018-01-04,813100
2018-01-05,813100
2018-01-06,853079
2018-01-07,853079
2018-01-08,853079
2018-01-09,893681
2018-01-10,893681
2018-01-11,893681
2018-01-12,934930
2018-01-13,934930
2018-01-14,963966
2018-01-15,963966
2018-01-16,963966
2018-01-17,982912
2018-01-18,982912
2018-01-19,982912
2018-01-20,976132
2018-01-21,976132
2018-01-22,976132
2018-01-23,973922
2018-01-24,973922
2018-01-25,973922
2018-01-26,972549
2018-01-27,972549
2018-01-28,945604
2018-01-29,945604
2018-01-30,945604
2018-02-01,943634
2018-02-02,943634
2018-02-03,925118
2018-02-04,925118
2018-02-05,925118
2018-02-06,945961
2018-02-07,945961
2018-02-08,945961
2018-02-09,953673
2018-02-10,953673
2018-02-11,990598
2018-02-12,990598
2018-02-13,1034161
2018-02-14,1034161
2018-02-15,1078846
2018-02-16,1078846
2018-02-17,1078846
2018-02-18,1077827
2018-02-19,1077827
2018-02-20,1048461
2018-02-21,1048461
2018-02-22,1048461
2018-02-23,1048665
2018-02-24,1048665
2018-02-25,1044131
2018-02-26,1044131
2018-02-27,1044131
2018-02-28,1021538
2018-03-01,1021538
2018-03-02,1021538
2018-03-03,997723
2018-03-04,997723
2018-03-05,997723
2018-03-06,986444
2018-03-07,986444
2018-03-08,986444
2018-03-09,985237
2018-03-10,985237
2018-03-11,985237
2018-03-12,995273
2018-03-13,995273
2018-03-14,995273
2018-03-15,953088
2018-03-16,953088
2018-03-17,920266
2018-03-18,920266
2018-03-20,897357
2018-03-21,897357
2018-03-23,897357
2018-03-24,882885
2018-03-26,882885
2018-03-27,876020
2018-03-28,876020
2018-03-29,876020
2018-03-30,898945
2018-03-31,898945
2018-04-01,898945
2018-04-02,879012
2018-04-03,879012
2018-04-04,862212
2018-04-05,862212
2018-04-06,862212
2018-04-08,855189
2018-04-09,855189
2018-04-10,855189
2018-04-11,833801
2018-04-12,833801
2018-04-13,833801
2018-04-14,809407
2018-04-16,797225
2018-04-17,797225
2018-04-18,797225
2018-04-19,786579
2018-04-20,786579
2018-04-21,799912
2018-04-22,799912
2018-04-23,836841
2018-04-24,836841
2018-04-25,836841
2018-04-26,874505
2018-04-27,874505
2018-04-28,912320
2018-04-29,912320
2018-04-30,946573
2018-05-02,946573
2018-05-03,942612
2018-05-04,942612
2018-05-05,945777
2018-05-06,945777
2018-05-07,945777
2018-05-08,915982
2018-05-09,915982
2018-05-10,887019
2018-05-11,887019
2018-05-12,887019
2018-05-13,899105
2018-05-14,899105
2018-05-15,899105
2018-05-16,900135
2018-05-17,900135
2018-05-18,877145
2018-05-19,877145
2018-05-20,871207
2018-05-21,871207
2018-05-22,837649
2018-05-23,837649
2018-05-24,858688
2018-05-25,858688
2018-05-26,894761
2018-05-27,894761
2018-05-28,938006
2018-05-29,980536
2018-05-30,1024982
2018-05-31,1024982
2018-06-01,1072467
2018-06-02,1120722
2018-06-03,1120722
2018-06-04,1120722
2018-06-05,1167492
2018-06-06,1167492
2018-06-07,1143540
2018-06-08,1143540
2018-06-09,1120571
2018-06-10,1120571
2018-06-11,1071846
2018-06-12,1071846
2018-06-13,1018253
2018-06-14,1018253
2018-06-15,1018253
2018-06-16,972363
2018-06-17,972363
2018-06-18,927293
2018-06-19,927293
2018-06-20,927293
2018-06-21,885151
2018-06-22,885151
2018-06-23,885151
2018-06-24,846662
2018-06-25,846662
2018-06-26,830904
2018-06-27,830904
2018-06-28,830904
2018-06-29,804067
2018-06-30,804067
2018-07-01,804067
2018-07-02,765249
2018-07-03,765249
2018-07-04,765249
2018-07-05,746472
2018-07-06,746472
2018-07-07,757824
2018-07-08,757824
2018-07-09,757824
2018-07-10,758486
2018-07-11,758486
2018-07-12,758486
2018-07-13,758486
2018-07-14,767086
2018-07-15,767086
2018-07-16,767086
2018-07-17,766336
2018-07-18,766336
2018-07-19,766336
2018-07-20,761915
2018-07-21,761915
2018-07-22,757733
2018-07-23,757733
2018-07-24,757733
2018-07-25,752750
2018-07-26,752750
2018-07-27,763376
2018-07-28,763376
2018-07-29,751950
2018-07-30,751950
2018-07-31,758221
2018-08-01,758221
2018-08-02,757259
2018-08-03,757259
2018-08-04,757259
2018-08-05,759335
2018-08-06,759335
2018-08-07,759335
2018-08-08,757610
2018-08-09,757610
2018-08-10,757610
2018-08-11,762778
2018-08-12,762778
2018-08-14,757050
2018-08-16,762320
2018-08-17,762320
2018-08-18,756376
2018-08-19,756376
2018-08-20,756070
2018-08-21,756070
2018-08-22,756070
2018-08-23,745962
2018-08-24,745962
2018-08-25,745675
2018-08-26,745675
2018-08-27,745675
2018-08-28,742258
2018-08-29,742258
2018-08-30,742258
2018-08-31,740513
2018-09-01,740513
2018-09-02,740513
2018-09-03,747805
2018-09-04,747805
2018-09-05,740372
2018-09-06,740372
2018-09-07,740372
2018-09-08,717789
2018-09-09,717789
2018-09-10,695358
2018-09-11,695358
2018-09-12,680014
2018-09-13,680014
2018-09-14,698151
2018-09-15,698151
2018-09-16,698151
2018-09-17,730252
2018-09-18,730252
2018-09-19,730252
2018-09-20,714462
2018-09-21,714462
2018-09-22,678997
2018-09-23,678997
2018-09-24,645988
2018-09-25,645988
2018-09-26,645988
2018-09-27,628631
2018-09-28,628631
2018-09-29,657330
2018-09-30,657330
2018-10-02,679138
2018-10-03,703392
2018-10-04,703392
2018-10-05,703392
2018-10-06,707782
2018-10-07,707782
2018-10-08,707782
2018-10-09,710533
2018-10-10,710533
2018-10-11,711518
2018-10-12,711518
2018-10-13,694602
2018-10-14,694602
2018-10-15,679330
2018-10-16,679330
2018-10-17,679330
2018-10-18,666647
2018-10-19,666647
2018-10-20,650038
2018-10-21,650038
2018-10-22,653080
2018-10-23,653080
2018-10-24,653080
2018-10-25,669705
2018-10-26,669705
2018-10-27,661208
2018-10-28,661208
2018-10-29,661208
2018-10-30,649290
2018-10-31,649290
2018-11-01,641651
2018-11-03,641651
2018-11-04,644459
2018-11-05,644459
2018-11-06,645354
2018-11-07,645354
2018-11-08,645354
2018-11-09,657044
2018-11-10,657044
2018-11-11,648508
2018-11-12,648508
2018-11-13,646065
2018-11-14,646065
2018-11-15,642505
2018-11-16,642505
2018-11-17,641039
2018-11-18,641039
2018-11-19,648002
2018-11-20,648002
2018-11-21,648778
2018-11-22,648778
2018-11-23,633680
2018-11-24,633680
2018-11-25,632812
2018-11-26,632812
2018-11-27,639433
2018-11-28,639433
2018-11-29,649556
2018-12-01,638089
2018-12-02,638089
2018-12-03,637573
2018-12-04,637573
2018-12-05,623746
2018-12-07,615089
2018-12-09,614613
2018-12-10,614613
2018-12-11,615523
2018-12-12,615523
2018-12-13,610886
2018-12-14,610886
2018-12-15,607101
2018-12-16,607101
2018-12-17,611175
2018-12-18,611175
2018-12-19,623001
2018-12-20,623001
2018-12-21,632936
2018-12-22,632936
2018-12-23,637652
2018-12-24,637652
2018-12-25,638465
2018-12-26,638465
2018-12-27,613457
2018-12-28,613457
2018-12-29,600467
2018-12-30,600467
2018-12-31,600260
2019-01-01,600260
2019-01-02,586837
2019-01-03,586837
2019-01-04,575029
2019-01-05,585587
2019-01-06,594191
2019-01-08,600755
2019-01-10,602119
2019-01-11,602119
2019-01-12,581352
2019-01-13,581352
2019-01-14,576655
2019-01-15,576655
2019-01-16,563289
2019-01-17,563289
2019-01-18,550602
2019-01-19,550602
2019-01-20,555441
2019-01-21,555441
2019-01-22,560192
2019-01-23,570997
2019-01-24,570997
2019-01-25,579026
2019-01-26,579026
2019-01-27,583498
2019-01-28,583498
2019-01-29,576540
2019-01-30,576540
2019-01-31,577395
2019-02-01,570250
2019-02-02,570250
2019-02-03,565235
2019-02-04,565235
2019-02-05,577359
2019-02-06,577359
2019-02-07,587528
2019-02-08,587528
2019-02-09,591513
2019-02-10,591513
2019-02-11,605800
2019-02-12,605800
2019-02-13,614504
2019-02-14,614504
2019-02-15,622537
2019-02-16,622537
2019-02-17,617178
2019-02-18,617178
2019-02-19,593015
2019-02-20,593015
2019-02-21,583971
2019-02-22,583971
2019-02-23,574797
2019-02-24,574797
2019-02-25,574659
2019-02-26,574659
2019-02-27,581822
2019-02-28,581822
2019-03-01,578052
2019-03-02,578052
2019-03-03,568855
2019-03-04,568855
2019-03-05,573412
2019-03-06,573412
2019-03-07,580174
2019-03-08,580174
2019-03-09,580174
2019-03-10,582608
2019-03-11,582608
2019-03-12,584390
2019-03-13,584390
2019-03-14,578866
2019-03-15,578866
2019-03-16,584019
2019-03-17,584411
2019-03-18,584411
2019-03-19,584411
2019-03-20,598210
2019-03-21,598210
2019-03-22,609449
2019-03-23,613464
2019-03-24,613464
2019-03-25,617252
2019-03-26,629145
2019-03-27,629145
2019-03-28,648318
2019-03-29,648318
2019-03-30,651071
2019-03-31,651071
2019-04-01,648048
2019-04-02,648048
2019-04-03,647282
2019-04-04,647282
2019-04-05,633381
2019-04-06,633381
2019-04-07,635292
2019-04-08,635292
2019-04-09,615803
2019-04-10,615803
2019-04-11,619342
2019-04-12,615041
2019-04-13,618283
2019-04-14,625168
2019-04-15,625168
2019-04-16,625278
2019-04-17,625278
2019-04-18,610041
2019-04-19,610041
2019-04-20,605657
2019-04-21,605657
2019-04-22,593784
2019-04-23,593784
2019-04-24,572385
2019-04-25,572385
2019-04-26,584764
2019-04-27,584764
2019-04-28,600809
2019-04-29,600809
2019-04-30,603985
2019-05-01,603985
2019-05-02,605419
2019-05-03,621031
2019-05-04,621031
2019-05-05,636701
2019-05-06,636701
2019-05-07,651591
2019-05-08,651591
2019-05-09,662327
2019-05-10,662327
2019-05-11,644726
2019-05-12,644726
2019-05-13,631065
2019-05-14,631065
2019-05-15,612219
2019-05-16,612219
2019-05-17,588731
2019-05-18,573032
2019-05-19,573032
2019-05-20,566201
2019-05-21,566201
2019-05-22,562407
2019-05-23,562407
2019-05-24,549181
2019-05-25,549181
2019-05-26,537814
2019-05-27,537814
2019-05-28,526843
2019-05-29,526843
2019-05-30,516909
2019-05-31,516909
2019-06-01,523194
2019-06-02,523194
2019-06-03,518834
2019-06-04,511392
2019-06-05,511392
2019-06-06,504111
2019-06-07,504111
2019-06-08,487190
2019-06-09,487190
2019-06-10,476793
2019-06-11,476793
2019-06-12,468690
2019-06-13,468690
2019-06-14,453772
2019-06-15,453772
2019-06-16,445075
2019-06-17,445075
2019-06-18,442899
2019-06-19,442899
2019-06-20,444842
2019-06-21,444842
2019-06-22,449966
2019-06-23,449966
2019-06-24,443109
2019-06-25,443109
2019-06-26,438797
2019-06-27,441401
2019-06-28,441401
2019-06-29,434284
2019-06-30,429895
2019-07-01,429895
2019-07-02,430471
2019-07-03,430471
2019-07-04,428974
2019-07-05,428974
2019-07-06,440975
2019-07-07,440975
2019-07-08,458072
2019-07-09,452237
2019-07-10,452237
2019-07-11,451921
2019-07-12,446591
2019-07-13,446591
2019-07-14,434585
2019-07-15,434585
2019-07-16,419095
2019-07-17,408217
2019-07-18,408217
2019-07-19,401181
2019-07-20,401181
2019-07-21,402660
2019-07-22,402660
2019-07-23,410872
2019-07-24,410872
2019-07-25,410872
2019-07-26,419996
2019-07-27,419996
2019-07-28,424500
2019-07-29,424500
2019-07-30,430230
2019-07-31,441543
2019-08-01,441543
2019-08-02,446000
2019-08-03,426136
2019-08-04,426136
2019-08-05,414400
2019-08-06,414400
2019-08-07,421097
2019-08-08,421097
2019-08-09,421097
2019-08-10,424019
2019-08-11,424019
2019-08-12,424075
2019-08-13,424075
2019-08-14,426272
2019-08-15,426272
2019-08-16,420587
2019-08-17,420587
2019-08-18,421207
2019-08-19,410136
2019-08-20,410136
2019-08-21,406026
2019-08-22,404674
2019-08-23,404674
2019-08-24,409993
2019-08-24,409993
2019-08-25,409993
2019-08-25,409993
2019-08-26,409452
2019-08-26,409452
2019-08-27,409452
2019-08-27,409452
2019-08-28,414444
2019-08-29,414444
2019-08-30,421755
2019-08-31,421755
2019-09-01,421739
2019-09-02,421739
2019-09-03,420563
2019-09-04,420563
2019-09-05,417151
2019-09-06,417151
2019-09-07,418778
2019-09-08,418778
2019-09-09,420716
2019-09-10,420716
2019-09-11,421145
2019-09-12,421145
2019-09-13,428031
2019-09-14,439984
2019-09-15,439984
2019-09-16,449515
2019-09-17,449515
2019-09-18,452964
2019-09-19,452964
2019-09-20,452964
2019-09-21,451851
2019-09-22,451851
2019-09-23,436470
2019-09-24,436470
2019-09-25,418170
2019-09-26,403072
2019-09-27,403072
2019-09-28,397738
2019-09-29,397738
2019-09-30,402234
2019-10-01,409732
2019-10-02,409732
2019-10-03,417843
2019-10-04,417843
2019-10-05,417436
2019-10-06,406213
2019-10-07,406213
2019-10-08,412332
2019-10-09,412332
2019-10-10,418142
2019-10-11,418142
2019-10-12,415040
2019-10-13,418431
2019-10-14,418431
2019-10-15,421770
2019-10-16,421770
2019-10-17,418841
2019-10-18,418841
2019-10-19,411703
2019-10-20,411703
2019-10-21,406881
2019-10-22,406881
2019-10-23,408710
2019-10-24,408710
2019-10-25,410536
2019-10-26,408852
2019-10-27,408852
2019-10-28,401500
2019-10-29,401500
2019-10-30,393923
2019-10-31,393923
2019-11-01,391416
2019-11-02,397170
2019-11-03,397170
2019-11-04,389591
2019-11-05,389591
2019-11-06,387466
2019-11-07,387466
2019-11-08,394712
2019-11-09,394712
2019-11-10,397141
2019-11-11,397141
2019-11-12,396459
2019-11-13,396459
2019-11-14,396980
2019-11-15,396980
2019-11-16,396986
2019-11-17,396986
2019-11-18,402953
2019-11-19,402953
2019-11-20,405802
2019-11-21,405802
2019-11-22,413781
2019-11-23,413781
2019-11-24,412352
2019-11-25,412352
2019-11-26,406144
2019-11-27,406144
2019-11-28,400758
2019-11-29,400758
2019-11-30,399017
2019-12-01,399017
2019-12-02,398132
2019-12-03,399424
2019-12-04,399424
2019-12-05,391469
2019-12-06,391469
2019-12-07,383861
2019-12-08,383861
2019-12-09,378703
2019-12-10,378703
2019-12-11,378558
2019-12-12,378558
2019-12-13,384971
2019-12-14,384971
2019-12-15,386876
2019-12-16,386876
2019-12-17,380081
2019-12-18,380081
2019-12-19,379009
2019-12-20,379009
2019-12-21,383703
2019-12-22,384299
2019-12-23,384299
2019-12-24,378643
2019-12-25,378643
2019-12-26,382013
2019-12-27,383655
2019-12-28,383347
2019-12-29,383347
2019-12-30,386074
2019-12-31,386074
2020-01-01,392030
2020-01-02,392030
2020-01-03,389346
2020-01-04,389346
2020-01-05,385728
2020-01-06,385728
2020-01-07,389745
2020-01-08,389745
2020-01-09,401506
2020-01-10,410092
2020-01-11,420226
2020-01-12,419720
2020-01-13,419720
2020-01-14,419468
2020-01-15,426338
2020-01-16,426338
2020-01-17,419945
2020-01-18,419945
2020-01-19,435266
2020-01-20,435266
2020-01-21,444154
2020-01-22,439626
2020-01-23,439626
2020-01-24,438982
2020-01-25,438982
2020-01-26,433583
2020-01-27,451009
2020-01-28,451009
2020-01-29,462827
2020-01-30,462827
2020-01-31,470538
2020-02-01,470538
2020-02-02,483829
2020-02-03,483829
2020-02-04,496279
2020-02-05,496279
2020-02-06,500468
2020-02-07,500468
2020-02-08,495123
2020-02-09,495123
2020-02-10,487250
2020-02-11,487250
2020-02-12,481453
2020-02-13,481453
2020-02-14,476584
2020-02-15,476584
2020-02-16,474839
2020-02-17,480535
2020-02-18,472339
2020-02-19,472339
2020-02-20,456633
2020-02-21,456633
2020-02-22,454880
2020-02-23,454880
2020-02-24,452962
2020-02-25,452962
2020-02-26,445866
2020-02-27,445866
2020-02-28,456094
2020-02-29,456094
2020-03-01,472209
2020-03-02,472209
2020-03-03,475202
2020-03-04,475202
2020-03-05,466904
2020-03-06,450634
2020-03-07,450634
2020-03-08,443614
2020-03-09,447061
2020-03-10,446331
2020-03-11,446331
2020-03-12,439043
2020-03-13,439043
2020-03-14,430799
2020-03-15,430799
2020-03-16,426818
2020-03-17,426818
2020-03-18,426834
2020-03-19,426834
2020-03-20,432667
2020-03-21,432667
2020-03-22,441868
2020-03-23,441868
2020-03-24,451697
2020-03-25,451697
2020-03-26,454015
2020-03-27,454015
2020-03-28,443223
2020-03-29,447172
2020-03-30,437695
2020-03-31,437695
2020-04-01,420899
2020-04-02,403997
2020-04-03,403997
2020-04-04,387200
2020-04-05,371792
2020-04-06,358053
2020-04-07,351978
2020-04-08,355566
2020-04-09,355566
2020-04-10,358813
2020-04-11,359771
2020-04-12,369372
2020-04-13,369372
2020-04-14,370644
2020-04-15,373368
2020-04-16,373368
2020-04-17,372082
2020-04-18,372947
2020-04-19,366197
2020-04-20,380244
2020-04-21,380244
2020-04-22,381865
2020-04-23,381865
2020-04-24,391626
2020-04-25,395423
2020-04-26,397483
2020-04-27,396820
2020-04-28,386138
2020-04-29,386138
2020-04-30,383043
2020-05-01,383043
2020-05-02,375782
2020-05-03,372402
2020-05-04,372402
2020-05-05,377517
2020-05-06,377287
2020-05-07,377287
2020-05-08,377210
2020-05-09,377175
2020-05-10,382382
2020-05-11,382382
2020-05-12,380168
2020-05-13,380713
