date_obj,Barrows%20teleport%20(tablet) price
2016-05-12,2625
2016-05-13,2757
2016-05-14,2895
2016-05-15,3040
2016-05-16,3192
2016-05-17,3352
2016-05-18,3520
2016-05-19,3696
2016-05-22,4280
2016-05-23,4494
2016-05-24,4719
2016-05-25,4955
2016-05-26,5203
2016-05-27,5103
2016-05-28,4918
2016-05-29,4672
2016-05-30,4438
2016-05-31,4447
2016-06-01,4667
2016-06-02,4871
2016-06-03,4858
2016-06-04,4976
2016-06-05,5112
2016-06-06,4898
2016-06-07,4898
2016-06-08,4745
2016-06-09,4685
2016-06-10,4506
2016-06-11,4365
2016-06-12,4472
2016-06-13,4515
2016-06-14,4443
2016-06-15,4327
2016-06-16,4352
2016-06-17,4356
2016-06-18,4444
2016-06-19,4427
2016-06-20,4433
2016-06-21,4461
2016-06-22,4408
2016-06-23,4546
2016-06-24,4530
2016-06-25,4645
2016-06-26,4676
2016-06-27,4647
2016-06-28,4677
2016-06-29,4663
2016-06-30,4666
2016-07-01,4754
2016-07-02,4977
2016-07-03,4981
2016-07-04,4991
2016-07-05,5241
2016-07-06,5504
2016-07-07,5780
2016-07-08,6016
2016-07-09,5980
2016-07-10,6090
2016-07-11,6361
2016-07-12,6680
2016-07-13,6667
2016-07-14,6513
2016-07-15,6215
2016-07-16,5904
2016-07-17,5608
2016-07-18,5387
2016-07-23,4676
2016-07-24,4651
2016-07-25,4696
2016-07-26,4682
2016-07-27,4706
2016-07-28,4704
2016-07-29,4652
2016-07-30,4463
2016-07-31,4463
2016-08-01,4525
2016-08-02,4704
2016-08-03,4821
2016-08-04,5010
2016-08-05,5185
2016-08-06,5005
2016-08-07,4754
2016-08-08,4516
2016-08-09,4495
2016-08-10,4337
2016-08-11,4345
2016-08-12,4305
2016-08-13,4306
2016-08-14,4276
2016-08-15,4210
2016-08-16,4221
2016-08-17,4286
2016-08-18,4440
2016-08-19,4494
2016-08-20,4506
2016-08-21,4402
2016-08-22,4277
2016-08-23,4127
2016-08-24,4055
2016-08-25,4143
2016-08-26,4143
2016-08-28,4247
2016-08-31,4463
2016-09-01,4663
2016-09-02,4663
2016-09-03,4651
2016-09-04,4737
2016-09-05,4894
2016-09-06,4790
2016-09-07,4790
2016-09-08,4721
2016-09-09,4721
2016-09-10,4729
2016-09-11,4729
2016-09-12,4706
2016-09-13,4629
2016-09-14,4629
2016-09-15,4490
2016-09-16,4490
2016-09-17,4462
2016-09-18,4462
2016-09-19,4394
2016-09-20,4394
2016-09-21,4369
2016-09-22,4387
2016-09-23,4387
2016-09-24,4361
2016-09-25,4383
2016-09-26,4383
2016-09-27,4292
2016-09-28,4292
2016-09-29,4091
2016-09-30,3933
2016-10-01,3855
2016-10-02,3855
2016-10-03,3828
2016-10-04,3828
2016-10-05,3765
2016-10-06,3913
2016-10-07,3913
2016-10-08,4104
2016-10-09,4104
2016-10-10,4218
2016-10-11,4225
2016-10-12,4225
2016-10-13,4185
2016-10-14,4148
2016-10-15,4148
2016-10-16,4154
2016-10-17,4166
2016-10-18,4166
2016-10-19,4144
2016-10-20,4093
2016-10-21,4204
2016-10-22,4204
2016-10-23,4222
2016-10-24,4421
2016-10-25,4421
2016-10-26,4555
2016-10-27,4555
2016-10-28,4327
2016-10-29,4221
2016-10-30,4255
2016-10-31,4222
2016-11-01,4222
2016-11-02,4273
2016-11-03,4273
2016-11-04,4249
2016-11-05,4249
2016-11-06,4345
2016-11-07,4345
2016-11-08,4312
2016-11-09,4251
2016-11-10,4160
2016-11-11,4160
2016-11-12,4022
2016-11-13,4022
2016-11-14,3945
2016-11-15,3890
2016-12-07,3566
2016-12-08,3662
2016-12-09,3626
2016-12-10,3626
2016-12-11,3728
2016-12-12,3767
2016-12-13,3915
2016-12-14,4055
2016-12-15,4055
2016-12-16,4231
2016-12-17,4402
2016-12-18,4604
2016-12-19,4698
2016-12-20,4817
2016-12-21,4778
2016-12-22,4830
2016-12-23,4903
2016-12-24,4796
2016-12-25,4623
2016-12-26,4393
2016-12-27,4278
2016-12-28,4126
2016-12-29,3985
2016-12-30,3886
2016-12-31,3854
2017-01-01,3922
2017-01-02,4058
2017-01-03,4201
2017-01-04,4164
2017-01-05,4053
2017-01-06,4111
2017-01-07,4222
2017-01-08,4380
2017-01-09,4481
2017-01-10,4332
2017-01-11,4140
2017-01-12,4035
2017-01-13,3892
2017-01-14,3881
2017-01-15,3986
2017-01-16,3923
2017-01-17,3797
2017-01-18,3639
2017-01-19,3494
2017-01-20,3416
2017-01-21,3476
2017-01-23,3395
2017-01-27,3233
2017-01-28,3263
2017-01-29,3394
2017-01-30,3562
2017-01-31,3715
2017-02-01,3563
2017-02-02,3385
2017-02-03,3396
2017-02-04,3464
2017-02-05,3340
2017-02-06,3249
2017-02-07,3242
2017-02-08,3260
2017-02-09,3260
2017-02-10,3264
2017-02-11,3323
2017-02-12,3311
2017-02-13,3409
2017-02-14,3578
2017-02-15,3757
2017-02-16,3698
2017-02-18,3520
2017-02-19,3511
2017-02-20,3546
2017-02-21,3530
2017-02-22,3472
2017-02-23,3497
2017-02-24,3548
2017-02-25,3589
2017-02-26,3586
2017-02-27,3522
2017-02-28,3468
2017-03-01,3429
2017-03-02,3408
2017-03-03,3382
2017-03-04,3267
2017-03-05,3184
2017-03-06,3219
2017-03-07,3251
2017-03-08,3298
2017-03-09,3356
2017-03-10,3310
2017-03-11,3221
2017-03-12,3180
2017-03-13,3139
2017-03-14,3087
2017-03-15,3139
2017-03-16,3160
2017-03-17,3209
2017-03-18,3133
2017-03-19,3148
2017-03-20,3120
2017-03-21,3074
2017-03-22,3047
2017-03-23,2997
2017-03-24,2983
2017-03-25,2983
2017-03-26,2992
2017-03-27,2984
2017-03-28,2954
2017-03-29,2895
2017-03-30,2891
2017-03-31,2876
2017-04-01,2890
2017-04-02,2866
2017-04-03,2855
2017-04-04,2854
2017-04-12,2921
2017-04-13,2922
2017-04-14,2837
2017-04-15,2788
2017-04-16,2823
2017-04-17,2900
2017-04-18,2873
2017-04-19,2843
2017-04-20,2809
2017-04-21,2842
2017-04-22,2838
2017-04-23,2876
2017-04-24,2974
2017-04-25,3045
2017-04-26,3045
2017-04-27,2913
2017-04-28,2893
2017-04-29,2816
2017-04-30,2845
2017-05-01,2905
2017-05-02,2845
2017-05-03,2778
2017-05-04,2730
2017-05-05,2700
2017-05-06,2667
2017-05-07,2656
2017-05-08,2573
2017-05-09,2531
2017-05-10,2494
2017-05-11,2427
2017-05-12,2336
2017-05-13,2373
2017-05-14,2476
2017-05-15,2499
2017-05-16,2474
2017-05-17,2454
2017-05-18,2446
2017-05-19,2446
2017-05-20,2361
2017-05-21,2361
2017-05-22,2450
2017-05-23,2573
2017-05-24,2702
2017-05-25,2837
2017-05-26,2979
2017-05-27,3125
2017-05-28,3205
2017-05-29,3093
2017-05-30,2958
2017-05-31,2847
2017-06-01,2718
2017-06-02,2583
2017-06-03,2462
2017-06-04,2355
2017-06-05,2266
2017-06-06,2290
2017-06-07,2405
2017-06-08,2405
2017-06-09,2525
2017-06-10,2611
2017-06-11,2656
2017-06-12,2698
2017-06-13,2567
2017-06-14,2467
2017-06-15,2413
2017-06-16,2312
2017-06-17,2323
2017-06-18,2428
2017-06-19,2428
2017-06-20,2545
2017-06-21,2673
2017-06-22,2694
2017-06-23,2649
2017-06-24,2716
2017-06-25,2852
2017-06-26,2989
2017-06-27,3107
2017-06-28,3245
2017-06-29,3406
2017-06-30,3574
2017-07-01,3574
2017-07-02,3409
2017-07-03,3240
2017-07-04,3086
2017-07-05,3086
2017-07-06,2994
2017-07-07,2994
2017-07-08,2954
2017-07-09,2946
2017-07-13,2784
2017-07-14,2686
2017-07-15,2716
2017-07-16,2851
2017-07-17,2893
2017-07-18,2765
2017-07-19,2655
2017-07-20,2600
2017-07-21,2558
2017-07-22,2525
2017-07-23,2557
2017-07-24,2612
2017-07-25,2684
2017-07-26,2735
2017-07-27,2663
2017-07-28,2651
2017-07-29,2708
2017-07-30,2753
2017-07-31,2753
2017-08-01,2822
2017-08-02,2951
2017-08-03,3072
2017-08-04,3006
2017-08-05,2967
2017-08-06,2839
2017-08-07,2731
2017-08-08,2672
2017-08-09,2646
2017-08-10,2612
2017-08-11,2595
2017-08-12,2614
2017-08-13,2691
2017-08-14,2643
2017-08-15,2606
2017-08-16,2611
2017-08-17,2560
2017-08-18,2560
2017-08-19,2505
2017-08-20,2458
2017-08-21,2499
2017-08-22,2535
2017-08-23,2501
2017-08-24,2452
2017-08-25,2433
2017-08-26,2365
2017-08-27,2284
2017-08-28,2316
2017-08-29,2317
2017-08-30,2392
2017-08-31,2446
2017-09-01,2427
2017-09-02,2383
2017-09-03,2383
2017-09-04,2364
2017-09-05,2349
2017-09-06,2334
2017-09-07,2246
2017-09-08,2246
2017-09-09,2133
2017-09-10,2178
2017-09-11,2287
2017-09-12,2380
2017-09-13,2481
2017-09-14,2604
2017-09-15,2604
2017-09-16,2568
2017-09-17,2641
2017-09-18,2625
2017-09-19,2653
2017-09-20,2754
2017-09-22,2851
2017-09-23,2851
2017-09-24,2804
2017-09-25,2781
2017-09-26,2754
2017-09-27,2754
2017-09-28,2661
2017-09-29,2540
2017-09-30,2474
2017-10-01,2465
2017-10-02,2500
2017-10-03,2615
2017-10-04,2615
2017-10-05,2746
2017-10-06,2884
2017-10-07,2958
2017-10-08,2908
2017-10-09,2898
2017-10-10,2889
2017-10-11,2889
2017-10-12,2925
2017-10-13,2882
2017-10-14,2854
2017-10-15,2854
2017-10-16,2763
2017-10-17,2763
2017-10-18,2784
2017-10-19,2921
2017-10-20,3060
2017-10-21,3154
2017-10-22,3210
2017-10-23,3084
2017-10-24,2933
2017-10-25,2838
2017-10-26,2830
2017-10-27,2889
2017-10-28,2889
2017-10-29,2852
2017-10-30,2866
2017-10-31,2825
2017-11-01,2825
2017-11-02,2814
2017-11-03,2754
2017-11-04,2712
2017-11-05,2782
2017-11-06,2833
2017-11-07,2846
2017-11-08,2889
2017-11-09,2817
2017-11-10,2747
2017-11-11,2764
2017-11-12,2789
2017-11-13,2778
2017-11-14,2755
2017-11-15,2735
2017-11-16,2822
2017-11-17,2809
2017-11-18,2778
2017-11-19,2707
2017-11-20,2699
2017-11-21,2791
2017-11-22,2805
2017-11-23,2929
2017-11-24,2807
2017-11-25,2787
2017-11-26,2691
2017-11-27,2691
2017-11-28,2557
2017-11-29,2448
2017-11-30,2362
2017-12-01,2369
2017-12-02,2311
2017-12-03,2362
2017-12-04,2446
2017-12-05,2487
2017-12-06,2488
2017-12-07,2514
2017-12-08,2528
2017-12-09,2527
2017-12-10,2495
2017-12-11,2488
2017-12-12,2455
2017-12-13,2421
2017-12-14,2382
2017-12-15,2286
2017-12-16,2309
2017-12-17,2294
2017-12-18,2294
2017-12-19,2307
2017-12-20,2250
2017-12-21,2174
2017-12-22,2187
2017-12-23,2149
2017-12-24,2164
2017-12-25,2218
2017-12-26,2280
2017-12-27,2385
2017-12-28,2268
2017-12-29,2200
2017-12-30,2168
2017-12-31,2173
2018-01-01,2261
2018-01-02,2358
2018-01-03,2426
2018-01-04,2444
2018-01-05,2477
2018-01-06,2493
2018-01-07,2552
2018-01-08,2542
2018-01-09,2495
2018-01-10,2477
2018-01-11,2440
2018-01-12,2400
2018-01-13,2403
2018-01-14,2432
2018-01-15,2375
2018-01-16,2358
2018-01-17,2315
2018-01-18,2292
2018-01-19,2292
2018-01-20,2274
2018-01-21,2345
2018-01-22,2388
2018-01-23,2397
2018-01-24,2420
2018-01-25,2433
2018-01-26,2398
2018-01-27,2391
2018-01-28,2440
2018-01-29,2478
2018-01-30,2489
2018-01-31,2486
2018-02-01,2519
2018-02-02,2573
2018-02-03,2606
2018-02-04,2593
2018-02-05,2600
2018-02-06,2662
2018-02-07,2653
2018-02-08,2628
2018-02-09,2604
2018-02-10,2495
2018-02-11,2378
2018-02-12,2264
2018-02-13,2185
2018-02-14,2184
2018-02-15,2243
2018-02-16,2356
2018-02-17,2465
2018-02-18,2430
2018-02-19,2457
2018-02-20,2568
2018-02-21,2671
2018-02-22,2760
2018-02-23,2898
2018-02-24,3043
2018-02-25,3194
2018-02-26,3135
2018-02-27,3119
2018-02-28,3041
2018-03-01,2939
2018-03-02,2804
2018-03-03,2687
2018-03-04,2687
2018-03-05,2737
2018-03-06,2866
2018-03-07,2814
2018-03-08,2712
2018-03-09,2752
2018-03-10,2848
2018-03-11,2991
2018-03-12,3130
2018-03-13,3271
2018-03-14,3435
2018-03-15,3607
2018-03-16,3787
2018-03-17,3762
2018-03-18,3601
2018-03-20,3466
2018-03-21,3410
2018-03-22,3344
2018-03-23,3187
2018-03-24,3058
2018-03-25,2905
2018-03-26,2779
2018-03-27,2785
2018-03-28,2714
2018-03-29,2787
2018-03-30,2865
2018-03-31,2893
2018-04-01,2830
2018-04-02,2813
2018-04-03,2792
2018-04-04,2747
2018-04-05,2747
2018-04-06,2677
2018-04-07,2546
2018-04-08,2426
2018-04-09,2347
2018-04-10,2263
2018-04-11,2278
2018-04-12,2338
2018-04-13,2343
2018-04-14,2376
2018-04-15,2288
2018-04-16,2261
2018-04-17,2312
2018-04-18,2325
2018-04-19,2324
2018-04-20,2305
2018-04-21,2261
2018-04-22,2269
2018-04-23,2294
2018-04-24,2260
2018-04-25,2256
2018-04-26,2256
2018-04-27,2310
2018-04-28,2405
2018-04-29,2413
2018-04-30,2425
2018-05-01,2452
2018-05-02,2442
2018-05-03,2405
2018-05-04,2376
2018-05-05,2392
2018-05-06,2392
2018-05-07,2459
2018-05-08,2432
2018-05-09,2488
2018-05-10,2478
2018-05-11,2447
2018-05-12,2400
2018-05-13,2400
2018-05-14,2380
2018-05-15,2393
2018-05-16,2449
2018-05-17,2568
2018-05-18,2560
2018-05-19,2545
2018-05-20,2597
2018-05-21,2598
2018-05-22,2573
2018-05-23,2561
2018-05-24,2584
2018-05-25,2576
2018-05-26,2511
2018-05-27,2505
2018-05-28,2471
2018-05-29,2426
2018-05-30,2454
2018-05-31,2456
2018-06-01,2427
2018-06-02,2466
2018-06-03,2550
2018-06-04,2558
2018-06-05,2581
2018-06-06,2674
2018-06-07,2615
2018-06-08,2654
2018-06-09,2596
2018-06-10,2606
2018-06-11,2550
2018-06-12,2612
2018-06-13,2663
2018-06-14,2644
2018-06-15,2557
2018-06-16,2472
2018-06-17,2481
2018-06-18,2500
2018-06-19,2580
2018-06-20,2580
2018-06-21,2575
2018-06-22,2596
2018-06-23,2587
2018-06-24,2664
2018-06-25,2675
2018-06-26,2619
2018-06-27,2640
2018-06-28,2579
2018-06-29,2563
2018-06-30,2521
2018-07-01,2525
2018-07-02,2511
2018-07-03,2537
2018-07-04,2594
2018-07-05,2669
2018-07-06,2641
2018-07-07,2635
2018-07-08,2701
2018-07-09,2678
2018-07-10,2692
2018-07-11,2762
2018-07-12,2814
2018-07-13,2934
2018-07-14,2954
2018-07-15,3013
2018-07-16,2986
2018-07-17,3008
2018-07-18,2897
2018-07-19,2783
2018-07-20,2732
2018-07-21,2627
2018-07-22,2498
2018-07-23,2532
2018-07-24,2554
2018-07-25,2666
2018-07-26,2709
2018-07-27,2624
2018-07-28,2604
2018-07-29,2643
2018-07-30,2686
2018-07-31,2704
2018-08-01,2699
2018-08-02,2686
2018-08-03,2659
2018-08-04,2583
2018-08-05,2591
2018-08-06,2549
2018-08-07,2538
2018-08-08,2510
2018-08-09,2495
2018-08-10,2549
2018-08-11,2613
2018-08-12,2650
2018-08-14,2596
2018-08-16,2571
2018-08-17,2580
2018-08-18,2576
2018-08-19,2582
2018-08-20,2583
2018-08-21,2584
2018-08-22,2609
2018-08-23,2687
2018-08-24,2770
2018-08-25,2907
2018-08-26,3052
2018-08-27,3205
2018-08-28,3201
2018-08-29,3172
2018-08-30,3136
2018-08-31,3099
2018-09-01,3091
2018-09-02,3085
2018-09-03,3159
2018-09-04,3317
2018-09-05,3401
2018-09-06,3317
2018-09-07,3188
2018-09-08,3057
2018-09-09,3109
2018-09-10,3079
2018-09-11,3096
2018-09-12,3143
2018-09-13,3166
2018-09-14,3323
2018-09-15,3468
2018-09-16,3625
2018-09-17,3805
2018-09-18,3959
2018-09-19,4092
2018-09-20,4259
2018-09-21,4418
2018-09-22,4438
2018-09-23,4337
2018-09-24,4277
2018-09-25,4161
2018-09-26,3990
2018-09-27,3882
2018-09-28,3785
2018-09-29,3753
2018-09-30,3689
2018-10-01,3600
2018-10-02,3551
2018-10-03,3453
2018-10-04,3332
2018-10-05,3199
2018-10-06,3039
2018-10-07,2899
2018-10-08,2828
2018-10-09,2740
2018-10-10,2770
2018-10-11,2754
2018-10-12,2718
2018-10-13,2696
2018-10-14,2659
2018-10-15,2718
2018-10-16,2769
2018-10-17,2853
2018-10-18,2861
2018-10-19,2818
2018-10-20,2765
2018-10-21,2740
2018-10-22,2707
2018-10-23,2686
2018-10-24,2680
2018-10-25,2727
2018-10-26,2748
2018-10-27,2679
2018-10-28,2607
2018-10-29,2608
2018-10-30,2604
2018-10-31,2695
2018-11-01,2821
2018-11-03,2942
2018-11-04,2941
2018-11-05,3064
2018-11-06,3215
2018-11-07,3326
2018-11-08,3492
2018-11-09,3595
2018-11-10,3488
2018-11-11,3436
2018-11-12,3439
2018-11-13,3379
2018-11-14,3261
2018-11-15,3288
2018-11-16,3411
2018-11-17,3391
2018-11-18,3382
2018-11-19,3397
2018-11-20,3432
2018-11-21,3456
2018-11-22,3468
2018-11-23,3434
2018-11-24,3279
2018-11-25,3176
2018-11-26,3112
2018-11-27,3023
2018-11-28,3057
2018-11-29,3029
2018-12-01,2952
2018-12-02,3074
2018-12-03,3228
2018-12-04,3364
2018-12-05,3281
2018-12-07,3271
2018-12-09,3194
2018-12-10,3297
2018-12-11,3298
2018-12-12,3342
2018-12-13,3418
2018-12-14,3508
2018-12-15,3644
2018-12-16,3700
2018-12-17,3671
2018-12-18,3598
2018-12-19,3573
2018-12-20,3548
2018-12-21,3561
2018-12-22,3704
2018-12-23,3579
2018-12-24,3458
2018-12-25,3525
2018-12-26,3541
2018-12-27,3511
2018-12-28,3493
2018-12-29,3529
2018-12-30,3529
2018-12-31,3682
2019-01-01,3867
2019-01-02,4057
2019-01-03,4113
2019-01-04,4007
2019-01-05,3955
2019-01-06,3780
2019-01-08,3713
2019-01-10,3420
2019-01-11,3249
2019-01-12,3086
2019-01-13,3092
2019-01-14,3014
2019-01-15,3017
2019-01-16,3040
2019-01-17,3192
2019-01-18,3300
2019-01-19,3360
2019-01-20,3315
2019-01-21,3274
2019-01-22,3209
2019-01-23,3183
2019-01-24,3146
2019-01-25,3094
2019-01-26,3007
2019-01-27,2974
2019-01-28,2998
2019-01-29,3045
2019-01-30,2997
2019-01-31,2876
2019-02-01,2855
2019-02-02,2815
2019-02-03,2748
2019-02-04,2736
2019-02-05,2792
2019-02-06,2746
2019-02-07,2703
2019-02-08,2717
2019-02-09,2715
2019-02-10,2680
2019-02-11,2595
2019-02-12,2466
2019-02-13,2498
2019-02-14,2525
2019-02-15,2521
2019-02-16,2518
2019-02-17,2585
2019-02-18,2568
2019-02-19,2479
2019-02-20,2482
2019-02-21,2430
2019-02-22,2383
2019-02-23,2408
2019-02-24,2463
2019-02-25,2530
2019-02-26,2614
2019-02-27,2644
2019-02-28,2705
2019-03-01,2713
2019-03-02,2684
2019-03-03,2721
2019-03-04,2832
2019-03-05,2811
2019-03-06,2811
2019-03-07,2921
2019-03-08,3068
2019-03-09,3222
2019-03-10,3384
2019-03-11,3551
2019-03-12,3599
2019-03-13,3468
2019-03-14,3334
2019-03-15,3198
2019-03-16,3269
2019-03-17,3165
2019-03-18,3023
2019-03-19,2887
2019-03-20,2923
2019-03-21,2997
2019-03-22,3033
2019-03-23,3142
2019-03-24,3133
2019-03-25,3203
2019-03-26,3363
2019-03-27,3532
2019-03-28,3650
2019-03-29,3751
2019-03-30,3939
2019-03-31,4121
2019-04-01,4328
2019-04-02,4545
2019-04-03,4718
2019-04-04,4645
2019-04-05,4437
2019-04-06,4235
2019-04-07,4032
2019-04-08,3929
2019-04-09,3785
2019-04-10,3844
2019-04-11,3954
2019-04-12,3950
2019-04-13,3943
2019-04-14,3886
2019-04-15,3796
2019-04-16,3648
2019-04-17,3466
2019-04-18,3324
2019-04-19,3187
2019-04-20,3044
2019-04-21,2891
2019-04-22,2774
2019-04-23,2716
2019-04-24,2666
2019-04-25,2585
2019-04-26,2609
2019-04-27,2650
2019-04-28,2764
2019-04-29,2683
2019-04-30,2715
2019-05-01,2718
2019-05-02,2705
2019-05-03,2746
2019-05-04,2820
2019-05-05,2770
2019-05-06,2719
2019-05-07,2644
2019-05-08,2630
2019-05-09,2594
2019-05-10,2587
2019-05-11,2627
2019-05-12,2641
2019-05-13,2653
2019-05-14,2669
2019-05-15,2673
2019-05-16,2671
2019-05-17,2667
2019-05-18,2654
2019-05-19,2683
2019-05-20,2672
2019-05-21,2682
2019-05-22,2682
2019-05-23,2697
2019-05-24,2702
2019-05-25,2654
2019-05-26,2585
2019-05-27,2476
2019-05-28,2354
2019-05-29,2282
2019-05-30,2279
2019-05-31,2344
2019-06-01,2443
2019-06-02,2515
2019-06-03,2509
2019-06-04,2476
2019-06-05,2371
2019-06-06,2276
2019-06-07,2291
2019-06-08,2360
2019-06-09,2399
2019-06-10,2396
2019-06-11,2414
2019-06-12,2529
2019-06-13,2620
2019-06-14,2680
2019-06-15,2688
2019-06-16,2686
2019-06-17,2672
2019-06-18,2683
2019-06-19,2661
2019-06-20,2668
2019-06-21,2666
2019-06-22,2675
2019-06-23,2687
2019-06-24,2645
2019-06-25,2747
2019-06-26,2720
2019-06-27,2708
2019-06-28,2674
2019-06-29,2615
2019-06-30,2597
2019-07-01,2590
2019-07-02,2570
2019-07-03,2568
2019-07-04,2561
2019-07-05,2559
2019-07-06,2651
2019-07-07,2767
2019-07-08,2894
2019-07-09,3009
2019-07-10,2866
2019-07-11,2753
2019-07-12,2617
2019-07-13,2508
2019-07-14,2470
2019-07-15,2511
2019-07-16,2571
2019-07-17,2641
2019-07-18,2652
2019-07-19,2666
2019-07-20,2677
2019-07-21,2667
2019-07-22,2709
2019-07-23,2759
2019-07-24,2755
2019-07-25,2667
2019-07-26,2586
2019-07-27,2578
2019-07-28,2598
2019-07-29,2596
2019-07-30,2537
2019-07-31,2531
2019-08-01,2535
2019-08-02,2548
2019-08-03,2603
2019-08-04,2612
2019-08-05,2636
2019-08-06,2615
2019-08-07,2560
2019-08-08,2522
2019-08-09,2543
2019-08-10,2536
2019-08-11,2531
2019-08-12,2486
2019-08-13,2527
2019-08-14,2516
2019-08-15,2552
2019-08-16,2535
2019-08-17,2491
2019-08-18,2474
2019-08-19,2389
2019-08-20,2404
2019-08-21,2428
2019-08-22,2381
2019-08-23,2315
2019-08-24,2355
2019-08-24,2355
2019-08-25,2382
2019-08-25,2382
2019-08-26,2382
2019-08-27,2368
2019-08-27,2368
2019-08-28,2335
2019-08-29,2361
2019-08-30,2358
2019-08-31,2362
2019-09-01,2414
2019-09-02,2420
2019-09-03,2405
2019-09-04,2379
2019-09-05,2331
2019-09-06,2355
2019-09-07,2355
2019-09-08,2365
2019-09-09,2417
2019-09-10,2362
2019-09-11,2352
2019-09-12,2359
2019-09-13,2319
2019-09-14,2313
2019-09-15,2330
2019-09-16,2387
2019-09-17,2403
2019-09-18,2479
2019-09-19,2514
2019-09-20,2570
2019-09-21,2605
2019-09-22,2596
2019-09-23,2511
2019-09-24,2453
2019-09-25,2406
2019-09-26,2508
2019-09-27,2490
2019-09-28,2530
2019-09-29,2556
2019-09-30,2569
2019-10-01,2680
2019-10-02,2722
2019-10-03,2662
2019-10-04,2649
2019-10-05,2616
2019-10-06,2663
2019-10-07,2735
2019-10-08,2752
2019-10-09,2747
2019-10-10,2711
2019-10-11,2704
2019-10-12,2754
2019-10-13,2805
2019-10-14,2916
2019-10-15,3027
2019-10-16,3134
2019-10-17,3088
2019-10-18,3023
2019-10-19,2872
2019-10-20,2746
2019-10-21,2700
2019-10-22,2702
2019-10-23,2656
2019-10-24,2593
2019-10-25,2619
2019-10-26,2675
2019-10-27,2808
2019-10-28,2921
2019-10-29,2981
2019-10-30,3110
2019-10-31,3075
2019-11-01,3042
2019-11-02,3133
2019-11-03,3068
2019-11-04,3005
2019-11-05,2993
2019-11-06,2953
2019-11-07,2892
2019-11-08,2799
2019-11-09,2751
2019-11-10,2791
2019-11-11,2790
2019-11-12,2773
2019-11-13,2656
2019-11-14,2652
2019-11-15,2630
2019-11-16,2667
2019-11-17,2667
2019-11-18,2703
2019-11-19,2659
2019-11-20,2636
2019-11-21,2625
2019-11-22,2627
2019-11-23,2629
2019-11-24,2625
2019-11-25,2618
2019-11-26,2605
2019-11-27,2547
2019-11-28,2580
2019-11-29,2575
2019-11-30,2582
2019-12-01,2537
2019-12-02,2497
2019-12-03,2527
2019-12-04,2544
2019-12-05,2575
2019-12-06,2585
2019-12-07,2642
2019-12-08,2653
2019-12-09,2613
2019-12-10,2593
2019-12-11,2599
2019-12-12,2640
2019-12-13,2654
2019-12-14,2635
2019-12-15,2624
2019-12-16,2672
2019-12-17,2674
2019-12-18,2690
2019-12-19,2678
2019-12-20,2706
2019-12-21,2792
2019-12-22,2835
2019-12-23,2723
2019-12-24,2734
2019-12-25,2821
2019-12-26,2734
2019-12-27,2717
2019-12-28,2799
2019-12-29,2823
2019-12-30,2839
2019-12-31,2847
2020-01-01,2837
2020-01-02,2859
2020-01-03,2872
2020-01-04,2879
2020-01-05,2891
