date_obj,Adamant%20mace price
2015-03-26,3348
2015-03-27,3348
2015-03-28,3186
2015-03-29,3186
2015-03-30,3032
2015-03-31,3032
2015-04-01,3032
2015-04-02,2887
2015-04-03,2887
2015-04-04,2750
2015-04-05,2750
2015-04-06,2750
2015-04-07,2617
2015-04-08,2617
2015-04-09,2617
2015-04-10,2494
2015-04-11,2494
2015-04-12,2376
2015-04-13,2376
2015-04-14,2376
2015-04-15,2262
2015-04-16,2262
2015-04-17,2262
2015-04-18,2156
2015-04-19,2156
2015-04-20,2156
2015-04-21,2054
2015-04-22,2054
2015-04-23,1956
2015-04-24,1956
2015-04-25,1956
2015-04-26,1862
2015-04-27,1862
2015-04-28,1775
2015-04-29,1775
2015-04-30,1775
2015-05-01,1695
2015-05-02,1695
2015-05-03,1695
2015-05-04,1615
2015-05-05,1615
2015-05-06,1615
2015-05-07,1539
2015-05-08,1539
2015-05-09,1539
2015-05-10,1468
2015-05-11,1468
2015-05-12,1468
2015-05-13,1400
2015-05-14,1400
2015-05-15,1400
2015-05-16,1334
2015-05-17,1334
2015-05-18,1273
2015-05-19,1273
2015-05-20,1273
2015-05-21,1273
2015-05-22,1214
2015-05-23,1214
2015-05-24,1214
2015-05-25,1158
2015-05-26,1158
2015-05-27,1158
2015-05-28,1105
2015-05-29,1105
2015-05-30,1055
2015-05-31,1055
2015-06-01,1006
2015-06-02,1006
2015-06-03,1006
2015-06-04,961
2015-06-05,961
2015-06-06,917
2015-06-07,917
2015-06-08,917
2015-06-09,874
2015-06-10,874
2015-06-11,839
2015-06-12,839
2015-06-13,839
2015-06-14,804
2015-06-15,804
2015-06-16,804
2015-06-17,767
2015-06-18,767
2015-06-19,767
2015-06-20,737
2015-06-21,737
2015-06-22,737
2015-06-23,703
2015-06-24,703
2015-06-25,703
2015-06-26,670
2015-06-27,670
2015-06-28,670
2015-06-29,664
2015-06-30,664
2015-07-01,664
2015-07-02,664
2015-07-03,647
2015-07-04,647
2015-07-05,647
2015-07-06,647
2015-07-07,644
2015-07-08,644
2015-07-09,644
2015-07-10,650
2015-07-11,650
2015-07-12,650
2015-07-13,650
2015-07-14,646
2015-07-15,646
2015-07-16,646
2015-07-17,638
2015-07-18,638
2015-07-19,638
2015-07-20,652
2015-07-21,652
2015-07-22,652
2015-07-23,652
2015-07-24,653
2015-07-25,653
2015-07-26,653
2015-07-27,653
2015-07-28,649
2015-07-29,649
2015-07-30,649
2015-07-31,640
2015-08-01,640
2015-08-02,640
2015-08-03,650
2015-08-04,650
2015-08-05,650
2015-08-06,652
2015-08-07,652
2015-08-08,652
2015-08-09,649
2015-08-10,649
2015-08-11,649
2015-08-12,652
2015-08-13,652
2015-08-14,652
2015-08-15,652
2015-08-16,652
2015-08-17,652
2015-08-18,661
2015-08-19,661
2015-08-20,661
2015-08-21,661
2015-08-22,661
2015-08-23,661
2015-08-24,668
2015-08-25,668
2015-08-26,668
2015-08-27,668
2015-08-28,678
2015-08-29,678
2015-08-30,678
2015-08-31,678
2015-09-01,661
2015-09-02,661
2015-09-03,661
2015-09-04,661
2015-09-05,672
2015-09-06,672
2015-09-07,672
2015-09-08,672
2015-09-09,686
2015-09-10,686
2015-09-11,686
2015-09-12,686
2015-09-13,694
2015-09-14,694
2015-09-15,694
2015-09-16,694
2015-09-17,692
2015-09-18,692
2015-09-19,692
2015-09-20,692
2015-09-21,699
2015-09-22,699
2015-09-23,699
2015-09-24,699
2015-09-25,683
2015-09-27,683
2015-09-28,683
2015-09-29,662
2015-09-30,662
2015-10-05,656
2015-10-06,656
2015-10-07,652
2015-10-08,652
2015-10-09,652
2015-10-10,652
2015-10-11,663
2015-10-12,663
2015-10-13,663
2015-10-14,663
2015-10-15,686
2015-10-16,686
2015-10-17,686
2015-10-18,686
2015-10-19,680
2015-10-20,680
2015-10-22,680
2015-10-23,672
2015-10-24,672
2015-10-25,672
2015-10-26,679
2015-10-27,679
2015-10-28,679
2015-10-29,679
2015-10-30,687
2015-10-31,687
2015-11-01,687
2015-11-02,687
2015-11-03,662
2015-11-04,662
2015-11-05,662
2015-11-06,662
2015-11-07,682
2015-11-08,682
2015-11-09,682
2015-11-10,682
2015-11-11,682
2015-11-12,697
2015-11-13,697
2015-11-14,697
2015-11-15,697
2015-11-16,673
2015-11-17,673
2015-11-18,673
2015-11-19,673
2015-11-20,697
2015-11-21,697
2015-11-22,697
2015-11-23,697
2015-11-24,698
2015-11-25,698
2015-11-26,698
2015-11-27,698
2015-11-28,715
2015-11-29,715
2015-11-30,715
2015-12-01,715
2015-12-02,726
2015-12-03,726
2015-12-04,726
2015-12-05,726
2015-12-06,714
2015-12-07,714
2015-12-08,714
2015-12-09,714
2015-12-10,714
2015-12-11,714
2015-12-12,714
2015-12-13,714
2015-12-14,699
2015-12-15,699
2015-12-16,699
2015-12-17,699
2015-12-18,704
2015-12-19,704
2015-12-20,704
2015-12-21,704
2015-12-22,718
2015-12-23,718
2015-12-24,718
2015-12-25,718
2015-12-26,703
2015-12-27,703
2015-12-28,703
2015-12-29,691
2015-12-30,691
2015-12-31,691
2016-01-01,691
2016-01-02,706
2016-01-03,706
2016-01-04,706
2016-01-05,709
2016-01-06,709
2016-01-07,709
2016-01-08,709
2016-01-09,699
2016-01-10,699
2016-01-11,699
2016-01-12,690
2016-01-13,690
2016-01-14,690
2016-01-15,702
2016-01-16,702
2016-01-17,702
2016-01-18,694
2016-01-19,694
2016-01-20,694
2016-01-21,694
2016-01-22,703
2016-01-23,703
2016-01-24,703
2016-01-25,702
2016-01-26,702
2016-01-27,702
2016-01-28,702
2016-01-29,723
2016-01-30,723
2016-01-31,723
2016-02-01,728
2016-02-02,728
2016-02-03,728
2016-02-04,728
2016-02-05,710
2016-02-06,710
2016-02-07,710
2016-02-08,678
2016-02-09,678
2016-02-10,678
2016-02-11,664
2016-02-12,664
2016-02-13,664
2016-02-14,673
2016-02-15,673
2016-02-16,673
2016-02-17,680
2016-02-18,680
2016-02-19,680
2016-02-20,680
2016-02-21,680
2016-02-22,680
2016-02-23,680
2016-02-24,680
2016-02-25,680
2016-02-26,680
2016-02-27,680
2016-02-28,680
2016-02-29,671
2016-03-01,671
2016-03-02,671
2016-03-03,671
2016-03-04,671
2016-03-05,671
2016-03-06,660
2016-03-07,660
2016-03-08,660
2016-03-09,660
2016-03-10,676
2016-03-11,676
2016-03-12,676
2016-03-13,676
2016-03-14,710
2016-03-15,710
2016-03-16,710
2016-03-17,689
2016-03-18,689
2016-03-19,689
2016-03-20,659
2016-03-21,659
2016-03-22,659
2016-03-23,659
2016-03-24,673
2016-03-25,673
2016-03-26,673
2016-03-27,662
2016-03-28,662
2016-03-29,662
2016-03-30,666
2016-03-31,666
2016-04-01,666
2016-04-02,656
2016-04-03,656
2016-04-04,656
2016-04-05,642
2016-04-06,642
2016-04-07,642
2016-04-08,656
2016-04-09,656
2016-04-10,656
2016-04-11,656
2016-04-12,665
2016-04-13,665
2016-04-14,665
2016-04-15,672
2016-04-16,672
2016-04-17,672
2016-04-18,678
2016-04-19,678
2016-04-20,678
2016-04-21,678
2016-04-22,672
2016-04-23,672
2016-04-24,672
2016-04-25,670
2016-04-26,670
2016-04-27,670
2016-04-28,644
2016-04-29,644
2016-04-30,644
2016-05-01,661
2016-05-02,661
2016-05-03,661
2016-05-04,665
2016-05-05,665
2016-05-06,665
2016-05-07,673
2016-05-08,673
2016-05-09,673
2016-05-10,676
2016-05-11,676
2016-05-12,676
2016-05-13,686
2016-05-14,686
2016-05-15,686
2016-05-16,682
2016-05-17,682
2016-05-18,682
2016-05-19,676
2016-05-21,676
2016-05-22,664
2016-05-23,664
2016-05-24,671
2016-05-25,671
2016-05-26,671
2016-05-27,662
2016-05-28,662
2016-05-29,662
2016-05-30,651
2016-05-31,651
2016-06-01,651
2016-06-02,656
2016-06-03,656
2016-06-04,656
2016-06-05,643
2016-06-06,643
2016-06-07,643
2016-06-08,645
2016-06-09,645
2016-06-10,645
2016-06-11,664
2016-06-12,664
2016-06-13,664
2016-06-14,658
2016-06-15,658
2016-06-16,658
2016-06-17,673
2016-06-18,673
2016-06-19,673
2016-06-20,685
2016-06-21,685
2016-06-22,688
2016-06-23,688
2016-06-24,688
2016-06-25,668
2016-06-26,668
2016-06-27,668
2016-06-28,665
2016-06-29,665
2016-06-30,665
2016-07-01,687
2016-07-02,687
2016-07-03,687
2016-07-04,706
2016-07-05,706
2016-07-06,706
2016-07-07,695
2016-07-08,695
2016-07-09,682
2016-07-10,682
2016-07-11,702
2016-07-12,702
2016-07-13,702
2016-07-14,683
2016-07-15,683
2016-07-16,683
2016-07-17,676
2016-07-18,676
2016-07-23,662
2016-07-24,657
2016-07-25,657
2016-07-26,657
2016-07-27,657
2016-07-28,644
2016-07-29,644
2016-07-30,644
2016-07-31,661
2016-08-01,661
2016-08-02,661
2016-08-03,665
2016-08-04,665
2016-08-05,665
2016-08-06,665
2016-08-07,668
2016-08-08,668
2016-08-09,668
2016-08-10,674
2016-08-11,674
2016-08-12,674
2016-08-13,674
2016-08-14,674
2016-08-15,672
2016-08-16,672
2016-08-17,672
2016-08-18,672
2016-08-19,689
2016-08-20,689
2016-08-21,689
2016-08-22,689
2016-08-23,685
2016-08-24,685
2016-08-25,685
2016-08-26,685
2016-08-28,675
2016-08-31,675
2016-09-01,679
2016-09-02,679
2016-09-03,679
2016-09-04,679
2016-09-05,677
2016-09-06,677
2016-09-07,677
2016-09-08,677
2016-09-09,677
2016-09-10,680
2016-09-11,680
2016-09-12,680
2016-09-13,680
2016-09-14,680
2016-09-15,671
2016-09-16,671
2016-09-17,671
2016-09-18,671
2016-09-19,679
2016-09-20,679
2016-09-21,679
2016-09-22,679
2016-09-23,667
2016-09-24,667
2016-09-25,667
2016-09-26,667
2016-09-27,667
2016-09-28,656
2016-09-29,656
2016-09-30,656
2016-10-01,656
2016-10-02,655
2016-10-03,655
2016-10-04,655
2016-10-05,655
2016-10-06,655
2016-10-07,646
2016-10-08,646
2016-10-09,646
2016-10-10,646
2016-10-11,657
2016-10-12,657
2016-10-13,657
2016-10-14,657
2016-10-15,647
2016-10-16,647
2016-10-17,647
2016-10-18,647
2016-10-19,675
2016-10-20,675
2016-10-21,675
2016-10-22,675
2016-10-23,655
