date_obj,King%20worm price
2015-03-26,297
2015-03-27,297
2015-03-28,297
2015-03-29,297
2015-03-30,297
2015-03-31,297
2015-04-01,297
2015-04-02,309
2015-04-03,309
2015-04-04,309
2015-04-05,309
2015-04-06,309
2015-04-07,309
2015-04-08,309
2015-04-09,309
2015-04-10,309
2015-04-11,300
2015-04-12,300
2015-04-13,300
2015-04-14,300
2015-04-15,300
2015-04-16,300
2015-04-17,300
2015-04-18,300
2015-04-19,300
2015-04-20,300
2015-04-21,300
2015-04-22,300
2015-04-23,300
2015-04-24,300
2015-04-25,300
2015-04-26,300
2015-04-27,300
2015-04-28,300
2015-04-29,300
2015-04-30,300
2015-05-01,300
2015-05-02,300
2015-05-03,300
2015-05-04,288
2015-05-05,288
2015-05-06,288
2015-05-07,288
2015-05-08,288
2015-05-09,288
2015-05-10,288
2015-05-11,288
2015-05-12,288
2015-05-13,288
2015-05-14,299
2015-05-15,299
2015-05-16,299
2015-05-17,299
2015-05-18,299
2015-05-19,299
2015-05-20,299
2015-05-21,299
2015-05-22,299
2015-05-23,299
2015-05-24,299
2015-05-25,299
2015-05-26,299
2015-05-27,299
2015-05-28,299
2015-05-29,299
2015-05-30,299
2015-05-31,299
2015-06-01,299
2015-06-02,299
2015-06-03,299
2015-06-04,289
2015-06-05,289
2015-06-06,289
2015-06-07,289
2015-06-08,289
2015-06-09,289
2015-06-10,289
2015-06-11,289
2015-06-12,289
2015-06-13,286
2015-06-14,286
2015-06-15,286
2015-06-16,286
2015-06-17,286
2015-06-18,286
2015-06-19,286
2015-06-20,286
2015-06-21,286
2015-06-22,290
2015-06-23,290
2015-06-24,290
2015-06-25,290
2015-06-26,290
2015-06-27,290
2015-06-28,290
2015-06-29,290
2015-06-30,290
2015-07-01,292
2015-07-02,292
2015-07-03,292
2015-07-04,292
2015-07-05,292
2015-07-06,292
2015-07-07,292
2015-07-08,292
2015-07-09,292
2015-07-10,292
2015-07-11,284
2015-07-12,284
2015-07-13,284
2015-07-14,284
2015-07-15,284
2015-07-16,284
2015-07-17,284
2015-07-18,284
2015-07-19,284
2015-07-20,281
2015-07-21,281
2015-07-22,281
2015-07-23,281
2015-07-24,281
2015-07-25,281
2015-07-26,281
2015-07-27,281
2015-07-28,281
2015-07-29,281
2015-07-30,281
2015-07-31,281
2015-08-01,281
2015-08-02,281
2015-08-03,281
2015-08-04,281
2015-08-05,281
2015-08-06,281
2015-08-07,280
2015-08-08,280
2015-08-09,280
2015-08-10,280
2015-08-11,280
2015-08-12,280
2015-08-13,280
2015-08-14,280
2015-08-15,280
2015-08-16,284
2015-08-17,284
2015-08-18,284
2015-08-19,284
2015-08-20,284
2015-08-21,284
2015-08-22,284
2015-08-23,284
2015-08-24,284
2015-08-25,284
2015-08-26,280
2015-08-27,280
2015-08-28,280
2015-08-29,280
2015-08-30,280
2015-08-31,280
2015-09-01,280
2015-09-02,280
2015-09-03,280
2015-09-04,274
2015-09-05,274
2015-09-06,274
2015-09-07,274
2015-09-08,274
2015-09-09,274
2015-09-10,274
2015-09-11,274
2015-09-12,274
2015-09-13,274
2015-09-14,274
2015-09-15,282
2015-09-16,282
2015-09-17,282
2015-09-18,282
2015-09-19,282
2015-09-20,282
2015-09-21,282
2015-09-22,282
2015-09-23,282
2015-09-24,282
2015-09-25,282
2015-09-27,296
2015-09-28,296
2015-09-29,296
2015-09-30,296
2015-10-05,296
2015-10-06,296
2015-10-07,296
2015-10-08,290
2015-10-09,290
2015-10-10,290
2015-10-11,290
2015-10-12,290
2015-10-13,290
2015-10-14,290
2015-10-15,290
2015-10-16,290
2015-10-17,290
2015-10-18,290
2015-10-19,298
2015-10-20,298
2015-10-22,298
2015-10-23,298
2015-10-24,298
2015-10-25,298
2015-10-26,298
2015-10-27,298
2015-10-29,298
2015-10-30,293
2015-10-31,293
2015-11-01,293
2015-11-02,293
2015-11-03,293
2015-11-04,293
2015-11-05,293
2015-11-06,293
2015-11-07,293
2015-11-08,293
2015-11-09,293
2015-11-10,293
2015-11-11,297
2015-11-12,297
2015-11-13,297
2015-11-14,297
2015-11-15,297
2015-11-16,297
2015-11-17,297
2015-11-18,297
2015-11-19,297
2015-11-20,297
2015-11-21,297
2015-11-22,297
2015-11-23,309
2015-11-24,309
2015-11-25,309
2015-11-26,309
2015-11-27,309
2015-11-28,309
2015-11-29,309
2015-11-30,309
2015-12-01,309
2015-12-02,309
2015-12-03,320
2015-12-04,320
2015-12-05,320
2015-12-06,320
2015-12-07,320
2015-12-08,320
2015-12-09,320
2015-12-10,320
2015-12-11,320
2015-12-12,320
2015-12-13,330
2015-12-14,330
2015-12-15,330
2015-12-16,330
2015-12-17,330
2015-12-18,330
2015-12-19,330
2015-12-20,330
2015-12-21,330
2015-12-22,333
2015-12-23,333
2015-12-24,333
2015-12-25,333
2015-12-26,333
2015-12-27,333
2015-12-28,333
2015-12-29,335
2015-12-30,335
2015-12-31,335
2016-01-01,335
2016-01-02,335
2016-01-03,335
2016-01-04,335
2016-01-05,335
2016-01-06,346
2016-01-07,346
2016-01-08,346
2016-01-09,346
2016-01-10,346
2016-01-11,346
2016-01-12,346
2016-01-13,346
2016-01-14,359
2016-01-15,359
2016-01-16,359
2016-01-17,359
2016-01-18,359
2016-01-19,359
2016-01-20,359
2016-01-21,359
2016-01-22,374
2016-01-23,374
2016-01-24,374
2016-01-25,374
2016-01-26,374
2016-01-27,374
2016-01-28,374
2016-01-29,384
2016-01-30,384
2016-01-31,384
2016-02-01,384
2016-02-02,384
2016-02-03,384
2016-02-04,384
2016-02-05,384
2016-02-06,393
2016-02-07,393
2016-02-08,393
2016-02-09,393
2016-02-10,393
2016-02-11,393
2016-02-12,393
2016-02-13,393
2016-02-14,393
2016-02-15,388
2016-02-16,388
2016-02-17,388
2016-02-18,388
2016-02-19,388
2016-02-20,388
2016-02-21,388
2016-02-22,388
2016-02-23,383
2016-02-24,383
2016-02-25,383
2016-02-26,383
2016-02-27,383
2016-02-28,383
2016-02-29,383
2016-03-01,394
2016-03-02,394
2016-03-03,394
2016-03-04,394
2016-03-05,394
2016-03-06,394
2016-03-07,394
2016-03-08,394
2016-03-09,395
2016-03-10,395
2016-03-11,395
2016-03-12,395
2016-03-13,395
2016-03-14,395
2016-03-15,395
2016-03-16,394
2016-03-17,394
2016-03-18,394
2016-03-19,394
2016-03-20,394
2016-03-21,394
2016-03-22,394
2016-03-23,410
2016-03-24,410
2016-03-25,410
2016-03-26,410
2016-03-27,410
2016-03-28,410
2016-03-29,410
2016-03-30,392
2016-03-31,392
2016-04-01,392
2016-04-02,392
2016-04-03,392
2016-04-04,392
2016-04-05,392
2016-04-06,391
2016-04-07,391
2016-04-08,391
2016-04-09,391
2016-04-10,391
2016-04-11,391
2016-04-12,391
2016-04-13,391
2016-04-14,386
2016-04-15,386
2016-04-16,386
2016-04-17,386
2016-04-18,386
2016-04-19,386
2016-04-20,386
2016-04-21,386
2016-04-22,386
2016-04-23,386
2016-04-24,386
2016-04-25,386
2016-04-26,386
2016-04-27,386
2016-04-28,386
2016-04-29,386
2016-04-30,386
2016-05-01,386
2016-05-02,386
2016-05-03,386
2016-05-04,386
2016-05-05,378
2016-05-06,378
2016-05-07,378
2016-05-08,378
2016-05-09,378
2016-05-10,378
2016-05-11,378
2016-05-12,377
2016-05-13,377
2016-05-14,377
2016-05-15,377
2016-05-16,377
2016-05-17,377
2016-05-18,383
2016-05-19,383
2016-05-22,383
2016-05-23,383
2016-05-24,389
2016-05-25,389
2016-05-26,389
2016-05-27,389
2016-05-28,389
2016-05-29,389
2016-05-30,407
2016-05-31,407
2016-06-01,407
2016-06-02,407
2016-06-03,407
2016-06-04,407
2016-06-05,407
2016-06-06,407
2016-06-07,407
2016-06-08,407
2016-06-09,407
2016-06-10,407
2016-06-11,406
2016-06-12,406
2016-06-13,406
2016-06-14,406
2016-06-15,406
2016-06-16,406
2016-06-17,407
2016-06-18,407
2016-06-19,407
2016-06-20,407
2016-06-21,407
2016-06-22,407
2016-06-23,423
2016-06-24,423
2016-06-25,423
2016-06-26,423
2016-06-27,423
2016-06-28,423
2016-06-29,428
2016-06-30,428
2016-07-01,428
2016-07-02,428
2016-07-03,428
2016-07-04,422
2016-07-05,422
2016-07-06,422
2016-07-07,422
2016-07-08,422
2016-07-09,414
2016-07-10,414
2016-07-11,414
2016-07-12,414
2016-07-13,414
2016-07-14,401
2016-07-15,401
2016-07-16,401
2016-07-17,401
2016-07-18,401
2016-07-23,381
2016-07-24,381
2016-07-25,381
2016-07-26,381
2016-07-27,369
2016-07-28,369
2016-07-29,369
2016-07-30,369
2016-07-31,369
2016-08-01,369
2016-08-02,369
2016-08-03,370
2016-08-04,370
2016-08-05,370
2016-08-06,370
2016-08-07,370
2016-08-08,370
2016-08-09,370
2016-08-10,367
2016-08-11,367
2016-08-12,367
2016-08-13,367
2016-08-14,367
2016-08-15,367
2016-08-16,367
2016-08-17,367
2016-08-18,367
2016-08-19,366
2016-08-20,366
2016-08-21,366
2016-08-22,366
2016-08-23,366
2016-08-24,366
2016-08-25,366
2016-08-26,366
2016-08-28,368
2016-08-31,368
2016-09-01,368
2016-09-02,368
2016-09-03,368
2016-09-04,368
2016-09-05,354
2016-09-06,354
2016-09-07,354
2016-09-08,354
2016-09-09,354
2016-09-10,354
2016-09-11,354
2016-09-12,354
2016-09-13,354
2016-09-14,354
2016-09-15,366
2016-09-16,366
2016-09-17,366
2016-09-18,366
2016-09-19,366
2016-09-20,366
2016-09-21,366
2016-09-22,366
2016-09-23,366
2016-09-24,366
2016-09-25,374
2016-09-26,374
2016-09-27,374
2016-09-28,374
2016-09-29,374
2016-09-30,374
2016-10-01,374
2016-10-02,374
2016-10-03,374
2016-10-04,374
2016-10-05,360
2016-10-06,360
2016-10-07,360
2016-10-08,360
2016-10-09,360
2016-10-10,360
2016-10-11,360
2016-10-12,360
2016-10-13,360
2016-10-14,364
2016-10-15,364
2016-10-16,364
2016-10-17,364
2016-10-18,364
2016-10-19,364
2016-10-20,364
2016-10-21,364
2016-10-22,364
2016-10-23,368
2016-10-24,368
2016-10-25,368
2016-10-26,368
2016-10-27,368
2016-10-28,368
2016-10-29,368
2016-10-30,368
2016-10-31,384
2016-11-01,384
2016-11-02,384
2016-11-03,384
2016-11-04,384
2016-11-05,384
2016-11-06,384
2016-11-07,384
2016-11-08,392
2016-11-09,392
2016-11-10,392
2016-11-11,392
2016-11-12,392
2016-11-13,392
2016-11-14,392
2016-12-07,394
2016-12-08,394
2016-12-09,394
2016-12-10,394
2016-12-11,394
2016-12-12,394
2016-12-13,394
2016-12-14,394
2016-12-15,394
2016-12-16,394
2016-12-17,394
2016-12-18,394
2016-12-19,392
2016-12-20,392
2016-12-21,392
2016-12-22,392
2016-12-23,392
2016-12-24,392
2016-12-25,399
2016-12-26,399
2016-12-27,399
2016-12-28,399
2016-12-29,399
2016-12-30,399
2016-12-31,419
2017-01-01,419
2017-01-02,419
2017-01-03,419
2017-01-04,419
2017-01-05,419
2017-01-06,440
2017-01-07,440
2017-01-08,440
2017-01-09,440
2017-01-10,440
2017-01-11,445
2017-01-12,445
2017-01-13,445
2017-01-14,445
2017-01-15,445
2017-01-16,443
2017-01-17,443
2017-01-18,443
2017-01-19,443
2017-01-20,443
2017-01-21,460
2017-01-22,460
2017-01-27,451
2017-01-28,451
2017-01-29,451
2017-01-30,451
2017-01-31,451
2017-02-01,451
2017-02-02,437
2017-02-03,437
2017-02-04,437
2017-02-05,437
2017-02-06,437
2017-02-07,437
2017-02-08,435
2017-02-09,435
2017-02-10,435
2017-02-11,435
2017-02-12,435
2017-02-13,419
2017-02-14,419
2017-02-15,419
2017-02-16,419
2017-02-18,419
2017-02-19,406
2017-02-20,406
2017-02-21,406
2017-02-22,406
2017-02-23,406
2017-02-24,406
2017-02-25,394
2017-02-26,394
2017-02-27,394
2017-02-28,394
2017-03-01,394
2017-03-02,394
2017-03-03,389
2017-03-04,389
2017-03-05,389
2017-03-06,389
2017-03-07,389
2017-03-08,389
2017-03-09,392
2017-03-10,392
2017-03-11,392
2017-03-12,392
2017-03-13,392
2017-03-14,390
2017-03-15,390
2017-03-16,390
2017-03-17,390
2017-03-18,390
2017-03-19,388
2017-03-20,388
2017-03-21,388
2017-03-22,388
2017-03-23,388
2017-03-24,388
2017-03-25,405
2017-03-26,405
2017-03-27,405
2017-03-28,405
2017-03-29,405
2017-03-30,405
2017-03-31,426
2017-04-01,426
2017-04-02,426
2017-04-03,426
2017-04-04,426
2017-04-12,452
2017-04-13,452
2017-04-14,452
2017-04-15,452
2017-04-16,452
2017-04-17,437
2017-04-18,437
2017-04-19,437
2017-04-20,437
2017-04-21,437
2017-04-22,437
2017-04-23,432
2017-04-24,432
2017-04-25,432
2017-04-26,432
2017-04-27,432
2017-04-28,432
2017-04-29,435
2017-04-30,435
2017-05-01,435
2017-05-02,435
2017-05-03,435
2017-05-04,435
2017-05-05,429
2017-05-06,429
2017-05-07,429
2017-05-08,429
2017-05-09,429
2017-05-10,429
2017-05-11,420
2017-05-12,420
2017-05-13,420
2017-05-14,420
2017-05-15,420
2017-05-16,420
2017-05-17,416
2017-05-18,416
2017-05-19,416
2017-05-20,416
2017-05-21,416
2017-05-22,416
2017-05-23,421
2017-05-24,421
2017-05-25,421
2017-05-26,421
2017-05-27,421
2017-05-28,421
2017-05-29,418
2017-05-30,418
2017-05-31,418
2017-06-01,418
2017-06-02,418
2017-06-03,418
2017-06-04,425
2017-06-06,425
2017-06-07,425
2017-06-08,425
2017-06-09,425
2017-06-10,426
2017-06-11,426
2017-06-12,426
2017-06-13,426
2017-06-14,426
2017-06-15,426
2017-06-16,427
2017-06-17,427
2017-06-18,427
2017-06-19,427
2017-06-20,427
2017-06-21,427
2017-06-22,427
2017-06-23,418
2017-06-24,418
2017-06-25,418
2017-06-26,418
2017-06-27,418
2017-06-28,418
2017-06-29,431
2017-06-30,431
2017-07-01,431
2017-07-02,431
2017-07-03,431
2017-07-04,431
2017-07-05,431
2017-07-06,448
2017-07-07,448
2017-07-08,448
2017-07-13,471
2017-07-14,471
2017-07-15,471
2017-07-16,471
2017-07-17,471
2017-07-18,479
2017-07-19,479
2017-07-20,479
2017-07-21,479
2017-07-22,479
2017-07-23,479
2017-07-24,457
2017-07-25,457
2017-07-26,457
2017-07-27,457
2017-07-28,457
2017-07-29,457
2017-07-30,434
2017-07-31,434
2017-08-01,434
2017-08-02,434
2017-08-03,434
2017-08-04,434
2017-08-05,419
2017-08-06,419
2017-08-09,419
2017-08-10,419
2017-08-11,408
2017-08-12,408
2017-08-13,408
2017-08-14,408
2017-08-15,408
2017-08-17,400
2017-08-18,400
2017-08-19,400
2017-08-20,400
2017-08-21,400
2017-08-22,400
2017-08-23,387
2017-08-24,387
2017-08-25,387
2017-08-26,387
2017-08-27,387
2017-08-28,387
2017-08-29,371
2017-08-30,371
2017-08-31,371
2017-09-01,371
2017-09-02,371
2017-09-03,371
2017-09-04,372
2017-09-05,372
2017-09-06,372
2017-09-07,372
2017-09-08,372
2017-09-09,372
2017-09-10,354
2017-09-11,354
2017-09-12,354
2017-09-13,354
2017-09-14,354
2017-09-15,354
2017-09-16,354
2017-09-17,349
2017-09-19,349
2017-09-20,349
2017-09-21,349
2017-09-22,349
2017-09-23,349
2017-09-24,344
2017-09-25,344
2017-09-26,344
2017-09-27,344
2017-09-28,344
2017-09-29,344
2017-09-30,344
2017-10-01,339
2017-10-02,339
2017-10-03,339
2017-10-04,339
2017-10-05,339
2017-10-06,339
2017-10-07,339
2017-10-08,327
2017-10-09,327
2017-10-10,327
2017-10-11,327
2017-10-12,327
2017-10-13,327
2017-10-14,335
2017-10-15,335
2017-10-16,335
2017-10-17,335
2017-10-18,335
2017-10-19,335
2017-10-20,335
2017-10-21,335
2017-10-22,337
2017-10-23,337
2017-10-24,337
2017-10-25,337
2017-10-26,337
2017-10-27,337
2017-10-28,337
2017-10-29,342
2017-10-30,342
2017-10-31,342
2017-11-01,342
2017-11-02,342
2017-11-03,342
2017-11-04,349
2017-11-05,349
2017-11-06,349
2017-11-07,349
2017-11-08,349
2017-11-09,349
2017-11-10,349
2017-11-11,349
2017-11-12,346
2017-11-13,346
2017-11-14,346
2017-11-15,346
2017-11-16,346
2017-11-17,346
2017-11-18,346
2017-11-19,350
2017-11-20,350
2017-11-21,350
2017-11-22,350
2017-11-23,350
2017-11-24,350
2017-11-25,350
2017-11-26,353
2017-11-27,353
2017-11-28,353
2017-11-29,353
2017-11-30,353
2017-12-01,353
2017-12-02,353
2017-12-03,359
2017-12-04,359
2017-12-05,359
2017-12-06,359
2017-12-07,359
2017-12-08,359
2017-12-09,359
2017-12-10,362
2017-12-11,362
2017-12-12,362
2017-12-14,362
2017-12-15,362
2017-12-16,362
2017-12-17,362
2017-12-18,370
2017-12-19,370
2017-12-20,370
2017-12-21,370
2017-12-22,370
2017-12-23,370
2017-12-24,370
2017-12-25,368
2017-12-26,368
2017-12-27,368
2017-12-28,368
2017-12-29,368
2017-12-30,366
2017-12-31,366
2018-01-01,366
2018-01-02,366
2018-01-03,366
2018-01-04,366
2018-01-05,347
2018-01-06,347
2018-01-07,347
2018-01-08,347
2018-01-09,347
2018-01-10,347
2018-01-11,333
2018-01-12,333
2018-01-13,333
2018-01-14,333
2018-01-15,333
2018-01-16,328
2018-01-17,328
2018-01-18,328
2018-01-19,328
2018-01-20,328
2018-01-21,328
2018-01-22,333
2018-01-23,333
2018-01-25,344
2018-01-26,344
2018-01-27,344
2018-01-28,344
2018-01-29,344
2018-01-31,344
2018-02-01,332
2018-02-02,332
2018-02-03,332
2018-02-04,347
2018-02-05,347
2018-02-06,347
2018-02-07,355
2018-02-08,355
2018-02-09,355
2018-02-10,355
2018-02-11,357
2018-02-12,357
2018-02-13,357
2018-02-14,357
2018-02-15,351
2018-02-16,351
2018-02-17,351
2018-02-18,350
2018-02-19,350
2018-02-20,350
2018-02-21,354
2018-02-22,354
2018-02-23,354
2018-02-24,354
2018-02-25,362
2018-02-26,362
2018-02-27,362
2018-02-28,362
2018-03-01,373
2018-03-02,373
2018-03-03,390
2018-03-04,390
2018-03-05,390
2018-03-06,390
2018-03-07,376
2018-03-08,376
2018-03-09,376
2018-03-10,376
2018-03-11,381
2018-03-12,381
2018-03-13,381
2018-03-14,396
2018-03-15,396
2018-03-16,396
2018-03-17,408
2018-03-18,408
2018-03-19,408
2018-03-20,429
2018-03-21,429
2018-03-23,429
2018-03-24,442
2018-03-25,442
2018-03-26,442
2018-03-27,456
2018-03-28,456
2018-03-29,456
2018-03-30,456
2018-03-31,438
2018-04-01,438
2018-04-02,438
2018-04-03,428
2018-04-04,428
2018-04-05,428
2018-04-06,417
2018-04-07,417
2018-04-08,417
2018-04-09,417
2018-04-10,405
2018-04-11,405
2018-04-12,405
2018-04-13,405
2018-04-14,400
2018-04-15,400
2018-04-16,400
2018-04-17,400
2018-04-18,387
2018-04-19,387
2018-04-20,387
2018-04-21,387
2018-04-22,387
2018-04-23,367
2018-04-24,367
2018-04-25,367
2018-04-26,367
2018-04-27,367
2018-04-28,355
2018-04-29,355
2018-04-30,355
2018-05-01,355
2018-05-04,346
2018-05-05,346
2018-05-06,353
2018-05-07,353
2018-05-08,353
2018-05-09,353
2018-05-10,365
2018-05-11,365
2018-05-12,365
2018-05-13,365
2018-05-14,361
2018-05-15,361
2018-05-16,361
2018-05-17,361
2018-05-18,374
2018-05-19,374
2018-05-20,374
2018-05-21,355
2018-05-22,355
2018-05-23,355
2018-05-24,355
2018-05-25,341
2018-05-26,341
2018-05-27,341
2018-05-28,325
2018-05-29,325
2018-05-30,325
2018-05-31,313
2018-06-01,313
2018-06-02,313
2018-06-03,307
2018-06-04,307
2018-06-05,307
2018-06-06,313
2018-06-07,313
2018-06-08,313
2018-06-09,313
2018-06-10,318
2018-06-11,318
2018-06-12,318
2018-06-13,329
2018-06-14,329
2018-06-15,329
2018-06-16,343
2018-06-17,343
2018-06-18,359
2018-06-19,359
2018-06-20,359
2018-06-21,359
2018-06-22,367
2018-06-23,367
2018-06-24,367
2018-06-25,367
2018-06-26,357
2018-06-27,357
2018-06-28,357
2018-06-29,353
2018-06-30,353
2018-07-01,353
2018-07-02,353
2018-07-03,359
2018-07-04,359
2018-07-05,359
2018-07-06,359
2018-07-07,365
2018-07-08,365
2018-07-09,365
2018-07-10,356
2018-07-11,356
2018-07-12,356
2018-07-13,356
2018-07-14,346
2018-07-15,346
2018-07-16,346
2018-07-17,343
2018-07-18,343
2018-07-19,343
2018-07-20,337
2018-07-21,337
2018-07-22,337
2018-07-23,337
2018-07-24,337
2018-07-25,334
2018-07-26,334
2018-07-27,325
2018-07-28,325
2018-07-29,325
2018-07-30,324
2018-07-31,324
2018-08-01,324
2018-08-02,325
2018-08-03,325
2018-08-04,339
2018-08-05,339
2018-08-06,339
2018-08-07,350
2018-08-08,350
2018-08-09,364
2018-08-10,364
2018-08-11,369
2018-08-12,369
2018-08-14,367
2018-08-16,378
2018-08-17,378
2018-08-18,387
2018-08-19,387
2018-08-20,391
2018-08-21,391
2018-08-22,391
2018-08-23,406
2018-08-24,406
2018-08-25,405
2018-08-26,405
2018-08-27,405
2018-08-28,393
2018-08-29,393
2018-08-30,393
2018-08-31,386
2018-09-01,386
2018-09-02,386
2018-09-03,377
2018-09-04,377
2018-09-05,393
2018-09-06,393
2018-09-07,393
2018-09-08,393
2018-09-09,393
2018-09-10,393
2018-09-11,375
2018-09-12,375
2018-09-13,375
2018-09-14,366
2018-09-15,366
2018-09-16,366
2018-09-17,360
2018-09-18,360
2018-09-19,364
2018-09-20,364
2018-09-21,364
2018-09-22,369
2018-09-23,369
2018-09-24,369
2018-09-25,352
2018-09-26,352
2018-09-27,352
2018-09-28,360
2018-09-29,360
2018-09-30,360
2018-10-02,370
2018-10-03,384
2018-10-04,384
2018-10-05,384
2018-10-06,392
2018-10-07,392
2018-10-08,392
2018-10-09,386
2018-10-10,386
2018-10-11,388
2018-10-12,388
2018-10-13,388
2018-10-14,402
2018-10-15,402
2018-10-16,402
2018-10-17,415
2018-10-18,415
2018-10-19,401
2018-10-20,401
2018-10-21,401
2018-10-22,405
2018-10-23,405
2018-10-24,405
2018-10-25,396
2018-10-26,396
2018-10-27,396
2018-10-28,398
2018-10-29,398
2018-10-30,398
2018-10-31,404
2018-11-01,404
2018-11-03,392
2018-11-04,392
2018-11-05,388
2018-11-06,388
2018-11-07,372
2018-11-08,372
2018-11-09,366
2018-11-10,349
2018-11-11,349
2018-11-12,349
2018-11-13,349
2018-11-14,334
2018-11-15,334
2018-11-16,328
2018-11-17,328
2018-11-18,344
2018-11-19,344
2018-11-20,346
2018-11-21,346
2018-11-22,342
2018-11-23,342
2018-11-24,342
2018-11-25,337
2018-11-26,337
2018-11-27,334
2018-11-28,334
2018-11-29,334
2018-12-01,337
2018-12-02,336
2018-12-03,336
2018-12-04,343
2018-12-05,361
2018-12-07,378
2018-12-09,390
2018-12-10,399
2018-12-11,399
2018-12-13,393
2018-12-14,409
2018-12-15,409
2018-12-16,418
