date_obj,Rock%20thrownhammer price
2017-10-31,200
2017-11-01,200
2017-11-02,200
2017-11-03,200
2017-11-04,209
2017-11-05,209
2017-11-06,209
2017-11-07,209
2017-11-08,209
2017-11-09,209
2017-11-10,209
2017-11-11,218
2017-11-12,218
2017-11-13,218
2017-11-14,218
2017-11-15,218
2017-11-16,218
2017-11-17,226
2017-11-18,226
2017-11-19,226
2017-11-20,226
2017-11-21,226
2017-11-22,226
2017-11-23,226
2017-11-24,226
2017-11-25,230
2017-11-26,230
2017-11-27,230
2017-11-28,230
2017-11-29,230
2017-11-30,230
2017-12-01,230
2017-12-02,230
2017-12-03,235
2017-12-04,235
2017-12-05,235
2017-12-06,235
2017-12-07,235
2017-12-08,235
2017-12-09,235
2017-12-10,235
2017-12-11,233
2017-12-12,233
2017-12-14,233
2017-12-15,233
2017-12-16,233
2017-12-17,233
2017-12-18,233
2017-12-19,232
2017-12-20,232
2017-12-21,232
2017-12-22,232
2017-12-23,232
2017-12-24,232
2017-12-25,232
2017-12-26,227
2017-12-27,227
2017-12-28,227
2017-12-29,227
2017-12-30,227
2017-12-31,227
2018-01-01,227
2018-01-02,219
2018-01-03,219
2018-01-04,219
2018-01-05,219
2018-01-06,219
2018-01-07,219
2018-01-08,219
2018-01-09,217
2018-01-10,217
2018-01-11,217
2018-01-12,217
2018-01-13,217
2018-01-14,217
2018-01-15,217
2018-01-16,218
2018-01-17,218
2018-01-18,218
2018-01-19,218
2018-01-20,218
2018-01-21,218
2018-01-22,218
2018-01-23,217
2018-01-24,217
2018-01-25,217
2018-01-26,217
2018-01-27,216
2018-01-28,216
2018-01-29,216
2018-01-31,219
2018-02-01,219
2018-02-02,219
2018-02-03,218
2018-02-04,218
2018-02-05,218
2018-02-06,218
2018-02-07,218
2018-02-08,218
2018-02-09,218
2018-02-10,218
2018-02-11,223
2018-02-12,223
2018-02-13,223
2018-02-14,223
2018-02-15,215
2018-02-16,215
2018-02-17,215
2018-02-18,215
2018-02-19,219
2018-02-20,219
2018-02-21,219
2018-02-22,219
2018-02-23,220
2018-02-24,220
2018-02-25,220
2018-02-26,220
2018-02-27,217
2018-02-28,217
2018-03-01,217
2018-03-02,217
2018-03-03,220
2018-03-04,220
2018-03-05,220
2018-03-06,220
2018-03-07,225
2018-03-08,225
2018-03-09,225
2018-03-10,225
2018-03-11,224
2018-03-12,224
2018-03-13,224
2018-03-14,224
2018-03-15,221
2018-03-16,221
2018-03-17,221
2018-03-18,228
2018-03-19,228
2018-03-20,228
2018-03-21,228
2018-03-23,232
2018-03-24,232
2018-03-26,232
2018-03-27,231
2018-03-29,231
2018-03-30,231
2018-03-31,230
2018-04-01,230
2018-04-02,230
2018-04-03,230
2018-04-04,229
2018-04-05,229
2018-04-06,229
2018-04-08,229
2018-04-09,220
2018-04-10,220
2018-04-11,220
2018-04-12,220
2018-04-13,220
2018-04-14,220
2018-04-15,219
2018-04-16,219
2018-04-17,219
2018-04-18,219
2018-04-19,219
2018-04-20,222
2018-04-21,222
2018-04-22,222
2018-04-23,222
2018-04-24,222
2018-04-25,220
2018-04-26,220
2018-04-27,220
2018-04-28,220
2018-04-29,220
2018-04-30,227
2018-05-01,227
2018-05-02,227
2018-05-03,227
2018-05-04,227
2018-05-05,225
2018-05-06,225
2018-05-07,225
2018-05-08,225
2018-05-09,225
2018-05-10,220
2018-05-11,220
2018-05-12,220
2018-05-13,220
2018-05-14,220
2018-05-15,217
2018-05-16,217
2018-05-17,217
2018-05-18,217
2018-05-19,217
2018-05-20,218
2018-05-21,218
2018-05-22,218
2018-05-23,218
2018-05-24,218
2018-05-25,216
2018-05-26,216
2018-05-27,216
2018-05-28,216
2018-05-29,214
2018-05-30,214
2018-05-31,214
2018-06-01,214
2018-06-02,220
2018-06-03,220
2018-06-04,220
2018-06-05,220
2018-06-06,216
2018-06-07,216
2018-06-08,216
2018-06-09,216
2018-06-10,216
2018-06-11,216
2018-06-12,216
2018-06-13,216
2018-06-14,216
2018-06-15,214
2018-06-16,214
2018-06-17,214
2018-06-18,214
2018-06-19,214
2018-06-20,217
2018-06-21,217
2018-06-22,217
2018-06-23,217
2018-06-24,216
2018-06-25,216
2018-06-26,216
2018-06-27,216
2018-06-28,216
2018-06-29,218
2018-06-30,218
2018-07-01,218
2018-07-02,218
2018-07-03,218
2018-07-04,221
2018-07-05,221
2018-07-06,221
2018-07-07,221
2018-07-08,227
2018-07-09,227
2018-07-10,227
2018-07-11,227
2018-07-12,227
2018-07-13,227
2018-07-14,224
2018-07-15,224
2018-07-16,224
2018-07-17,229
2018-07-18,229
2018-07-19,229
2018-07-20,229
2018-07-21,229
2018-07-22,229
2018-07-23,229
2018-07-24,224
2018-07-25,224
2018-07-26,224
2018-07-27,221
2018-07-28,221
2018-07-29,221
2018-07-30,221
2018-07-31,220
2018-08-01,220
2018-08-02,220
2018-08-03,220
2018-08-04,222
2018-08-05,222
2018-08-06,222
2018-08-07,222
2018-08-08,220
2018-08-09,220
2018-08-10,220
2018-08-11,220
2018-08-12,218
2018-08-14,218
2018-08-16,217
2018-08-17,217
2018-08-18,217
2018-08-19,218
2018-08-20,218
2018-08-21,218
2018-08-22,219
2018-08-23,219
2018-08-24,219
2018-08-25,223
2018-08-26,223
2018-08-27,223
2018-08-28,226
2018-08-29,226
2018-08-30,226
2018-08-31,225
2018-09-01,225
2018-09-02,225
2018-09-03,227
2018-09-04,227
2018-09-05,225
2018-09-06,225
2018-09-07,225
2018-09-08,222
2018-09-09,222
2018-09-10,222
2018-09-11,222
2018-09-12,220
2018-09-13,220
2018-09-14,220
2018-09-15,220
2018-09-16,220
2018-09-17,220
2018-09-18,220
2018-09-19,219
2018-09-20,219
2018-09-21,219
2018-09-22,222
2018-09-23,222
2018-09-24,222
2018-09-25,218
2018-09-26,218
2018-09-27,218
2018-09-28,220
2018-09-29,220
2018-09-30,220
2018-10-02,216
2018-10-03,216
2018-10-04,216
2018-10-05,216
2018-10-06,216
2018-10-07,218
2018-10-08,218
2018-10-09,218
2018-10-10,222
2018-10-11,222
2018-10-12,222
2018-10-13,224
2018-10-14,224
2018-10-15,224
2018-10-16,224
2018-10-17,226
2018-10-18,226
2018-10-19,226
2018-10-20,226
2018-10-21,222
2018-10-22,222
2018-10-23,222
2018-10-24,217
2018-10-25,217
2018-10-26,217
2018-10-27,221
2018-10-28,221
2018-10-29,221
2018-10-30,222
2018-10-31,222
2018-11-01,222
2018-11-03,220
2018-11-04,220
2018-11-05,223
2018-11-06,223
2018-11-07,223
2018-11-08,226
2018-11-09,226
2018-11-10,226
2018-11-11,228
2018-11-12,228
2018-11-13,231
2018-11-14,231
2018-11-15,231
2018-11-16,229
2018-11-17,229
2018-11-18,229
2018-11-19,233
2018-11-20,233
2018-11-21,233
2018-11-22,230
2018-11-23,230
2018-11-24,230
2018-11-25,229
2018-11-26,229
2018-11-27,229
2018-11-28,227
2018-11-29,227
2018-12-01,228
2018-12-02,228
2018-12-03,228
2018-12-04,227
2018-12-05,227
2018-12-07,227
2018-12-09,225
2018-12-10,230
2018-12-11,230
2018-12-12,230
2018-12-13,238
2018-12-14,238
2018-12-15,238
2018-12-16,239
2018-12-17,239
2018-12-18,243
2018-12-19,243
2018-12-20,244
2018-12-21,244
2018-12-22,247
2018-12-23,247
2018-12-24,240
2018-12-25,240
2018-12-26,240
2018-12-27,243
2018-12-28,243
2018-12-29,246
2018-12-30,246
2018-12-31,248
2019-01-01,248
2019-01-02,251
2019-01-03,251
2019-01-04,250
2019-01-05,250
2019-01-06,249
2019-01-08,245
2019-01-10,243
2019-01-11,243
2019-01-12,245
2019-01-13,245
2019-01-14,245
2019-01-15,241
2019-01-16,241
2019-01-17,245
2019-01-18,245
2019-01-19,250
2019-01-20,254
2019-01-21,254
2019-01-22,252
2019-01-23,247
2019-01-24,247
2019-01-25,250
2019-01-26,250
2019-01-27,252
2019-01-28,252
2019-01-29,255
2019-01-30,256
2019-01-31,256
2019-02-01,258
2019-02-02,258
2019-02-03,257
2019-02-04,257
2019-02-05,256
2019-02-06,256
2019-02-07,246
2019-02-08,246
2019-02-09,236
2019-02-10,236
2019-02-11,234
2019-02-12,234
2019-02-13,234
2019-02-14,234
2019-02-15,237
2019-02-16,237
2019-02-17,245
2019-02-18,245
2019-02-19,252
2019-02-20,252
2019-02-21,250
2019-02-22,250
2019-02-23,253
2019-02-24,254
2019-02-25,256
2019-02-26,256
2019-02-27,252
2019-02-28,252
2019-03-01,256
2019-03-02,256
2019-03-03,260
2019-03-04,265
2019-03-05,265
2019-03-06,263
2019-03-07,258
2019-03-08,258
2019-03-09,250
2019-03-10,248
2019-03-11,248
2019-03-12,244
2019-03-13,244
2019-03-14,248
2019-03-15,248
2019-03-16,251
2019-03-17,252
2019-03-18,252
2019-03-19,256
2019-03-20,258
2019-03-21,258
2019-03-22,263
2019-03-23,268
2019-03-24,268
2019-03-25,269
2019-03-26,263
2019-03-27,263
2019-03-28,263
2019-03-29,257
2019-03-30,257
2019-03-31,255
2019-04-01,255
2019-04-02,254
2019-04-03,257
2019-04-04,257
2019-04-05,262
2019-04-06,262
2019-04-07,264
2019-04-08,264
2019-04-09,261
2019-04-10,261
2019-04-11,259
2019-04-12,259
2019-04-13,260
2019-04-14,260
2019-04-15,262
2019-04-16,262
2019-04-17,261
2019-04-18,261
2019-04-19,266
2019-04-20,266
2019-04-21,260
2019-04-22,260
2019-04-23,253
2019-04-24,253
2019-04-25,254
2019-04-26,254
2019-04-27,251
2019-04-28,251
2019-04-29,250
2019-04-30,250
2019-05-01,254
2019-05-02,254
2019-05-03,250
2019-05-04,250
2019-05-05,246
2019-05-06,246
2019-05-07,244
2019-05-08,244
2019-05-09,244
2019-05-10,238
2019-05-11,238
2019-05-12,240
2019-05-13,240
2019-05-14,242
2019-05-15,242
2019-05-16,246
2019-05-17,246
2019-05-18,251
2019-05-19,251
2019-05-20,251
2019-05-21,251
2019-05-22,249
2019-05-23,249
2019-05-24,251
2019-05-25,251
2019-05-26,250
2019-05-27,250
2019-05-28,253
2019-05-29,253
2019-05-30,253
2019-05-31,253
2019-06-01,253
2019-06-02,250
2019-06-03,250
2019-06-04,256
2019-06-05,256
2019-06-06,254
2019-06-07,254
2019-06-08,253
2019-06-09,253
2019-06-10,257
2019-06-11,257
2019-06-12,254
2019-06-13,254
2019-06-14,251
2019-06-15,251
2019-06-16,252
2019-06-17,252
2019-06-18,257
2019-06-19,257
2019-06-20,257
2019-06-21,257
2019-06-22,257
2019-06-23,257
2019-06-24,260
2019-06-25,260
2019-06-26,258
2019-06-27,258
2019-06-28,256
2019-06-29,256
2019-06-30,256
2019-07-01,256
2019-07-02,252
2019-07-03,252
2019-07-04,250
2019-07-05,250
