date_obj,Steel%20platebody%20(t) price
2017-04-22,25024
2017-04-23,25024
2017-04-24,25024
2017-04-25,24069
2017-04-26,24069
2017-04-27,24069
2017-04-28,24069
2017-04-29,24069
2017-04-30,24069
2017-05-01,24069
2017-05-02,24069
2017-05-03,23707
2017-05-04,23707
2017-05-05,23707
2017-05-06,23707
2017-05-07,23707
2017-05-08,23707
2017-05-09,23707
2017-05-10,23565
2017-05-11,23565
2017-05-12,23565
2017-05-13,23565
2017-05-14,23565
2017-05-15,23565
2017-05-16,23565
2017-05-17,23565
2017-05-18,23565
2017-05-19,22882
2017-05-20,22882
2017-05-21,22882
2017-05-22,22882
2017-05-23,22882
2017-05-24,22882
2017-05-25,22882
2017-05-26,22882
2017-05-27,22882
2017-05-28,21854
2017-05-29,21854
2017-05-30,21854
2017-05-31,21854
2017-06-01,21854
2017-06-02,21854
2017-06-03,21854
2017-06-06,21117
2017-06-07,21117
2017-06-08,21117
2017-06-09,21117
2017-06-10,21117
2017-06-11,21117
2017-06-12,21117
2017-06-13,21117
2017-06-14,20086
2017-06-15,20086
2017-06-16,20086
2017-06-17,20086
2017-06-18,20086
2017-06-19,20086
2017-06-20,20086
2017-06-21,19700
2017-06-22,19700
2017-06-23,19700
2017-06-24,19700
2017-06-25,19700
2017-06-26,19700
2017-06-27,19700
2017-06-28,19700
2017-06-29,19700
2017-06-30,19700
2017-07-01,19393
2017-07-02,19393
2017-07-03,19393
2017-07-04,19393
2017-07-05,19393
2017-07-06,19393
2017-07-07,19393
2017-07-08,19393
2017-07-13,19349
2017-07-14,19349
2017-07-15,19349
2017-07-16,19349
2017-07-17,19349
2017-07-18,19349
2017-07-19,18747
2017-07-20,18747
2017-07-21,18747
2017-07-22,18747
2017-07-23,18747
2017-07-24,18747
2017-07-25,18747
2017-07-26,18146
2017-07-27,18146
2017-07-28,18146
2017-07-29,18146
2017-07-30,18146
2017-07-31,18146
2017-08-01,18146
2017-08-02,18146
2017-08-03,17987
2017-08-04,17987
2017-08-05,17987
2017-08-06,17987
2017-08-09,17987
2017-08-10,17679
2017-08-11,17679
2017-08-12,17679
2017-08-13,17679
2017-08-14,17679
2017-08-15,17679
2017-08-17,17679
2017-08-18,17951
2017-08-19,17951
2017-08-20,17951
2017-08-21,17951
2017-08-22,17951
2017-08-23,17951
2017-08-24,17951
2017-08-25,17951
2017-08-26,18440
2017-08-27,18440
2017-08-28,18440
2017-08-29,18440
2017-08-30,18440
2017-08-31,18440
2017-09-01,18440
2017-09-02,18440
2017-09-03,18523
2017-09-04,18523
2017-09-05,18523
2017-09-06,18523
2017-09-07,18523
2017-09-08,18523
2017-09-09,18754
2017-09-10,18754
2017-09-11,18754
2017-09-12,18754
2017-09-13,18754
2017-09-14,18754
2017-09-15,18754
2017-09-16,18825
2017-09-17,18825
2017-09-19,18825
2017-09-20,18825
2017-09-21,18825
2017-09-22,18825
2017-09-23,19340
2017-09-24,19340
2017-09-25,19340
2017-09-26,19340
2017-09-27,19340
2017-09-28,19340
2017-09-29,19340
2017-09-30,19340
2017-10-01,19817
2017-10-02,19817
2017-10-03,19817
2017-10-04,19817
2017-10-05,19817
2017-10-06,19817
2017-10-07,19817
2017-10-08,19715
2017-10-09,19715
2017-10-10,19715
2017-10-11,19715
2017-10-12,19715
2017-10-13,19715
2017-10-14,19715
2017-10-15,19715
2017-10-16,20401
2017-10-17,20401
2017-10-18,20401
2017-10-19,20401
2017-10-20,20401
2017-10-21,20401
2017-10-22,20401
2017-10-23,20401
2017-10-24,20627
2017-10-25,20627
2017-10-26,20627
2017-10-27,20627
2017-10-28,20627
2017-10-29,20627
2017-10-30,20627
2017-10-31,20627
2017-11-01,20350
2017-11-02,20350
2017-11-03,20350
2017-11-04,20350
2017-11-05,20350
2017-11-06,20350
2017-11-07,20350
2017-11-08,20350
2017-11-09,19805
2017-11-10,19805
2017-11-11,19805
2017-11-12,19805
2017-11-13,19805
2017-11-14,19805
2017-11-15,19805
2017-11-16,19805
2017-11-17,19139
2017-11-18,19139
2017-11-19,19139
2017-11-20,19139
2017-11-21,19139
2017-11-22,19139
2017-11-23,19139
2017-11-24,18521
2017-11-25,18521
2017-11-26,18521
2017-11-27,18521
2017-11-28,18521
2017-11-29,18521
2017-11-30,18521
2017-12-01,17933
2017-12-02,17933
2017-12-03,17933
2017-12-04,17933
2017-12-05,17933
2017-12-06,17933
2017-12-07,17089
2017-12-08,17089
2017-12-09,17089
2017-12-10,17089
2017-12-11,17089
2017-12-12,17089
2017-12-13,17089
2017-12-14,16418
2017-12-15,16418
2017-12-16,16418
2017-12-17,16418
2017-12-18,16418
2017-12-19,16418
2017-12-20,16418
2017-12-21,16003
2017-12-22,16003
2017-12-23,16003
2017-12-24,16003
2017-12-25,16003
2017-12-26,16003
2017-12-27,16003
2017-12-28,16003
2017-12-29,15542
2017-12-30,15542
2017-12-31,15542
2018-01-01,15542
2018-01-02,15542
2018-01-03,15542
2018-01-04,15542
2018-01-05,15194
2018-01-06,15194
2018-01-07,15194
2018-01-08,15194
2018-01-09,15194
2018-01-10,15194
2018-01-11,15194
2018-01-12,15194
2018-01-13,14611
2018-01-14,14611
2018-01-15,14611
2018-01-16,14611
2018-01-17,14611
2018-01-18,14611
2018-01-19,14611
2018-01-20,14611
2018-01-21,14437
2018-01-22,14437
2018-01-23,14437
2018-01-24,14143
2018-01-25,14143
2018-01-26,14143
2018-01-27,14066
2018-01-28,14066
2018-01-29,14066
2018-01-30,13680
2018-02-01,13680
2018-02-02,13680
2018-02-03,13697
2018-02-04,13697
2018-02-05,13697
2018-02-06,13697
2018-02-07,13149
2018-02-08,13149
2018-02-09,13149
2018-02-10,13149
2018-02-11,13098
2018-02-12,13098
2018-02-13,13098
2018-02-14,13098
2018-02-15,13425
2018-02-16,13425
2018-02-17,13425
2018-02-18,13250
2018-02-19,13250
2018-02-20,13250
2018-02-21,13353
2018-02-22,13353
2018-02-23,13353
2018-02-24,13353
2018-02-25,13050
2018-02-26,13050
2018-02-27,13050
2018-02-28,13050
2018-03-01,12652
2018-03-02,12652
2018-03-03,12652
2018-03-04,12652
2018-03-05,12377
2018-03-06,12377
2018-03-07,12377
2018-03-08,12149
2018-03-09,12149
2018-03-10,12149
2018-03-11,12149
2018-03-12,11954
2018-03-13,11954
2018-03-14,11954
2018-03-15,11954
2018-03-16,11954
2018-03-17,12085
2018-03-18,12085
2018-03-19,12085
2018-03-20,12085
2018-03-21,12658
2018-03-23,12658
2018-03-24,12658
2018-03-26,12984
2018-03-27,12984
2018-03-28,12984
2018-03-29,12984
2018-03-30,13154
2018-03-31,13154
2018-04-01,13154
2018-04-02,13154
2018-04-03,13353
2018-04-04,13353
2018-04-05,13353
2018-04-06,13353
2018-04-08,13730
2018-04-09,13730
2018-04-10,13730
2018-04-11,13730
2018-04-12,13730
2018-04-13,14144
2018-04-14,14144
2018-04-16,14144
2018-04-17,14144
2018-04-18,14550
2018-04-19,14550
2018-04-20,14550
2018-04-21,14550
2018-04-22,14550
2018-04-23,14473
2018-04-24,14473
2018-04-25,14473
2018-04-26,14473
2018-04-27,14473
2018-04-28,14044
2018-04-29,14044
2018-04-30,14044
2018-05-01,14044
2018-05-02,14044
2018-05-03,14118
2018-05-04,14118
2018-05-05,14118
2018-05-06,14118
2018-05-07,14118
2018-05-08,14673
2018-05-09,14673
2018-05-10,14673
2018-05-11,14673
2018-05-12,14874
2018-05-13,14874
2018-05-14,14874
2018-05-15,14874
2018-05-16,14208
2018-05-17,14208
2018-05-18,14208
2018-05-19,13876
2018-05-20,13876
2018-05-21,13876
2018-05-22,13876
2018-05-23,13427
2018-05-24,13427
2018-05-25,13427
2018-05-26,13427
2018-05-27,13554
2018-05-28,13554
2018-05-29,13554
2018-05-30,13554
2018-05-31,13482
2018-06-01,13482
2018-06-02,13482
2018-06-03,13482
2018-06-04,13294
2018-06-05,13294
2018-06-06,13294
2018-06-07,13013
2018-06-08,13013
2018-06-09,13013
2018-06-10,12713
2018-06-11,12713
2018-06-12,12713
2018-06-13,12713
2018-06-14,12570
2018-06-15,12570
2018-06-16,12570
2018-06-17,12570
2018-06-18,12222
2018-06-19,12222
2018-06-20,12222
2018-06-21,12222
2018-06-22,11768
2018-06-23,11768
2018-06-24,11768
2018-06-25,11768
2018-06-26,11860
2018-06-27,11860
2018-06-28,11860
2018-06-29,11860
2018-06-30,11899
2018-07-01,11899
2018-07-02,11899
2018-07-03,11899
2018-07-04,11961
2018-07-05,11961
2018-07-06,11961
2018-07-07,11961
2018-07-08,11655
2018-07-09,11655
2018-07-10,11655
2018-07-11,11655
2018-07-12,11655
2018-07-13,11655
2018-07-14,11655
2018-07-15,11605
2018-07-16,11605
2018-07-17,11605
2018-07-18,11605
2018-07-19,11413
2018-07-20,11413
2018-07-21,11413
2018-07-22,11754
2018-07-23,11754
2018-07-24,11754
2018-07-25,11477
2018-07-26,11477
2018-07-27,11477
2018-07-28,10969
2018-07-29,10969
2018-07-30,10969
2018-07-31,10846
2018-08-01,10846
2018-08-02,10846
2018-08-03,10846
2018-08-04,11141
2018-08-05,11141
2018-08-06,11141
2018-08-07,11141
2018-08-08,11328
2018-08-09,11328
2018-08-10,11328
2018-08-11,11328
2018-08-12,11478
2018-08-14,11478
2018-08-16,11721
2018-08-17,11721
2018-08-18,11721
2018-08-19,12011
2018-08-20,12011
2018-08-21,12011
2018-08-22,12149
2018-08-23,12149
2018-08-24,12149
2018-08-25,12329
2018-08-26,12329
2018-08-27,12329
2018-08-28,12689
2018-08-29,12689
2018-08-30,12689
2018-08-31,12962
2018-09-01,12962
2018-09-02,12962
2018-09-03,13435
2018-09-04,13435
2018-09-05,13435
2018-09-06,13402
2018-09-07,13402
2018-09-08,13402
2018-09-09,13919
2018-09-10,13919
2018-09-11,13919
2018-09-12,14421
2018-09-13,14421
2018-09-14,14421
2018-09-15,15046
2018-09-16,15046
2018-09-17,15046
2018-09-18,15482
2018-09-19,15482
2018-09-20,15482
2018-09-21,15482
2018-09-22,15773
2018-09-23,15773
2018-09-24,15773
2018-09-25,15773
2018-09-26,16024
2018-09-27,16024
2018-09-28,16024
2018-09-29,16024
2018-09-30,16216
2018-10-02,16216
2018-10-03,16373
2018-10-04,16373
2018-10-05,16373
2018-10-06,16373
2018-10-07,16095
2018-10-08,16095
2018-10-09,16095
2018-10-10,15909
2018-10-11,15909
2018-10-12,15909
2018-10-13,15752
2018-10-14,15752
2018-10-15,15752
2018-10-16,15752
2018-10-17,15121
2018-10-18,15121
2018-10-19,14681
2018-10-20,14681
2018-10-21,14681
2018-10-22,14681
2018-10-23,14819
2018-10-24,14819
2018-10-25,14819
2018-10-26,14819
2018-10-27,15357
2018-10-28,15357
2018-10-29,15357
2018-10-30,15589
2018-10-31,15906
2018-11-01,15906
2018-11-03,16786
2018-11-04,16786
2018-11-05,17142
2018-11-06,17777
2018-11-07,17777
2018-11-08,17939
2018-11-09,17939
2018-11-10,17783
2018-11-11,17783
2018-11-12,18558
2018-11-13,19238
2018-11-14,19238
2018-11-15,19913
2018-11-16,20697
2018-11-17,20697
2018-11-18,21531
2018-11-19,21531
2018-11-20,22507
2018-11-21,22507
2018-11-22,23356
2018-11-23,23356
2018-11-24,23756
2018-11-25,23516
2018-11-26,23516
2018-11-27,22340
2018-11-28,21310
2018-11-29,20567
2018-12-01,19849
2018-12-02,19120
2018-12-03,19120
2018-12-05,18962
2018-12-09,17538
2018-12-10,16749
2018-12-11,16749
2018-12-12,16188
2018-12-13,16188
2018-12-14,16662
2018-12-15,16662
2018-12-16,16798
2018-12-17,16798
2018-12-18,16741
2018-12-19,16741
2018-12-20,16741
2018-12-21,16237
2018-12-22,16237
2018-12-23,15760
2018-12-24,15760
2018-12-25,15375
2018-12-26,15375
2018-12-27,14922
2018-12-28,14922
2018-12-29,14600
2018-12-30,14600
2018-12-31,14376
2019-01-01,14376
2019-01-02,13864
2019-01-03,13864
2019-01-04,14087
2019-01-05,14087
2019-01-06,14041
2019-01-08,14256
2019-01-10,14480
2019-01-11,14480
2019-01-12,14586
2019-01-13,14586
2019-01-14,14497
2019-01-15,14497
2019-01-16,14656
2019-01-17,14656
2019-01-18,14740
2019-01-19,14740
2019-01-20,14328
2019-01-21,14328
2019-01-22,14112
2019-01-23,14112
2019-01-24,13716
2019-01-25,13716
2019-01-26,13653
2019-01-27,13653
2019-01-28,13734
2019-01-29,13734
2019-01-30,13749
2019-01-31,13749
2019-02-01,13749
2019-02-02,14411
2019-02-03,14411
2019-02-04,14873
2019-02-05,14873
2019-02-06,14997
2019-02-07,14997
2019-02-08,14982
2019-02-09,14982
2019-02-10,14982
2019-02-11,15026
2019-02-12,15026
2019-02-13,14726
2019-02-14,14726
2019-02-15,14726
2019-02-16,14582
2019-02-17,14582
2019-02-18,14582
2019-02-19,14260
2019-02-20,14260
2019-02-21,14064
2019-02-22,14064
2019-02-23,13673
2019-02-24,13673
2019-02-25,13017
2019-02-26,13017
2019-02-27,13017
2019-02-28,13017
2019-03-01,13017
2019-03-02,12874
2019-03-03,12874
2019-03-04,12316
2019-03-05,12316
2019-03-06,12121
2019-03-07,12121
2019-03-08,12121
2019-03-09,11641
2019-03-10,11641
2019-03-11,11105
2019-03-12,11105
2019-03-13,10709
2019-03-14,10709
2019-03-15,10709
2019-03-16,10216
2019-03-17,10216
2019-03-18,10308
2019-03-19,10308
2019-03-20,10308
2019-03-21,10472
2019-03-22,10472
2019-03-23,10692
2019-03-24,10692
2019-03-25,10692
2019-03-26,10608
2019-03-27,10608
2019-03-28,10608
2019-03-29,11072
2019-03-30,11072
2019-03-31,11072
2019-04-01,11318
2019-04-02,11318
2019-04-03,11318
2019-04-04,11301
2019-04-05,11301
2019-04-06,11301
2019-04-07,11301
2019-04-08,11066
2019-04-09,11066
2019-04-10,11066
2019-04-11,11214
2019-04-12,11214
2019-04-13,11292
2019-04-14,11292
2019-04-15,11032
2019-04-16,11032
2019-04-17,11155
2019-04-18,11155
2019-04-19,10718
2019-04-20,10666
2019-04-21,10666
2019-04-22,10155
2019-04-23,10155
2019-04-24,10228
2019-04-25,10228
2019-04-26,10169
2019-04-27,10169
2019-04-28,10169
2019-04-29,10101
2019-04-30,10101
2019-05-01,10101
2019-05-02,10153
2019-05-03,10153
2019-05-04,10112
2019-05-05,10112
2019-05-06,10112
2019-05-07,9961
2019-05-08,9961
2019-05-09,9961
2019-05-10,9702
2019-05-11,9702
2019-05-12,9702
2019-05-13,9345
2019-05-14,9345
2019-05-15,9345
2019-05-16,9056
2019-05-17,9056
2019-05-18,8815
2019-05-19,8815
2019-05-20,8815
2019-05-21,8856
2019-05-22,8856
2019-05-23,8856
2019-05-24,8802
2019-05-25,8802
2019-05-26,8802
2019-05-27,8927
2019-05-28,8927
2019-05-29,8927
2019-05-30,8715
2019-05-31,8715
2019-06-01,8715
2019-06-02,8715
2019-06-03,8585
2019-06-04,8585
2019-06-05,8585
2019-06-06,8839
2019-06-07,8839
2019-06-08,8839
2019-06-09,8869
2019-06-10,8869
2019-06-11,8869
2019-06-12,8869
2019-06-13,9015
2019-06-14,9015
2019-06-15,9015
2019-06-16,9412
2019-06-17,9412
2019-06-18,9412
2019-06-19,9542
2019-06-20,9542
2019-06-21,9542
2019-06-22,9542
2019-06-23,9344
2019-06-24,9344
2019-06-25,9344
2019-06-26,9344
2019-06-27,9294
2019-06-28,9294
2019-06-29,9294
2019-06-30,9404
2019-07-01,9404
2019-07-02,9404
2019-07-03,9168
2019-07-04,9168
2019-07-05,9168
2019-07-06,9168
2019-07-07,9323
2019-07-08,9323
2019-07-09,9323
2019-07-10,9651
2019-07-11,9651
2019-07-12,9651
2019-07-13,9651
2019-07-14,9804
2019-07-15,9804
2019-07-16,9804
2019-07-17,9920
2019-07-18,9920
2019-07-19,9920
2019-07-20,9920
2019-07-21,9870
2019-07-22,9870
2019-07-23,9870
2019-07-24,9870
2019-07-25,9488
2019-07-26,9488
2019-07-27,9488
2019-07-28,9237
2019-07-29,9237
2019-07-30,9237
2019-07-31,9263
2019-08-01,9263
2019-08-02,9263
2019-08-03,9263
2019-08-04,9124
2019-08-05,9124
2019-08-06,9124
2019-08-07,8966
2019-08-08,8966
2019-08-09,8966
2019-08-10,8966
2019-08-11,8775
2019-08-12,8775
2019-08-13,8775
2019-08-14,8775
2019-08-15,8857
2019-08-16,8857
2019-08-17,8857
2019-08-18,8743
2019-08-19,8743
2019-08-20,8743
2019-08-21,8743
2019-08-22,8483
2019-08-23,8483
2019-08-24,8483
2019-08-24,8483
2019-08-25,8483
2019-08-25,8483
2019-08-26,8539
2019-08-26,8539
2019-08-27,8539
2019-08-27,8539
2019-08-28,8539
2019-08-29,8539
2019-08-30,8600
2019-08-31,8600
2019-09-01,8600
2019-09-02,8763
2019-09-03,8763
2019-09-04,8763
2019-09-05,9126
2019-09-06,9126
2019-09-07,9126
2019-09-08,9126
2019-09-09,9181
2019-09-10,9181
2019-09-11,9181
2019-09-12,9181
2019-09-13,9181
2019-09-14,8983
2019-09-15,8983
2019-09-16,8983
2019-09-17,8983
2019-09-18,8566
2019-09-19,8566
2019-09-20,8566
2019-09-21,8566
2019-09-22,8566
2019-09-23,8808
2019-09-24,8808
2019-09-25,8808
2019-09-26,8808
2019-09-27,8808
2019-09-28,8959
2019-09-29,8959
2019-09-30,8959
2019-10-01,8959
2019-10-02,9166
2019-10-03,9166
2019-10-04,9166
2019-10-05,9166
2019-10-06,9166
2019-10-07,8895
2019-10-08,8895
2019-10-09,8895
2019-10-10,8895
2019-10-11,8538
2019-10-12,8538
2019-10-13,8538
2019-10-14,8198
2019-10-15,8198
2019-10-16,8198
2019-10-17,8198
2019-10-18,8093
2019-10-19,8093
2019-10-20,8093
2019-10-21,8093
2019-10-22,7881
2019-10-23,7881
2019-10-24,7881
2019-10-25,7881
2019-10-26,7856
2019-10-27,7856
2019-10-28,7493
2019-10-29,7493
2019-10-30,7493
2019-10-31,7151
2019-11-01,7151
2019-11-02,7151
2019-11-03,6903
2019-11-04,6903
2019-11-05,6903
2019-11-06,6903
2019-11-07,6793
2019-11-08,6793
2019-11-09,6793
2019-11-10,6594
2019-11-11,6594
2019-11-12,6594
2019-11-13,6594
2019-11-14,6777
2019-11-15,6777
2019-11-16,6777
2019-11-17,6777
2019-11-18,6771
2019-11-19,6771
2019-11-20,6771
2019-11-21,6771
2019-11-22,6559
2019-11-23,6559
2019-11-24,6559
2019-11-25,6605
2019-11-26,6605
2019-11-27,6605
2019-11-28,6618
2019-11-29,6618
2019-11-30,6618
2019-12-01,6661
2019-12-02,6661
2019-12-03,6661
2019-12-04,6661
2019-12-05,6943
2019-12-06,6943
2019-12-07,6943
2019-12-08,6943
2019-12-09,6717
2019-12-10,6717
2019-12-11,6717
2019-12-12,6717
2019-12-13,6923
2019-12-14,6923
2019-12-15,6923
2019-12-16,7130
2019-12-17,7130
2019-12-18,7130
2019-12-19,7130
2019-12-20,7434
2019-12-21,7434
2019-12-22,7434
2019-12-23,7440
2019-12-24,7440
2019-12-25,7440
2019-12-26,7440
2019-12-27,7252
2019-12-28,7252
2019-12-29,7252
2019-12-30,7252
2019-12-31,7117
2020-01-01,7117
2020-01-02,7117
2020-01-03,7156
2020-01-04,7156
2020-01-05,7156
2020-01-06,7156
2020-01-07,7354
2020-01-08,7354
2020-01-09,7354
2020-01-10,7565
2020-01-11,7565
2020-01-12,7565
2020-01-13,7783
2020-01-14,7783
2020-01-15,7783
2020-01-16,7830
2020-01-17,7830
2020-01-18,7830
2020-01-19,8187
2020-01-20,8187
2020-01-21,8187
2020-01-22,8269
2020-01-23,8269
2020-01-24,8269
2020-01-25,8441
2020-01-26,8441
2020-01-27,8465
2020-01-28,8465
2020-01-29,8465
2020-01-30,8486
2020-01-31,8486
2020-02-01,8486
2020-02-02,8486
2020-02-03,8759
2020-02-04,8759
2020-02-05,8759
2020-02-06,8745
2020-02-07,8745
2020-02-08,8745
2020-02-09,8876
2020-02-10,8876
2020-02-11,8876
2020-02-12,8822
2020-02-13,8822
2020-02-14,8822
2020-02-15,8683
2020-02-16,8683
2020-02-17,8683
2020-02-18,8712
2020-02-19,8712
2020-02-20,8712
2020-02-21,8712
2020-02-22,8861
2020-02-23,8861
2020-02-24,8861
2020-02-25,8839
2020-02-26,8839
2020-02-27,8839
2020-02-28,8587
2020-02-29,8587
2020-03-01,8587
2020-03-02,8587
2020-03-03,8362
2020-03-04,8362
2020-03-05,8362
2020-03-06,8362
2020-03-07,7963
2020-03-08,7963
2020-03-09,7963
2020-03-10,7857
2020-03-11,7857
2020-03-12,7857
2020-03-13,7857
2020-03-14,7656
2020-03-15,7656
2020-03-16,7656
2020-03-17,7606
2020-03-18,7606
2020-03-19,7606
2020-03-20,7479
2020-03-21,7479
2020-03-22,7479
2020-03-23,7548
2020-03-24,7548
2020-03-25,7548
2020-03-26,7395
2020-03-27,7395
2020-03-28,7395
2020-03-29,7398
2020-03-30,7398
2020-03-31,7509
2020-04-01,7509
2020-04-02,7509
2020-04-03,7419
2020-04-04,7419
2020-04-05,7375
2020-04-06,7375
2020-04-07,7447
2020-04-08,7447
2020-04-09,7576
2020-04-10,7576
2020-04-11,7516
2020-04-12,7516
2020-04-13,7516
2020-04-14,7419
2020-04-15,7419
2020-04-16,7419
2020-04-17,7154
2020-04-18,7154
2020-04-19,7020
2020-04-20,7020
2020-04-21,7020
2020-04-22,7008
2020-04-23,7008
2020-04-24,7008
2020-04-25,7139
2020-04-26,7139
2020-04-27,7020
2020-04-28,7020
2020-04-29,7020
2020-04-30,6942
2020-05-01,6942
2020-05-02,6942
2020-05-03,6740
2020-05-04,6740
2020-05-05,6740
2020-05-06,6747
2020-05-07,6747
2020-05-08,6747
2020-05-09,6701
2020-05-10,6701
2020-05-11,6701
2020-05-12,6744
2020-05-13,6744
