date_obj,Samurai%20gloves price
2017-07-03,543407
2017-07-04,552841
2017-07-05,552841
2017-07-06,552841
2017-07-07,552841
2017-07-08,552841
2017-07-13,575382
2017-07-14,597311
2017-07-15,597311
2017-07-16,597311
2017-07-17,597311
2017-07-18,597311
2017-07-19,613210
2017-07-20,613210
2017-07-21,613210
2017-07-22,613210
2017-07-23,626501
2017-07-24,626501
2017-07-25,626501
2017-07-26,626501
2017-07-27,626501
2017-07-28,630437
2017-07-29,630437
2017-07-30,630437
2017-07-31,630437
2017-08-01,630437
2017-08-02,623700
2017-08-03,623700
2017-08-04,623700
2017-08-05,623700
2017-08-06,623700
2017-08-09,600187
2017-08-10,600187
2017-08-11,581645
2017-08-12,581645
2017-08-13,581645
2017-08-14,581645
2017-08-15,581645
2017-08-17,577023
2017-08-18,577023
2017-08-19,577023
2017-08-20,596548
2017-08-21,596548
2017-08-22,596548
2017-08-23,596548
2017-08-24,620354
2017-08-25,620354
2017-08-26,620354
2017-08-27,620354
2017-08-28,589985
2017-08-29,589985
2017-08-30,589985
2017-08-31,589985
2017-09-01,589985
2017-09-02,560956
2017-09-03,560956
2017-09-04,560956
2017-09-05,560956
2017-09-06,536400
2017-09-07,536400
2017-09-08,536400
2017-09-09,536400
2017-09-10,520185
2017-09-11,520185
2017-09-12,520185
2017-09-13,520185
2017-09-14,533301
2017-09-15,533301
2017-09-16,533301
2017-09-17,533301
2017-09-19,522366
2017-09-20,522366
2017-09-21,522366
2017-09-22,522366
2017-09-23,522366
2017-09-24,499633
2017-09-25,499633
2017-09-26,499633
2017-09-27,499633
2017-09-28,499633
2017-09-29,479937
2017-09-30,479937
2017-10-01,479937
2017-10-02,479937
2017-10-03,479937
2017-10-04,461453
2017-10-05,461453
2017-10-06,461453
2017-10-07,461453
2017-10-08,468099
2017-10-09,468099
2017-10-10,468099
2017-10-11,468099
2017-10-12,468099
2017-10-13,473796
2017-10-14,473796
2017-10-15,473796
2017-10-16,473796
2017-10-17,473796
2017-10-18,487045
2017-10-19,487045
2017-10-20,487045
2017-10-21,487045
2017-10-22,487045
2017-10-23,469908
2017-10-24,469908
2017-10-25,469908
2017-10-26,469908
2017-10-27,457497
2017-10-28,457497
2017-10-29,457497
2017-10-30,457497
2017-10-31,457497
2017-11-01,457497
2017-11-02,461511
2017-11-03,461511
2017-11-04,461511
2017-11-05,461511
2017-11-06,461511
2017-11-07,447542
2017-11-08,447542
2017-11-09,447542
2017-11-10,447542
2017-11-11,447542
2017-11-12,430290
2017-11-13,430290
2017-11-14,430290
2017-11-15,430290
2017-11-16,430290
2017-11-17,424250
2017-11-18,424250
2017-11-19,424250
2017-11-20,424250
2017-11-21,424250
2017-11-22,424250
2017-11-23,411842
2017-11-24,411842
2017-11-25,411842
2017-11-26,411842
2017-11-27,411842
2017-11-28,391748
2017-11-29,391748
2017-11-30,391748
2017-12-01,391748
2017-12-02,391748
2017-12-03,374260
2017-12-04,374260
2017-12-05,374260
2017-12-06,374260
2017-12-07,374260
2017-12-08,362841
2017-12-09,362841
2017-12-10,362841
2017-12-11,362841
2017-12-12,362841
2017-12-13,357084
2017-12-14,357084
2017-12-15,357084
2017-12-16,357084
2017-12-17,357084
2017-12-18,341932
2017-12-19,341932
2017-12-20,341932
2017-12-21,341932
2017-12-22,331755
2017-12-23,331755
2017-12-24,331755
2017-12-25,331755
2017-12-26,331755
2017-12-27,343556
2017-12-28,343556
2017-12-29,343556
2017-12-30,343556
2017-12-31,343556
2018-01-01,342463
2018-01-02,342463
2018-01-03,342463
2018-01-04,342463
2018-01-05,335029
2018-01-06,335029
2018-01-07,335029
2018-01-08,337628
2018-01-09,337628
2018-01-10,337628
2018-01-11,337628
2018-01-12,337628
2018-01-13,328563
2018-01-14,328563
2018-01-15,328563
2018-01-16,328563
2018-01-17,316054
2018-01-18,316054
2018-01-19,316054
2018-01-20,316054
2018-01-21,309842
2018-01-22,309842
2018-01-23,309842
2018-01-24,313999
2018-01-25,313999
2018-01-26,313999
2018-01-27,329400
2018-01-28,329400
2018-01-29,334299
2018-01-30,334299
2018-02-01,344906
2018-02-02,344906
2018-02-03,351602
2018-02-04,351602
2018-02-05,356902
2018-02-06,356902
2018-02-07,368989
2018-02-08,368989
2018-02-09,368989
2018-02-10,358799
2018-02-11,358799
2018-02-12,342601
2018-02-13,342601
2018-02-14,326160
2018-02-15,326160
2018-02-16,315120
2018-02-17,315120
2018-02-18,306441
2018-02-19,306441
2018-02-20,296727
2018-02-21,296727
2018-02-22,292449
2018-02-23,292449
2018-02-24,285408
2018-02-25,285408
2018-02-26,281048
2018-02-27,281048
2018-02-28,279612
2018-03-01,279612
2018-03-02,287530
2018-03-03,287530
2018-03-04,284393
2018-03-05,284393
2018-03-06,283753
2018-03-07,283753
2018-03-08,283212
2018-03-09,283212
2018-03-10,290515
2018-03-11,290515
2018-03-12,287844
2018-03-13,287844
2018-03-14,278782
2018-03-15,278782
2018-03-16,278782
2018-03-17,273318
2018-03-18,273318
2018-03-19,273318
2018-03-20,265566
2018-03-21,265566
2018-03-23,265079
2018-03-24,259442
2018-03-26,258789
2018-03-27,264853
2018-03-28,264853
2018-03-29,276609
2018-03-30,276609
2018-03-31,276609
2018-04-01,283368
2018-04-02,283368
2018-04-03,273855
2018-04-04,273855
2018-04-05,273855
2018-04-06,264379
2018-04-08,256459
2018-04-09,256459
2018-04-10,247524
2018-04-11,247524
2018-04-12,241926
2018-04-13,241926
2018-04-14,241926
2018-04-15,238974
2018-04-16,238974
2018-04-17,240513
2018-04-18,240513
2018-04-19,240513
2018-04-20,240941
2018-04-21,240941
2018-04-22,243567
2018-04-23,243567
2018-04-24,245008
2018-04-25,245008
2018-04-26,245008
2018-04-27,246110
2018-04-28,246110
2018-04-29,242844
2018-04-30,242844
2018-05-01,241883
2018-05-02,241883
2018-05-03,241883
2018-05-04,238743
2018-05-05,228810
2018-05-06,228810
2018-05-07,228810
2018-05-08,219833
2018-05-09,219833
2018-05-10,221551
2018-05-11,221551
2018-05-12,223097
2018-05-13,223097
2018-05-14,223097
2018-05-15,221925
2018-05-16,221925
2018-05-17,223765
2018-05-18,223765
2018-05-19,231673
2018-05-20,231673
2018-05-21,240363
2018-05-22,240363
2018-05-23,244686
2018-05-24,244686
2018-05-25,244686
2018-05-26,240915
2018-05-27,240915
2018-05-28,241996
2018-05-29,241996
2018-05-30,249120
2018-05-31,249120
2018-06-01,250198
2018-06-02,250198
2018-06-03,247009
2018-06-04,247009
2018-06-05,244192
2018-06-06,244192
2018-06-07,242394
2018-06-08,242394
2018-06-09,238255
2018-06-10,238255
2018-06-11,233670
2018-06-12,233670
2018-06-13,228957
2018-06-14,228957
2018-06-15,224564
2018-06-16,224564
2018-06-17,221043
2018-06-18,221043
2018-06-19,215033
2018-06-20,215033
2018-06-21,214853
2018-06-22,214853
2018-06-23,214505
2018-06-24,214505
2018-06-25,213413
2018-06-26,213413
2018-06-27,213413
2018-06-28,213519
2018-06-29,213519
2018-06-30,215009
2018-07-01,215009
2018-07-02,212782
2018-07-03,212782
2018-07-04,212782
2018-07-05,209519
2018-07-06,209519
2018-07-07,211341
2018-07-08,211341
2018-07-09,214915
2018-07-10,214915
2018-07-11,219235
2018-07-12,219235
2018-07-13,224254
2018-07-14,229962
2018-07-15,229962
2018-07-16,234417
2018-07-17,237124
2018-07-18,237124
2018-07-19,246092
2018-07-20,246092
2018-07-21,247347
2018-07-22,247347
2018-07-23,249765
2018-07-24,249765
2018-07-25,258029
2018-07-26,258029
2018-07-27,267890
2018-07-28,267890
2018-07-29,276511
2018-07-30,276511
2018-07-31,288412
2018-08-01,288412
2018-08-02,298614
2018-08-03,298614
2018-08-04,309872
2018-08-05,309872
2018-08-06,314443
2018-08-07,314443
2018-08-08,328680
2018-08-09,328680
2018-08-10,336796
2018-08-11,336796
2018-08-12,344905
2018-08-14,350499
2018-08-16,362671
2018-08-17,358071
2018-08-18,358071
2018-08-19,355429
2018-08-20,363635
2018-08-21,363635
2018-08-22,368990
2018-08-23,368990
2018-08-24,386427
2018-08-25,403199
2018-08-26,403199
2018-08-27,408825
2018-08-28,416073
2018-08-29,416073
2018-08-30,430918
2018-08-31,430918
2018-09-01,440966
2018-09-02,440966
2018-09-03,447524
2018-09-04,458774
2018-09-05,458774
2018-09-06,454344
2018-09-07,455879
2018-09-08,465376
2018-09-09,465376
2018-09-10,471934
2018-09-11,471934
2018-09-12,480616
2018-09-13,480616
2018-09-14,479999
2018-09-15,476538
2018-09-16,476538
2018-09-17,481849
2018-09-18,481849
2018-09-19,479577
2018-09-20,479577
2018-09-21,477931
2018-09-22,478913
2018-09-23,478913
2018-09-24,472602
2018-09-25,472602
2018-09-26,478018
2018-09-27,478018
2018-09-28,472805
2018-09-29,472805
2018-09-30,469162
2018-10-02,464448
2018-10-03,462503
2018-10-04,462503
2018-10-05,462503
2018-10-06,458767
2018-10-07,458767
2018-10-08,458169
2018-10-09,458169
2018-10-10,459041
2018-10-11,459041
2018-10-12,464379
2018-10-13,464379
2018-10-14,465224
2018-10-15,465224
2018-10-16,459350
2018-10-17,459350
2018-10-18,465188
2018-10-19,465188
2018-10-20,466188
2018-10-21,466188
2018-10-22,464485
2018-10-23,464485
2018-10-24,461685
2018-10-25,461685
2018-10-26,460720
2018-10-27,460720
2018-10-28,461742
2018-10-29,461742
2018-10-30,462031
2018-10-31,456260
2018-11-01,464290
2018-11-03,477256
2018-11-04,480007
2018-11-05,491494
2018-11-06,506228
2018-11-07,506228
2018-11-08,529003
2018-11-09,553586
2018-11-10,579269
2018-11-11,605055
2018-11-12,635308
2018-11-13,664900
2018-11-14,689474
2018-11-15,723948
2018-11-16,759527
2018-11-17,791513
2018-11-18,822538
2018-11-19,851514
2018-11-20,888062
2018-11-21,888062
2018-11-22,932466
2018-11-23,960707
2018-11-24,1008743
2018-11-25,1039211
2018-11-26,1058758
2018-11-27,1096496
2018-11-28,1100815
2018-11-29,1092822
2018-12-01,1057587
2018-12-02,1034824
2018-12-03,1034824
2018-12-04,1009158
2018-12-05,997227
2018-12-07,1005044
2018-12-09,994433
2018-12-10,988062
2018-12-11,988062
2018-12-13,958201
2018-12-14,952879
2018-12-15,952879
2018-12-16,942818
2018-12-17,942818
2018-12-18,937198
2018-12-19,930085
2018-12-20,930085
2018-12-21,920844
2018-12-22,920844
2018-12-23,895892
2018-12-24,867688
2018-12-25,867688
2018-12-26,850276
2018-12-27,826504
2018-12-28,826504
2018-12-29,828809
2018-12-30,828809
2018-12-31,829301
2019-01-01,829301
2019-01-02,807921
2019-01-03,786503
2019-01-04,786503
2019-01-05,775386
2019-01-06,776413
2019-01-08,762616
2019-01-10,702887
2019-01-11,670522
2019-01-12,636995
2019-01-13,605145
2019-01-14,575319
2019-01-15,546805
2019-01-16,519464
2019-01-17,495026
2019-01-18,470955
2019-01-19,448026
2019-01-20,433108
2019-01-21,433108
2019-01-22,413180
2019-01-23,404420
2019-01-24,399656
2019-01-25,400337
2019-01-26,407952
2019-01-27,414680
2019-01-28,426363
2019-01-29,429648
2019-01-30,416059
2019-01-31,416059
2019-02-01,408372
2019-02-02,408372
2019-02-03,404900
2019-02-04,404900
2019-02-05,397208
2019-02-06,397208
2019-02-07,385157
2019-02-08,385157
2019-02-09,386875
2019-02-10,395483
2019-02-11,405670
2019-02-12,405670
2019-02-13,415469
2019-02-14,415469
2019-02-15,423407
2019-02-16,428091
2019-02-17,431849
2019-02-18,431849
2019-02-19,432636
2019-02-20,432636
2019-02-21,435477
2019-02-22,435477
2019-02-23,434242
2019-02-24,431877
2019-02-25,433530
2019-02-26,433530
2019-02-27,433818
2019-02-28,433818
2019-03-01,417877
2019-03-02,417877
2019-03-03,403196
2019-03-04,407428
2019-03-05,407428
2019-03-06,416184
2019-03-07,416184
2019-03-08,420146
2019-03-09,407605
2019-03-10,403597
2019-03-11,403597
2019-03-12,400786
2019-03-13,400786
2019-03-14,401682
2019-03-15,401682
2019-03-16,392563
2019-03-17,386091
2019-03-18,386091
2019-03-19,391941
2019-03-20,392384
2019-03-21,392384
2019-03-22,386130
2019-03-23,386112
2019-03-24,384657
2019-03-25,384657
2019-03-26,373792
2019-03-27,373792
2019-03-28,367617
2019-03-29,363270
2019-03-30,363270
2019-03-31,361722
2019-04-01,343770
2019-04-02,343770
2019-04-03,333341
2019-04-04,327900
2019-04-05,327900
2019-04-06,331799
2019-04-07,342818
2019-04-08,342818
2019-04-09,347603
2019-04-10,347603
2019-04-11,357644
2019-04-12,362358
2019-04-13,366503
2019-04-14,366859
2019-04-15,366859
2019-04-16,360259
2019-04-17,360259
2019-04-18,345869
2019-04-19,345869
2019-04-20,338369
2019-04-21,338369
2019-04-22,330280
2019-04-23,320559
2019-04-24,320559
2019-04-25,309152
2019-04-26,295374
2019-04-27,295374
2019-04-28,286734
2019-04-29,286088
2019-04-30,279653
2019-05-01,279653
2019-05-02,276662
2019-05-03,273386
2019-05-04,269025
2019-05-05,269025
2019-05-06,263392
2019-05-07,264485
2019-05-08,264485
2019-05-09,272501
2019-05-10,279015
2019-05-11,279015
2019-05-12,287820
2019-05-13,289120
2019-05-14,301939
2019-05-15,301939
2019-05-16,302142
2019-05-17,302142
2019-05-18,301956
2019-05-19,301956
2019-05-20,292912
2019-05-21,292912
2019-05-22,288699
2019-05-23,288246
2019-05-24,288246
2019-05-25,290723
2019-05-26,290723
2019-05-27,292940
2019-05-28,292940
2019-05-29,281044
2019-05-30,275082
2019-05-31,275082
2019-06-01,280198
2019-06-02,280572
2019-06-03,274249
2019-06-04,265554
2019-06-05,262676
2019-06-06,262676
2019-06-07,255312
2019-06-08,245015
2019-06-09,237625
2019-06-10,237625
2019-06-11,234082
2019-06-12,234082
2019-06-13,233597
2019-06-14,234960
2019-06-15,234960
2019-06-16,238623
2019-06-17,238623
2019-06-18,242898
2019-06-19,242898
2019-06-20,244523
2019-06-21,244523
2019-06-22,243250
2019-06-23,243085
2019-06-24,243085
2019-06-25,238475
2019-06-26,238475
2019-06-27,232041
2019-06-28,232041
2019-06-29,228810
2019-06-30,230246
2019-07-01,230246
2019-07-02,235932
2019-07-03,241150
2019-07-04,241150
2019-07-05,235756
2019-07-06,235756
2019-07-07,233098
2019-07-08,233098
2019-07-09,227856
2019-07-10,217713
2019-07-11,217713
2019-07-12,215774
2019-07-13,215774
2019-07-14,220186
2019-07-15,220186
2019-07-16,222751
2019-07-17,223479
2019-07-18,223479
2019-07-19,228997
2019-07-20,228997
2019-07-21,236302
2019-07-22,236302
2019-07-23,241992
2019-07-24,241992
2019-07-25,245378
2019-07-26,245378
2019-07-27,248184
2019-07-28,248184
2019-07-29,250095
2019-07-30,255783
2019-07-31,261981
2019-08-01,261981
2019-08-02,263230
2019-08-03,267170
2019-08-04,267170
2019-08-05,268114
2019-08-06,268114
2019-08-07,270082
2019-08-08,270082
2019-08-09,270156
2019-08-10,269251
2019-08-11,269251
2019-08-12,266177
2019-08-13,266177
2019-08-14,268492
2019-08-15,268492
2019-08-16,277035
2019-08-17,277035
2019-08-18,282154
2019-08-19,282154
2019-08-20,285003
2019-08-21,285003
2019-08-22,290392
2019-08-23,290392
2019-08-24,291683
2019-08-24,291683
2019-08-25,291683
2019-08-25,291683
2019-08-26,291995
2019-08-26,291995
2019-08-27,291995
2019-08-27,291995
2019-08-28,293374
2019-08-29,293374
2019-08-30,295545
2019-08-31,295545
2019-09-01,294452
2019-09-02,294452
2019-09-03,292578
2019-09-04,292578
2019-09-05,288359
2019-09-06,288359
2019-09-07,294257
2019-09-08,298641
2019-09-09,298641
2019-09-10,300772
2019-09-11,298510
2019-09-12,298510
2019-09-13,302583
2019-09-14,302583
2019-09-15,306270
2019-09-16,306270
2019-09-17,305687
2019-09-18,305687
2019-09-19,303052
2019-09-20,303052
2019-09-21,301208
2019-09-22,301208
2019-09-23,302975
2019-09-24,302975
2019-09-25,299149
2019-09-26,299149
2019-09-27,289832
2019-09-28,293938
2019-09-29,293938
2019-09-30,296457
2019-10-01,291537
2019-10-02,291537
2019-10-03,280776
2019-10-04,280776
2019-10-05,277806
2019-10-06,266070
2019-10-07,266070
2019-10-08,257870
2019-10-09,257870
2019-10-10,247497
2019-10-11,247497
2019-10-12,240102
2019-10-13,237302
2019-10-14,237302
2019-10-15,233791
2019-10-16,233791
2019-10-17,226956
2019-10-18,226956
2019-10-19,221932
2019-10-20,221932
2019-10-21,222554
2019-10-22,222554
2019-10-23,231700
2019-10-24,231700
2019-10-25,233088
2019-10-26,233088
2019-10-27,232948
2019-10-28,232948
2019-10-29,230246
2019-10-30,230246
2019-10-31,230104
2019-11-01,230104
2019-11-02,227057
2019-11-03,227057
2019-11-04,220705
2019-11-05,220705
2019-11-06,217511
2019-11-07,217511
2019-11-08,208946
2019-11-09,202289
2019-11-10,195475
2019-11-11,195475
2019-11-12,190664
2019-11-13,190664
2019-11-14,186400
2019-11-15,186400
2019-11-16,182650
2019-11-17,182650
2019-11-18,190665
2019-11-19,190665
2019-11-20,194767
2019-11-21,194767
2019-11-22,204126
2019-11-23,204126
2019-11-24,205310
2019-11-25,205310
2019-11-26,201102
2019-11-27,201102
2019-11-28,195055
2019-11-29,195055
2019-11-30,195136
2019-12-01,195136
2019-12-02,193126
2019-12-03,195740
2019-12-04,195740
2019-12-05,197268
2019-12-06,197268
2019-12-07,197217
2019-12-08,197217
2019-12-09,196580
2019-12-10,197616
2019-12-11,197616
2019-12-12,195520
2019-12-13,195520
2019-12-14,198670
2019-12-15,203523
2019-12-16,203523
2019-12-17,209688
2019-12-18,209688
2019-12-19,216127
2019-12-20,216127
2019-12-21,218054
2019-12-22,220280
2019-12-23,220280
2019-12-24,221604
2019-12-25,221604
2019-12-26,220595
2019-12-27,222450
2019-12-28,222450
2019-12-29,218000
2019-12-30,218000
2019-12-31,212936
2020-01-01,212936
2020-01-02,207005
2020-01-03,207005
2020-01-04,203515
2020-01-05,204488
2020-01-06,204488
2020-01-07,203993
2020-01-08,203993
2020-01-09,200856
2020-01-10,200856
2020-01-11,195817
2020-01-12,195817
2020-01-13,192427
2020-01-14,192427
2020-01-15,192321
2020-01-16,191973
2020-01-17,191973
2020-01-18,186228
2020-01-19,180742
2020-01-20,180742
2020-01-21,175019
2020-01-22,175019
2020-01-23,167135
2020-01-24,167135
2020-01-25,164887
2020-01-26,161468
2020-01-27,161468
2020-01-28,158086
2020-01-29,153096
2020-01-30,153096
2020-01-31,151503
2020-02-01,151503
2020-02-02,148587
2020-02-03,148587
2020-02-04,146983
2020-02-05,146983
2020-02-06,143554
2020-02-07,143554
2020-02-08,139194
2020-02-09,139194
2020-02-10,133792
2020-02-11,133792
2020-02-12,129779
2020-02-13,129779
2020-02-14,127375
2020-02-15,127375
2020-02-16,127277
2020-02-17,125756
2020-02-18,125928
2020-02-19,125928
2020-02-20,124487
2020-02-21,124487
2020-02-22,124428
2020-02-23,125159
2020-02-24,120428
2020-02-25,120428
2020-02-26,119479
2020-02-27,119479
2020-02-28,116945
2020-02-29,116945
2020-03-01,118938
2020-03-02,118938
2020-03-03,118597
2020-03-04,118597
2020-03-05,119288
2020-03-06,118644
2020-03-07,118644
2020-03-08,118692
2020-03-09,118692
2020-03-10,123633
2020-03-11,123633
2020-03-12,129815
2020-03-13,129815
2020-03-14,132703
2020-03-15,132703
2020-03-16,135265
2020-03-17,136684
2020-03-18,136684
2020-03-19,141136
2020-03-20,147616
2020-03-21,147616
2020-03-22,154853
2020-03-23,154853
2020-03-24,158941
2020-03-25,166240
2020-03-26,173754
2020-03-27,181881
2020-03-28,181881
2020-03-29,178356
2020-03-30,180582
2020-03-31,185538
2020-04-01,193639
2020-04-02,201820
2020-04-03,201820
2020-04-04,198090
2020-04-05,198090
2020-04-06,188256
2020-04-07,180214
2020-04-08,171203
2020-04-09,162642
2020-04-10,155055
2020-04-11,149075
2020-04-12,142031
2020-04-13,136905
2020-04-14,131081
2020-04-15,124662
2020-04-16,124662
2020-04-17,118870
2020-04-18,113857
2020-04-19,109299
2020-04-20,110900
2020-04-21,110900
2020-04-22,113251
2020-04-23,113629
2020-04-24,114992
2020-04-25,111534
2020-04-26,110119
2020-04-27,106345
2020-04-28,104966
2020-04-29,104966
2020-04-30,108605
2020-05-01,108605
2020-05-02,107172
2020-05-03,105750
2020-05-04,105750
2020-05-05,109317
2020-05-06,108425
2020-05-07,107396
2020-05-08,107396
2020-05-09,107209
2020-05-10,107024
2020-05-11,107024
2020-05-12,104473
2020-05-13,101351
