date_obj,Dexterous%20prayer%20scroll price
2017-12-06,60449461
2017-12-07,60687766
2017-12-08,61064367
2017-12-09,61708634
2017-12-10,62423918
2017-12-11,64689658
2017-12-12,67143626
2017-12-13,64301904
2017-12-14,62038048
2017-12-15,61914582
2017-12-16,60621973
2017-12-17,60082288
2017-12-18,60028252
2017-12-19,60317515
2017-12-20,60380901
2017-12-21,60765731
2017-12-22,60427863
2017-12-23,60273391
2017-12-24,60435917
2017-12-25,60417234
2017-12-26,60591631
2017-12-27,61119229
2017-12-28,62064438
2017-12-29,61680924
2017-12-30,62097488
2017-12-31,62397069
2018-01-01,62165837
2018-01-02,61216853
2018-01-03,60918439
2018-01-04,62381192
2018-01-05,65312294
2018-01-06,66066803
2018-01-07,66342351
2018-01-08,69659469
2018-01-09,73142443
2018-01-10,76639162
2018-01-11,75241731
2018-01-12,73316429
2018-01-13,72312758
2018-01-14,70057718
2018-01-15,70963758
2018-01-16,71992494
2018-01-17,72999595
2018-01-18,71937172
2018-01-19,71532199
2018-01-20,70587551
2018-01-21,69701538
2018-01-22,69225361
2018-01-23,70047477
2018-01-25,70590492
2018-01-26,70515986
2018-01-27,70820408
2018-01-28,70534778
2018-01-29,70868520
2018-01-30,70420025
2018-01-31,69958459
2018-02-01,69715598
2018-02-02,69544483
2018-02-03,69828289
2018-02-04,70302886
2018-02-05,70107553
2018-02-06,69760399
2018-02-07,70461776
2018-02-08,72115776
2018-02-09,74742115
2018-02-10,76804133
2018-02-11,78547666
2018-02-12,82393589
2018-02-13,80989594
2018-02-14,77302674
2018-02-15,79675187
2018-02-16,81945979
2018-02-17,80805539
2018-02-18,78521729
2018-02-19,78953844
2018-02-20,80902359
2018-02-21,81037918
2018-02-22,80704348
2018-02-23,79011516
2018-02-24,77583427
2018-02-25,76346148
2018-02-26,75278376
2018-02-27,74267314
2018-02-28,74685373
2018-03-01,76026400
2018-03-02,75534934
2018-03-03,75297686
2018-03-04,74978012
2018-03-05,74918380
2018-03-06,75348866
2018-03-07,75828644
2018-03-08,76277742
2018-03-09,76102289
2018-03-10,74944332
2018-03-11,74464547
2018-03-12,74295262
2018-03-13,74122870
2018-03-14,73522739
2018-03-15,73353037
2018-03-16,72964994
2018-03-17,72104500
2018-03-18,71639174
2018-03-19,71305425
2018-03-20,71183821
2018-03-21,72327506
2018-03-23,72658705
2018-03-24,73144392
2018-03-25,73283943
2018-03-26,74977745
2018-03-27,75064312
2018-03-28,75161160
2018-03-29,74545692
2018-03-30,72915904
2018-03-31,72411270
2018-04-01,71877930
2018-04-02,71959554
2018-04-03,71404255
2018-04-04,71315662
2018-04-05,70765601
2018-04-06,70204854
2018-04-07,69037699
2018-04-08,68428627
2018-04-09,67924562
2018-04-10,68154449
2018-04-11,68009112
2018-04-12,68006936
2018-04-13,67823071
2018-04-14,67358277
2018-04-15,66787830
2018-04-16,66010735
2018-04-17,65659443
2018-04-18,66154192
2018-04-19,65332702
2018-04-20,65735515
2018-04-21,66577985
2018-04-22,66431312
2018-04-23,67240901
2018-04-24,68279658
2018-04-25,68198407
2018-04-26,67648787
2018-04-27,67445700
2018-04-28,67606072
2018-04-29,67506668
2018-04-30,67383056
2018-05-01,67167069
2018-05-03,66596950
2018-05-04,66099365
2018-05-05,65593266
2018-05-07,62539454
2018-05-08,61566634
2018-05-09,62600057
2018-05-10,63928874
2018-05-11,62674328
2018-05-12,62501125
2018-05-13,62677667
2018-05-14,63816726
2018-05-15,65441920
2018-05-16,67491176
2018-05-17,68429727
2018-05-18,69209130
2018-05-19,68057662
2018-05-20,66827763
2018-05-21,65638177
2018-05-22,65789601
2018-05-23,66122201
2018-05-24,66664681
2018-05-25,66882693
2018-05-26,67146145
2018-05-27,66829930
2018-05-28,66661862
2018-05-29,66740550
2018-05-30,66589193
2018-05-31,66309544
2018-06-01,67119867
2018-06-02,67231360
2018-06-03,66498797
2018-06-04,66084566
2018-06-05,65574158
2018-06-06,65434127
2018-06-07,65606953
2018-06-08,66042220
2018-06-09,65956826
2018-06-10,65985752
2018-06-11,64596736
2018-06-12,63365781
2018-06-13,62382084
2018-06-14,63326428
2018-06-15,66242699
2018-06-16,66582505
2018-06-17,65901758
2018-06-18,67421134
2018-06-19,67966585
2018-06-20,67516937
2018-06-21,68465073
2018-06-22,70244069
2018-06-23,72211202
2018-06-24,73215962
2018-06-25,75148438
2018-06-26,71664573
2018-06-27,68104324
2018-06-28,69077991
2018-06-29,71414124
2018-06-30,71798173
2018-07-01,70978518
2018-07-02,70428564
2018-07-03,70453136
2018-07-04,72308046
2018-07-05,73109059
2018-07-06,76017498
2018-07-07,78132313
2018-07-08,80339583
2018-07-09,80119365
2018-07-10,78398094
2018-07-11,76707773
2018-07-12,74068924
2018-07-13,76433717
2018-07-14,76572927
2018-07-15,75754944
2018-07-16,78308372
2018-07-17,77879510
2018-07-18,75136907
2018-07-19,75151004
2018-07-20,77058422
2018-07-21,78893491
2018-07-22,78405771
2018-07-23,76298001
2018-07-24,76516964
2018-07-25,77380901
2018-07-26,79223899
2018-07-27,83106256
2018-07-28,82545005
2018-07-29,81044104
2018-07-30,79311449
2018-07-31,82460601
2018-08-01,85324303
2018-08-02,86651643
2018-08-03,82688738
2018-08-04,83676191
2018-08-05,83533531
2018-08-06,86521162
2018-08-07,89022542
2018-08-08,89566646
2018-08-09,85088644
2018-08-10,81254695
2018-08-11,79352878
2018-08-12,78862798
2018-08-14,82639793
2018-08-16,79761043
2018-08-17,80619265
2018-08-18,81295750
2018-08-19,80983688
2018-08-20,80586849
2018-08-21,81223177
2018-08-22,80339992
2018-08-23,80079477
2018-08-24,79427069
2018-08-25,79468295
2018-08-26,79508409
2018-08-27,79796452
2018-08-28,79258864
2018-08-29,80319740
2018-08-30,81477066
2018-08-31,80996391
2018-09-01,80193869
2018-09-02,80311921
2018-09-03,80590083
2018-09-04,80742885
2018-09-05,80422941
2018-09-06,81452329
2018-09-07,82595676
2018-09-08,82328785
2018-09-09,83962575
2018-09-10,84752878
2018-09-11,85899492
2018-09-12,86066179
2018-09-13,85079461
2018-09-14,83751463
2018-09-15,82270782
2018-09-16,81279866
2018-09-17,80785619
2018-09-18,81056028
2018-09-19,81025237
2018-09-20,81688867
2018-09-21,82027748
2018-09-22,81303271
2018-09-23,80373327
2018-09-24,80074169
2018-09-25,79700054
2018-09-26,78838337
2018-09-27,77512259
2018-09-28,76593902
2018-09-29,75957786
2018-09-30,76185995
2018-10-01,77253052
2018-10-02,78045377
2018-10-03,77742704
2018-10-04,77698164
2018-10-05,77825971
2018-10-06,78160849
2018-10-07,78343016
2018-10-08,78523438
2018-10-09,77222556
2018-10-10,75372151
2018-10-11,75066013
2018-10-12,75133273
2018-10-13,75009299
2018-10-14,74289515
2018-10-15,73710489
2018-10-16,71513499
2018-10-17,70887538
2018-10-18,72140206
2018-10-19,71041634
2018-10-20,69345758
2018-10-21,67779054
2018-10-22,68796147
2018-10-23,71560511
2018-10-24,71754400
2018-10-25,70981299
2018-10-26,70404800
2018-10-27,70528258
2018-10-28,74022415
2018-10-29,76643379
2018-10-30,76725371
2018-10-31,77209455
2018-11-01,78481313
2018-11-03,74195488
2018-11-04,71686752
2018-11-05,70590338
2018-11-06,72111377
2018-11-07,73824407
2018-11-08,74113159
2018-11-09,73781562
2018-11-10,72377032
2018-11-11,70599910
2018-11-12,71056908
2018-11-13,71533335
2018-11-14,71408742
2018-11-15,72399639
2018-11-16,72751074
2018-11-17,72349712
2018-11-18,71376738
2018-11-19,70407370
2018-11-20,67322663
2018-11-21,65134211
2018-11-22,66136389
2018-11-23,67239396
2018-11-24,68737956
2018-11-25,68510070
2018-11-26,68269137
2018-11-27,68429319
2018-11-28,68247753
2018-11-29,67980970
2018-12-01,67510297
2018-12-02,66374352
2018-12-03,66044134
2018-12-05,65832697
2018-12-07,65326235
2018-12-09,63936873
2018-12-10,64255017
2018-12-11,63824242
2018-12-12,64748753
2018-12-13,65999001
2018-12-14,65922212
2018-12-15,66227932
2018-12-16,66156830
2018-12-17,65215735
2018-12-18,65184300
2018-12-19,65174187
2018-12-20,65628205
2018-12-21,65165119
2018-12-22,64929370
2018-12-23,65986855
2018-12-24,67116259
2018-12-25,68898768
2018-12-26,69859554
2018-12-27,69204919
2018-12-28,67342966
2018-12-29,65552895
2018-12-30,65891593
2018-12-31,66428519
2019-01-01,66525258
2019-01-02,66257865
2019-01-03,67587832
2019-01-04,68605178
2019-01-05,69815450
2019-01-06,68582653
2019-01-08,66546320
2019-01-10,67903129
2019-01-11,71294621
2019-01-12,74491364
2019-01-13,72825702
2019-01-14,75534705
2019-01-15,74250207
2019-01-16,72820052
2019-01-17,72427479
2019-01-18,72554767
2019-01-19,72228368
2019-01-20,71568455
2019-01-21,71499379
2019-01-22,72423148
2019-01-23,74126202
2019-01-24,75700807
2019-01-25,75246027
2019-01-26,73226692
2019-01-27,72046021
2019-01-28,71356767
2019-01-29,70020306
2019-01-30,70799340
2019-01-31,71009490
2019-02-01,69449492
2019-02-02,68464790
2019-02-03,67613996
2019-02-04,67124437
2019-02-05,68610965
2019-02-06,68614501
2019-02-07,68745854
2019-02-08,67895457
2019-02-09,67695512
2019-02-10,68542968
2019-02-11,67836747
2019-02-12,67193947
2019-02-13,66465921
2019-02-14,66486838
2019-02-15,65597636
2019-02-16,63903746
2019-02-17,62840036
2019-02-18,62786958
2019-02-19,62420895
2019-02-20,62032988
2019-02-21,63176818
2019-02-22,64389999
2019-02-23,63827352
2019-02-24,64177039
2019-02-25,65345614
2019-02-26,67277915
2019-02-27,66325591
2019-02-28,66279130
2019-03-01,65516890
2019-03-02,65052478
2019-03-03,63503691
2019-03-04,62882509
2019-03-05,63064439
2019-03-06,63197379
2019-03-07,63409737
2019-03-08,62865919
2019-03-09,62459733
2019-03-10,62065825
2019-03-11,60967152
2019-03-12,59973661
2019-03-13,59744968
2019-03-14,59967507
2019-03-15,59833779
2019-03-16,60672333
2019-03-17,60741211
2019-03-18,60632454
2019-03-19,60435800
2019-03-20,60084697
2019-03-21,59295392
2019-03-22,59386531
2019-03-23,59262816
2019-03-24,59291868
2019-03-25,59308605
2019-03-26,59394529
2019-03-27,58309725
2019-03-28,57495796
2019-03-29,55539145
2019-03-30,55104395
2019-03-31,56990010
2019-04-01,59691090
2019-04-02,60217164
2019-04-03,59520087
2019-04-04,58840233
2019-04-05,58366863
2019-04-06,58527616
2019-04-07,57842974
2019-04-08,57384029
2019-04-09,57570351
2019-04-10,57804219
2019-04-11,57879210
2019-04-12,57917484
2019-04-13,58256305
2019-04-14,58238422
2019-04-15,58230572
2019-04-16,58742804
2019-04-17,60457181
2019-04-18,59858995
2019-04-19,59276530
2019-04-20,58724128
2019-04-21,58377020
2019-04-22,58298082
2019-04-23,58332025
2019-04-24,58207706
2019-04-25,57841446
2019-04-26,56568666
2019-04-27,55541126
2019-04-28,55597164
2019-04-29,56470848
2019-04-30,56167901
2019-05-01,55959584
2019-05-02,56254284
2019-05-03,56157181
2019-05-04,56526725
2019-05-05,57002605
2019-05-06,57799820
2019-05-07,58426933
2019-05-08,59047121
2019-05-09,60940274
2019-05-10,60345731
2019-05-11,59499172
2019-05-12,58589646
2019-05-13,58525991
2019-05-14,58229254
2019-05-15,58138019
2019-05-16,57917186
2019-05-17,57270178
2019-05-18,56443378
2019-05-19,56760578
2019-05-20,56714230
2019-05-21,56787845
2019-05-22,56846928
2019-05-23,56948478
2019-05-24,56822808
2019-05-25,56804837
2019-05-26,57136451
2019-05-27,57261073
2019-05-28,57453224
2019-05-29,57341758
2019-05-30,56978513
2019-05-31,56710994
2019-06-01,56730369
2019-06-02,57007867
2019-06-03,56378373
2019-06-04,55828914
2019-06-05,55840811
2019-06-06,56117337
2019-06-07,56945892
2019-06-08,57329731
2019-06-09,57633046
2019-06-10,56801366
2019-06-11,55776197
2019-06-12,53778137
2019-06-13,52745925
2019-06-14,52006476
2019-06-15,52886845
2019-06-16,53182819
2019-06-17,52782671
2019-06-18,52529739
2019-06-19,53276504
2019-06-20,52398826
2019-06-21,52789106
2019-06-22,52943422
2019-06-23,53151815
2019-06-24,54533577
2019-06-25,54371418
2019-06-26,54462798
2019-06-27,55153509
2019-06-28,55644677
2019-06-29,56334122
2019-06-30,56840339
2019-07-01,56651559
2019-07-02,55762237
2019-07-03,55046257
2019-07-04,54534669
2019-07-05,54077014
2019-07-06,54043643
2019-07-07,53787099
2019-07-08,53546055
2019-07-09,53248082
2019-07-10,52937228
2019-07-11,52809523
2019-07-12,52974679
2019-07-13,52886902
2019-07-14,52950281
2019-07-15,52878575
2019-07-16,52805086
2019-07-17,52594322
2019-07-18,52492690
2019-07-19,52531253
2019-07-20,52901775
2019-07-21,53322002
2019-07-22,53597881
2019-07-23,53796304
2019-07-24,54289441
2019-07-25,54732129
2019-07-26,55564924
2019-07-27,57841937
2019-07-28,59252195
2019-07-29,58956215
2019-07-30,57964311
2019-07-31,57814334
2019-08-01,57708085
2019-08-02,58886762
2019-08-03,59136827
2019-08-04,59131096
2019-08-05,59148720
2019-08-06,58666339
2019-08-07,57874006
2019-08-08,56581077
2019-08-09,55518310
2019-08-10,54859343
2019-08-11,54042472
2019-08-12,53514887
2019-08-13,53375966
2019-08-14,53458073
2019-08-15,53969349
2019-08-16,54144212
2019-08-17,54224021
2019-08-18,53693979
2019-08-19,53413555
2019-08-20,53352024
2019-08-21,52998977
2019-08-22,52289268
2019-08-23,52171763
2019-08-23,52171763
2019-08-24,52605181
2019-08-24,52605181
2019-08-25,52373542
2019-08-25,52373542
2019-08-26,52229007
2019-08-27,52385061
2019-08-27,52385061
2019-08-28,52369528
2019-08-29,52165072
2019-08-30,52846535
2019-08-31,55348044
2019-09-01,58111881
2019-09-02,59562603
2019-09-03,60608051
2019-09-04,61201973
2019-09-05,60346972
2019-09-06,59643531
2019-09-07,57081000
2019-09-08,57271240
2019-09-09,56917648
2019-09-10,55314039
2019-09-11,54218692
2019-09-12,54729847
2019-09-13,54673763
2019-09-14,54767495
2019-09-15,55207104
2019-09-16,55354092
2019-09-17,56204344
2019-09-18,56858975
2019-09-19,56598753
2019-09-20,56562825
2019-09-21,56972908
2019-09-22,56928508
2019-09-23,56694233
2019-09-24,56613528
2019-09-25,56479108
2019-09-26,56545792
2019-09-27,55456986
2019-09-28,54134047
2019-09-29,54172836
2019-09-30,53901972
2019-10-01,55528470
2019-10-02,56374826
2019-10-03,57854314
2019-10-04,59962372
2019-10-05,61398236
2019-10-06,58973089
2019-10-07,56211572
2019-10-08,56119042
2019-10-09,55926934
2019-10-10,55759164
2019-10-11,55751529
2019-10-12,56023826
2019-10-13,55860067
2019-10-14,55906451
2019-10-15,55861436
2019-10-16,56118120
2019-10-17,56437248
2019-10-18,56796128
2019-10-19,56118388
2019-10-20,55826393
2019-10-21,54853106
2019-10-22,54651545
2019-10-23,54517346
2019-10-24,54767828
2019-10-25,54777480
2019-10-26,54933193
2019-10-27,55042877
2019-10-28,54957785
2019-10-29,54914108
2019-10-30,54801719
2019-10-31,54711698
2019-11-01,54461465
2019-11-02,53364359
2019-11-03,52408237
2019-11-04,52391807
2019-11-05,52031020
2019-11-06,51608615
2019-11-07,51377124
2019-11-08,51067975
2019-11-09,50241586
2019-11-10,49763579
2019-11-11,49620149
2019-11-12,49758585
2019-11-13,50939458
2019-11-14,50957317
2019-11-15,50877174
2019-11-16,50510166
2019-11-17,50170462
2019-11-18,49792189
2019-11-19,49272252
2019-11-20,48876567
2019-11-21,48592517
2019-11-22,49410567
2019-11-23,49646307
2019-11-24,50015431
2019-11-25,50324353
2019-11-26,50143999
2019-11-27,49479189
2019-11-28,49293429
2019-11-29,49280307
2019-11-30,49151263
2019-12-01,48459972
2019-12-02,47691574
2019-12-03,47022161
2019-12-04,45651796
2019-12-05,44848955
2019-12-06,44238990
2019-12-07,43623836
2019-12-08,44289237
2019-12-09,45986483
2019-12-10,45727905
2019-12-11,45300279
2019-12-12,44813647
2019-12-13,44314279
2019-12-14,43718465
2019-12-15,43554489
2019-12-16,43497287
2019-12-17,42717232
2019-12-18,42014242
2019-12-19,41343608
2019-12-20,41119068
2019-12-21,41762241
2019-12-22,42792978
2019-12-23,44603936
2019-12-24,45867396
2019-12-25,47446497
2019-12-26,46615556
2019-12-27,45492508
2019-12-28,44678630
2019-12-29,44191515
2019-12-30,43489385
2019-12-31,43637898
2020-01-01,43476130
2020-01-02,43061664
2020-01-03,42959055
2020-01-04,42674522
2020-01-05,42115407
2020-01-06,41592079
2020-01-07,41198985
2020-01-08,41348202
2020-01-09,42372901
2020-01-10,41270243
2020-01-11,41066795
2020-01-12,40958866
2020-01-13,41147885
2020-01-14,41479504
2020-01-15,41262807
2020-01-16,41558108
2020-01-17,41743734
2020-01-18,41676589
2020-01-19,41741879
2020-01-20,41610458
2020-01-21,41420057
2020-01-22,41247628
2020-01-23,40909495
2020-01-24,40694702
2020-01-25,40305230
2020-01-26,40011934
2020-01-27,38857156
2020-01-28,38987280
2020-01-29,40014996
2020-01-30,41433567
2020-01-31,41383209
2020-02-01,40818269
2020-02-02,40519973
2020-02-03,40414247
2020-02-04,40191877
2020-02-05,39997575
2020-02-06,39088846
2020-02-07,38762096
2020-02-08,39058671
2020-02-09,40484282
2020-02-10,41339292
2020-02-11,41708945
2020-02-12,41484033
2020-02-13,41161390
2020-02-14,40874319
2020-02-15,40772721
2020-02-16,40488587
2020-02-17,40143460
2020-02-18,39421055
2020-02-19,39505576
2020-02-20,40204199
2020-02-21,40682332
2020-02-22,40966567
2020-02-23,40902603
2020-02-24,41302747
2020-02-25,41911682
2020-02-26,42396866
2020-02-27,42361552
2020-02-28,42113179
2020-02-29,41916854
2020-03-01,41721669
2020-03-02,42122059
2020-03-03,43453775
2020-03-04,43609061
2020-03-05,43667982
2020-03-06,42843357
2020-03-07,41722852
2020-03-08,41560499
2020-03-09,41319950
2020-03-10,41975878
2020-03-11,41859917
2020-03-12,40787497
2020-03-13,39839815
2020-03-14,39415250
2020-03-15,39160510
2020-03-16,39110747
2020-03-17,39536852
2020-03-18,39864251
2020-03-19,40120602
2020-03-20,40472171
2020-03-21,40453629
2020-03-22,40429001
2020-03-23,40852232
2020-03-24,42269094
2020-03-25,43550526
2020-03-26,43404842
2020-03-27,44224524
2020-03-28,44063142
2020-03-29,43111080
2020-03-30,42072288
2020-03-31,41395414
2020-04-01,40582289
2020-04-02,40748339
2020-04-03,40894661
2020-04-04,41441944
2020-04-05,41627907
2020-04-06,42319231
2020-04-07,42249142
2020-04-08,42510237
2020-04-09,42623375
2020-04-10,42556114
2020-04-11,42400438
2020-04-12,42331041
2020-04-13,41986217
2020-04-14,42473247
2020-04-15,44084878
2020-04-16,45280496
2020-04-17,46429527
2020-04-18,47576450
2020-04-19,46777019
2020-04-20,45233504
2020-04-21,44764100
2020-04-22,44505249
2020-04-23,45500902
2020-04-24,46804236
2020-04-25,46963932
2020-04-26,46952438
2020-04-27,46950695
2020-04-28,46578252
2020-04-29,46229307
2020-04-30,46161018
2020-05-01,45808347
2020-05-02,45554478
2020-05-03,45078619
2020-05-04,45020975
2020-05-05,44932826
2020-05-06,44888540
2020-05-07,44476524
2020-05-08,44231695
2020-05-09,43695442
2020-05-10,43347352
2020-05-11,42850528
2020-05-12,42605247
2020-05-13,42808406
