date_obj,Black%20wizard%20robe%20(g) price
2019-03-21,542140
2019-03-22,550335
2019-03-23,545709
2019-03-24,544730
2019-03-25,543800
2019-03-26,539528
2019-03-27,535540
2019-03-28,532848
2019-03-29,530824
2019-03-30,529859
2019-03-31,528472
2019-04-01,529861
2019-04-02,528702
2019-04-03,526004
2019-04-04,520718
2019-04-05,514038
2019-04-06,509642
2019-04-07,509433
2019-04-08,504099
2019-04-09,503473
2019-04-10,499994
2019-04-11,502011
2019-04-12,492784
2019-04-13,484810
2019-04-14,479170
2019-04-15,472997
2019-04-16,455145
2019-04-17,433318
2019-04-18,413213
2019-04-19,396630
2019-04-20,384296
2019-04-21,372743
2019-04-22,358480
2019-04-23,341888
2019-04-24,329783
2019-04-25,315673
2019-04-26,302962
2019-04-27,292106
2019-04-28,285754
2019-04-29,281547
2019-04-30,280306
2019-05-01,289581
2019-05-02,289726
2019-05-03,294274
2019-05-04,297603
2019-05-05,302593
2019-05-06,306786
2019-05-07,308706
2019-05-08,307721
2019-05-09,312880
2019-05-10,316049
2019-05-11,318018
2019-05-12,315693
2019-05-13,317973
2019-05-14,320521
2019-05-15,319927
2019-05-16,322210
2019-05-17,322862
2019-05-18,323033
2019-05-19,321369
2019-05-20,321873
2019-05-21,321756
2019-05-22,318913
2019-05-23,322084
2019-05-24,324593
2019-05-25,320567
2019-05-26,319267
2019-05-27,312160
2019-05-28,311564
2019-05-29,308289
2019-05-30,306105
2019-05-31,303009
2019-06-01,295555
2019-06-02,292391
2019-06-03,287573
2019-06-04,285951
2019-06-05,284336
2019-06-06,281667
2019-06-07,281978
2019-06-08,282981
2019-06-09,284385
2019-06-10,284385
2019-06-11,284496
2019-06-12,284165
2019-06-13,278247
2019-06-14,274348
2019-06-15,272698
2019-06-16,272574
2019-06-17,276137
2019-06-18,280487
2019-06-19,283448
2019-06-20,279890
2019-06-21,273538
2019-06-22,270540
2019-06-23,269627
2019-06-24,270320
2019-06-25,280378
2019-06-26,289194
2019-06-27,294300
2019-06-28,294259
2019-06-29,295176
2019-06-30,289404
2019-07-01,289763
2019-07-02,289023
2019-07-03,289326
2019-07-04,287744
2019-07-05,289867
2019-07-06,289867
2019-07-07,290217
2019-07-08,288858
2019-07-09,293367
2019-07-10,290116
2019-07-11,290189
2019-07-12,289855
2019-07-13,286735
2019-07-14,285464
2019-07-15,287787
2019-07-16,288011
2019-07-17,288522
2019-07-18,287445
2019-07-19,289404
2019-07-20,281491
2019-07-21,279935
2019-07-22,277208
2019-07-23,273940
2019-07-24,275391
2019-07-25,274253
2019-07-26,273775
2019-07-27,273411
2019-07-28,273868
2019-07-29,276265
2019-07-30,278015
2019-07-31,281461
2019-08-01,280940
2019-08-02,283652
2019-08-03,284326
2019-08-04,283631
2019-08-05,280970
2019-08-06,277112
2019-08-07,278097
2019-08-08,278787
2019-08-09,281767
2019-08-10,281877
2019-08-11,285088
2019-08-12,288313
2019-08-13,288425
2019-08-14,289434
2019-08-15,288637
2019-08-16,287599
2019-08-17,287599
2019-08-18,287864
2019-08-19,289604
2019-08-20,290395
2019-08-21,291099
2019-08-22,288943
2019-08-23,289517
2019-08-24,288707
2019-08-24,288707
2019-08-25,287068
2019-08-25,287068
2019-08-26,289447
2019-08-27,288199
2019-08-27,288199
2019-08-28,293246
2019-08-29,294857
2019-08-30,294020
2019-08-31,295864
2019-09-01,295032
2019-09-02,296116
2019-09-03,293876
2019-09-04,295532
2019-09-05,293543
2019-09-06,294163
2019-09-07,293736
2019-09-08,300634
2019-09-09,308871
2019-09-10,310683
2019-09-11,309334
2019-09-12,311636
2019-09-13,308157
2019-09-14,308838
2019-09-15,307216
2019-09-16,309877
2019-09-17,312254
2019-09-18,314920
2019-09-19,315103
2019-09-20,312022
2019-09-21,313581
2019-09-22,316116
2019-09-23,316458
2019-09-24,316458
2019-09-25,315265
2019-09-26,320730
2019-09-27,322531
2019-09-28,324229
2019-09-29,325333
2019-09-30,324394
2019-10-01,319885
2019-10-02,322817
2019-10-03,325390
2019-10-04,321581
2019-10-05,319878
2019-10-06,317721
2019-10-07,321074
2019-10-08,319117
2019-10-09,319117
2019-10-10,319603
2019-10-11,322086
2019-10-12,320893
2019-10-13,322548
2019-10-14,323371
2019-10-15,327167
2019-10-16,331614
2019-10-17,336813
2019-10-18,341400
2019-10-19,344712
2019-10-20,343782
2019-10-21,340793
2019-10-22,343783
2019-10-23,348096
2019-10-24,353438
2019-10-25,355708
2019-10-26,357967
2019-10-27,350463
2019-10-28,348125
2019-10-29,353281
2019-10-30,352361
2019-10-31,349046
2019-11-01,347943
2019-11-02,349806
2019-11-03,349921
2019-11-04,351037
2019-11-05,351037
2019-11-06,353235
2019-11-07,353360
2019-11-08,354893
2019-11-09,356631
2019-11-10,355807
2019-11-11,353300
2019-11-12,352843
2019-11-13,352079
2019-11-14,351056
2019-11-15,353164
2019-11-16,354106
2019-11-17,354106
2019-11-18,356406
2019-11-19,358058
2019-11-20,359254
2019-11-21,360209
2019-11-22,359898
2019-11-23,357843
2019-11-24,360415
2019-11-25,361447
2019-11-26,362843
2019-11-27,361816
2019-11-28,362424
2019-11-29,368560
2019-11-30,366481
2019-12-01,366378
2019-12-02,367482
2019-12-03,372142
2019-12-04,371488
2019-12-05,371488
2019-12-06,371637
2019-12-07,372077
2019-12-08,373969
2019-12-09,374203
2019-12-10,375987
2019-12-11,380357
2019-12-12,380357
2019-12-13,377583
2019-12-14,376424
2019-12-15,373710
2019-12-16,371444
2019-12-17,370728
2019-12-18,370728
2019-12-19,373661
2019-12-20,373743
2019-12-21,374707
2019-12-22,380527
2019-12-23,384731
2019-12-24,384602
2019-12-25,387552
2019-12-26,402640
2019-12-27,406332
2019-12-28,414235
2019-12-29,414273
2019-12-30,416282
2019-12-31,429063
2020-01-01,433987
2020-01-02,445036
2020-01-03,452179
2020-01-04,458792
2020-01-05,457541
2020-01-06,448648
2020-01-07,445045
2020-01-08,437641
2020-01-09,436864
2020-01-10,437257
2020-01-11,434940
2020-01-12,431340
2020-01-13,431340
2020-01-14,429583
2020-01-15,427494
2020-01-16,426126
2020-01-17,426273
2020-01-18,426273
2020-01-19,425460
2020-01-20,426347
2020-01-21,421369
2020-01-22,418734
2020-01-23,420423
2020-01-24,417016
2020-01-25,417017
2020-01-26,420778
2020-01-27,421778
2020-01-28,419372
2020-01-29,417901
2020-01-30,418222
2020-01-31,417206
2020-02-01,415261
2020-02-02,413404
2020-02-03,407910
2020-02-04,404222
2020-02-05,403345
2020-02-06,400459
2020-02-07,396306
2020-02-08,392793
2020-02-09,389019
2020-02-10,383593
2020-02-11,380180
2020-02-12,378985
2020-02-13,373371
2020-02-14,370443
2020-02-15,369755
2020-02-16,365899
2020-02-17,355155
2020-02-18,349348
2020-02-19,340010
2020-02-20,327990
2020-02-21,327990
2020-02-22,320673
2020-02-23,315312
2020-02-24,311122
2020-02-25,305715
2020-02-26,303949
2020-02-27,296622
2020-02-28,289202
2020-02-29,287107
2020-03-01,285683
2020-03-02,285524
2020-03-03,280610
2020-03-04,280528
2020-03-05,279961
2020-03-06,278902
2020-03-07,275879
2020-03-08,272838
2020-03-09,272519
2020-03-10,270985
2020-03-11,267977
2020-03-12,266626
2020-03-13,265065
2020-03-14,259422
2020-03-15,255834
2020-03-16,252494
2020-03-17,251648
2020-03-18,251511
2020-03-19,257023
2020-03-20,263271
2020-03-21,264937
2020-03-22,268174
2020-03-23,269681
2020-03-24,277356
2020-03-25,284242
2020-03-26,293668
2020-03-27,299912
2020-03-28,306837
2020-03-29,317592
2020-03-30,330332
2020-03-31,336246
2020-04-01,338620
2020-04-02,337474
2020-04-03,337474
2020-04-04,341042
2020-04-05,343449
2020-04-06,344301
2020-04-07,345401
2020-04-08,345183
2020-04-09,339056
2020-04-10,333653
2020-04-11,326593
2020-04-12,319740
2020-04-13,314065
2020-04-14,311184
2020-04-15,308214
2020-04-16,305135
2020-04-17,300181
2020-04-18,296443
2020-04-19,292874
2020-04-20,289639
2020-04-21,282861
2020-04-22,279309
2020-04-23,280162
2020-04-24,277504
2020-04-25,275606
2020-04-26,277182
2020-04-27,277925
2020-04-28,277256
2020-04-29,276279
2020-04-30,273790
2020-05-01,275238
2020-05-02,276718
2020-05-03,276583
2020-05-04,280630
2020-05-05,283002
2020-05-06,281386
2020-05-07,281868
2020-05-08,279047
2020-05-09,283011
2020-05-10,283841
2020-05-11,282949
2020-05-12,284158
2020-05-13,279906
