date_obj,Ancient%20dragonhide%20set price
2016-01-05,119303
2016-01-06,119303
2016-01-07,119303
2016-01-08,120025
2016-01-09,120025
2016-01-10,120025
2016-01-11,120025
2016-01-12,120025
2016-01-13,123807
2016-01-14,123807
2016-01-15,123807
2016-01-16,123807
2016-01-17,123807
2016-01-18,126840
2016-01-19,126840
2016-01-20,126840
2016-01-21,126840
2016-01-22,126840
2016-01-23,128511
2016-01-24,128511
2016-01-25,128511
2016-01-26,128511
2016-01-27,128511
2016-01-28,128511
2016-01-29,126497
2016-01-30,126497
2016-01-31,126497
2016-02-01,126497
2016-02-02,126497
2016-02-03,121934
2016-02-04,121934
2016-02-05,121934
2016-02-06,121934
2016-02-07,121934
2016-02-08,117969
2016-02-09,117969
2016-02-10,117969
2016-02-11,117969
2016-02-12,117969
2016-02-13,119937
2016-02-14,119937
2016-02-15,119937
2016-02-16,119937
2016-02-17,119937
2016-02-18,119231
2016-02-19,119231
2016-02-20,119231
2016-02-21,119231
2016-02-22,119231
2016-02-23,118810
2016-02-24,118810
2016-02-25,118810
2016-02-26,118810
2016-02-27,118810
2016-02-28,118043
2016-02-29,118043
2016-03-01,118043
2016-03-02,118043
2016-03-03,118043
2016-03-04,118043
2016-03-05,115256
2016-03-06,115256
2016-03-07,115256
2016-03-08,115256
2016-03-09,115256
2016-03-10,115256
2016-03-11,113318
2016-03-12,113318
2016-03-13,113318
2016-03-14,113318
2016-03-15,113318
2016-03-16,113626
2016-03-17,113626
2016-03-18,113626
2016-03-19,113626
2016-03-20,113626
2016-03-21,114034
2016-03-22,114034
2016-03-23,114034
2016-03-24,114034
2016-03-25,114034
2016-03-26,114034
2016-03-27,115292
2016-03-28,115292
2016-03-29,115292
2016-03-30,115292
2016-03-31,115292
2016-04-01,115292
2016-04-02,115404
2016-04-03,115404
2016-04-04,115404
2016-04-05,115404
2016-04-06,115404
2016-04-07,117622
2016-04-08,117622
2016-04-09,117622
2016-04-10,117622
2016-04-11,117622
2016-04-12,118204
2016-04-13,118204
2016-04-14,118204
2016-04-15,118204
2016-04-16,118204
2016-04-17,123424
2016-04-18,123424
2016-04-19,123424
2016-04-20,123424
2016-04-21,123424
2016-04-22,125114
2016-04-23,125114
2016-04-24,125114
2016-04-25,125114
2016-04-26,125114
2016-04-27,123175
2016-04-28,123175
2016-04-29,123175
2016-04-30,123175
2016-05-01,123175
2016-05-02,120221
2016-05-03,120221
2016-05-04,120221
2016-05-05,120221
2016-05-06,120221
2016-05-07,118657
2016-05-08,118657
2016-05-09,118657
2016-05-10,118657
2016-05-11,118657
2016-05-12,114881
2016-05-13,114881
2016-05-14,114881
2016-05-15,114881
2016-05-16,112393
2016-05-17,112393
2016-05-18,112393
2016-05-19,112393
2016-05-22,110984
2016-05-23,110984
2016-05-24,110984
2016-05-25,112355
2016-05-26,112355
2016-05-27,112355
2016-05-28,112355
2016-05-29,113144
2016-05-30,113144
2016-05-31,113144
2016-06-01,113144
2016-06-02,113144
2016-06-03,114150
2016-06-04,114150
2016-06-05,114150
2016-06-06,114150
2016-06-07,115227
2016-06-08,115227
2016-06-09,115227
2016-06-10,115227
2016-06-11,118008
2016-06-12,118008
2016-06-13,118008
2016-06-14,118008
2016-06-15,123504
2016-06-16,123504
2016-06-17,123504
2016-06-18,123504
2016-06-19,129316
2016-06-20,129316
2016-06-21,129316
2016-06-22,129316
2016-06-23,135532
2016-06-24,135532
2016-06-25,135532
2016-06-26,135532
2016-06-27,135532
2016-06-28,139139
2016-06-29,139139
2016-06-30,139139
2016-07-01,139139
2016-07-02,141553
2016-07-03,141553
2016-07-04,141553
2016-07-05,141553
2016-07-06,142807
2016-07-07,142807
2016-07-08,142807
2016-07-09,142807
2016-07-10,140501
2016-07-11,140501
2016-07-12,140501
2016-07-13,140501
2016-07-14,140501
2016-07-15,135859
2016-07-16,135859
2016-07-17,135859
2016-07-18,135859
2016-07-23,134561
2016-07-24,137051
2016-07-25,137051
2016-07-26,137051
2016-07-27,137051
2016-07-28,137051
2016-07-29,136658
2016-07-30,136658
2016-07-31,136658
2016-08-01,136658
2016-08-02,139887
2016-08-03,139887
2016-08-04,139887
2016-08-05,139887
2016-08-06,139887
2016-08-07,144108
2016-08-08,144108
2016-08-09,144108
2016-08-10,144108
2016-08-11,144108
2016-08-12,144108
2016-08-13,147846
2016-08-14,147846
2016-08-15,147846
2016-08-16,147846
2016-08-17,147846
2016-08-18,147846
2016-08-19,142720
2016-08-20,142720
2016-08-21,142720
2016-08-22,142720
2016-08-23,137916
2016-08-24,137916
2016-08-25,137916
2016-08-26,137916
2016-08-28,136381
2016-08-31,136381
2016-09-01,136381
2016-09-02,135321
2016-09-03,135321
2016-09-04,135321
2016-09-05,135321
2016-09-06,130791
2016-09-07,130791
2016-09-08,130791
2016-09-09,130791
2016-09-10,130791
2016-09-11,130791
2016-09-12,126937
2016-09-13,126937
2016-09-14,126937
2016-09-15,126937
2016-09-16,126937
2016-09-17,126937
2016-09-18,127478
2016-09-19,127478
2016-09-20,127478
2016-09-21,127478
2016-09-22,127478
2016-09-23,126125
2016-09-24,126125
2016-09-25,126125
2016-09-26,126125
2016-09-27,126125
2016-09-28,126125
2016-09-29,126125
2016-09-30,126277
2016-10-01,126277
2016-10-02,126277
2016-10-03,126277
2016-10-04,126277
2016-10-05,126277
2016-10-06,126277
2016-10-07,123887
2016-10-08,123887
2016-10-09,123887
2016-10-10,123887
2016-10-11,123887
2016-10-12,123887
2016-10-13,121719
2016-10-14,121719
2016-10-15,121719
2016-10-16,121719
2016-10-17,121719
2016-10-18,118150
2016-10-19,118150
2016-10-20,118150
2016-10-21,118150
2016-10-22,118150
2016-10-23,118150
2016-10-24,116506
2016-10-25,116506
2016-10-26,116506
2016-10-27,116506
2016-10-28,116506
2016-10-29,114913
2016-10-30,114913
2016-10-31,114913
2016-11-01,114913
2016-11-02,114913
2016-11-03,117157
2016-11-04,117157
2016-11-05,117157
2016-11-06,117157
2016-11-07,117157
2016-11-08,117051
2016-11-09,117051
2016-11-10,117051
2016-11-11,117051
2016-11-12,117051
2016-11-13,121597
2016-11-14,121597
2016-11-15,121597
2016-12-07,126545
2016-12-08,126545
2016-12-09,126545
2016-12-10,126545
2016-12-11,128953
2016-12-12,128953
2016-12-13,128953
2016-12-15,128953
2016-12-16,131444
2016-12-17,131444
2016-12-18,131444
2016-12-19,131444
2016-12-20,129937
2016-12-21,129937
2016-12-22,129937
2016-12-23,129937
2016-12-24,133405
2016-12-25,133405
2016-12-26,133405
2016-12-27,138961
2016-12-28,138961
2016-12-29,138961
2016-12-30,138961
2016-12-31,144806
2017-01-01,144806
2017-01-02,144806
2017-01-03,144806
2017-01-04,148720
2017-01-05,148720
2017-01-06,148720
2017-01-07,148720
2017-01-08,154133
2017-01-09,154133
2017-01-10,154133
2017-01-11,154133
2017-01-12,158652
2017-01-13,158652
2017-01-14,158652
2017-01-15,158652
2017-01-16,157310
2017-01-17,157310
2017-01-18,157310
2017-01-19,157310
2017-01-20,153755
2017-01-21,153755
2017-01-22,153755
2017-01-23,154315
2017-01-27,154777
2017-01-28,154777
2017-01-29,154296
2017-01-30,154296
2017-01-31,154296
2017-02-01,154296
2017-02-02,149545
2017-02-03,149545
2017-02-04,149545
2017-02-05,149545
2017-02-06,142477
2017-02-07,142477
2017-02-08,142477
2017-02-09,142477
2017-02-10,139219
2017-02-11,139219
2017-02-12,139219
2017-02-13,137056
2017-02-14,137056
2017-02-15,137056
2017-02-16,136367
2017-02-17,136367
2017-02-18,136367
2017-02-19,136367
2017-02-20,133768
2017-02-21,133768
2017-02-22,133768
2017-02-23,133768
2017-02-24,133768
2017-02-25,128941
2017-02-26,128941
2017-02-27,128941
2017-02-28,128941
2017-03-01,126398
2017-03-02,126398
2017-03-03,126398
2017-03-04,120700
2017-03-05,120700
2017-03-06,120700
2017-03-07,118334
2017-03-08,118334
2017-03-09,118334
2017-03-10,118334
2017-03-11,116923
2017-03-12,116923
2017-03-13,116923
2017-03-14,114389
2017-03-15,114389
2017-03-16,114389
2017-03-17,114999
2017-03-18,114999
2017-03-19,114999
2017-03-20,119933
2017-03-21,119933
2017-03-22,119933
2017-03-23,124158
2017-03-24,124158
2017-03-25,124158
2017-03-26,128525
2017-03-27,128525
2017-03-28,128525
2017-03-29,134191
2017-03-30,134191
2017-03-31,134191
2017-04-01,140040
2017-04-02,140040
2017-04-03,140040
2017-04-04,145318
2017-04-05,145318
2017-04-12,155169
2017-04-13,155169
2017-04-14,155169
2017-04-15,153492
2017-04-16,153492
2017-04-17,149467
2017-04-18,149467
2017-04-19,149467
2017-04-20,149467
2017-04-21,144522
2017-04-22,144522
2017-04-23,144522
2017-04-24,143812
2017-04-25,143812
2017-04-26,143812
2017-04-27,148810
2017-04-28,148810
2017-04-29,148810
2017-04-30,154055
2017-05-01,154055
2017-05-02,154055
2017-05-03,154055
2017-05-04,160910
2017-05-05,160910
2017-05-06,160910
2017-05-07,168139
2017-05-08,168139
2017-05-09,168139
2017-05-10,171165
2017-05-11,171165
2017-05-12,171165
2017-05-13,172714
2017-05-14,172714
2017-05-15,172714
2017-05-16,172714
2017-05-17,172780
2017-05-18,172780
2017-05-19,172780
2017-05-20,175105
2017-05-21,175105
2017-05-22,175105
2017-05-23,175105
2017-05-24,172140
2017-05-25,172140
2017-05-26,172140
2017-05-27,171074
2017-05-28,171074
2017-05-29,171074
2017-05-30,176650
2017-05-31,176650
2017-06-01,184473
2017-06-02,184473
2017-06-03,184473
2017-06-04,192646
2017-06-05,192646
2017-06-06,201760
2017-06-07,201760
2017-06-08,201760
2017-06-09,211653
2017-06-10,211653
2017-06-11,220336
2017-06-12,220336
2017-06-13,220336
2017-06-14,221391
2017-06-15,221391
2017-06-16,221391
2017-06-17,221651
2017-06-18,221651
2017-06-19,221651
2017-06-20,216875
2017-06-21,216875
2017-06-22,216875
2017-06-23,218091
2017-06-24,218091
2017-06-25,218091
2017-06-26,213516
2017-06-27,213516
2017-06-28,213516
2017-06-29,208510
2017-06-30,208510
2017-07-01,208510
2017-07-02,208510
2017-07-03,203456
2017-07-04,203456
2017-07-05,203456
2017-07-06,206804
2017-07-07,206804
2017-07-08,206804
2017-07-09,209644
2017-07-13,213732
2017-07-14,213732
2017-07-15,213732
2017-07-16,215838
2017-07-17,215838
2017-07-18,215838
2017-07-19,217066
2017-07-20,217066
2017-07-21,217066
2017-07-22,218474
2017-07-23,218474
2017-07-24,218474
2017-07-25,220030
2017-07-26,220030
2017-07-27,220030
2017-07-28,219189
2017-07-29,219189
2017-07-30,219189
2017-07-31,221242
2017-08-01,221242
2017-08-02,221242
2017-08-03,223118
2017-08-04,223118
2017-08-05,223118
2017-08-06,224515
2017-08-07,224515
2017-08-08,224515
2017-08-09,220027
2017-08-10,220027
2017-08-11,220027
2017-08-12,218757
2017-08-13,218757
2017-08-14,218757
2017-08-15,221639
2017-08-16,221639
2017-08-17,221639
2017-08-18,222080
2017-08-19,222080
2017-08-20,222080
2017-08-21,220129
2017-08-22,220129
2017-08-23,220129
2017-08-24,222043
2017-08-25,222043
2017-08-26,222043
2017-08-27,224354
2017-08-28,224354
2017-08-29,224354
2017-08-30,224354
2017-08-31,225434
2017-09-01,225434
2017-09-02,225434
2017-09-03,229815
2017-09-04,229815
2017-09-05,229815
2017-09-06,227645
2017-09-07,227645
2017-09-08,227645
2017-09-09,225630
2017-09-10,225630
2017-09-11,225630
2017-09-12,228090
2017-09-13,228090
2017-09-14,228090
2017-09-15,231010
2017-09-16,231010
2017-09-17,231010
2017-09-18,232504
2017-09-19,232504
2017-09-20,232504
2017-09-22,232063
2017-09-23,232063
2017-09-24,232063
2017-09-25,231369
2017-09-26,231369
2017-09-27,231369
2017-09-28,231369
2017-09-29,231319
2017-09-30,231319
2017-10-01,231319
2017-10-02,231632
2017-10-03,231632
2017-10-04,231632
2017-10-05,231632
2017-10-06,232147
2017-10-07,232147
2017-10-08,232147
2017-10-09,232028
2017-10-10,232028
2017-10-11,232028
2017-10-12,230763
2017-10-13,230763
2017-10-14,230763
2017-10-15,229110
2017-10-16,229110
2017-10-17,229110
2017-10-18,227297
2017-10-19,227297
2017-10-20,227297
2017-10-21,227297
2017-10-22,224513
2017-10-23,224513
2017-10-24,224513
2017-10-25,226121
2017-10-26,226121
2017-10-27,226121
2017-10-28,235552
2017-10-29,235552
2017-10-30,244336
2017-10-31,244336
2017-11-01,244336
2017-11-02,250995
2017-11-03,250995
2017-11-04,250995
2017-11-05,256641
2017-11-06,256641
2017-11-07,256641
2017-11-08,256641
2017-11-09,263901
2017-11-10,263901
2017-11-11,263901
2017-11-12,256685
2017-11-13,256685
2017-11-14,256685
2017-11-15,256685
2017-11-16,247685
2017-11-17,247685
2017-11-18,247685
2017-11-19,243886
2017-11-20,243886
2017-11-21,243886
2017-11-22,236266
2017-11-23,236266
2017-11-24,236266
2017-11-25,230682
2017-11-26,230682
2017-11-27,230682
2017-11-28,230682
2017-11-29,230913
2017-11-30,230913
2017-12-01,230913
2017-12-02,230913
2017-12-03,228137
2017-12-04,228137
2017-12-05,228137
2017-12-06,228137
2017-12-07,224664
2017-12-08,224664
2017-12-09,224664
2017-12-10,224664
2017-12-11,219275
2017-12-12,219275
2017-12-13,219275
2017-12-14,219275
2017-12-15,216349
2017-12-16,216349
2017-12-17,216349
2017-12-18,213616
2017-12-19,213616
2017-12-20,213616
2017-12-21,210725
2017-12-22,210725
2017-12-23,210725
2017-12-24,209840
2017-12-25,209840
2017-12-26,209840
2017-12-27,214995
2017-12-28,214995
2017-12-29,214995
2017-12-30,225293
2017-12-31,225293
2018-01-01,234624
2018-01-02,234624
2018-01-03,243315
2018-01-04,243315
2018-01-05,250961
2018-01-06,250961
2018-01-07,257532
2018-01-08,257532
2018-01-09,257532
2018-01-10,264941
2018-01-11,264941
2018-01-12,264941
2018-01-13,265474
2018-01-14,265474
2018-01-15,265474
2018-01-16,262975
2018-01-17,262975
2018-01-18,262975
2018-01-19,265452
2018-01-20,265452
2018-01-21,265452
2018-01-22,257293
2018-01-23,257293
2018-01-24,256887
2018-01-25,256887
2018-01-26,255476
2018-01-27,255476
2018-01-28,255614
2018-01-29,255614
2018-01-30,258380
2018-01-31,258380
2018-02-01,259114
2018-02-02,259114
2018-02-03,257370
2018-02-04,257370
2018-02-05,258079
2018-02-06,258079
2018-02-07,259553
2018-02-08,259553
2018-02-09,261429
2018-02-10,261429
2018-02-11,269455
2018-02-12,269455
2018-02-13,277952
2018-02-14,277952
2018-02-15,282335
2018-02-16,282335
2018-02-17,286161
2018-02-18,286161
2018-02-19,286719
2018-02-20,286719
2018-02-21,281145
2018-02-22,281145
2018-02-23,282519
2018-02-24,282519
2018-02-25,281852
2018-02-26,281852
2018-02-27,273607
2018-02-28,273607
2018-03-01,266206
2018-03-02,260785
2018-03-03,260785
2018-03-04,257404
2018-03-05,257277
2018-03-06,257277
2018-03-07,252902
2018-03-08,252902
2018-03-09,251127
2018-03-10,251127
2018-03-11,247271
2018-03-12,247271
2018-03-13,246489
2018-03-14,246489
2018-03-15,247801
2018-03-16,247801
2018-03-17,254130
2018-03-18,254130
2018-03-19,252696
2018-03-20,252696
2018-03-21,247899
2018-03-22,247899
2018-03-23,244075
2018-03-24,244075
2018-03-25,242640
2018-03-26,242640
2018-03-27,243423
2018-03-28,243423
2018-03-29,250654
2018-03-30,250654
2018-03-31,250818
2018-04-01,250818
2018-04-02,252145
2018-04-03,252145
2018-04-04,257158
2018-04-05,257158
2018-04-06,256450
2018-04-07,256450
2018-04-08,258359
2018-04-09,258359
2018-04-10,266272
2018-04-11,266272
2018-04-12,275049
2018-04-13,275049
2018-04-14,275049
2018-04-15,283037
2018-04-16,283037
2018-04-17,285174
2018-04-18,285174
2018-04-19,287823
2018-04-20,287823
2018-04-21,296174
2018-04-22,296174
2018-04-23,299351
2018-04-24,299351
2018-04-25,308235
2018-04-26,308235
2018-04-27,318342
2018-04-28,318342
2018-04-29,331469
2018-04-30,331469
2018-05-01,340336
2018-05-02,340336
2018-05-03,342118
2018-05-04,342118
2018-05-05,336637
2018-05-06,336637
2018-05-07,334175
2018-05-08,334175
2018-05-09,331127
2018-05-10,331127
2018-05-11,326426
2018-05-12,326426
2018-05-13,334325
2018-05-14,334325
2018-05-15,338040
2018-05-16,338040
2018-05-17,344044
2018-05-18,346852
2018-05-19,346852
2018-05-20,344375
2018-05-21,344375
2018-05-22,340429
2018-05-23,337976
2018-05-24,337976
2018-05-25,338309
2018-05-26,342528
2018-05-27,342528
2018-05-28,346943
2018-05-29,346943
2018-05-30,340661
2018-05-31,340661
2018-06-01,335044
2018-06-02,332569
2018-06-03,332569
2018-06-04,333614
2018-06-05,333614
2018-06-06,341063
2018-06-07,341063
2018-06-08,335799
2018-06-09,335799
2018-06-10,331333
2018-06-11,331333
2018-06-12,327634
2018-06-13,326218
2018-06-14,326218
2018-06-15,322678
2018-06-16,322678
2018-06-17,320352
2018-06-18,320352
2018-06-19,317284
2018-06-20,317284
2018-06-21,312726
2018-06-22,312726
2018-06-23,313735
2018-06-24,313735
2018-06-25,316826
2018-06-26,316826
2018-06-27,323447
2018-06-28,323447
2018-06-29,320573
2018-06-30,320573
2018-07-01,322047
2018-07-02,322047
2018-07-03,323143
2018-07-04,323143
2018-07-05,317007
2018-07-06,314221
2018-07-07,314221
2018-07-08,314220
2018-07-09,314220
2018-07-10,312446
2018-07-11,312704
2018-07-12,312704
2018-07-13,312393
2018-07-14,316048
2018-07-15,316048
2018-07-16,322741
2018-07-17,328980
2018-07-18,328980
2018-07-19,336081
2018-07-20,336081
2018-07-21,342566
2018-07-22,352775
2018-07-23,347949
2018-07-24,347949
2018-07-25,349966
2018-07-26,357409
2018-07-27,369944
2018-07-28,369944
2018-07-29,374951
2018-07-30,374951
2018-07-31,382576
2018-08-01,382576
2018-08-02,384345
2018-08-03,384345
2018-08-04,394816
2018-08-05,409080
2018-08-06,409080
2018-08-07,423827
2018-08-08,423087
2018-08-09,423087
2018-08-10,418619
2018-08-11,418619
2018-08-12,414468
2018-08-14,412578
2018-08-16,405945
2018-08-17,405948
2018-08-18,405948
2018-08-19,404011
2018-08-20,397813
2018-08-21,397813
2018-08-22,390562
2018-08-23,390562
2018-08-24,386700
2018-08-25,379675
2018-08-26,379675
2018-08-27,364874
2018-08-28,370619
2018-08-29,370619
2018-08-30,365877
2018-08-31,369235
2018-09-01,373412
2018-09-02,373412
2018-09-03,374662
2018-09-04,380806
2018-09-05,380806
2018-09-06,381775
2018-09-07,391184
2018-09-08,390260
2018-09-09,390260
2018-09-10,386436
2018-09-11,386436
2018-09-12,379652
2018-09-13,379652
2018-09-14,374956
2018-09-15,367843
2018-09-16,367843
2018-09-17,367593
2018-09-18,362958
2018-09-19,362958
2018-09-20,362998
2018-09-21,362998
2018-09-22,355850
2018-09-23,355850
2018-09-24,351501
2018-09-25,351501
2018-09-26,358855
2018-09-27,358855
2018-09-28,366048
2018-09-29,366048
2018-09-30,360257
2018-10-01,366668
2018-10-02,366668
2018-10-03,368255
2018-10-04,368255
2018-10-05,374041
2018-10-06,379275
2018-10-07,379275
2018-10-08,376546
2018-10-09,366920
2018-10-10,367670
2018-10-11,367670
2018-10-12,367215
2018-10-13,375915
2018-10-14,375915
2018-10-15,369706
2018-10-16,369706
2018-10-17,376836
2018-10-18,376836
2018-10-19,380360
2018-10-20,380360
2018-10-21,381624
2018-10-22,386596
2018-10-23,386596
2018-10-24,384942
2018-10-25,384942
2018-10-26,381861
2018-10-27,381861
2018-10-28,375751
2018-10-29,375751
2018-10-30,374957
2018-10-31,370770
2018-11-01,374375
2018-11-03,372188
2018-11-04,367599
2018-11-05,372552
2018-11-06,372121
2018-11-07,372121
2018-11-08,368418
2018-11-09,368418
2018-11-10,375769
2018-11-11,387132
2018-11-12,395687
2018-11-13,399601
2018-11-14,399601
2018-11-15,398385
2018-11-16,397030
2018-11-17,395349
2018-11-18,398239
2018-11-19,406921
2018-11-20,416623
2018-11-21,416623
2018-11-22,426782
2018-11-23,437862
2018-11-24,447610
2018-11-25,437290
2018-11-26,432999
2018-11-27,448537
2018-11-28,454477
2018-11-29,458409
2018-12-01,490227
2018-12-02,506919
2018-12-03,506919
2018-12-04,519043
2018-12-05,520035
2018-12-07,511081
2018-12-09,513301
2018-12-10,508580
2018-12-11,501755
2018-12-12,495996
2018-12-13,500114
2018-12-14,504348
2018-12-15,513526
2018-12-16,519880
2018-12-17,519880
2018-12-18,517607
2018-12-19,511610
2018-12-20,513411
2018-12-21,514485
2018-12-22,524634
2018-12-23,521961
2018-12-24,524038
2018-12-25,539659
2018-12-26,550947
2018-12-27,567224
2018-12-28,586560
2018-12-29,606478
2018-12-30,623855
2018-12-31,620483
2019-01-01,618150
2019-01-02,615799
2019-01-03,623010
2019-01-04,625733
2019-01-05,620383
2019-01-06,607961
2019-01-08,598503
2019-01-10,582560
2019-01-11,592396
2019-01-12,613471
2019-01-13,642359
2019-01-14,673348
2019-01-15,703050
2019-01-16,732754
2019-01-17,761206
2019-01-18,775357
2019-01-19,767747
2019-01-20,759683
2019-01-21,746953
2019-01-22,738992
2019-01-23,731886
2019-01-24,732645
2019-01-25,730336
2019-01-26,755243
2019-01-27,755468
2019-01-28,761240
2019-01-29,752759
2019-01-30,747194
2019-01-31,747194
2019-02-01,762807
2019-02-02,768330
2019-02-03,767471
2019-02-04,767471
2019-02-05,780944
2019-02-06,780944
2019-02-07,769393
2019-02-08,775749
2019-02-09,764570
2019-02-10,765765
2019-02-11,752781
2019-02-12,744440
2019-02-13,737832
2019-02-14,737832
2019-02-15,727111
2019-02-16,708067
2019-02-17,694745
2019-02-18,681355
2019-02-19,664171
2019-02-20,647978
2019-02-21,621765
2019-02-22,609479
2019-02-23,606067
2019-02-24,608705
2019-02-25,595179
2019-02-26,589507
2019-02-27,591543
2019-02-28,598934
2019-03-01,593113
2019-03-02,590643
2019-03-03,605988
2019-03-04,603069
2019-03-05,606109
2019-03-06,611722
2019-03-07,627764
2019-03-08,627764
2019-03-09,644095
2019-03-10,651436
2019-03-11,666788
2019-03-12,676711
2019-03-13,676711
2019-03-14,666614
2019-03-15,666614
2019-03-16,652152
2019-03-17,646685
