date_obj,Shorts%20(blue) price
2019-01-03,1745
2019-01-04,1745
2019-01-05,1772
2019-01-06,1772
2019-01-08,1722
2019-01-10,1686
2019-01-11,1686
2019-01-12,1686
2019-01-13,1601
2019-01-14,1601
2019-01-15,1601
2019-01-16,1520
2019-01-17,1520
2019-01-18,1448
2019-01-19,1448
2019-01-20,1389
2019-01-21,1389
2019-01-22,1351
2019-01-23,1351
2019-01-24,1351
2019-01-25,1350
2019-01-26,1350
2019-01-27,1350
2019-01-28,1395
2019-01-29,1395
2019-01-30,1456
2019-01-31,1456
2019-02-01,1456
2019-02-02,1458
2019-02-03,1458
2019-02-04,1458
2019-02-05,1434
2019-02-06,1434
2019-02-07,1434
2019-02-08,1449
2019-02-09,1449
2019-02-10,1449
2019-02-11,1428
2019-02-12,1428
2019-02-13,1428
2019-02-14,1473
2019-02-15,1473
2019-02-16,1473
2019-02-17,1538
2019-02-18,1538
2019-02-19,1538
2019-02-20,1562
2019-02-21,1562
2019-02-22,1562
2019-02-23,1586
2019-02-24,1586
2019-02-25,1630
2019-02-26,1630
2019-02-27,1630
2019-02-28,1630
2019-03-01,1630
2019-03-02,1618
2019-03-03,1618
2019-03-04,1609
2019-03-05,1609
2019-03-06,1668
2019-03-07,1668
2019-03-08,1668
2019-03-09,1651
2019-03-10,1651
2019-03-11,1570
2019-03-12,1570
2019-03-13,1570
2019-03-14,1492
2019-03-15,1492
2019-03-16,1492
2019-03-17,1451
2019-03-18,1451
2019-03-19,1451
2019-03-20,1432
2019-03-21,1432
2019-03-22,1432
2019-03-23,1392
2019-03-24,1392
2019-03-25,1392
2019-03-26,1392
2019-03-27,1392
2019-03-28,1392
2019-03-29,1415
2019-03-30,1415
2019-03-31,1415
2019-04-01,1426
2019-04-02,1426
2019-04-03,1426
2019-04-04,1362
2019-04-05,1362
2019-04-06,1362
2019-04-07,1362
2019-04-08,1314
2019-04-09,1314
2019-04-10,1314
2019-04-11,1304
2019-04-12,1304
2019-04-13,1353
2019-04-14,1353
2019-04-15,1353
2019-04-16,1417
2019-04-17,1417
2019-04-18,1417
2019-04-19,1464
2019-04-20,1464
2019-04-21,1464
2019-04-22,1507
2019-04-23,1507
2019-04-24,1507
2019-04-25,1568
2019-04-26,1568
2019-04-27,1568
2019-04-28,1594
2019-04-29,1594
2019-04-30,1594
2019-05-01,1653
2019-05-02,1653
2019-05-03,1653
2019-05-04,1603
2019-05-05,1603
2019-05-06,1603
2019-05-07,1559
2019-05-08,1559
2019-05-09,1559
2019-05-10,1521
2019-05-11,1521
2019-05-12,1521
2019-05-13,1463
2019-05-14,1463
2019-05-15,1463
2019-05-16,1407
2019-05-17,1407
2019-05-18,1407
2019-05-19,1419
2019-05-20,1419
2019-05-21,1419
2019-05-22,1430
2019-05-23,1430
2019-05-24,1430
2019-05-25,1394
2019-05-26,1394
2019-05-27,1394
2019-05-28,1366
2019-05-29,1366
2019-05-30,1366
2019-05-31,1303
2019-06-01,1303
2019-06-02,1303
2019-06-03,1250
2019-06-04,1250
2019-06-05,1250
2019-06-06,1192
2019-06-07,1192
2019-06-08,1192
2019-06-09,1132
2019-06-10,1132
2019-06-11,1132
2019-06-12,1121
2019-06-13,1121
2019-06-14,1121
2019-06-15,1128
2019-06-16,1128
2019-06-17,1128
2019-06-18,1137
2019-06-19,1137
2019-06-20,1193
2019-06-21,1193
2019-06-22,1193
2019-06-23,1253
2019-06-24,1253
2019-06-25,1253
2019-06-26,1242
2019-06-27,1242
2019-06-28,1242
2019-06-29,1241
2019-06-30,1241
2019-07-01,1241
2019-07-02,1295
2019-07-03,1295
2019-07-04,1295
2019-07-05,1316
2019-07-06,1316
2019-07-07,1316
2019-07-08,1316
2019-07-09,1316
2019-07-10,1316
2019-07-11,1309
2019-07-12,1309
2019-07-13,1309
2019-07-14,1364
2019-07-15,1364
2019-07-16,1364
2019-07-17,1319
2019-07-18,1319
2019-07-19,1319
2019-07-20,1319
2019-07-21,1384
2019-07-22,1384
2019-07-23,1384
2019-07-24,1384
2019-07-25,1454
2019-07-26,1454
2019-07-27,1454
2019-07-28,1486
2019-07-29,1486
2019-07-30,1486
2019-07-31,1531
2019-08-01,1531
2019-08-02,1531
2019-08-03,1531
2019-08-04,1571
2019-08-05,1571
2019-08-06,1571
2019-08-07,1595
2019-08-08,1595
2019-08-09,1595
2019-08-10,1595
2019-08-11,1603
2019-08-12,1603
2019-08-13,1603
2019-08-14,1523
2019-08-15,1523
2019-08-16,1526
2019-08-17,1526
2019-08-18,1526
2019-08-19,1526
2019-08-20,1556
2019-08-21,1556
2019-08-22,1556
2019-08-23,1583
2019-08-24,1583
2019-08-24,1583
2019-08-25,1583
2019-08-25,1583
2019-08-26,1603
2019-08-26,1603
2019-08-27,1603
2019-08-27,1603
2019-08-28,1603
2019-08-29,1603
2019-08-30,1651
2019-08-31,1651
2019-09-01,1651
2019-09-02,1651
2019-09-03,1697
2019-09-04,1697
2019-09-05,1697
2019-09-06,1697
2019-09-07,1709
2019-09-08,1709
2019-09-09,1709
2019-09-10,1709
2019-09-11,1623
2019-09-12,1623
2019-09-13,1623
2019-09-14,1610
2019-09-15,1610
2019-09-16,1610
2019-09-17,1556
2019-09-18,1556
2019-09-19,1556
2019-09-20,1556
2019-09-21,1506
2019-09-22,1506
2019-09-23,1506
2019-09-24,1506
2019-09-25,1568
2019-09-26,1568
2019-09-27,1568
2019-09-28,1568
2019-09-29,1569
2019-09-30,1569
2019-10-01,1569
2019-10-02,1569
2019-10-03,1532
2019-10-04,1532
2019-10-05,1532
2019-10-06,1608
2019-10-07,1608
2019-10-08,1608
2019-10-09,1608
2019-10-10,1689
2019-10-11,1689
2019-10-12,1689
2019-10-13,1727
2019-10-14,1727
2019-10-15,1727
2019-10-16,1788
2019-10-17,1788
2019-10-18,1788
2019-10-19,1788
2019-10-20,1808
2019-10-21,1808
2019-10-22,1808
2019-10-23,1808
2019-10-24,1803
2019-10-25,1803
2019-10-26,1803
2019-10-27,1803
2019-10-28,1813
2019-10-29,1813
2019-10-30,1813
2019-10-31,1813
2019-11-01,1859
2019-11-02,1859
2019-11-03,1859
2019-11-04,1856
2019-11-05,1856
2019-11-06,1856
2019-11-07,1856
2019-11-08,1896
2019-11-09,1896
2019-11-10,1896
2019-11-11,1861
2019-11-12,1861
2019-11-13,1861
2019-11-14,1861
2019-11-15,1841
2019-11-16,1841
2019-11-17,1841
2019-11-18,1841
2019-11-19,1903
2019-11-20,1903
2019-11-21,1903
2019-11-22,1903
2019-11-23,1981
2019-11-24,1981
2019-11-25,1981
2019-11-26,1977
2019-11-27,1977
2019-11-28,1977
2019-11-29,1977
2019-11-30,2019
2019-12-01,2019
2019-12-02,2019
2019-12-03,2056
2019-12-04,2056
2019-12-05,2056
2019-12-06,2056
2019-12-07,2065
2019-12-08,2065
2019-12-09,2065
2019-12-10,2065
2019-12-11,2108
2019-12-12,2108
2019-12-13,2108
2019-12-14,2108
2019-12-15,2113
2019-12-16,2113
2019-12-17,2113
2019-12-18,2113
2019-12-19,2131
2019-12-20,2131
2019-12-21,2131
2019-12-22,2077
2019-12-23,2077
2019-12-24,2077
2019-12-25,2077
2019-12-26,2102
2019-12-27,2102
2019-12-28,2102
2019-12-29,2040
2019-12-30,2040
2019-12-31,2040
2020-01-01,2037
2020-01-02,2037
2020-01-03,2037
2020-01-04,2037
2020-01-05,2023
2020-01-06,2023
2020-01-07,2023
2020-01-08,2000
2020-01-09,2000
2020-01-10,2000
2020-01-11,2042
2020-01-12,2042
2020-01-13,2042
2020-01-14,2042
2020-01-15,1980
2020-01-16,1980
2020-01-17,1980
2020-01-18,1978
2020-01-19,1978
2020-01-20,1978
2020-01-21,2017
2020-01-22,2017
2020-01-23,2017
2020-01-24,1964
2020-01-25,1964
2020-01-26,1964
2020-01-27,1924
2020-01-28,1924
2020-01-29,1924
2020-01-30,1924
2020-01-31,1956
2020-02-01,1956
2020-02-02,1956
2020-02-03,2009
2020-02-04,2009
2020-02-05,2009
2020-02-06,2024
2020-02-07,2024
2020-02-08,2024
2020-02-09,2024
2020-02-10,1948
2020-02-11,1948
2020-02-12,1948
2020-02-13,2020
2020-02-14,2020
2020-02-15,2020
2020-02-16,2118
2020-02-17,2118
2020-02-18,2118
2020-02-19,2222
2020-02-20,2222
2020-02-21,2222
2020-02-22,2128
2020-02-23,2128
2020-02-24,2128
2020-02-25,2021
2020-02-26,2021
2020-02-27,1940
2020-02-28,1940
2020-02-29,1940
2020-03-01,1871
2020-03-02,1871
2020-03-03,1871
2020-03-04,1871
2020-03-05,1809
2020-03-06,1809
2020-03-07,1809
2020-03-08,1792
2020-03-09,1792
2020-03-10,1792
2020-03-11,1831
2020-03-12,1831
2020-03-13,1831
2020-03-14,1879
2020-03-15,1879
2020-03-16,1879
2020-03-17,1852
2020-03-18,1852
2020-03-19,1852
2020-03-20,1828
2020-03-21,1828
2020-03-22,1828
2020-03-23,1820
2020-03-24,1820
2020-03-25,1820
2020-03-26,1766
2020-03-27,1766
2020-03-28,1766
2020-03-29,1740
2020-03-30,1740
2020-03-31,1810
2020-04-01,1810
2020-04-02,1881
2020-04-03,1881
2020-04-04,1881
2020-04-05,1888
2020-04-06,1888
2020-04-07,1935
2020-04-08,1935
2020-04-09,1994
2020-04-10,1994
2020-04-11,2023
2020-04-12,2023
2020-04-13,2060
2020-04-14,2060
2020-04-15,2138
2020-04-16,2138
2020-04-17,2138
2020-04-18,2057
2020-04-19,2057
2020-04-20,1975
2020-04-21,1975
2020-04-22,1876
2020-04-23,1876
2020-04-24,1783
2020-04-25,1783
2020-04-26,1695
2020-04-27,1695
2020-04-28,1610
2020-04-29,1610
2020-04-30,1536
2020-05-01,1536
2020-05-02,1536
2020-05-03,1459
2020-05-04,1459
2020-05-05,1393
2020-05-06,1393
2020-05-07,1323
2020-05-08,1323
2020-05-09,1263
2020-05-10,1263
2020-05-11,1201
2020-05-12,1201
2020-05-13,1140
