date_obj,Oil%20lantern price
2016-02-17,1479
2016-02-18,1479
2016-02-19,1469
2016-02-20,1469
2016-02-21,1501
2016-02-22,1501
2016-02-23,1501
2016-02-24,1501
2016-02-25,1443
2016-02-26,1443
2016-02-27,1443
2016-02-28,1370
2016-02-29,1370
2016-03-01,1370
2016-03-02,1301
2016-03-03,1301
2016-03-04,1301
2016-03-05,1235
2016-03-06,1235
2016-03-07,1235
2016-03-08,1231
2016-03-09,1231
2016-03-10,1231
2016-03-11,1207
2016-03-12,1207
2016-03-13,1207
2016-03-14,1233
2016-03-15,1233
2016-03-16,1233
2016-03-17,1283
2016-03-18,1283
2016-03-19,1283
2016-03-20,1313
2016-03-21,1313
2016-03-22,1313
2016-03-23,1356
2016-03-24,1356
2016-03-25,1356
2016-03-26,1399
2016-03-27,1399
2016-03-28,1462
2016-03-29,1462
2016-03-30,1462
2016-03-31,1478
2016-04-01,1478
2016-04-02,1478
2016-04-03,1510
2016-04-04,1510
2016-04-05,1510
2016-04-06,1495
2016-04-07,1495
2016-04-08,1495
2016-04-09,1489
2016-04-10,1489
2016-04-11,1489
2016-04-12,1533
2016-04-13,1533
2016-04-14,1533
2016-04-15,1524
2016-04-16,1524
2016-04-17,1524
2016-04-18,1508
2016-04-19,1508
2016-04-20,1508
2016-04-21,1433
2016-04-22,1433
2016-04-23,1433
2016-04-24,1402
2016-04-25,1402
2016-04-26,1402
2016-04-27,1391
2016-04-28,1391
2016-04-29,1391
2016-04-30,1408
2016-05-01,1408
2016-05-02,1408
2016-05-03,1419
2016-05-04,1419
2016-05-05,1419
2016-05-06,1457
2016-05-07,1457
2016-05-08,1457
2016-05-09,1463
2016-05-10,1463
2016-05-11,1463
2016-05-12,1481
2016-05-13,1481
2016-05-14,1513
2016-05-15,1513
2016-05-16,1538
2016-05-17,1538
2016-05-18,1568
2016-05-19,1568
2016-05-22,1627
2016-05-23,1649
2016-05-24,1649
2016-05-25,1649
2016-05-26,1679
2016-05-27,1679
2016-05-28,1679
2016-05-29,1720
2016-05-30,1720
2016-05-31,1720
2016-06-01,1730
2016-06-02,1730
2016-06-03,1730
2016-06-04,1801
2016-06-05,1801
2016-06-06,1830
2016-06-07,1830
2016-06-08,1830
2016-06-09,1804
2016-06-10,1804
2016-06-11,1713
2016-06-12,1713
2016-06-13,1713
2016-06-14,1627
2016-06-15,1627
2016-06-16,1627
2016-06-17,1575
2016-06-18,1575
2016-06-19,1575
2016-06-20,1504
2016-06-21,1504
2016-06-22,1428
2016-06-23,1428
2016-06-24,1428
2016-06-25,1364
2016-06-26,1364
2016-06-27,1364
2016-06-28,1389
2016-06-29,1389
2016-06-30,1419
2016-07-01,1419
2016-07-02,1356
2016-07-03,1356
2016-07-04,1368
2016-07-05,1368
2016-07-06,1368
2016-07-07,1420
2016-07-08,1420
2016-07-09,1463
2016-07-10,1463
2016-07-11,1511
2016-07-12,1511
2016-07-13,1511
2016-07-14,1573
2016-07-15,1573
2016-07-16,1573
2016-07-17,1603
2016-07-18,1603
2016-07-23,1673
2016-07-24,1673
2016-07-25,1673
2016-07-26,1751
2016-07-27,1751
2016-07-28,1751
2016-07-29,1827
2016-07-30,1827
2016-07-31,1827
2016-08-01,1827
2016-08-02,1867
2016-08-03,1867
2016-08-04,1867
2016-08-05,1867
2016-08-06,1780
2016-08-07,1780
2016-08-08,1780
2016-08-09,1694
2016-08-10,1694
2016-08-11,1694
2016-08-12,1694
2016-08-13,1609
2016-08-14,1609
2016-08-15,1609
2016-08-16,1528
2016-08-17,1528
2016-08-18,1528
2016-08-19,1528
2016-08-20,1451
2016-08-21,1451
2016-08-22,1451
2016-08-23,1379
2016-08-24,1379
2016-08-25,1379
2016-08-26,1379
2016-08-28,1310
2016-08-31,1290
2016-09-01,1290
2016-09-02,1290
2016-09-03,1290
2016-09-04,1258
2016-09-05,1258
2016-09-06,1258
2016-09-07,1258
2016-09-08,1231
2016-09-09,1231
2016-09-10,1231
2016-09-11,1240
2016-09-12,1240
2016-09-13,1240
2016-09-14,1240
2016-09-15,1214
2016-09-16,1214
2016-09-17,1214
2016-09-18,1214
2016-09-19,1242
2016-09-20,1242
2016-09-21,1242
2016-09-22,1242
2016-09-23,1260
2016-09-24,1260
2016-09-25,1260
2016-09-26,1260
2016-09-27,1263
2016-09-28,1263
2016-09-29,1263
2016-09-30,1263
2016-10-01,1276
2016-10-02,1276
2016-10-03,1276
2016-10-04,1276
2016-10-05,1218
2016-10-06,1218
2016-10-07,1218
2016-10-08,1233
2016-10-09,1233
2016-10-10,1233
2016-10-11,1278
2016-10-12,1278
2016-10-13,1278
2016-10-14,1278
2016-10-15,1314
2016-10-16,1314
2016-10-17,1314
2016-10-18,1358
2016-10-19,1358
2016-10-20,1358
2016-10-21,1380
2016-10-22,1380
2016-10-23,1380
2016-10-24,1311
2016-10-25,1311
2016-10-26,1311
2016-10-27,1311
2016-10-28,1245
2016-10-29,1245
2016-10-30,1245
2016-10-31,1192
2016-11-01,1192
2016-11-02,1192
2016-11-03,1192
2016-11-04,1186
2016-11-05,1186
2016-11-06,1186
2016-11-07,1186
2016-11-08,1171
2016-11-09,1171
2016-11-10,1171
2016-11-11,1171
2016-11-12,1172
2016-11-13,1172
2016-11-14,1172
2016-12-07,1303
2016-12-08,1294
2016-12-09,1294
2016-12-10,1294
2016-12-11,1230
2016-12-12,1230
2016-12-13,1230
2016-12-14,1168
2016-12-15,1168
2016-12-16,1168
2016-12-17,1124
2016-12-18,1124
2016-12-19,1124
2016-12-20,1127
2016-12-21,1127
2016-12-22,1127
2016-12-23,1169
2016-12-24,1169
2016-12-25,1169
2016-12-26,1210
2016-12-27,1210
2016-12-28,1210
2016-12-29,1258
2016-12-30,1258
2016-12-31,1258
2017-01-01,1293
2017-01-03,1327
2017-01-04,1327
2017-01-05,1327
2017-01-06,1360
2017-01-07,1360
2017-01-08,1397
2017-01-09,1397
2017-01-10,1397
2017-01-11,1431
2017-01-12,1431
2017-01-13,1431
2017-01-14,1463
2017-01-15,1463
2017-01-16,1535
2017-01-17,1535
2017-01-18,1535
2017-01-19,1507
2017-01-20,1507
2017-01-21,1507
2017-01-22,1527
2017-01-27,1518
2017-01-28,1558
2017-01-29,1558
2017-01-30,1558
2017-01-31,1533
2017-02-01,1533
2017-02-02,1533
2017-02-03,1462
2017-02-04,1462
2017-02-05,1388
2017-02-06,1388
2017-02-07,1388
2017-02-08,1318
2017-02-09,1318
2017-02-10,1318
2017-02-11,1253
2017-02-12,1253
2017-02-13,1253
2017-02-14,1190
2017-02-15,1190
2017-02-16,1190
2017-02-18,1131
2017-02-19,1104
2017-02-20,1104
2017-02-21,1104
2017-02-22,1104
2017-02-23,1080
2017-02-24,1080
2017-02-25,1080
2017-02-26,1066
2017-02-27,1066
2017-02-28,1066
2017-03-01,1107
2017-03-02,1107
2017-03-03,1107
2017-03-04,1129
2017-03-05,1129
2017-03-06,1142
2017-03-07,1142
2017-03-08,1142
2017-03-09,1171
2017-03-10,1171
2017-03-11,1142
2017-03-12,1142
2017-03-13,1142
2017-03-14,1114
2017-03-15,1114
2017-03-16,1114
2017-03-17,1106
2017-03-18,1106
2017-03-19,1106
2017-03-20,1063
2017-03-21,1063
2017-03-22,1063
2017-03-23,1035
2017-03-24,1035
2017-03-25,1035
2017-03-26,1020
2017-03-27,1020
2017-03-28,1020
2017-03-29,995
2017-03-30,995
2017-03-31,995
2017-04-01,986
2017-04-02,986
2017-04-03,986
2017-04-04,960
2017-04-12,954
2017-04-13,954
2017-04-14,954
2017-04-15,992
2017-04-16,992
2017-04-17,1015
2017-04-18,1015
2017-04-19,1015
2017-04-20,1033
2017-04-21,1033
2017-04-22,1033
2017-04-23,1049
2017-04-24,1049
2017-04-25,1067
2017-04-26,1067
2017-04-27,1067
2017-04-28,1083
2017-04-29,1083
2017-04-30,1076
2017-05-01,1076
2017-05-02,1076
2017-05-03,1067
2017-05-04,1067
2017-05-05,1067
2017-05-06,1050
2017-05-07,1050
2017-05-08,1050
2017-05-09,1072
2017-05-10,1072
2017-05-11,1072
2017-05-12,1063
2017-05-13,1063
2017-05-14,1063
2017-05-15,1075
2017-05-16,1075
2017-05-17,1075
2017-05-18,1038
2017-05-19,1038
2017-05-20,1038
2017-05-21,1038
2017-05-22,987
2017-05-23,987
2017-05-24,987
2017-05-25,964
2017-05-26,964
2017-05-27,964
2017-05-28,954
2017-05-29,954
2017-05-30,954
2017-05-31,933
2017-06-01,933
2017-06-02,933
2017-06-03,886
2017-06-06,874
2017-06-07,874
2017-06-08,874
2017-06-09,849
2017-06-10,849
2017-06-11,844
2017-06-12,844
2017-06-13,844
2017-06-14,844
2017-06-15,844
2017-06-16,844
2017-06-17,844
2017-06-18,839
2017-06-19,839
2017-06-20,839
2017-06-21,836
2017-06-22,836
2017-06-23,836
2017-06-24,836
2017-06-25,829
2017-06-26,829
2017-06-27,829
2017-06-28,829
2017-06-29,829
2017-06-30,829
2017-07-01,833
2017-07-02,833
2017-07-03,833
2017-07-04,843
2017-07-05,843
2017-07-06,843
2017-07-07,843
2017-07-08,849
2017-07-13,870
2017-07-14,877
2017-07-15,877
2017-07-16,877
2017-07-17,869
2017-07-18,869
2017-07-19,869
2017-07-20,863
2017-07-21,863
2017-07-22,863
2017-07-23,887
2017-07-24,887
2017-07-25,887
2017-07-26,906
2017-07-27,906
2017-07-28,906
2017-07-29,913
2017-07-30,913
2017-07-31,913
2017-08-01,926
2017-08-02,926
2017-08-03,926
2017-08-04,930
2017-08-05,930
2017-08-06,895
2017-08-09,883
2017-08-10,883
2017-08-11,883
2017-08-12,872
2017-08-13,872
2017-08-14,872
2017-08-15,840
2017-08-17,840
2017-08-18,817
2017-08-19,817
2017-08-20,817
2017-08-21,776
2017-08-22,776
2017-08-23,776
2017-08-24,737
2017-08-25,737
2017-08-26,737
2017-08-27,750
2017-08-28,750
2017-08-29,750
2017-08-30,773
2017-08-31,773
2017-09-01,773
2017-09-02,792
2017-09-03,792
2017-09-04,792
2017-09-05,821
2017-09-06,821
2017-09-07,821
2017-09-08,837
2017-09-09,837
2017-09-10,862
2017-09-11,862
2017-09-12,862
2017-09-13,900
2017-09-14,900
2017-09-15,900
2017-09-16,917
2017-09-17,917
2017-09-19,904
2017-09-20,904
2017-09-21,904
2017-09-22,919
2017-09-23,919
2017-09-24,919
2017-09-25,892
2017-09-26,892
2017-09-27,892
2017-09-28,877
2017-09-29,877
2017-09-30,877
2017-10-01,901
2017-10-02,901
2017-10-03,901
2017-10-04,901
2017-10-05,915
2017-10-06,915
2017-10-07,915
2017-10-08,925
2017-10-09,925
2017-10-10,925
2017-10-11,925
2017-10-12,923
2017-10-13,923
2017-10-14,923
2017-10-15,923
2017-10-16,911
2017-10-17,911
2017-10-18,911
2017-10-19,911
2017-10-20,869
2017-10-21,869
2017-10-22,869
2017-10-23,867
2017-10-24,867
2017-10-25,867
2017-10-26,867
2017-10-27,867
2017-10-28,867
2017-10-29,867
2017-10-30,899
2017-10-31,899
2017-11-01,899
2017-11-02,899
2017-11-03,925
2017-11-04,925
2017-11-05,925
2017-11-06,954
2017-11-07,954
2017-11-08,954
2017-11-09,954
2017-11-10,934
2017-11-11,934
2017-11-12,934
2017-11-13,929
2017-11-14,929
2017-11-15,929
2017-11-16,929
2017-11-17,908
2017-11-18,908
2017-11-19,908
2017-11-20,866
2017-11-21,866
2017-11-22,866
2017-11-23,843
2017-11-24,843
2017-11-25,843
2017-11-26,879
2017-11-27,879
2017-11-28,879
2017-11-29,879
2017-11-30,871
2017-12-01,871
2017-12-02,871
2017-12-03,828
2017-12-04,828
2017-12-05,828
2017-12-06,828
2017-12-07,810
2017-12-08,810
2017-12-09,810
2017-12-10,770
2017-12-11,770
2017-12-12,770
2017-12-14,732
2017-12-15,732
2017-12-16,695
2017-12-17,695
2017-12-18,695
2017-12-19,660
2017-12-20,660
2017-12-21,660
2017-12-22,627
2017-12-23,627
2017-12-24,627
2017-12-25,597
2017-12-26,597
2017-12-27,597
2017-12-28,617
2017-12-29,617
2017-12-30,641
2017-12-31,641
2018-01-01,641
2018-01-02,655
2018-01-03,655
2018-01-04,655
2018-01-05,662
2018-01-06,662
2018-01-07,662
2018-01-08,654
2018-01-09,654
2018-01-10,654
2018-01-11,667
2018-01-12,667
2018-01-13,667
2018-01-14,673
2018-01-15,673
2018-01-16,654
2018-01-17,654
2018-01-18,624
2018-01-19,624
2018-01-20,624
2018-01-21,601
2018-01-22,601
2018-01-23,613
2018-01-24,613
2018-01-25,594
2018-01-26,594
2018-01-27,611
2018-01-28,621
2018-01-29,621
2018-01-31,644
2018-02-01,673
2018-02-02,673
2018-02-03,700
2018-02-04,700
2018-02-05,734
2018-02-06,734
2018-02-07,748
2018-02-08,748
2018-02-09,780
2018-02-10,780
2018-02-11,814
2018-02-12,814
2018-02-13,830
2018-02-14,830
2018-02-15,861
2018-02-16,861
2018-02-17,883
2018-02-18,883
2018-02-19,862
2018-02-20,862
2018-02-21,901
2018-02-22,901
2018-02-23,927
2018-02-24,927
2018-02-25,954
2018-02-26,954
2018-02-27,966
2018-03-01,989
2018-03-02,989
2018-03-03,1007
2018-03-04,1007
2018-03-05,1032
2018-03-06,1032
2018-03-07,1052
2018-03-08,1052
2018-03-09,1016
2018-03-10,1016
2018-03-11,1021
2018-03-12,1021
2018-03-13,1073
2018-03-14,1073
2018-03-15,1046
2018-03-16,1046
2018-03-17,1065
2018-03-18,1065
2018-03-19,1103
2018-03-20,1130
2018-03-21,1130
2018-03-23,1133
2018-03-24,1133
2018-03-26,1162
2018-03-27,1111
2018-03-28,1111
2018-03-29,1055
2018-03-30,1055
2018-03-31,1042
2018-04-01,1042
2018-04-02,1019
2018-04-03,1019
2018-04-04,970
2018-04-05,970
2018-04-06,930
2018-04-08,892
2018-04-09,892
2018-04-10,896
2018-04-11,896
2018-04-12,853
2018-04-13,853
2018-04-14,853
2018-04-15,810
2018-04-16,810
2018-04-17,801
2018-04-18,801
2018-04-19,801
2018-04-20,793
2018-04-21,793
2018-04-22,804
2018-04-23,804
2018-04-24,797
2018-04-25,797
2018-04-26,797
2018-04-27,798
2018-04-28,798
2018-04-29,809
2018-04-30,809
2018-05-01,813
2018-05-02,813
2018-05-04,806
2018-05-05,806
2018-05-06,824
2018-05-07,824
2018-05-08,815
2018-05-09,815
2018-05-10,842
2018-05-11,842
2018-05-12,834
2018-05-13,834
2018-05-14,856
2018-05-15,856
2018-05-16,874
2018-05-17,874
2018-05-18,859
2018-05-19,859
2018-05-20,836
2018-05-21,836
2018-05-22,849
2018-05-23,849
2018-05-24,884
2018-05-25,884
2018-05-26,908
2018-05-27,908
2018-05-28,935
2018-05-29,935
2018-05-30,923
2018-05-31,923
2018-06-01,960
2018-06-02,960
2018-06-03,995
2018-06-04,995
2018-06-05,1007
2018-06-06,1007
2018-06-07,1045
2018-06-08,1045
2018-06-09,1098
2018-06-10,1098
2018-06-11,1147
2018-06-12,1147
2018-06-13,1185
2018-06-14,1185
2018-06-15,1232
2018-06-16,1232
2018-06-17,1293
2018-06-18,1293
2018-06-19,1319
2018-06-20,1319
2018-06-21,1371
2018-06-22,1371
2018-06-23,1391
2018-06-24,1391
2018-06-25,1428
2018-06-26,1428
2018-06-27,1411
2018-06-28,1411
2018-06-29,1425
2018-06-30,1425
2018-07-01,1455
2018-07-02,1455
2018-07-03,1446
2018-07-04,1446
2018-07-05,1450
2018-07-06,1450
2018-07-07,1454
2018-07-08,1454
2018-07-09,1484
2018-07-10,1484
2018-07-11,1504
2018-07-12,1504
2018-07-13,1507
2018-07-14,1522
2018-07-15,1522
2018-07-16,1551
2018-07-17,1526
2018-07-18,1526
2018-07-19,1547
2018-07-20,1547
2018-07-21,1574
2018-07-22,1616
2018-07-23,1666
2018-07-24,1666
2018-07-25,1714
2018-07-26,1714
2018-07-27,1648
2018-07-28,1648
2018-07-29,1660
2018-07-30,1660
2018-07-31,1648
2018-08-01,1648
2018-08-02,1685
2018-08-03,1685
2018-08-04,1731
2018-08-05,1757
2018-08-06,1757
2018-08-07,1790
2018-08-08,1851
2018-08-09,1851
2018-08-10,1860
2018-08-11,1860
2018-08-12,1894
2018-08-14,1838
2018-08-16,1762
2018-08-17,1676
2018-08-18,1676
2018-08-19,1592
2018-08-20,1512
2018-08-21,1512
2018-08-22,1436
2018-08-23,1436
2018-08-24,1364
2018-08-25,1295
2018-08-26,1295
2018-08-27,1230
2018-08-28,1204
2018-08-29,1204
2018-08-30,1197
2018-08-31,1161
2018-09-01,1131
2018-09-02,1131
2018-09-03,1075
2018-09-04,1052
2018-09-05,1042
2018-09-06,1042
2018-09-07,1040
2018-09-08,1050
2018-09-09,1050
2018-09-10,1009
2018-09-11,1009
2018-09-12,1018
2018-09-13,1018
2018-09-14,979
2018-09-15,992
2018-09-16,992
2018-09-17,1011
2018-09-18,967
2018-09-19,967
2018-09-20,931
2018-09-21,931
2018-09-22,947
2018-09-23,947
2018-09-24,975
2018-09-25,975
2018-09-26,997
2018-09-27,997
2018-09-28,991
2018-09-29,991
2018-09-30,985
2018-10-02,992
2018-10-03,1000
2018-10-04,1000
2018-10-05,981
2018-10-06,961
2018-10-07,961
2018-10-08,956
2018-10-09,956
2018-10-10,931
2018-10-11,931
2018-10-12,902
2018-10-13,865
2018-10-14,865
2018-10-15,872
2018-10-16,872
2018-10-17,877
2018-10-18,881
2018-10-19,910
2018-10-20,910
2018-10-21,884
2018-10-22,887
2018-10-23,887
2018-10-24,918
2018-10-25,918
2018-10-26,934
2018-10-27,965
2018-10-28,980
2018-10-29,980
2018-10-30,1014
2018-10-31,1042
2018-11-01,1057
2018-11-03,1074
2018-11-04,1111
2018-11-05,1156
2018-11-06,1207
2018-11-07,1265
2018-11-08,1276
2018-11-09,1253
2018-11-10,1276
2018-11-11,1256
2018-11-12,1233
2018-11-13,1257
2018-11-15,1247
2018-11-16,1208
2018-11-17,1179
2018-11-18,1120
2018-11-19,1155
2018-11-20,1129
2018-11-21,1076
2018-11-22,1042
2018-11-23,1051
2018-11-24,1021
2018-11-25,1017
2018-11-26,1003
2018-11-27,987
2018-11-28,985
2018-11-29,981
2018-12-01,997
2018-12-02,947
2018-12-03,902
2018-12-04,899
2018-12-05,877
2018-12-07,858
2018-12-09,847
2018-12-11,806
2018-12-12,792
2018-12-13,785
2018-12-14,789
2018-12-15,771
2018-12-16,770
2018-12-17,779
2018-12-18,789
2018-12-19,801
2018-12-20,804
2018-12-21,806
2018-12-22,801
2018-12-23,819
2018-12-24,825
2018-12-25,800
2018-12-26,776
2018-12-27,775
2018-12-28,799
2018-12-29,771
2018-12-30,786
2018-12-31,797
2019-01-01,819
2019-01-02,840
2019-01-03,868
2019-01-04,863
2019-01-05,819
2019-01-06,811
2019-01-08,814
2019-01-10,810
2019-01-11,804
2019-01-12,810
2019-01-13,849
2019-01-14,866
2019-01-15,845
2019-01-16,807
2019-01-17,771
2019-01-18,740
2019-01-19,721
2019-01-20,711
2019-01-22,730
2019-01-23,732
2019-01-24,708
2019-01-25,716
2019-01-26,750
2019-01-27,756
2019-01-28,781
2019-01-29,816
2019-01-30,855
2019-01-31,855
2019-02-01,883
2019-02-02,898
2019-02-03,911
2019-02-04,911
2019-02-05,911
2019-02-06,911
2019-02-07,916
2019-02-08,922
2019-02-09,912
2019-02-10,884
2019-02-11,867
2019-02-12,823
2019-02-13,793
2019-02-14,793
2019-02-15,767
2019-02-16,758
2019-02-17,761
2019-02-18,744
2019-02-19,765
2019-02-20,792
2019-02-21,799
2019-02-22,799
2019-02-23,804
2019-02-24,763
2019-02-25,725
2019-02-26,699
2019-02-27,699
2019-02-28,699
2019-03-01,707
2019-03-02,736
2019-03-03,756
2019-03-04,782
2019-03-05,822
2019-03-06,854
2019-03-07,831
2019-03-08,831
2019-03-09,807
2019-03-10,766
2019-03-11,740
2019-03-12,718
2019-03-13,718
2019-03-14,714
2019-03-15,714
2019-03-16,724
2019-03-17,719
2019-03-18,719
2019-03-19,715
2019-03-20,731
2019-03-21,755
2019-03-22,755
2019-03-23,789
2019-03-24,826
2019-03-25,826
2019-03-26,856
2019-03-27,856
2019-03-28,897
2019-03-29,902
2019-03-30,902
2019-03-31,909
2019-04-01,932
2019-04-02,932
2019-04-03,944
2019-04-04,936
2019-04-05,936
2019-04-06,929
2019-04-07,909
2019-04-08,873
2019-04-09,873
2019-04-10,864
2019-04-11,864
2019-04-12,833
2019-04-13,791
2019-04-14,751
2019-04-15,751
2019-04-16,713
2019-04-17,713
2019-04-18,697
2019-04-19,697
2019-04-20,698
2019-04-21,698
2019-04-22,700
2019-04-23,716
2019-04-24,716
2019-04-25,731
2019-04-26,714
2019-04-27,714
2019-04-28,703
2019-04-29,703
2019-04-30,704
2019-05-01,704
2019-05-02,728
2019-05-03,745
2019-05-04,768
2019-05-05,768
2019-05-06,758
2019-05-07,724
2019-05-08,724
2019-05-09,722
2019-05-10,734
2019-05-11,734
2019-05-12,760
2019-05-13,796
2019-05-14,806
2019-05-15,806
2019-05-16,779
2019-05-17,779
2019-05-18,778
2019-05-19,778
2019-05-20,780
2019-05-21,780
2019-05-22,765
2019-05-23,785
2019-05-24,785
2019-05-25,808
2019-05-26,808
2019-05-27,827
2019-05-28,827
2019-05-29,825
2019-05-30,825
