date_obj,Stripy%20pirate%20shirt%20(red) price
2015-12-01,10083
2015-12-02,10083
2015-12-03,10083
2015-12-04,10083
2015-12-05,10083
2015-12-06,10083
2015-12-07,10083
2015-12-08,10083
2015-12-09,10083
2015-12-10,9648
2015-12-11,9648
2015-12-12,9648
2015-12-13,9648
2015-12-14,9648
2015-12-15,9648
2015-12-16,9648
2015-12-17,9648
2015-12-18,9648
2015-12-19,9217
2015-12-20,9217
2015-12-21,9217
2015-12-22,9217
2015-12-23,9217
2015-12-24,9217
2015-12-25,9217
2015-12-26,9217
2015-12-27,9217
2015-12-28,9217
2015-12-29,8772
2015-12-30,8772
2015-12-31,8772
2016-01-01,8772
2016-01-02,8772
2016-01-03,8772
2016-01-04,8772
2016-01-05,8772
2016-01-06,8772
2016-01-07,8772
2016-01-08,8772
2016-01-09,8772
2016-01-10,8420
2016-01-11,8420
2016-01-12,8420
2016-01-13,8420
2016-01-14,8420
2016-01-15,8420
2016-01-16,8420
2016-01-17,8420
2016-01-18,8420
2016-01-19,8420
2016-01-20,8420
2016-01-21,8420
2016-01-22,8008
2016-01-23,8008
2016-01-24,8008
2016-01-25,8008
2016-01-26,8008
2016-01-27,8008
2016-01-28,8008
2016-01-29,8008
2016-01-30,8008
2016-01-31,8008
2016-02-01,7683
2016-02-02,7683
2016-02-03,7683
2016-02-04,7683
2016-02-05,7683
2016-02-06,7683
2016-02-07,7683
2016-02-08,7683
2016-02-09,7683
2016-02-10,7683
2016-02-11,7305
2016-02-12,7305
2016-02-13,7305
2016-02-14,7305
2016-02-15,7305
2016-02-16,7305
2016-02-17,7305
2016-02-18,7305
2016-02-19,7305
2016-02-20,7305
2016-02-21,6969
2016-02-22,6969
2016-02-23,6969
2016-02-24,6969
2016-02-25,6969
2016-02-26,6969
2016-02-27,6969
2016-02-28,6969
2016-02-29,6969
2016-03-01,6627
2016-03-02,6627
2016-03-03,6627
2016-03-04,6627
2016-03-05,6627
2016-03-06,6627
2016-03-07,6627
2016-03-08,6627
2016-03-09,6302
2016-03-10,6302
2016-03-11,6302
2016-03-12,6302
2016-03-13,6302
2016-03-14,6302
2016-03-15,6302
2016-03-16,6302
2016-03-17,5997
2016-03-18,5997
2016-03-19,5997
2016-03-20,5997
2016-03-21,5997
2016-03-22,5997
2016-03-23,5997
2016-03-24,5997
2016-03-25,5997
2016-03-26,5704
2016-03-27,5704
2016-03-28,5704
2016-03-29,5704
2016-03-30,5704
2016-03-31,5704
2016-04-01,5704
2016-04-02,5704
2016-04-03,5704
2016-04-04,5704
2016-04-05,5443
2016-04-06,5443
2016-04-07,5443
2016-04-08,5443
2016-04-09,5443
2016-04-10,5443
2016-04-11,5443
2016-04-12,5443
2016-04-13,5443
2016-04-14,5443
2016-04-15,5191
2016-04-16,5191
2016-04-17,5191
2016-04-18,5191
2016-04-19,5191
2016-04-20,5191
2016-04-21,5191
2016-04-22,5191
2016-04-23,5191
2016-04-24,5191
2016-04-25,5015
2016-04-26,5015
2016-04-27,5015
2016-04-28,5015
2016-04-29,5015
2016-04-30,5015
2016-05-01,5015
2016-05-02,5015
2016-05-03,5015
2016-05-04,5015
2016-05-05,4785
2016-05-06,4785
2016-05-07,4785
2016-05-08,4785
2016-05-09,4785
2016-05-10,4785
2016-05-11,4785
2016-05-12,4785
2016-05-13,4785
2016-05-14,4785
2016-05-15,4557
2016-05-16,4557
2016-05-17,4557
2016-05-18,4557
2016-05-19,4557
2016-05-20,4557
2016-05-21,4557
2016-05-22,4557
2016-05-23,4557
2016-05-24,4336
2016-05-25,4336
2016-05-26,4336
2016-05-27,4336
2016-05-28,4336
2016-05-29,4336
2016-05-30,4336
2016-05-31,4336
2016-06-01,4336
2016-06-02,4336
2016-06-03,4126
2016-06-04,4126
2016-06-05,4126
2016-06-06,4126
2016-06-07,4126
2016-06-08,4126
2016-06-09,4126
2016-06-10,3926
2016-06-11,3926
2016-06-12,3926
2016-06-13,3926
2016-06-14,3926
2016-06-15,3926
2016-06-16,3926
2016-06-17,3768
2016-06-18,3768
2016-06-19,3768
2016-06-20,3768
2016-06-21,3768
2016-06-22,3768
2016-06-23,3768
2016-06-24,3768
2016-06-25,3768
2016-06-26,3617
2016-06-27,3617
2016-06-28,3617
2016-06-29,3617
2016-06-30,3617
2016-07-01,3617
2016-07-02,3617
2016-07-03,3617
2016-07-04,3617
2016-07-05,3617
2016-07-06,3448
2016-07-07,3448
2016-07-08,3448
2016-07-09,3448
2016-07-10,3448
2016-07-11,3448
2016-07-12,3448
2016-07-13,3448
2016-07-14,3448
2016-07-15,3448
2016-07-16,3448
2016-07-17,3281
2016-07-18,3281
2016-07-19,3281
2016-07-20,3281
2016-07-21,3281
2016-07-22,3281
2016-07-23,3281
2016-07-24,3281
2016-07-25,3281
2016-07-26,3281
2016-07-27,3281
2016-07-28,3118
2016-07-29,3118
2016-07-30,3118
2016-07-31,3118
2016-08-01,3118
2016-08-02,3118
2016-08-03,3118
2016-08-04,3118
2016-08-05,3118
2016-08-06,3118
2016-08-07,2963
2016-08-08,2963
2016-08-09,2963
2016-08-10,2963
2016-08-11,2963
2016-08-12,2963
2016-08-13,2963
2016-08-14,2963
2016-08-15,2963
2016-08-16,2963
2016-08-17,2963
2016-08-18,2819
2016-08-19,2819
2016-08-20,2819
2016-08-21,2819
2016-08-22,2819
2016-08-23,2819
2016-08-24,2819
2016-08-25,2819
2016-08-26,2819
2016-08-27,2686
2016-08-28,2686
2016-08-29,2686
2016-08-30,2686
2016-08-31,2686
2016-09-01,2686
2016-09-02,2686
2016-09-03,2686
2016-09-04,2686
2016-09-05,2686
2016-09-06,2686
2016-09-07,2686
2016-09-08,2564
2016-09-09,2564
2016-09-10,2564
2016-09-11,2564
2016-09-12,2564
2016-09-13,2564
2016-09-14,2564
2016-09-15,2564
2016-09-16,2564
2016-09-17,2564
2016-09-18,2564
2016-09-19,2467
2016-09-20,2467
2016-09-21,2467
2016-09-22,2467
2016-09-23,2467
2016-09-24,2467
2016-09-25,2467
2016-09-26,2467
2016-09-27,2467
2016-09-28,2467
2016-09-29,2467
2016-09-30,2467
2016-10-01,2345
2016-10-02,2345
2016-10-03,2345
2016-10-04,2345
2016-10-05,2345
2016-10-06,2345
2016-10-07,2345
2016-10-08,2345
2016-10-09,2345
2016-10-10,2345
2016-10-11,2345
2016-10-12,2345
2016-10-13,2345
2016-10-14,2345
2016-10-15,2231
2016-10-16,2231
2016-10-17,2231
2016-10-18,2231
2016-10-19,2231
2016-10-20,2231
2016-10-21,2231
2016-10-22,2231
2016-10-23,2231
2016-10-24,2231
2016-10-25,2231
2016-10-26,2231
2016-10-27,2120
2016-10-28,2120
2016-10-29,2120
2016-10-30,2120
2016-10-31,2120
2016-11-01,2120
2016-11-02,2120
2016-11-03,2120
2016-11-04,2120
2016-11-05,2120
2016-11-06,2120
2016-11-07,2120
2016-11-08,2051
2016-11-09,2051
2016-11-10,2051
2016-11-11,2051
2016-11-12,2051
2016-11-13,2051
2016-11-14,2051
2016-11-15,2051
2016-11-16,2051
2016-11-17,2051
2016-11-18,2051
2016-11-19,1981
2016-11-20,1981
2016-11-21,1981
2016-11-22,1981
2016-11-23,1981
2016-11-24,1981
2016-11-25,1981
2016-11-26,1981
2016-11-27,1981
2016-11-28,1981
2016-11-29,1981
2016-11-30,1981
2016-12-01,1981
2016-12-02,1887
2016-12-03,1887
2016-12-04,1887
2016-12-05,1887
2016-12-06,1887
2016-12-07,1887
2016-12-08,1887
2016-12-09,1887
2016-12-10,1887
2016-12-11,1887
2016-12-12,1887
2016-12-13,1887
2016-12-14,1794
2016-12-15,1794
2016-12-16,1794
2016-12-17,1794
2016-12-18,1794
2016-12-19,1794
2016-12-20,1794
2016-12-21,1794
2016-12-22,1794
2016-12-23,1794
2016-12-24,1794
2016-12-25,1794
2016-12-26,1705
2016-12-27,1705
2016-12-28,1705
2016-12-29,1705
2016-12-30,1705
2016-12-31,1705
2017-01-01,1705
2017-01-02,1705
2017-01-03,1705
2017-01-04,1705
2017-01-05,1621
2017-01-06,1621
2017-01-07,1621
2017-01-08,1621
2017-01-09,1621
2017-01-10,1621
2017-01-11,1621
2017-01-12,1621
2017-01-13,1541
2017-01-14,1541
2017-01-15,1541
2017-01-16,1541
2017-01-17,1541
2017-01-18,1541
2017-01-19,1541
2017-01-20,1465
2017-01-21,1465
2017-01-22,1465
2017-01-23,1465
2017-01-24,1465
2017-01-25,1465
2017-01-26,1465
2017-01-27,1445
2017-01-28,1445
2017-01-29,1445
2017-01-30,1445
2017-01-31,1445
2017-02-01,1445
2017-02-02,1445
2017-02-03,1445
2017-02-04,1445
2017-02-05,1394
2017-02-06,1394
2017-02-07,1394
2017-02-08,1394
2017-02-09,1394
2017-02-10,1394
2017-02-11,1394
2017-02-12,1394
2017-02-13,1394
2017-02-14,1394
2017-02-15,1393
2017-02-16,1393
2017-02-17,1393
2017-02-18,1393
2017-02-19,1393
2017-02-20,1393
2017-02-21,1393
2017-02-22,1393
2017-02-23,1393
2017-02-24,1393
2017-02-25,1362
2017-02-26,1362
2017-02-27,1362
2017-02-28,1362
2017-03-01,1362
2017-03-02,1362
2017-03-03,1362
2017-03-04,1362
2017-03-05,1362
2017-03-06,1362
2017-03-07,1362
2017-03-08,1362
2017-03-09,1344
2017-03-10,1344
2017-03-11,1344
2017-03-12,1344
2017-03-13,1344
2017-03-14,1344
2017-03-15,1344
2017-03-16,1344
2017-03-17,1337
2017-03-18,1337
2017-03-19,1337
2017-03-20,1337
2017-03-21,1337
2017-03-22,1337
2017-03-23,1337
2017-03-24,1337
2017-03-25,1337
2017-03-26,1299
2017-03-27,1299
2017-03-28,1299
2017-03-29,1299
2017-03-30,1299
2017-03-31,1299
2017-04-01,1299
2017-04-02,1299
2017-04-03,1299
2017-04-04,1236
2017-04-05,1236
2017-04-06,1236
2017-04-07,1236
2017-04-08,1236
2017-04-09,1236
2017-04-10,1236
2017-04-11,1236
2017-04-12,1236
2017-04-13,1236
2017-04-14,1175
2017-04-15,1175
2017-04-16,1175
2017-04-17,1175
2017-04-18,1175
2017-04-19,1175
2017-04-20,1175
2017-04-21,1175
2017-04-22,1175
2017-04-23,1145
2017-04-24,1145
2017-04-25,1145
2017-04-26,1145
2017-04-27,1145
2017-04-28,1145
2017-04-29,1145
2017-04-30,1145
2017-05-01,1145
2017-05-02,1159
2017-05-03,1159
2017-05-04,1159
2017-05-05,1159
2017-05-06,1159
2017-05-07,1159
2017-05-08,1159
2017-05-09,1159
2017-05-10,1159
2017-05-11,1159
2017-05-12,1187
2017-05-13,1187
2017-05-14,1187
2017-05-15,1187
2017-05-16,1187
2017-05-17,1187
2017-05-18,1187
2017-05-19,1187
2017-05-20,1127
2017-05-21,1127
2017-05-22,1127
2017-05-23,1127
2017-05-24,1127
2017-05-25,1127
2017-05-26,1127
2017-05-27,1127
2017-05-28,1127
2017-05-29,1127
2017-05-30,1074
2017-05-31,1074
2017-06-01,1074
2017-06-02,1074
2017-06-03,1074
2017-06-04,1074
2017-06-05,1074
2017-06-06,1074
2017-06-07,1074
2017-06-08,1047
2017-06-09,1047
2017-06-10,1047
2017-06-11,1047
2017-06-12,1047
2017-06-13,1047
2017-06-14,1047
2017-06-15,1025
2017-06-16,1025
2017-06-17,1025
2017-06-18,1025
2017-06-19,1025
2017-06-20,1025
2017-06-21,1025
2017-06-22,986
2017-06-23,986
2017-06-24,986
2017-06-25,986
2017-06-26,986
2017-06-27,986
2017-06-28,986
2017-06-29,986
2017-06-30,986
2017-07-01,986
2017-07-02,963
2017-07-03,963
2017-07-04,963
2017-07-05,963
2017-07-06,963
2017-07-07,963
2017-07-08,963
2017-07-09,963
2017-07-10,963
2017-07-11,963
2017-07-12,963
2017-07-13,937
2017-07-14,937
2017-07-15,937
2017-07-16,937
2017-07-17,937
2017-07-18,937
2017-07-19,937
2017-07-20,937
2017-07-21,937
2017-07-22,923
2017-07-23,923
2017-07-24,923
2017-07-25,923
2017-07-26,923
2017-07-27,923
2017-07-28,923
2017-07-29,923
2017-07-30,923
2017-07-31,923
2017-08-01,909
2017-08-02,909
2017-08-03,909
2017-08-04,909
2017-08-05,909
2017-08-06,909
2017-08-07,909
2017-08-08,909
2017-08-09,909
2017-08-10,909
2017-08-11,922
2017-08-12,922
2017-08-13,922
2017-08-14,922
2017-08-15,922
2017-08-16,922
2017-08-17,922
2017-08-18,922
2017-08-19,922
2017-08-20,922
2017-08-21,922
2017-08-22,882
2017-08-23,882
2017-08-24,882
2017-08-25,882
2017-08-26,882
2017-08-27,882
2017-08-28,882
2017-08-29,882
2017-08-30,882
2017-08-31,882
2017-09-01,882
2017-09-02,872
2017-09-03,872
2017-09-04,872
2017-09-05,872
2017-09-06,872
2017-09-07,872
2017-09-08,872
2017-09-09,872
2017-09-10,872
2017-09-11,834
2017-09-12,834
2017-09-13,834
2017-09-14,834
2017-09-15,834
2017-09-16,834
2017-09-17,834
2017-09-18,834
2017-09-19,834
2017-09-20,834
2017-09-21,809
2017-09-22,809
2017-09-23,809
2017-09-24,809
2017-09-25,809
2017-09-26,809
2017-09-27,809
2017-09-28,809
2017-09-29,809
2017-09-30,831
2017-10-01,831
2017-10-02,831
2017-10-03,831
2017-10-04,831
2017-10-05,831
2017-10-06,831
2017-10-07,831
2017-10-08,831
2017-10-09,831
2017-10-10,831
2017-10-11,831
2017-10-12,845
2017-10-13,845
2017-10-14,845
2017-10-15,845
2017-10-16,845
2017-10-17,845
2017-10-18,845
2017-10-19,845
2017-10-20,845
2017-10-21,845
2017-10-22,845
2017-10-23,845
2017-10-24,845
2017-10-25,844
2017-10-26,844
2017-10-27,844
2017-10-28,844
2017-10-29,844
2017-10-30,844
2017-10-31,844
2017-11-01,844
2017-11-02,844
2017-11-03,844
2017-11-04,844
2017-11-05,844
2017-11-06,879
2017-11-07,879
2017-11-08,879
2017-11-09,879
2017-11-10,879
2017-11-11,879
2017-11-12,879
2017-11-13,879
2017-11-14,879
2017-11-15,879
2017-11-16,879
2017-11-17,879
2017-11-18,866
2017-11-19,866
2017-11-20,866
2017-11-21,866
2017-11-22,866
2017-11-23,866
2017-11-24,866
2017-11-25,866
2017-11-26,866
2017-11-27,866
2017-11-28,866
2017-11-29,892
2017-11-30,892
2017-12-01,892
2017-12-02,892
2017-12-03,892
2017-12-04,892
2017-12-05,892
2017-12-06,892
2017-12-07,892
2017-12-08,892
2017-12-09,892
2017-12-10,919
2017-12-11,919
2017-12-12,919
2017-12-13,919
2017-12-14,919
2017-12-15,919
2017-12-16,919
2017-12-17,919
2017-12-18,919
2017-12-19,919
2017-12-20,910
2017-12-21,910
2017-12-22,910
2017-12-23,910
2017-12-24,910
2017-12-25,910
2017-12-26,910
2017-12-27,910
2017-12-28,910
2017-12-29,910
2017-12-30,891
2017-12-31,891
2018-01-01,891
2018-01-02,891
2018-01-03,891
2018-01-04,891
2018-01-05,891
2018-01-06,891
2018-01-07,891
2018-01-08,891
2018-01-09,891
2018-01-10,891
2018-01-11,898
2018-01-12,898
2018-01-13,898
2018-01-14,898
2018-01-15,898
2018-01-16,898
2018-01-17,898
2018-01-18,898
2018-01-19,898
2018-01-20,898
2018-01-21,898
2018-01-22,872
2018-01-23,872
2018-01-24,872
2018-01-25,872
2018-01-26,872
2018-01-27,903
2018-01-28,903
2018-01-29,903
2018-01-30,903
2018-02-01,918
2018-02-02,918
2018-02-03,918
2018-02-04,918
2018-02-05,918
2018-02-06,941
2018-02-07,941
2018-02-08,941
2018-02-09,941
2018-02-10,941
2018-02-11,963
2018-02-12,963
2018-02-13,963
2018-02-14,963
2018-02-15,963
2018-02-16,963
2018-02-17,963
2018-02-18,963
2018-02-19,963
2018-02-20,963
2018-02-21,963
2018-02-22,989
2018-02-23,989
2018-02-24,989
2018-02-25,989
2018-02-26,989
2018-02-27,962
2018-02-28,962
2018-03-01,962
2018-03-02,962
2018-03-03,914
2018-03-04,914
2018-03-05,914
2018-03-06,914
2018-03-07,914
2018-03-08,871
2018-03-09,871
2018-03-10,871
2018-03-11,871
2018-03-12,871
2018-03-13,871
2018-03-14,836
2018-03-15,836
2018-03-16,836
2018-03-17,836
2018-03-18,836
2018-03-19,836
2018-03-20,838
2018-03-21,838
2018-03-23,838
2018-03-24,838
2018-03-26,837
2018-03-27,837
2018-03-28,837
2018-03-29,837
2018-03-30,837
2018-03-31,814
2018-04-01,814
2018-04-02,814
2018-04-03,814
2018-04-04,814
2018-04-05,794
2018-04-06,794
2018-04-08,794
2018-04-09,794
2018-04-10,794
2018-04-11,794
2018-04-12,766
2018-04-13,766
2018-04-14,766
2018-04-16,766
2018-04-17,766
2018-04-18,766
2018-04-19,783
2018-04-20,783
2018-04-21,783
2018-04-22,783
2018-04-23,783
2018-04-24,783
2018-04-25,794
2018-04-26,794
2018-04-27,794
2018-04-28,794
2018-04-29,794
2018-04-30,794
2018-05-01,808
2018-05-02,808
2018-05-03,808
2018-05-04,808
2018-05-05,808
2018-05-06,808
2018-05-08,820
2018-05-09,820
2018-05-10,820
2018-05-11,820
2018-05-12,820
2018-05-13,837
2018-05-14,837
2018-05-15,837
2018-05-16,837
2018-05-17,837
2018-05-18,837
2018-05-19,861
2018-05-20,861
2018-05-21,861
2018-05-22,861
2018-05-23,861
2018-05-24,861
2018-05-25,846
2018-05-26,846
2018-05-27,846
2018-05-28,846
2018-05-29,846
2018-05-30,867
2018-05-31,867
2018-06-01,867
2018-06-02,867
2018-06-03,867
2018-06-04,867
2018-06-05,859
2018-06-06,859
2018-06-07,859
2018-06-08,859
2018-06-09,859
2018-06-10,859
2018-06-11,859
2018-06-12,846
2018-06-13,846
2018-06-14,846
2018-06-15,846
2018-06-16,846
2018-06-17,846
2018-06-18,870
2018-06-19,870
2018-06-20,870
2018-06-21,870
2018-06-22,870
2018-06-23,870
2018-06-24,870
2018-06-25,896
2018-06-26,896
2018-06-27,896
2018-06-28,896
2018-06-29,896
2018-06-30,896
2018-07-01,888
2018-07-02,888
2018-07-03,888
2018-07-04,888
2018-07-05,888
2018-07-06,888
2018-07-07,888
2018-07-08,921
2018-07-09,921
2018-07-10,921
2018-07-11,921
2018-07-12,921
2018-07-13,921
2018-07-14,921
2018-07-15,921
2018-07-16,904
2018-07-17,904
2018-07-18,904
2018-07-19,904
2018-07-20,904
2018-07-21,879
2018-07-22,879
2018-07-23,879
2018-07-24,879
2018-07-25,879
2018-07-26,913
2018-07-27,913
2018-07-28,913
2018-07-29,913
2018-07-30,913
2018-07-31,896
2018-08-01,896
2018-08-02,896
2018-08-03,896
2018-08-04,896
2018-08-05,901
2018-08-06,901
2018-08-07,901
2018-08-08,901
2018-08-09,901
2018-08-10,870
2018-08-11,870
2018-08-12,870
2018-08-14,870
2018-08-16,868
2018-08-17,868
2018-08-18,868
2018-08-19,868
2018-08-20,831
2018-08-21,831
2018-08-22,831
2018-08-23,831
2018-08-24,831
2018-08-25,819
2018-08-26,819
2018-08-27,819
2018-08-28,819
2018-08-29,819
2018-08-30,843
2018-08-31,843
2018-09-01,843
2018-09-02,843
2018-09-03,843
2018-09-04,873
2018-09-05,873
2018-09-06,873
2018-09-07,873
2018-09-08,873
2018-09-09,905
2018-09-10,905
2018-09-11,905
2018-09-12,905
2018-09-13,905
2018-09-14,940
2018-09-15,940
2018-09-16,940
2018-09-17,940
2018-09-18,940
2018-09-19,905
2018-09-20,905
2018-09-21,905
2018-09-22,905
2018-09-23,905
2018-09-24,890
2018-09-25,890
2018-09-26,890
2018-09-27,890
2018-09-28,890
2018-09-29,890
2018-09-30,890
2018-10-02,861
2018-10-03,861
2018-10-04,861
2018-10-05,861
2018-10-06,875
2018-10-07,875
2018-10-08,875
2018-10-09,875
2018-10-10,875
2018-10-11,838
2018-10-12,838
2018-10-13,838
2018-10-14,838
2018-10-15,838
2018-10-16,838
2018-10-17,822
2018-10-18,822
2018-10-19,822
2018-10-20,822
2018-10-21,822
2018-10-22,822
2018-10-23,803
2018-10-24,803
2018-10-25,803
2018-10-26,803
2018-10-27,803
2018-10-28,800
2018-10-29,800
2018-10-30,800
2018-10-31,800
2018-11-01,800
2018-11-03,814
2018-11-04,814
2018-11-05,814
2018-11-06,797
2018-11-07,797
2018-11-08,797
2018-11-09,797
2018-11-10,823
2018-11-11,823
2018-11-12,823
2018-11-13,809
2018-11-14,809
2018-11-15,809
2018-11-16,809
2018-11-17,814
2018-11-18,814
2018-11-19,814
2018-11-20,845
2018-11-21,845
2018-11-22,845
2018-11-23,845
2018-11-24,830
2018-11-25,830
2018-11-26,830
2018-11-27,850
2018-11-28,850
2018-11-29,850
2018-12-01,857
2018-12-02,857
2018-12-03,857
2018-12-05,883
2018-12-07,883
2018-12-09,926
2018-12-10,926
2018-12-11,926
2018-12-12,903
2018-12-13,903
2018-12-14,903
2018-12-15,902
2018-12-16,902
2018-12-17,902
2018-12-18,925
2018-12-19,925
2018-12-20,925
2018-12-21,951
2018-12-22,951
2018-12-23,951
2018-12-24,951
2018-12-25,971
2018-12-26,971
2018-12-27,971
2018-12-28,971
2018-12-29,1009
2018-12-30,1009
2018-12-31,1009
2019-01-01,1009
2019-01-02,1017
2019-01-03,1017
2019-01-04,1017
2019-01-05,1017
2019-01-06,1064
2019-01-08,1064
2019-01-10,1091
2019-01-11,1091
2019-01-12,1091
2019-01-13,1091
2019-01-14,1071
2019-01-15,1071
2019-01-16,1071
2019-01-17,1071
2019-01-18,1020
2019-01-19,1020
2019-01-20,1020
2019-01-21,1020
2019-01-22,974
2019-01-23,974
2019-01-24,974
2019-01-25,974
2019-01-26,931
2019-01-27,931
2019-01-28,931
2019-01-29,931
2019-01-30,937
2019-01-31,937
2019-02-01,937
2019-02-02,937
2019-02-03,920
2019-02-04,920
2019-02-05,920
2019-02-06,920
2019-02-07,876
2019-02-08,876
2019-02-09,876
2019-02-10,871
2019-02-11,871
2019-02-12,871
2019-02-13,871
2019-02-14,871
2019-02-15,879
2019-02-16,879
2019-02-17,879
2019-02-18,879
2019-02-19,879
2019-02-20,911
2019-02-21,911
2019-02-22,911
2019-02-23,950
2019-02-24,950
2019-02-25,950
2019-02-26,950
2019-02-27,929
2019-02-28,929
2019-03-01,929
2019-03-02,929
2019-03-03,970
2019-03-04,970
