date_obj,Bandos%20crozier price
2019-03-20,3284
2019-03-21,3266
2019-03-22,3408
2019-03-23,3507
2019-03-24,3587
2019-03-25,3663
2019-03-26,3588
2019-03-27,3493
2019-03-28,3428
2019-03-29,3405
2019-03-30,3405
2019-03-31,3365
2019-04-01,3232
2019-04-02,3197
2019-04-03,3093
2019-04-04,3054
2019-04-05,3063
2019-04-06,3115
2019-04-07,3055
2019-04-08,3112
2019-04-09,3099
2019-04-10,3072
2019-04-11,3009
2019-04-12,2916
2019-04-13,2896
2019-04-14,2856
2019-04-15,2845
2019-04-16,2865
2019-04-17,2914
2019-04-18,3003
2019-04-19,2997
2019-04-20,2987
2019-04-21,2988
2019-04-22,3028
2019-04-23,3061
2019-04-24,2970
2019-04-25,2950
2019-04-26,3063
2019-04-27,3088
2019-04-28,3068
2019-04-29,3117
2019-04-30,3137
2019-05-01,3232
2019-05-02,3085
2019-05-03,3118
2019-05-04,3063
2019-05-05,3002
2019-05-06,3002
2019-05-07,3026
2019-05-08,3142
2019-05-09,3197
2019-05-10,3107
2019-05-11,3135
2019-05-12,3133
2019-05-13,3075
2019-05-14,3080
2019-05-15,3080
2019-05-16,3146
2019-05-17,3146
2019-05-18,3231
2019-05-19,3231
2019-05-20,3282
2019-05-21,3282
2019-05-22,3162
2019-05-23,3134
2019-05-24,3161
2019-05-25,3111
2019-05-26,3107
2019-05-27,3015
2019-05-28,3040
2019-05-29,3152
2019-05-30,3232
2019-05-31,3232
2019-06-01,3254
2019-06-02,3357
2019-06-03,3458
2019-06-04,3461
2019-06-05,3357
2019-06-06,3285
2019-06-07,3259
2019-06-08,3175
2019-06-09,3210
2019-06-10,3210
2019-06-11,3336
2019-06-12,3489
2019-06-13,3566
2019-06-14,3628
2019-06-15,3628
2019-06-16,3616
2019-06-17,3697
2019-06-18,3697
2019-06-19,3746
2019-06-20,3710
2019-06-21,3689
2019-06-22,3692
2019-06-23,3614
2019-06-24,3573
2019-06-25,3544
2019-06-26,3559
2019-06-27,3603
2019-06-28,3603
2019-06-29,3611
2019-06-30,3622
2019-07-01,3622
2019-07-02,3681
2019-07-03,3643
2019-07-04,3713
2019-07-05,3716
2019-07-06,3750
2019-07-07,3765
2019-07-08,3666
2019-07-09,3616
2019-07-10,3620
2019-07-11,3541
2019-07-12,3634
2019-07-13,3634
2019-07-14,3670
2019-07-15,3828
2019-07-16,3995
2019-07-17,4180
2019-07-18,4379
2019-07-19,4598
2019-07-20,4815
2019-07-21,5056
2019-07-22,5309
2019-07-23,5529
2019-07-24,5787
2019-07-25,5787
2019-07-26,6074
2019-07-27,6318
2019-07-28,6318
2019-07-29,6459
2019-07-30,6763
2019-07-31,6441
2019-08-01,6441
2019-08-02,6194
2019-08-03,5889
2019-08-04,5847
2019-08-05,5638
2019-08-06,5638
2019-08-07,5396
2019-08-08,5396
2019-08-09,5315
2019-08-10,5327
2019-08-11,5327
2019-08-12,5081
2019-08-13,4858
2019-08-14,4858
2019-08-15,4615
2019-08-16,4384
2019-08-17,4384
2019-08-18,4184
2019-08-19,4080
2019-08-20,4080
2019-08-21,3963
2019-08-22,3878
2019-08-23,3878
2019-08-24,3918
2019-08-24,3918
2019-08-25,3918
2019-08-25,3918
2019-08-26,3919
2019-08-27,3981
2019-08-27,3981
2019-08-28,3987
2019-08-29,3915
2019-08-30,3965
2019-08-31,3965
2019-09-01,3911
2019-09-02,3911
2019-09-03,3774
2019-09-04,3635
2019-09-05,3638
2019-09-06,3638
2019-09-07,3538
2019-09-08,3472
2019-09-09,3472
2019-09-10,3446
2019-09-11,3458
2019-09-12,3458
2019-09-13,3305
2019-09-14,3150
2019-09-15,3024
2019-09-16,2906
2019-09-17,2865
2019-09-18,2739
2019-09-19,2620
2019-09-20,2620
2019-09-21,2712
2019-09-22,2693
2019-09-23,2645
2019-09-24,2645
2019-09-25,2620
2019-09-26,2641
2019-09-27,2641
2019-09-28,2699
2019-09-29,2699
2019-09-30,2751
2019-10-01,2759
2019-10-02,2759
2019-10-03,2810
2019-10-04,2900
2019-10-05,2878
2019-10-06,2794
2019-10-07,2794
2019-10-08,2772
2019-10-09,2772
2019-10-10,2738
2019-10-11,2738
2019-10-12,2631
2019-10-13,2551
2019-10-14,2511
2019-10-15,2511
2019-10-16,2552
2019-10-17,2552
2019-10-18,2555
2019-10-19,2554
2019-10-20,2554
2019-10-21,2636
2019-10-22,2669
2019-10-23,2591
2019-10-24,2599
2019-10-25,2608
2019-10-26,2573
2019-10-27,2596
2019-10-28,2573
2019-10-29,2573
2019-10-30,2561
2019-10-31,2638
2019-11-01,2638
2019-11-02,2582
2019-11-03,2516
2019-11-04,2488
2019-11-05,2488
2019-11-06,2446
2019-11-07,2465
2019-11-08,2500
2019-11-09,2472
2019-11-10,2465
2019-11-11,2502
2019-11-12,2502
2019-11-13,2553
2019-11-14,2553
2019-11-15,2595
2019-11-16,2695
2019-11-17,2695
2019-11-18,2695
2019-11-19,2695
2019-11-20,2618
2019-11-21,2618
2019-11-22,2547
2019-11-23,2547
2019-11-24,2471
2019-11-25,2521
2019-11-26,2624
2019-11-27,2624
2019-11-28,2630
2019-11-29,2630
2019-11-30,2596
2019-12-01,2596
2019-12-02,2628
2019-12-03,2612
2019-12-04,2657
2019-12-05,2657
2019-12-06,2649
2019-12-07,2618
2019-12-08,2618
2019-12-09,2627
2019-12-10,2590
2019-12-11,2590
2019-12-12,2584
2019-12-13,2579
2019-12-14,2579
2019-12-15,2571
2019-12-16,2571
2019-12-17,2636
2019-12-18,2636
2019-12-19,2604
2019-12-20,2573
2019-12-21,2567
2019-12-22,2553
2019-12-23,2553
2019-12-24,2580
2019-12-25,2596
2019-12-26,2596
2019-12-27,2563
2019-12-28,2574
2019-12-29,2574
2019-12-30,2506
2019-12-31,2506
2020-01-01,2501
2020-01-02,2435
2020-01-03,2393
2020-01-04,2393
2020-01-05,2380
2020-01-06,2380
2020-01-07,2386
2020-01-08,2386
2020-01-09,2358
2020-01-10,2393
2020-01-11,2417
2020-01-12,2411
2020-01-13,2411
2020-01-14,2358
2020-01-15,2460
2020-01-16,2492
2020-01-17,2442
2020-01-18,2442
2020-01-19,2449
2020-01-20,2449
2020-01-21,2406
2020-01-22,2392
2020-01-23,2442
2020-01-24,2455
2020-01-25,2467
2020-01-26,2448
2020-01-27,2464
2020-01-28,2486
2020-01-29,2444
2020-01-30,2409
2020-01-31,2349
2020-02-01,2303
2020-02-02,2284
2020-02-03,2315
2020-02-04,2352
2020-02-05,2410
2020-02-06,2385
2020-02-07,2435
2020-02-08,2456
2020-02-09,2413
2020-02-10,2442
2020-02-11,2442
2020-02-12,2461
2020-02-13,2461
2020-02-14,2480
2020-02-15,2480
2020-02-16,2425
2020-02-17,2467
2020-02-18,2488
2020-02-19,2488
2020-02-20,2470
2020-02-21,2470
2020-02-22,2521
2020-02-23,2630
2020-02-24,2670
2020-02-25,2626
2020-02-26,2576
2020-02-27,2493
2020-02-28,2455
2020-02-29,2455
2020-03-01,2418
2020-03-02,2441
2020-03-03,2417
2020-03-04,2417
2020-03-05,2460
2020-03-06,2469
2020-03-07,2486
2020-03-08,2525
2020-03-09,2520
2020-03-10,2524
2020-03-11,2474
2020-03-12,2402
2020-03-13,2427
2020-03-14,2422
2020-03-15,2446
2020-03-16,2471
2020-03-17,2503
2020-03-18,2539
2020-03-19,2542
2020-03-20,2475
2020-03-21,2381
2020-03-22,2363
2020-03-23,2390
2020-03-24,2425
2020-03-25,2450
2020-03-26,2477
2020-03-27,2486
2020-03-28,2548
2020-03-29,2552
2020-03-30,2606
2020-03-31,2667
2020-04-01,2651
2020-04-02,2593
2020-04-03,2593
2020-04-04,2562
2020-04-05,2527
2020-04-06,2485
2020-04-07,2430
2020-04-08,2430
2020-04-09,2498
2020-04-10,2486
2020-04-11,2451
2020-04-12,2440
2020-04-13,2405
2020-04-14,2426
2020-04-15,2467
2020-04-16,2487
2020-04-17,2479
2020-04-18,2486
2020-04-19,2512
2020-04-20,2487
2020-04-21,2499
2020-04-22,2483
2020-04-23,2494
2020-04-24,2522
2020-04-25,2578
2020-04-26,2585
2020-04-27,2584
2020-04-28,2576
2020-04-29,2578
2020-04-30,2574
2020-05-01,2540
2020-05-02,2548
2020-05-03,2591
2020-05-04,2629
2020-05-05,2673
2020-05-06,2713
2020-05-07,2701
2020-05-08,2721
2020-05-09,2686
2020-05-10,2668
2020-05-11,2741
2020-05-12,2792
2020-05-13,2848
