date_obj,Skeletal%20bottoms price
2015-08-13,24907
2015-08-14,24910
2015-08-15,24910
2015-08-16,24910
2015-08-17,24153
2015-08-18,24153
2015-08-19,24153
2015-08-20,24319
2015-08-21,24319
2015-08-22,24319
2015-08-23,24338
2015-08-24,24338
2015-08-25,24338
2015-08-26,24565
2015-08-27,24565
2015-08-28,24565
2015-08-29,24493
2015-08-30,24493
2015-08-31,24493
2015-09-01,24855
2015-09-02,24855
2015-09-03,24855
2015-09-04,24749
2015-09-05,24749
2015-09-06,24749
2015-09-07,24841
2015-09-08,24841
2015-09-09,24841
2015-09-10,24474
2015-09-11,24474
2015-09-12,24474
2015-09-13,23924
2015-09-14,23924
2015-09-15,23924
2015-09-16,23789
2015-09-17,23789
2015-09-18,23789
2015-09-19,24640
2015-09-20,24640
2015-09-21,24640
2015-09-22,24640
2015-09-23,24743
2015-09-24,24743
2015-09-25,24743
2015-09-27,24743
2015-09-28,24957
2015-09-29,24957
2015-09-30,24957
2015-10-05,24926
2015-10-06,25584
2015-10-07,25584
2015-10-08,25584
2015-10-09,25783
2015-10-10,25783
2015-10-11,25783
2015-10-12,25783
2015-10-13,25008
2015-10-14,25008
2015-10-15,25008
2015-10-16,24386
2015-10-17,24386
2015-10-18,24386
2015-10-19,24386
2015-10-20,24162
2015-10-22,24162
2015-10-23,24162
2015-10-24,23389
2015-10-25,23389
2015-10-26,23389
2015-10-27,23512
2015-10-29,23512
2015-10-30,23512
2015-10-31,23733
2015-11-01,23733
2015-11-02,23733
2015-11-03,23733
2015-11-04,23733
2015-11-05,24043
2015-11-06,24043
2015-11-07,24043
2015-11-08,24043
2015-11-09,24214
2015-11-10,24214
2015-11-11,24214
2015-11-12,24214
2015-11-13,24214
2015-11-14,23885
2015-11-15,23885
2015-11-16,23885
2015-11-17,23885
2015-11-18,23885
2015-11-19,23882
2015-11-20,23882
2015-11-21,23882
2015-11-22,23882
2015-11-23,23882
2015-11-24,24419
2015-11-25,24419
2015-11-26,24419
2015-11-27,24419
2015-11-28,24949
2015-11-29,24949
2015-11-30,24949
2015-12-01,24949
2015-12-02,25193
2015-12-03,25193
2015-12-04,25193
2015-12-05,25193
2015-12-06,25121
2015-12-07,25121
2015-12-08,25121
2015-12-09,25121
2015-12-10,25265
2015-12-11,25265
2015-12-12,25265
2015-12-13,25232
2015-12-14,25232
2015-12-15,25232
2015-12-16,25232
2015-12-17,25580
2015-12-18,25580
2015-12-19,25580
2015-12-20,25443
2015-12-21,25443
2015-12-22,25443
2015-12-23,25541
2015-12-24,25541
2015-12-25,25541
2015-12-26,25541
2015-12-27,25145
2015-12-28,25145
2015-12-29,25145
2015-12-30,25168
2015-12-31,25168
2016-01-01,25168
2016-01-02,25168
2016-01-03,25016
2016-01-04,25016
2016-01-05,25016
2016-01-06,25469
2016-01-07,25469
2016-01-08,25469
2016-01-09,25572
2016-01-10,25572
2016-01-11,25572
2016-01-12,25094
2016-01-13,25094
2016-01-14,25094
2016-01-15,25185
2016-01-16,25185
2016-01-17,25185
2016-01-18,25996
2016-01-19,25996
2016-01-20,25996
2016-01-21,25822
2016-01-22,25822
2016-01-23,25822
2016-01-24,24968
2016-01-25,24968
2016-01-26,24968
2016-01-27,24880
2016-01-28,24880
2016-01-29,24880
2016-01-30,24925
2016-01-31,24925
2016-02-01,24925
2016-02-02,25157
2016-02-03,25157
2016-02-04,25157
2016-02-05,25436
2016-02-06,25436
2016-02-07,25436
2016-02-08,24775
2016-02-09,24775
2016-02-10,24775
2016-02-11,24601
2016-02-12,24601
2016-02-13,24601
2016-02-14,24299
2016-02-15,24299
2016-02-16,24299
2016-02-17,24217
2016-02-18,24217
2016-02-19,24217
2016-02-20,24217
2016-02-21,24288
2016-02-22,24288
2016-02-23,24288
2016-02-24,24288
2016-02-25,24125
2016-02-26,24125
2016-02-27,24125
2016-02-28,24125
2016-02-29,23686
2016-03-01,23686
2016-03-02,23686
2016-03-03,23296
2016-03-04,23296
2016-03-05,23296
2016-03-06,23282
2016-03-07,23282
2016-03-08,23282
2016-03-09,23388
2016-03-10,23388
2016-03-11,23388
2016-03-12,23768
2016-03-13,23768
2016-03-14,23768
2016-03-15,24188
2016-03-16,24188
2016-03-17,24188
2016-03-18,23969
2016-03-19,23969
2016-03-20,23969
2016-03-21,23901
2016-03-22,23901
2016-03-23,23901
2016-03-24,23533
2016-03-25,23533
2016-03-26,23533
2016-03-27,23708
2016-03-28,23708
2016-03-29,23439
2016-03-30,23439
2016-03-31,23439
2016-04-01,23439
2016-04-02,23596
2016-04-03,23596
2016-04-04,23675
2016-04-05,23675
2016-04-06,23675
2016-04-07,23767
2016-04-08,23767
2016-04-09,23767
2016-04-10,24137
2016-04-11,24137
2016-04-12,24137
2016-04-13,24137
2016-04-14,24422
2016-04-15,24422
2016-04-16,24422
2016-04-17,24486
2016-04-18,24486
2016-04-19,24486
2016-04-20,24661
2016-04-21,24661
2016-04-22,24661
2016-04-23,24661
2016-04-24,24288
2016-04-25,24288
2016-04-26,24288
2016-04-27,24197
2016-04-28,24197
2016-04-29,24197
2016-04-30,24518
2016-05-01,24518
2016-05-02,24518
2016-05-03,24701
2016-05-04,24701
2016-05-05,24701
2016-05-06,24621
2016-05-07,24621
2016-05-08,24621
2016-05-09,24303
2016-05-10,24303
2016-05-11,24303
2016-05-12,24064
2016-05-13,24064
2016-05-14,24236
2016-05-15,24236
2016-05-16,24236
2016-05-17,25042
2016-05-18,25042
2016-05-19,25042
2016-05-22,25216
2016-05-23,24904
2016-05-24,24904
2016-05-25,24904
2016-05-26,25057
2016-05-27,25057
2016-05-28,25057
2016-05-29,25210
2016-05-30,25210
2016-05-31,25210
2016-06-01,25284
2016-06-02,25284
2016-06-03,25284
2016-06-04,24668
2016-06-05,24668
2016-06-06,24668
2016-06-07,25198
2016-06-08,25198
2016-06-09,25198
2016-06-10,25440
2016-06-11,25440
2016-06-12,25440
2016-06-13,24488
2016-06-14,24488
2016-06-15,24488
2016-06-16,24490
2016-06-17,24490
2016-06-18,24490
2016-06-19,25080
2016-06-20,25080
2016-06-21,25080
2016-06-22,24851
2016-06-23,24851
2016-06-24,24851
2016-06-25,25109
2016-06-26,25109
2016-06-27,25109
2016-06-28,25610
2016-06-29,25610
2016-06-30,25610
2016-07-01,25316
2016-07-02,25316
2016-07-03,25316
2016-07-04,24619
2016-07-05,24619
2016-07-06,24619
2016-07-07,25080
2016-07-08,25080
2016-07-09,25080
2016-07-10,24951
2016-07-11,24951
2016-07-12,24951
2016-07-13,24313
2016-07-14,24313
2016-07-15,24313
2016-07-16,23867
2016-07-17,23867
2016-07-18,23867
2016-07-24,24022
2016-07-25,24424
2016-07-26,24424
2016-07-27,24424
2016-07-28,24424
2016-07-29,24480
2016-07-30,24480
2016-07-31,24480
2016-08-01,24579
2016-08-02,24579
2016-08-03,24579
2016-08-04,25421
2016-08-05,25421
2016-08-06,25421
2016-08-07,25421
2016-08-08,26693
2016-08-09,26693
2016-08-10,26693
2016-08-11,28010
2016-08-12,28010
2016-08-13,28010
2016-08-14,28010
2016-08-15,27571
2016-08-16,27571
2016-08-17,27571
2016-08-18,27571
2016-08-19,26228
2016-08-20,26228
2016-08-21,26228
2016-08-22,25251
2016-08-23,25251
2016-08-24,25251
2016-08-25,25147
2016-08-26,25147
2016-08-28,25410
2016-08-31,25410
2016-09-01,24977
2016-09-02,24977
2016-09-03,24977
2016-09-04,25471
2016-09-05,25471
2016-09-06,25471
2016-09-07,25560
2016-09-08,25560
2016-09-09,25560
2016-09-10,26150
2016-09-11,26150
2016-09-12,26150
2016-09-13,26150
2016-09-14,25980
2016-09-15,25980
2016-09-16,25980
2016-09-17,26129
2016-09-18,26129
2016-09-19,26129
2016-09-20,26129
2016-09-21,25341
2016-09-22,25341
2016-09-23,25341
2016-09-24,25341
2016-09-25,25253
2016-09-26,25253
2016-09-27,25253
2016-09-28,25253
2016-09-29,25253
2016-09-30,24582
2016-10-01,24582
2016-10-02,24582
2016-10-03,24582
2016-10-04,24589
2016-10-05,24589
2016-10-06,24589
2016-10-07,24589
2016-10-08,24851
2016-10-09,24851
2016-10-11,24851
2016-10-12,25433
2016-10-13,25433
2016-10-14,25433
2016-10-15,25754
2016-10-16,25754
2016-10-17,25754
2016-10-18,24789
2016-10-19,24789
2016-10-20,24789
2016-10-21,24931
2016-10-22,24931
2016-10-23,24931
2016-10-24,25081
2016-10-25,25081
2016-10-26,25081
2016-10-27,25081
2016-10-28,24202
2016-10-29,24202
2016-10-30,24202
2016-10-31,24755
2016-11-01,24755
2016-11-02,24755
2016-11-03,24755
2016-11-04,24375
2016-11-05,24375
2016-11-06,24375
2016-11-07,24375
2016-11-08,25138
2016-11-09,25138
2016-11-10,25138
2016-11-11,24941
2016-11-12,24941
2016-11-13,24941
2016-11-14,24568
2016-12-08,24470
2016-12-09,24470
2016-12-10,24470
2016-12-11,24755
2016-12-12,24755
2016-12-13,24755
2016-12-14,23862
2016-12-15,23862
2016-12-16,23862
2016-12-17,23891
2016-12-18,23891
2016-12-19,23891
2016-12-20,23770
2016-12-21,23770
2016-12-22,23770
2016-12-23,23578
2016-12-24,23578
2016-12-25,23660
2016-12-26,23660
2016-12-27,23810
2016-12-28,23810
2016-12-29,23892
2016-12-30,23892
2016-12-31,23892
2017-01-01,24318
2017-01-02,24318
2017-01-03,24431
2017-01-04,24431
2017-01-05,23948
2017-01-06,23948
2017-01-07,23728
2017-01-08,23728
2017-01-09,23743
2017-01-10,23743
2017-01-11,24177
2017-01-12,24177
2017-01-13,24325
2017-01-14,24325
2017-01-15,24804
2017-01-16,24804
2017-01-17,24778
2017-01-18,24778
2017-01-19,24778
2017-01-20,24861
2017-01-21,24861
2017-01-22,24998
2017-01-27,24931
2017-01-28,24856
2017-01-29,24856
2017-01-30,24937
2017-01-31,24937
2017-02-01,24989
2017-02-02,24989
2017-02-03,24989
2017-02-04,24786
2017-02-05,24786
2017-02-06,24786
2017-02-07,24766
2017-02-08,24766
2017-02-09,25026
2017-02-10,25026
2017-02-11,25296
2017-02-12,25296
2017-02-13,25296
2017-02-14,25437
2017-02-15,25437
2017-02-16,25323
2017-02-18,25050
2017-02-19,25206
2017-02-20,25206
2017-02-21,25263
2017-02-22,25263
2017-02-23,25263
2017-02-24,25703
2017-02-25,24607
2017-02-26,24607
2017-02-27,24587
2017-02-28,24959
2017-03-01,24959
2017-03-02,25094
2017-03-03,25094
2017-03-04,25255
2017-03-05,25255
2017-03-06,25381
2017-03-07,25381
2017-03-08,25091
2017-03-09,25091
2017-03-10,25702
2017-03-11,25702
2017-03-12,25947
2017-03-13,26237
2017-03-14,26237
2017-03-15,25471
2017-03-16,25471
2017-03-17,25583
2017-03-18,25583
2017-03-19,25313
2017-03-20,25313
2017-03-21,25798
2017-03-22,25798
2017-03-23,25327
2017-03-24,25327
2017-03-25,26063
2017-03-26,26063
2017-03-27,25850
2017-03-28,25850
2017-03-29,25542
2017-03-30,25542
2017-03-31,25956
2017-04-01,25956
2017-04-02,26187
2017-04-03,26187
2017-04-04,26119
2017-04-12,24779
2017-04-13,25284
2017-04-14,25284
2017-04-15,25359
2017-04-16,25359
2017-04-17,25404
2017-04-18,25404
2017-04-19,25617
2017-04-20,25617
2017-04-21,25496
2017-04-22,25496
2017-04-23,24368
2017-04-24,24368
2017-04-25,23627
2017-04-26,23627
2017-04-27,23594
2017-04-28,23594
2017-04-29,24120
2017-04-30,24120
2017-05-01,24597
2017-05-02,24597
2017-05-03,24219
2017-05-04,24219
2017-05-05,24418
2017-05-06,24418
2017-05-07,24399
2017-05-08,24399
2017-05-09,23586
2017-05-10,23586
2017-05-11,23670
2017-05-12,23670
2017-05-13,23852
2017-05-14,23852
2017-05-15,23852
2017-05-16,24468
2017-05-17,24468
2017-05-18,24807
2017-05-19,24807
2017-05-20,24953
2017-05-21,24953
2017-05-22,24953
2017-05-23,25516
2017-05-24,25516
2017-05-25,25307
2017-05-26,25307
2017-05-27,24196
2017-05-28,24196
2017-05-29,23789
2017-05-30,23789
2017-05-31,23196
2017-06-01,23196
2017-06-02,23097
2017-06-03,23097
2017-06-06,23591
2017-06-07,23591
2017-06-08,23882
2017-06-09,23882
2017-06-10,23248
2017-06-11,23248
2017-06-12,23127
2017-06-13,23127
2017-06-14,23088
2017-06-15,23088
2017-06-16,23165
2017-06-17,23165
2017-06-18,23045
2017-06-19,23045
2017-06-20,23284
2017-06-21,23284
2017-06-22,23298
2017-06-23,23298
2017-06-24,23385
2017-06-25,23385
2017-06-26,23056
2017-06-27,23056
2017-06-28,23758
2017-06-29,23758
2017-06-30,23853
2017-07-01,23853
2017-07-02,23853
2017-07-03,23853
2017-07-04,23853
2017-07-05,23853
2017-07-06,23682
2017-07-07,23682
2017-07-08,23682
2017-07-13,23255
2017-07-14,23263
2017-07-15,23263
2017-07-16,23263
2017-07-17,23270
2017-07-18,23270
2017-07-19,23330
2017-07-20,23330
2017-07-21,23507
2017-07-22,23507
2017-07-23,23563
2017-07-24,23563
2017-07-25,23563
2017-07-26,23614
2017-07-27,23614
2017-07-28,23562
2017-07-29,23562
2017-07-30,23802
2017-07-31,23802
2017-08-01,23802
2017-08-02,23369
2017-08-03,23369
2017-08-04,23651
2017-08-05,23597
2017-08-06,23597
2017-08-09,23520
2017-08-10,23370
2017-08-11,23370
2017-08-12,23073
2017-08-13,23073
2017-08-14,23360
2017-08-15,23360
2017-08-17,23584
2017-08-18,23124
2017-08-19,23124
2017-08-20,23343
2017-08-21,23343
2017-08-22,23474
2017-08-23,23474
2017-08-24,23472
2017-08-25,23472
2017-08-26,23456
2017-08-27,23456
2017-08-28,23350
2017-08-29,23350
2017-08-30,23344
2017-08-31,23344
2017-09-01,23344
2017-09-02,23382
2017-09-03,23382
2017-09-04,23382
2017-09-05,23529
2017-09-06,23529
2017-09-07,23466
2017-09-08,23466
2017-09-09,23722
2017-09-10,23722
2017-09-11,23717
2017-09-12,23717
2017-09-13,23717
2017-09-14,23226
2017-09-15,23226
2017-09-16,23226
2017-09-17,23707
2017-09-19,23707
2017-09-20,23499
2017-09-21,23499
2017-09-22,23913
2017-09-23,23913
2017-09-24,23461
2017-09-25,23461
2017-09-26,23356
2017-09-27,23356
2017-09-28,23356
2017-09-29,23303
2017-09-30,23303
2017-10-01,23357
2017-10-02,23357
2017-10-03,23357
2017-10-04,23292
2017-10-05,23292
2017-10-06,23523
2017-10-07,23523
2017-10-08,23460
2017-10-09,23460
2017-10-10,23641
2017-10-11,23641
2017-10-12,23641
2017-10-13,23547
2017-10-14,23547
2017-10-15,23338
2017-10-16,23338
2017-10-17,23114
2017-10-18,23114
2017-10-19,23116
2017-10-20,23116
2017-10-21,23116
2017-10-22,23547
2017-10-23,23547
2017-10-24,23547
2017-10-25,23481
2017-10-26,23481
2017-10-27,23023
2017-10-28,23023
2017-10-29,23190
2017-10-30,23190
2017-10-31,23299
2017-11-01,23299
2017-11-02,23299
2017-11-03,23341
2017-11-04,23018
2017-11-05,23018
2017-11-06,23147
2017-11-07,23147
2017-11-08,23147
2017-11-09,23267
2017-11-10,23267
2017-11-11,23267
2017-11-12,23511
2017-11-13,23511
2017-11-14,23521
2017-11-15,23521
2017-11-16,23671
2017-11-17,23671
2017-11-18,23626
2017-11-19,23626
2017-11-20,23336
2017-11-21,23336
2017-11-22,23299
2017-11-23,23299
2017-11-24,23402
2017-11-25,23402
2017-11-26,23469
2017-11-27,23469
2017-11-28,23469
2017-11-29,23807
2017-11-30,23807
2017-12-01,23298
2017-12-02,23298
2017-12-03,23346
2017-12-04,23346
2017-12-05,23457
2017-12-06,23457
2017-12-07,23583
2017-12-08,23583
2017-12-09,23583
2017-12-10,23600
2017-12-11,23600
2017-12-12,23600
2017-12-13,23376
2017-12-14,23376
2017-12-15,23462
2017-12-16,23462
2017-12-17,23462
2017-12-18,23430
2017-12-19,23430
2017-12-20,23430
2017-12-21,23288
2017-12-22,23288
2017-12-23,23715
2017-12-24,23715
2017-12-25,23715
2017-12-26,23571
2017-12-27,23571
2017-12-28,23362
2017-12-29,23362
2017-12-30,23507
2017-12-31,23507
2018-01-01,23593
2018-01-02,23593
2018-01-03,23264
2018-01-04,23264
2018-01-05,23399
2018-01-06,23399
2018-01-07,23594
2018-01-08,23594
2018-01-09,23652
2018-01-10,23652
2018-01-11,23373
2018-01-12,23373
2018-01-13,23530
2018-01-14,23530
2018-01-15,23616
2018-01-16,23616
2018-01-17,23555
2018-01-18,23555
2018-01-19,23555
2018-01-20,23479
2018-01-21,23479
2018-01-22,23475
2018-01-23,23475
2018-01-24,23504
2018-01-25,23504
2018-01-26,23591
2018-01-27,23645
2018-01-28,23716
2018-01-29,24356
2018-01-30,23785
2018-01-31,23785
2018-02-01,23657
2018-02-02,23657
2018-02-03,23933
2018-02-04,24468
2018-02-05,24468
2018-02-06,24147
2018-02-07,24243
2018-02-08,24243
2018-02-09,24308
2018-02-10,24308
2018-02-11,23832
2018-02-12,24032
2018-02-13,24032
2018-02-14,23572
2018-02-15,23566
2018-02-16,23446
2018-02-17,23531
2018-02-18,23530
2018-02-19,23979
2018-02-20,23979
2018-02-21,23562
2018-02-22,23562
2018-02-23,23491
2018-02-24,23491
2018-02-25,23455
2018-02-26,23682
2018-02-27,23405
2018-02-28,23405
2018-03-01,23514
2018-03-02,23636
2018-03-03,23620
2018-03-04,23620
2018-03-05,23542
2018-03-06,23591
2018-03-07,23577
2018-03-08,23577
2018-03-09,24124
2018-03-10,23461
2018-03-11,23477
2018-03-12,23384
2018-03-13,23783
2018-03-14,23734
2018-03-15,23734
2018-03-16,23406
2018-03-17,23483
2018-03-18,23495
2018-03-19,23495
2018-03-20,23624
2018-03-21,23624
2018-03-23,23628
2018-03-24,23505
2018-03-26,23469
2018-03-27,23659
2018-03-28,23659
2018-03-29,23467
2018-03-30,23467
2018-03-31,23825
2018-04-01,23825
2018-04-02,23424
2018-04-03,22864
2018-04-04,23481
2018-04-05,23481
2018-04-06,23962
2018-04-08,23755
2018-04-09,23627
2018-04-10,23627
2018-04-11,23733
2018-04-12,23452
2018-04-13,23452
2018-04-14,23439
2018-04-16,23460
2018-04-17,23513
2018-04-18,23513
2018-04-19,23593
2018-04-20,23526
2018-04-21,23432
2018-04-22,23432
2018-04-23,23558
2018-04-24,23558
2018-04-25,23625
2018-04-26,23625
2018-04-27,23449
2018-04-28,23643
2018-04-29,23979
2018-04-30,23561
2018-05-01,23473
2018-05-02,23473
2018-05-03,23478
2018-05-04,23478
2018-05-05,23431
2018-05-06,23431
2018-05-07,23579
2018-05-08,23579
2018-05-09,23484
2018-05-10,23377
2018-05-11,23622
2018-05-12,23555
2018-05-13,23555
2018-05-14,23557
2018-05-15,23769
2018-05-16,23801
2018-05-17,23801
2018-05-18,24425
2018-05-19,23690
2018-05-20,23690
2018-05-21,23505
2018-05-22,23505
2018-05-23,23559
2018-05-24,23559
2018-05-25,23629
2018-05-26,23561
2018-05-27,23561
2018-05-28,23566
2018-05-29,23482
2018-05-30,23482
2018-05-31,23710
2018-06-01,23710
2018-06-02,23403
2018-06-03,23403
2018-06-04,23459
2018-06-05,23339
2018-06-06,23337
2018-06-07,23337
2018-06-08,23333
2018-06-09,23333
2018-06-10,23682
2018-06-11,23682
2018-06-12,23425
2018-06-13,23962
2018-06-14,23513
2018-06-15,23574
2018-06-16,23479
2018-06-17,23467
2018-06-18,23456
2018-06-19,23373
2018-06-20,23373
2018-06-21,23568
2018-06-22,23596
2018-06-23,23596
2018-06-24,23634
2018-06-25,24561
2018-06-26,24561
2018-06-27,25201
2018-06-28,24185
2018-06-29,23497
2018-06-30,23545
2018-07-01,23575
2018-07-02,23575
2018-07-03,23515
2018-07-04,23446
2018-07-05,23446
2018-07-06,23519
2018-07-07,23466
2018-07-08,23753
2018-07-09,23766
2018-07-10,23462
2018-07-11,23626
2018-07-12,23626
2018-07-13,23684
2018-07-14,23393
2018-07-15,23393
2018-07-16,23459
2018-07-17,23302
2018-07-18,23323
2018-07-19,23605
2018-07-20,23646
2018-07-21,23403
2018-07-22,23435
2018-07-23,23334
2018-07-24,23216
2018-07-25,23549
2018-07-26,23430
2018-07-27,23229
2018-07-28,23308
2018-07-29,23577
2018-07-30,23269
2018-07-31,23421
2018-08-01,23421
2018-08-02,23506
2018-08-03,23639
2018-08-04,23523
2018-08-05,23593
2018-08-06,23539
2018-08-07,23670
2018-08-08,23673
2018-08-09,23673
2018-08-10,23852
2018-08-11,23711
2018-08-12,23539
2018-08-14,23381
2018-08-16,24286
2018-08-17,24094
2018-08-18,23730
2018-08-19,23590
2018-08-20,23627
2018-08-21,23627
2018-08-22,23701
2018-08-23,23688
2018-08-24,23653
2018-08-25,23659
2018-08-26,23659
2018-08-27,23614
2018-08-28,23605
2018-08-29,23598
2018-08-30,23697
2018-08-31,23513
2018-09-01,23551
2018-09-02,23361
2018-09-03,23295
2018-09-04,23513
2018-09-05,23635
2018-09-06,23635
2018-09-07,23424
2018-09-08,23562
2018-09-09,23562
2018-09-10,23658
2018-09-11,23658
2018-09-12,23805
2018-09-13,23721
2018-09-14,23784
2018-09-15,23467
2018-09-16,23467
2018-09-17,23745
2018-09-18,23762
2018-09-19,23762
2018-09-20,23437
2018-09-21,23437
2018-09-22,23529
2018-09-23,23613
2018-09-24,23577
2018-09-25,23577
2018-09-26,23615
2018-09-27,23615
2018-09-28,23597
2018-09-29,23896
2018-09-30,23798
2018-10-02,23757
2018-10-03,23838
2018-10-04,23838
2018-10-05,23371
2018-10-06,24505
2018-10-07,25533
2018-10-08,26810
2018-10-09,28151
2018-10-10,28801
2018-10-11,28499
2018-10-12,28499
2018-10-13,27521
2018-10-14,26250
2018-10-15,25168
2018-10-16,25108
2018-10-17,24322
2018-10-18,24301
2018-10-19,24242
2018-10-20,24242
2018-10-21,24335
2018-10-22,24335
2018-10-23,24335
2018-10-24,25003
2018-10-25,24766
2018-10-26,24265
2018-10-27,23866
2018-10-28,23604
2018-10-29,23604
2018-10-30,23703
2018-10-31,23744
2018-11-01,23775
2018-11-03,23742
2018-11-04,23862
2018-11-05,23788
2018-11-06,24101
2018-11-07,24278
2018-11-08,24252
2018-11-09,23850
2018-11-10,23848
2018-11-11,23554
2018-11-12,23834
2018-11-13,24224
2018-11-14,23580
2018-11-15,23941
2018-11-16,23866
2018-11-17,23791
2018-11-18,23745
2018-11-19,23761
2018-11-20,23798
2018-11-21,23834
2018-11-22,23728
2018-11-23,24207
2018-11-24,24105
2018-11-25,24052
2018-11-26,24038
2018-11-27,25087
2018-11-28,24266
2018-11-29,23978
2018-12-01,24440
2018-12-02,24230
2018-12-03,24230
2018-12-04,24033
2018-12-05,23967
2018-12-07,23782
2018-12-09,23838
2018-12-10,23706
2018-12-11,23869
2018-12-12,23612
2018-12-13,23664
2018-12-14,23882
2018-12-15,23902
2018-12-16,23814
2018-12-17,23796
2018-12-18,23884
2018-12-19,23953
2018-12-20,23827
2018-12-21,23886
2018-12-22,23911
2018-12-23,23923
2018-12-24,23846
2018-12-25,23810
2018-12-26,23899
2018-12-27,23821
2018-12-28,23899
2018-12-29,23793
2018-12-30,23751
2018-12-31,23830
2019-01-01,24081
2019-01-02,23777
2019-01-03,23596
2019-01-04,23835
2019-01-05,23935
2019-01-06,24118
2019-01-08,24158
2019-01-10,23575
2019-01-11,23664
2019-01-12,23995
2019-01-13,24417
2019-01-14,24048
2019-01-15,24000
2019-01-16,24377
2019-01-17,23894
2019-01-18,24438
2019-01-19,23754
2019-01-20,23603
2019-01-21,23728
2019-01-22,23977
2019-01-23,23960
2019-01-24,23982
2019-01-25,24718
2019-01-26,24680
2019-01-27,24339
2019-01-28,24042
2019-01-29,23990
2019-01-30,23607
2019-01-31,23482
2019-02-01,23797
2019-02-02,23417
2019-02-03,23774
2019-02-04,23790
2019-02-05,23933
2019-02-06,23843
2019-02-07,23442
2019-02-08,23655
2019-02-09,23693
2019-02-10,23630
2019-02-11,23872
2019-02-12,23746
2019-02-13,23787
2019-02-14,23787
2019-02-15,24034
2019-02-16,23637
2019-02-17,23903
2019-02-18,23871
2019-02-19,23765
2019-02-20,23678
2019-02-21,23671
2019-02-22,23532
2019-02-23,23586
2019-02-24,23645
2019-02-25,23529
2019-02-26,23751
2019-02-27,23994
2019-02-28,23521
2019-03-01,23901
2019-03-02,23828
2019-03-03,23702
2019-03-04,23810
2019-03-05,24150
2019-03-06,24375
2019-03-07,24433
2019-03-08,24433
2019-03-09,23686
2019-03-10,23734
2019-03-11,23676
2019-03-12,23661
2019-03-13,23670
2019-03-14,23453
2019-03-15,23473
2019-03-16,23629
2019-03-17,23633
2019-03-18,23633
2019-03-19,23761
2019-03-20,23756
2019-03-21,23709
2019-03-22,23579
2019-03-23,23697
2019-03-24,23739
2019-03-25,23756
2019-03-26,23639
2019-03-27,23511
2019-03-28,23492
2019-03-29,23735
2019-03-30,23735
2019-03-31,23620
2019-04-01,23644
2019-04-02,23668
2019-04-03,23766
2019-04-04,24048
2019-04-05,23752
