date_obj,Amethyst price
2017-10-13,5963
2017-10-14,5963
2017-10-15,5963
2017-10-16,5963
2017-10-17,5963
2017-10-18,5963
2017-10-19,5963
2017-10-20,5963
2017-10-21,5963
2017-10-22,5963
2017-10-23,5963
2017-10-24,5963
2017-10-25,5963
2017-10-26,5665
2017-10-27,5665
2017-10-28,5665
2017-10-29,5665
2017-10-30,5665
2017-10-31,5665
2017-11-01,5665
2017-11-02,5665
2017-11-03,5665
2017-11-04,5665
2017-11-05,5665
2017-11-06,5665
2017-11-07,5665
2017-11-08,5382
2017-11-09,5382
2017-11-10,5382
2017-11-11,5382
2017-11-12,5382
2017-11-13,5382
2017-11-14,5382
2017-11-15,5382
2017-11-16,5382
2017-11-17,5382
2017-11-18,5382
2017-11-19,5382
2017-11-20,5382
2017-11-21,5113
2017-11-22,5113
2017-11-23,5113
2017-11-24,5113
2017-11-25,5113
2017-11-26,5113
2017-11-27,5113
2017-11-28,5113
2017-11-29,5113
2017-11-30,5113
2017-12-01,5113
2017-12-02,5113
2017-12-03,4858
2017-12-04,4858
2017-12-05,4858
2017-12-06,4858
2017-12-07,4858
2017-12-08,4858
2017-12-09,4858
2017-12-10,4858
2017-12-11,4858
2017-12-12,4858
2017-12-13,4858
2017-12-14,4616
2017-12-15,4616
2017-12-16,4616
2017-12-17,4616
2017-12-18,4616
2017-12-19,4616
2017-12-20,4616
2017-12-21,4616
2017-12-22,4616
2017-12-23,4616
2017-12-24,4616
2017-12-25,4386
2017-12-26,4386
2017-12-27,4386
2017-12-28,4386
2017-12-29,4386
2017-12-30,4386
2017-12-31,4386
2018-01-01,4386
2018-01-02,4386
2018-01-03,4386
2018-01-04,4386
2018-01-05,4166
2018-01-06,4166
2018-01-07,4166
2018-01-08,4166
2018-01-09,4166
2018-01-10,4166
2018-01-11,4166
2018-01-12,4166
2018-01-13,4166
2018-01-14,3959
2018-01-15,3959
2018-01-16,3959
2018-01-17,3959
2018-01-18,3959
2018-01-19,3959
2018-01-20,3959
2018-01-21,3959
2018-01-22,3959
2018-01-23,3762
2018-01-24,3762
2018-01-25,3762
2018-01-26,3762
2018-01-27,3762
2018-01-28,3762
2018-01-29,3762
2018-01-30,3587
2018-01-31,3587
2018-02-01,3587
2018-02-02,3587
2018-02-03,3587
2018-02-04,3587
2018-02-05,3587
2018-02-06,3587
2018-02-07,3587
2018-02-08,3459
2018-02-09,3459
2018-02-10,3459
2018-02-11,3459
2018-02-12,3459
2018-02-13,3459
2018-02-14,3459
2018-02-15,3459
2018-02-16,3570
2018-02-17,3570
2018-02-18,3570
2018-02-19,3570
2018-02-20,3570
2018-02-21,3570
2018-02-22,3570
2018-02-23,3581
2018-02-24,3581
2018-02-25,3581
2018-02-26,3581
2018-02-27,3581
2018-02-28,3581
2018-03-01,3581
2018-03-02,3721
2018-03-03,3721
2018-03-04,3721
2018-03-05,3721
2018-03-06,3721
2018-03-07,3721
2018-03-08,3721
2018-03-09,3699
2018-03-10,3699
2018-03-11,3699
2018-03-12,3699
2018-03-13,3699
2018-03-14,3699
2018-03-15,3699
2018-03-16,3699
2018-03-17,3691
2018-03-18,3691
2018-03-19,3691
2018-03-20,3691
2018-03-22,3691
2018-03-23,3691
2018-03-24,3691
2018-03-25,3596
2018-03-26,3596
2018-03-27,3596
2018-03-28,3596
2018-03-29,3596
2018-03-30,3596
2018-03-31,3596
2018-04-01,3596
2018-04-02,3560
2018-04-03,3560
2018-04-04,3560
2018-04-05,3560
2018-04-06,3560
2018-04-07,3560
2018-04-08,3560
2018-04-09,3560
2018-04-10,3560
2018-04-11,3573
2018-04-12,3573
2018-04-13,3573
2018-04-14,3573
2018-04-15,3573
2018-04-16,3573
2018-04-17,3573
2018-04-18,3573
2018-04-19,3573
2018-04-20,3593
2018-04-21,3593
2018-04-22,3593
2018-04-23,3593
2018-04-24,3593
2018-04-25,3593
2018-04-26,3593
2018-04-27,3593
2018-04-28,3584
2018-04-29,3584
2018-04-30,3584
2018-05-01,3584
2018-05-02,3584
2018-05-03,3584
2018-05-04,3584
2018-05-05,3584
2018-05-06,3588
2018-05-07,3588
2018-05-08,3588
2018-05-09,3588
2018-05-10,3588
2018-05-11,3588
2018-05-12,3588
2018-05-13,3588
2018-05-14,3576
2018-05-15,3576
2018-05-16,3576
2018-05-17,3576
2018-05-18,3576
2018-05-19,3576
2018-05-20,3576
2018-05-21,3576
2018-05-22,3575
2018-05-23,3575
2018-05-24,3575
2018-05-25,3575
2018-05-26,3575
2018-05-27,3575
2018-05-28,3575
2018-05-29,3521
2018-05-30,3521
2018-05-31,3521
2018-06-01,3521
2018-06-02,3521
2018-06-03,3521
2018-06-04,3521
2018-06-05,3513
2018-06-06,3513
2018-06-07,3513
2018-06-08,3513
2018-06-09,3513
2018-06-10,3513
2018-06-11,3513
2018-06-12,3513
2018-06-13,3425
2018-06-14,3425
2018-06-15,3425
2018-06-16,3425
2018-06-17,3425
2018-06-18,3425
2018-06-19,3425
2018-06-20,3425
2018-06-21,3466
2018-06-22,3466
2018-06-23,3466
2018-06-24,3466
2018-06-25,3466
2018-06-26,3466
2018-06-27,3466
2018-06-28,3466
2018-06-29,3550
2018-06-30,3550
2018-07-01,3550
2018-07-02,3550
2018-07-03,3550
2018-07-04,3550
2018-07-05,3550
2018-07-06,3568
2018-07-07,3568
2018-07-08,3568
2018-07-09,3568
2018-07-10,3568
2018-07-11,3568
2018-07-12,3568
2018-07-13,3568
2018-07-14,3568
2018-07-15,3568
2018-07-16,3568
2018-07-17,3568
2018-07-18,3541
2018-07-19,3541
2018-07-20,3541
2018-07-21,3541
2018-07-22,3541
2018-07-23,3541
2018-07-24,3635
2018-07-25,3635
2018-07-26,3635
2018-07-27,3635
2018-07-28,3635
2018-07-29,3635
2018-07-30,3760
2018-07-31,3760
2018-08-01,3760
2018-08-02,3760
2018-08-03,3760
2018-08-04,3760
2018-08-05,3748
2018-08-06,3748
2018-08-07,3748
2018-08-08,3748
2018-08-09,3748
2018-08-10,3748
2018-08-11,3801
2018-08-12,3801
2018-08-14,3801
2018-08-16,3801
2018-08-17,3801
2018-08-18,3803
2018-08-19,3803
2018-08-20,3803
2018-08-21,3803
2018-08-22,3803
2018-08-23,3803
2018-08-24,3828
2018-08-25,3828
2018-08-26,3828
2018-08-27,3828
2018-08-28,3828
2018-08-29,3828
2018-08-30,3985
2018-08-31,3985
2018-09-01,3985
2018-09-02,3985
2018-09-03,3985
2018-09-04,3985
2018-09-05,3995
2018-09-06,3995
2018-09-07,3995
2018-09-08,3995
2018-09-09,3995
2018-09-10,3995
2018-09-11,3995
2018-09-12,4011
2018-09-13,4011
2018-09-14,4011
2018-09-15,4011
2018-09-16,4011
2018-09-17,4011
2018-09-18,4011
2018-09-19,3853
2018-09-20,3853
2018-09-21,3853
2018-09-22,3853
2018-09-23,3853
2018-09-24,3853
2018-09-25,3853
2018-09-26,3720
2018-09-27,3720
2018-09-28,3720
2018-09-29,3720
2018-09-30,3720
2018-10-02,3720
2018-10-03,3610
2018-10-04,3610
2018-10-05,3610
2018-10-06,3610
2018-10-07,3610
2018-10-08,3610
2018-10-09,3636
2018-10-10,3636
2018-10-11,3636
2018-10-12,3636
2018-10-13,3636
2018-10-14,3636
2018-10-15,3689
2018-10-16,3689
2018-10-17,3689
2018-10-18,3689
2018-10-19,3689
2018-10-20,3689
2018-10-21,3689
2018-10-22,3681
2018-10-23,3681
2018-10-24,3681
2018-10-25,3681
2018-10-26,3681
2018-10-27,3681
2018-10-28,3650
2018-10-29,3650
2018-10-30,3650
2018-10-31,3650
2018-11-01,3650
2018-11-03,3657
2018-11-04,3657
2018-11-05,3657
2018-11-06,3657
2018-11-07,3657
2018-11-08,3713
2018-11-09,3713
2018-11-10,3713
2018-11-11,3713
2018-11-12,3713
2018-11-13,3717
2018-11-14,3717
2018-11-15,3717
2018-11-16,3717
2018-11-17,3717
2018-11-18,3750
2018-11-19,3750
2018-11-20,3750
2018-11-21,3750
2018-11-22,3750
2018-11-23,3844
2018-11-24,3844
2018-11-25,3844
2018-11-26,3844
2018-11-27,3799
2018-11-28,3799
2018-11-29,3799
2018-12-01,3749
2018-12-02,3749
2018-12-03,3749
2018-12-04,3749
2018-12-05,3749
2018-12-07,3672
2018-12-09,3672
2018-12-10,3672
2018-12-11,3638
2018-12-12,3638
2018-12-13,3638
2018-12-14,3638
2018-12-15,3661
2018-12-16,3661
2018-12-17,3661
2018-12-18,3661
2018-12-19,3661
2018-12-20,3634
2018-12-21,3634
2018-12-22,3634
2018-12-23,3634
2018-12-24,3634
2018-12-25,3614
2018-12-26,3614
2018-12-27,3614
2018-12-28,3614
2018-12-29,3616
2018-12-30,3616
2018-12-31,3616
2019-01-01,3616
2019-01-02,3616
2019-01-03,3649
2019-01-04,3649
2019-01-05,3649
2019-01-06,3649
2019-01-08,3619
2019-01-10,3619
2019-01-11,3534
2019-01-12,3534
2019-01-13,3534
2019-01-14,3534
2019-01-15,3376
2019-01-16,3376
2019-01-17,3376
2019-01-18,3376
2019-01-19,3396
2019-01-20,3396
2019-01-21,3396
2019-01-22,3396
2019-01-23,3462
2019-01-24,3462
2019-01-25,3462
2019-01-26,3462
2019-01-27,3502
2019-01-28,3502
2019-01-29,3502
2019-01-30,3502
2019-01-31,3511
2019-02-01,3511
2019-02-02,3511
2019-02-03,3573
2019-02-04,3573
2019-02-05,3573
2019-02-06,3573
2019-02-07,3592
2019-02-08,3592
2019-02-09,3592
2019-02-10,3592
2019-02-11,3564
2019-02-12,3564
2019-02-13,3564
2019-02-14,3564
2019-02-15,3583
2019-02-16,3583
2019-02-17,3583
2019-02-18,3583
2019-02-19,3605
2019-02-20,3605
2019-02-21,3605
2019-02-22,3605
2019-02-23,3612
2019-02-24,3612
2019-02-25,3612
2019-02-26,3612
2019-02-27,3605
2019-02-28,3605
2019-03-01,3605
2019-03-02,3605
2019-03-03,3573
2019-03-04,3573
2019-03-05,3573
2019-03-06,3589
2019-03-07,3589
2019-03-08,3589
2019-03-09,3589
2019-03-10,3590
2019-03-11,3590
2019-03-12,3590
2019-03-13,3590
2019-03-14,3551
2019-03-15,3551
2019-03-16,3551
2019-03-17,3501
2019-03-18,3501
2019-03-19,3501
2019-03-20,3501
2019-03-21,3431
2019-03-22,3431
2019-03-23,3431
2019-03-24,3407
2019-03-25,3407
2019-03-26,3407
2019-03-27,3407
2019-03-28,3424
2019-03-29,3424
2019-03-30,3424
2019-03-31,3424
2019-04-01,3458
2019-04-02,3458
2019-04-03,3458
2019-04-04,3458
2019-04-05,3465
2019-04-06,3465
2019-04-07,3465
2019-04-08,3465
2019-04-09,3430
2019-04-10,3430
2019-04-11,3430
2019-04-12,3430
2019-04-13,3403
2019-04-14,3403
2019-04-15,3403
2019-04-16,3403
2019-04-17,3369
2019-04-18,3369
2019-04-19,3369
2019-04-20,3369
2019-04-21,3387
2019-04-22,3387
2019-04-23,3387
2019-04-24,3387
2019-04-25,3390
2019-04-26,3390
2019-04-27,3390
2019-04-28,3390
2019-04-29,3381
2019-04-30,3381
2019-05-01,3381
2019-05-02,3381
2019-05-03,3399
2019-05-04,3399
2019-05-05,3399
2019-05-06,3399
2019-05-07,3434
2019-05-08,3434
2019-05-09,3434
2019-05-10,3434
2019-05-11,3459
2019-05-12,3459
2019-05-13,3532
2019-05-14,3532
2019-05-15,3532
2019-05-16,3532
2019-05-17,3555
2019-05-18,3555
2019-05-19,3555
2019-05-20,3526
2019-05-21,3526
2019-05-22,3526
2019-05-23,3526
2019-05-24,3526
2019-05-25,3521
2019-05-26,3521
2019-05-27,3521
2019-05-28,3521
2019-05-29,3492
2019-05-30,3492
2019-05-31,3492
2019-06-01,3492
2019-06-02,3515
2019-06-03,3515
2019-06-04,3515
2019-06-05,3515
2019-06-06,3540
2019-06-07,3540
2019-06-08,3540
2019-06-09,3540
2019-06-10,3507
2019-06-11,3507
2019-06-12,3507
2019-06-13,3507
2019-06-14,3476
2019-06-15,3476
2019-06-16,3476
2019-06-17,3476
2019-06-18,3497
2019-06-19,3497
2019-06-20,3497
2019-06-21,3497
2019-06-22,3457
2019-06-23,3457
2019-06-24,3457
2019-06-25,3457
2019-06-26,3443
2019-06-27,3443
2019-06-28,3443
2019-06-29,3443
2019-06-30,3439
2019-07-01,3439
2019-07-02,3439
2019-07-03,3439
2019-07-04,3461
2019-07-05,3461
2019-07-06,3461
2019-07-07,3461
2019-07-08,3507
2019-07-09,3507
2019-07-10,3507
2019-07-11,3507
2019-07-12,3536
2019-07-13,3536
2019-07-14,3536
2019-07-15,3536
2019-07-16,3564
2019-07-17,3564
2019-07-18,3564
2019-07-19,3564
2019-07-20,3581
2019-07-21,3581
2019-07-22,3581
2019-07-23,3581
2019-07-24,3531
2019-07-25,3531
2019-07-26,3531
2019-07-27,3531
2019-07-28,3418
2019-07-29,3418
2019-07-30,3418
2019-07-31,3418
2019-08-01,3378
2019-08-02,3378
2019-08-03,3378
2019-08-04,3378
2019-08-05,3384
2019-08-06,3384
2019-08-07,3384
2019-08-08,3384
2019-08-09,3384
2019-08-10,3384
2019-08-11,3384
2019-08-12,3384
2019-08-13,3384
2019-08-14,3374
2019-08-15,3374
2019-08-16,3374
2019-08-17,3374
2019-08-18,3383
2019-08-19,3383
2019-08-20,3383
2019-08-21,3383
2019-08-22,3416
2019-08-23,3416
2019-08-24,3416
2019-08-24,3416
2019-08-25,3416
2019-08-25,3416
2019-08-26,3393
2019-08-27,3393
2019-08-27,3393
2019-08-28,3393
2019-08-29,3393
2019-08-30,3432
2019-08-31,3432
2019-09-01,3432
2019-09-02,3432
2019-09-03,3441
2019-09-04,3441
2019-09-05,3441
2019-09-06,3441
2019-09-07,3438
2019-09-08,3438
2019-09-09,3438
2019-09-10,3438
2019-09-11,3430
2019-09-12,3430
2019-09-13,3430
2019-09-14,3430
2019-09-15,3385
2019-09-16,3385
2019-09-17,3385
2019-09-18,3346
2019-09-19,3346
2019-09-20,3346
2019-09-21,3346
2019-09-22,3420
2019-09-23,3420
2019-09-24,3420
2019-09-25,3420
2019-09-26,3442
2019-09-27,3442
2019-09-28,3442
2019-09-29,3442
2019-09-30,3442
2019-10-01,3452
2019-10-02,3452
2019-10-03,3452
2019-10-04,3452
2019-10-05,3452
2019-10-06,3510
2019-10-07,3510
2019-10-08,3510
2019-10-09,3510
2019-10-10,3510
2019-10-11,3495
2019-10-12,3495
2019-10-13,3495
2019-10-14,3527
2019-10-15,3527
2019-10-16,3527
2019-10-17,3527
2019-10-18,3527
2019-10-19,3527
2019-10-20,3527
2019-10-21,3527
2019-10-22,3552
2019-10-23,3552
2019-10-24,3552
2019-10-25,3552
2019-10-26,3552
2019-10-27,3552
2019-10-28,3552
2019-10-29,3552
2019-10-30,3527
2019-10-31,3527
2019-11-01,3527
2019-11-02,3464
2019-11-03,3464
2019-11-04,3464
2019-11-05,3464
2019-11-06,3489
2019-11-07,3489
2019-11-08,3489
2019-11-09,3489
2019-11-10,3509
2019-11-11,3509
2019-11-12,3509
2019-11-13,3509
2019-11-14,3509
2019-11-15,3509
2019-11-16,3509
2019-11-17,3509
2019-11-18,3557
2019-11-19,3557
2019-11-20,3557
2019-11-21,3557
2019-11-22,3557
2019-11-23,3544
2019-11-24,3544
2019-11-25,3544
2019-11-26,3544
2019-11-27,3532
2019-11-28,3532
2019-11-29,3532
2019-11-30,3532
2019-12-01,3501
2019-12-02,3501
2019-12-03,3501
2019-12-04,3501
2019-12-05,3501
2019-12-06,3510
2019-12-07,3510
2019-12-08,3510
2019-12-09,3510
2019-12-10,3492
2019-12-11,3492
2019-12-12,3492
2019-12-13,3492
2019-12-14,3492
2019-12-15,3558
2019-12-16,3558
2019-12-17,3558
2019-12-18,3558
2019-12-19,3558
2019-12-20,3609
2019-12-21,3609
2019-12-22,3609
2019-12-23,3609
2019-12-24,3572
2019-12-25,3572
2019-12-26,3572
2019-12-27,3600
2019-12-28,3600
2019-12-29,3600
2019-12-30,3600
2019-12-31,3653
2020-01-01,3653
2020-01-02,3653
2020-01-03,3653
2020-01-04,3698
2020-01-05,3698
2020-01-06,3698
2020-01-07,3698
2020-01-08,3749
2020-01-09,3749
2020-01-10,3749
2020-01-11,3710
2020-01-12,3710
2020-01-13,3710
2020-01-14,3710
2020-01-15,3770
2020-01-16,3770
2020-01-17,3770
2020-01-18,3770
2020-01-19,3784
2020-01-20,3784
2020-01-21,3784
2020-01-22,3784
2020-01-23,3757
2020-01-24,3757
2020-01-25,3757
2020-01-26,3734
2020-01-27,3734
2020-01-28,3734
2020-01-29,3734
2020-01-30,3763
2020-01-31,3763
2020-02-01,3763
2020-02-02,3755
2020-02-03,3755
2020-02-04,3755
2020-02-05,3755
2020-02-06,3769
2020-02-07,3769
2020-02-08,3769
2020-02-09,3769
2020-02-10,3768
2020-02-11,3768
2020-02-12,3768
2020-02-13,3768
2020-02-14,3745
2020-02-15,3745
2020-02-16,3745
2020-02-17,3745
2020-02-18,3782
2020-02-19,3782
2020-02-20,3782
2020-02-21,3782
2020-02-22,3727
2020-02-23,3727
2020-02-24,3727
2020-02-25,3646
2020-02-26,3646
2020-02-27,3646
2020-02-28,3725
2020-02-29,3725
2020-03-01,3725
2020-03-02,3725
2020-03-03,3730
2020-03-04,3730
2020-03-05,3730
2020-03-06,3730
2020-03-07,3734
2020-03-08,3734
2020-03-09,3734
2020-03-10,3735
2020-03-11,3735
2020-03-12,3735
2020-03-13,3735
2020-03-14,3699
2020-03-15,3699
2020-03-16,3699
2020-03-17,3664
2020-03-18,3664
2020-03-19,3664
2020-03-20,3685
2020-03-21,3685
2020-03-22,3776
2020-03-23,3776
2020-03-24,3776
2020-03-25,3864
2020-03-26,3864
2020-03-27,3879
2020-03-28,3879
2020-03-29,3747
2020-03-30,3747
2020-03-31,3712
2020-04-01,3712
2020-04-02,3670
2020-04-03,3670
2020-04-04,3670
2020-04-05,3652
2020-04-06,3652
2020-04-07,3619
2020-04-08,3619
2020-04-09,3567
2020-04-10,3567
2020-04-11,3598
2020-04-12,3598
2020-04-13,3598
2020-04-14,3634
2020-04-15,3634
2020-04-16,3633
2020-04-17,3633
2020-04-18,3654
2020-04-19,3654
2020-04-20,3702
2020-04-21,3702
2020-04-22,3712
2020-04-23,3712
2020-04-24,3712
2020-04-25,3660
2020-04-26,3660
2020-04-27,3657
2020-04-28,3657
2020-04-29,3697
2020-04-30,3697
2020-05-01,3723
2020-05-02,3723
2020-05-03,3732
2020-05-04,3732
2020-05-05,3727
2020-05-06,3727
2020-05-07,3726
2020-05-08,3726
2020-05-09,3682
2020-05-10,3682
2020-05-11,3682
2020-05-12,3658
2020-05-13,3658
