date_obj,Snapdragon%20seed price
2019-04-03,53904
2019-04-04,53837
2019-04-05,53428
2019-04-06,52435
2019-04-07,50820
2019-04-08,50845
2019-04-09,51262
2019-04-10,52085
2019-04-11,52708
2019-04-12,53277
2019-04-13,52965
2019-04-14,52488
2019-04-15,52651
2019-04-16,52419
2019-04-17,52144
2019-04-18,51803
2019-04-19,51514
2019-04-20,50773
2019-04-21,50618
2019-04-22,49934
2019-04-23,48663
2019-04-24,48798
2019-04-25,48662
2019-04-26,48087
2019-04-27,47597
2019-04-28,46641
2019-04-29,46149
2019-04-30,45964
2019-05-01,46318
2019-05-02,47167
2019-05-03,48065
2019-05-04,48458
2019-05-05,49208
2019-05-06,49714
2019-05-07,50343
2019-05-08,51236
2019-05-09,52439
2019-05-10,53056
2019-05-11,52624
2019-05-12,51712
2019-05-13,51609
2019-05-14,51803
2019-05-15,51923
2019-05-16,52205
2019-05-17,52316
2019-05-18,50783
2019-05-19,50407
2019-05-20,50621
2019-05-21,50846
2019-05-22,50120
2019-05-23,50094
2019-05-24,49726
2019-05-25,47869
2019-05-26,46409
2019-05-27,46472
2019-05-28,47122
2019-05-29,47675
2019-05-30,48160
2019-05-31,47566
2019-06-01,45999
2019-06-02,43934
2019-06-03,44951
2019-06-04,46666
2019-06-05,48052
2019-06-06,48958
2019-06-07,49185
2019-06-08,48391
2019-06-09,47267
2019-06-10,47068
2019-06-11,46811
2019-06-12,47234
2019-06-13,47512
2019-06-14,47391
2019-06-15,47180
2019-06-16,47109
2019-06-17,48090
2019-06-18,49191
2019-06-19,49974
2019-06-20,50717
2019-06-21,50931
2019-06-22,50910
2019-06-23,50229
2019-06-24,49194
2019-06-25,48614
2019-06-26,48523
2019-06-27,48872
2019-06-28,49250
2019-06-29,49337
2019-06-30,49889
2019-07-01,50441
2019-07-02,50299
2019-07-03,50048
2019-07-04,50048
2019-07-05,49541
2019-07-06,48923
2019-07-07,49021
2019-07-08,49334
2019-07-09,49723
2019-07-10,49972
2019-07-11,50187
2019-07-12,50477
2019-07-13,50073
2019-07-14,49516
2019-07-15,49421
2019-07-16,49709
2019-07-17,50573
2019-07-18,52102
2019-07-19,52887
2019-07-20,53880
2019-07-21,53967
2019-07-22,54500
2019-07-23,55288
2019-07-24,55685
2019-07-25,56504
2019-07-26,57476
2019-07-27,57968
2019-07-28,57620
2019-07-29,56657
2019-07-30,57129
2019-07-31,57755
2019-08-01,57466
2019-08-02,55668
2019-08-03,53160
2019-08-04,53560
2019-08-05,53955
2019-08-06,55217
2019-08-07,56767
2019-08-08,57218
2019-08-09,57700
2019-08-10,58164
2019-08-11,58653
2019-08-12,58165
2019-08-13,57830
2019-08-14,58464
2019-08-15,59404
2019-08-16,60169
2019-08-17,59362
2019-08-18,58847
2019-08-19,58294
2019-08-20,58367
2019-08-21,59037
2019-08-22,59394
2019-08-23,59859
2019-08-24,59286
2019-08-24,59286
2019-08-25,59259
2019-08-25,59259
2019-08-26,59806
2019-08-26,59806
2019-08-27,61014
2019-08-27,61014
2019-08-28,62525
2019-08-29,63510
2019-08-30,63510
2019-08-31,62166
2019-09-01,61068
2019-09-02,60542
2019-09-03,60694
2019-09-04,61018
2019-09-05,61940
2019-09-06,61473
2019-09-07,61799
2019-09-08,62281
2019-09-09,62940
2019-09-10,63507
2019-09-11,65261
2019-09-12,66174
2019-09-13,66623
2019-09-14,64345
2019-09-15,62345
2019-09-16,61825
2019-09-17,62546
2019-09-18,63282
2019-09-19,64102
2019-09-20,64523
2019-09-21,63862
2019-09-22,62295
2019-09-23,61668
2019-09-24,61652
2019-09-25,62374
2019-09-26,62839
2019-09-27,63017
2019-09-28,62204
2019-09-29,61858
2019-09-30,61771
2019-10-01,62797
2019-10-02,64136
2019-10-03,65592
2019-10-04,64601
2019-10-05,64105
2019-10-06,64779
2019-10-07,65748
2019-10-08,66968
2019-10-09,67315
2019-10-10,68540
2019-10-11,68750
2019-10-12,68688
2019-10-13,68123
2019-10-14,67937
2019-10-15,68022
2019-10-16,67775
2019-10-17,67244
2019-10-18,66426
2019-10-19,65631
2019-10-20,65492
2019-10-21,65623
2019-10-22,65805
2019-10-23,65847
2019-10-24,65301
2019-10-25,64698
2019-10-26,64130
2019-10-27,63787
2019-10-28,63453
2019-10-29,63954
2019-10-30,64352
2019-10-31,64736
2019-11-01,64497
2019-11-02,63561
2019-11-03,62981
2019-11-04,63383
2019-11-05,63474
2019-11-06,64067
2019-11-07,63919
2019-11-08,63536
2019-11-09,63078
2019-11-10,62366
2019-11-11,62784
2019-11-12,64223
2019-11-13,65255
2019-11-14,66278
2019-11-15,66104
2019-11-16,65928
2019-11-17,66790
2019-11-18,66235
2019-11-19,66910
2019-11-20,66898
2019-11-21,67247
2019-11-22,66329
2019-11-23,65384
2019-11-24,64268
2019-11-25,62723
2019-11-26,62571
2019-11-27,62128
2019-11-28,61913
2019-11-29,61905
2019-11-30,61389
2019-12-01,60703
2019-12-02,60614
2019-12-03,60275
2019-12-04,61856
2019-12-05,63663
2019-12-06,64169
2019-12-07,64921
2019-12-08,65184
2019-12-09,65206
2019-12-10,65240
2019-12-11,66118
2019-12-12,66311
2019-12-13,66511
2019-12-14,66620
2019-12-15,65796
2019-12-16,65538
2019-12-17,65016
2019-12-18,65280
2019-12-19,64457
2019-12-20,63653
2019-12-21,62030
2019-12-22,60751
2019-12-23,59620
2019-12-24,59174
2019-12-25,58488
2019-12-26,57564
2019-12-27,55582
2019-12-28,54098
2019-12-29,54183
2019-12-30,54167
2019-12-31,54863
2020-01-01,57019
2020-01-02,58881
2020-01-03,59433
2020-01-04,59619
2020-01-05,60017
2020-01-06,60807
2020-01-07,62861
2020-01-08,63229
2020-01-09,63815
2020-01-10,65031
2020-01-11,65179
2020-01-12,66214
2020-01-13,66609
2020-01-14,66783
2020-01-15,66679
2020-01-16,66636
2020-01-17,65991
2020-01-18,64467
2020-01-19,64586
2020-01-20,65052
2020-01-21,65018
2020-01-22,65196
2020-01-23,65879
2020-01-24,66620
2020-01-25,66215
2020-01-26,65674
2020-01-27,66297
2020-01-28,67165
2020-01-29,68108
2020-01-30,67533
2020-01-31,66759
2020-02-01,65903
2020-02-02,64877
2020-02-03,64925
2020-02-04,65024
2020-02-05,65116
2020-02-06,64968
2020-02-07,67295
2020-02-08,69061
2020-02-09,71442
2020-02-10,74010
2020-02-11,75684
2020-02-12,75127
2020-02-13,74035
2020-02-14,72431
2020-02-15,69900
2020-02-16,68785
2020-02-17,69083
2020-02-18,71393
2020-02-19,72436
2020-02-20,73186
2020-02-21,73428
2020-02-22,74046
2020-02-23,73683
2020-02-24,74940
2020-02-25,75812
2020-02-26,76144
2020-02-27,77268
2020-02-28,77482
2020-02-29,76658
2020-03-01,74241
2020-03-02,74279
2020-03-03,75279
2020-03-04,76748
2020-03-05,78397
2020-03-06,79262
2020-03-07,78210
2020-03-08,76718
2020-03-09,75381
2020-03-10,75642
2020-03-11,76190
2020-03-12,77059
2020-03-13,76821
2020-03-14,77381
2020-03-15,77728
2020-03-16,79929
2020-03-17,81753
2020-03-18,84381
2020-03-19,87416
2020-03-20,87760
2020-03-21,84972
2020-03-22,81916
2020-03-23,81031
2020-03-24,80731
2020-03-25,81472
2020-03-26,82341
2020-03-27,84118
2020-03-28,85461
2020-03-29,86480
2020-03-30,88364
2020-03-31,88220
2020-04-01,87593
2020-04-02,86402
2020-04-03,85239
2020-04-04,85782
2020-04-05,86762
2020-04-06,87742
2020-04-07,87572
2020-04-08,84306
2020-04-09,80379
2020-04-10,78147
2020-04-11,78395
2020-04-12,78045
2020-04-13,77211
2020-04-14,77770
2020-04-15,80607
2020-04-16,83340
2020-04-17,85744
2020-04-18,85117
2020-04-19,83422
2020-04-20,84110
2020-04-21,85840
2020-04-22,87742
2020-04-23,87983
2020-04-24,86753
2020-04-25,83164
2020-04-26,80361
2020-04-27,79411
2020-04-28,80191
2020-04-29,80899
2020-04-30,82116
2020-05-01,82456
2020-05-02,82453
2020-05-03,80920
2020-05-04,79778
2020-05-05,78999
2020-05-06,78493
2020-05-07,77670
2020-05-08,76827
2020-05-09,75141
2020-05-10,73860
2020-05-11,72002
2020-05-12,70188
2020-05-13,68974
