date_obj,Rune%20helm%20(h5) price
2015-03-26,36110
2015-03-27,36110
2015-03-28,34471
2015-03-29,32855
2015-03-30,31536
2015-03-31,30005
2015-04-01,29212
2015-04-02,28650
2015-04-03,28051
2015-04-04,27185
2015-04-05,25954
2015-04-06,25529
2015-04-07,24856
2015-04-08,24057
2015-04-09,23386
2015-04-10,22606
2015-04-11,22404
2015-04-12,21461
2015-04-13,20745
2015-04-14,20454
2015-04-15,20773
2015-04-16,20955
2015-04-17,21123
2015-04-18,20849
2015-04-19,21226
2015-04-20,21226
2015-04-21,21824
2015-04-22,22171
2015-04-23,22117
2015-04-24,22154
2015-04-25,22231
2015-04-26,21932
2015-04-27,21529
2015-04-28,21459
2015-04-29,21459
2015-04-30,21825
2015-05-01,22808
2015-05-02,23949
2015-05-03,25147
2015-05-04,26405
2015-05-05,27726
2015-05-06,29093
2015-05-07,29833
2015-05-08,31008
2015-05-09,32071
2015-05-10,32833
2015-05-11,33188
2015-05-12,33296
2015-05-13,34316
2015-05-14,34268
2015-05-15,33427
2015-05-16,31793
2015-05-17,30203
2015-05-18,28692
2015-05-19,27340
2015-05-20,27340
2015-05-21,26522
2015-05-22,25222
2015-05-23,25089
2015-05-24,24923
2015-05-25,25107
2015-05-26,25239
2015-05-27,25684
2015-05-28,25879
2015-05-29,26535
2015-05-30,27542
2015-05-31,28622
2015-06-01,28835
2015-06-02,28835
2015-06-03,28438
2015-06-04,28438
2015-06-05,27393
2015-06-06,26799
2015-06-07,25914
2015-06-08,25914
2015-06-09,24953
2015-06-10,24020
2015-06-11,23617
2015-06-12,23617
2015-06-13,23015
2015-06-14,22579
2015-06-15,21981
2015-06-16,21256
2015-06-17,21999
2015-06-18,21944
2015-06-19,21899
2015-06-20,21988
2015-06-21,22904
2015-06-22,23488
2015-06-23,23393
2015-06-24,23364
2015-06-25,23925
2015-06-26,24521
2015-06-27,24521
2015-06-28,24483
2015-06-29,24483
2015-06-30,24045
2015-07-01,23262
2015-07-02,23262
2015-07-03,22845
2015-07-04,23170
2015-07-05,23310
2015-07-06,23393
2015-07-07,23294
2015-07-08,23712
2015-07-09,23712
2015-07-10,23301
2015-07-11,23301
2015-07-12,22780
2015-07-13,22389
2015-07-14,22039
2015-07-15,22016
2015-07-16,21979
2015-07-17,21676
2015-07-18,21599
2015-07-19,21188
2015-07-20,20845
2015-07-21,21228
2015-07-22,20973
2015-07-23,20973
2015-07-24,20863
2015-07-25,21444
2015-07-26,22227
2015-07-27,22750
2015-07-28,23888
2015-07-29,24663
2015-07-30,25020
2015-07-31,25538
2015-08-01,25519
2015-08-02,26677
2015-08-03,28011
2015-08-04,28608
2015-08-05,28022
2015-08-06,26620
2015-08-07,26841
2015-08-08,26578
2015-08-09,26529
2015-08-10,26889
2015-08-11,28157
2015-08-12,28157
2015-08-13,28538
2015-08-14,28974
2015-08-15,29912
2015-08-16,30606
2015-08-17,30195
2015-08-18,30093
2015-08-19,29618
2015-08-20,29015
2015-08-21,28957
2015-08-22,29193
2015-08-23,29478
2015-08-24,29411
2015-08-25,29411
2015-08-26,29101
2015-08-27,29040
2015-08-28,28978
2015-08-29,28949
2015-08-30,28831
2015-08-31,28825
2015-09-01,28373
2015-09-02,28373
2015-09-03,28138
2015-09-04,28021
2015-09-05,28021
2015-09-06,28341
2015-09-07,28538
2015-09-08,28872
2015-09-09,29391
2015-09-10,29720
2015-09-11,31103
2015-09-12,31657
2015-09-13,31653
2015-09-14,31783
2015-09-15,32188
2015-09-16,32147
2015-09-17,32292
2015-09-18,31804
2015-09-19,31674
2015-09-20,30785
2015-09-21,30549
2015-09-22,30419
2015-09-23,30214
2015-09-24,30243
2015-09-25,29944
2015-09-27,30690
2015-09-28,30209
2015-09-29,30674
2015-09-30,30063
2015-10-05,27108
2015-10-06,26271
2015-10-07,25544
2015-10-08,24945
2015-10-09,24668
2015-10-10,24668
2015-10-11,24838
2015-10-12,24492
2015-10-13,24233
2015-10-14,24535
2015-10-15,24453
2015-10-16,24500
2015-10-17,24769
2015-10-18,24496
2015-10-19,24496
2015-10-20,24748
2015-10-22,25120
2015-10-23,25095
2015-10-24,25206
2015-10-25,25219
2015-10-26,25624
2015-10-27,26856
2015-10-29,27535
2015-10-30,26981
2015-10-31,26844
2015-11-01,26844
2015-11-02,26635
2015-11-03,26227
2015-11-04,25902
2015-11-05,25738
2015-11-06,25306
2015-11-07,25024
2015-11-08,25024
2015-11-09,24825
2015-11-10,24606
2015-11-11,24678
2015-11-12,24328
2015-11-13,24284
2015-11-14,24043
2015-11-15,23865
2015-11-16,23268
2015-11-17,23303
2015-11-18,23609
2015-11-19,23583
2015-11-20,23572
2015-11-21,23572
2015-11-22,23639
2015-11-23,24114
2015-11-24,24269
2015-11-25,24740
2015-11-26,25720
2015-11-27,26585
2015-11-28,26593
2015-11-29,26764
2015-11-30,26306
2015-12-01,26438
2015-12-02,27271
2015-12-03,27998
2015-12-04,28736
2015-12-05,29855
2015-12-06,30528
2015-12-07,31126
2015-12-08,31070
