date_obj,Guthix%20bracers price
2015-07-29,5807
2015-07-30,5943
2015-07-31,5943
2015-08-01,5917
2015-08-02,5640
2015-08-03,5390
2015-08-04,5193
2015-08-05,5122
2015-08-06,5076
2015-08-07,4950
2015-08-08,4726
2015-08-09,4489
2015-08-10,4368
2015-08-11,4430
2015-08-12,4430
2015-08-13,4333
2015-08-14,4226
2015-08-15,4072
2015-08-16,4133
2015-08-17,4018
2015-08-18,3895
2015-08-19,3979
2015-08-20,4030
2015-08-21,4020
2015-08-22,4013
2015-08-23,4052
2015-08-24,4076
2015-08-25,4076
2015-08-26,4109
2015-08-27,4133
2015-08-28,4195
2015-08-29,4357
2015-08-30,4434
2015-08-31,4448
2015-09-01,4463
2015-09-02,4463
2015-09-03,4556
2015-09-04,4614
2015-09-05,4614
2015-09-06,4532
2015-09-07,4454
2015-09-08,4347
2015-09-09,4273
2015-09-10,4242
2015-09-11,4291
2015-09-12,4291
2015-09-13,4287
2015-09-14,4206
2015-09-15,4264
2015-09-16,4264
2015-09-17,4391
2015-09-18,4391
2015-09-19,4309
2015-09-20,4452
2015-09-21,4465
2015-09-22,4371
2015-09-23,4285
2015-09-24,4285
2015-09-25,4332
2015-09-27,4189
2015-09-28,4163
2015-09-29,4163
2015-09-30,4195
2015-10-05,4880
2015-10-06,5025
2015-10-07,5139
2015-10-08,5299
2015-10-09,5409
2015-10-10,5409
2015-10-11,5649
2015-10-12,5664
2015-10-13,5664
2015-10-14,5754
2015-10-15,5634
2015-10-16,5520
2015-10-17,5520
2015-10-18,5363
2015-10-19,5209
2015-10-20,5081
2015-10-22,4974
2015-10-23,4861
2015-10-24,4783
2015-10-25,4897
2015-10-26,5026
2015-10-27,5026
2015-10-29,4971
2015-10-30,4971
2015-10-31,4929
2015-11-01,4929
2015-11-02,4951
2015-11-03,4879
2015-11-04,4879
2015-11-05,4760
2015-11-06,4760
2015-11-07,4781
2015-11-08,4781
2015-11-09,4672
2015-11-10,4527
2015-11-11,4428
2015-11-12,4428
2015-11-13,4449
2015-11-14,4449
2015-11-15,4374
2015-11-16,4374
2015-11-17,4450
2015-11-18,4450
2015-11-19,4508
2015-11-20,4662
2015-11-21,4662
2015-11-22,4761
2015-11-23,4761
2015-11-24,4795
2015-11-25,4773
2015-11-26,4773
2015-11-27,4580
2015-11-28,4559
2015-11-29,4649
2015-11-30,4578
2015-12-01,4642
2015-12-02,4613
2015-12-03,4633
2015-12-04,4633
2015-12-05,4627
2015-12-06,4533
2015-12-07,4489
2015-12-08,4526
2015-12-09,4516
2015-12-10,4532
2015-12-11,4534
2015-12-12,4630
2015-12-13,4626
2015-12-14,4626
2015-12-15,4676
2015-12-16,4711
2015-12-17,4711
2015-12-18,4638
2015-12-19,4567
2015-12-20,4444
2015-12-21,4393
2015-12-22,4389
2015-12-23,4313
2015-12-24,4313
2015-12-25,4231
2015-12-26,4177
2015-12-27,4064
2015-12-28,4103
2015-12-29,4198
2015-12-30,4267
2015-12-31,4208
2016-01-01,4048
2016-01-02,3990
2016-01-03,4026
2016-01-04,4067
2016-01-05,4042
2016-01-06,4041
2016-01-07,3980
2016-01-08,4004
2016-01-09,4016
2016-01-10,4041
2016-01-11,3988
2016-01-12,4013
2016-01-13,4005
2016-01-14,4066
2016-01-15,4189
2016-01-16,4231
2016-01-17,4222
2016-01-18,4285
2016-01-19,4370
2016-01-20,4319
2016-01-21,4361
2016-01-22,4354
2016-01-23,4315
2016-01-24,4380
2016-01-25,4333
2016-01-26,4326
2016-01-27,4339
2016-01-28,4339
2016-01-29,4209
2016-01-30,4209
2016-01-31,4185
2016-02-01,4040
2016-02-02,3922
2016-02-03,3829
2016-02-04,3742
2016-02-05,3726
2016-02-06,3694
2016-02-07,3733
2016-02-08,3695
2016-02-09,3709
2016-02-10,3558
2016-02-11,3521
2016-02-12,3432
2016-02-13,3487
2016-02-14,3604
2016-02-15,3617
2016-02-16,3730
2016-02-17,3847
2016-02-18,3847
2016-02-19,3951
2016-02-20,4148
2016-02-21,4356
2016-02-22,4557
2016-02-23,4785
2016-02-24,5025
2016-02-25,5277
2016-02-26,5514
2016-02-27,5741
2016-02-28,5965
2016-02-29,6239
2016-03-01,6207
2016-03-02,6195
2016-03-03,6145
2016-03-04,6196
2016-03-05,6166
2016-03-06,5952
2016-03-07,5817
2016-03-08,5750
2016-03-09,5617
2016-03-10,5553
2016-03-11,5410
2016-03-12,5163
2016-03-13,4917
2016-03-14,4734
2016-03-15,4546
2016-03-16,4548
2016-03-17,4497
2016-03-18,4425
2016-03-19,4556
2016-03-20,4703
2016-03-21,4769
2016-03-22,4960
2016-03-23,5114
2016-03-24,5275
2016-03-25,5377
2016-03-26,5581
2016-03-27,5777
2016-03-28,5910
2016-03-29,6154
2016-03-30,6154
2016-03-31,6103
2016-04-01,6002
2016-04-02,5924
2016-04-03,5700
2016-04-04,5489
2016-04-05,5367
2016-04-06,5295
2016-04-07,5204
2016-04-08,4949
2016-04-09,4766
2016-04-10,4607
2016-04-11,4607
2016-04-12,4418
2016-04-13,4270
2016-04-14,4110
2016-04-15,4125
2016-04-16,4214
2016-04-17,4147
2016-04-18,4215
2016-04-19,4296
2016-04-20,4401
2016-04-21,4474
2016-04-22,4474
2016-04-23,4377
2016-04-24,4356
2016-04-25,4437
2016-04-26,4503
2016-04-27,4428
2016-04-28,4363
2016-04-29,4287
2016-04-30,4235
2016-05-01,4333
2016-05-02,4389
2016-05-03,4359
2016-05-04,4153
2016-05-05,4237
2016-05-06,4237
2016-05-07,4311
2016-05-08,4205
2016-05-09,4299
2016-05-10,4207
2016-05-11,4063
2016-05-12,4169
2016-05-13,4308
2016-05-14,4327
2016-05-15,4442
2016-05-16,4497
2016-05-17,4690
2016-05-18,4586
2016-05-19,4408
2016-05-22,3800
2016-05-23,3642
2016-05-24,3549
2016-05-25,3635
2016-05-26,3758
2016-05-27,3912
2016-05-28,4077
2016-05-29,4218
2016-05-30,4218
2016-05-31,4349
2016-06-01,4565
2016-06-02,4794
2016-06-03,4988
2016-06-04,5129
2016-06-05,5230
2016-06-06,5375
2016-06-07,5375
2016-06-08,5190
2016-06-09,5135
2016-06-10,5047
2016-06-11,5231
2016-06-12,5299
2016-06-13,5389
2016-06-14,5507
2016-06-15,5783
2016-06-16,6071
2016-06-17,6359
2016-06-18,6606
2016-06-19,6677
2016-06-20,6828
2016-06-21,7006
2016-06-22,7225
2016-06-23,7494
2016-06-24,7804
2016-06-25,8151
2016-06-26,8210
2016-06-27,8226
2016-06-28,8189
2016-06-29,7952
2016-06-30,7678
2016-07-01,7294
2016-07-02,6958
2016-07-03,6610
2016-07-04,6279
2016-07-05,6008
2016-07-06,5862
2016-07-07,5830
2016-07-08,5805
2016-07-09,5623
2016-07-10,5555
2016-07-11,5511
2016-07-12,5585
2016-07-13,5541
2016-07-14,5435
2016-07-15,5323
2016-07-16,5237
2016-07-17,5180
2016-07-18,5187
2016-07-23,4663
2016-07-24,4646
2016-07-25,4660
2016-07-26,4684
2016-07-27,4612
2016-07-28,4553
2016-07-29,4480
2016-07-30,4413
2016-07-31,4338
2016-08-01,4282
2016-08-02,4298
2016-08-03,4286
2016-08-04,4374
2016-08-05,4458
2016-08-06,4423
2016-08-07,4401
2016-08-08,4417
2016-08-09,4457
2016-08-10,4391
2016-08-11,4512
2016-08-12,4738
2016-08-13,4934
2016-08-14,4981
2016-08-15,5014
2016-08-16,5116
2016-08-17,4977
2016-08-18,4828
2016-08-19,4810
2016-08-20,4696
2016-08-21,4530
2016-08-22,4494
2016-08-23,4369
2016-08-24,4414
2016-08-25,4347
2016-08-26,4347
2016-08-28,4396
2016-08-31,4485
2016-09-01,4472
2016-09-02,4472
2016-09-03,4623
2016-09-04,4757
2016-09-05,4838
2016-09-06,4862
2016-09-07,4885
2016-09-08,4982
2016-09-09,5206
2016-09-10,5434
2016-09-11,5706
2016-09-12,5983
2016-09-13,6238
2016-09-14,6104
2016-09-15,5997
2016-09-16,5758
2016-09-17,5668
2016-09-18,5689
2016-09-19,5688
2016-09-20,5867
2016-09-21,6052
2016-09-22,6232
2016-09-23,6544
2016-09-24,6544
2016-09-25,6868
2016-09-26,7209
2016-09-27,7544
2016-09-28,7872
2016-09-29,7713
2016-09-30,7586
2016-10-01,7252
2016-10-02,6889
2016-10-03,6639
2016-10-04,6389
2016-10-05,6178
2016-10-06,6160
2016-10-07,6007
2016-10-08,5717
2016-10-09,5431
2016-10-10,5161
2016-10-11,4951
2016-10-12,4786
2016-10-13,4775
2016-10-14,4865
2016-10-15,4968
2016-10-16,5059
2016-10-17,4860
2016-10-18,4701
2016-10-19,4588
2016-10-20,4485
2016-10-21,4610
2016-10-22,4722
2016-10-23,4829
2016-10-24,4873
2016-10-25,5011
2016-10-26,5109
2016-10-27,5154
2016-10-28,5094
2016-10-29,5005
2016-10-30,4955
2016-10-31,4902
2016-11-01,4925
2016-11-02,5088
2016-11-03,5235
2016-11-04,5295
2016-11-05,5295
2016-11-06,5381
2016-11-07,5483
2016-11-08,5700
2016-11-09,5927
2016-11-10,5844
2016-11-11,5726
2016-11-12,5661
2016-11-13,5377
2016-11-14,5408
2016-11-15,5344
2016-12-07,6726
2016-12-08,6681
2016-12-09,6522
2016-12-10,6496
2016-12-11,6397
2016-12-12,6315
2016-12-13,6333
2016-12-14,6295
2016-12-15,6204
2016-12-16,6135
2016-12-17,6117
2016-12-18,6297
2016-12-19,6352
2016-12-20,6421
2016-12-21,6708
2016-12-22,6715
2016-12-23,6559
2016-12-24,6593
2016-12-25,6554
2016-12-26,6564
2016-12-27,6308
2016-12-28,6066
2016-12-29,5798
2016-12-30,5538
2016-12-31,5357
2017-01-01,5241
2017-01-02,5280
2017-01-03,5178
2017-01-04,5117
2017-01-05,5096
2017-01-06,5153
2017-01-07,5137
2017-01-08,5108
2017-01-09,5252
2017-01-10,5444
2017-01-11,5579
2017-01-12,5765
2017-01-13,5859
2017-01-14,6063
2017-01-15,6197
2017-01-16,6235
2017-01-17,6194
2017-01-18,6091
2017-01-19,6053
2017-01-20,5986
2017-01-21,5832
2017-01-22,5636
2017-01-23,5730
2017-01-27,6170
2017-01-28,6293
2017-01-29,6171
2017-01-30,6119
2017-01-31,6004
2017-02-01,5924
2017-02-02,5803
2017-02-03,5747
2017-02-04,5732
2017-02-05,5657
2017-02-06,5575
2017-02-07,5701
2017-02-08,5661
2017-02-09,5756
2017-02-10,5908
2017-02-11,6075
2017-02-12,6138
2017-02-13,6228
2017-02-14,6226
2017-02-15,6374
2017-02-16,6421
2017-02-18,6534
2017-02-19,6756
2017-02-20,6881
2017-02-21,6965
2017-02-22,7190
2017-02-23,7291
2017-02-24,7316
2017-02-25,7395
2017-02-26,7386
2017-02-27,7329
2017-02-28,7117
2017-03-01,7081
2017-03-02,7226
2017-03-03,7096
2017-03-04,6938
2017-03-05,6781
2017-03-06,6637
2017-03-07,6720
2017-03-08,6751
2017-03-09,6863
2017-03-10,6815
2017-03-11,6713
2017-03-12,6700
2017-03-13,6659
2017-03-14,6679
2017-03-15,6820
2017-03-16,6851
2017-03-17,6843
2017-03-18,6769
2017-03-19,6739
2017-03-20,6785
2017-03-21,6895
2017-03-22,7061
2017-03-23,7304
2017-03-24,7275
2017-03-25,7397
2017-03-26,7653
2017-03-27,7929
2017-03-28,8184
2017-03-29,8383
2017-03-30,8357
2017-03-31,8304
2017-04-01,8307
2017-04-02,8320
2017-04-03,8424
2017-04-04,8678
2017-04-12,8225
2017-04-13,8173
2017-04-14,7995
2017-04-15,7895
2017-04-16,7941
2017-04-17,7795
2017-04-18,7802
2017-04-19,7901
2017-04-20,7980
2017-04-21,8068
2017-04-22,7986
2017-04-23,8104
2017-04-24,8203
2017-04-25,8350
2017-04-26,8389
2017-04-27,8528
2017-04-28,8645
2017-04-29,8479
2017-04-30,8349
2017-05-01,8293
2017-05-02,8376
2017-05-03,8431
2017-05-04,8289
2017-05-05,8254
2017-05-06,8238
2017-05-07,8420
2017-05-08,8682
2017-05-09,9028
2017-05-10,9087
2017-05-11,9162
2017-05-12,8902
2017-05-13,8959
2017-05-14,9032
2017-05-15,9251
2017-05-16,9431
2017-05-17,9652
2017-05-18,9821
2017-05-19,10044
2017-05-20,10244
2017-05-21,10332
2017-05-22,10340
2017-05-23,10246
2017-05-24,10362
2017-05-25,10389
2017-05-26,10287
2017-05-27,10174
2017-05-28,10264
2017-05-29,10320
2017-05-30,10516
2017-05-31,10672
2017-06-01,10499
2017-06-02,10526
2017-06-03,10638
2017-06-04,10734
2017-06-05,10714
2017-06-06,11085
2017-06-07,11449
2017-06-08,11758
2017-06-09,11995
2017-06-10,11808
2017-06-11,11865
2017-06-12,11991
2017-06-13,12413
2017-06-14,13034
2017-06-15,13410
2017-06-16,13209
2017-06-17,12804
2017-06-18,12392
2017-06-19,12392
2017-06-20,12029
2017-06-21,11984
2017-06-22,11796
2017-06-23,11790
2017-06-24,11642
2017-06-25,11284
2017-06-26,10974
2017-06-27,10788
2017-06-28,10516
2017-06-29,10437
2017-06-30,10127
2017-07-01,9929
2017-07-02,9863
2017-07-03,9542
2017-07-04,9223
2017-07-05,8952
2017-07-06,9022
2017-07-07,9241
2017-07-08,9327
2017-07-13,8893
2017-07-14,8635
2017-07-15,8692
2017-07-16,8574
2017-07-17,8450
2017-07-18,8563
2017-07-19,8685
2017-07-20,8920
2017-07-21,9097
2017-07-22,9170
2017-07-23,9319
2017-07-24,9627
2017-07-25,9498
2017-07-26,9589
2017-07-27,9428
2017-07-28,9236
2017-07-29,8962
2017-07-30,8813
2017-07-31,8692
2017-08-01,8554
2017-08-02,8496
2017-08-03,8751
2017-08-04,8968
2017-08-05,8764
2017-08-06,8492
2017-08-09,8310
2017-08-10,8172
2017-08-11,8130
2017-08-12,8002
2017-08-13,7985
2017-08-14,8102
2017-08-15,8219
2017-08-16,8230
2017-08-17,8491
2017-08-18,8486
2017-08-19,8547
2017-08-20,8496
2017-08-21,8626
2017-08-22,8830
2017-08-23,8850
2017-08-24,8810
2017-08-25,8710
2017-08-26,8419
2017-08-27,8275
2017-08-28,7978
2017-08-29,7773
2017-08-30,7740
2017-08-31,7689
2017-09-01,7833
2017-09-02,7765
2017-09-03,7753
2017-09-04,7810
2017-09-05,8015
2017-09-06,7846
2017-09-07,7824
2017-09-08,7920
2017-09-09,7887
2017-09-10,7680
2017-09-11,7666
2017-09-12,7705
2017-09-13,7711
2017-09-14,7500
2017-09-15,7447
2017-09-16,7386
2017-09-17,7543
2017-09-18,7703
2017-09-19,7884
2017-09-20,8021
2017-09-21,7938
2017-09-22,7895
2017-09-23,7841
2017-09-24,7669
2017-09-25,7634
2017-09-26,7603
2017-09-27,7784
2017-09-28,7895
2017-09-29,7903
2017-09-30,7998
2017-10-01,8049
2017-10-02,8134
2017-10-03,8354
2017-10-04,8293
2017-10-05,8365
2017-10-06,8163
2017-10-07,8101
2017-10-08,7815
2017-10-09,7492
2017-10-10,7628
2017-10-11,7522
2017-10-12,7456
2017-10-13,7270
2017-10-14,7296
2017-10-15,7438
2017-10-16,7611
2017-10-17,7475
2017-10-18,7436
2017-10-19,7541
2017-10-20,7641
2017-10-21,7721
2017-10-22,7840
2017-10-23,7970
2017-10-24,8052
2017-10-25,8061
2017-10-26,8154
2017-10-27,8188
2017-10-28,8243
2017-10-29,8250
2017-10-30,8401
2017-10-31,8452
2017-11-01,8454
2017-11-02,8467
2017-11-03,8457
2017-11-04,8406
2017-11-05,8526
2017-11-06,8448
2017-11-07,8442
2017-11-08,8695
2017-11-09,8866
2017-11-10,9162
2017-11-11,9397
2017-11-12,9528
2017-11-13,9451
2017-11-14,9493
2017-11-15,9379
2017-11-16,8910
2017-11-17,8464
2017-11-18,8040
2017-11-19,7659
2017-11-20,7584
2017-11-21,7345
2017-11-22,7380
2017-11-23,7280
2017-11-24,6994
2017-11-25,6762
2017-11-26,6713
2017-11-27,6576
2017-11-28,6640
2017-11-29,6708
2017-11-30,6677
2017-12-01,6776
2017-12-02,6864
2017-12-03,6822
2017-12-04,6697
2017-12-05,6789
2017-12-06,6853
2017-12-07,6869
2017-12-08,6731
2017-12-09,6807
2017-12-10,6966
2017-12-11,7169
2017-12-12,7106
2017-12-13,7243
2017-12-14,7189
2017-12-15,7210
2017-12-16,7155
2017-12-17,7012
2017-12-18,6971
2017-12-19,6971
2017-12-20,7219
2017-12-21,7232
2017-12-22,7170
2017-12-23,7016
2017-12-24,6751
2017-12-25,6695
2017-12-26,6598
2017-12-27,6596
2017-12-28,6689
2017-12-29,6642
2017-12-30,6796
2017-12-31,6935
2018-01-01,6907
2018-01-02,6894
2018-01-03,6955
2018-01-04,6920
2018-01-05,6671
2018-01-06,6364
2018-01-07,6205
2018-01-08,6100
2018-01-09,5908
2018-01-10,5949
2018-01-11,5755
2018-01-12,5524
2018-01-13,5305
2018-01-14,5039
2018-01-15,4835
2018-01-16,4649
2018-01-17,4527
2018-01-18,4434
2018-01-19,4401
2018-01-20,4402
2018-01-21,4447
2018-01-22,4446
2018-01-23,4449
2018-01-25,4512
2018-01-26,4549
2018-01-27,4624
2018-01-28,4666
2018-01-29,4796
2018-01-30,4841
2018-01-31,4905
2018-02-01,5028
2018-02-02,5009
2018-02-03,5081
2018-02-04,5196
2018-02-05,5307
2018-02-06,5365
2018-02-07,5425
2018-02-08,5287
2018-02-09,5208
2018-02-10,5130
2018-02-11,5106
2018-02-12,5115
2018-02-13,5137
2018-02-14,5272
2018-02-15,5306
2018-02-16,5209
2018-02-17,5210
2018-02-18,5351
2018-02-19,5445
2018-02-20,5312
2018-02-21,5241
2018-02-22,5184
2018-02-23,5168
2018-02-24,5216
2018-02-25,5290
2018-02-26,5465
2018-02-27,5642
2018-02-28,5913
2018-03-01,6014
2018-03-02,6047
2018-03-03,6231
2018-03-04,6475
2018-03-05,6727
2018-03-06,6848
2018-03-07,7082
2018-03-08,7236
2018-03-09,7499
2018-03-10,7714
2018-03-11,7548
2018-03-12,7268
2018-03-13,7281
2018-03-14,7365
2018-03-15,7404
2018-03-16,7476
2018-03-17,7486
2018-03-18,7786
2018-03-19,8133
2018-03-20,8484
2018-03-21,8909
2018-03-23,9144
2018-03-24,9340
2018-03-25,8982
2018-03-26,8909
2018-03-27,9100
2018-03-28,9221
2018-03-29,9314
2018-03-30,9382
2018-03-31,9349
2018-04-01,9309
2018-04-02,9185
2018-04-03,9484
2018-04-04,9369
2018-04-05,9596
2018-04-06,9650
2018-04-07,9663
2018-04-08,9750
2018-04-09,9678
2018-04-10,9323
2018-04-11,9071
2018-04-12,8949
2018-04-13,8796
2018-04-14,8672
2018-04-15,8491
2018-04-16,8300
2018-04-17,8291
2018-04-18,8312
2018-04-19,8361
2018-04-20,8458
2018-04-21,8673
2018-04-22,8646
2018-04-23,8835
2018-04-24,8994
2018-04-25,9176
2018-04-26,9635
2018-04-27,10115
2018-04-28,10621
2018-04-29,10757
2018-04-30,11275
2018-05-01,11474
2018-05-03,11347
2018-05-04,11762
2018-05-05,11927
2018-05-06,11821
2018-05-07,11545
2018-05-08,11294
2018-05-09,11015
2018-05-10,10929
2018-05-11,10914
2018-05-12,10973
2018-05-13,11055
2018-05-14,10827
2018-05-15,10590
2018-05-16,10355
2018-05-17,10002
2018-05-18,9761
2018-05-19,9513
2018-05-20,9335
2018-05-21,9117
2018-05-22,8791
2018-05-23,8853
2018-05-24,8916
2018-05-25,8872
2018-05-26,8956
2018-05-27,8830
2018-05-28,9096
2018-05-29,9097
2018-05-30,8976
2018-05-31,8854
2018-06-01,8882
2018-06-02,8664
2018-06-03,8365
2018-06-04,8033
2018-06-05,7918
2018-06-06,7797
2018-06-07,7539
2018-06-08,7562
2018-06-09,7906
2018-06-10,8193
2018-06-11,8371
2018-06-12,8454
2018-06-13,8584
2018-06-14,8508
2018-06-15,8541
2018-06-16,8215
2018-06-17,7985
2018-06-18,7887
2018-06-19,7895
2018-06-20,7895
2018-06-21,7758
2018-06-22,7486
2018-06-23,7202
2018-06-24,7310
2018-06-25,7173
2018-06-26,7075
2018-06-27,6992
2018-06-28,6892
2018-06-29,6901
2018-06-30,7022
2018-07-01,7122
2018-07-02,7420
2018-07-03,7640
2018-07-04,7819
2018-07-05,7881
2018-07-06,7964
2018-07-07,7642
2018-07-08,7788
2018-07-09,7872
2018-07-10,7972
2018-07-11,8022
2018-07-12,7941
2018-07-13,7800
2018-07-14,7804
2018-07-15,7742
2018-07-16,7699
2018-07-17,7744
2018-07-18,7512
2018-07-19,7487
2018-07-20,7388
2018-07-21,7469
2018-07-22,7290
2018-07-23,7131
2018-07-24,7058
2018-07-25,7078
2018-07-26,7021
2018-07-27,6700
2018-07-28,6720
2018-07-29,6589
2018-07-30,6687
2018-07-31,6740
2018-08-01,6696
2018-08-02,6527
2018-08-03,6286
2018-08-04,6056
2018-08-05,5906
2018-08-06,5708
2018-08-07,5679
2018-08-08,5705
2018-08-09,5845
2018-08-10,5899
2018-08-11,5801
2018-08-12,5676
2018-08-14,5557
2018-08-16,5192
2018-08-17,5051
2018-08-18,4941
2018-08-19,4781
2018-08-20,4686
2018-08-21,4698
2018-08-22,4797
2018-08-23,4911
2018-08-24,4788
2018-08-25,4926
2018-08-26,5007
2018-08-27,5205
2018-08-28,5430
2018-08-29,5570
2018-08-30,5545
2018-08-31,5479
2018-09-01,5440
2018-09-02,5318
2018-09-03,5524
2018-09-04,5763
2018-09-05,6018
2018-09-06,6275
2018-09-07,6581
2018-09-08,6791
2018-09-09,6749
2018-09-10,6773
2018-09-11,6721
2018-09-12,6531
2018-09-13,6524
2018-09-14,6274
2018-09-15,6052
2018-09-16,5943
2018-09-17,5931
2018-09-18,6048
2018-09-19,6013
2018-09-20,5847
2018-09-21,5589
2018-09-22,5443
2018-09-23,5353
2018-09-24,5402
2018-09-25,5274
2018-09-26,5355
2018-09-27,5476
2018-09-28,5621
2018-09-29,5886
2018-09-30,5984
2018-10-01,6165
2018-10-02,6406
2018-10-03,6624
2018-10-04,6698
2018-10-05,6873
2018-10-06,7199
2018-10-07,7468
2018-10-08,7684
2018-10-09,8013
2018-10-10,8071
2018-10-11,8234
2018-10-12,8406
2018-10-13,8506
2018-10-14,8614
2018-10-15,8905
2018-10-16,8973
2018-10-17,8734
2018-10-18,8561
2018-10-19,8287
2018-10-20,8028
2018-10-21,7730
2018-10-22,7855
2018-10-23,7650
2018-10-24,7583
2018-10-25,7636
2018-10-26,7682
2018-10-27,7777
2018-10-28,8074
2018-10-29,8228
2018-10-30,8512
2018-10-31,8799
2018-11-01,9049
2018-11-03,9286
2018-11-04,9370
2018-11-05,9420
2018-11-06,9373
2018-11-07,9617
2018-11-08,9994
2018-11-09,10105
2018-11-10,10385
2018-11-11,10507
2018-11-12,10593
2018-11-13,10449
2018-11-14,10479
2018-11-15,10484
2018-11-16,10594
2018-11-17,10703
2018-11-18,10847
2018-11-19,11202
2018-11-20,11395
2018-11-21,11100
2018-11-22,10986
2018-11-23,11320
2018-11-24,11494
2018-11-25,11853
2018-11-26,12396
2018-11-27,12654
2018-11-28,13039
2018-11-29,13581
2018-12-01,13447
2018-12-02,13202
2018-12-03,13037
2018-12-04,12581
2018-12-05,12140
2018-12-07,11559
2018-12-09,11637
2018-12-10,11841
2018-12-11,11685
2018-12-12,11800
2018-12-13,11643
2018-12-14,11956
2018-12-15,12082
2018-12-16,12155
2018-12-17,12254
2018-12-18,12659
2018-12-19,13071
2018-12-20,13268
2018-12-21,13019
2018-12-22,12823
2018-12-23,12967
2018-12-24,13171
2018-12-25,13332
2018-12-26,13860
2018-12-27,14545
2018-12-28,15254
2018-12-29,15827
2018-12-30,16286
2018-12-31,16945
2019-01-01,17342
2019-01-02,17180
2019-01-03,17724
2019-01-04,18299
2019-01-05,18921
2019-01-06,19707
2019-01-08,19403
2019-01-10,17919
2019-01-11,17256
2019-01-12,16561
2019-01-13,16055
2019-01-14,15643
2019-01-15,15486
2019-01-16,15229
2019-01-17,14886
2019-01-18,14478
2019-01-19,14196
2019-01-20,13806
2019-01-21,13390
2019-01-22,13120
2019-01-23,13086
2019-01-24,13125
2019-01-25,13767
2019-01-26,14354
2019-01-27,15057
2019-01-28,15810
2019-01-29,16506
2019-01-30,16968
2019-01-31,16937
2019-02-01,17682
2019-02-02,18419
2019-02-03,18466
2019-02-04,17972
2019-02-05,17330
2019-02-06,16628
2019-02-07,16481
2019-02-08,16441
2019-02-09,16443
2019-02-10,16390
2019-02-11,16126
2019-02-12,15593
2019-02-13,14994
2019-02-14,15165
2019-02-15,14713
2019-02-16,14161
2019-02-17,14088
2019-02-18,13863
2019-02-19,13592
2019-02-20,13147
2019-02-21,12977
2019-02-22,13084
2019-02-23,12861
2019-02-24,12683
2019-02-25,12201
2019-02-26,12009
2019-02-27,12110
2019-02-28,12037
2019-03-01,11747
2019-03-02,11591
2019-03-03,11451
2019-03-04,11268
2019-03-05,11516
2019-03-06,11621
2019-03-07,11542
2019-03-08,11333
2019-03-09,11158
2019-03-10,10969
2019-03-11,10711
2019-03-12,10742
2019-03-13,10720
2019-03-14,10539
2019-03-15,10625
2019-03-16,10509
2019-03-17,10190
2019-03-18,10030
2019-03-19,10086
2019-03-20,9984
2019-03-21,10145
2019-03-22,10230
2019-03-23,10524
2019-03-24,10934
2019-03-25,11145
