date_obj,Purple%20partyhat price
2019-04-05,5111
2019-04-06,5111
2019-04-07,5210
2019-04-08,5210
2019-04-09,5210
2019-04-10,5227
2019-04-11,5227
2019-04-12,5227
2019-04-13,5131
2019-04-14,5131
2019-04-15,5131
2019-04-16,4895
2019-04-17,4895
2019-04-18,4895
2019-04-19,4728
2019-04-20,4728
2019-04-21,4728
2019-04-22,4624
2019-04-23,4624
2019-04-24,4624
2019-04-25,4723
2019-04-26,4723
2019-04-27,4723
2019-04-28,4739
2019-04-29,4739
2019-04-30,4739
2019-05-01,4608
2019-05-02,4608
2019-05-03,4608
2019-05-04,4602
2019-05-05,4602
2019-05-06,4602
2019-05-07,4654
2019-05-08,4654
2019-05-09,4654
2019-05-10,4542
2019-05-11,4542
2019-05-12,4542
2019-05-13,4497
2019-05-14,4497
2019-05-15,4497
2019-05-16,4495
2019-05-17,4495
2019-05-18,4495
2019-05-19,4521
2019-05-20,4521
2019-05-21,4521
2019-05-22,4596
2019-05-23,4596
2019-05-24,4596
2019-05-25,4747
2019-05-26,4747
2019-05-27,4825
2019-05-28,4825
2019-05-29,4825
2019-05-30,4956
2019-05-31,4956
2019-06-01,4956
2019-06-02,5150
2019-06-03,5150
2019-06-04,5150
2019-06-05,5300
2019-06-06,5300
2019-06-07,5300
2019-06-08,5431
2019-06-09,5431
2019-06-10,5431
2019-06-11,5601
2019-06-12,5601
2019-06-13,5601
2019-06-14,5804
2019-06-15,5804
2019-06-16,5804
2019-06-17,5936
2019-06-18,5936
2019-06-19,5936
2019-06-20,5902
2019-06-21,5902
2019-06-22,5902
2019-06-23,6115
2019-06-24,6115
2019-06-25,6115
2019-06-26,6115
2019-06-27,6338
2019-06-28,6338
2019-06-29,6338
2019-06-30,6422
2019-07-01,6422
2019-07-02,6422
2019-07-03,6664
2019-07-04,6664
2019-07-05,6664
2019-07-06,6664
2019-07-07,6515
2019-07-08,6515
2019-07-09,6515
2019-07-10,6359
2019-07-11,6359
2019-07-12,6359
2019-07-13,6359
2019-07-14,6060
2019-07-15,6060
2019-07-16,6060
2019-07-17,5990
2019-07-18,5990
2019-07-19,5990
2019-07-20,5990
2019-07-21,5844
2019-07-22,5844
2019-07-23,5844
2019-07-24,5844
2019-07-25,5782
2019-07-26,5782
2019-07-27,5782
2019-07-28,5782
2019-07-29,5823
2019-07-30,5823
2019-07-31,5823
2019-08-01,6004
2019-08-02,6004
2019-08-03,6004
2019-08-04,6004
2019-08-05,6156
2019-08-06,6156
2019-08-07,6156
2019-08-08,6156
2019-08-09,6114
2019-08-10,6114
2019-08-11,6114
2019-08-12,5923
2019-08-13,5923
2019-08-14,5923
2019-08-15,5923
2019-08-16,6094
2019-08-17,6094
2019-08-18,6094
2019-08-19,6094
2019-08-20,6256
2019-08-21,6256
2019-08-22,6256
2019-08-23,6256
2019-08-24,6383
2019-08-24,6383
2019-08-25,6383
2019-08-25,6383
2019-08-26,6383
2019-08-26,6383
2019-08-27,6383
2019-08-27,6383
2019-08-28,6343
2019-08-29,6343
2019-08-30,6343
2019-08-31,6343
2019-09-01,6495
2019-09-02,6495
2019-09-03,6495
2019-09-04,6495
2019-09-05,6753
2019-09-06,6753
2019-09-07,6753
2019-09-08,6906
2019-09-09,6906
2019-09-10,6906
2019-09-11,6906
2019-09-12,6959
2019-09-13,6959
2019-09-14,6959
2019-09-15,6959
2019-09-16,7029
2019-09-17,7029
2019-09-18,7029
2019-09-19,7029
2019-09-20,7018
2019-09-21,7018
2019-09-22,7018
2019-09-23,7018
2019-09-24,7078
2019-09-25,7078
2019-09-26,7078
2019-09-27,7078
2019-09-28,6902
2019-09-29,6902
2019-09-30,6902
2019-10-01,6902
2019-10-02,6651
2019-10-03,6651
2019-10-04,6651
2019-10-05,6651
2019-10-06,6448
2019-10-07,6448
2019-10-08,6448
2019-10-09,6448
2019-10-10,6467
2019-10-11,6467
2019-10-12,6467
2019-10-13,6467
2019-10-14,6723
2019-10-15,6723
2019-10-16,6723
2019-10-17,6723
2019-10-18,6912
2019-10-19,6912
2019-10-20,6912
2019-10-21,6912
2019-10-22,7121
2019-10-23,7121
2019-10-24,7121
2019-10-25,7302
2019-10-26,7302
2019-10-27,7302
2019-10-28,7613
2019-10-29,7613
2019-10-30,7613
2019-10-31,7613
2019-11-01,7694
2019-11-02,7694
2019-11-03,7694
2019-11-04,7897
2019-11-05,7897
2019-11-06,7897
2019-11-07,7897
2019-11-08,7897
2019-11-09,7960
2019-11-10,7960
2019-11-11,7960
2019-11-12,7960
2019-11-13,7665
2019-11-14,7665
2019-11-15,7665
2019-11-16,7665
2019-11-17,7417
2019-11-18,7417
2019-11-19,7417
2019-11-20,7417
2019-11-21,7417
2019-11-22,7099
2019-11-23,7099
2019-11-24,7099
2019-11-25,7099
2019-11-26,6756
2019-11-27,6756
2019-11-28,6756
2019-11-29,6756
2019-11-30,6429
2019-12-01,6429
2019-12-02,6429
2019-12-03,6127
2019-12-04,6127
2019-12-05,6127
2019-12-06,6127
2019-12-07,5835
2019-12-08,5835
2019-12-09,5835
2019-12-10,5543
2019-12-11,5265
2019-12-12,5001
2019-12-13,4750
2019-12-14,4512
2019-12-15,4286
2019-12-16,4071
2019-12-17,3886
2019-12-18,3707
2019-12-19,3595
2019-12-20,3520
2019-12-21,3481
2019-12-22,3453
2019-12-23,3345
2019-12-24,3368
2019-12-25,3227
2019-12-26,3066
2019-12-27,2946
2019-12-28,2820
2019-12-29,2842
2019-12-30,2865
2019-12-31,2978
2020-01-01,3014
2020-01-02,3050
2020-01-03,3102
2020-01-04,3157
2020-01-05,3210
2020-01-06,3293
2020-01-07,3283
2020-01-08,3283
2020-01-09,3226
2020-01-10,3069
2020-01-11,2956
2020-01-12,2932
2020-01-13,2932
2020-01-14,2922
2020-01-15,2914
2020-01-16,2915
2020-01-17,3042
2020-01-18,3042
2020-01-19,3190
2020-01-20,3190
2020-01-21,3316
2020-01-22,3316
2020-01-23,3480
2020-01-24,3480
2020-01-25,3654
2020-01-26,3833
2020-01-27,3833
2020-01-28,3808
2020-01-29,3808
2020-01-30,3855
2020-01-31,3855
2020-02-01,3754
2020-02-02,3754
2020-02-03,3652
2020-02-04,3652
2020-02-05,3705
2020-02-06,3705
2020-02-07,3596
2020-02-08,3596
2020-02-09,3473
2020-02-10,3473
2020-02-11,3595
2020-02-12,3595
2020-02-13,3595
2020-02-14,3744
2020-02-15,3744
2020-02-16,3744
2020-02-17,3855
2020-02-18,3855
2020-02-19,3855
2020-02-20,3869
2020-02-21,3869
2020-02-22,3808
2020-02-23,3808
2020-02-24,3875
2020-02-25,3875
2020-02-26,3982
2020-02-27,3982
2020-02-28,4087
2020-02-29,4087
2020-03-01,4087
2020-03-02,4181
2020-03-03,4181
2020-03-04,4181
2020-03-05,4286
2020-03-06,4286
2020-03-07,4286
2020-03-08,4379
2020-03-09,4379
2020-03-10,4379
2020-03-11,4474
2020-03-12,4474
2020-03-13,4474
2020-03-14,4500
2020-03-15,4500
2020-03-16,4500
2020-03-17,4595
2020-03-18,4595
2020-03-19,4595
2020-03-20,4694
2020-03-21,4694
2020-03-22,4733
2020-03-23,4733
2020-03-24,4733
2020-03-25,4695
2020-03-26,4695
2020-03-27,4734
2020-03-28,4734
2020-03-29,4651
2020-03-30,4651
2020-03-31,4436
2020-04-01,4436
2020-04-02,4300
2020-04-03,4300
2020-04-04,4207
2020-04-05,4207
2020-04-06,4207
2020-04-07,4207
2020-04-08,4077
2020-04-09,4077
2020-04-10,4077
2020-04-11,4025
2020-04-12,4025
2020-04-13,4025
2020-04-14,4020
2020-04-15,4020
2020-04-16,4098
2020-04-17,4098
2020-04-18,4119
2020-04-19,4119
2020-04-20,4089
2020-04-21,4089
2020-04-22,4114
2020-04-23,4114
2020-04-24,4114
2020-04-25,4219
2020-04-26,4219
2020-04-27,4254
2020-04-28,4254
2020-04-29,4254
2020-04-30,4302
2020-05-01,4302
2020-05-02,4302
2020-05-03,4305
2020-05-04,4305
2020-05-05,4305
2020-05-06,4271
2020-05-07,4271
2020-05-08,4271
2020-05-09,4279
2020-05-10,4279
2020-05-11,4279
2020-05-12,4095
2020-05-13,4095
