date_obj,Uncut%20jade price
2015-08-07,413
2015-08-08,412
2015-08-09,412
2015-08-10,393
2015-08-11,393
2015-08-12,393
2015-08-13,376
2015-08-14,376
2015-08-15,369
2015-08-16,369
2015-08-17,369
2015-08-18,371
2015-08-19,371
2015-08-20,371
2015-08-21,382
2015-08-22,382
2015-08-23,382
2015-08-24,398
2015-08-25,398
2015-08-26,398
2015-08-27,416
2015-08-28,416
2015-08-29,416
2015-08-30,435
2015-08-31,435
2015-09-02,455
2015-09-07,475
2015-09-08,496
2015-09-10,496
2015-09-14,547
2015-09-16,547
2015-09-22,557
2015-09-23,577
2015-09-24,577
2015-09-25,577
2015-09-27,601
2015-09-28,601
2015-09-29,601
2015-09-30,577
2015-10-05,549
2015-10-06,549
2015-10-07,522
2015-10-08,522
2015-10-09,522
2015-10-10,501
2015-10-11,501
2015-10-12,501
2015-10-13,480
2015-10-14,480
2015-10-15,480
2015-10-16,468
2015-10-17,468
2015-10-18,468
2015-10-19,455
2015-10-20,455
2015-10-22,455
2015-10-23,446
2015-10-24,446
2015-10-25,446
2015-10-26,437
2015-10-27,437
2015-10-29,437
2015-10-30,430
2015-10-31,430
2015-11-01,430
2015-11-02,413
2015-11-03,413
2015-11-04,413
2015-11-05,413
2015-11-06,397
2015-11-07,397
2015-11-08,397
2015-11-09,397
2015-11-10,385
2015-11-11,385
2015-11-12,385
2015-11-13,370
2015-11-14,370
2015-11-15,370
2015-11-16,354
2015-11-17,354
2015-11-18,354
2015-11-19,341
2015-11-20,341
2015-11-21,341
2015-11-22,323
2015-11-23,323
2015-11-24,323
2015-11-25,307
2015-11-26,307
2015-11-27,307
2015-11-28,291
2015-11-29,291
2015-11-30,291
2015-12-01,277
2015-12-02,277
2015-12-03,277
2015-12-04,264
2015-12-05,264
2015-12-06,251
2015-12-07,251
2015-12-08,251
2015-12-09,238
2015-12-10,238
2015-12-11,238
2015-12-13,226
2015-12-14,226
2015-12-15,214
2015-12-16,214
2015-12-17,214
2015-12-18,203
2015-12-19,203
2015-12-20,203
2015-12-21,192
2015-12-22,192
2015-12-23,186
2015-12-24,186
2015-12-25,186
2015-12-26,186
2015-12-27,181
2015-12-28,181
2015-12-29,177
2015-12-30,177
2015-12-31,177
2016-01-01,182
2016-01-02,182
2016-01-03,182
2016-01-04,188
2016-01-05,188
2016-01-06,188
2016-01-07,198
2016-01-08,198
2016-01-09,198
2016-01-10,207
2016-01-11,207
2016-01-12,207
2016-01-13,216
2016-01-14,216
2016-01-15,216
2016-01-16,219
2016-01-17,219
2016-01-18,219
2016-01-19,230
2016-01-20,230
2016-01-21,230
2016-01-22,242
2016-01-23,242
2016-01-24,242
2016-01-25,252
2016-01-26,252
2016-01-27,252
2016-01-28,252
2016-01-29,265
2016-01-30,265
2016-01-31,265
2016-02-01,279
2016-02-02,279
2016-02-03,279
2016-02-04,288
2016-02-05,288
2016-02-06,301
2016-02-07,301
2016-02-08,301
2016-02-09,313
2016-02-10,313
2016-02-11,313
2016-02-12,329
2016-02-13,329
2016-02-14,346
2016-02-15,346
2016-02-16,346
2016-02-17,363
2016-02-18,363
2016-02-19,363
2016-02-20,382
2016-02-21,382
2016-02-22,390
2016-02-23,390
2016-02-24,390
2016-02-25,376
2016-02-26,376
2016-02-27,374
2016-02-28,374
2016-02-29,374
2016-03-01,358
2016-03-02,358
2016-03-03,358
2016-03-04,342
2016-03-05,342
2016-03-06,329
2016-03-07,329
2016-03-08,329
2016-03-09,332
2016-03-10,332
2016-03-11,332
2016-03-12,344
2016-03-13,344
2016-03-14,344
2016-03-15,362
2016-03-16,362
2016-03-17,362
2016-03-18,377
2016-03-19,377
2016-03-20,396
2016-03-21,396
2016-03-22,396
2016-03-23,399
2016-03-24,399
2016-03-25,418
2016-03-26,418
2016-03-27,418
2016-03-28,424
2016-03-29,424
2016-03-30,424
2016-03-31,441
2016-04-01,441
2016-04-02,441
2016-04-03,436
2016-04-04,436
2016-04-05,436
2016-04-06,440
2016-04-07,440
2016-04-08,440
2016-04-09,462
2016-04-10,462
2016-04-11,462
2016-04-12,484
2016-04-13,484
2016-04-14,507
2016-04-15,507
2016-04-16,525
2016-04-17,525
2016-04-18,529
2016-04-19,529
2016-04-20,529
2016-04-21,552
2016-04-22,552
2016-04-23,552
2016-04-24,578
2016-04-25,578
2016-04-26,598
2016-04-27,598
2016-04-28,628
2016-04-29,628
2016-04-30,658
2016-05-01,658
2016-05-02,683
2016-05-03,683
2016-05-04,708
2016-05-05,708
2016-05-06,744
2016-05-07,744
2016-05-08,760
2016-05-09,760
2016-05-10,744
2016-05-11,744
2016-05-12,744
2016-05-13,727
2016-05-14,727
2016-05-15,701
2016-05-16,701
2016-05-17,674
2016-05-18,674
2016-05-19,701
2016-05-22,693
2016-05-23,694
2016-05-24,694
2016-05-25,678
2016-05-26,678
2016-05-27,679
2016-05-28,679
2016-05-29,663
2016-05-30,663
2016-05-31,663
2016-06-01,641
2016-06-02,641
2016-06-03,616
2016-06-04,616
2016-06-05,609
2016-06-06,609
2016-06-07,640
2016-06-08,640
2016-06-09,672
2016-06-10,672
2016-06-11,672
2016-06-12,672
2016-06-13,677
2016-06-14,677
2016-06-15,676
2016-06-16,676
2016-06-17,697
2016-06-18,697
2016-06-19,681
2016-06-20,681
2016-06-21,663
2016-06-22,663
2016-06-23,650
2016-06-24,650
2016-06-25,639
2016-06-26,639
2016-06-27,659
2016-06-28,659
2016-06-29,691
2016-06-30,691
2016-07-01,719
2016-07-02,719
2016-07-03,734
2016-07-04,741
2016-07-05,741
2016-07-06,741
2016-07-07,741
2016-07-08,720
2016-07-09,702
2016-07-10,685
2016-07-11,656
2016-07-12,656
2016-07-13,650
2016-07-14,650
2016-07-15,657
2016-07-16,657
2016-07-17,672
2016-07-18,648
2016-07-24,644
2016-07-25,644
2016-07-26,668
2016-07-27,668
2016-07-28,680
2016-07-29,708
2016-07-30,708
2016-07-31,738
2016-08-01,738
2016-08-02,761
2016-08-03,761
2016-08-04,766
2016-08-05,766
2016-08-06,769
2016-08-07,769
2016-08-08,794
2016-08-09,794
2016-08-10,813
2016-08-11,813
2016-08-12,813
2016-08-13,782
2016-08-14,782
2016-08-15,787
2016-08-16,787
2016-08-17,777
2016-08-18,777
2016-08-19,743
2016-08-20,743
2016-08-21,708
2016-08-22,708
2016-08-23,682
2016-08-24,682
2016-08-25,669
2016-08-26,669
2016-08-28,638
2016-08-31,576
2016-09-01,548
2016-09-02,548
2016-09-03,524
2016-09-04,498
2016-09-05,498
2016-09-06,473
2016-09-07,473
2016-09-08,449
2016-09-09,449
2016-09-10,433
2016-09-11,433
2016-09-12,411
2016-09-13,411
2016-09-14,398
2016-09-15,398
2016-09-16,379
2016-09-17,379
2016-09-18,368
2016-09-19,368
2016-09-20,362
2016-09-21,362
2016-09-22,362
2016-09-23,362
2016-09-24,362
2016-09-25,345
2016-09-26,345
2016-09-27,345
2016-09-28,327
2016-09-29,327
2016-09-30,310
2016-10-01,310
2016-10-02,310
2016-10-03,295
2016-10-04,295
2016-10-05,295
2016-10-06,280
2016-10-07,280
2016-10-08,266
2016-10-09,266
2016-10-10,266
2016-10-11,252
2016-10-12,252
2016-10-13,252
2016-10-14,239
2016-10-15,239
2016-10-16,237
2016-10-17,237
2016-10-18,227
2016-10-19,227
2016-10-20,231
2016-10-21,231
2016-10-22,242
2016-10-23,242
2016-10-24,255
2016-10-25,255
2016-10-26,258
2016-10-27,258
2016-10-28,258
2016-10-29,263
2016-10-30,263
2016-10-31,267
2016-11-01,267
2016-11-02,267
2016-11-03,270
2016-11-04,270
2016-11-05,271
2016-11-06,271
2016-11-07,271
2016-11-08,271
2016-11-09,280
2016-11-10,294
2016-11-11,294
2016-11-12,309
2016-11-13,309
2016-11-14,325
2016-12-08,393
2016-12-09,393
2016-12-10,392
2016-12-11,392
2016-12-12,396
2016-12-13,396
2016-12-14,397
2016-12-15,397
2016-12-16,379
2016-12-17,361
2016-12-18,361
2016-12-19,344
2016-12-20,344
2016-12-21,331
2016-12-22,331
2016-12-23,319
2016-12-24,319
2016-12-25,319
2016-12-26,319
2016-12-27,307
2016-12-28,307
2016-12-29,294
2016-12-30,294
2016-12-31,284
2017-01-01,284
2017-01-02,271
2017-01-03,271
2017-01-04,259
2017-01-05,259
2017-01-06,253
2017-01-07,266
2017-01-08,266
2017-01-09,278
2017-01-10,278
2017-01-11,292
2017-01-12,306
2017-01-13,306
2017-01-14,321
2017-01-15,331
2017-01-16,331
2017-01-17,348
2017-01-18,366
2017-01-19,366
2017-01-20,385
2017-01-21,405
2017-01-22,405
2017-01-27,444
2017-01-28,422
2017-01-29,422
2017-01-30,401
2017-01-31,401
2017-02-01,391
2017-02-02,371
2017-02-03,354
2017-02-04,336
2017-02-05,321
2017-02-06,305
2017-02-07,293
2017-02-08,278
2017-02-09,278
2017-02-10,264
2017-02-11,251
2017-02-12,251
2017-02-13,238
2017-02-14,226
2017-02-15,226
2017-02-16,214
2017-02-18,203
2017-02-19,192
2017-02-20,192
2017-02-21,182
2017-02-22,182
2017-02-23,172
2017-02-24,172
2017-02-25,163
2017-02-26,163
2017-02-27,154
2017-02-28,146
2017-03-01,146
2017-03-02,138
2017-03-03,138
2017-03-04,131
2017-03-05,131
2017-03-06,124
2017-03-07,124
2017-03-08,118
2017-03-09,118
2017-03-10,112
2017-03-11,106
2017-03-12,106
2017-03-13,105
2017-03-14,105
2017-03-15,105
2017-03-16,105
2017-03-17,106
2017-03-18,106
2017-03-19,104
2017-03-20,104
2017-03-21,98
2017-03-22,98
2017-03-23,93
2017-03-24,93
2017-03-25,90
2017-03-26,90
2017-03-27,88
2017-03-28,88
2017-03-29,90
2017-03-30,90
2017-04-01,92
2017-04-02,92
2017-04-03,92
2017-04-04,90
2017-04-12,87
2017-04-13,89
2017-04-14,89
2017-04-15,93
2017-04-16,93
2017-04-17,94
2017-04-18,94
2017-04-19,97
2017-04-20,97
2017-04-21,102
2017-04-22,102
2017-04-23,104
2017-04-24,104
2017-04-25,108
2017-04-26,108
2017-04-27,108
2017-04-28,112
2017-04-29,112
2017-04-30,116
2017-05-01,116
2017-05-02,119
2017-05-03,119
2017-05-04,124
2017-05-05,124
2017-05-06,128
2017-05-07,128
2017-05-08,129
2017-05-09,128
2017-05-10,128
2017-05-11,132
2017-05-12,132
2017-05-13,139
2017-05-14,139
2017-05-15,139
2017-05-16,146
2017-05-17,146
2017-05-18,153
2017-05-19,153
2017-05-20,158
2017-05-21,158
2017-05-22,158
2017-05-23,161
2017-05-24,161
2017-05-25,166
2017-05-26,166
2017-05-27,172
2017-05-28,172
2017-05-29,173
2017-05-30,173
2017-05-31,181
2017-06-01,181
2017-06-02,188
2017-06-03,188
2017-06-06,195
2017-06-07,195
2017-06-08,199
2017-06-09,199
2017-06-10,202
2017-06-11,202
2017-06-12,207
2017-06-13,207
2017-06-14,212
2017-06-15,212
2017-06-16,215
2017-06-17,215
2017-06-18,214
2017-06-19,214
2017-06-20,211
2017-06-21,211
2017-06-22,215
2017-06-23,215
2017-06-24,205
2017-06-25,205
2017-06-26,199
2017-06-27,199
2017-06-28,194
2017-06-29,194
2017-06-30,186
2017-07-01,186
2017-07-02,186
2017-07-03,189
2017-07-04,189
2017-07-05,189
2017-07-06,194
2017-07-07,194
2017-07-08,194
2017-07-13,204
2017-07-14,215
2017-07-15,215
2017-07-16,215
2017-07-17,224
2017-07-18,224
2017-07-19,235
2017-07-20,235
2017-07-21,246
2017-07-22,246
2017-07-23,256
2017-07-24,256
2017-07-25,261
2017-07-26,261
2017-07-27,261
2017-07-28,261
2017-07-29,273
2017-07-30,281
2017-07-31,281
2017-08-01,281
2017-08-02,295
2017-08-03,295
2017-08-04,310
2017-08-05,311
2017-08-06,311
2017-08-09,292
2017-08-10,292
2017-08-11,296
2017-08-12,296
2017-08-13,292
2017-08-14,292
2017-08-15,293
2017-08-16,293
2017-08-17,307
2017-08-18,307
2017-08-19,307
2017-08-20,320
2017-08-21,320
2017-08-22,331
2017-08-23,331
2017-08-24,341
2017-08-25,341
2017-08-26,356
2017-08-27,356
2017-08-28,365
2017-08-29,365
2017-08-30,382
2017-08-31,382
2017-09-01,382
2017-09-02,386
2017-09-03,386
2017-09-04,394
2017-09-05,411
2017-09-06,411
2017-09-07,430
2017-09-08,430
2017-09-09,447
2017-09-10,447
2017-09-11,457
2017-09-12,457
2017-09-13,472
2017-09-14,496
2017-09-15,496
2017-09-16,508
2017-09-17,514
2017-09-19,508
2017-09-20,491
2017-09-21,491
2017-09-22,470
2017-09-23,470
2017-09-24,448
2017-09-25,448
2017-09-26,425
2017-09-27,425
2017-09-28,404
2017-09-29,398
2017-09-30,398
2017-10-01,406
2017-10-02,406
2017-10-03,400
2017-10-04,400
2017-10-05,412
2017-10-06,412
2017-10-07,409
2017-10-08,409
2017-10-09,408
2017-10-10,408
2017-10-11,413
2017-10-12,413
2017-10-13,406
2017-10-14,406
2017-10-15,395
2017-10-16,399
2017-10-17,399
2017-10-18,417
2017-10-19,417
2017-10-20,430
2017-10-21,430
2017-10-22,441
2017-10-23,441
2017-10-24,451
2017-10-25,467
2017-10-26,467
2017-10-27,484
2017-10-28,484
2017-10-29,502
2017-10-30,502
2017-10-31,488
2017-11-01,488
2017-11-02,488
2017-11-03,488
2017-11-04,494
2017-11-05,494
2017-11-06,481
2017-11-07,481
2017-11-08,474
2017-11-09,458
2017-11-10,458
2017-11-11,446
2017-11-12,446
2017-11-13,442
2017-11-14,442
2017-11-15,454
2017-11-16,454
2017-11-17,450
2017-11-18,450
2017-11-19,432
2017-11-20,432
2017-11-21,413
2017-11-22,413
2017-11-23,393
2017-11-24,393
2017-11-25,391
2017-11-26,391
2017-11-27,378
2017-11-28,390
2017-11-29,390
2017-11-30,384
2017-12-01,381
2017-12-02,381
2017-12-03,401
2017-12-04,401
2017-12-05,420
2017-12-06,420
2017-12-07,434
2017-12-08,434
2017-12-09,454
2017-12-10,471
2017-12-11,471
2017-12-12,494
2017-12-13,494
2017-12-14,503
2017-12-15,497
2017-12-16,497
2017-12-17,478
2017-12-18,455
2017-12-19,455
2017-12-20,432
2017-12-21,414
2017-12-22,414
2017-12-23,393
2017-12-24,393
2017-12-25,374
2017-12-26,356
2017-12-27,338
2017-12-28,338
2017-12-29,322
2017-12-30,330
2017-12-31,330
2018-01-01,320
2018-01-02,320
2018-01-03,304
2018-01-04,304
2018-01-05,296
2018-01-06,290
2018-01-07,290
2018-01-08,289
2018-01-09,289
2018-01-10,288
2018-01-11,288
2018-01-12,293
2018-01-13,291
2018-01-14,291
2018-01-15,291
2018-01-16,283
2018-01-17,292
2018-01-18,292
2018-01-19,297
2018-01-20,304
2018-01-21,304
2018-01-22,313
2018-01-23,314
2018-01-24,303
2018-01-25,290
2018-01-26,285
2018-01-27,284
2018-01-28,271
2018-01-29,263
2018-01-30,269
2018-02-01,251
2018-02-02,262
2018-02-03,258
2018-02-04,255
2018-02-05,258
2018-02-06,267
2018-02-07,265
2018-02-08,265
2018-02-09,261
2018-02-10,261
2018-02-11,258
2018-02-12,251
2018-02-13,247
2018-02-14,246
2018-02-15,244
2018-02-16,250
2018-02-17,247
2018-02-18,248
2018-02-19,250
2018-02-20,242
2018-02-21,238
2018-02-22,232
2018-02-23,227
2018-02-24,226
2018-02-25,228
2018-02-26,235
2018-02-27,241
2018-02-28,253
2018-03-01,264
2018-03-02,276
2018-03-03,280
2018-03-04,280
2018-03-05,277
2018-03-06,288
2018-03-07,287
2018-03-08,291
2018-03-09,301
2018-03-10,293
2018-03-11,295
2018-03-12,301
2018-03-13,315
2018-03-14,325
2018-03-15,333
2018-03-16,336
2018-03-17,325
2018-03-18,321
2018-03-19,311
2018-03-20,324
2018-03-21,333
2018-03-23,319
2018-03-24,304
2018-03-26,278
2018-03-27,271
2018-03-28,273
2018-03-29,268
2018-03-30,256
2018-03-31,259
2018-04-01,250
2018-04-02,245
2018-04-03,243
2018-04-04,246
2018-04-05,246
2018-04-06,242
2018-04-08,239
2018-04-09,234
2018-04-10,233
2018-04-11,235
2018-04-12,239
2018-04-13,246
2018-04-14,251
2018-04-16,252
2018-04-17,250
2018-04-18,250
2018-04-19,249
2018-04-20,254
2018-04-21,246
2018-04-22,246
2018-04-23,239
2018-04-24,231
2018-04-25,230
2018-04-26,230
2018-04-27,235
2018-04-28,238
2018-04-29,230
2018-04-30,227
2018-05-02,225
2018-05-03,232
2018-05-04,230
2018-05-05,225
2018-05-06,225
2018-05-07,229
2018-05-08,234
2018-05-09,234
2018-05-10,238
2018-05-11,235
2018-05-12,236
2018-05-13,236
2018-05-14,234
2018-05-15,225
2018-05-16,222
2018-05-17,226
2018-05-18,228
2018-05-19,234
2018-05-20,242
2018-05-21,255
2018-05-22,268
2018-05-23,282
2018-05-24,296
2018-05-25,310
2018-05-26,302
2018-05-27,305
2018-05-28,308
2018-05-29,317
2018-05-30,307
2018-05-31,302
2018-06-01,294
2018-06-02,282
2018-06-03,279
2018-06-04,267
2018-06-05,258
2018-06-06,253
2018-06-07,253
2018-06-08,243
2018-06-09,232
2018-06-10,224
2018-06-11,218
2018-06-12,214
2018-06-13,206
2018-06-14,198
2018-06-15,190
2018-06-16,184
2018-06-17,191
2018-06-18,198
2018-06-19,196
2018-06-20,196
2018-06-21,195
2018-06-22,186
2018-06-23,180
2018-06-24,184
2018-06-25,184
2018-06-26,181
2018-06-27,189
2018-06-28,190
2018-06-29,183
2018-06-30,177
2018-07-01,180
2018-07-02,181
2018-07-03,182
2018-07-04,181
2018-07-05,176
2018-07-06,169
2018-07-07,165
2018-07-08,169
2018-07-09,174
2018-07-10,183
2018-07-11,189
2018-07-12,192
2018-07-13,199
2018-07-14,192
2018-07-15,187
2018-07-16,188
2018-07-17,189
2018-07-18,189
2018-07-19,186
2018-07-20,187
2018-07-21,191
2018-07-22,198
2018-07-23,195
2018-07-24,187
2018-07-25,190
2018-07-26,186
2018-07-27,188
2018-07-28,189
2018-07-29,198
2018-07-30,202
2018-07-31,208
2018-08-01,202
2018-08-02,205
2018-08-03,204
2018-08-04,203
2018-08-05,208
2018-08-06,213
2018-08-07,215
2018-08-08,216
2018-08-09,208
2018-08-10,202
2018-08-11,199
2018-08-12,202
2018-08-14,223
2018-08-16,229
2018-08-17,230
2018-08-18,229
2018-08-19,231
2018-08-20,232
2018-08-21,238
2018-08-22,240
2018-08-23,235
2018-08-24,241
2018-08-25,245
2018-08-26,245
2018-08-27,246
2018-08-28,254
2018-08-29,262
2018-08-30,261
2018-08-31,270
2018-09-01,270
2018-09-02,265
2018-09-03,263
2018-09-04,274
2018-09-05,288
2018-09-06,303
2018-09-07,310
2018-09-08,304
2018-09-09,303
2018-09-10,297
2018-09-11,308
2018-09-12,312
2018-09-13,302
2018-09-14,300
2018-09-15,294
2018-09-16,297
2018-09-17,303
2018-09-18,304
2018-09-19,304
2018-09-20,311
2018-09-21,315
2018-09-22,318
2018-09-23,326
2018-09-24,330
2018-09-25,332
2018-09-26,328
2018-09-27,331
2018-09-28,340
2018-09-29,348
2018-09-30,345
2018-10-02,329
2018-10-03,330
2018-10-04,327
2018-10-05,340
2018-10-06,337
2018-10-07,338
2018-10-08,337
2018-10-09,334
2018-10-10,324
2018-10-11,325
2018-10-12,323
2018-10-13,314
2018-10-14,306
2018-10-15,300
2018-10-16,301
2018-10-17,304
2018-10-18,303
2018-10-19,296
2018-10-20,290
2018-10-21,284
2018-10-22,277
2018-10-23,277
2018-10-24,281
2018-10-25,276
2018-10-26,267
2018-10-27,266
2018-10-28,261
2018-10-29,267
2018-10-30,264
2018-10-31,263
2018-11-01,267
2018-11-03,292
2018-11-04,306
2018-11-05,308
2018-11-06,299
2018-11-07,301
2018-11-08,298
2018-11-09,292
2018-11-10,290
2018-11-11,298
2018-11-12,299
2018-11-13,313
2018-11-14,328
2018-11-15,340
2018-11-16,355
2018-11-17,361
2018-11-18,379
2018-11-19,380
2018-11-20,372
2018-11-21,364
2018-11-22,374
2018-11-23,367
2018-11-24,380
2018-11-25,383
2018-11-26,385
2018-11-27,374
2018-11-28,362
2018-11-29,350
2018-12-01,354
2018-12-02,350
2018-12-03,340
2018-12-04,343
2018-12-05,346
2018-12-07,351
2018-12-09,367
2018-12-10,383
2018-12-11,400
2018-12-12,418
2018-12-13,418
2018-12-14,422
2018-12-15,417
2018-12-16,415
2018-12-17,397
2018-12-18,384
2018-12-19,374
2018-12-20,389
2018-12-21,388
2018-12-22,384
2018-12-23,371
2018-12-24,362
2018-12-25,353
2018-12-26,353
2018-12-27,359
2018-12-28,375
2018-12-29,367
2018-12-30,357
2018-12-31,360
2019-01-01,359
2019-01-02,365
2019-01-03,367
2019-01-04,373
2019-01-05,372
2019-01-06,384
2019-01-08,399
2019-01-10,393
2019-01-11,377
2019-01-12,366
2019-01-13,376
2019-01-14,385
2019-01-15,373
2019-01-16,363
2019-01-17,374
2019-01-18,375
2019-01-19,378
2019-01-20,379
2019-01-21,379
2019-01-22,388
2019-01-23,385
2019-01-25,381
2019-01-26,378
2019-01-27,363
2019-01-29,330
2019-01-30,337
2019-01-31,350
2019-02-01,357
2019-02-02,365
2019-02-03,375
2019-02-04,384
2019-02-05,401
2019-02-06,410
2019-02-07,419
2019-02-08,403
2019-02-09,392
2019-02-10,380
2019-02-11,367
2019-02-12,357
2019-02-13,362
2019-02-14,370
2019-02-15,358
2019-02-16,341
2019-02-17,323
2019-02-18,312
2019-02-19,324
2019-02-20,336
2019-02-21,340
2019-02-22,345
2019-02-23,344
2019-02-24,331
2019-02-25,334
2019-02-26,344
2019-02-27,340
2019-02-28,333
2019-03-01,327
2019-03-02,316
2019-03-03,320
2019-03-04,334
2019-03-05,333
2019-03-06,332
2019-03-07,338
2019-03-08,327
2019-03-09,320
2019-03-10,308
2019-03-11,294
2019-03-12,285
2019-03-13,293
2019-03-14,297
2019-03-15,285
2019-03-16,285
2019-03-17,289
2019-03-18,297
2019-03-19,297
2019-03-20,298
2019-03-21,294
2019-03-22,304
2019-03-23,307
2019-03-24,306
2019-03-25,307
2019-03-26,293
2019-03-27,280
2019-03-28,267
2019-03-29,259
2019-03-30,251
2019-03-31,246
2019-04-01,241
2019-04-02,239
2019-04-03,237
2019-04-04,242
2019-04-05,247
2019-04-06,250
2019-04-07,245
2019-04-08,245
2019-04-09,249
2019-04-10,254
2019-04-11,245
2019-04-12,246
2019-04-13,247
2019-04-14,247
2019-04-15,252
2019-04-16,260
2019-04-17,268
2019-04-18,278
2019-04-19,281
2019-04-20,290
2019-04-21,283
2019-04-22,286
2019-04-23,294
2019-04-24,305
2019-04-25,320
2019-04-26,333
2019-04-27,343
2019-04-28,341
2019-04-29,332
2019-04-30,322
2019-05-01,323
2019-05-02,323
2019-05-03,316
2019-05-04,304
2019-05-05,291
2019-05-06,277
2019-05-07,265
2019-05-08,263
2019-05-09,264
2019-05-10,259
2019-05-11,257
2019-05-12,257
2019-05-13,258
2019-05-14,267
2019-05-15,265
2019-05-16,264
2019-05-17,268
2019-05-18,268
2019-05-19,278
2019-05-20,288
2019-05-21,292
2019-05-22,305
2019-05-23,311
2019-05-24,320
2019-05-25,319
2019-05-26,329
2019-05-27,321
2019-05-28,306
2019-05-29,299
2019-05-30,291
2019-05-31,291
2019-06-01,298
2019-06-02,297
2019-06-03,291
2019-06-04,283
2019-06-05,271
2019-06-06,261
2019-06-07,258
2019-06-08,256
2019-06-09,259
2019-06-10,265
2019-06-11,277
2019-06-12,287
2019-06-13,287
2019-06-14,290
2019-06-15,283
2019-06-16,277
2019-06-17,269
2019-06-18,257
2019-06-19,259
2019-06-20,260
2019-06-21,263
2019-06-22,269
2019-06-23,272
2019-06-24,283
2019-06-25,292
2019-06-26,294
2019-06-27,294
2019-06-28,297
2019-06-29,297
2019-06-30,311
2019-07-01,325
2019-07-02,336
2019-07-03,341
2019-07-04,344
2019-07-05,348
2019-07-06,349
2019-07-07,332
2019-07-08,320
2019-07-09,315
2019-07-10,311
2019-07-11,320
2019-07-12,326
2019-07-13,333
2019-07-14,333
2019-07-15,330
2019-07-16,341
2019-07-17,334
2019-07-18,326
2019-07-19,310
2019-07-20,296
2019-07-21,282
2019-07-22,269
2019-07-23,256
2019-07-24,243
2019-07-25,234
2019-07-26,236
2019-07-27,238
2019-07-28,236
2019-07-29,242
2019-07-30,243
2019-07-31,252
2019-08-01,260
2019-08-02,256
2019-08-03,251
2019-08-04,250
2019-08-05,242
2019-08-06,245
2019-08-07,237
2019-08-08,227
2019-08-09,231
2019-08-10,231
2019-08-11,224
2019-08-12,217
2019-08-13,226
2019-08-14,236
2019-08-15,227
2019-08-16,220
2019-08-17,211
2019-08-18,204
2019-08-19,200
2019-08-20,196
2019-08-21,196
2019-08-22,198
2019-08-23,201
2019-08-24,195
2019-08-24,195
2019-08-25,190
2019-08-25,190
2019-08-26,184
2019-08-26,184
2019-08-27,185
2019-08-27,185
2019-08-28,189
