date_obj,Archers%20ring price
2018-11-11,5223610
2018-11-12,5190326
2018-11-13,5103982
2018-11-14,5049057
2018-11-15,4965911
2018-11-16,4949058
2018-11-17,4993658
2018-11-18,5015434
2018-11-19,5012475
2018-11-20,4983252
2018-11-21,4960641
2018-11-22,4935888
2018-11-23,4923840
2018-11-24,4911140
2018-11-25,4957821
2018-11-26,4956518
2018-11-27,5018390
2018-11-28,5057485
2018-11-29,5135098
2018-12-01,5300860
2018-12-02,5391046
2018-12-03,5334266
2018-12-04,5344087
2018-12-05,5328195
2018-12-07,5286465
2018-12-09,5332238
2018-12-10,5369942
2018-12-11,5537273
2018-12-12,5539399
2018-12-13,5531354
2018-12-14,5537078
2018-12-15,5509940
2018-12-16,5562852
2018-12-17,5529659
2018-12-18,5513183
2018-12-19,5479589
2018-12-20,5452640
2018-12-21,5470145
2018-12-22,5477011
2018-12-23,5504732
2018-12-24,5606453
2018-12-25,5687288
2018-12-26,5723267
2018-12-27,5746572
2018-12-28,5736811
2018-12-29,5734469
2018-12-30,5715050
2018-12-31,5647488
2019-01-01,5626359
2019-01-02,5587818
2019-01-03,5561630
2019-01-04,5557160
2019-01-05,5550440
2019-01-06,5536768
2019-01-08,5496525
2019-01-10,5626075
2019-01-11,5826521
2019-01-12,5830371
2019-01-13,5909761
2019-01-14,5920816
2019-01-15,5857185
2019-01-16,5776367
2019-01-17,5707170
2019-01-18,5681818
2019-01-19,5833025
2019-01-20,5849065
2019-01-21,5852112
2019-01-22,5942517
2019-01-23,5939746
2019-01-24,5936531
2019-01-25,5999124
2019-01-26,6036096
2019-01-27,5994797
2019-01-28,5932635
2019-01-29,5911978
2019-01-30,5815467
2019-01-31,5776695
2019-02-01,5763924
2019-02-02,5807549
2019-02-03,5862263
2019-02-04,5864486
2019-02-05,5942191
2019-02-06,5974444
2019-02-07,5950505
2019-02-08,5957904
2019-02-09,6019811
2019-02-10,5984384
2019-02-11,5949413
2019-02-12,5923356
2019-02-13,5889005
2019-02-14,5816054
2019-02-15,5880961
2019-02-16,6007352
2019-02-17,5985167
2019-02-18,5963106
2019-02-19,5985523
2019-02-20,6006653
2019-02-21,5987542
2019-02-22,5980771
2019-02-23,5971471
2019-02-24,5968379
2019-02-25,5953265
2019-02-26,5950190
2019-02-27,5977862
2019-02-28,5954113
2019-03-01,5995491
2019-03-02,6049988
2019-03-03,6022990
2019-03-04,5996714
2019-03-05,5954521
2019-03-06,5939938
2019-03-07,5936262
2019-03-08,5919201
2019-03-09,5941523
2019-03-10,5944856
2019-03-11,5934245
2019-03-12,5936390
2019-03-13,5928470
2019-03-14,5912857
2019-03-15,5905516
2019-03-16,5890838
2019-03-17,5870066
2019-03-18,5859354
2019-03-19,5837391
2019-03-20,5837274
2019-03-21,5885156
2019-03-22,5947344
2019-03-23,5926233
2019-03-24,5897913
2019-03-25,5844275
2019-03-26,5810363
2019-03-27,5785776
2019-03-28,5759068
2019-03-29,5749606
2019-03-30,5761489
2019-03-31,5750997
2019-04-01,5739556
2019-04-02,5758920
2019-04-03,5817871
2019-04-04,5875051
2019-04-05,5937744
2019-04-06,5988758
2019-04-07,6019952
2019-04-08,5997836
2019-04-09,6009399
2019-04-10,6044337
2019-04-11,6039592
2019-04-12,5997085
2019-04-13,5981250
2019-04-14,5950279
2019-04-15,5916719
2019-04-16,5818337
2019-04-17,5678910
2019-04-18,5573481
2019-04-19,5563428
2019-04-20,5544814
2019-04-21,5646672
2019-04-22,5687585
2019-04-23,5600269
2019-04-24,5567524
2019-04-25,5509745
2019-04-26,5516376
2019-04-27,5519080
2019-04-28,5578306
2019-04-29,5591609
2019-04-30,5619794
2019-05-01,5626353
2019-05-02,5624224
2019-05-03,5623630
2019-05-04,5640088
2019-05-05,5614138
2019-05-06,5585469
2019-05-07,5556910
2019-05-08,5529923
2019-05-09,5523492
2019-05-10,5486078
2019-05-11,5458055
2019-05-12,5419139
2019-05-13,5387371
2019-05-14,5317946
2019-05-15,5284144
2019-05-16,5249486
2019-05-17,5226325
2019-05-18,5212728
2019-05-19,5168643
2019-05-20,5137267
2019-05-21,5108883
2019-05-22,5102339
2019-05-23,5078531
2019-05-24,5042861
2019-05-25,5021555
2019-05-26,5057597
2019-05-27,5198350
2019-05-28,5200432
2019-05-29,5198993
2019-05-30,5205247
2019-05-31,5202466
2019-06-01,5326312
2019-06-02,5445860
2019-06-03,5427156
2019-06-04,5385052
2019-06-05,5366252
2019-06-06,5331231
2019-06-07,5323703
2019-06-08,5312000
2019-06-09,5297598
2019-06-10,5292831
2019-06-11,5257793
2019-06-12,5255277
2019-06-13,5223922
2019-06-14,5174405
2019-06-15,5161269
2019-06-16,5101831
2019-06-17,5047124
2019-06-18,4995271
2019-06-19,4950213
2019-06-20,4909734
2019-06-21,4863563
2019-06-22,4842537
2019-06-23,4780951
2019-06-24,4736606
2019-06-25,4692340
2019-06-26,4675618
2019-06-27,4775319
2019-06-28,4862864
2019-06-29,4886356
2019-06-30,4958378
2019-07-01,4973886
2019-07-02,4984380
2019-07-03,5031631
2019-07-04,4987591
2019-07-05,4986675
2019-07-06,4991358
2019-07-07,4996846
2019-07-08,5038657
2019-07-09,5019808
2019-07-10,5015376
2019-07-11,4996446
2019-07-12,4976587
2019-07-13,4962888
2019-07-14,4970225
2019-07-15,4949464
2019-07-16,4937899
2019-07-17,4930812
2019-07-18,4907945
2019-07-19,4895173
2019-07-20,4896539
2019-07-21,4955348
2019-07-22,4864760
2019-07-23,4810873
2019-07-24,4724112
2019-07-25,4574626
2019-07-26,4573910
2019-07-27,4568314
2019-07-28,4558749
2019-07-29,4566491
2019-07-30,4564796
2019-07-31,4611792
2019-08-01,4625791
2019-08-02,4667813
2019-08-03,4801705
2019-08-04,4808900
2019-08-05,4813499
2019-08-06,4939351
2019-08-07,4942219
2019-08-08,4967137
2019-08-09,5013586
2019-08-10,5119924
2019-08-11,5048862
2019-08-12,4987108
2019-08-13,4990768
2019-08-14,4978130
2019-08-15,4971529
2019-08-16,4980593
2019-08-17,5039377
2019-08-18,5027170
2019-08-19,5008465
2019-08-20,4998660
2019-08-21,4988598
2019-08-22,4954119
2019-08-23,4944759
2019-08-24,4933704
2019-08-24,4933704
2019-08-25,4926038
2019-08-25,4926038
2019-08-26,4928553
2019-08-27,4923713
2019-08-27,4923713
2019-08-28,5044397
2019-08-29,4987729
2019-08-30,4954428
2019-08-31,4938464
2019-09-01,4912515
2019-09-02,4901303
2019-09-03,4883148
2019-09-04,4861404
2019-09-05,4835207
2019-09-06,4851356
2019-09-07,4841195
2019-09-08,4803295
2019-09-09,4746194
2019-09-10,4714596
2019-09-11,4632231
2019-09-12,4460241
2019-09-13,4449511
2019-09-14,4450265
2019-09-15,4482826
2019-09-16,4484356
2019-09-17,4478586
2019-09-18,4469928
2019-09-19,4434283
2019-09-20,4432683
2019-09-21,4410830
2019-09-22,4373157
2019-09-23,4361277
2019-09-24,4339810
2019-09-25,4327049
2019-09-26,4314322
2019-09-27,4311300
2019-09-28,4278600
2019-09-29,4280581
2019-09-30,4273591
2019-10-01,4297993
2019-10-02,4330135
2019-10-03,4347031
2019-10-04,4395267
2019-10-05,4379628
2019-10-06,4375655
2019-10-07,4348467
2019-10-08,4334690
2019-10-09,4264381
2019-10-10,4187125
2019-10-11,4163959
2019-10-12,4151920
2019-10-13,4174356
2019-10-14,4209338
2019-10-15,4194268
2019-10-16,4169818
2019-10-17,4148096
2019-10-18,4145639
2019-10-19,4122985
2019-10-20,4116971
2019-10-21,4091549
2019-10-22,4042417
2019-10-23,3969681
2019-10-24,3808930
2019-10-25,3813073
2019-10-26,3875767
2019-10-27,3917136
2019-10-28,3974453
2019-10-29,3885622
2019-10-30,3890466
2019-10-31,3893516
2019-11-01,3893571
2019-11-02,3893830
2019-11-03,3903717
2019-11-04,3898112
2019-11-05,3897122
2019-11-06,3950403
2019-11-07,4021653
2019-11-08,4024180
2019-11-09,4024432
2019-11-10,4071777
2019-11-11,4129070
2019-11-12,4028431
2019-11-13,3963439
2019-11-14,3979301
2019-11-15,3982519
2019-11-16,4083237
2019-11-17,4037854
2019-11-18,4024701
2019-11-19,4022141
2019-11-20,3993671
2019-11-21,4039962
2019-11-22,4039815
2019-11-23,4146867
2019-11-24,4161279
2019-11-25,4159993
2019-11-26,4179727
2019-11-27,4194139
2019-11-28,4281847
2019-11-29,4347541
2019-11-30,4381717
2019-12-01,4367976
2019-12-02,4393977
2019-12-03,4395491
2019-12-04,4399327
2019-12-05,4387005
2019-12-06,4375852
2019-12-07,4375143
2019-12-08,4355537
2019-12-09,4258299
2019-12-10,4193253
2019-12-11,4173107
2019-12-12,4153752
2019-12-13,4134327
2019-12-14,4113574
2019-12-15,4103412
2019-12-16,4076995
2019-12-17,4068902
2019-12-18,4059777
2019-12-19,4103680
2019-12-20,4099295
2019-12-21,4067824
2019-12-22,4102893
2019-12-23,4028387
2019-12-24,4061008
2019-12-25,4130311
2019-12-26,4095272
2019-12-27,4138770
2019-12-28,4290815
2019-12-29,4293175
2019-12-30,4228972
2019-12-31,4209134
2020-01-01,4294612
2020-01-02,4347641
2020-01-03,4323789
2020-01-04,4380466
2020-01-05,4401885
2020-01-06,4377943
2020-01-07,4362019
2020-01-08,4373521
2020-01-09,4352416
2020-01-10,4353768
2020-01-11,4366858
2020-01-12,4370939
2020-01-13,4360135
2020-01-14,4344345
2020-01-15,4353535
2020-01-16,4411558
2020-01-17,4469056
2020-01-18,4435930
2020-01-19,4397540
2020-01-20,4391803
2020-01-21,4355263
2020-01-22,4333453
2020-01-23,4328564
2020-01-24,4308841
2020-01-25,4292524
2020-01-26,4278330
2020-01-27,4213807
2020-01-28,4169713
2020-01-29,4107011
2020-01-30,4086526
2020-01-31,4062563
2020-02-01,4048292
2020-02-02,4033097
2020-02-03,4008374
2020-02-04,4003045
2020-02-05,4003767
2020-02-06,3846678
2020-02-07,3830444
2020-02-08,3784376
2020-02-09,3791605
2020-02-10,3808977
2020-02-11,3900756
2020-02-12,3970113
2020-02-13,4026224
2020-02-14,4015094
2020-02-15,4052559
2020-02-16,4036765
2020-02-17,4017921
2020-02-18,4004440
2020-02-19,3996046
2020-02-20,3984674
2020-02-21,3986424
2020-02-22,3993139
2020-02-23,3995468
2020-02-24,4008611
2020-02-25,4020933
2020-02-26,4007225
2020-02-27,4048860
2020-02-28,4128804
2020-02-29,4142286
2020-03-01,4135979
2020-03-02,4140948
2020-03-03,4166101
2020-03-04,4185325
2020-03-05,4146552
2020-03-06,4108488
2020-03-07,4104297
2020-03-08,4091638
2020-03-09,4058388
2020-03-10,4037160
2020-03-11,4031833
2020-03-12,4017539
2020-03-13,4017362
2020-03-14,4014808
2020-03-15,4034614
2020-03-16,4087827
2020-03-17,4127458
2020-03-18,4297855
2020-03-19,4397109
2020-03-20,4578626
2020-03-21,4581523
2020-03-22,4689322
2020-03-23,4681990
2020-03-24,4857123
2020-03-25,5068563
2020-03-26,5044800
2020-03-27,4987959
2020-03-28,4965957
2020-03-29,4934867
2020-03-30,4911385
2020-03-31,4907035
2020-04-01,4895961
2020-04-02,4897748
2020-04-03,4880539
2020-04-04,4882790
2020-04-05,4905035
2020-04-06,4885018
2020-04-07,4885632
2020-04-08,4929529
2020-04-09,4952426
2020-04-10,4870674
2020-04-11,4876168
2020-04-12,4870102
2020-04-13,4888725
2020-04-14,4914379
2020-04-15,5037985
2020-04-16,5008309
2020-04-17,4995720
2020-04-18,4979815
2020-04-19,4962679
2020-04-20,4944975
2020-04-21,4948836
2020-04-22,4941222
2020-04-23,4930120
2020-04-24,4936643
2020-04-25,4939838
2020-04-26,4971082
2020-04-27,4987962
2020-04-28,5001782
2020-04-29,5104314
2020-04-30,5107149
2020-05-01,5091578
2020-05-02,5089434
2020-05-03,5077014
2020-05-04,5067615
2020-05-05,5064467
2020-05-06,5061629
2020-05-07,5069564
2020-05-08,5048181
2020-05-09,4990037
2020-05-10,4994836
2020-05-11,4971096
2020-05-12,4973851
2020-05-13,4997711
