date_obj,Red%20d'hide%20body price
2017-05-04,6466
2017-05-05,6608
2017-05-06,6564
2017-05-07,6511
2017-05-08,6527
2017-05-09,6509
2017-05-10,6583
2017-05-11,6710
2017-05-12,6605
2017-05-13,6539
2017-05-14,6432
2017-05-15,6638
2017-05-16,6401
2017-05-17,6455
2017-05-18,6491
2017-05-19,6392
2017-05-20,6363
2017-05-21,6355
2017-05-22,6482
2017-05-23,6507
2017-05-24,6508
2017-05-25,6511
2017-05-26,6417
2017-05-27,6464
2017-05-28,6385
2017-05-29,6485
2017-05-30,6472
2017-05-31,6470
2017-06-01,6441
2017-06-02,6378
2017-06-03,6420
2017-06-06,6532
2017-06-07,6547
2017-06-08,6551
2017-06-09,6427
2017-06-10,6419
2017-06-11,6378
2017-06-12,6427
2017-06-13,6497
2017-06-14,6530
2017-06-15,6566
2017-06-16,6519
2017-06-17,6479
2017-06-18,6480
2017-06-19,6434
2017-06-20,6367
2017-06-21,6314
2017-06-22,6311
2017-06-23,6398
2017-06-24,6413
2017-06-25,6423
2017-06-26,6325
2017-06-27,6485
2017-06-28,6366
2017-06-29,6429
2017-06-30,6363
2017-07-01,6464
2017-07-02,6482
2017-07-03,6436
2017-07-04,6297
2017-07-05,6336
2017-07-06,6372
2017-07-07,6227
2017-07-08,6183
2017-07-13,6356
2017-07-14,6408
2017-07-15,6463
2017-07-16,6399
2017-07-17,6430
2017-07-18,6458
2017-07-19,6453
2017-07-20,6525
2017-07-21,6511
2017-07-22,6400
2017-07-23,6458
2017-07-24,6424
2017-07-25,6469
2017-07-26,6435
2017-07-27,6409
2017-07-28,6382
2017-07-29,6394
2017-07-30,6391
2017-07-31,6458
2017-08-01,6432
2017-08-02,6443
2017-08-03,6431
2017-08-04,6457
2017-08-05,6436
2017-08-06,6470
2017-08-09,6400
2017-08-10,6435
2017-08-11,6476
2017-08-12,6437
2017-08-13,6420
2017-08-14,6468
2017-08-15,6427
2017-08-16,6444
2017-08-17,6483
2017-08-18,6385
2017-08-19,6468
2017-08-20,6420
2017-08-22,6432
2017-08-23,6447
2017-08-24,6458
2017-08-25,6461
2017-08-26,6366
2017-08-27,6365
2017-08-28,6372
2017-08-29,6331
2017-08-30,6413
2017-08-31,6450
2017-09-01,6334
2017-09-02,6401
2017-09-03,6358
2017-09-04,6335
2017-09-05,6353
2017-09-06,6520
2017-09-07,6447
2017-09-08,6371
2017-09-09,6381
2017-09-10,6338
2017-09-11,6441
2017-09-12,6384
2017-09-13,6449
2017-09-14,6396
2017-09-15,6568
2017-09-16,6374
2017-09-17,6401
2017-09-19,6392
2017-09-20,6370
2017-09-21,6406
2017-09-22,6287
2017-09-23,6278
2017-09-24,6339
2017-09-25,6443
2017-09-26,6350
2017-09-27,6292
2017-09-28,6370
2017-09-29,6290
2017-09-30,6253
2017-10-01,6321
2017-10-02,6405
2017-10-03,6407
2017-10-04,6400
2017-10-05,6433
2017-10-06,6391
2017-10-07,6330
2017-10-08,6256
2017-10-09,6361
2017-10-10,6476
2017-10-11,6431
2017-10-12,6497
2017-10-13,6420
2017-10-14,6363
2017-10-15,6343
2017-10-16,6390
2017-10-17,6447
2017-10-18,6423
2017-10-19,6443
2017-10-20,6308
2017-10-21,6336
2017-10-22,6345
2017-10-23,6388
2017-10-24,6447
2017-10-25,6473
2017-10-26,6474
2017-10-27,6345
2017-10-28,6418
2017-10-29,6456
2017-10-30,6419
2017-10-31,6367
2017-11-01,6433
2017-11-02,6287
2017-11-03,6259
2017-11-04,6348
2017-11-05,6420
2017-11-06,6505
2017-11-07,6403
2017-11-08,6329
2017-11-09,6395
2017-11-10,6258
2017-11-11,6178
2017-11-12,6455
2017-11-13,6491
2017-11-14,6453
2017-11-15,6475
2017-11-16,6457
2017-11-17,6478
2017-11-18,6485
2017-11-19,6338
2017-11-20,6491
2017-11-21,6292
2017-11-22,6465
2017-11-23,6441
2017-11-24,6410
2017-11-25,6328
2017-11-26,6406
2017-11-27,6199
2017-11-28,6245
2017-11-29,6470
2017-11-30,6398
2017-12-01,6384
2017-12-02,6459
2017-12-03,6523
2017-12-04,6344
2017-12-05,6512
2017-12-06,6418
2017-12-07,6468
2017-12-08,6495
2017-12-09,6381
2017-12-10,6370
2017-12-11,6508
2017-12-12,6376
2017-12-14,6380
2017-12-15,6381
2017-12-16,6396
2017-12-17,6437
2017-12-18,6392
2017-12-19,6434
2017-12-20,6428
2017-12-21,6409
2017-12-22,6400
2017-12-23,6349
2017-12-24,6397
2017-12-25,6420
2017-12-26,6379
2017-12-27,6227
2017-12-28,6321
2017-12-29,6297
2017-12-30,6292
2017-12-31,6339
2018-01-01,6298
2018-01-02,6197
2018-01-03,6281
2018-01-04,6327
2018-01-05,6411
2018-01-06,6323
2018-01-07,6367
2018-01-08,6381
2018-01-09,6320
2018-01-10,6363
2018-01-11,6224
2018-01-12,6223
2018-01-13,6196
2018-01-14,6252
2018-01-15,6278
2018-01-16,6306
2018-01-17,6256
2018-01-18,6292
2018-01-19,6317
2018-01-20,6275
2018-01-21,6241
2018-01-22,6308
2018-01-23,6249
2018-01-24,6321
2018-01-25,6401
2018-01-26,6408
2018-01-27,6294
2018-01-28,6300
2018-01-29,6373
2018-01-31,6281
2018-02-01,6430
2018-02-02,6352
2018-02-03,6365
2018-02-04,6372
2018-02-05,6328
2018-02-06,6358
2018-02-07,6369
2018-02-08,6404
2018-02-09,6367
2018-02-10,6351
2018-02-11,6322
2018-02-12,6382
2018-02-13,6369
2018-02-14,6376
2018-02-15,6353
2018-02-16,6373
2018-02-17,6361
2018-02-18,6355
2018-02-19,6345
2018-02-20,6281
2018-02-21,6339
2018-02-22,6303
2018-02-23,6351
2018-02-24,6315
2018-02-25,6391
2018-02-26,6382
2018-02-27,6399
2018-02-28,6344
2018-03-01,6401
2018-03-02,6413
2018-03-03,6325
2018-03-04,6296
2018-03-05,6286
2018-03-06,6363
2018-03-07,6362
2018-03-08,6349
2018-03-09,6352
2018-03-10,6336
2018-03-11,6340
2018-03-12,6314
2018-03-13,6360
2018-03-14,6359
2018-03-15,6406
2018-03-16,6353
2018-03-17,6382
2018-03-18,6320
2018-03-19,6263
2018-03-20,6274
2018-03-21,6343
2018-03-23,6394
2018-03-24,6410
2018-03-26,6385
2018-03-27,6343
2018-03-28,6297
2018-03-29,6373
2018-03-30,6242
2018-03-31,6352
2018-04-01,6352
2018-04-02,6338
2018-04-03,6350
2018-04-04,6337
2018-04-05,6269
2018-04-06,6344
2018-04-08,6363
2018-04-09,6413
2018-04-10,6303
2018-04-11,6379
2018-04-12,6307
2018-04-13,6371
2018-04-14,6335
2018-04-15,6335
2018-04-16,6236
2018-04-17,6261
2018-04-18,6344
2018-04-19,6323
2018-04-20,6318
2018-04-21,6360
2018-04-22,6282
2018-04-23,6318
2018-04-24,6325
2018-04-25,6348
2018-04-26,6333
2018-04-27,6243
2018-04-28,6292
2018-04-29,6302
2018-04-30,6346
2018-05-01,6369
2018-05-02,6397
2018-05-03,6286
2018-05-04,6380
2018-05-05,6395
2018-05-06,6312
2018-05-07,6341
2018-05-08,6436
2018-05-09,6411
2018-05-10,6405
2018-05-11,6355
2018-05-12,6348
2018-05-13,6228
2018-05-14,6322
2018-05-15,6382
2018-05-16,6345
2018-05-17,6357
2018-05-18,6323
2018-05-19,6251
2018-05-20,6345
2018-05-21,6360
2018-05-22,6312
2018-05-23,6339
2018-05-24,6330
2018-05-25,6348
2018-05-26,6331
2018-05-27,6331
2018-05-28,6308
2018-05-29,6309
2018-05-30,6355
2018-05-31,6387
2018-06-01,6392
2018-06-02,6415
2018-06-03,6297
2018-06-04,6341
2018-06-05,6345
2018-06-06,6329
2018-06-07,6403
2018-06-08,6333
2018-06-09,6407
2018-06-10,6373
2018-06-11,6340
2018-06-12,6386
2018-06-13,6306
2018-06-14,6298
2018-06-15,6296
2018-06-16,6310
2018-06-17,6243
2018-06-18,6216
2018-06-19,6257
2018-06-20,6284
2018-06-21,6312
2018-06-22,6310
2018-06-23,6358
2018-06-24,6298
2018-06-25,6279
2018-06-26,6268
2018-06-27,6234
2018-06-28,6299
2018-06-29,6354
2018-06-30,6341
2018-07-01,6335
2018-07-02,6390
2018-07-03,6318
2018-07-04,6329
2018-07-05,6231
2018-07-06,6242
2018-07-07,6321
2018-07-08,6321
2018-07-09,6360
2018-07-10,6279
2018-07-11,6118
2018-07-12,6268
2018-07-13,6324
2018-07-14,6326
2018-07-15,6336
2018-07-16,6366
2018-07-17,6361
2018-07-18,6382
2018-07-19,6333
2018-07-20,6364
2018-07-21,6355
2018-07-22,6386
2018-07-23,6396
2018-07-24,6416
2018-07-25,6387
2018-07-26,6362
2018-07-27,6336
2018-07-28,6387
2018-07-29,6340
2018-07-30,6353
2018-07-31,6250
2018-08-01,6331
2018-08-02,6368
2018-08-03,6335
2018-08-04,6330
2018-08-05,6377
2018-08-06,6408
2018-08-07,6445
2018-08-08,6248
2018-08-09,6119
2018-08-10,6334
2018-08-11,6323
2018-08-12,6253
2018-08-14,6291
2018-08-16,6323
2018-08-17,6373
2018-08-18,6333
2018-08-19,6357
2018-08-20,6358
2018-08-21,6361
2018-08-22,6334
2018-08-23,6337
2018-08-24,6344
2018-08-25,6329
2018-08-26,6282
2018-08-27,6279
2018-08-28,6346
2018-08-29,6345
2018-08-30,6380
2018-08-31,6356
2018-09-01,6332
2018-09-02,6318
2018-09-03,6335
2018-09-04,6316
2018-09-05,6354
2018-09-06,6391
2018-09-07,6307
2018-09-08,6314
2018-09-09,6271
2018-09-10,6306
2018-09-11,6338
2018-09-12,6368
2018-09-13,6365
2018-09-14,6370
2018-09-15,6373
2018-09-16,6381
2018-09-17,6328
2018-09-18,6335
2018-09-19,6343
2018-09-20,6368
2018-09-21,6345
2018-09-22,6353
2018-09-23,6334
2018-09-24,6330
2018-09-25,6359
2018-09-26,6347
2018-09-27,6361
2018-09-28,6304
2018-09-29,6294
2018-09-30,6245
2018-10-02,6254
2018-10-03,6249
2018-10-04,6339
2018-10-05,6351
2018-10-06,6342
2018-10-07,6373
2018-10-08,6411
2018-10-09,6353
2018-10-10,6392
2018-10-11,6424
2018-10-12,6439
2018-10-13,6320
2018-10-14,6235
2018-10-15,6191
2018-10-16,6210
2018-10-17,6219
2018-10-18,6219
2018-10-19,6282
2018-10-20,6286
2018-10-21,6291
2018-10-22,6292
2018-10-23,6251
2018-10-24,6194
2018-10-25,6260
2018-10-26,6335
2018-10-27,6230
2018-10-28,6175
2018-10-29,6260
2018-10-30,6325
2018-10-31,6285
2018-11-01,6271
2018-11-03,6313
2018-11-04,6328
2018-11-05,6246
2018-11-06,6256
2018-11-07,6343
2018-11-08,6382
2018-11-09,6411
2018-11-10,6389
2018-11-11,6242
2018-11-12,6292
2018-11-13,6268
2018-11-14,6265
2018-11-15,6257
2018-11-16,6283
2018-11-17,6283
2018-11-18,6273
2018-11-19,6217
2018-11-20,6288
2018-11-21,6305
2018-11-22,6231
2018-11-23,6289
2018-11-24,6282
2018-11-25,6325
2018-11-26,6326
2018-11-27,6367
2018-11-28,6361
2018-11-29,6377
2018-12-01,6292
2018-12-02,6298
2018-12-03,6268
2018-12-04,6331
2018-12-05,6310
2018-12-07,6371
2018-12-09,6270
2018-12-10,6345
2018-12-11,6326
2018-12-12,6364
2018-12-13,6384
2018-12-14,6200
2018-12-15,6346
2018-12-16,6304
2018-12-17,6344
2018-12-18,6308
2018-12-19,6309
2018-12-20,6335
2018-12-21,6354
2018-12-22,6320
2018-12-23,6361
2018-12-24,6382
2018-12-25,6368
2018-12-26,6315
2018-12-27,6327
2018-12-28,6345
2018-12-29,6320
2018-12-30,6353
2018-12-31,6334
2019-01-01,6306
2019-01-02,6320
2019-01-03,6346
2019-01-04,6368
2019-01-05,6324
2019-01-06,6310
2019-01-08,6281
2019-01-10,6314
2019-01-11,6263
2019-01-12,6273
2019-01-13,6276
2019-01-14,6281
2019-01-15,6250
2019-01-16,6250
2019-01-17,6282
2019-01-18,6312
2019-01-19,6299
2019-01-20,6334
2019-01-21,6288
2019-01-22,6330
2019-01-23,6295
2019-01-24,6352
2019-01-25,6297
2019-01-26,6260
2019-01-27,6231
2019-01-28,6284
2019-01-29,6332
2019-01-30,6338
2019-01-31,6337
2019-02-01,6333
2019-02-02,6325
2019-02-03,6295
2019-02-04,6298
2019-02-05,6353
2019-02-06,6325
2019-02-07,6383
2019-02-08,6351
2019-02-09,6367
2019-02-10,6375
2019-02-11,6335
2019-02-12,6361
2019-02-13,6359
2019-02-14,6344
2019-02-15,6276
2019-02-16,6314
2019-02-17,6274
2019-02-18,6288
2019-02-19,6303
2019-02-20,6297
2019-02-21,6279
2019-02-22,6311
2019-02-23,6301
2019-02-24,6329
2019-02-25,6339
2019-02-26,6330
2019-02-27,6305
2019-02-28,6261
2019-03-01,6290
2019-03-02,6308
2019-03-03,6344
2019-03-04,6350
2019-03-05,6372
2019-03-06,6314
2019-03-07,6310
2019-03-08,6271
2019-03-09,6297
2019-03-10,6284
2019-03-11,6297
2019-03-12,6320
2019-03-13,6301
2019-03-14,6262
2019-03-15,6297
2019-03-16,6274
2019-03-17,6281
2019-03-18,6348
2019-03-19,6329
2019-03-20,6323
2019-03-21,6365
2019-03-22,6317
2019-03-23,6310
2019-03-24,6272
2019-03-25,6191
2019-03-26,6309
2019-03-27,6297
2019-03-28,6262
2019-03-29,6174
2019-03-30,6236
2019-03-31,6205
2019-04-01,6189
2019-04-02,6236
2019-04-03,6289
2019-04-04,6234
