date_obj,Red%20d'hide%20body price
2015-03-26,6799
2015-03-27,6799
2015-03-28,6767
2015-03-29,6776
2015-03-30,6638
2015-03-31,6567
2015-04-01,6567
2015-04-02,6574
2015-04-03,6587
2015-04-04,6492
2015-04-05,6556
2015-04-06,6696
2015-04-07,6591
2015-04-08,6591
2015-04-09,6648
2015-04-10,6593
2015-04-11,6524
2015-04-12,6524
2015-04-13,6314
2015-04-14,6482
2015-04-15,6433
2015-04-16,6554
2015-04-17,6596
2015-04-18,6548
2015-04-19,6506
2015-04-20,6506
2015-04-21,6314
2015-04-22,6497
2015-04-23,6645
2015-04-24,6645
2015-04-25,6511
2015-04-26,6697
2015-04-27,6661
2015-04-28,6668
2015-04-29,6668
2015-04-30,6617
2015-05-01,6620
2015-05-02,6777
2015-05-03,6777
2015-05-04,6671
2015-05-05,6588
2015-05-06,6676
2015-05-07,6450
2015-05-08,6415
2015-05-09,6439
2015-05-10,6632
2015-05-11,6632
2015-05-12,6658
2015-05-13,6658
2015-05-14,6718
2015-05-15,6718
2015-05-16,6860
2015-05-17,6701
2015-05-18,6541
2015-05-19,6541
2015-05-20,6289
2015-05-21,6289
2015-05-22,6393
2015-05-23,6580
2015-05-24,6648
2015-05-25,6696
2015-05-26,6644
2015-05-27,6644
2015-05-28,6625
2015-05-29,6687
2015-05-30,6610
2015-05-31,6703
2015-06-01,6561
2015-06-02,6561
2015-06-03,6471
2015-06-04,6596
2015-06-05,6603
2015-06-06,6574
2015-06-07,6661
2015-06-08,6744
2015-06-09,6758
2015-06-10,6582
2015-06-11,6626
2015-06-12,6659
2015-06-13,6787
2015-06-14,6745
2015-06-15,6819
2015-06-16,6647
2015-06-17,6771
2015-06-18,6815
2015-06-19,6632
2015-06-20,6701
2015-06-21,6961
2015-06-22,6736
2015-06-23,6568
2015-06-24,6544
2015-06-25,6544
2015-06-26,6678
2015-06-27,6678
2015-06-28,6727
2015-06-29,6730
2015-06-30,6682
2015-07-01,6665
2015-07-02,6665
2015-07-03,6719
2015-07-04,6700
2015-07-05,6746
2015-07-06,6788
2015-07-07,6829
2015-07-08,6847
2015-07-09,6847
2015-07-10,6895
2015-07-11,6748
2015-07-12,6626
2015-07-13,6582
2015-07-14,6813
2015-07-15,6869
2015-07-16,6773
2015-07-17,6799
2015-07-18,7013
2015-07-19,6789
2015-07-20,6902
2015-07-21,6939
2015-07-22,6752
2015-07-23,6752
2015-07-24,6519
2015-07-25,6443
2015-07-26,6537
2015-07-27,6476
2015-07-28,6498
2015-07-29,6638
2015-07-30,6706
2015-07-31,6588
2015-08-01,6433
2015-08-02,6537
2015-08-03,6726
2015-08-04,6524
2015-08-05,6524
2015-08-06,6523
2015-08-07,6562
2015-08-08,6506
2015-08-09,6715
2015-08-10,6751
2015-08-11,6671
2015-08-12,6671
2015-08-13,6791
2015-08-14,6704
2015-08-15,6590
2015-08-16,6535
2015-08-17,6503
2015-08-18,6537
2015-08-19,6434
2015-08-20,6481
2015-08-21,6524
2015-08-22,6608
2015-08-23,6611
2015-08-24,6524
2015-08-25,6524
2015-08-26,6566
2015-08-27,6533
2015-08-28,6464
2015-08-29,6528
2015-08-30,6629
2015-08-31,6715
2015-09-01,6799
2015-09-02,6799
2015-09-03,6601
2015-09-04,6658
2015-09-05,6658
2015-09-06,6447
2015-09-07,6470
2015-09-08,6539
2015-09-09,6454
2015-09-10,6595
2015-09-11,6609
2015-09-12,6469
2015-09-13,6644
2015-09-14,6759
2015-09-15,6604
2015-09-16,6604
2015-09-17,6515
2015-09-18,6515
2015-09-19,6473
2015-09-20,6552
2015-09-21,6741
2015-09-22,6495
2015-09-23,6520
2015-09-24,6520
2015-09-25,6532
2015-09-27,6607
2015-09-28,6597
2015-09-29,6574
2015-09-30,6668
2015-10-05,6738
2015-10-06,6642
2015-10-07,6449
2015-10-08,6676
2015-10-09,6817
2015-10-10,6817
2015-10-11,6700
2015-10-12,6743
2015-10-13,6743
2015-10-14,6786
2015-10-15,6667
2015-10-16,6411
2015-10-17,6411
2015-10-18,6473
2015-10-19,6578
2015-10-20,6651
2015-10-22,6415
2015-10-23,6616
2015-10-24,6660
2015-10-25,6823
2015-10-26,6735
2015-10-27,6735
2015-10-29,6711
2015-10-30,6666
2015-10-31,6602
2015-11-01,6602
2015-11-02,6609
2015-11-03,6605
2015-11-04,6605
2015-11-05,6637
2015-11-06,6637
2015-11-07,6661
2015-11-08,6661
2015-11-09,6672
2015-11-10,6672
2015-11-11,6627
2015-11-12,6652
2015-11-13,6597
2015-11-14,6451
2015-11-15,6471
2015-11-16,6761
2015-11-17,6592
2015-11-18,6685
2015-11-19,6830
2015-11-20,6750
2015-11-21,6750
2015-11-22,6793
2015-11-23,6793
2015-11-24,6679
2015-11-25,6778
2015-11-26,6778
2015-11-27,6575
2015-11-28,6561
2015-11-29,6691
2015-11-30,6620
2015-12-01,6478
2015-12-02,6561
2015-12-03,6619
2015-12-04,6619
2015-12-05,6797
2015-12-06,6605
2015-12-07,6799
2015-12-08,6792
2015-12-09,6750
2015-12-10,6690
2015-12-11,6532
2015-12-12,6484
2015-12-13,6660
2015-12-14,6660
2015-12-15,6559
2015-12-16,6584
2015-12-17,6584
2015-12-18,6665
2015-12-19,6772
2015-12-20,6519
2015-12-21,6732
2015-12-22,6966
2015-12-23,6714
2015-12-24,6587
2015-12-25,6651
2015-12-26,6772
2015-12-27,6677
2015-12-28,6818
2015-12-29,6872
2015-12-30,6698
2015-12-31,6688
2016-01-01,6558
2016-01-02,6529
2016-01-03,6625
2016-01-04,6469
2016-01-05,6524
2016-01-06,6531
2016-01-07,6549
2016-01-08,6574
2016-01-09,6586
2016-01-10,6640
2016-01-11,6725
2016-01-12,6827
2016-01-13,6665
2016-01-14,6514
2016-01-15,6703
2016-01-16,6816
2016-01-17,6785
2016-01-18,6712
2016-01-19,6596
2016-01-20,6556
2016-01-21,6799
2016-01-22,6865
2016-01-23,6855
2016-01-24,6818
2016-01-25,6930
2016-01-26,6820
2016-01-27,6661
2016-01-28,6661
2016-01-29,6402
2016-01-30,6535
2016-01-31,6556
2016-02-01,6785
2016-02-02,6872
2016-02-03,6854
2016-02-04,6681
2016-02-05,6645
2016-02-06,6649
2016-02-07,6631
2016-02-08,6702
2016-02-09,6897
2016-02-10,6854
2016-02-11,6904
2016-02-12,6768
2016-02-13,6529
2016-02-14,6529
2016-02-15,6635
2016-02-16,6842
2016-02-17,6708
2016-02-18,6581
2016-02-19,6643
2016-02-20,6469
2016-02-21,6470
2016-02-22,6470
2016-02-23,6525
2016-02-24,6670
2016-02-25,6518
2016-02-26,6518
2016-02-27,6451
2016-02-28,6630
2016-02-29,6697
2016-03-01,6592
2016-03-02,6683
2016-03-03,6542
2016-03-04,6555
2016-03-05,6520
2016-03-06,6607
2016-03-07,6349
2016-03-08,6398
2016-03-09,6523
2016-03-10,6657
2016-03-11,6770
2016-03-12,6646
2016-03-13,6562
2016-03-14,6734
2016-03-15,6686
2016-03-16,6424
2016-03-17,6649
2016-03-18,6492
2016-03-19,6598
2016-03-20,6569
2016-03-21,6599
2016-03-22,6638
2016-03-23,6439
2016-03-24,6620
2016-03-25,6602
2016-03-26,6482
2016-03-27,6464
2016-03-28,6398
2016-03-29,6454
2016-03-30,6454
2016-03-31,6597
2016-04-01,6545
2016-04-02,6465
2016-04-03,6482
2016-04-04,6420
2016-04-05,6535
2016-04-06,6597
2016-04-07,6488
2016-04-08,6578
2016-04-09,6620
2016-04-10,6601
2016-04-11,6601
2016-04-12,6599
2016-04-13,6493
2016-04-14,6497
2016-04-15,6444
2016-04-16,6610
2016-04-17,6599
2016-04-18,6526
2016-04-19,6620
2016-04-20,6650
2016-04-21,6623
2016-04-22,6623
2016-04-23,6525
2016-04-24,6497
2016-04-25,6557
2016-04-26,6589
2016-04-27,6641
2016-04-28,6599
2016-04-29,6661
2016-04-30,6687
2016-05-01,6544
2016-05-02,6435
2016-05-03,6359
2016-05-04,6549
2016-05-05,6590
2016-05-06,6590
2016-05-07,6490
2016-05-08,6642
2016-05-09,6503
2016-05-10,6609
2016-05-11,6547
2016-05-12,6667
2016-05-13,6649
2016-05-14,6545
2016-05-15,6603
2016-05-16,6442
2016-05-17,6548
2016-05-18,6603
2016-05-19,6709
2016-05-22,6535
2016-05-23,6414
2016-05-24,6452
2016-05-25,6544
2016-05-26,6354
2016-05-27,6486
2016-05-28,6486
2016-05-29,6568
2016-05-30,6667
2016-05-31,6500
2016-06-01,6633
2016-06-02,6742
2016-06-03,6560
2016-06-04,6666
2016-06-05,6769
2016-06-06,6740
2016-06-07,6593
2016-06-08,6500
2016-06-09,6429
2016-06-10,6514
2016-06-11,6518
2016-06-12,6628
2016-06-13,6699
2016-06-14,6589
2016-06-15,6610
2016-06-16,6603
2016-06-17,6512
2016-06-18,6492
2016-06-19,6554
2016-06-20,6614
2016-06-21,6580
2016-06-22,6560
2016-06-23,6504
2016-06-24,6562
2016-06-25,6567
2016-06-26,6660
2016-06-27,6527
2016-06-28,6466
2016-06-29,6512
2016-06-30,6717
2016-07-01,6666
2016-07-02,6576
2016-07-03,6809
2016-07-04,6787
2016-07-05,6671
2016-07-06,6817
2016-07-07,6745
2016-07-08,6664
2016-07-09,6588
2016-07-10,6599
2016-07-11,6600
2016-07-12,6530
2016-07-13,6557
2016-07-14,6548
2016-07-15,6597
2016-07-16,6508
2016-07-17,6341
2016-07-18,6492
2016-07-23,6502
2016-07-24,6416
2016-07-25,6423
2016-07-26,6440
2016-07-27,6491
2016-07-28,6658
2016-07-29,6805
2016-07-30,6769
2016-07-31,6769
2016-08-01,6817
2016-08-02,6603
2016-08-03,6477
2016-08-04,6533
2016-08-05,6478
2016-08-06,6509
2016-08-07,6563
2016-08-08,6677
2016-08-09,6747
2016-08-10,6770
2016-08-11,6658
2016-08-12,6735
2016-08-13,6685
2016-08-14,6607
2016-08-15,6536
2016-08-16,6581
2016-08-17,6652
2016-08-18,6518
2016-08-19,6730
2016-08-20,6744
2016-08-21,6655
2016-08-22,6663
2016-08-23,6454
2016-08-24,6575
2016-08-25,6518
2016-08-26,6518
2016-08-28,6560
2016-08-31,6451
2016-09-01,6492
2016-09-02,6492
2016-09-03,6670
2016-09-04,6444
2016-09-05,6469
2016-09-06,6579
2016-09-07,6645
2016-09-08,6775
2016-09-09,6601
2016-09-10,6407
2016-09-11,6407
2016-09-12,6576
2016-09-13,6475
2016-09-14,6475
2016-09-15,6653
2016-09-16,6653
2016-09-17,6533
2016-09-18,6632
2016-09-19,6499
2016-09-20,6499
2016-09-21,6653
2016-09-22,6792
2016-09-23,6574
2016-09-24,6574
2016-09-25,6601
2016-09-26,6601
2016-09-27,6608
2016-09-28,6694
2016-09-29,6694
2016-09-30,6646
2016-10-01,6452
2016-10-02,6452
2016-10-03,6742
2016-10-04,6496
2016-10-05,6351
2016-10-06,6438
2016-10-07,6676
2016-10-08,6603
2016-10-09,6525
2016-10-10,6494
2016-10-11,6539
2016-10-12,6502
2016-10-13,6497
2016-10-14,6621
2016-10-15,6463
2016-10-16,6442
2016-10-17,6521
2016-10-18,6469
2016-10-19,6561
2016-10-20,6572
2016-10-21,6620
2016-10-22,6620
2016-10-23,6538
2016-10-24,6478
2016-10-25,6399
2016-10-26,6629
2016-10-27,6484
2016-10-28,6484
2016-10-29,6587
2016-10-30,6601
2016-10-31,6433
2016-11-01,6433
2016-11-02,6498
2016-11-03,6355
2016-11-04,6561
2016-11-05,6561
2016-11-06,6523
2016-11-07,6708
2016-11-08,6768
2016-11-09,6612
2016-11-10,6565
2016-11-11,6638
2016-11-12,6416
2016-11-13,6464
2016-11-14,6540
2016-12-08,6622
2016-12-09,6448
2016-12-10,6530
2016-12-11,6545
2016-12-12,6574
2016-12-13,6504
2016-12-14,6524
2016-12-15,6713
2016-12-16,6680
2016-12-17,6534
2016-12-18,6485
2016-12-19,6482
2016-12-20,6460
2016-12-21,6537
2016-12-22,6357
2016-12-23,6431
2016-12-24,6533
2016-12-25,6526
2016-12-26,6477
2016-12-27,6565
2016-12-28,6527
2016-12-29,6542
2016-12-30,6527
2016-12-31,6364
2017-01-01,6563
2017-01-02,6475
2017-01-03,6516
2017-01-04,6476
2017-01-05,6471
2017-01-06,6515
2017-01-07,6465
2017-01-08,6484
2017-01-09,6516
2017-01-10,6588
2017-01-11,6534
2017-01-12,6545
2017-01-13,6527
2017-01-14,6594
2017-01-15,6559
2017-01-16,6531
2017-01-17,6658
2017-01-18,6723
2017-01-19,6707
2017-01-20,6620
2017-01-21,6590
2017-01-22,6521
2017-01-27,6468
2017-01-28,6430
2017-01-29,6528
2017-01-30,6604
2017-01-31,6540
2017-02-01,6527
2017-02-02,6579
2017-02-03,6493
2017-02-04,6551
2017-02-05,6564
2017-02-06,6466
2017-02-07,6354
2017-02-08,6380
2017-02-09,6459
2017-02-10,6587
2017-02-11,6599
2017-02-12,6478
2017-02-13,6532
2017-02-14,6606
2017-02-15,6566
2017-02-16,6609
2017-02-18,6531
2017-02-19,6566
2017-02-20,6478
2017-02-21,6399
2017-02-22,6480
2017-02-23,6574
2017-02-24,6677
2017-02-25,6544
2017-02-26,6612
2017-02-27,6575
2017-02-28,6563
2017-03-01,6442
2017-03-02,6589
2017-03-03,6600
2017-03-04,6561
2017-03-05,6592
2017-03-06,6715
2017-03-07,6553
2017-03-08,6531
2017-03-09,6543
2017-03-10,6536
2017-03-11,6603
2017-03-12,6535
2017-03-13,6627
2017-03-14,6545
2017-03-15,6435
2017-03-16,6549
2017-03-17,6608
2017-03-18,6634
2017-03-19,6540
2017-03-20,6689
2017-03-21,6586
2017-03-22,6448
2017-03-23,6508
2017-03-24,6514
2017-03-25,6344
2017-03-26,6524
2017-03-27,6519
2017-03-28,6516
2017-03-29,6654
2017-03-30,6559
2017-03-31,6532
2017-04-01,6756
2017-04-02,6563
2017-04-03,6700
2017-04-04,6701
2017-04-12,6524
2017-04-13,6583
2017-04-14,6609
2017-04-15,6659
2017-04-16,6653
2017-04-17,6687
2017-04-18,6580
2017-04-19,6529
2017-04-20,6670
2017-04-21,6502
2017-04-22,6514
2017-04-23,6613
2017-04-24,6585
2017-04-25,6589
2017-04-26,6463
2017-04-27,6353
2017-04-28,6511
2017-04-29,6509
2017-04-30,6556
2017-05-01,6386
2017-05-02,6600
2017-05-03,6586
