date_obj,Armadyl%20dragonhide%20set price
2015-03-26,303289
2015-03-27,303289
2015-03-28,303289
2015-03-29,303289
2015-03-30,312668
2015-03-31,312668
2015-04-01,312668
2015-04-02,312668
2015-04-03,312668
2015-04-04,312668
2015-04-05,312668
2015-04-06,312668
2015-04-07,312668
2015-04-08,312668
2015-04-09,312668
2015-04-10,312668
2015-04-11,325500
2015-04-12,325500
2015-04-13,325500
2015-04-14,325500
2015-04-15,325500
2015-04-16,325500
2015-04-17,325500
2015-04-18,325500
2015-04-19,325500
2015-04-20,325500
2015-04-21,325500
2015-04-22,325500
2015-04-23,325500
2015-04-24,337083
2015-04-25,337083
2015-04-26,337083
2015-04-27,337083
2015-04-28,337083
2015-04-29,337083
2015-04-30,337083
2015-05-01,337083
2015-05-02,337083
2015-05-03,337083
2015-05-04,337083
2015-05-05,337083
2015-05-06,337083
2015-05-07,348832
2015-05-08,348832
2015-05-09,348832
2015-05-10,348832
2015-05-11,348832
2015-05-12,348832
2015-05-13,348832
2015-05-14,348832
2015-05-15,348832
2015-05-16,348832
2015-05-17,348832
2015-05-18,348832
2015-05-19,348832
2015-05-20,348832
2015-05-21,348832
2015-05-22,357725
2015-05-23,357725
2015-05-24,357725
2015-05-25,357725
2015-05-26,357725
2015-05-27,357725
2015-05-28,357725
2015-05-29,357725
2015-05-30,367693
2015-05-31,367693
2015-06-01,367693
2015-06-02,367693
2015-06-03,367693
2015-06-04,367693
2015-06-05,367693
2015-06-06,367693
2015-06-07,367693
2015-06-08,367693
2015-06-09,376016
2015-06-10,376016
2015-06-11,376016
2015-06-12,376016
2015-06-13,376016
2015-06-14,376016
2015-06-15,376016
2015-06-16,376016
2015-06-17,380952
2015-06-18,380952
2015-06-19,380952
2015-06-20,380952
2015-06-21,380952
2015-06-22,380952
2015-06-23,380952
2015-06-24,380445
2015-06-25,380445
2015-06-26,380445
2015-06-27,380445
2015-06-28,380445
2015-06-29,380445
2015-06-30,380445
2015-07-01,380445
2015-07-02,391974
2015-07-03,391974
2015-07-04,391974
2015-07-05,391974
2015-07-06,391974
2015-07-07,391974
2015-07-08,391974
2015-07-09,391974
2015-07-10,401104
2015-07-11,401104
2015-07-12,401104
2015-07-13,401104
2015-07-14,401104
2015-07-15,401104
2015-07-16,401104
2015-07-17,401104
2015-07-18,401104
2015-07-19,401104
2015-07-20,394111
2015-07-21,394111
2015-07-22,394111
2015-07-23,394111
2015-07-24,394111
2015-07-25,394111
2015-07-26,394111
2015-07-27,394111
2015-07-28,390049
2015-07-29,390049
2015-07-30,390049
2015-07-31,390049
2015-08-01,390049
2015-08-02,390049
2015-08-03,390049
2015-08-04,389064
2015-08-05,389064
2015-08-06,389064
2015-08-07,389064
2015-08-08,389064
2015-08-09,389064
2015-08-10,389064
2015-08-11,398629
2015-08-12,398629
2015-08-13,398629
2015-08-14,398629
2015-08-15,398629
2015-08-16,398629
2015-08-17,398629
2015-08-18,398893
2015-08-19,398893
2015-08-20,398893
2015-08-21,398893
2015-08-22,398893
2015-08-23,398893
2015-08-24,405668
2015-08-25,405668
2015-08-26,405668
2015-08-27,405668
2015-08-28,405668
2015-08-29,405668
2015-08-30,405668
2015-08-31,405668
2015-09-01,420288
2015-09-02,420288
2015-09-03,420288
2015-09-04,420288
2015-09-05,420288
2015-09-06,420288
2015-09-07,420288
2015-09-08,420288
2015-09-09,420288
2015-09-10,426801
2015-09-11,426801
2015-09-12,426801
2015-09-13,426801
2015-09-14,426801
2015-09-15,426801
2015-09-16,426801
2015-09-17,426801
2015-09-18,423023
2015-09-19,423023
2015-09-20,423023
2015-09-21,423023
2015-09-22,423023
2015-09-23,423023
2015-09-24,423023
2015-09-25,423023
2015-09-27,413861
2015-09-28,413861
2015-09-29,413861
2015-09-30,413861
2015-10-05,397859
2015-10-06,397859
2015-10-07,397859
2015-10-08,397859
2015-10-09,397859
2015-10-10,397859
2015-10-11,397859
2015-10-12,397859
2015-10-13,389586
2015-10-14,389586
2015-10-15,389586
2015-10-16,389586
2015-10-17,389586
2015-10-18,389586
2015-10-19,389586
2015-10-20,389586
2015-10-22,372438
2015-10-23,372438
2015-10-24,372438
2015-10-25,372438
2015-10-26,372438
2015-10-27,372438
2015-10-28,372438
2015-10-29,367033
2015-10-30,367033
2015-10-31,367033
2015-11-01,367033
2015-11-02,367033
2015-11-03,367033
2015-11-04,367033
2015-11-05,367033
2015-11-06,363433
2015-11-07,363433
2015-11-08,363433
2015-11-09,363433
2015-11-10,363433
2015-11-11,363433
2015-11-12,363433
2015-11-13,369346
2015-11-14,369346
2015-11-15,369346
2015-11-16,369346
2015-11-17,369346
2015-11-18,369346
2015-11-19,363224
2015-11-20,363224
2015-11-21,363224
2015-11-22,363224
2015-11-23,363224
2015-11-24,363224
2015-11-25,363224
2015-11-26,369150
2015-11-27,369150
2015-11-28,369150
2015-11-29,369150
2015-11-30,369150
2015-12-01,369150
2015-12-02,376739
2015-12-03,376739
2015-12-04,376739
2015-12-05,376739
2015-12-06,376739
2015-12-07,376739
2015-12-08,376739
2015-12-09,376057
2015-12-10,376057
2015-12-11,376057
2015-12-12,376057
2015-12-13,376057
2015-12-14,376057
2015-12-15,372361
2015-12-16,372361
2015-12-17,372361
2015-12-18,372361
2015-12-19,372361
2015-12-20,378289
2015-12-21,378289
2015-12-22,378289
2015-12-23,378289
2015-12-24,378289
2015-12-25,378289
2015-12-26,378289
2015-12-27,385624
2015-12-28,385624
2015-12-29,385624
2015-12-30,385624
2015-12-31,385624
2016-01-01,385624
2016-01-02,393505
2016-01-03,393505
2016-01-04,393505
2016-01-05,393505
2016-01-06,393505
2016-01-07,403331
2016-01-08,403331
2016-01-09,403331
2016-01-10,403331
2016-01-11,403331
2016-01-12,403331
2016-01-13,415701
2016-01-14,415701
2016-01-15,415701
2016-01-16,415701
2016-01-17,415701
2016-01-18,415701
2016-01-19,421211
2016-01-20,421211
2016-01-21,421211
2016-01-22,421211
2016-01-23,421211
2016-01-24,421211
2016-01-25,421211
2016-01-26,424132
2016-01-27,424132
2016-01-28,424132
2016-01-29,424132
2016-01-30,424132
2016-01-31,424132
2016-02-01,424132
2016-02-02,413348
2016-02-03,413348
2016-02-04,413348
2016-02-05,413348
2016-02-06,413348
2016-02-07,413348
2016-02-08,413348
2016-02-09,395049
2016-02-10,395049
2016-02-11,395049
2016-02-12,395049
2016-02-13,395049
2016-02-14,395049
2016-02-15,384230
2016-02-16,384230
2016-02-17,384230
2016-02-18,384230
2016-02-19,384230
2016-02-20,384230
2016-02-21,377627
2016-02-22,377627
2016-02-23,377627
2016-02-24,377627
2016-02-25,377627
2016-02-26,377627
2016-02-27,377627
2016-02-28,361090
2016-02-29,361090
2016-03-01,361090
2016-03-02,361090
2016-03-03,361090
2016-03-04,361090
2016-03-05,348108
2016-03-06,348108
2016-03-07,348108
2016-03-08,348108
2016-03-09,348108
2016-03-10,348108
2016-03-11,348998
2016-03-12,348998
2016-03-13,348998
2016-03-14,348998
2016-03-15,348998
2016-03-16,348998
2016-03-17,350758
2016-03-18,350758
2016-03-19,350758
2016-03-20,350758
2016-03-21,350758
2016-03-22,350758
2016-03-23,349010
2016-03-24,349010
2016-03-25,349010
2016-03-26,349010
2016-03-27,349010
2016-03-28,351627
2016-03-29,351627
2016-03-30,351627
2016-03-31,351627
2016-04-01,351627
2016-04-02,351627
2016-04-03,351627
2016-04-04,351800
2016-04-05,351800
2016-04-06,351800
2016-04-07,351800
2016-04-08,351800
2016-04-09,351800
2016-04-10,352536
2016-04-11,352536
2016-04-12,352536
2016-04-13,352536
2016-04-14,352536
2016-04-15,352536
2016-04-16,345397
2016-04-17,345397
2016-04-18,345397
2016-04-19,345397
2016-04-20,345397
2016-04-21,347703
2016-04-22,347703
2016-04-23,347703
2016-04-24,347703
2016-04-25,347703
2016-04-26,347703
2016-04-27,351122
2016-04-28,351122
2016-04-29,351122
2016-04-30,351122
2016-05-01,351122
