date_obj,Mud%20battlestaff price
2019-04-09,97697
2019-04-10,98774
2019-04-11,99019
2019-04-12,99311
2019-04-13,99488
2019-04-14,99619
2019-04-15,99982
2019-04-16,100034
2019-04-17,100334
2019-04-18,100611
2019-04-19,101540
2019-04-20,101969
2019-04-21,102608
2019-04-22,103491
2019-04-23,103915
2019-04-24,103509
2019-04-25,103707
2019-04-26,104031
2019-04-27,104434
2019-04-28,104415
2019-04-29,104479
2019-04-30,104798
2019-05-01,105565
2019-05-02,105434
2019-05-03,106029
2019-05-04,107118
2019-05-05,106186
2019-05-06,105836
2019-05-07,105577
2019-05-08,105108
2019-05-09,104854
2019-05-10,104418
2019-05-11,102593
2019-05-12,100437
2019-05-13,99716
2019-05-14,100274
2019-05-15,100405
2019-05-16,100472
2019-05-17,99425
2019-05-18,99511
2019-05-19,99604
2019-05-20,99563
2019-05-21,98985
2019-05-22,99028
2019-05-23,99040
2019-05-24,99177
2019-05-25,98681
2019-05-26,98246
2019-05-27,98743
2019-05-28,98579
2019-05-29,98651
2019-05-30,98850
2019-05-31,99295
2019-06-01,99518
2019-06-02,99893
2019-06-03,100239
2019-06-04,100097
2019-06-05,99946
2019-06-06,101539
2019-06-07,101070
2019-06-08,101192
2019-06-09,100342
2019-06-10,100448
2019-06-11,100889
2019-06-12,102003
2019-06-13,101182
2019-06-14,99912
2019-06-15,98232
2019-06-16,97900
2019-06-17,97724
2019-06-18,96878
2019-06-19,96723
2019-06-20,96947
2019-06-21,97165
2019-06-22,97014
2019-06-23,97414
2019-06-24,96875
2019-06-25,97004
2019-06-26,97373
2019-06-27,97206
2019-06-28,98038
2019-06-29,98869
2019-06-30,99968
2019-07-01,100746
2019-07-02,99736
2019-07-03,99106
2019-07-04,98906
2019-07-05,98477
2019-07-06,98329
2019-07-07,98309
2019-07-08,98272
2019-07-09,97910
2019-07-10,97953
2019-07-11,97898
2019-07-12,98422
2019-07-13,97920
2019-07-14,98093
2019-07-15,98094
2019-07-16,98484
2019-07-17,98310
2019-07-18,98282
2019-07-19,98260
2019-07-20,98320
2019-07-21,98215
2019-07-22,98399
2019-07-23,98253
2019-07-24,98744
2019-07-25,98309
2019-07-26,98948
2019-07-27,100196
2019-07-28,102359
2019-07-29,100265
2019-07-30,100344
2019-07-31,100964
2019-08-01,101434
2019-08-02,102655
2019-08-03,103508
2019-08-04,105042
2019-08-05,105134
2019-08-06,106035
2019-08-07,107248
2019-08-08,109304
2019-08-09,111954
2019-08-10,115214
2019-08-11,117654
2019-08-12,118626
2019-08-13,121539
2019-08-14,125074
2019-08-15,129363
2019-08-16,132910
2019-08-17,135600
2019-08-18,137041
2019-08-19,136875
2019-08-20,138523
2019-08-21,138229
2019-08-22,137868
2019-08-23,138490
2019-08-24,138233
2019-08-24,138233
2019-08-25,137715
2019-08-25,137715
2019-08-26,139308
2019-08-26,139308
2019-08-27,139372
2019-08-27,139372
2019-08-28,139168
2019-08-29,136824
2019-08-30,133981
2019-08-31,132946
2019-09-01,131230
2019-09-02,125040
2019-09-03,121988
2019-09-04,120281
2019-09-05,118017
2019-09-06,117475
2019-09-07,117017
2019-09-08,114753
2019-09-09,112484
2019-09-10,111185
2019-09-11,111568
2019-09-12,112091
2019-09-13,111945
2019-09-14,114490
2019-09-15,112771
2019-09-16,111553
2019-09-17,111887
2019-09-18,112258
2019-09-19,114482
2019-09-20,114741
2019-09-21,116988
2019-09-22,117811
2019-09-23,118507
2019-09-24,115620
2019-09-25,117161
2019-09-26,117327
2019-09-27,118678
2019-09-28,119012
2019-09-29,118151
2019-09-30,118229
2019-10-01,117659
2019-10-02,116379
2019-10-03,114988
2019-10-04,113454
2019-10-05,111639
2019-10-06,107596
2019-10-07,105228
2019-10-08,103319
2019-10-09,102099
2019-10-10,101455
2019-10-11,98236
2019-10-12,94728
2019-10-13,92498
2019-10-14,90502
2019-10-15,88915
2019-10-16,90026
2019-10-17,89827
2019-10-18,90093
2019-10-19,91604
2019-10-20,93779
2019-10-21,96102
2019-10-22,99303
2019-10-23,101103
2019-10-24,100331
2019-10-25,100494
2019-10-26,99957
2019-10-27,100238
2019-10-28,98624
2019-10-29,97943
2019-10-30,98037
2019-10-31,98277
2019-11-01,98266
2019-11-02,98809
2019-11-03,98808
2019-11-04,98886
2019-11-05,98669
2019-11-06,99996
2019-11-07,100705
2019-11-08,101120
2019-11-09,98968
2019-11-10,100651
2019-11-11,100557
2019-11-12,99830
2019-11-13,100752
2019-11-14,99965
2019-11-15,101240
2019-11-16,101637
2019-11-17,102226
2019-11-18,101506
2019-11-19,101888
2019-11-20,104035
2019-11-21,106795
2019-11-22,106977
2019-11-23,110325
2019-11-24,114736
2019-11-25,116168
2019-11-26,118172
2019-11-27,116767
2019-11-28,116952
2019-11-29,116776
2019-11-30,117939
2019-12-01,116867
2019-12-02,118473
2019-12-03,120030
2019-12-04,122430
2019-12-05,121170
2019-12-06,124414
2019-12-07,127755
2019-12-08,132140
2019-12-09,135218
2019-12-10,140481
2019-12-11,139612
2019-12-12,137722
2019-12-13,136498
2019-12-14,136144
2019-12-15,134186
2019-12-16,135108
2019-12-17,134654
2019-12-18,132586
2019-12-19,130510
2019-12-20,131154
2019-12-21,129240
2019-12-22,126813
2019-12-23,123752
2019-12-24,122320
2019-12-25,121190
2019-12-26,121093
2019-12-27,122388
2019-12-28,123497
2019-12-29,120247
2019-12-30,118920
2019-12-31,116939
2020-01-01,112941
2020-01-02,108406
2020-01-03,104813
2020-01-04,101129
2020-01-05,98663
2020-01-06,97941
2020-01-07,97555
2020-01-08,98713
2020-01-09,97893
2020-01-10,97351
2020-01-11,94866
2020-01-12,94070
2020-01-13,94435
2020-01-14,94718
2020-01-15,95467
2020-01-16,96477
2020-01-17,97600
2020-01-18,96270
2020-01-19,96518
2020-01-20,97312
2020-01-21,96185
2020-01-22,96628
2020-01-23,96415
2020-01-24,95083
2020-01-25,92372
2020-01-26,90630
2020-01-27,90852
2020-01-28,91369
2020-01-29,92365
2020-01-30,91668
2020-01-31,91231
2020-02-01,91195
2020-02-02,90908
2020-02-03,92096
2020-02-04,90484
2020-02-05,89738
2020-02-06,87558
2020-02-07,84390
2020-02-08,82285
2020-02-09,79471
2020-02-10,77706
2020-02-11,77166
2020-02-12,76013
2020-02-13,75528
2020-02-14,75003
2020-02-15,75853
2020-02-16,75731
2020-02-17,75613
2020-02-18,76741
2020-02-19,78175
2020-02-20,77786
2020-02-21,77846
2020-02-22,78769
2020-02-23,79071
2020-02-24,79710
2020-02-25,80022
2020-02-26,80447
2020-02-27,81454
2020-02-28,80375
2020-02-29,81467
2020-03-01,80633
2020-03-02,81563
2020-03-03,82862
2020-03-04,84197
2020-03-05,86008
2020-03-06,86841
2020-03-07,87913
2020-03-08,88628
2020-03-09,88182
2020-03-10,88779
2020-03-11,90152
2020-03-12,89785
2020-03-13,89830
2020-03-14,89443
2020-03-15,87662
2020-03-16,87184
2020-03-17,86425
2020-03-18,86728
2020-03-19,88357
2020-03-20,88141
2020-03-21,87112
2020-03-22,87233
2020-03-23,87731
2020-03-24,87007
2020-03-25,85769
2020-03-26,85728
2020-03-27,85278
2020-03-28,84432
2020-03-29,82910
2020-03-30,81631
2020-03-31,80249
2020-04-01,79799
2020-04-02,80328
2020-04-03,79027
2020-04-04,79529
2020-04-05,78355
2020-04-06,77620
2020-04-07,77349
2020-04-08,76657
2020-04-09,75384
2020-04-10,74227
2020-04-11,73593
2020-04-12,72689
2020-04-13,72834
2020-04-14,72187
2020-04-15,71281
2020-04-16,71079
2020-04-17,71277
2020-04-18,73675
2020-04-19,75325
2020-04-20,77534
2020-04-21,79583
2020-04-22,80285
2020-04-23,80896
2020-04-24,80818
2020-04-25,80280
2020-04-26,80007
2020-04-27,79182
2020-04-28,79308
2020-04-29,78323
2020-04-30,75661
2020-05-01,72362
2020-05-02,69280
2020-05-03,65922
2020-05-04,62750
2020-05-05,60087
2020-05-06,57316
2020-05-07,54485
2020-05-08,51843
2020-05-09,49687
2020-05-10,47580
2020-05-11,46282
2020-05-12,46078
2020-05-13,44806
