date_obj,Ancient%20kiteshield price
2019-03-15,45608
2019-03-16,44813
2019-03-17,45445
2019-03-18,45832
2019-03-19,46481
2019-03-20,46835
2019-03-21,47361
2019-03-22,48298
2019-03-23,48879
2019-03-24,48935
2019-03-25,48536
2019-03-26,47809
2019-03-27,48236
2019-03-28,47643
2019-03-29,47724
2019-03-30,47218
2019-03-31,48179
2019-04-01,49373
2019-04-02,49840
2019-04-03,51246
2019-04-04,52236
2019-04-05,52699
2019-04-06,52630
2019-04-07,52593
2019-04-08,52137
2019-04-09,52438
2019-04-10,52673
2019-04-11,52733
2019-04-12,52723
2019-04-13,51700
2019-04-14,52133
2019-04-15,50680
2019-04-16,50016
2019-04-17,50610
2019-04-18,49709
2019-04-19,49676
2019-04-20,48745
2019-04-21,48231
2019-04-22,47812
2019-04-23,47749
2019-04-24,47434
2019-04-25,47957
2019-04-26,47093
2019-04-27,45528
2019-04-28,44520
2019-04-29,43485
2019-04-30,44418
2019-05-01,44187
2019-05-02,43393
2019-05-03,43068
2019-05-04,42103
2019-05-05,42172
2019-05-06,41314
2019-05-07,41178
2019-05-08,40805
2019-05-09,41513
2019-05-10,41804
2019-05-11,42486
2019-05-12,42927
2019-05-13,42656
2019-05-14,42914
2019-05-15,43427
2019-05-16,42963
2019-05-17,44001
2019-05-18,44218
2019-05-19,44151
2019-05-20,44503
2019-05-21,44189
2019-05-22,44360
2019-05-23,43321
2019-05-24,44316
2019-05-25,43653
2019-05-26,43827
2019-05-27,44599
2019-05-28,45027
2019-05-29,45019
2019-05-30,45225
2019-05-31,44605
2019-06-01,43838
2019-06-02,43259
2019-06-03,43738
2019-06-04,44362
2019-06-05,44332
2019-06-06,44917
2019-06-07,44392
2019-06-08,44975
2019-06-09,44920
2019-06-10,44920
2019-06-11,44685
2019-06-12,44975
2019-06-13,45300
2019-06-14,46491
2019-06-15,47013
2019-06-16,46479
2019-06-17,46649
2019-06-18,46736
2019-06-19,47103
2019-06-20,47048
2019-06-21,46947
2019-06-22,46602
2019-06-23,46820
2019-06-24,45879
2019-06-25,45351
2019-06-26,44915
2019-06-27,44028
2019-06-28,44034
2019-06-29,43804
2019-06-30,42916
2019-07-01,43884
2019-07-02,44594
2019-07-03,45044
2019-07-04,45340
2019-07-05,45143
2019-07-06,44738
2019-07-07,45012
2019-07-08,44910
2019-07-09,44499
2019-07-10,44990
2019-07-11,45025
2019-07-12,45275
2019-07-13,45414
2019-07-14,44861
2019-07-15,44781
2019-07-16,45183
2019-07-17,45016
2019-07-18,43956
2019-07-19,44535
2019-07-20,44439
2019-07-21,43441
2019-07-22,44572
2019-07-23,45192
2019-07-24,45264
2019-07-25,45728
2019-07-26,45386
2019-07-27,45683
2019-07-28,46344
2019-07-29,45069
2019-07-30,45327
2019-07-31,45145
2019-08-01,43313
2019-08-02,43457
2019-08-03,43715
2019-08-04,44335
2019-08-05,44645
2019-08-06,44513
2019-08-07,44146
2019-08-08,44548
2019-08-09,44275
2019-08-10,44828
2019-08-11,44679
2019-08-12,45015
2019-08-13,45495
2019-08-14,45924
2019-08-15,45819
2019-08-16,46338
2019-08-17,46338
2019-08-18,46559
2019-08-19,46025
2019-08-20,46398
2019-08-21,46910
2019-08-22,47211
2019-08-23,47004
2019-08-24,46820
2019-08-24,46820
2019-08-25,46902
2019-08-25,46902
2019-08-26,45899
2019-08-27,44661
2019-08-27,44661
2019-08-28,44521
2019-08-29,44240
2019-08-30,43613
2019-08-31,44716
2019-09-01,45080
2019-09-02,45364
2019-09-03,45703
2019-09-04,45556
2019-09-05,45390
2019-09-06,44976
2019-09-07,45457
2019-09-08,45005
2019-09-09,44379
2019-09-10,43361
2019-09-11,42532
2019-09-12,43403
2019-09-13,44274
2019-09-14,43398
2019-09-15,42473
2019-09-16,42874
2019-09-17,42556
2019-09-18,42743
2019-09-19,42981
2019-09-20,42665
2019-09-21,42657
2019-09-22,42027
2019-09-23,42334
2019-09-24,41806
2019-09-25,42376
2019-09-26,43434
2019-09-27,43314
2019-09-28,44098
2019-09-29,44255
2019-09-30,44578
2019-10-01,44189
2019-10-02,44313
2019-10-03,43532
2019-10-04,43520
2019-10-05,43826
2019-10-06,44125
2019-10-07,44371
2019-10-08,44417
2019-10-09,44966
2019-10-10,45250
2019-10-11,44741
2019-10-12,44827
2019-10-13,45015
2019-10-14,45142
2019-10-15,45227
2019-10-16,45169
2019-10-17,45995
2019-10-18,45934
2019-10-19,45786
2019-10-20,45570
2019-10-21,45763
2019-10-22,44246
2019-10-23,43764
2019-10-24,44233
2019-10-25,43956
2019-10-26,44440
2019-10-27,44781
2019-10-28,44688
2019-10-29,44629
2019-10-30,43562
2019-10-31,42598
2019-11-01,41873
2019-11-02,41970
2019-11-03,42118
2019-11-04,42314
2019-11-05,43021
2019-11-06,43178
2019-11-07,43001
2019-11-08,43574
2019-11-09,44080
2019-11-10,43505
2019-11-11,44034
2019-11-12,44108
2019-11-13,44109
2019-11-14,44024
2019-11-15,44561
2019-11-16,44734
2019-11-17,44734
2019-11-18,44883
2019-11-19,44404
2019-11-20,45197
2019-11-21,44991
2019-11-22,45271
2019-11-23,45692
2019-11-24,45915
2019-11-25,46244
2019-11-26,46426
2019-11-27,45792
2019-11-28,45554
2019-11-29,45829
2019-11-30,45541
2019-12-01,44850
2019-12-02,44883
2019-12-03,44199
2019-12-04,44986
2019-12-05,45122
2019-12-06,45752
2019-12-07,44970
2019-12-08,44925
2019-12-09,45340
2019-12-10,45550
2019-12-11,45550
2019-12-12,45893
2019-12-13,44969
2019-12-14,45485
2019-12-15,45905
2019-12-16,45702
2019-12-17,45764
2019-12-18,46084
2019-12-19,45443
2019-12-20,45177
2019-12-21,44791
2019-12-22,44773
2019-12-23,45333
2019-12-24,46090
2019-12-25,45840
2019-12-26,45430
2019-12-27,45873
2019-12-28,45965
2019-12-29,46376
2019-12-30,46646
2019-12-31,46170
2020-01-01,46117
2020-01-02,46564
2020-01-03,46463
2020-01-04,46501
2020-01-05,46872
2020-01-06,47044
2020-01-07,47028
2020-01-08,47054
2020-01-09,47051
2020-01-10,47454
2020-01-11,47370
2020-01-12,47901
2020-01-13,47901
2020-01-14,48466
2020-01-15,48271
2020-01-16,48422
2020-01-17,48247
2020-01-18,48604
2020-01-19,48605
2020-01-20,48878
2020-01-21,48559
2020-01-22,48505
2020-01-23,49227
2020-01-24,49830
2020-01-25,50945
2020-01-26,51341
2020-01-27,51475
2020-01-28,50817
2020-01-29,50354
2020-01-30,49544
2020-01-31,48894
2020-02-01,49178
2020-02-02,49351
2020-02-03,49294
2020-02-04,49003
2020-02-05,48827
2020-02-06,48329
2020-02-07,47607
2020-02-08,47662
2020-02-09,47358
2020-02-10,46244
2020-02-11,44937
2020-02-12,45421
2020-02-13,45791
2020-02-14,45380
2020-02-15,44269
2020-02-16,44147
2020-02-17,44320
2020-02-18,44648
2020-02-19,43456
2020-02-20,42935
2020-02-21,42935
2020-02-22,43173
2020-02-23,42685
2020-02-24,42692
2020-02-25,43064
2020-02-26,44446
2020-02-27,44870
2020-02-28,44739
2020-02-29,43650
2020-03-01,43253
2020-03-02,44538
2020-03-03,43678
2020-03-04,43694
2020-03-05,43797
2020-03-06,43764
2020-03-07,43989
2020-03-08,43179
2020-03-09,42769
2020-03-10,42703
2020-03-11,42641
2020-03-12,42553
2020-03-13,42923
2020-03-14,42702
2020-03-15,42648
2020-03-16,43305
2020-03-17,43809
2020-03-18,43614
2020-03-19,43560
2020-03-20,43650
2020-03-21,42920
2020-03-22,42330
2020-03-23,42623
2020-03-24,42457
2020-03-25,42894
2020-03-26,43307
2020-03-27,43283
2020-03-28,42718
2020-03-29,42392
2020-03-30,41750
2020-03-31,42193
2020-04-01,42248
2020-04-02,42878
2020-04-03,42864
2020-04-04,42910
2020-04-05,43081
2020-04-06,43277
2020-04-07,42601
2020-04-08,41766
2020-04-09,42465
2020-04-10,42791
2020-04-11,42863
2020-04-12,42250
2020-04-13,42488
2020-04-14,42377
2020-04-15,42631
2020-04-16,41840
2020-04-17,41634
2020-04-18,41098
2020-04-19,40742
2020-04-20,39756
2020-04-21,39967
2020-04-22,40584
2020-04-23,40552
2020-04-24,41105
2020-04-25,40631
2020-04-26,40838
2020-04-27,41106
2020-04-28,41047
2020-04-29,41261
2020-04-30,41709
2020-05-01,41646
2020-05-02,41457
2020-05-03,41562
2020-05-04,41561
2020-05-05,41437
2020-05-06,41778
2020-05-07,41806
2020-05-08,41457
2020-05-09,41574
2020-05-10,41480
2020-05-11,42266
2020-05-12,42434
2020-05-13,42471
