date_obj,Pink%20boater price
2016-09-15,5747
2016-09-16,5747
2016-09-17,5680
2016-09-18,5680
2016-09-19,5854
2016-09-20,5854
2016-09-21,5854
2016-09-22,5998
2016-09-23,5998
2016-09-24,5998
2016-09-25,6236
2016-09-26,6236
2016-09-27,6236
2016-09-28,6421
2016-09-29,6421
2016-09-30,6421
2016-10-01,6645
2016-10-02,6645
2016-10-03,6645
2016-10-04,6645
2016-10-05,6835
2016-10-06,6835
2016-10-07,6835
2016-10-08,7021
2016-10-09,7021
2016-10-10,7021
2016-10-11,7004
2016-10-12,7004
2016-10-13,7004
2016-10-14,7040
2016-10-15,7040
2016-10-16,7040
2016-10-17,7002
2016-10-18,7002
2016-10-19,7002
2016-10-20,7002
2016-10-21,7060
2016-10-22,7060
2016-10-23,7060
2016-10-24,7049
2016-10-25,7049
2016-10-26,7049
2016-10-27,7155
2016-10-28,7155
2016-10-29,7155
2016-10-30,7108
2016-10-31,7108
2016-11-01,7108
2016-11-02,7105
2016-11-03,7105
2016-11-04,7105
2016-11-05,7052
2016-11-06,7052
2016-11-07,7052
2016-11-08,7170
2016-11-09,7170
2016-11-10,7170
2016-11-11,7170
2016-11-12,7099
2016-11-13,7099
2016-11-14,7099
2016-12-07,6429
2016-12-08,6228
2016-12-09,6228
2016-12-10,6228
2016-12-11,6199
2016-12-12,6199
2016-12-13,6199
2016-12-14,6052
2016-12-15,6052
2016-12-16,6052
2016-12-17,6009
2016-12-18,6009
2016-12-19,6009
2016-12-20,5964
2016-12-21,5964
2016-12-22,5899
2016-12-23,5899
2016-12-24,5899
2016-12-25,5604
2016-12-26,5604
2016-12-27,5331
2016-12-28,5331
2016-12-29,5106
2016-12-30,5106
2016-12-31,4850
2017-01-01,4850
2017-01-02,4636
2017-01-03,4636
2017-01-04,4546
2017-01-05,4546
2017-01-06,4459
2017-01-07,4459
2017-01-08,4309
2017-01-09,4309
2017-01-10,4163
2017-01-11,4163
2017-01-12,4045
2017-01-13,4045
2017-01-14,3961
2017-01-15,3961
2017-01-16,3926
2017-01-17,3926
2017-01-18,3824
2017-01-19,3824
2017-01-20,3816
2017-01-21,3816
2017-01-22,3858
2017-01-27,3802
2017-01-28,3623
2017-01-29,3623
2017-01-30,3545
2017-01-31,3545
2017-02-01,3489
2017-02-02,3489
2017-02-03,3419
2017-02-04,3260
2017-02-05,3260
2017-02-06,3170
2017-02-07,3170
2017-02-08,3148
2017-02-09,3148
2017-02-10,3121
2017-02-11,3140
2017-02-12,3140
2017-02-13,3062
2017-02-14,2945
2017-02-15,2945
2017-02-16,2923
2017-02-18,2923
2017-02-19,2946
2017-02-20,2946
2017-02-21,2974
2017-02-22,2974
2017-02-23,3012
2017-02-24,3012
2017-02-25,2954
2017-02-26,2954
2017-02-27,3020
2017-02-28,2933
2017-03-01,2933
2017-03-02,2867
2017-03-03,2867
2017-03-04,2873
2017-03-05,2873
2017-03-06,2860
2017-03-07,2860
2017-03-08,2929
2017-03-09,2929
2017-03-10,3026
2017-03-11,3012
2017-03-12,3012
2017-03-13,3034
2017-03-14,3044
2017-03-15,3044
2017-03-16,3055
2017-03-17,3055
2017-03-18,3089
2017-03-19,3089
2017-03-20,3107
2017-03-21,3107
2017-03-22,3127
2017-03-23,3127
2017-03-24,3177
2017-03-25,3177
2017-03-26,3177
2017-03-27,3104
2017-03-28,3104
2017-03-29,3078
2017-03-30,3078
2017-03-31,2935
2017-04-01,2935
2017-04-02,2934
2017-04-03,2850
2017-04-04,2850
2017-04-12,2630
2017-04-13,2691
2017-04-14,2691
2017-04-15,2590
2017-04-16,2590
2017-04-17,2494
2017-04-18,2494
2017-04-19,2443
2017-04-20,2443
2017-04-21,2357
2017-04-22,2357
2017-04-23,2365
2017-04-24,2365
2017-04-25,2327
2017-04-26,2327
2017-04-27,2277
2017-04-28,2277
2017-04-29,2309
2017-04-30,2309
2017-05-01,2338
2017-05-02,2338
2017-05-03,2404
2017-05-04,2509
2017-05-05,2509
2017-05-06,2599
2017-05-07,2599
2017-05-08,2658
2017-05-09,2759
2017-05-10,2759
2017-05-11,2759
2017-05-12,2808
2017-05-13,2808
2017-05-14,2774
2017-05-15,2774
2017-05-16,2806
2017-05-17,2806
2017-05-18,2676
2017-05-19,2676
2017-05-20,2642
2017-05-21,2642
2017-05-22,2642
2017-05-23,2509
2017-05-24,2509
2017-05-25,2436
2017-05-26,2436
2017-05-27,2446
2017-05-28,2446
2017-05-29,2359
2017-05-30,2359
2017-05-31,2345
2017-06-01,2345
2017-06-02,2299
2017-06-03,2299
2017-06-06,2351
2017-06-07,2414
2017-06-08,2414
2017-06-09,2515
2017-06-10,2588
2017-06-11,2588
2017-06-12,2542
2017-06-13,2542
2017-06-14,2595
2017-06-15,2595
2017-06-16,2641
2017-06-17,2641
2017-06-18,2730
2017-06-19,2730
2017-06-20,2809
2017-06-21,2809
2017-06-22,2869
2017-06-23,2869
2017-06-24,2925
2017-06-25,2925
2017-06-26,2961
2017-06-27,2961
2017-06-28,3030
2017-06-29,3030
2017-06-30,3030
2017-07-01,3030
2017-07-02,3030
2017-07-03,2984
2017-07-04,2984
2017-07-05,2984
2017-07-06,2995
2017-07-07,2995
2017-07-08,2995
2017-07-13,3227
2017-07-14,3162
2017-07-15,3162
2017-07-16,3162
2017-07-17,3142
2017-07-18,3142
2017-07-19,3140
2017-07-20,3140
2017-07-21,3213
2017-07-22,3213
2017-07-23,3329
2017-07-24,3329
2017-07-25,3261
2017-07-26,3261
2017-07-27,3173
2017-07-28,3173
2017-07-29,3173
2017-07-30,3138
2017-07-31,3138
2017-08-01,3138
2017-08-02,3208
2017-08-03,3208
2017-08-04,3203
2017-08-05,3203
2017-08-06,3210
2017-08-09,3070
2017-08-10,3115
2017-08-11,3115
2017-08-12,3013
2017-08-13,3013
2017-08-14,2958
2017-08-15,2958
2017-08-17,2941
2017-08-18,2860
2017-08-19,2860
2017-08-20,2766
2017-08-22,2698
2017-08-23,2698
2017-08-24,2698
2017-08-25,2690
2017-08-26,2731
2017-08-27,2731
2017-08-28,2760
2017-08-29,2760
2017-08-30,2770
2017-08-31,2770
2017-09-01,2770
2017-09-02,2809
2017-09-03,2809
2017-09-04,2809
2017-09-05,2842
2017-09-06,2842
2017-09-07,2855
2017-09-08,2855
2017-09-09,2848
2017-09-10,2848
2017-09-11,2832
2017-09-12,2832
2017-09-13,2879
2017-09-14,2879
2017-09-15,2948
2017-09-16,2948
2017-09-17,2973
2017-09-19,3018
2017-09-20,3018
2017-09-21,3169
2017-09-22,3169
2017-09-23,3191
2017-09-24,3191
2017-09-25,3274
2017-09-26,3274
2017-09-27,3274
2017-09-28,3338
2017-09-29,3338
2017-09-30,3406
2017-10-01,3406
2017-10-02,3333
2017-10-03,3333
2017-10-04,3333
2017-10-05,3302
2017-10-06,3302
2017-10-07,3251
2017-10-08,3251
2017-10-09,3185
2017-10-10,3185
2017-10-11,3237
2017-10-12,3237
2017-10-13,3204
2017-10-14,3204
2017-10-15,3204
2017-10-16,3204
2017-10-17,3208
2017-10-18,3208
2017-10-19,3315
2017-10-20,3315
2017-10-21,3315
2017-10-22,3361
2017-10-23,3361
2017-10-24,3433
2017-10-25,3433
2017-10-26,3413
2017-10-27,3413
2017-10-28,3413
2017-10-29,3412
2017-10-30,3412
2017-10-31,3341
2017-11-01,3341
2017-11-02,3341
2017-11-03,3177
2017-11-04,3183
2017-11-05,3183
2017-11-06,3307
2017-11-07,3307
2017-11-08,3307
2017-11-09,3396
2017-11-10,3396
2017-11-11,3396
2017-11-12,3445
2017-11-13,3445
2017-11-14,3445
2017-11-15,3435
2017-11-16,3435
2017-11-17,3476
2017-11-18,3476
2017-11-19,3475
2017-11-20,3475
2017-11-21,3367
2017-11-22,3367
2017-11-23,3331
2017-11-24,3331
2017-11-25,3280
2017-11-26,3280
2017-11-27,3280
2017-11-28,3252
2017-11-29,3252
2017-11-30,3252
2017-12-01,3309
2017-12-02,3309
2017-12-03,3309
2017-12-04,3369
2017-12-05,3369
2017-12-06,3228
2017-12-07,3228
2017-12-08,3228
2017-12-09,3066
2017-12-10,3066
2017-12-11,2966
2017-12-12,2966
2017-12-14,3066
2017-12-15,3113
2017-12-16,3113
2017-12-17,3143
2017-12-18,3111
2017-12-19,3111
2017-12-20,3111
2017-12-21,3107
2017-12-22,3107
2017-12-23,3029
2017-12-24,3029
2017-12-25,3029
2017-12-26,3049
2017-12-27,3049
2017-12-28,2980
2017-12-29,2980
2017-12-30,3007
2017-12-31,3007
2018-01-01,2901
2018-01-02,2901
2018-01-03,2895
2018-01-04,2895
2018-01-05,2850
2018-01-06,2850
2018-01-07,2865
2018-01-08,2865
2018-01-09,2866
2018-01-10,2866
2018-01-11,2961
2018-01-12,2961
2018-01-13,3021
2018-01-14,3021
2018-01-15,3032
2018-01-16,3032
2018-01-17,3039
2018-01-18,3039
2018-01-19,2993
2018-01-20,2993
2018-01-21,2863
2018-01-22,2863
2018-01-23,2866
2018-01-24,2866
2018-01-25,2803
2018-01-26,2803
2018-01-27,2759
2018-01-28,2706
2018-01-29,2706
2018-01-31,2650
2018-02-01,2600
2018-02-02,2600
2018-02-03,2628
2018-02-04,2628
2018-02-05,2730
2018-02-06,2730
2018-02-07,2737
2018-02-08,2737
2018-02-09,2709
2018-02-10,2709
2018-02-11,2709
2018-02-12,2709
2018-02-13,2765
2018-02-14,2765
2018-02-15,2756
2018-02-16,2756
2018-02-17,2651
2018-02-18,2651
2018-02-19,2586
2018-02-20,2586
2018-02-21,2564
2018-02-22,2564
2018-02-23,2623
2018-02-24,2623
2018-02-25,2631
2018-02-26,2631
2018-02-27,2659
2018-03-01,2632
2018-03-02,2640
2018-03-03,2595
2018-03-04,2595
2018-03-05,2594
2018-03-06,2594
2018-03-07,2552
2018-03-08,2552
2018-03-09,2483
2018-03-10,2449
2018-03-11,2449
2018-03-12,2431
2018-03-13,2431
2018-03-14,2380
2018-03-15,2380
2018-03-16,2343
2018-03-17,2302
2018-03-18,2302
2018-03-19,2323
2018-03-20,2323
2018-03-21,2323
2018-03-23,2314
2018-03-24,2291
2018-03-26,2353
2018-03-27,2353
2018-03-28,2390
2018-03-29,2390
2018-03-30,2481
2018-03-31,2481
2018-04-01,2564
2018-04-02,2605
2018-04-03,2605
2018-04-04,2726
2018-04-05,2726
2018-04-06,2847
2018-04-08,2916
2018-04-09,2916
2018-04-10,2940
2018-04-11,2940
2018-04-12,3051
2018-04-13,3051
2018-04-14,3172
2018-04-15,3172
2018-04-16,3271
2018-04-17,3301
2018-04-18,3301
2018-04-19,3337
2018-04-20,3337
2018-04-21,3381
2018-04-22,3381
2018-04-23,3496
2018-04-24,3496
2018-04-25,3589
2018-04-26,3589
2018-04-27,3721
2018-04-28,3721
2018-04-29,3873
2018-04-30,3977
2018-05-01,3977
2018-05-02,4152
2018-05-03,4152
2018-05-04,4309
2018-05-05,4229
2018-05-06,4229
2018-05-07,4190
2018-05-08,4190
2018-05-09,4232
2018-05-10,4232
2018-05-11,4406
2018-05-12,4578
2018-05-13,4578
2018-05-14,4797
2018-05-15,4797
2018-05-16,5019
2018-05-17,5019
2018-05-18,5249
2018-05-19,5249
2018-05-20,5512
2018-05-21,5512
2018-05-22,5691
2018-05-23,5496
2018-05-24,5496
2018-05-25,5496
2018-05-26,5695
2018-05-27,5695
2018-05-28,5892
2018-05-29,5892
2018-05-30,6143
2018-05-31,6143
2018-06-01,6375
2018-06-02,6603
2018-06-03,6603
2018-06-04,6862
2018-06-05,7174
2018-06-06,7487
2018-06-07,7487
2018-06-08,7792
2018-06-09,7792
2018-06-10,7613
2018-06-11,7613
2018-06-12,7528
2018-06-13,7611
2018-06-14,7611
2018-06-15,7708
2018-06-16,7708
2018-06-17,7843
2018-06-18,7843
2018-06-19,7987
2018-06-20,7987
2018-06-21,8208
2018-06-22,8208
2018-06-23,8509
2018-06-24,8509
2018-06-25,8861
2018-06-26,8861
2018-06-27,9026
2018-06-28,9026
2018-06-29,8969
2018-06-30,8969
2018-07-01,8796
2018-07-02,8796
2018-07-03,8426
2018-07-04,8426
2018-07-05,8168
2018-07-06,8312
2018-07-07,8312
2018-07-08,8342
2018-07-09,8342
2018-07-10,8096
2018-07-11,8089
2018-07-12,8089
2018-07-13,7823
2018-07-14,7680
2018-07-15,7680
2018-07-16,7324
2018-07-17,6957
2018-07-18,6957
2018-07-19,6957
2018-07-20,6644
2018-07-21,6644
2018-07-22,6420
2018-07-23,6471
2018-07-24,6471
2018-07-25,6782
2018-07-26,6782
2018-07-27,7007
2018-07-28,7007
2018-07-29,7118
2018-07-30,7118
2018-07-31,7209
2018-08-01,7209
2018-08-02,7252
2018-08-03,7252
2018-08-04,7054
2018-08-05,7054
2018-08-06,7141
2018-08-07,7141
2018-08-08,7277
2018-08-09,7277
2018-08-10,7641
2018-08-11,7641
2018-08-12,8024
2018-08-14,8385
2018-08-16,8774
2018-08-17,9166
2018-08-18,9166
2018-08-19,9396
2018-08-20,9866
2018-08-21,9866
2018-08-22,10347
2018-08-23,10347
2018-08-24,10736
2018-08-25,11170
2018-08-26,11170
2018-08-27,11607
2018-08-28,12107
2018-08-29,12107
2018-08-30,12409
2018-08-31,12067
2018-09-01,11802
2018-09-02,11802
2018-09-03,11574
2018-09-04,11907
2018-09-05,11907
2018-09-06,12085
2018-09-07,12335
2018-09-08,12335
2018-09-09,11838
2018-09-10,11387
2018-09-11,11387
2018-09-12,11787
2018-09-13,11787
2018-09-14,12285
2018-09-15,12796
2018-09-16,12796
2018-09-17,12898
2018-09-18,12843
2018-09-19,12843
2018-09-20,12848
2018-09-21,12848
2018-09-22,13111
2018-09-23,13111
2018-09-24,12966
2018-09-25,12966
2018-09-26,12704
2018-09-27,12704
2018-09-28,12660
2018-09-29,12660
2018-09-30,13102
2018-10-02,13337
2018-10-03,13175
2018-10-04,13175
2018-10-05,13142
2018-10-06,12819
2018-10-07,12819
2018-10-08,12631
2018-10-09,12157
2018-10-10,12290
2018-10-11,12183
2018-10-12,12183
2018-10-13,12672
2018-10-14,12672
2018-10-15,13075
2018-10-16,13075
2018-10-17,13536
2018-10-18,13536
2018-10-19,14009
2018-10-20,14009
2018-10-21,14513
2018-10-22,15209
2018-10-23,15209
2018-10-24,15940
2018-10-25,16693
2018-10-26,16693
2018-10-27,17249
2018-10-28,17954
2018-10-29,17954
2018-10-30,18407
2018-10-31,18601
2018-11-01,18601
2018-11-03,17621
2018-11-04,17621
2018-11-05,16912
2018-11-06,16160
2018-11-07,16160
2018-11-08,15352
2018-11-09,14832
2018-11-10,14520
2018-11-11,14520
2018-11-12,13957
2018-11-13,13517
2018-11-15,13296
2018-11-16,13191
2018-11-17,13191
2018-11-18,12799
2018-11-19,12799
2018-11-20,12485
2018-11-21,12485
2018-11-22,12398
2018-11-23,12398
2018-11-24,11927
2018-11-25,11822
2018-11-26,11822
2018-11-27,11329
2018-11-28,11384
2018-11-29,11201
2018-12-01,11449
2018-12-02,11133
2018-12-03,11133
2018-12-04,10816
2018-12-05,10463
2018-12-07,10331
2018-12-09,10235
2018-12-10,9905
2018-12-11,9905
2018-12-12,9759
2018-12-13,9505
2018-12-14,9813
2018-12-15,9813
2018-12-16,9940
2018-12-17,9940
2018-12-18,10132
2018-12-19,10132
2018-12-20,10279
2018-12-21,10150
2018-12-22,10150
2018-12-23,10149
2018-12-24,10013
2018-12-25,10013
2018-12-26,10067
2018-12-27,9826
2018-12-28,9826
2018-12-29,9663
2018-12-30,9285
2018-12-31,9232
2019-01-01,9232
2019-01-02,9600
2019-01-03,9574
2019-01-04,9326
2019-01-05,9037
2019-01-06,8690
2019-01-08,8278
2019-01-10,8301
2019-01-11,8301
2019-01-12,8409
2019-01-13,8693
2019-01-14,8918
2019-01-15,8953
2019-01-16,8953
2019-01-17,8982
2019-01-18,8982
2019-01-19,8702
2019-01-20,8589
2019-01-21,8589
2019-01-22,8650
2019-01-23,8675
2019-01-24,8675
2019-01-25,8602
2019-01-26,8242
2019-01-27,7964
2019-01-28,7729
2019-01-29,7619
2019-01-30,7476
2019-01-31,7476
2019-02-01,7281
2019-02-02,7281
2019-02-03,7307
2019-02-04,7307
2019-02-05,7281
2019-02-06,7281
2019-02-07,6916
2019-02-08,6759
2019-02-09,6847
2019-02-10,6863
2019-02-11,7016
2019-02-12,7016
2019-02-13,6959
2019-02-14,6959
2019-02-15,7039
2019-02-16,7039
2019-02-17,7006
2019-02-18,7088
2019-02-19,7337
2019-02-20,7331
2019-02-21,7501
2019-02-22,7501
2019-02-23,7675
2019-02-24,8014
2019-02-25,8128
2019-02-26,8128
2019-02-27,8182
2019-02-28,8182
2019-03-01,7957
2019-03-02,7797
2019-03-03,7570
2019-03-04,7445
2019-03-05,7453
2019-03-06,7452
2019-03-07,7448
2019-03-08,7448
2019-03-09,7402
2019-03-10,7217
2019-03-11,7319
2019-03-12,7481
2019-03-13,7481
2019-03-14,7666
2019-03-15,7666
2019-03-16,7908
2019-03-17,7927
2019-03-18,7927
2019-03-19,7787
2019-03-20,7397
2019-03-21,7322
2019-03-22,7322
2019-03-23,7231
2019-03-24,7305
2019-03-25,7305
2019-03-26,7075
2019-03-27,7075
2019-03-28,7429
2019-03-29,7801
2019-03-30,7801
2019-03-31,8192
2019-04-01,8602
2019-04-02,8602
2019-04-03,9011
2019-04-04,9011
2019-04-05,9444
2019-04-06,9444
2019-04-07,9908
2019-04-08,10353
