date_obj,Dragon%20kiteshield%20ornament%20kit price
2018-01-25,400000
2018-01-26,400000
2018-01-27,414852
2018-01-28,414852
2018-01-29,414852
2018-01-30,414852
2018-01-31,414852
2018-02-01,434731
2018-02-02,434731
2018-02-03,434731
2018-02-04,434731
2018-02-05,434731
2018-02-06,434731
2018-02-07,455005
2018-02-08,455005
2018-02-09,455005
2018-02-10,455005
2018-02-11,455005
2018-02-12,455005
2018-02-13,455005
2018-02-14,455005
2018-02-15,455005
2018-02-16,475506
2018-02-17,475506
2018-02-18,475506
2018-02-19,475506
2018-02-20,475506
2018-02-21,475506
2018-02-22,475506
2018-02-23,475506
2018-02-24,475506
2018-02-25,496112
2018-02-26,496112
2018-02-27,496112
2018-02-28,496112
2018-03-01,496112
2018-03-02,496112
2018-03-03,496112
2018-03-04,496112
2018-03-05,518533
2018-03-06,518533
2018-03-07,518533
2018-03-08,518533
2018-03-09,518533
2018-03-10,518533
2018-03-11,518533
2018-03-12,518533
2018-03-13,541917
2018-03-14,541917
2018-03-15,541917
2018-03-16,541917
2018-03-17,541917
2018-03-18,541917
2018-03-20,541917
2018-03-21,541917
2018-03-23,566119
2018-03-24,566119
2018-03-25,566119
2018-03-26,566119
2018-03-27,566119
2018-03-28,566119
2018-03-29,566119
2018-03-30,566119
2018-03-31,566119
2018-04-01,566119
2018-04-02,592248
2018-04-03,592248
2018-04-04,592248
2018-04-05,592248
2018-04-06,592248
2018-04-07,592248
2018-04-08,616900
2018-04-09,616900
2018-04-10,616900
2018-04-11,616900
2018-04-12,616900
2018-04-13,616900
2018-04-14,616900
2018-04-15,645764
2018-04-16,645764
2018-04-17,645764
2018-04-18,645764
2018-04-19,645764
2018-04-20,645764
2018-04-21,645764
2018-04-22,645764
2018-04-23,676516
2018-04-24,676516
2018-04-25,676516
2018-04-26,676516
2018-04-27,676516
2018-04-28,676516
2018-04-29,676516
2018-04-30,676516
2018-05-01,676516
2018-05-03,676516
2018-05-04,676516
2018-05-05,706037
2018-05-07,706037
2018-05-08,706037
2018-05-09,706037
2018-05-10,706037
2018-05-11,706037
2018-05-12,739720
2018-05-13,739720
2018-05-14,739720
2018-05-15,739720
2018-05-16,739720
2018-05-17,739720
2018-05-18,739720
2018-05-19,774857
2018-05-20,774857
2018-05-21,774857
2018-05-22,774857
2018-05-23,774857
2018-05-24,774857
2018-05-25,774857
2018-05-26,774857
2018-05-27,810487
2018-05-28,810487
2018-05-29,810487
2018-05-30,810487
2018-05-31,810487
2018-06-01,846575
2018-06-02,846575
2018-06-03,846575
2018-06-04,846575
2018-06-05,846575
2018-06-06,846575
2018-06-07,846575
2018-06-08,846575
2018-06-09,846575
2018-06-10,883221
2018-06-11,883221
2018-06-12,883221
2018-06-13,883221
2018-06-14,883221
2018-06-15,883221
2018-06-16,883221
2018-06-17,883221
2018-06-18,883221
2018-06-19,920925
2018-06-20,920925
2018-06-21,920925
2018-06-22,920925
2018-06-23,920925
2018-06-24,920925
2018-06-25,920925
2018-06-26,920925
2018-06-27,920925
2018-06-28,920925
2018-06-29,920925
2018-06-30,920925
2018-07-01,920925
2018-07-02,920925
2018-07-03,964365
2018-07-04,964365
2018-07-05,964365
2018-07-06,964365
2018-07-07,964365
2018-07-08,964365
2018-07-09,964365
2018-07-10,964365
2018-07-11,964365
2018-07-12,964365
2018-07-13,964365
2018-07-14,964365
2018-07-15,964365
2018-07-16,964365
2018-07-17,964365
2018-07-18,964365
2018-07-19,964365
2018-07-20,964365
2018-07-21,964365
2018-07-22,964365
2018-07-23,1008566
2018-07-24,1008566
2018-07-25,1008566
2018-07-26,1008566
2018-07-27,1008566
2018-07-28,1008566
2018-07-29,1008566
2018-07-30,1008566
2018-07-31,1008566
2018-08-01,1008566
2018-08-02,1008566
2018-08-03,1008566
2018-08-04,1008566
2018-08-05,1056270
2018-08-06,1056270
2018-08-07,1056270
2018-08-08,1056270
2018-08-09,1056270
2018-08-10,1056270
2018-08-11,1056270
2018-08-12,1056270
2018-08-14,1056270
2018-08-16,1056270
2018-08-17,1056270
2018-08-18,1056270
2018-08-19,1102108
2018-08-20,1102108
2018-08-21,1102108
2018-08-22,1102108
2018-08-23,1102108
2018-08-24,1102108
2018-08-25,1102108
2018-08-26,1102108
2018-08-27,1102108
2018-08-28,1102108
2018-08-29,1102108
2018-08-30,1102108
2018-08-31,1102108
2018-09-01,1102108
2018-09-02,1152809
2018-09-03,1152809
2018-09-04,1152809
2018-09-05,1152809
2018-09-06,1152809
2018-09-07,1152809
2018-09-08,1152809
2018-09-09,1152809
2018-09-10,1152809
2018-09-11,1152809
2018-09-12,1152809
2018-09-13,1152809
2018-09-14,1152809
2018-09-15,1152809
2018-09-16,1152809
2018-09-17,1206815
2018-09-18,1206815
2018-09-19,1206815
2018-09-20,1206815
2018-09-21,1206815
2018-09-22,1206815
2018-09-23,1206815
2018-09-24,1206815
2018-09-25,1206815
2018-09-26,1206815
2018-09-27,1206815
2018-09-28,1206815
2018-09-29,1206815
2018-09-30,1206815
2018-10-02,1264205
2018-10-03,1264205
2018-10-04,1264205
2018-10-05,1264205
2018-10-06,1264205
2018-10-07,1264205
2018-10-08,1264205
2018-10-09,1264205
2018-10-10,1264205
2018-10-11,1264205
2018-10-12,1264205
2018-10-13,1264205
2018-10-14,1264205
2018-10-15,1264205
2018-10-16,1264205
2018-10-17,1264205
2018-10-18,1319519
2018-10-19,1319519
2018-10-20,1319519
2018-10-21,1319519
2018-10-22,1319519
2018-10-23,1319519
2018-10-24,1319519
2018-10-25,1319519
2018-10-26,1319519
2018-10-27,1319519
2018-10-28,1319519
2018-10-29,1319519
2018-10-30,1319519
2018-10-31,1319519
2018-11-01,1379856
2018-11-03,1379856
2018-11-04,1379856
2018-11-05,1379856
2018-11-06,1379856
2018-11-07,1379856
2018-11-08,1379856
2018-11-09,1439048
2018-11-10,1439048
2018-11-11,1439048
2018-11-12,1439048
2018-11-13,1439048
2018-11-14,1439048
2018-11-15,1439048
2018-11-16,1439048
2018-11-17,1500051
2018-11-18,1500051
2018-11-19,1500051
2018-11-20,1500051
2018-11-21,1500051
2018-11-22,1500051
2018-11-23,1500051
2018-11-24,1500051
2018-11-25,1567196
2018-11-26,1567196
2018-11-27,1567196
2018-11-28,1567196
2018-11-29,1567196
2018-12-01,1641083
2018-12-02,1641083
2018-12-03,1641083
2018-12-04,1641083
2018-12-05,1641083
2018-12-07,1641083
2018-12-09,1715290
2018-12-10,1715290
2018-12-11,1715290
2018-12-12,1715290
2018-12-13,1715290
2018-12-14,1715290
2018-12-15,1715290
2018-12-16,1792096
2018-12-17,1792096
2018-12-18,1792096
2018-12-19,1792096
2018-12-20,1792096
2018-12-21,1792096
2018-12-22,1792096
2018-12-23,1792096
2018-12-24,1792096
2018-12-25,1792096
2018-12-26,1792096
2018-12-27,1875691
2018-12-28,1875691
2018-12-29,1875691
2018-12-30,1875691
2018-12-31,1875691
2019-01-01,1875691
2019-01-02,1875691
2019-01-03,1875691
2019-01-04,1875691
2019-01-05,1875691
2019-01-06,1961022
2019-01-08,1961022
2019-01-10,1961022
2019-01-11,1961022
2019-01-12,1961022
2019-01-13,2050949
2019-01-14,2050949
2019-01-15,2050949
2019-01-16,2050949
2019-01-17,2147352
2019-01-18,2147352
2019-01-19,2147352
2019-01-20,2147352
2019-01-21,2147352
2019-01-22,2247848
2019-01-23,2247848
2019-01-24,2247848
2019-01-25,2247848
2019-01-26,2247848
2019-01-27,2247848
2019-01-28,2247848
2019-01-29,2247848
2019-01-30,2348270
2019-01-31,2348270
2019-02-01,2348270
2019-02-02,2348270
2019-02-03,2348270
2019-02-04,2348270
2019-02-05,2348270
2019-02-06,2348270
2019-02-07,2348270
2019-02-08,2348270
2019-02-09,2455507
2019-02-10,2455507
2019-02-11,2455507
2019-02-12,2455507
2019-02-13,2455507
2019-02-14,2455507
2019-02-15,2455507
2019-02-16,2455507
2019-02-17,2455507
2019-02-18,2455507
2019-02-19,2455507
2019-02-20,2568086
2019-02-21,2568086
2019-02-22,2568086
2019-02-23,2568086
2019-02-24,2568086
2019-02-25,2680188
2019-02-26,2680188
2019-02-27,2680188
2019-02-28,2680188
2019-03-01,2680188
2019-03-02,2680188
2019-03-03,2680188
2019-03-04,2680188
2019-03-05,2680188
2019-03-06,2680188
2019-03-07,2680188
2019-03-08,2680188
2019-03-09,2680188
2019-03-10,2680188
2019-03-11,2798434
2019-03-12,2798434
2019-03-13,2798434
2019-03-14,2798434
2019-03-15,2798434
2019-03-16,2798434
2019-03-17,2798434
2019-03-18,2798434
2019-03-19,2937060
2019-03-20,2937060
2019-03-21,2937060
2019-03-22,2937060
2019-03-23,2937060
2019-03-24,2937060
2019-03-25,2937060
2019-03-26,3079834
2019-03-27,3079834
2019-03-28,3079834
2019-03-29,3079834
2019-03-30,3079834
2019-03-31,3079834
2019-04-01,3079834
2019-04-02,3079834
2019-04-03,3227450
2019-04-04,3227450
2019-04-05,3227450
2019-04-06,3227450
2019-04-07,3227450
2019-04-08,3227450
2019-04-09,3227450
2019-04-10,3227450
2019-04-11,3382239
2019-04-12,3382239
2019-04-13,3382239
2019-04-14,3382239
2019-04-15,3538675
2019-04-16,3538675
2019-04-17,3538675
2019-04-18,3538675
2019-04-19,3538675
2019-04-20,3538675
2019-04-21,3700441
2019-04-22,3700441
2019-04-23,3700441
2019-04-24,3700441
2019-04-25,3700441
2019-04-26,3700441
2019-04-27,3700441
2019-04-28,3700441
2019-04-29,3882189
2019-04-30,3882189
2019-05-01,3882189
2019-05-02,3882189
2019-05-03,3882189
2019-05-04,3882189
2019-05-05,3882189
2019-05-06,4066967
2019-05-07,4066967
2019-05-08,4066967
2019-05-09,4066967
2019-05-10,4066967
2019-05-11,4066967
2019-05-12,4066967
2019-05-13,4268361
2019-05-14,4268361
2019-05-15,4268361
2019-05-16,4268361
2019-05-17,4268361
2019-05-18,4268361
2019-05-19,4268361
2019-05-20,4268361
2019-05-21,4268361
2019-05-22,4268361
2019-05-23,4268361
2019-05-24,4466536
2019-05-25,4466536
2019-05-26,4466536
2019-05-27,4466536
2019-05-28,4466536
2019-05-29,4466536
2019-05-30,4674618
2019-05-31,4674618
2019-06-01,4674618
2019-06-02,4674618
2019-06-03,4674618
2019-06-04,4674618
2019-06-05,4674618
2019-06-06,4674618
2019-06-07,4894005
2019-06-08,4894005
2019-06-09,4894005
2019-06-10,4894005
2019-06-11,4894005
2019-06-12,4894005
2019-06-13,4894005
2019-06-14,5128163
2019-06-15,5128163
2019-06-16,5128163
2019-06-17,5128163
2019-06-18,5128163
2019-06-19,5128163
2019-06-20,5128163
2019-06-21,5367478
2019-06-22,5367478
2019-06-23,5367478
2019-06-24,5367478
2019-06-25,5367478
2019-06-26,5367478
2019-06-27,5367478
2019-06-28,5367478
2019-06-29,5590870
2019-06-30,5590870
2019-07-01,5590870
2019-07-02,5590870
2019-07-03,5590870
2019-07-04,5590870
2019-07-05,5590870
2019-07-06,5590870
2019-07-07,5590870
2019-07-08,5846538
2019-07-09,5846538
2019-07-10,5846538
2019-07-11,5846538
2019-07-12,5846538
2019-07-13,5846538
2019-07-14,5846538
2019-07-15,5846538
2019-07-16,6130561
2019-07-17,6130561
2019-07-18,6130561
2019-07-19,6130561
2019-07-20,6130561
2019-07-21,6130561
2019-07-22,6130561
2019-07-23,6426520
2019-07-24,6426520
2019-07-25,6426520
2019-07-26,6426520
2019-07-27,6426520
2019-07-28,6426520
2019-07-29,6426520
2019-07-30,6426520
2019-07-31,6426520
2019-08-01,6426520
2019-08-02,6426520
2019-08-03,6736748
2019-08-04,6736748
2019-08-05,6736748
2019-08-06,6736748
2019-08-07,6736748
2019-08-08,6736748
2019-08-09,6736748
2019-08-10,6736748
2019-08-11,6736748
2019-08-12,6736748
2019-08-13,6736748
2019-08-14,7065566
2019-08-15,7065566
2019-08-16,7065566
2019-08-17,7065566
2019-08-18,7065566
2019-08-19,7065566
2019-08-20,7065566
2019-08-21,7065566
2019-08-22,7065566
2019-08-23,7065566
2019-08-24,7393245
2019-08-24,7393245
2019-08-25,7393245
2019-08-25,7393245
2019-08-26,7393245
2019-08-27,7393245
2019-08-27,7393245
2019-08-28,7393245
2019-08-29,7393245
2019-08-30,7393245
2019-08-31,7393245
2019-09-01,7734874
2019-09-02,7734874
2019-09-03,7734874
2019-09-04,7734874
2019-09-05,7734874
2019-09-06,7734874
2019-09-07,7734874
2019-09-08,7734874
2019-09-09,7734874
2019-09-10,8084344
2019-09-11,8084344
2019-09-12,8084344
2019-09-13,8084344
2019-09-14,8084344
2019-09-15,8084344
2019-09-16,8084344
2019-09-17,8084344
2019-09-18,8084344
2019-09-19,8084344
2019-09-20,8084344
2019-09-21,8084344
2019-09-22,8420922
2019-09-23,8420922
2019-09-24,8420922
2019-09-25,8420922
2019-09-26,8420922
2019-09-27,8420922
2019-09-28,8420922
2019-09-29,8420922
2019-09-30,8420922
2019-10-01,8420922
2019-10-02,8420922
2019-10-03,8420922
2019-10-04,8420922
2019-10-05,8425956
2019-10-06,8425956
2019-10-07,8425956
2019-10-08,8425956
2019-10-09,8425956
2019-10-10,8425956
2019-10-11,8425956
2019-10-12,8425956
2019-10-13,8425956
2019-10-14,8425956
2019-10-15,8425956
2019-10-16,8425956
2019-10-17,8093353
2019-10-18,8093353
2019-10-19,8093353
2019-10-20,8093353
2019-10-21,8093353
2019-10-22,8093353
2019-10-23,8093353
2019-10-24,8093353
2019-10-25,8093353
2019-10-26,8093353
2019-10-27,8093353
2019-10-28,8093353
2019-10-29,7806258
2019-10-30,7806258
2019-10-31,7806258
2019-11-01,7806258
2019-11-02,7806258
2019-11-03,7806258
2019-11-04,7806258
