date_obj,Dragon%20kiteshield%20ornament%20kit price
2019-11-05,7806258
2019-11-06,7806258
2019-11-07,7806258
2019-11-08,7514974
2019-11-09,7514974
2019-11-10,7514974
2019-11-11,7514974
2019-11-12,7514974
2019-11-13,7514974
2019-11-14,7839001
2019-11-15,7839001
2019-11-16,7839001
2019-11-17,7839001
2019-11-18,7839001
2019-11-19,7839001
2019-11-20,7839001
2019-11-21,8219266
2019-11-22,8219266
2019-11-23,8219266
2019-11-24,8219266
2019-11-25,8219266
2019-11-26,8219266
2019-11-27,8219266
2019-11-28,8600379
2019-11-29,8600379
2019-11-30,8600379
2019-12-01,8600379
2019-12-02,8600379
2019-12-03,8600379
2019-12-04,8600379
2019-12-05,8600379
2019-12-06,8600379
2019-12-07,8600379
2019-12-08,8600379
2019-12-09,8923502
2019-12-10,8923502
2019-12-11,8923502
2019-12-12,8923502
2019-12-13,8923502
2019-12-14,8923502
2019-12-15,8923502
2019-12-16,8923502
2019-12-17,9253095
2019-12-18,9253095
2019-12-19,9253095
2019-12-20,9253095
2019-12-21,9253095
2019-12-22,9253095
2019-12-23,9253095
2019-12-24,9253095
2019-12-25,9253095
2019-12-26,9253095
2019-12-27,9127048
2019-12-28,9127048
2019-12-29,9127048
2019-12-30,9127048
2019-12-31,9127048
2020-01-01,9127048
2020-01-02,9127048
2020-01-03,9127048
2020-01-04,9127048
2020-01-05,9127048
2020-01-06,9127048
2020-01-07,9127048
2020-01-08,8772009
2020-01-09,8772009
2020-01-10,8772009
2020-01-11,8772009
2020-01-12,8772009
2020-01-13,8772009
2020-01-14,8772009
2020-01-15,8772009
2020-01-16,8772009
2020-01-17,8334359
2020-01-18,8334359
2020-01-19,8334359
2020-01-20,8334359
2020-01-21,8334359
2020-01-22,8334359
2020-01-23,8334359
2020-01-24,8334359
2020-01-25,8334359
2020-01-26,7949635
2020-01-27,7949635
2020-01-28,7949635
2020-01-29,7949635
2020-01-30,7949635
2020-01-31,7949635
2020-02-01,7949635
2020-02-02,7949635
2020-02-03,7949635
2020-02-04,7556952
2020-02-05,7556952
2020-02-06,7556952
2020-02-07,7556952
2020-02-08,7556952
2020-02-09,7556952
2020-02-10,7556952
2020-02-11,7556952
2020-02-12,7186471
2020-02-13,7186471
2020-02-14,7186471
2020-02-15,7186471
2020-02-16,7186471
2020-02-17,6840263
2020-02-18,6840263
2020-02-19,6840263
2020-02-20,6840263
2020-02-21,6507462
2020-02-22,6507462
2020-02-23,6507462
2020-02-24,6507462
2020-02-25,6188965
2020-02-26,6188965
2020-02-27,6188965
2020-02-28,6188965
2020-02-29,6188965
2020-03-01,5894342
2020-03-02,5894342
2020-03-03,5894342
2020-03-04,5894342
2020-03-05,5894342
2020-03-06,5894342
2020-03-07,5894342
2020-03-08,5601079
2020-03-09,5601079
2020-03-10,5601079
2020-03-11,5601079
2020-03-12,5601079
2020-03-13,5321025
2020-03-14,5321025
2020-03-15,5321025
2020-03-16,5321025
2020-03-17,5321025
2020-03-18,5321025
2020-03-19,5321025
2020-03-20,5066321
2020-03-21,5066321
2020-03-22,5066321
2020-03-23,5066321
2020-03-24,5066321
2020-03-25,5066321
2020-03-26,4821620
2020-03-27,4821620
2020-03-28,4821620
2020-03-29,4821620
2020-03-30,4821620
2020-03-31,4589104
2020-04-01,4589104
2020-04-02,4589104
2020-04-03,4589104
2020-04-04,4589104
2020-04-05,4370613
2020-04-06,4370613
2020-04-07,4370613
2020-04-08,4370613
2020-04-09,4157410
2020-04-10,4157410
2020-04-11,4157410
2020-04-12,4157410
2020-04-13,4157410
2020-04-14,3959210
2020-04-15,3959210
2020-04-16,3959210
2020-04-17,3959210
2020-04-18,3959210
2020-04-19,3818384
2020-04-20,3818384
2020-04-21,3818384
2020-04-22,3818384
2020-04-23,3818384
2020-04-24,3818384
2020-04-25,3818384
2020-04-26,3818384
2020-04-27,3971932
2020-04-28,3971932
2020-04-29,3971932
2020-04-30,3971932
2020-05-01,3971932
2020-05-02,3971932
2020-05-03,3971932
2020-05-04,3971932
2020-05-05,4147729
2020-05-06,4147729
2020-05-07,4147729
2020-05-08,4147729
2020-05-09,4147729
2020-05-10,4147729
2020-05-11,4147729
2020-05-12,4312179
2020-05-13,4312179
