date_obj,Bandos%20godsword price
2018-11-08,9676419
2018-11-09,9636082
2018-11-10,9599465
2018-11-11,9623950
2018-11-12,9561260
2018-11-13,9489984
2018-11-14,9491636
2018-11-15,9492820
2018-11-16,9591822
2018-11-17,9878485
2018-11-18,9996719
2018-11-19,10062551
2018-11-20,10065173
2018-11-21,10049790
2018-11-22,9917804
2018-11-23,9797708
2018-11-24,9815499
2018-11-25,9810912
2018-11-26,9744531
2018-11-27,9785448
2018-11-28,9922360
2018-11-29,9900720
2018-12-01,10436012
2018-12-02,10809362
2018-12-03,10788262
2018-12-04,10697542
2018-12-05,10530899
2018-12-07,10442202
2018-12-09,10542626
2018-12-10,10619775
2018-12-11,10603513
2018-12-12,10590668
2018-12-13,10533577
2018-12-14,10644005
2018-12-15,10956265
2018-12-16,11069774
2018-12-17,10967422
2018-12-18,10917624
2018-12-19,10889617
2018-12-20,11072981
2018-12-21,11179192
2018-12-22,11399319
2018-12-23,11879033
2018-12-24,12225411
2018-12-25,12824131
2018-12-26,13433233
2018-12-27,13946082
2018-12-28,14312814
2018-12-29,14466861
2018-12-30,14093956
2018-12-31,13442037
2019-01-01,12831218
2019-01-02,12280504
2019-01-03,12122934
2019-01-04,12070425
2019-01-05,12323856
2019-01-06,12785116
2019-01-08,12848705
2019-01-10,12586601
2019-01-11,11957270
2019-01-12,11377392
2019-01-13,11066345
2019-01-14,10559897
2019-01-15,10439435
2019-01-16,10359256
2019-01-17,10448496
2019-01-18,10759133
2019-01-19,11265595
2019-01-20,11700636
2019-01-21,12151629
2019-01-22,12254257
2019-01-23,12164481
2019-01-24,11930514
2019-01-25,11831808
2019-01-26,11816829
2019-01-27,11841952
2019-01-28,11768276
2019-01-29,11720559
2019-01-30,11667633
2019-01-31,11649141
2019-02-01,11679451
2019-02-02,11979520
2019-02-03,12361034
2019-02-04,12310806
2019-02-05,12248408
2019-02-06,12210653
2019-02-07,12105867
2019-02-08,12081662
2019-02-09,12146365
2019-02-10,12109655
2019-02-11,12038016
2019-02-12,11909394
2019-02-13,11517634
2019-02-14,11422747
2019-02-15,11450282
2019-02-16,11900327
2019-02-17,12263104
2019-02-18,12010202
2019-02-19,11922297
2019-02-20,11795091
2019-02-21,11534880
2019-02-22,11450044
2019-02-23,11415967
2019-02-24,11364352
2019-02-25,11197074
2019-02-26,11017161
2019-02-27,10913271
2019-02-28,10688124
2019-03-01,10658818
2019-03-02,10864259
2019-03-03,11031599
2019-03-04,11095857
2019-03-05,11053231
2019-03-06,10999320
2019-03-07,10984797
2019-03-08,11238480
2019-03-09,11480900
2019-03-10,11536332
2019-03-11,11417358
2019-03-12,11256070
2019-03-13,11099439
2019-03-14,10936726
2019-03-15,10931789
2019-03-16,10919473
2019-03-17,10971842
2019-03-18,10935964
2019-03-19,10947015
2019-03-20,10922965
2019-03-21,10895534
2019-03-22,10972309
2019-03-23,11111020
2019-03-24,11293024
2019-03-25,11228360
2019-03-26,11181894
2019-03-27,11155668
2019-03-28,11138488
2019-03-29,11170472
2019-03-30,11097762
2019-03-31,11079642
2019-04-01,11049752
2019-04-02,10993837
2019-04-03,10930334
2019-04-04,10938267
2019-04-05,10946498
2019-04-06,11047524
2019-04-07,10960357
2019-04-08,10930350
2019-04-09,10866413
2019-04-10,10826208
2019-04-11,10764951
2019-04-12,10725888
2019-04-13,10673184
2019-04-14,10623121
2019-04-15,10565620
2019-04-16,10387607
2019-04-17,10314031
2019-04-18,10185313
2019-04-19,10158256
2019-04-20,10144227
2019-04-21,10115948
2019-04-22,10240973
2019-04-23,10274008
2019-04-24,10158536
2019-04-25,10085424
2019-04-26,10068565
2019-04-27,10139196
2019-04-28,10149442
2019-04-29,10093484
2019-04-30,10046453
2019-05-01,10010641
2019-05-02,9988016
2019-05-03,10172596
2019-05-04,10322097
2019-05-05,10334510
2019-05-06,10402259
2019-05-07,10352120
2019-05-08,10281433
2019-05-09,10191867
2019-05-10,10139959
2019-05-11,10138662
2019-05-12,10237454
2019-05-13,10192077
2019-05-14,10162016
2019-05-15,10121454
2019-05-16,10091547
2019-05-17,10063717
2019-05-18,10035016
2019-05-19,10062994
2019-05-20,10030492
2019-05-21,10008454
2019-05-22,9920729
2019-05-23,9834924
2019-05-24,9790462
2019-05-25,9762570
2019-05-26,9805833
2019-05-27,9785217
2019-05-28,9741037
2019-05-29,9721134
2019-05-30,9691874
2019-05-31,9777865
2019-06-01,9861921
2019-06-02,9942399
2019-06-03,10029847
2019-06-04,9978003
2019-06-05,9938458
2019-06-06,9871908
2019-06-07,9827543
2019-06-08,9778767
2019-06-09,9787658
2019-06-10,9741245
2019-06-11,9693708
2019-06-12,9673137
2019-06-13,9623420
2019-06-14,9603699
2019-06-15,9593343
2019-06-16,9614673
2019-06-17,9614838
2019-06-18,9562252
2019-06-19,9448164
2019-06-20,9262889
2019-06-21,9185399
2019-06-22,9134451
2019-06-23,8990061
2019-06-24,8741964
2019-06-25,8864410
2019-06-26,9020067
2019-06-27,9262669
2019-06-28,9367560
2019-06-29,9608914
2019-06-30,9895246
2019-07-01,9880981
2019-07-02,9814507
2019-07-03,9827801
2019-07-04,9873705
2019-07-05,10124913
2019-07-06,10544791
2019-07-07,10858270
2019-07-08,10824006
2019-07-09,10727012
2019-07-10,10619942
2019-07-11,10444291
2019-07-12,10452368
2019-07-13,10436371
2019-07-14,10535967
2019-07-15,10391893
2019-07-16,10330334
2019-07-17,10278531
2019-07-18,10236935
2019-07-19,10227280
2019-07-20,10225771
2019-07-21,10189040
2019-07-22,10146796
2019-07-23,10120472
2019-07-24,10078093
2019-07-25,9829493
2019-07-26,9603890
2019-07-27,9444792
2019-07-28,9476358
2019-07-29,9432512
2019-07-30,9442701
2019-07-31,9517131
2019-08-01,9563891
2019-08-02,9724591
2019-08-03,9944890
2019-08-04,10078884
2019-08-05,10040331
2019-08-06,10000594
2019-08-07,9966461
2019-08-08,9955905
2019-08-09,9958060
2019-08-10,9989730
2019-08-11,9983826
2019-08-12,9967039
2019-08-13,9912152
2019-08-14,9913368
2019-08-15,9932728
2019-08-16,9938520
2019-08-17,9995412
2019-08-18,9976440
2019-08-19,9936186
2019-08-20,9886047
2019-08-21,9851577
2019-08-22,9739409
2019-08-23,9679642
2019-08-24,9722949
2019-08-24,9722949
2019-08-25,9729168
2019-08-25,9729168
2019-08-26,9699217
2019-08-27,9691549
2019-08-27,9691549
2019-08-28,9608195
2019-08-29,9565862
2019-08-30,9515691
2019-08-31,9503291
2019-09-01,9481476
2019-09-02,9476240
2019-09-03,9436104
2019-09-04,9388857
2019-09-05,9351871
2019-09-06,9333137
2019-09-07,9325721
2019-09-08,9322039
2019-09-09,9285184
2019-09-10,9212604
2019-09-11,9147794
2019-09-12,9025559
2019-09-13,9016699
2019-09-14,9081648
2019-09-15,9117844
2019-09-16,9118566
2019-09-17,9115760
2019-09-18,9080110
2019-09-19,9036675
2019-09-20,9010508
2019-09-21,9028058
2019-09-22,9286304
2019-09-23,9144468
2019-09-24,9119133
2019-09-25,9087736
2019-09-26,9018578
2019-09-27,8973464
2019-09-28,8968357
2019-09-29,8909181
2019-09-30,8874171
2019-10-01,8810274
2019-10-02,8757000
2019-10-03,8736514
2019-10-04,8851025
2019-10-05,9101962
2019-10-06,9126853
2019-10-07,8973132
2019-10-08,8917776
2019-10-09,8887882
2019-10-10,8865542
2019-10-11,8937108
2019-10-12,9055768
2019-10-13,9077540
2019-10-14,9045984
2019-10-15,9042876
2019-10-16,9023430
2019-10-17,8994569
2019-10-18,8977127
2019-10-19,9006301
2019-10-20,9065090
2019-10-21,9010950
2019-10-22,8981635
2019-10-23,8940828
2019-10-24,8901448
2019-10-25,8891020
2019-10-26,8898190
2019-10-27,8920347
2019-10-28,8966052
2019-10-29,8951969
2019-10-30,8928864
2019-10-31,8889334
2019-11-01,8906803
2019-11-02,8955501
2019-11-03,8989374
2019-11-04,8949667
2019-11-05,8933928
2019-11-06,8901313
2019-11-07,8881151
2019-11-08,8836976
2019-11-09,8873128
2019-11-10,8853743
2019-11-11,8858952
2019-11-12,8838671
2019-11-13,8827127
2019-11-14,8787587
2019-11-15,8776706
2019-11-16,8774414
2019-11-17,8756091
2019-11-18,8732281
2019-11-19,8686736
2019-11-20,8642663
2019-11-21,8590538
2019-11-22,8565865
2019-11-23,8554358
2019-11-24,8561883
2019-11-25,8561383
2019-11-26,8535544
2019-11-27,8524496
2019-11-28,8555105
2019-11-29,8597357
2019-11-30,8563243
2019-12-01,8639096
2019-12-02,8631587
2019-12-03,8593275
2019-12-04,8570994
2019-12-05,8562441
2019-12-06,8547351
2019-12-07,8646238
2019-12-08,8683328
2019-12-09,8661057
2019-12-10,8631685
2019-12-11,8640851
2019-12-12,8721337
2019-12-13,8809396
2019-12-14,9123450
2019-12-15,9152380
2019-12-16,9231046
2019-12-17,9203534
2019-12-18,9149762
2019-12-19,9134332
2019-12-20,9130044
2019-12-21,9234673
2019-12-22,9130978
2019-12-23,9091790
2019-12-24,9011383
2019-12-25,8951112
2019-12-26,8955752
2019-12-27,8985431
2019-12-28,9086505
2019-12-29,9063277
2019-12-30,9046888
2019-12-31,9006613
2020-01-01,9351946
2020-01-02,9762838
2020-01-03,9930553
2020-01-04,10231214
2020-01-05,10179030
2020-01-06,10126084
2020-01-07,9975732
2020-01-08,9899189
2020-01-09,9836864
2020-01-10,9892632
2020-01-11,9981979
2020-01-12,10200031
2020-01-13,10281117
2020-01-14,10232156
2020-01-15,10165007
2020-01-16,10080666
2020-01-17,10070516
2020-01-18,10064615
2020-01-19,9981425
2020-01-20,9995876
2020-01-21,9974874
2020-01-22,9972725
2020-01-23,10052384
2020-01-24,10257344
2020-01-25,10479169
2020-01-26,10891162
2020-01-27,10828667
2020-01-28,10888676
2020-01-29,11002976
2020-01-30,11125762
2020-01-31,11384814
2020-02-01,11657693
2020-02-02,12142360
2020-02-03,12003860
2020-02-04,11958060
2020-02-05,11895469
2020-02-06,11358725
2020-02-07,10793221
2020-02-08,10393357
2020-02-09,10060130
2020-02-10,9901492
2020-02-11,9726403
2020-02-12,9645864
2020-02-13,9630610
2020-02-14,9536414
2020-02-15,9553959
2020-02-16,9655423
2020-02-17,9607592
2020-02-18,9584121
2020-02-19,9569357
2020-02-20,9548347
2020-02-21,9544284
2020-02-22,9695416
2020-02-23,9776625
2020-02-24,9827641
2020-02-25,9808064
2020-02-26,9772743
2020-02-27,9748205
2020-02-28,10018598
2020-02-29,10345255
2020-03-01,10818747
2020-03-02,10814228
2020-03-03,10763305
2020-03-04,10748473
2020-03-05,10621538
2020-03-06,10541138
2020-03-07,10498462
2020-03-08,10454784
2020-03-09,10348225
2020-03-10,10203770
2020-03-11,10148029
2020-03-12,10003598
2020-03-13,9961456
2020-03-14,9949688
2020-03-15,9948080
2020-03-16,9931300
2020-03-17,9932200
2020-03-18,9955129
2020-03-19,9952972
2020-03-20,9968590
2020-03-21,10202216
2020-03-22,10271105
2020-03-23,10424297
2020-03-24,10600948
2020-03-25,10673743
2020-03-26,10918583
2020-03-27,11178772
2020-03-28,11416242
2020-03-29,11634546
2020-03-30,11574181
2020-03-31,11596896
2020-04-01,11558949
2020-04-02,11581060
2020-04-03,11805223
2020-04-04,12250807
2020-04-05,12646878
2020-04-06,12689586
2020-04-07,12707605
2020-04-08,12716826
2020-04-09,12864786
2020-04-10,12994047
2020-04-11,13331823
2020-04-12,13354172
2020-04-13,13423263
2020-04-14,13401743
2020-04-15,13350573
2020-04-16,13308232
2020-04-17,13274724
2020-04-18,13242684
2020-04-19,13162312
2020-04-20,13025745
2020-04-21,12907203
2020-04-22,12697008
2020-04-23,12463369
2020-04-24,12353224
2020-04-25,12331653
2020-04-26,12293453
2020-04-27,12221711
2020-04-28,12157931
2020-04-29,12233017
2020-04-30,12448948
2020-05-01,12596802
2020-05-02,13002689
2020-05-03,13301814
2020-05-04,13072641
2020-05-05,13045429
2020-05-06,12993210
2020-05-07,13054803
2020-05-08,13273304
2020-05-09,13245757
2020-05-10,13231731
2020-05-11,13181398
2020-05-12,13157501
2020-05-13,13106793
