date_obj,Mummy's%20feet price
2017-06-24,794380
2017-06-25,794380
2017-06-26,794380
2017-06-27,794380
2017-06-28,794380
2017-06-29,794380
2017-06-30,794380
2017-07-01,794380
2017-07-02,794380
2017-07-03,794380
2017-07-04,794380
2017-07-05,794380
2017-07-06,794380
2017-07-07,794380
2017-07-08,794380
2017-07-13,794380
2017-07-14,794380
2017-07-15,794380
2017-07-16,794380
2017-07-17,794380
2017-07-18,794380
2017-07-19,794380
2017-07-20,794380
2017-07-21,794380
2017-07-22,794380
2017-07-23,794380
2017-07-24,794380
2017-07-25,794380
2017-07-26,794380
2017-07-27,794380
2017-07-28,794380
2017-07-29,794380
2017-07-30,794380
2017-07-31,794380
2017-08-01,794380
2017-08-02,794380
2017-08-03,794380
2017-08-04,794380
2017-08-05,794380
2017-08-06,786577
2017-08-09,786577
2017-08-10,786577
2017-08-11,786577
2017-08-12,786577
2017-08-13,786577
2017-08-14,786577
2017-08-15,786577
2017-08-16,786577
2017-08-17,786577
2017-08-18,786577
2017-08-19,786577
2017-08-20,786577
2017-08-22,786577
2017-08-23,786577
2017-08-24,786577
2017-08-25,786577
2017-08-26,786577
2017-08-27,786577
2017-08-28,786577
2017-08-29,786577
2017-08-30,786577
2017-08-31,786577
2017-09-01,786577
2017-09-02,786577
2017-09-03,786577
2017-09-04,786577
2017-09-05,786577
2017-09-06,786577
2017-09-07,786577
2017-09-08,786577
2017-09-09,786577
2017-09-10,786577
2017-09-11,786577
2017-09-12,786577
2017-09-13,786577
2017-09-14,786577
2017-09-15,786577
2017-09-16,786577
2017-09-17,786577
2017-09-19,786577
2017-09-20,786577
2017-09-21,786577
2017-09-22,786577
2017-09-23,786577
2017-09-24,786577
2017-09-25,786577
2017-09-26,786577
2017-09-27,786577
2017-09-28,786577
2017-09-29,786577
2017-09-30,786577
2017-10-01,786577
2017-10-02,786577
2017-10-03,786577
2017-10-04,786577
2017-10-05,767588
2017-10-06,767588
2017-10-07,767588
2017-10-08,767588
2017-10-09,767588
2017-10-10,767588
2017-10-11,767588
2017-10-12,767588
2017-10-13,767588
2017-10-14,767588
2017-10-15,767588
2017-10-16,767588
2017-10-17,767588
2017-10-18,767588
2017-10-19,767588
2017-10-20,767588
2017-10-21,767588
2017-10-22,767588
2017-10-23,767588
2017-10-24,767588
2017-10-25,767588
2017-10-26,767588
2017-10-27,767588
2017-10-28,767588
2017-10-29,767588
2017-10-30,767588
2017-10-31,767588
2017-11-01,767588
2017-11-02,767588
2017-11-03,767588
2017-11-04,767588
2017-11-05,767588
2017-11-06,767588
2017-11-07,767588
2017-11-08,767588
2017-11-09,767588
2017-11-10,767588
2017-11-11,767588
2017-11-12,767588
2017-11-13,767588
2017-11-14,767588
2017-11-15,767588
2017-11-16,767588
2017-11-17,767588
2017-11-18,767588
2017-11-19,767588
2017-11-20,767588
2017-11-21,767588
2017-11-22,767588
2017-11-23,767588
2017-11-24,767588
2017-11-25,767588
2017-11-26,767588
2017-11-27,767588
2017-11-28,767588
2017-11-29,767588
2017-11-30,767588
2017-12-01,767588
2017-12-02,767588
2017-12-03,767588
2017-12-04,767588
2017-12-05,767588
2017-12-06,767588
2017-12-07,767588
2017-12-08,767588
2017-12-09,767588
2017-12-10,767588
2017-12-11,767588
2017-12-12,767588
2017-12-14,767588
2017-12-15,767588
2017-12-17,739225
2017-12-18,739225
2017-12-19,739225
2017-12-20,739225
2017-12-21,739225
2017-12-22,739225
2017-12-23,739225
2017-12-24,739225
2017-12-25,739225
2017-12-26,739225
2017-12-27,739225
2017-12-28,739225
2017-12-29,739225
2017-12-30,739225
2017-12-31,739225
2018-01-01,739225
2018-01-02,739225
2018-01-03,739225
2018-01-04,739225
2018-01-05,739225
2018-01-06,739225
2018-01-07,739225
2018-01-08,739225
2018-01-09,739225
2018-01-10,739225
2018-01-11,739225
2018-01-12,739225
2018-01-13,739225
2018-01-14,739225
2018-01-15,739225
2018-01-16,739225
2018-01-17,739225
2018-01-18,739225
2018-01-19,739225
2018-01-20,739225
2018-01-21,739225
2018-01-22,739225
2018-01-23,739225
2018-01-25,702263
2018-01-26,702263
2018-01-27,702263
2018-01-28,702263
2018-01-29,702263
2018-01-31,702263
2018-02-01,702263
2018-02-02,702263
2018-02-03,702263
2018-02-04,702263
2018-02-05,702263
2018-02-06,702263
2018-02-07,702263
2018-02-08,702263
2018-02-09,702263
2018-02-10,702263
2018-02-11,702263
2018-02-12,702263
2018-02-13,702263
2018-02-14,667752
2018-02-15,667752
2018-02-16,667752
2018-02-17,667752
2018-02-18,667752
2018-02-19,667752
2018-02-20,667752
2018-02-21,667752
2018-02-22,667752
2018-02-23,667752
2018-02-24,667752
2018-02-25,667752
2018-02-26,667752
2018-02-27,667752
2018-03-01,667752
2018-03-02,667752
2018-03-03,667752
2018-03-04,667752
2018-03-05,634784
2018-03-06,634784
2018-03-07,634784
2018-03-08,634784
2018-03-09,634784
2018-03-10,634784
2018-03-11,634784
2018-03-12,634784
2018-03-13,634784
2018-03-14,634784
2018-03-15,634784
2018-03-16,634784
2018-03-17,604078
2018-03-18,604078
2018-03-19,604078
2018-03-20,604078
2018-03-21,604078
2018-03-23,604078
2018-03-24,604078
2018-03-26,604078
2018-03-27,604078
2018-03-28,604078
2018-03-29,604078
2018-03-30,604078
2018-03-31,604078
2018-04-01,604078
2018-04-02,574475
2018-04-03,574475
2018-04-04,574475
2018-04-05,574475
2018-04-06,574475
2018-04-07,574475
2018-04-08,574475
2018-04-09,574475
2018-04-10,574475
2018-04-11,574475
2018-04-12,574475
2018-04-13,574475
2018-04-14,574475
2018-04-15,574475
2018-04-16,574475
2018-04-17,574475
2018-04-18,574475
2018-04-19,574475
2018-04-20,574475
2018-04-21,546915
2018-04-22,546915
2018-04-23,546915
2018-04-24,546915
2018-04-25,546915
2018-04-26,546915
2018-04-27,546915
2018-04-28,546915
2018-04-29,546915
2018-04-30,546915
2018-05-01,546915
2018-05-04,546915
2018-05-05,546915
2018-05-06,546915
2018-05-07,546915
2018-05-08,546915
2018-05-09,520931
2018-05-10,520931
2018-05-11,520931
2018-05-12,520931
2018-05-13,520931
2018-05-14,520931
2018-05-15,520931
2018-05-16,520931
2018-05-17,520931
2018-05-18,520931
2018-05-19,520931
2018-05-20,520931
2018-05-21,520931
2018-05-22,520931
2018-05-23,520931
2018-05-24,520931
2018-05-25,520931
2018-05-26,520931
2018-05-27,520931
2018-05-28,520931
2018-05-29,497591
2018-05-30,497591
2018-05-31,497591
2018-06-01,497591
2018-06-02,497591
2018-06-03,497591
2018-06-04,497591
2018-06-05,497591
2018-06-06,497591
2018-06-07,497591
2018-06-08,497591
2018-06-09,497591
2018-06-10,497591
2018-06-11,497591
2018-06-12,497591
2018-06-13,473453
2018-06-14,473453
2018-06-15,473453
2018-06-16,473453
2018-06-17,473453
2018-06-18,473453
2018-06-19,473453
2018-06-20,473453
2018-06-21,473453
2018-06-22,473453
2018-06-23,473453
2018-06-24,473453
2018-06-25,473453
2018-06-26,473453
2018-06-27,473453
2018-06-28,473453
2018-06-29,450329
2018-06-30,450329
2018-07-01,450329
2018-07-02,450329
2018-07-03,450329
2018-07-04,450329
2018-07-05,450329
2018-07-06,450329
2018-07-07,450329
2018-07-08,450329
2018-07-09,450329
2018-07-10,450329
2018-07-11,450329
2018-07-12,450329
2018-07-13,450329
2018-07-14,450329
2018-07-15,450329
2018-07-16,450329
2018-07-17,450329
2018-07-18,450329
2018-07-19,450329
2018-07-20,450329
2018-07-21,450329
2018-07-22,450329
2018-07-23,450329
2018-07-24,450329
2018-07-25,450329
2018-07-26,450329
2018-07-27,431550
2018-07-28,431550
2018-07-29,431550
2018-07-30,431550
2018-07-31,431550
2018-08-01,431550
2018-08-02,431550
2018-08-03,431550
2018-08-04,431550
2018-08-05,431550
2018-08-06,431550
2018-08-07,431550
2018-08-08,431550
2018-08-09,431550
2018-08-10,431550
2018-08-11,431550
2018-08-12,431550
2018-08-14,410757
2018-08-16,410757
2018-08-17,410757
2018-08-18,410757
2018-08-19,410757
2018-08-20,410757
2018-08-21,410757
2018-08-22,410757
2018-08-23,410757
2018-08-24,410757
2018-08-25,410757
2018-08-26,410757
2018-08-27,410757
2018-08-28,410757
2018-08-29,410757
2018-08-30,410757
2018-08-31,390768
2018-09-01,390768
2018-09-02,390768
2018-09-03,390768
2018-09-04,390768
2018-09-05,390768
2018-09-06,390768
2018-09-07,390768
2018-09-08,390768
2018-09-09,390768
2018-09-10,390768
2018-09-11,390768
2018-09-12,390768
2018-09-13,390768
2018-09-14,390768
2018-09-15,390768
2018-09-16,390768
2018-09-17,390768
2018-09-18,372159
2018-09-19,372159
2018-09-20,372159
2018-09-21,372159
2018-09-22,372159
2018-09-23,372159
2018-09-24,372159
2018-09-25,372159
2018-09-26,372159
2018-09-27,372159
2018-09-28,372159
2018-09-29,372159
2018-09-30,372159
2018-10-02,372159
2018-10-03,372159
2018-10-04,372159
2018-10-05,372159
2018-10-06,354574
2018-10-07,354574
2018-10-08,354574
2018-10-09,354574
2018-10-10,354574
2018-10-11,354574
2018-10-12,354574
2018-10-13,354574
2018-10-14,354574
2018-10-15,354574
2018-10-16,354574
2018-10-17,354574
2018-10-18,354574
2018-10-19,354574
2018-10-20,354574
2018-10-21,337532
2018-10-22,337532
2018-10-23,337532
2018-10-24,337532
2018-10-25,337532
2018-10-26,337532
2018-10-27,337532
2018-10-28,337532
2018-10-29,337532
2018-10-30,337532
2018-10-31,337532
2018-11-01,337532
2018-11-03,321423
2018-11-04,321423
2018-11-05,321423
2018-11-06,321423
2018-11-07,321423
2018-11-08,321423
2018-11-09,321423
2018-11-10,321423
2018-11-11,321423
2018-11-12,321423
2018-11-13,321423
2018-11-15,321423
2018-11-16,321423
2018-11-17,306875
2018-11-18,306875
2018-11-19,306875
2018-11-20,306875
2018-11-21,306875
2018-11-22,306875
2018-11-23,306875
2018-11-24,306875
2018-11-25,306875
2018-11-26,306875
2018-11-27,306875
2018-11-28,306875
2018-11-29,291947
2018-12-01,291947
2018-12-02,291947
2018-12-03,291947
2018-12-04,291947
2018-12-05,291947
2018-12-07,291947
2018-12-09,291947
2018-12-10,281969
2018-12-11,281969
2018-12-12,281969
2018-12-13,281969
2018-12-14,281969
2018-12-15,281969
2018-12-16,281969
2018-12-17,281969
2018-12-18,281969
2018-12-19,281969
2018-12-20,281969
2018-12-21,281969
2018-12-22,281969
2018-12-23,281969
2018-12-24,272025
2018-12-25,272025
2018-12-26,272025
2018-12-27,272025
2018-12-28,272025
2018-12-29,272025
2018-12-30,272025
2018-12-31,272025
2019-01-01,272025
2019-01-02,272025
2019-01-03,272025
2019-01-04,272025
2019-01-05,272025
2019-01-06,272025
2019-01-08,260057
2019-01-10,260057
2019-01-11,260057
2019-01-12,260057
2019-01-13,260057
2019-01-14,260057
2019-01-15,260057
2019-01-16,260057
2019-01-17,260057
2019-01-18,260057
2019-01-19,247775
2019-01-20,247775
2019-01-22,247775
2019-01-23,247775
2019-01-24,247775
2019-01-25,247775
2019-01-26,247775
2019-01-27,247775
2019-01-28,247775
2019-01-29,241652
2019-01-30,241652
2019-01-31,241652
2019-02-01,241652
2019-02-02,241652
2019-02-03,241652
2019-02-04,241652
2019-02-05,241652
2019-02-06,241652
2019-02-07,241652
2019-02-08,241652
2019-02-09,241652
2019-02-10,241652
2019-02-11,247887
2019-02-12,247887
2019-02-13,247887
2019-02-14,247887
2019-02-15,247887
2019-02-16,247887
2019-02-17,247887
2019-02-18,247887
2019-02-19,247887
2019-02-20,257541
2019-02-21,269138
2019-02-22,279128
2019-02-23,290380
2019-02-24,301155
2019-02-25,313146
2019-02-26,313146
2019-02-27,313146
2019-02-28,313146
2019-03-01,313146
2019-03-02,313146
2019-03-03,313146
2019-03-04,320164
2019-03-05,320164
2019-03-06,320164
2019-03-07,320164
2019-03-08,320164
2019-03-09,320164
2019-03-10,316744
2019-03-11,316744
2019-03-12,316744
2019-03-13,316744
2019-03-14,316744
2019-03-15,316744
2019-03-16,309333
2019-03-17,309333
2019-03-18,309333
2019-03-19,309333
2019-03-20,309333
2019-03-21,306185
2019-03-22,306185
2019-03-23,306185
2019-03-24,306185
2019-03-25,306185
2019-03-26,313084
2019-03-27,313084
2019-03-28,313084
2019-03-29,313084
2019-03-30,313084
2019-03-31,325420
2019-04-01,325420
2019-04-02,325420
2019-04-03,339831
2019-04-04,339831
2019-04-05,339831
2019-04-06,339831
2019-04-07,354531
2019-04-08,354531
2019-04-09,354531
2019-04-10,354531
2019-04-11,369984
2019-04-12,369984
2019-04-13,369984
2019-04-14,369984
2019-04-15,369984
2019-04-16,365431
2019-04-17,365431
2019-04-18,365431
2019-04-19,365431
2019-04-20,365431
2019-04-21,365431
2019-04-22,365431
2019-04-23,365431
2019-04-24,354635
2019-04-25,354635
2019-04-26,354635
2019-04-27,354635
2019-04-28,354635
2019-04-29,354635
2019-04-30,351091
2019-05-01,351091
2019-05-02,351091
2019-05-03,351091
2019-05-04,351091
2019-05-05,347287
2019-05-06,347287
2019-05-07,347287
2019-05-08,347287
2019-05-09,347287
2019-05-10,347287
2019-05-11,347287
2019-05-12,335006
2019-05-13,335006
2019-05-14,335006
2019-05-15,335006
2019-05-16,335006
2019-05-17,335006
2019-05-18,322208
2019-05-19,322208
2019-05-20,322208
2019-05-21,322208
2019-05-22,322208
2019-05-23,322208
2019-05-24,322208
2019-05-25,309001
2019-05-26,309001
2019-05-27,309001
2019-05-28,309001
2019-05-29,309001
2019-05-30,309001
2019-05-31,297736
2019-06-01,297736
2019-06-02,297736
2019-06-03,297736
2019-06-04,297736
2019-06-05,294464
2019-06-06,294464
2019-06-07,294464
2019-06-08,294464
2019-06-09,294464
2019-06-10,294464
2019-06-11,293915
2019-06-12,293915
2019-06-13,293915
2019-06-14,293915
2019-06-15,293915
2019-06-16,293915
2019-06-17,288887
2019-06-18,288887
2019-06-19,288887
2019-06-20,288887
2019-06-21,288887
2019-06-22,288887
2019-06-23,288887
2019-06-24,288887
2019-06-25,288887
2019-06-26,283254
2019-06-27,283254
2019-06-28,283254
2019-06-29,283254
2019-06-30,283254
2019-07-01,283254
2019-07-02,272299
2019-07-03,272299
2019-07-04,272299
2019-07-05,272299
2019-07-06,272299
2019-07-07,272299
2019-07-08,260967
2019-07-09,260967
2019-07-10,260967
2019-07-11,260967
2019-07-12,260967
2019-07-13,260967
2019-07-14,260967
2019-07-15,251217
2019-07-16,251217
2019-07-17,251217
2019-07-18,251217
2019-07-19,251217
2019-07-20,251217
2019-07-21,251217
2019-07-22,243861
2019-07-23,243861
2019-07-24,243861
2019-07-25,243861
2019-07-26,243861
2019-07-27,243861
2019-07-28,243861
2019-07-29,243861
2019-07-30,243861
2019-07-31,243874
2019-08-01,243874
2019-08-02,243874
2019-08-03,243874
2019-08-04,243874
2019-08-05,243874
2019-08-06,243874
2019-08-07,243874
2019-08-08,235970
2019-08-09,235970
2019-08-10,235970
2019-08-11,235970
2019-08-12,235970
2019-08-13,235970
2019-08-14,235970
2019-08-15,235970
2019-08-16,229955
2019-08-17,229955
2019-08-18,229955
2019-08-19,229955
2019-08-20,229955
2019-08-21,229955
2019-08-22,229955
2019-08-23,224268
2019-08-24,224268
2019-08-24,224268
2019-08-25,224268
2019-08-25,224268
2019-08-26,224268
2019-08-26,224268
2019-08-27,224268
2019-08-27,224268
2019-08-28,224268
2019-08-29,224268
2019-08-30,224268
2019-08-31,224268
2019-09-01,219959
2019-09-02,219959
2019-09-03,219959
2019-09-04,219959
2019-09-05,219959
2019-09-06,219959
2019-09-07,219959
2019-09-08,219959
2019-09-09,219959
2019-09-10,213826
2019-09-11,213826
2019-09-12,213826
2019-09-13,213826
2019-09-14,213826
2019-09-15,213826
2019-09-16,213826
2019-09-17,210640
2019-09-18,210640
2019-09-19,210640
2019-09-20,210640
2019-09-21,210640
2019-09-22,210640
2019-09-23,210640
2019-09-24,205429
2019-09-25,205429
2019-09-26,205429
2019-09-27,205429
2019-09-28,205429
2019-09-29,205429
2019-09-30,205429
2019-10-01,205429
2019-10-02,204307
2019-10-03,204307
2019-10-04,204307
2019-10-05,204307
2019-10-06,204307
2019-10-07,204307
2019-10-08,204307
2019-10-09,206820
2019-10-10,206820
2019-10-11,206820
2019-10-12,206820
2019-10-13,206820
2019-10-14,212817
2019-10-15,212817
2019-10-16,212817
2019-10-17,212817
2019-10-18,212817
2019-10-19,212817
2019-10-20,221192
2019-10-21,221192
2019-10-22,221192
2019-10-23,221192
2019-10-24,221192
2019-10-25,230523
2019-10-26,230523
2019-10-27,230523
2019-10-28,230523
2019-10-29,230523
2019-10-30,230523
2019-10-31,230523
2019-11-01,234102
2019-11-02,234102
2019-11-03,234102
2019-11-04,234102
2019-11-05,234102
2019-11-06,234102
2019-11-07,234102
2019-11-08,234102
2019-11-09,228629
2019-11-10,228629
2019-11-11,228629
2019-11-12,228629
2019-11-13,228629
2019-11-14,228629
2019-11-15,234926
2019-11-16,234926
2019-11-17,234926
2019-11-18,234926
2019-11-19,234926
2019-11-20,234926
2019-11-21,234926
2019-11-22,231225
2019-11-23,231225
2019-11-24,231225
2019-11-25,231225
2019-11-26,231225
2019-11-27,231225
2019-11-28,221685
2019-11-29,221685
2019-11-30,221685
2019-12-01,221685
2019-12-02,221685
2019-12-03,221685
2019-12-04,210987
2019-12-05,210987
2019-12-06,210987
2019-12-07,210987
2019-12-08,210987
2019-12-09,210987
2019-12-10,210987
2019-12-11,202131
2019-12-12,202131
2019-12-13,202131
2019-12-14,202131
2019-12-15,202131
2019-12-16,202131
2019-12-17,202131
2019-12-18,202131
2019-12-19,202131
2019-12-20,194227
2019-12-21,194227
2019-12-22,194227
2019-12-23,194227
2019-12-24,194227
2019-12-25,194227
2019-12-26,194227
2019-12-27,194227
2019-12-28,188270
2019-12-29,188270
2019-12-30,188270
2019-12-31,188270
2020-01-01,188270
2020-01-02,188270
2020-01-03,188270
2020-01-04,188270
2020-01-05,193097
2020-01-06,193097
2020-01-07,193097
2020-01-08,193097
2020-01-09,193097
2020-01-10,193097
2020-01-11,201173
2020-01-12,201173
2020-01-13,201173
2020-01-14,201173
2020-01-15,201173
2020-01-16,201173
2020-01-17,201173
2020-01-18,201173
2020-01-19,205447
2020-01-20,205447
2020-01-21,205447
2020-01-22,205447
2020-01-23,205447
2020-01-24,205447
2020-01-25,205447
2020-01-26,205187
2020-01-27,205187
2020-01-28,205187
2020-01-29,205187
2020-01-30,205187
2020-01-31,205187
2020-02-01,205187
2020-02-02,207292
2020-02-03,207292
2020-02-04,207292
2020-02-05,207292
2020-02-06,207292
2020-02-07,207292
2020-02-08,207292
2020-02-09,207292
2020-02-10,205141
2020-02-11,205141
2020-02-12,205141
2020-02-13,205141
2020-02-14,205141
2020-02-15,205141
2020-02-16,205141
2020-02-17,205141
2020-02-18,206742
2020-02-19,206742
2020-02-20,206742
2020-02-21,206742
2020-02-22,206742
2020-02-23,206742
2020-02-24,206742
2020-02-25,205310
2020-02-26,205310
2020-02-27,205310
2020-02-28,205310
2020-02-29,205310
2020-03-01,205310
2020-03-02,205310
2020-03-03,205310
2020-03-04,209841
2020-03-05,209841
2020-03-06,209841
2020-03-07,209841
2020-03-08,209841
2020-03-09,209841
2020-03-10,214704
2020-03-11,214704
2020-03-12,214704
2020-03-13,214704
2020-03-14,214704
2020-03-15,214704
2020-03-16,214704
2020-03-17,221964
2020-03-18,221964
2020-03-19,221964
2020-03-20,221964
2020-03-21,221964
2020-03-22,231405
2020-03-23,231405
2020-03-24,231405
2020-03-25,231405
2020-03-26,231405
2020-03-27,238045
2020-03-28,238045
2020-03-29,238045
2020-03-30,238045
2020-03-31,238045
2020-04-01,234114
2020-04-02,234114
2020-04-03,234114
2020-04-04,234114
2020-04-05,234114
2020-04-06,227665
2020-04-07,227665
2020-04-08,227665
2020-04-09,227665
2020-04-10,227665
2020-04-11,224808
2020-04-12,224808
2020-04-13,224808
2020-04-14,224808
2020-04-15,224808
2020-04-16,226931
2020-04-17,226931
2020-04-18,226931
2020-04-19,226931
2020-04-20,224603
2020-04-21,224603
2020-04-22,224603
2020-04-23,224603
2020-04-24,224603
2020-04-25,227590
2020-04-26,227590
2020-04-27,227590
2020-04-28,227590
2020-04-29,227590
2020-04-30,231179
2020-05-01,231179
2020-05-02,231179
2020-05-03,231179
2020-05-04,231179
2020-05-05,231179
2020-05-06,224842
2020-05-07,224842
2020-05-08,224842
2020-05-09,224842
2020-05-10,224842
2020-05-11,224842
2020-05-12,225154
2020-05-13,225154
